s,l,phase,region,p_omega_unit,rho_euler,j_l_unit,p_l_unit,rho_packet,Tkk_plus,Tkk_minus,packet_norm,gtt,W,S,q,E,U,ricci_scalar,cond_metric
-0.35,-1.85,pre_catch_support,outer_shoulder,0.008901532942057675,-0.0025356169237989593,-2.97377546280072e-13,-0.002895278701968693,nan,-0.0054417171899804,-0.005441717191171892,98.63604239901215,-1.0019925930369842,4.118571744815558e-06,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-0.4384005595366762,4.984523493569536
-0.35,-1.3625,pre_catch_support,support_edge,0.4433198420523157,-0.03740960304995686,-9.52163438495687e-10,-0.04861964037646382,nan,-0.49146258415532706,-0.4914626044194473,305.1348347561815,-5.712738770133747,0.12353470281937373,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-22.001946773497995,3.17314220673223
-0.35,-0.8750000000000001,pre_catch_support,support_edge,-1.7077132722799274e-07,0.017090400966981528,4.942603167734276e-11,-0.01709045523289683,nan,-0.024329107083443248,-0.024240657822818017,503541.75779159786,-447515.89085044496,0.9950945942942779,0.0006807280768703627,0.9999999809800574,0.9999914251344262,9.981696020698388,0.8590672020460313,260504.9222452265
-0.35,-0.3875000000000002,pre_catch_support,packet_in_support,-8.219746048271587e-09,0.023232116272666265,1.0709286823719242e-07,-0.023232359972471726,0.023232115039679344,-0.16632309364778056,-0.0107206948569487,-363229.66520913265,625487.0049007398,0.9999185650843905,0.9968786674124848,0.9999999809800574,0.9999914251344262,9.981696020698388,1.1677800768053674,833566.067569306
-0.35,0.09999999999999987,pre_catch_support,core_throat,4.623540049964646e-06,0.02530277304181655,1.3063923561012139e-09,-0.025302867750345723,nan,-0.03502846281220495,-0.0331492559925167,593402.8729383058,-359466.45204732765,0.9999680082337281,0.021678363159701397,0.9999999809800574,0.9999914251344262,9.981696020698388,1.2716260766309153,407042.94210914517
-0.35,0.5874999999999999,pre_catch_support,core_throat,1.0544457289832488e-07,0.020857332587122742,5.749978474459157e-14,-0.020857378106551663,nan,-0.017382546903904002,-0.017382459075100942,611734.7082551268,-381869.9707454098,0.9997012560746728,2.220446049250313e-16,0.9999999809800574,0.9999914251344262,9.981696020698388,1.0483997343146738,334393.4086940566
-0.35,1.0749999999999997,pre_catch_support,support_edge,-8.731415782037053e-06,0.014637779866362343,1.2597695740756613e-13,-0.014638810955726143,nan,-0.2395113763884595,-0.23951125926242176,329339.38799846405,-232289.58248792274,0.9377602233752951,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,0.7362398736964477,118661.91372328514
-0.35,1.5625,pre_catch_support,outer_shoulder,0.32809357057565586,-0.02272321795675653,2.0015815650333615e-10,-0.020405516614576305,nan,-0.046654431396653186,-0.04665443053358928,101.1976863060492,-1.0817481994042062,0.002844909664979467,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-16.550031801749302,3.749530083289312
-0.35,2.05,pre_catch_support,outer_shoulder,0.0023739070230414795,-0.001870806487685053,2.5131611598427688e-15,-0.0018944220135029004,nan,-0.003765615833815525,-0.003765615833805472,98.63417342846022,-1.000102870947254,2.272045945828083e-08,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-0.11873205718831176,5.764996959830574
-0.016666666666666663,-1.85,catch_rematch,outer_shoulder,0.008901528295792226,-0.002535616898331234,-1.2096722950385228e-11,-0.0028952784056509176,nan,-0.00544171683575911,-0.005441716884223278,79.06936795634059,-1.0019925915347894,4.118571744815558e-06,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,-0.4384003327971061,4.984523493928392
-0.016666666666666663,-1.3625,catch_rematch,support_edge,0.44332086915203045,-0.03740965162036165,-3.8654995803985905e-08,-0.04861967005002665,nan,-0.49146198490046894,-0.49146280756423083,244.0911394007524,-5.71273127219732,0.12353470281937373,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,-22.001998876090127,3.173137271132383
-0.016666666666666663,-0.8750000000000001,catch_rematch,support_edge,-3.501368128576659e-07,0.017090400974768532,-2.6881667160475405e-12,-0.017090452428546905,nan,-0.02302377367549357,-0.023028585626707797,317795.69002247567,-447511.9297275753,0.9950945942942779,1.982303210468217e-13,0.9999992278406113,0.9996520010246198,8.948090479262502,0.8590761476534101,260502.6760883545
