xi,feature_weighted_r2_like,feature_weighted_relative_rmse,rank1_weighted_r2_like,rank1_weighted_relative_rmse,rank1_positive_eigen_fraction,negative_eigenvalue_abs_sum,n_features,n_modes
0.5,0.056877613296462126,0.9622108975521292,-5.521561354499419e+18,2328183438.201615,0.9999598769811848,36905282916.243225,45,9
0.16666666666666666,0.029109592916996885,0.976273159209667,-6.092748135910062e+18,2445641847.8874264,0.9999659028332344,10110368305.725193,45,9
