t,phase,core_line_target_Tkk,core_line_nmc_feature_Tkk,core_line_rank1_scalar_Tkk,core_line_feature_residual_Tkk,access_mean_target_Tkk,access_mean_nmc_feature_Tkk,access_mean_rank1_scalar_Tkk,access_mean_feature_residual_Tkk,support_mean_target_Tkk,support_mean_nmc_feature_Tkk,support_mean_rank1_scalar_Tkk,support_mean_feature_residual_Tkk,support_ring_mean_target_Tkk,support_ring_mean_nmc_feature_Tkk,support_ring_mean_rank1_scalar_Tkk,support_ring_mean_feature_residual_Tkk,shoulder_mean_target_Tkk,shoulder_mean_nmc_feature_Tkk,shoulder_mean_rank1_scalar_Tkk,shoulder_mean_feature_residual_Tkk
34.125,B_setup,-0.00012141621601520105,-0.00046765448864519133,-1.35143255780335e-05,0.00034623827262999027,-0.00039191273321253334,-0.0001945043961851938,8.595510770614502e-07,-0.00019740833702733954,-0.002740454833046538,-0.0015000583165558593,-0.026776466428749094,-0.0012403965164906785,-0.010079434049913944,-0.002549742109776319,-0.4847533532726713,-0.0075296919401376255,-0.0029793884171768637,-0.0019467954224516757,34694505.763172425,-0.001032592994725188
35.75,B_setup,-0.00011090808360119529,-0.0004971238203218847,-1.4365933233932563e-05,0.00038621573672068936,-0.00034355793119578495,-0.0002059418206869761,9.373875641487157e-07,-0.00013761611050880886,-0.0022657135263331046,-0.0015910323997888282,-0.028462288886968605,-0.0006746811265442765,-0.008793449665349916,-0.0026672131372616494,-0.5151367604220763,-0.006126236528088266,-0.002509169616552044,-0.001866698678969856,38349805.07543664,-0.0006424709375821881
37.375,B_setup,-0.00010115381860025225,-0.0005223852454902227,-1.5095940392163896e-05,0.0004212314268899704,-0.00029813141438936054,-0.0002155819914503739,1.00885154726354e-06,-8.254942293898663e-05,-0.0018159729536269189,-0.001669232723610617,-0.029907096706727858,-0.00014674023001630182,-0.007583004588978042,-0.002458713119379376,-0.5411489229048481,-0.005124291469598665,-0.0020537711127849383,-0.0017515260160425293,41798750.051802084,-0.00030224509674240904
39.0,B_setup,-9.215653824711083e-05,-0.0005432425890889372,-1.5698677966439785e-05,0.0004510860508418264,-0.00025567939809441006,-0.0002233588255637205,1.0731343019043e-06,-3.232057253068957e-05,-0.0013919219403882705,-0.0017331997527031756,-0.031099684249091524,0.0003412778123149051,-0.0064495745449479796,-0.0025405713074339595,-0.5625896071386226,-0.00390900323751402,-0.0016154150133389745,-0.0016080584256773912,44992985.108041346,-7.35658766158327e-06
40.625,B_setup,-8.390203304109826e-05,-0.000559642198329882,-1.6172595493196383e-05,0.00047574016528878374,-0.0002161796730263546,-0.00022926406042716465,1.1297311423654348e-06,1.3084387400810038e-05,-0.000993652024075423,-0.0017682195314825022,-0.032037003395842104,0.0007745675074070793,-0.005392834458009878,-0.0025965254880413193,-0.5794060286578753,-0.002796308969968559,-0.0011956796281151823,-0.001355706704672471,47896040.45152926,0.0001600270765572886
42.25,B_setup,-7.636310643483798e-05,-0.000571650337269882,-1.6519607877684755e-05,0.000495287230835044,-0.00017955853028502844,-0.00023333764721963075,1.1784057898341097e-06,5.37791169346023e-05,-0.0006208027145811278,-0.0018092335849464007,-0.0327228690167281,0.0011884308703652728,-0.004411096953861781,-0.00265535723284665,-0.5916693768913178,-0.001755739721015131,-0.0007955996342475023,-0.0010357321358605877,50079457.28714941,0.00024013250161308538
43.875,B_setup,-6.950341995901006e-05,-0.0005794293105605362,-1.6744405415748638e-05,0.0005099258906015262,-0.00014570575500368177,-0.00023565777697518884,1.2191477476171353e-06,8.995202197150707e-05,-0.00027269033027836593,-0.0018369306486564218,-0.0331665919437919,0.0015642403183780559,-0.003501702132161703,-0.002694816706789936,-0.5995500548447456,-0.0008068854253717667,-0.0004157666909193845,-0.0007543213870351705,51024031.7379055,0.00033855469611578597
45.5,B_setup,-6.328074603610388e-05,-0.0005832142773485963,-1.685378375963001e-05,0.0005199335313124925,-0.00011448729982049869,-0.00023633130844881464,1.2521276286319782e-06,0.00012184400862831595,5.158304977710525e-05,-0.0018520009735611602,-0.03338165164165174,0.0019035840233382654,-0.002661348039997593,-0.0027160480002907006,-0.6032936572874245,5.4699960293107686e-05,-5.6423850233873505e-05,-0.0005110871750762507,50795040.50353122,0.00045466332484237723
47.125,B_setup,-5.764960938817406e-05,-0.0005832920576051564,-1.6856031461159415e-05,0.0005256424482169824,-8.57555596473673e-05,-0.0002354850976417722,1.2776540354214773e-06,0.00014972953799440491,0.0003530412740364328,-0.0018553044991732597,-0.03338448306080876,0.0022083457732096925,-0.0018863594100012118,-0.002720426250479435,-0.6031990291235351,0.0008340668404782233,0.00028245026109823023,-0.0003664368450260835,49893530.15847518,0.0006488871061243137
48.75,B_setup,-5.256335018102518e-05,-0.0005799826695001396,-1.6760396437012635e-05,0.0005274193193191144,-5.935737569358127e-05,-0.00023325850186715783,1.2961343419706361e-06,0.00017390112617357657,0.0006327653975870591,-0.0018478127480673092,-0.03319341990432218,0.002480578145654368,-0.0011728976780598238,-0.0027094685732372923,-0.5995991627867556,0.0015365708951774685,0.0006010694324965042,-0.00017149600692133423,48463218.432965696,0.0007725654394178384
50.375,B_setup,-4.7975672329118174e-05,-0.0005736238977949853,-1.6576640024559862e-05,0.0005256482254658671,-3.514001673975489e-05,-0.00022979715704641047,1.3080406820080733e-06,0.00019465714030665558,0.0008918424459343968,-0.0018305599586902835,-0.032827811439309816,0.00272240240462468,-0.0005171184982975686,-0.0026847603366003795,-0.5928452404053038,0.002167641838302811,0.0008997804613434312,-0.0001866502128353923,46681574.24879288,0.0010864306741788234
52.0,B_setup,-4.38417541157499e-05,-0.0005645588808233325,-1.631467826924933e-05,0.0005207171267075827,-1.2955440434026888e-05,-0.00022524800478459565,1.31388164932387e-06,0.00021229256435056877,0.0011313290677010146,-0.0018046035197016165,-0.03230731211305924,0.0029359325874026313,8.471553022358737e-05,-0.002647896573913186,-0.5832938041876394,0.002732612104136773,0.0011790157677333576,1.7828504735858783e-05,44576643.83722167,0.001161187262997499
53.625,B_setup,-4.011900061179133e-05,-0.000553126502259584,-1.5984304264952563e-05,0.0005130075016477926,7.33685286110996e-06,-0.00021975546866632436,1.3141796535245038e-06,0.00022709232152743432,0.0013522273838762569,-0.0017709931162690842,-0.0316513317153408,0.0031232205001453413,0.0006361588974857102,-0.0026004373577547635,-0.5712968310387354,0.0032365962552404737,0.0014392568584145758,0.00013809663488661804,42310695.83530282,0.0013011602235279579
55.25,B_setup,-3.676751260590385e-05,-0.0005396542611289341,-1.559498211082638e-05,0.0005028867485230303,2.5868079480812303e-05,-0.00021345863756801325,1.3094535156786938e-06,0.00023932671704882555,0.00155547049090473,-0.0017307476247641856,-0.03087862738281662,0.003286218115668916,0.0011405363806735044,-0.002543875420410763,-0.557194371594544,0.0036844118010842678,0.0016810071781704983,0.0004960366342169784,39882405.11253471,0.0011849705439535198
56.875,B_setup,-3.3750338155589454e-05,-0.0005244532460988991,-1.5155701677897897e-05,0.0004907029079433096,4.2759284497394245e-05,-0.00020648929795013683,1.300205688977381e-06,0.00024924858244753105,0.0017419153590844925,-0.0016848386256210848,-0.030007016032824456,0.0034267539847055773,0.0016009186495529659,-0.002479614094834923,-0.5413093654793619,0.004080532744387889,0.0019047728120759955,0.0007998515450618288,37376469.54644494,0.0011049212670141669
58.5,B_setup,-3.103356271625196e-05,-0.00050781483714946,-1.467488329359519e-05,0.00047678127443320805,5.812108552192094e-05,-0.00019897065854568397,1.286913406661708e-06,0.00025709174406760493,0.001912341207898857,-0.0016341793801042937,-0.029053185649660022,0.0035465205880031506,0.0020201145336230975,-0.0024089536564402803,-0.5239442420792972,0.004429068190063378,0.00211104956326073,0.0010338781082194022,34820734.297650464,0.0010771714550413278
60.125,B_setup,-2.8586283577598175e-05,-0.0004900087823923475,-1.4160322165473615e-05,0.00046142249881474934,7.205386755667445e-05,-0.00019101662283041993,1.270023055482571e-06,0.0002630704903870944,0.0020674517851772428,-0.0015796181825484337,-0.0280325852616867,0.0036470699677256767,0.002400675235612698,-0.002328964253691578,-0.5055122262235846,0.004729639489304276,0.002300315069509622,0.0012444836431589376,32249489.616732776,0.0010558314263506843
61.75,B_setup,-2.638050488419816e-05,-0.0004712823374493358,-1.3619163510903898e-05,0.00044490183256513764,8.464828534989148e-05,-0.00018447686395750576,1.1993017084002302e-06,0.0002691251493073972,0.002207880297609209,-0.0015226222313044198,-0.026959397423597615,0.003730502528913629,0.0027449067342984594,-0.0022401550605660784,-0.4863847891588709,0.004985061794864538,0.0024730247968049444,0.001422310407756472,29688089.71192583,0.0010507143890484724
63.375,B_setup,-2.43909812636242e-05,-0.0004518602005489117,-1.3057900681473845e-05,0.0004274692192852875,9.598596219831245e-05,-0.00017786506090577663,1.1212563649973826e-06,0.0002738510231040891,0.002334196021247097,-0.0014632501292354036,-0.025848487866419863,0.003797446150482501,0.0030548874610852803,-0.002148473504219121,-0.4665349632244002,0.005203360965304401,0.0026296109313546988,0.0015793740877090869,27158326.13905093,0.0010502368436456119
65.0,B_setup,-2.2595031164247482e-05,-0.0004319450225736465,-1.2482389902389289e-05,0.000409349991409399,0.00010614030141971424,-0.00017102022737719146,1.0431132161111687e-06,0.0002771605287969057,0.0024469118571411436,-0.0014020797544349198,-0.024711195464573826,0.0038489916115760636,0.0033324890434952444,-0.0020548819937298234,-0.4461703052887172,0.005387371037225068,0.0027704833670196016,0.0017360060304073411,24678873.915553123,0.0010344773366122604
66.625,B_setup,-2.097233538421719e-05,-0.00041171831425598337,-1.1897876488716882e-05,0.00039074597887176616,0.00011517734889796598,-0.0001640074747665674,9.655056876229405e-07,0.00027918482366453336,0.002546492290000426,-0.0013396851918811166,-0.02355599839048364,0.0038861774818815427,0.003579398486775718,-0.0019601903928778064,-0.4254747838640885,0.005539588879653524,0.0028960321432441867,0.0019076082583194484,22265603.705463003,0.0009884238849247383
68.25,B_setup,-1.9504731824931738e-05,-0.00039134161078474924,-1.1309028500289678e-05,0.0003718368789598175,0.00012315666267666842,-0.00015688485847479254,8.889943232449985e-07,0.00028004152115146093,0.002633361360826101,-0.0012765792562722856,-0.022392125783158818,0.003909940617098387,0.0037971406241461385,-0.0018651093294581652,-0.40461411296752964,0.0056622499536043034,0.0030066308256658427,0.0020533950187063455,19931835.867668353,0.0009532358069594972
69.875,B_setup,-1.8176014063130567e-05,-0.0003709577865725457,-1.0719974735988923e-05,0.00035278177250941514,0.00013013215918907805,-0.00014970386319350504,8.140709795743831e-07,0.0002798360223825831,0.0027079103833004686,-0.0012132173634194856,-0.02122774077133044,0.003921127746719954,0.003987100022994928,-0.0017702581966537075,-0.3837348947358739,0.005757358219648636,0.003102640436831524,0.0021747087686734314,17688584.509466294,0.0009279316681580926
71.5,B_setup,-1.697173873036513e-05,-0.0003506924398713737,-1.0134344746496637e-05,0.00033372070114100856,0.0001361529160387896,-0.00014250991736050055,7.41163145943017e-07,0.00027866283339929017,0.002770505224126542,-0.0011500016661711878,-0.020070019639413777,0.0039205068902977295,0.004150541805854001,-0.0016761732878634965,-0.36296604212060046,0.005826715093717498,0.0031844136391137074,0.002273020522592757,15544789.083871692,0.0009113931165209504
73.125,B_setup,-1.587904475706742e-05,-0.00033065528872039006,-9.555309174538699e-06,0.00031477624396332264,0.0001412639189247788,-0.00013534291368951773,6.706382456355246e-07,0.0002766068326142965,0.0028214930349680046,-0.0010872852644638823,-0.018925231642697264,0.003908778299431887,0.004288631047547957,-0.0015833157899863603,-0.3424202137234838,0.005871946837534317,0.003252298948181651,0.0023498807781410207,13507530.287071522,0.0009024181700406303
74.75,B_setup,-1.4886486135533295e-05,-0.00031094153698386874,-8.985619230786513e-06,0.00029605505084833545,0.0001455067458965877,-0.00012823771928725285,6.028078234815082e-07,0.0002737444651838406,0.0028612083729776827,-0.0010253763537038812,-0.017798817112019576,0.003886584726681564,0.004402450558017091,-0.0014920794465996714,-0.322195218131836,0.005894530004616763,0.003306644815829577,0.0024068787033888045,11582228.612519564,0.0008997661124407726
76.375,B_setup,-1.3983878862985568e-05,-0.0002916331826604527,-8.427644501497585e-06,0.00027764930379746715,0.00014892018610643642,-0.00012122466404163517,5.379315613235195e-07,0.00027014485014807156,0.0028899786822223898,-0.0009645422183784842,-0.01669546225591238,0.003854520900600874,0.004493016966224354,-0.001402797768949698,-0.3023753589490628,0.005895814735174052,0.0033478034681844893,0.0024456087032097232,9772825.21387601,0.0009021947649747661
78.0,B_setup,-1.316216204196129e-05,-0.00027280025087989197,-7.88340857978455e-06,0.0002596380888379307,0.00015154079298205093,-0.00011432999994739174,4.7622108971198434e-07,0.0002658707929294427,0.0029081291329730694,-0.0009050130105588969,-0.01561916965368009,0.003813142143531966,0.004561295094357806,-0.0013157507227806802,-0.2830327022749928,0.005877045817138486,0.0033761344217228886,0.002467643508149403,8081945.238192793,0.0009084909135734856
79.625,B_setup,-1.2413272663348893e-05,-0.00025450194165980316,-7.354622233598528e-06,0.00024208866899645427,0.00015340337358854536,-0.00010757632703672268,4.178435833935421e-07,0.00026097970062526803,0.0029159868325213697,-0.0008469852776373122,-0.014573323870756395,0.003762972110158682,0.004608210661309071,-0.001231170856029219,-0.2642282562922053,0.00583938151733829,0.003392007627243068,0.002474512978777566,6511044.6100355135,0.0009174946484655023
81.25,B_setup,-1.1730033314506753e-05,-0.00023678768809431178,-6.842713985375575e-06,0.00022505765477980503,0.00015454141712185153,-0.0001009829838125669,3.629251414388249e-07,0.0002555244009344184,0.0029138844320159446,-0.0007906252218563326,-0.013560751948140002,0.003704509653872277,0.004634661386485922,-0.0011492488590768748,-0.2460130584024558,0.005783910245562797,0.003395806212781493,0.0024676878816516415,5060541.463317798,0.0009281183311298513
82.875,B_setup,-1.1106051894395755e-05,-0.0002196981246435702,-6.3488580937561385e-06,0.00020859207274917445,0.00015498746616750793,-9.456640169242378e-05,3.11553961601244e-07,0.0002495538678599317,0.0029021631604086067,-0.0007360716873257342,-0.012583778746353509,0.003638234847734341,0.004641526584296595,-0.0010701385679316496,-0.22842916949117745,0.005711665152228244,0.00338792881193257,0.002448567961285749,3729933.5418526693,0.000939360850646821
84.5,B_setup,-1.0535632342493839e-05,-0.00020326596795047517,-5.874000007516147e-06,0.00019273033560798133,0.00015477343470945247,-8.834042411115329e-05,2.6378332383972753e-07,0.00024311385882060577,0.0028811753201986386,-0.0006834388794236654,-0.011644277282295069,0.0035646141996223037,0.004629675349847905,-0.0009939614332946402,-0.21151057775761317,0.005623636783142545,0.0033687914753559745,0.002418473700716967,2517903.0081113395,0.0009503177746390075
86.125,B_setup,-1.0013695373207855e-05,-0.00018751681443355956,-5.41887941448426e-06,0.00017750311906035172,0.00015393087698840503,-8.231659170364652e-05,2.1963440077394484e-07,0.00023624746869205156,0.0028512862811847484,-0.0006328188276821981,-0.010743714301657877,0.0034841051088669466,0.004599973440316239,-0.0009208104864953902,-0.19528401644093896,0.005520783926811629,0.003338829171416556,0.0023786412281297403,1422410.0768530206,0.0009601879432868158
87.75,B_setup,-9.535708230504959e-06,-0.00017246986002626688,-4.984051040641423e-06,0.00016293415179576194,0.00015249121126918974,-7.650439549346207e-05,1.790989138718221e-07,0.0002289956067626518,0.00281287600856266,-0.0005842836072063905,-0.009883191393885398,0.0033971596157690506,0.004553288956143059,-0.0008507538379474419,-0.17976970094374814,0.0054040427940905,0.0032984968876730966,0.002330219886774388,440776.8368320501,0.0009682770008987087
89.375,B_setup,-9.097622526076682e-06,-0.00015813854804264273,-4.569903372203121e-06,0.00014904092551656605,0.00015048590243500057,-7.091150031152187e-05,1.4214165393786136e-07,0.00022139740274652243,0.0027663401609366424,-0.0005378873359603201,-0.009063481991591127,0.0033042274968969627,0.004490496923177491,-0.0007838377460212788,-0.16498199149576254,0.00527433466919877,0.0032482703489190106,0.0022742720392425865,-430237.4636133259,0.000973998309676424
91.0,B_setup,-8.695819287192132e-06,-0.00014453115138982436,-4.176675480456598e-06,0.00013583533210263224,0.0001479466071267141,-6.554394082292207e-05,1.087028833897597e-07,0.00021349054794963618,0.00271209079250131,-0.0004936679663326022,-0.008285064610280982,0.0032057587588339123,0.004412482872215702,-0.0007200892947746088,-0.15092998776174005,0.005132572166990311,0.0031886463701478224,0.002211774724885089,-1194368.4950647156,0.0009768716452627333
92.625,B_setup,-8.327060410283142e-06,-0.00013165129533268224,-3.804472128664759e-06,0.0001233242349223991,0.000144905284915028,-6.04062925884467e-05,7.870063619097525e-08,0.00020531157750347472,0.002650556692045148,-0.00045164888961819885,-0.0075481526834057745,0.0031022055816633466,0.004320145506830328,-0.0006595187183570792,-0.13761806179237426,0.004979664225187407,0.0031201428645253244,0.0021436228309898724,-1855785.2291585875,0.000976520033535452
94.25,B_setup,-7.988445788660969e-06,-0.00011949842682621149,-3.4532773348777097e-06,0.00011150998103755052,0.00014139427875128844,-5.5501820562553116e-05,5.20329293787054e-08,0.00019689609931384155,0.0025821833897002144,-0.00041184037169066204,-0.00685272133703594,0.0029940237613908763,0.004214398544466051,-0.0006021214085285111,-0.12504633553188751,0.004816519952994562,0.0030432985274694356,0.0020794953543107537,-2419033.676698708,0.0009638031731586819
95.875,B_setup,-7.677375454093936e-06,-0.00010806823613094123,-3.1229665558183447e-06,0.00010039086067684729,0.00013744636770309762,-5.083260735858039e-05,2.8579898059473316e-08,0.00018827897506167802,0.0025074328606265986,-0.000374240837394442,-0.006198531431363875,0.0028816736980210407,0.004096171809849245,-0.0005478796398911598,-0.11321110879548162,0.004644051449740404,0.002958672218469158,0.0020203744377898913,-2888985.143753142,0.0009382977806792667
97.5,B_setup,-7.3915161398637175e-06,-9.735303606207312e-05,-2.8133176464621463e-06,8.99615199222094e-05,0.00013309479475102947,-4.6399663507306424e-05,8.205863659370859e-09,0.0001794944582583359,0.0024267829531490507,-0.0003388380202026233,-0.005585151175438446,0.002765620973351674,0.003966411654046,-0.0004967640453544331,-0.10210524326135924,0.004463175699400433,0.002866842062466056,0.001955127739477057,-3270788.2714093435,0.0009117143229889989
99.125,B_setup,-7.128771736740089e-06,-8.734210382656143e-05,-2.524020738477467e-06,8.021333208982134e-05,0.000128373272208176,-4.220302181626466e-05,-9.238656801209268e-09,0.00017057629402444065,0.0023407265672975614,-0.0003056099925763269,-0.005011975598929707,0.002646336559873888,0.003826080767136974,-0.0004487348721751067,-0.09171850762011317,0.004274815639312081,0.0027684042925842536,0.0018844785906017322,-3569824.220832843,0.0008839257019825214
100.75,B_setup,-6.887257171862739e-06,-7.80219899982202e-05,-2.2546871690182185e-06,7.113473282635747e-05,0.00012331596712685804,-3.824181780839846e-05,-2.391499453019738e-08,0.0001615577849352565,0.0022497706082669914,-0.00027452609130482707,-0.004478244141668849,0.0025242966995718185,0.0036761574475327433,-0.0004037430467582023,-0.08203788861345714,0.004079900494290946,0.0026639718558066202,0.001809118395318412,-3791664.4526708643,0.0008548534604882081
102.375,B_setup,-6.6652752936621566e-06,-6.93767987858423e-05,-2.004857579940544e-06,6.271152349218015e-05,0.00011795746887790784,-3.451435808880045e-05,-3.599442173381084e-08,0.00015247182696670827,0.00215443473800981,-0.00024554775095175796,-0.003983056599149904,0.002399982488961568,0.0035176343864569124,-0.00036173107432677234,-0.0730478722915177,0.0038793654607836847,0.0025541728029114894,0.0017297107403346727,-3942030.628307001,0.0008244620625768168
104.0,B_setup,-6.461296394133883e-06,-6.138844337403072e-05,-1.7740092966686803e-06,5.492714697989683e-05,0.00011233274092734105,-3.1018178361858344e-05,-4.565629072646433e-08,0.00014335091928919938,0.00205524994700982,-0.00021862925742565,-0.0035253876407478715,0.0022738792044354698,0.003351517022076561,-0.000322633797624544,-0.0647306994347084,0.003674150819701105,0.0024396484836442653,0.001646895384720598,-4026756.2300961846,0.0007927530989236672
105.625,B_setup,-6.273940042411722e-06,-5.4036879768081616e-05,-1.5615630858637032e-06,4.7762939725669894e-05,0.00010647705869164003,-2.7750092700638954e-05,-5.308621811966629e-08,0.00013422715139227898,0.0019527569672440977,-0.00019371843265219164,-0.003104100097501665,0.0021464753998962894,0.003178821514139759,-0.0002863790370216497,-0.057066598729776596,0.003465200551161409,0.0023210515677269204,0.0015612920036227852,-4051749.558812826,0.0007597595641041352
107.25,B_setup,-6.101958941769075e-06,-4.73003222559499e-05,-1.366889381869558e-06,4.119836331418083e-05,0.0001004259352257228,-2.4706235557787896e-05,-5.847431397712653e-08,0.0001251321707835107,0.0018475045464160427,-0.00017075726036890667,-0.00271795719816233,0.002018261806784949,0.0030005723867592153,-0.0002528881327695108,-0.05003400096421984,0.003253460519528726,0.0021990439119229377,0.0014735035730846888,-4022957.8196508926,0.0007255403388382489
108.875,B_setup,-5.944224555733091e-06,-4.115544331648961e-05,-1.189314063676859e-06,3.5211218760756524e-05,9.421503638439153e-05,-2.1882097903572542e-05,-6.20134567782244e-08,0.00011609713428796407,0.0017400476027183138,-0.0001496824621981226,-0.0023656339159225273,0.0018897300649164364,0.0028177998841198934,-0.0002220764086935525,-0.04360973721086383,0.0030398762928134457,0.0020742942929846847,0.0013841192956216494,-3946332.0538994307,0.0006901749973630353
110.5,B_setup,-5.7997142787564005e-06,-3.5577560550059496e-05,-1.0281238568642035e-06,2.9777846271303095e-05,8.788008699847801e-05,-1.9272558782500574e-05,-6.389761580354757e-08,0.00010715264578097858,0.0016309452786491521,-0.00013042603238223196,-0.002045727573839301,0.001761371311031384,0.0026315370813492496,-0.00019385357531770145,-0.037769223715350464,0.002825390656666951,0.0019474760259207795,0.001293716977831782,-3827792.712625877,0.0006537590480889975
112.125,B_setup,-5.667499952522778e-06,-3.0540812988566003e-05,-8.825714286225171e-07,2.4873313036043224e-05,8.145676951796529e-05,-1.687191349561026e-05,-6.43202231588964e-08,9.832868301357555e-05,0.0015207589117426144,-0.00011291573888851493,-0.0017567681629088484,0.0016336746506311294,0.0024428167905291907,-0.00016812408927329963,-0.032486636344332596,0.0026109408798024904,0.0018192644866342087,0.0012028647823259483,-3673195.702219345,0.0006163997043082605
113.75,B_setup,-5.546737551812356e-06,-2.6018328951883552e-05,-7.518802384871466e-07,2.0471591400071196e-05,7.498061649548647e-05,-1.467389953994734e-05,-6.347259810608317e-08,8.965451603543382e-05,0.001410049939470343,-9.707559800299378e-05,-0.0014972274273840883,0.0015071255374733367,0.00225266829981101,-0.0001447874848414737,-0.027735075636362034,0.0023974557846524838,0.0016903345575988607,0.001112122286818621,-3488298.760412159,0.0005782122707802396
115.375,B_setup,-5.436657883648292e-06,-2.198238745582352e-05,-6.352492027203844e-07,1.6545729572175227e-05,6.848689821309992e-05,-1.2671721370489977e-05,-6.154242669183412e-08,8.11586195835899e-05,0.0012993777550166696,-8.282632902927237e-05,-0.0012655271682957584,0.001382204084045942,0.0020621139817806875,-0.00012373869259408988,-0.023486724969632253,0.0021858526743747772,0.0015613580148616673,0.0010220407935070757,-3278728.0464993226,0.0005393172213545917
117.0,B_setup,-5.33655816059261e-06,-1.8404575038962003e-05,-5.318572263091374e-07,1.3068016878369393e-05,6.20105066911793e-05,-1.085807499117577e-05,-5.8712299885222066e-08,7.286858168235507e-05,0.0011892975301067076,-7.008579528138585e-05,-0.0010600498914611243,0.0012593833253880934,0.0018721658055763847,-0.00010486835931429205,-0.019713007348260442,0.001977034164890677,0.0014330008742788312,0.0009331628420702009,-3049944.852106631,0.0004998380322086304
118.625,B_setup,-5.245794323686094e-06,-1.5255939758585981e-05,-4.408676531549097e-07,1.0010145434899887e-05,5.558583726056005e-05,-9.225173330434248e-06,-5.5158313577920535e-08,6.48110105909943e-05,0.0010803580205699082,-5.876943719869677e-05,-0.0008791467513385965,0.001139127457768605,0.0016838217857512335,-8.806318266639403e-05,-0.016384736657269194,0.0017718849684176274,0.001305920714516923,0.0008460208899555647,-2807212.3603710523,0.00045989982456135826
120.25,B_setup,-5.163774004335604e-06,-1.250714400443891e-05,-3.6143268210047596e-07,7.343370000103305e-06,4.924666882482338e-05,-7.76477331162823e-06,-5.104873390276e-08,5.701144213645161e-05,0.0009730993698363217,-4.879070310478085e-05,-0.0007211462235539891,0.0010218900729411025,0.0014980623994712006,-7.320627341958128e-05,-0.013472269032545683,0.001571268672890782,0.0011807639939719176,0.0007611351343436224,-2555562.403348351,0.0004196288596282952
121.875,B_setup,-5.089950024860868e-06,-1.0128617687689136e-05,-2.926977937994231e-07,5.038667662828268e-06,4.302604388976301e-05,-6.4682054881841015e-06,-4.654273142084058e-08,4.949424937794711e-05,0.0008680509250826195,-4.00614828665712e-05,-0.0005843628041520017,0.0009081124079491907,0.00131584700231209,-6.0177557375511485e-05,-0.010945655079215362,0.0013760245596876014,0.0010581633783824163,0.0006790104615910407,-2299762.191602377,0.00037915291679137557
123.5,B_setup,-5.023814348369698e-06,-8.0907132748229e-06,-2.3380623090185767e-07,3.0668989264532024e-06,3.695614938816458e-05,-5.326407075583084e-06,-4.1789187856521114e-08,4.2282556463747666e-05,0.0007657290802586437,-3.249254946757774e-05,-0.00046710582020419096,0.0007982216297262215,0.0011381102716446032,-4.885422846745139e-05,-0.008774794504435308,0.0011869645001120546,0.0009387350955378883,0.000600132522428828,-2044281.0183158102,0.00033860257310906023
125.125,B_setup,-4.964892396881608e-06,-6.363864044562155e-06,-1.83903571377453e-07,1.3989716476805476e-06,3.106819928153523e-05,-4.3299591757045974e-06,-3.69255792678977e-08,3.539815845723983e-05,0.000666635159726181,-2.599401326926805e-05,-0.00036768843114836833,0.0006926291729954491,0.0009657587053455612,-3.9111263740862814e-05,-0.006929594635878912,0.001004869969086424,0.0008230763331106447,0.0005255837760233372,-1793256.97481528,0.0002974925570873075
126.75,B_setup,-4.912737665141468e-06,-4.918746840601189e-06,-1.421424317606387e-07,6.009175459720737e-09,2.53923198730586e-05,-3.469128950192938e-06,-3.207693987714494e-08,2.8861448823251538e-05,0.0005712533557201154,-2.047579347304342e-05,-0.00028443689422280295,0.0005917291491931588,0.0007996672023215242,-3.082201003774536e-05,-0.005380134189406478,0.0008304892123592696,0.0007117626952747291,0.0004552133314708537,-1550463.7587908069,0.0002565493638038754
