t,phase,core_line_target_Tkk,core_line_nmc_feature_Tkk,core_line_rank1_scalar_Tkk,core_line_feature_residual_Tkk,access_mean_target_Tkk,access_mean_nmc_feature_Tkk,access_mean_rank1_scalar_Tkk,access_mean_feature_residual_Tkk,support_mean_target_Tkk,support_mean_nmc_feature_Tkk,support_mean_rank1_scalar_Tkk,support_mean_feature_residual_Tkk,support_ring_mean_target_Tkk,support_ring_mean_nmc_feature_Tkk,support_ring_mean_rank1_scalar_Tkk,support_ring_mean_feature_residual_Tkk,shoulder_mean_target_Tkk,shoulder_mean_nmc_feature_Tkk,shoulder_mean_rank1_scalar_Tkk,shoulder_mean_feature_residual_Tkk
16.25,B_setup,-0.000258427104705087,-6.697723709468229e-05,-1.9355148093132923e-06,-0.0001914498676104047,-0.0009962741415838268,-3.015381156559155e-05,5.674449730854577e-08,-0.0009661203300182353,-0.00848686472956123,-0.00022368947436666396,-0.003839287672750279,-0.008263175255194566,-0.025992541786230176,-0.0003635822077689488,-0.06988177388552969,-0.025628959578461227,-0.007786485020798638,0.00016582984556754032,1556227.7423297113,-0.007952314866366179
17.875,B_setup,-0.00024765684970034824,-9.24500717269656e-05,-2.6716312991034855e-06,-0.00015520677797338262,-0.0009493984258838007,-4.108359399521294e-05,9.387748796458851e-08,-0.0009083148318885878,-0.008046572922004785,-0.000306907207049309,-0.005298402094929068,-0.0077396657149554765,-0.024767598508807293,-0.0005011358850584222,-0.09635274393321906,-0.02426646262374887,-0.007486550590476309,7.366522440848365e-05,2869086.2176246643,-0.007560215814884793
19.5,B_setup,-0.0002358862091013908,-0.00012249568983243393,-3.539892537110629e-06,-0.00011339051926895688,-0.0008982237930405011,-5.384215837720436e-05,1.4152716856763502e-07,-0.0008443816346632967,-0.007566029569866619,-0.000404564608228693,-0.007019196785185246,-0.007161464961637927,-0.023428440065341265,-0.0006634707267352694,-0.12754924899677303,-0.022764969338605997,-0.0071421377641734,-7.215310715216492e-05,4612621.612369098,-0.007069984657021235
21.125,B_setup,-0.0002233341420137872,-0.0001566517579663839,-4.526937965807952e-06,-6.668238404740332e-05,-0.0008436327474515987,-6.82129497227392e-05,1.9954483430401244e-07,-0.0007754197977288596,-0.007053014792046337,-0.0005150629285758645,-0.00897515641579894,-0.006537951863470472,-0.02199786376054534,-0.0008482297733382254,-0.16298720483970616,-0.021149633987207116,-0.006757480920567721,-0.0002649557373464806,6798539.574935272,-0.00649252518322124
22.75,B_setup,-0.0002102391531166502,-0.00019419955114280518,-5.611997799603543e-06,-1.6039601973845012e-05,-0.0007865871138437322,-8.387845145277455e-05,2.671465875392464e-07,-0.0007027086623909576,-0.006516025363604156,-0.000635996790969389,-0.011125096825804407,-0.0058800285726347675,-0.020500819234183315,-0.0010516827379210524,-0.2019178789244801,-0.019449136496262263,-0.006338087381316769,-0.00047904892151909935,9413599.177503463,-0.00585903845979767
24.375,B_setup,-0.0001968439596957582,-0.00023421955156198196,-6.768499722346152e-06,3.7375591866223756e-05,-0.0007280675588335144,-0.00010044436413877442,3.429850533696317e-07,-0.0006276231946947399,-0.0059637497693914975,-0.0007643400735616156,-0.013416350033956498,-0.005199409695829882,-0.0189628355779336,-0.0012690068830862637,-0.24338573561772114,-0.017693828694847338,-0.005890339755535846,-0.0007307343836760722,12420691.999868901,-0.005159605371859774
26.0,B_setup,-0.00018338166549179612,-0.0002756629149884208,-7.966134129783926e-06,9.228124949662466e-05,-0.0006690189709816136,-0.00011746960574957807,4.2527273852972845e-07,-0.0005515493652320356,-0.005404592610590322,-0.0008966798765351725,-0.015788856298524893,-0.004507912734055149,-0.01740859414145741,-0.0014946547918164644,-0.28630257516608254,-0.015913939349640947,-0.00542107929402912,-0.001013755093246828,15762159.862796837,-0.0044073242007822925
27.625,B_setup,-0.00017006457977997535,-0.0003174287428923344,-9.173087147522695e-06,0.00014736416311235908,-0.000610306197085923,-0.00013449803172312013,5.119361380924703e-07,-0.00047580816536280286,-0.004846287650136961,-0.0010294660572003204,-0.018179587333665623,-0.0038168215929366405,-0.01586076546933333,-0.0017227573592503017,-0.32952755256851546,-0.01413800811008303,-0.004937212340057927,-0.0013206839025591281,19364722.90049213,-0.003616528437498799
29.25,B_setup,-0.00015707630993177808,-0.00035843768015490454,-1.0358167464790803e-05,0.00020136137022312646,-0.0005526826285249189,-0.00015108809987573625,6.007783142181318e-07,-0.0004015945286491827,-0.004295621511031542,-0.0011592461528426323,-0.020526758240067004,-0.00313637535818891,-0.014339177156068333,-0.0019475124853240075,-0.3719432823493836,-0.012391664670744327,-0.0044453729276601765,-0.0015397429245612123,23145250.874117758,-0.002905630003098964
30.875,B_setup,-0.00014456724631229737,-0.00039769443126507517,-1.1492612933657665e-05,0.00025312718495277783,-0.0004967721265179736,-0.00016683760698213887,6.896303374852117e-07,-0.00032993451953583475,-0.0037582726793531176,-0.0012828625078313896,-0.02277340445902574,-0.002475410171521728,-0.01286032732973248,-0.0021635200059079893,-0.41252039216970776,-0.01069680732382449,-0.003951662096515708,-0.0017222314180341757,27016624.353648312,-0.002229430678481532
32.5,B_setup,-0.00013265314201680244,-0.00043433463964610115,-1.2551445292441618e-05,0.0003016814976292987,-0.00044306313331526036,-0.00018140180673467332,7.764773143217254e-07,-0.00026166132658058706,-0.0032387561823974194,-0.0013975977517448415,-0.024870063309970214,-0.001841158430652578,-0.01143721552030417,-0.0023660377848267844,-0.4503658437421409,-0.009071177735477385,-0.003461471567858374,-0.001885585801758426,30893064.21418151,-0.0015758857660999478
