r_sh_amp,r_sh_center,r_sh_width,n_sh_amp,n_sh_center,n_sh_width,n_core_amp,src_amp,src_region,T_C,T_R,B0,wB,coreline_open_neg,coreline_open_pos,coreline_open_geom_neg,coreline_open_geom_pos,coreline_comp_neg,coreline_comp_pos,coreline_comp_geom_neg,coreline_comp_geom_pos,coreline_all_neg,coreline_all_pos,coreline_all_geom_neg,coreline_all_geom_pos,access_open_mean_neg,access_open_mean_pos,access_open_mean_geom_neg,access_open_mean_geom_pos,access_comp_mean_neg,access_comp_mean_pos,access_comp_mean_geom_neg,access_comp_mean_geom_pos,access_all_mean_neg,access_all_mean_pos,access_all_mean_geom_neg,access_all_mean_geom_pos,support_open_mean_neg,support_open_mean_pos,support_open_mean_geom_neg,support_open_mean_geom_pos,support_comp_mean_neg,support_comp_mean_pos,support_comp_mean_geom_neg,support_comp_mean_geom_pos,support_all_mean_neg,support_all_mean_pos,support_all_mean_geom_neg,support_all_mean_geom_pos,shoulder_open_mean_neg,shoulder_open_mean_pos,shoulder_open_mean_geom_neg,shoulder_open_mean_geom_pos,shoulder_comp_mean_neg,shoulder_comp_mean_pos,shoulder_comp_mean_geom_neg,shoulder_comp_mean_geom_pos,shoulder_all_mean_neg,shoulder_all_mean_pos,shoulder_all_mean_geom_neg,shoulder_all_mean_geom_pos,access_open_max_abs_flux,access_open_max_abs_Kll,access_open_max_abs_Kth,access_open_max_abs_theta,access_open_min_N,access_open_min_R,access_open_max_abs_Tkk_geom,access_comp_max_abs_flux,access_comp_max_abs_Kll,access_comp_max_abs_Kth,access_comp_max_abs_theta,access_comp_min_N,access_comp_min_R,access_comp_max_abs_Tkk_geom,support_open_max_abs_flux,support_open_max_abs_Kll,support_open_max_abs_Kth,support_open_max_abs_theta,support_open_min_N,support_open_min_R,support_open_max_abs_Tkk_geom,support_comp_max_abs_flux,support_comp_max_abs_Kll,support_comp_max_abs_Kth,support_comp_max_abs_theta,support_comp_min_N,support_comp_min_R,support_comp_max_abs_Tkk_geom,shoulder_open_max_abs_flux,shoulder_open_max_abs_Kll,shoulder_open_max_abs_Kth,shoulder_open_max_abs_theta,shoulder_open_min_N,shoulder_open_min_R,shoulder_open_max_abs_Tkk_geom,shoulder_comp_max_abs_flux,shoulder_comp_max_abs_Kll,shoulder_comp_max_abs_Kth,shoulder_comp_max_abs_theta,shoulder_comp_min_N,shoulder_comp_min_R,shoulder_comp_max_abs_Tkk_geom,support_repay_ratio,coreline_repay_ratio,shoulder_repay_ratio,access_comp_leak_metric,shoulder_comp_spike_metric,score,case,valid_access,valid_shoulder,valid,category,branch
0.0,,,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272162504e-05,0.0,7.048628272162504e-05,0.0,0.09824568067633105,0.0,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0031629023599619613,0.0,0.0031629023599619613,0.0,0.5632082018142264,0.0,0.5632082018142264,0.0,0.00765725425001876,0.00020223027628442272,0.00765725425001876,0.00020223027628442272,0.0032398087805579822,0.0,0.0032398087805579822,0.0,0.595733268944625,0.00020223027628442272,0.595733268944625,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,5.44637562322414e-06,4.6383936644717e-07,0.0005792603843376241,0.2167058753818412,1.0,1.1683621305347913,0.002299240284253813,0.0,0.0,0.0,3.785247192069537e-05,0.0005792603843376241,-0.004788925517722888,baseline,True,True,True,baseline,baseline
-0.4,1.8,0.6,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272133242e-05,0.0,7.048628272133242e-05,0.0,0.09824568067633076,0.0,0.09824568067633076,0.0,0.07833259474480798,0.0,0.07833259474480798,0.0,0.0030944003957255424,0.0,0.0030944003957255424,0.0,0.5631397128498102,0.0,0.5631397128498102,0.0,0.007641105094800316,0.00020223027628442272,0.007641105094800316,0.00020223027628442272,0.012900680488303683,6.889693995480354e-05,0.012900680488303683,6.889693995480354e-05,0.6052010176722668,0.0002862545783082069,0.6052010176722668,0.0002862545783082069,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.318147015256648e-06,4.638711471605106e-07,0.0003627225916277419,0.01960558450135869,1.0,1.0,0.0007924393645021747,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.001365455383923945,4.6383936644717e-07,0.04601810046715236,0.3313437356919596,1.0,0.9798681308766105,0.007731871009524461,0.0,0.0,0.009016619859432438,3.785247192069537e-05,0.04601810046715236,-0.22296650607236412,shoulder_R_amp-0.4_c1.8_w0.6,True,True,True,shoulder,shoulder_R
-0.4,1.8,0.9,0.0,,,,0.0,none,20,10,8,8,0.08659127945382314,0.0,0.08659127945382314,0.0,2.2226519610856284e-07,3.9399639822232275e-06,2.2226519610856284e-07,3.9399639822232275e-06,0.08683683068658815,3.9399639822232275e-06,0.08683683068658815,3.9399639822232275e-06,0.08804578731275037,0.0,0.08804578731275037,0.0,2.1211921685129633e-05,6.150600841979912e-05,2.1211921685129633e-05,6.150600841979912e-05,0.09819643743063017,6.150600841979912e-05,0.09819643743063017,6.150600841979912e-05,0.0783304967710485,0.0,0.0783304967710485,0.0,0.001719608514882634,0.0029594174050727963,0.001719608514882634,0.0029594174050727963,0.5617522159597177,0.0029594174050727963,0.5617522159597177,0.0029594174050727963,0.007636706680601379,0.00020223027628442272,0.007636706680601379,0.00020223027628442272,0.009973737701101427,0.0003878932869705532,0.009973737701101427,0.0003878932869705532,0.6022394948576884,0.000642887719423026,0.6022394948576884,0.000642887719423026,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.5403071609428446e-06,4.638711471605106e-07,3.815984880839178e-05,0.00016111249709831798,1.0,0.9999804567164542,3.3971540951833706e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,0.0005962328837911347,4.638711471605106e-07,0.007804270170586377,0.08286971759725462,1.0,0.9590777191652972,0.0015045089410077905,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0005997556327973015,4.6383936644717e-07,0.053160367153850946,0.34533597361653723,1.0,0.8304140664694206,0.006654741977653538,0.037781164770154196,4.550070176845933e-05,0.05079326771906525,3.815984880839178e-05,0.053160367153850946,-0.1413542309503007,shoulder_R_amp-0.4_c1.8_w0.9,True,True,True,shoulder,shoulder_R
-0.4,1.8,1.2,0.0,,,,0.0,none,20,10,8,8,0.08659071074323414,0.0,0.08659071074323414,0.0,0.0,0.010383111612012955,0.0,0.010383111612012955,0.08683532527339595,0.01039038630062213,0.08683532527339595,0.01039038630062213,0.08804344393271094,0.0,0.08804344393271094,0.0,0.00019095808201885256,0.006349797720378633,0.00019095808201885256,0.006349797720378633,0.09835490480984209,0.006355124360290079,0.09835490480984209,0.006355124360290079,0.078315350186934,0.0,0.078315350186934,0.0,0.007829772249069791,0.0005184197532064012,0.007829772249069791,0.0005184197532064012,0.5676884626904999,0.0005193968473239355,0.5676884626904999,0.0005193968473239355,0.007633864264666591,0.00020223027628442272,0.007633864264666591,0.00020223027628442272,0.008495826026300257,0.0006643526662172532,0.008495826026300257,0.0006643526662172532,0.6007450882671717,0.000946433611506836,0.6007450882671717,0.000946433611506836,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,0.00022964103724928476,4.638711471605106e-07,0.0029667342042485043,0.03880387552777554,1.0,0.9808115685287746,0.0009661049085307581,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,0.0008362169000960018,4.638711471605106e-07,0.03486844413128899,0.15687262459757978,1.0,0.8019480340274915,0.0028130711727967096,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0002617906404964277,4.6383936644717e-07,0.05929342680384578,0.3522922458691847,1.0,0.7893454458360372,0.005603010387819126,0.006619644194431167,0.11991022504344485,0.0870270472590387,0.0029667342042485043,0.05929342680384578,-0.34453750858375304,shoulder_R_amp-0.4_c1.8_w1.2,False,True,False,shoulder,shoulder_R
-0.4,2.5,0.6,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272162504e-05,0.0,7.048628272162504e-05,0.0,0.09824568067633105,0.0,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0031629023599619613,0.0,0.0031629023599619613,0.0,0.5632082018142264,0.0,0.5632082018142264,0.0,0.007645975467651972,0.00020223027628442272,0.007645975467651972,0.00020223027628442272,0.007346961475206424,0.0,0.007346961475206424,0.0,0.599698280695357,0.00020223027628442272,0.599698280695357,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0007641609403992054,4.6383936644717e-07,0.02634137641843392,0.21673154213909943,1.0,1.1683621300120879,0.002372671454624703,0.0,0.0,0.0,3.785247192069537e-05,0.02634137641843392,-0.13359950568820436,shoulder_R_amp-0.4_c2.5_w0.6,True,True,True,shoulder,shoulder_R
-0.4,2.5,0.9,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272065498e-05,0.0,7.048628272065498e-05,0.0,0.09824568067633008,0.0,0.09824568067633008,0.0,0.0783325949875831,0.0,0.0783325949875831,0.0,0.0031624408676079203,0.0,0.0031624408676079203,0.0,0.5632077404050169,0.0,0.5632077404050169,0.0,0.007639612305058665,0.00020223027628442272,0.007639612305058665,0.00020223027628442272,0.008105712331764745,0.00012565370255034685,0.008105712331764745,0.00012565370255034685,0.6003909094301452,0.0003505825913347983,0.6003909094301452,0.0003505825913347983,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.211960965543681e-06,4.638711471605106e-07,0.0003626000951355719,0.01960533950837435,1.0,1.0,0.0007922575067983423,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0006549632550255063,4.6383936644717e-07,0.028469613065106696,0.2306292113977369,1.0,1.1613321271093948,0.002300536038597494,0.0,0.0,0.016447654346372527,3.785247192069537e-05,0.028469613065106696,-0.12779303457519572,shoulder_R_amp-0.4_c2.5_w0.9,True,True,True,shoulder,shoulder_R
-0.4,2.5,1.2,0.0,,,,0.0,none,20,10,8,8,0.08659127946334241,0.0,0.08659127946334241,0.0,1.4300087034534337e-06,0.0,1.4300087034534337e-06,0.0,0.08683803879274063,0.0,0.08683803879274063,0.0,0.08804578930175033,0.0,0.08804578930175033,0.0,6.735529407664263e-05,0.0,6.735529407664263e-05,0.0,0.09824255050086085,0.0,0.09824255050086085,0.0,0.07833248154582537,0.0,0.07833248154582537,0.0,0.00252915476996895,0.0,0.00252915476996895,0.0,0.5625740832433772,0.0,0.5625740832433772,0.0,0.007633299945756292,0.00020223027628442272,0.007633299945756292,0.00020223027628442272,0.009856964244169365,0.0004677396742651463,0.009856964244169365,0.0004677396742651463,0.6021037960545095,0.0007464807009135474,0.6021037960545095,0.0007464807009135474,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4382169493030073e-06,4.638711471605106e-07,3.7861491576027357e-05,0.0001485859587889414,1.0,0.999999989576862,3.384168258023371e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,5.485316348405519e-05,4.638711471605106e-07,0.0004798896568077285,0.019676012382317986,1.0,0.999999989576862,0.000791532025111394,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0006392719221658067,4.6383936644717e-07,0.03259411117261342,0.271312291393413,1.0,1.0570618086966517,0.0034445581650874154,0.0,0.0,0.06127620786916783,3.7861491576027357e-05,0.03259411117261342,-0.10358742257270062,shoulder_R_amp-0.4_c2.5_w1.2,True,True,True,shoulder,shoulder_R
-0.4,3.3,0.6,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272162504e-05,0.0,7.048628272162504e-05,0.0,0.09824568067633105,0.0,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0031629023599619613,0.0,0.0031629023599619613,0.0,0.5632082018142264,0.0,0.5632082018142264,0.0,0.0076486189263929106,0.00020223027628442272,0.0076486189263929106,0.00020223027628442272,0.00654071847887276,0.0,0.00654071847887276,0.0,0.5989258755824048,0.00020223027628442272,0.5989258755824048,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0005346687500571739,4.6383936644717e-07,0.019679243407737378,0.2167058753818412,1.0,1.1683621305347913,0.002299240284253813,0.0,0.0,0.0,3.785247192069537e-05,0.019679243407737378,-0.10028884063472167,shoulder_R_amp-0.4_c3.3_w0.6,True,True,True,shoulder,shoulder_R
-0.4,3.3,0.9,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272162504e-05,0.0,7.048628272162504e-05,0.0,0.09824568067633105,0.0,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0031629023599619613,0.0,0.0031629023599619613,0.0,0.5632082018142264,0.0,0.5632082018142264,0.0,0.0076441600443998056,0.00020223027628442272,0.0076441600443998056,0.00020223027628442272,0.006795329883011911,3.313561030603661e-05,0.006795329883011911,3.313561030603661e-05,0.5991217900519246,0.00024021873684662394,0.5991217900519246,0.00024021873684662394,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0003996691086979254,4.6383936644717e-07,0.02040142387846647,0.2167058860706217,1.0,1.1683621305345886,0.0022992402842646033,0.0,0.0,0.0043347614530882764,3.785247192069537e-05,0.02040142387846647,-0.09956498153527885,shoulder_R_amp-0.4_c3.3_w0.9,True,True,True,shoulder,shoulder_R
-0.4,3.3,1.2,0.0,,,,0.0,none,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,1.6069304050903169e-06,0.0,1.6069304050903169e-06,0.0,0.08683821573067738,0.0,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,7.048628272162504e-05,0.0,7.048628272162504e-05,0.0,0.09824568067633105,0.0,0.09824568067633105,0.0,0.07833259498964387,0.0,0.07833259498964387,0.0,0.003162901289652634,0.0,0.003162901289652634,0.0,0.5632082007440973,0.0,0.5632082007440973,0.0,0.007639811070869102,0.00020223027628442272,0.007639811070869102,0.00020223027628442272,0.007018799586266517,0.00020496373461449004,0.007018799586266517,0.00020496373461449004,0.5993029814817394,0.0004332160258318596,0.5993029814817394,0.0004332160258318596,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.211248517171792e-06,4.638711471605106e-07,0.00036259908412907026,0.019605337486361125,1.0,1.0,0.0007922563337476356,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.0003414914522509825,4.6383936644717e-07,0.021317822345511248,0.21679551478011216,1.0,1.16831066207154,0.0022993214969927833,0.0,0.0,0.026828377388702238,3.785247192069537e-05,0.021317822345511248,-0.08165335793488877,shoulder_R_amp-0.4_c3.3_w1.2,True,True,True,shoulder,shoulder_R
