case_label,mode,mode_id,V,lapse_lambda,C0,Delta,w_release,L_beta,L_q,release_gap,baseline_actual_max_tidal_proxy,baseline_actual_integrated_proxy,wth_multiplier,wth,wpass,raw_wall_proxy_max,raw_wall_proxy_integral_max_offset,raw_wall_proxy_integral_mean_offset,max_gtt_exact_worldline,gtt_positive_points_exact_worldline,min_lapse_shift_margin_exact_worldline,support_wall_density_share_in_service_region,max_W_tail_outside_service_region,peak_offset,peak_L,peak_l,peak_q,peak_E,peak_W,peak_S,peak_gtt,peak_wall_proxy_raw,peak_Wp,peak_Wpp,baseline_raw_wall_proxy_max,baseline_raw_wall_integral,calibrated_tidal_proxy_estimate,calibrated_integrated_proxy_estimate,tidal_proxy_reduction_pct_est,integrated_reduction_pct_est
rep_V2.0_C100_D0.3,shift_first,1,2.0,2.3,100.0,0.3,0.35,0.4000000000000001,1.1,0.7,341.7866295877772,97.00820563681168,4.0,0.19999999999999998,0.049999999999999996,253.6180893126841,88.41185754726735,73.54826847569201,-1.0,0,1.0,0.9450910305365663,0.026524591838161138,-0.15,-0.663,-0.8130000000000001,0.9999578521912991,0.9977039943959791,0.341535271191606,0.9967123385953411,-30.316319747144625,253.6180893126841,2.4377959982047144,5.3765664372643105,3899.7153797684114,455.2245081803186,22.228102183657807,18.840540224781815,93.49649744623811,80.57840560898654
rep_rapid_shift_first_mid,rapid_shift_first,2,1.25,1.4375,100.0,0.3,0.35,0.4000000000000001,1.1,0.7,318.8262239901472,92.18136599205305,4.0,0.19999999999999998,0.049999999999999996,229.04785128728625,88.59579785226394,75.68754480853535,-1.0000000000000004,0,1.0000000000000002,0.9450910305365663,0.026524591838161138,-0.15,-0.6652083333333333,-0.8152083333333333,0.999999998267689,0.999994836080572,0.3361651492610291,0.9967123385953411,-24.345414223863344,229.04785128728625,2.425605023352517,5.663562924198532,3518.559895814531,468.4679049222825,20.754644997190518,17.433172222400916,93.49029551664736,81.0881819391743
rep_synchronized_mid,synchronized,0,1.25,1.4375,100.0,0.3,0.35,1.1,1.1,0.0,293.1802883824252,83.21956273531174,4.0,0.19999999999999998,0.049999999999999996,229.0162638918806,79.93052142281455,66.68497167118197,-1.0,0,1.0,0.9450910305365663,0.026524591838161138,-0.15,-0.663,-0.8130000000000001,0.9999578521912991,0.9999578521912991,0.341535271191606,0.9967123385953411,-25.56099922666077,229.0162638918806,2.4377959982047144,5.3765664372643105,3520.2814006541735,414.34190899503875,19.07320655661504,16.05385044960958,93.49437622090886,80.70904253526243
worst_01,rapid_shift_first,2,2.0,2.3,10000.0,0.1,0.18,0.1,1.1,1.0,3304.097814964945,320.8741756564908,4.0,0.06666666666666667,0.016666666666666666,7601.689373643621,1353.2827944887476,996.6377492393675,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,1.0,0.9999998601097355,0.42352139340153105,0.9999999641117956,-3195.7934175776454,7601.689373643621,7.424225682931908,24.765323997712606,121108.73929642986,5496.688720447977,207.38986629215566,78.99910713450394,93.72325282402826,75.38003581220703
worst_02,rapid_shift_first,2,2.0,2.3,10000.0,0.1,0.18,0.4000000000000001,1.1,0.7,3304.0949484399644,320.8252980558876,4.0,0.06666666666666667,0.016666666666666666,7601.689373643621,1353.2827944887476,996.6377492393675,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,1.0,0.9999999998219709,0.42352139340153105,0.9999999641117956,-3195.7929275210713,7601.689373643621,7.424225682931908,24.765323997712606,121108.73929642986,5496.688720447977,207.3896863676299,78.98707348673958,93.72325282402826,75.38003581220703
worst_03,shift_first,1,2.0,2.3,10000.0,0.1,0.18,0.1,1.1,1.0,3302.032207547584,318.69014022552767,4.0,0.06666666666666667,0.016666666666666666,7601.689290544004,1237.2451598776179,945.5822838193488,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,0.9999999944101581,0.999626120742234,0.42352139340153105,0.9999999641117956,-3197.1039469564685,7601.689290544004,7.424225682931908,24.765323997712606,120535.75805499734,5055.728971780798,208.24544744384403,77.99030282192292,93.69341561939193,75.52785826171733
worst_04,shift_first,1,2.0,2.3,10000.0,0.1,0.18,0.4000000000000001,1.1,0.7,3301.148590752788,318.3527072373607,4.0,0.06666666666666667,0.016666666666666666,7601.689290544004,1237.2451598776179,945.5822838193488,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,0.9999999944101581,0.9999866574232932,0.42352139340153105,0.9999999641117956,-3195.8395683062745,7601.689290544004,7.424225682931908,24.765323997712606,120535.75805499734,5055.728971780798,208.18972140507898,77.90772574278697,93.69341561939193,75.52785826171733
worst_05,rapid_shift_first,2,2.0,2.3,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,3297.441115592715,314.015230381098,4.0,0.06666666666666667,0.016666666666666666,7601.689373643621,1353.2827944887476,996.6377492393675,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,1.0,0.9999999999999254,0.42352139340153105,0.9999999641117956,-3195.7929268968755,7601.689373643621,7.424225682931908,24.765323997712606,121108.73929642986,5496.688720447977,206.97204210229629,77.31043726404191,93.72325282402826,75.38003581220703
worst_06,rapid_shift_first,2,2.0,2.3,10000.0,0.1,0.35,0.1,1.1,1.0,3295.706593205325,318.8362347550226,4.0,0.06666666666666667,0.016666666666666666,7601.689325358819,1243.725732809974,949.0277159344993,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,0.9999999967520379,0.9997015670114175,0.42352139340153105,0.9999999641117956,-3196.8394661137227,7601.689325358819,7.424225682931908,24.765323997712606,120535.75867106671,5082.1049756842895,207.84651712734674,78.02767388992586,93.69341562274207,75.52735060057452
worst_07,rapid_shift_first,2,2.0,2.3,10000.0,0.1,0.35,0.4000000000000001,1.1,0.7,3283.5229324540264,318.5166228290642,4.0,0.06666666666666667,0.016666666666666666,7601.689325358819,1243.725732809974,949.0277159344993,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,0.9999999967520379,0.9999903180552916,0.42352139340153105,0.9999999641117956,-3195.826794936728,7601.689325358819,7.424225682931908,24.765323997712606,120535.75867106671,5082.1049756842895,207.07814428182724,77.94945638384732,93.69341562274207,75.52735060057452
worst_08,shift_first,1,2.0,2.3,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,3272.826326501186,312.70696376162124,4.0,0.06666666666666667,0.016666666666666666,7601.689290544004,1237.2451598776179,945.5822838193488,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.6102083333333334,-0.7602083333333334,0.9999999944101581,0.9999997268995604,0.42352139340153105,0.9999999641117956,-3195.7937259409764,7601.689290544004,7.424225682931908,24.765323997712606,120535.75805499734,5055.728971780798,206.4035539115529,76.52609139722416,93.69341561939193,75.52785826171733
worst_09,shift_first,1,2.0,2.3,10000.0,0.1,0.35,0.1,1.1,1.0,3271.499863082183,314.0384092621842,4.0,0.06666666666666667,0.016666666666666666,7599.634786284962,1085.3892172224628,829.9810826157192,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.609,-0.759,0.9999426175281553,0.982899994106663,0.43250943070564435,0.9999999641117956,-3841.747208008898,7599.634786284962,7.451710899989992,20.719514281001082,120069.64723684077,4424.361806840512,207.06485556474107,77.04024175416097,93.67064452909196,75.46789198965733
worst_10+rep_V2.0_C10000_D0.1,shift_first,1,2.0,2.3,10000.0,0.1,0.35,0.4000000000000001,1.1,0.7,3260.061070723962,313.0342863554794,4.0,0.06666666666666667,0.016666666666666666,7599.634786284962,1085.3892172224628,829.9810826157192,-1.0,0,1.0,0.9352785682708116,0.038071224015969685,-0.15,-0.609,-0.759,0.9999426175281553,0.9968766294138323,0.43250943070564435,0.9999999641117956,-3782.05098606008,7599.634786284962,7.451710899989992,20.719514281001082,120069.64723684077,4424.361806840512,206.3408537348102,76.79390923813156,93.67064452909196,75.46789198965733
