channel,point_peak,total_volume_weighted_burden,packet_burden_fraction,packet_support_burden_fraction,support_edge_fraction,core_throat_fraction,outer_shoulder_fraction,quarantine_score_1_minus_packet_fraction,burden_weighted_proper_distance_to_packet,worst_s,worst_l,worst_phase,worst_region,worst_inside_packet,worst_proper_distance_to_packet
negative_rho,0.02430300660534891,6.704147373875216,0.08916684154079735,0.02374978487866349,0.15896416032567204,0.003174818377348207,0.6568858968526692,0.9108331584592027,221.70451114269443,-0.35,1.815,pre_catch_support,outer_shoulder,False,891.4862938032065
negative_radial_Tkk,0.2867109355172169,4448.038152035787,0.406251872885032,0.4060119396234338,0.33770668542616006,0.25426593185542146,0.0015834801745354071,0.593748127114968,121.66886226112403,-0.35,1.2199999999999998,pre_catch_support,support_edge,False,887.2183277383655
abs_pOmega,1.0950710892728743,92.18206748535081,0.09307353520934242,0.07080568096960592,0.6542222189785618,0.08070818244808475,0.16760328543331532,0.9069264647906576,225.7829042112662,0.3700000000000001,-1.415,catch_rematch,support_edge,False,495.8819345782329
abs_radial_current,0.030911998434854503,3.208390805080909,0.09354308103740938,0.018772857763165843,0.3997711646662228,0.31797080822336,0.17970412846852293,0.9064569189625906,12.482099020802075,2.1700000000000004,-0.9900000000000002,minjerk_decompression,support_edge,False,3.472375804144236
abs_radial_pressure,0.04428819354164975,760.8341587091422,0.3059927991583166,0.3058137622397021,0.2686419362627021,0.4233193942693371,0.001808186804977418,0.6940072008416833,144.64422830762598,2.35,0.029999999999999805,minjerk_decompression,core_throat,False,2.0430343070118497
source_fit_risk_proxy,0.5023803204992933,4509.686727867012,0.402014004074889,0.4016251717826313,0.33901445998669294,0.25589322035367523,0.0028402353147434912,0.597985995925111,123.43716575285352,0.28000000000000014,-1.415,catch_rematch,support_edge,False,539.1734315199634
