radius,peak_rho,peak_Tkk_radial,peak_pOmega,int_negative_rho,int_negative_Tkk_radial,int_abs_pOmega,passenger_safe_aperture_factor,system,model
0.35,-0.32480600630999057,-0.6496120126199811,0.32480600630999057,-0.5497787143782138,-1.0995574287564276,0.5497787143782138,1.0,MT passenger-minimum throat,Ellis/Morris-Thorne throat toy ledger
1.25,-0.025464790894703253,-0.05092958178940651,0.025464790894703253,-1.9634954084936207,-3.9269908169872414,1.9634954084936207,3.5714285714285716,MT active-rail-support-scale throat,Ellis/Morris-Thorne throat toy ledger
0.1,-3.9788735772973833,-7.957747154594767,3.9788735772973833,-0.15707963267948966,-0.3141592653589793,0.15707963267948966,0.28571428571428575,AR cold skeleton radius 0.10,Ellis/Morris-Thorne throat toy ledger
0.15,-1.768388256576615,-3.53677651315323,1.768388256576615,-0.23561944901923448,-0.47123889803846897,0.23561944901923448,0.4285714285714286,AR cold skeleton radius 0.15,Ellis/Morris-Thorne throat toy ledger
0.2,-0.9947183943243458,-1.9894367886486917,0.9947183943243458,-0.3141592653589793,-0.6283185307179586,0.3141592653589793,0.5714285714285715,AR cold skeleton radius 0.20,Ellis/Morris-Thorne throat toy ledger
0.35,-0.32480600630999057,-0.6496120126199811,0.32480600630999057,-0.5497787143782138,-1.0995574287564276,0.5497787143782138,1.0,AR cold skeleton radius 0.35,Ellis/Morris-Thorne throat toy ledger
