channel,peak_total,peak_inside_packet,inside_peak_fraction,peak_packet_support,packet_support_peak_fraction,peak_outside_packet
negative_rho,0.02430300660534891,0.023723213968237466,0.9761431724672356,0.023723213968237466,0.9761431724672356,0.02430300660534891
negative_radial_Tkk,0.2867109355172169,0.1662653822639362,0.5799059668372922,0.1662653822639362,0.5799059668372922,0.2867109355172169
abs_pOmega,1.0950710892728743,0.9341189599185747,0.8530212961231844,0.9341189599185747,0.8530212961231844,1.0950710892728743
abs_radial_current,0.030911998434854503,0.01417553553698284,0.45857713039346437,0.007072651658572666,0.22879956058091577,0.030911998434854503
abs_radial_pressure,0.04428819354164975,0.02727382261319413,0.6158260347093437,0.02727382261319413,0.6158260347093437,0.04428819354164975
source_fit_risk_proxy,0.5023803204992933,0.4287580038342445,0.8534530242110622,0.4287580038342445,0.8534530242110622,0.5023803204992933
