candidate,max_score_lower_better,max_live_Tkk_fraction,max_live_radial_pressure_fraction,max_Tkk_peak,max_radial_pressure_peak,mean_total_Tkk_burden,Tkk_burden_change_vs_freeze,mean_total_pOmega_burden,pOmega_burden_change_vs_freeze,worst_packet_norm
R2p0_quarantine,1.1137873258357316,0.2292018424415995,0.2129710386119646,0.1228780232803354,0.0198619649267272,162707.1022506889,0.7721404786067678,2804.162384274525,0.649999030811983,-1129.0690751682127
R1p75_quarantine,1.3141899717234888,0.2725776326094845,0.2492796698644197,0.1386766834493295,0.0227015440808887,131774.2067780974,0.43523179159056014,2094.752442723768,0.23257466103535007,-726.9914001505933
broad_packet_edge,1.789716560753869,0.3711000157058877,0.3379052356842643,0.2255632774043489,0.0361873146516348,92853.38929609928,0.011321862852198938,1327.017104396528,-0.21916899377720278,-18.004432706604042
freeze,1.80214334096614,0.4085823365215287,0.3022200327896464,0.2011186782717929,0.0443132636179481,91813.88508128146,0.0,1699.4933523655254,0.0,-8.555465970560219
