case,t,phase,B_access_l0,Kll_access_l0,accel_access_l0,rho_access_l0,Tkk_access_l0,flux_shoulder,p_tangential_access_l0
adiabatic_B3_w1.6_cosine_Tr10,3.236514522821577,setup,1.4738938504108656,-0.18126095911776963,0.035227540025396846,0.0031569810745533905,-0.03663175469842044,-0.0025747550353946054,0.01691421806720785
adiabatic_B3_w1.6_cosine_Tr10,3.4439834024896263,setup,1.5304005554783016,-0.1812316034262681,0.030282909974850614,0.005812136608114889,-0.03397659916485895,-0.002579899549709876,0.015783380879003387
adiabatic_B3_w1.6_cosine_Tr10,3.6514522821576763,setup,1.5889015100384634,-0.18023560660333182,0.025534305456970694,0.008268012050799797,-0.031520723722174036,-0.0025694411754023506,0.014744384128113209
adiabatic_B3_w1.6_cosine_Tr10,3.900414937759336,setup,1.661384732595558,-0.17791899934742142,0.02011460303050103,0.010958399654609565,-0.02883033611836427,-0.002538465382997768,0.01361483343402327
adiabatic_B3_w1.6_cosine_Tr10,4.1078838174273855,setup,1.7233881779643592,-0.1751739801652563,0.015840277060293687,0.012995577038011583,-0.02679315873496225,-0.0024990992248454234,0.012766314768958403
adiabatic_B3_w1.6_cosine_Tr10,4.3153526970954355,setup,1.7865663116600146,-0.17178851568721426,0.011790140340286026,0.014857037919904057,-0.024931697853069777,-0.002449005203165733,0.011996734147808968
adiabatic_B3_w1.6_cosine_Tr10,4.564315352697095,setup,1.8635526120407326,-0.1669994277438983,0.007226012584644781,0.016874423919784262,-0.02291431185318957,-0.002376729369654276,0.011169642021172172
adiabatic_B3_w1.6_cosine_Tr10,4.771784232365145,setup,1.9283653099174702,-0.1624916678672492,0.003666141487834869,0.018388847024683942,-0.021399888748289894,-0.0023079203289581417,0.010554073239179148
adiabatic_B3_w1.6_cosine_Tr10,4.979253112033195,setup,1.9934822190662298,-0.15758540113916492,0.0003226729345614519,0.019764064132829152,-0.020024671640144685,-0.0022326146817825947,0.009999497071937986
adiabatic_B3_w1.6_cosine_Tr10,5.228215767634855,setup,2.0716346900825293,-0.15125412649532108,-0.0034125997696714417,0.021246427957047294,-0.018542307815926543,-0.0021352248517436086,0.009406936938497642
adiabatic_B3_w1.6_cosine_Tr10,5.435684647302904,setup,2.136447387959267,-0.14566809439604872,-0.006303012516334131,0.02235438694116079,-0.017434348831813044,-0.002049371642713482,0.008967963315492688
adiabatic_B3_w1.6_cosine_Tr10,5.643153526970954,setup,2.2006806342685126,-0.139847424181358,-0.008999607912519048,0.023357278096138155,-0.01643145767683568,-0.0019601797801828986,0.008573811859709428
adiabatic_B3_w1.6_cosine_Tr10,5.892116182572614,setup,2.2766118220356404,-0.1326061665768828,-0.011991041229428302,0.024435067168260143,-0.015353668604713693,-0.0018498055589685786,0.008153942673477403
adiabatic_B3_w1.6_cosine_Tr10,6.0995850622406635,setup,2.3386152674044416,-0.1263961256365854,-0.014289693068710366,0.025238414765668685,-0.01455032100730515,-0.0017558028501128123,0.007843729325440387
adiabatic_B3_w1.6_cosine_Tr10,6.3070539419087135,setup,2.399180714212708,-0.12005588364984768,-0.016420324475408154,0.025963765294680044,-0.013824970478293792,-0.0016605484858529798,0.007565829191005407
adiabatic_B3_w1.6_cosine_Tr10,6.556016597510373,setup,2.4695994445216987,-0.11230847462694553,-0.018766193987445643,0.026740941562640147,-0.01304779421033369,-0.0015452352183902437,0.007270580239197689
adiabatic_B3_w1.6_cosine_Tr10,6.763485477178423,setup,2.5261061495891344,-0.10575937713729953,-0.020554027239470626,0.027318147416600037,-0.012470588356373798,-0.001448741996347332,0.007053112937088703
adiabatic_B3_w1.6_cosine_Tr10,7.012448132780083,setup,2.5909445692992294,-0.09781333274890487,-0.02250939227304283,0.027934490949134493,-0.011854244823839342,-0.0013329196344588395,0.00682274267348199
adiabatic_B3_w1.6_cosine_Tr10,7.219917012448133,setup,2.6422326694828007,-0.0911347903290796,-0.02398813483686203,0.028390227469790492,-0.011398508303183345,-0.0012366474095777639,0.0066537117103020425
adiabatic_B3_w1.6_cosine_Tr10,7.427385892116182,setup,2.690793398094131,-0.08441640829017388,-0.025336287034840782,0.0287979326352506,-0.010990803137723236,-0.0011407855322720897,0.00650350039915912
adiabatic_B3_w1.6_cosine_Tr10,7.676348547717842,setup,2.7451766475578085,-0.07631441615220683,-0.02678946781634708,0.029229085271587688,-0.010559650501386148,-0.001026465586105873,0.006345744307136295
adiabatic_B3_w1.6_cosine_Tr10,7.883817427385892,setup,2.787028853300294,-0.06953801268738503,-0.02786918927371354,0.02954384797768904,-0.010244887795284797,-0.000931887620217316,0.006231323705861184
adiabatic_B3_w1.6_cosine_Tr10,8.091286307053942,setup,2.8255387810444446,-0.06274531202250791,-0.028834428821974133,0.02982120486366666,-0.009967530909307175,-0.0008379809879127087,0.006131050924215738
adiabatic_B3_w1.6_cosine_Tr10,8.3402489626556,setup,2.8671096635247912,-0.05457891302713319,-0.02984728739469931,0.030108152459465107,-0.009680583313508727,-0.0007261922830737125,0.0060278774884420655
adiabatic_B3_w1.6_cosine_Tr10,8.547717842323651,setup,2.8977119257617874,-0.047765024979519996,-0.030574328827097635,0.030311542889346944,-0.009477192883626891,-0.0006337639883633078,0.00595511033295085
adiabatic_B3_w1.6_cosine_Tr10,8.7551867219917,setup,2.924501871835616,-0.040946136527341706,-0.031198307676332238,0.030484379563551777,-0.009304356209422058,-0.0005419558860808471,0.005893519325408554
adiabatic_B3_w1.6_cosine_Tr10,9.004149377593361,setup,2.951458531991151,-0.032759480320674404,-0.03181473607081216,0.030653563023014686,-0.009135172749959149,-0.00043252146475876105,0.005833454502188019
adiabatic_B3_w1.6_cosine_Tr10,9.21161825726141,setup,2.9694844211069475,-0.02593543897431388,-0.03222069687069114,0.030764134276792206,-0.00902460149618163,-0.0003418518931756543,0.005794321542299832
adiabatic_B3_w1.6_cosine_Tr10,9.41908713692946,setup,2.9833931975694967,-0.019110607672311365,-0.0325305832746076,0.030848084706784844,-0.008940651066188993,-0.00025156861076761604,0.005764676315548581
adiabatic_B3_w1.6_cosine_Tr10,9.66804979253112,setup,2.994567221375987,-0.01092040762301845,-0.0327774543290828,0.030914683082960852,-0.008874052690012983,-0.00014360438593841542,0.005741199814617085
adiabatic_B3_w1.6_cosine_Tr10,9.87551867219917,setup,2.9992354201925426,-0.004095155499744194,-0.03288004547061919,0.030942285853381945,-0.00884644991959189,-5.382817234947221e-05,0.005731480401229777
adiabatic_B3_w1.6_cosine_Tr10,10.49792531120332,hold,3.0,-0.0,-1.1891722174873857e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,11.991701244813278,hold,3.0,-0.0,1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.00442097064144149
adiabatic_B3_w1.6_cosine_Tr10,13.236514522821576,hold,3.0,-2.9605947323337506e-16,8.484783377063257e-30,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,14.481327800829876,hold,3.0,-0.0,-1.1891722174873857e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,15.975103734439834,hold,3.0,-0.0,5.945861087436971e-16,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441513
adiabatic_B3_w1.6_cosine_Tr10,17.219917012448132,hold,3.0,-5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,18.46473029045643,hold,3.0,-5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,19.95850622406639,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,21.203319502074688,hold,3.0,-5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,22.448132780082986,hold,3.0,-5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,23.941908713692946,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,25.186721991701244,hold,3.0,-5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,26.680497925311204,hold,3.0,5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,27.925311203319502,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,29.1701244813278,hold,3.0,-5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,30.66390041493776,hold,3.0,5.921189464667501e-16,-1.189172217487335e-15,0.030946794490090763,-0.008841941282883074,1.0446680664634973e-17,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,31.90871369294606,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,33.15352697095436,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,34.64730290456431,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,35.892116182572614,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,37.136929460580916,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,38.63070539419087,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,39.87551867219917,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,41.12033195020747,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,42.614107883817425,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,43.85892116182573,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,45.10373443983403,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,46.59751037344398,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,47.84232365145228,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,49.087136929460584,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,50.58091286307054,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,51.82572614107884,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,53.07053941908714,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,54.56431535269709,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,55.809128630705395,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,57.302904564315355,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,58.54771784232365,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,59.79253112033195,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,61.28630705394191,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,62.531120331950206,hold,3.0,-0.0,-1.1891722174873941e-15,0.030946794490090763,-0.008841941282883074,-0.0,0.0044209706414415845
adiabatic_B3_w1.6_cosine_Tr10,63.77593360995851,hold,3.0,-2.9605947323337506e-16,-3.393913350825424e-29,0.030946794490090763,-0.008841941282883074,-1.0446680664634973e-17,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,65.26970954356847,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,66.51452282157676,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,67.75933609958506,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,5.2233403323174866e-18,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,69.25311203319502,hold,3.0,-0.0,0.0,0.030946794490090763,-0.008841941282883074,-0.0,0.004420970641441537
adiabatic_B3_w1.6_cosine_Tr10,70.08298755186722,reset,2.9996601626909962,0.002730103694970266,-0.03288936401864805,0.030944790935301225,-0.008843944837672611,3.588402228393868e-05,0.005730598633515446
adiabatic_B3_w1.6_cosine_Tr10,70.29045643153528,reset,2.9958396451159937,0.00955535927284481,-0.03280544957414884,0.03092221963946424,-0.008866516133509595,0.0001256389244164654,0.005738545431774223
adiabatic_B3_w1.6_cosine_Tr10,70.53941908713693,reset,2.9856753906964686,0.017745592478019045,-0.03258115461340553,0.03086174760808494,-0.008926988164888898,0.00023355007275262054,0.00575985703453565
adiabatic_B3_w1.6_cosine_Tr10,70.74688796680498,reset,2.9725976891203376,0.024570516816066656,-0.03229031213294805,0.030783027711641,-0.009005708061332834,0.0003237672662766559,0.005787644728151138
adiabatic_B3_w1.6_cosine_Tr10,70.95435684647303,reset,2.955389653765531,0.031394767968863715,-0.03190369103802159,0.030677849223365285,-0.00911088654960855,0.00041435235337362316,0.005824850807698709
adiabatic_B3_w1.6_cosine_Tr10,71.20331950207469,reset,2.9293920808242078,0.03958193505931421,-0.03131097634277113,0.030515418268495312,-0.009273317504478523,0.0005236638179152261,0.005882482916735618
adiabatic_B3_w1.6_cosine_Tr10,71.41078838174273,reset,2.903378777276265,0.04640157806869288,-0.03070727874341933,0.030348502195787434,-0.009440233577186402,0.0006153543906004545,0.005941920588822169
adiabatic_B3_w1.6_cosine_Tr10,71.61825726141079,reset,2.8735290921283427,0.05321664766848621,-0.030001082180466845,0.030151356754375445,-0.00963737901859839,0.0007076547669433124,0.006012394641081064
adiabatic_B3_w1.6_cosine_Tr10,71.86721991701245,reset,2.8328250438514835,0.06138523655999207,-0.029014104357267603,0.02987241356768781,-0.009916322205286024,0.0008192816354556214,0.006112595634603824
adiabatic_B3_w1.6_cosine_Tr10,72.0746887966805,reset,2.795003663348054,0.06818061448902865,-0.028071259181046124,0.029602226776228185,-0.010186508996745652,0.0009130518424679982,0.006210174412742136
adiabatic_B3_w1.6_cosine_Tr10,72.28215767634855,reset,2.7538061381944523,0.07496069637096571,-0.027014781020489664,0.029295162274931744,-0.010493573498042091,0.0010074977706316366,0.006321670733010057
adiabatic_B3_w1.6_cosine_Tr10,72.5311203319502,reset,2.7001598977156243,0.08306878008210163,-0.02559074299319655,0.028874051684029397,-0.010914684088944438,0.0011216741397599703,0.006475565355662597
adiabatic_B3_w1.6_cosine_Tr10,72.73858921161826,reset,2.652169776552122,0.08979398499490192,-0.024268028283948296,0.02847548294831111,-0.011313252824662725,0.0012174375722619737,0.006622220577452439
adiabatic_B3_w1.6_cosine_Tr10,72.9460580912863,reset,2.6014100838713805,0.09648130888104585,-0.022815869907534442,0.028029678727081352,-0.011759057045892482,0.0013136398888603025,0.006787343142127674
adiabatic_B3_w1.6_cosine_Tr10,73.19502074688796,reset,2.5371469028857545,0.10444105089506897,-0.020894048941557934,0.027426446318928634,-0.012362289454045203,0.0014294301469702966,0.007012492519585835
adiabatic_B3_w1.6_cosine_Tr10,73.40248962655602,reset,2.4810681329677977,0.11100475215675383,-0.01913564229960961,0.026861289108311554,-0.012927446664662282,0.0015259531657214427,0.007225106347636448
adiabatic_B3_w1.6_cosine_Tr10,73.65145228215768,reset,2.411098489961536,0.11877433820602842,-0.016826976030751218,0.026100097922138594,-0.013688637850835243,0.001641389447494053,0.007513843028563345
adiabatic_B3_w1.6_cosine_Tr10,73.85892116182572,reset,2.350851722103192,0.1251376890816625,-0.014729008774905392,0.025389492752853505,-0.01439924302012033,0.001736836155935336,0.0077856701484026875
adiabatic_B3_w1.6_cosine_Tr10,74.06639004149378,reset,2.2891149910922266,0.13137582935777134,-0.01246459429065357,0.024602332897803534,-0.015186402875170302,0.001831130119495427,0.008089151886333286
adiabatic_B3_w1.6_cosine_Tr10,74.31535269709543,reset,2.213433688339985,0.13865858122319746,-0.009516376141075063,0.023546077595906066,-0.01624265817706777,0.0019420094657343274,0.008499973664327353
adiabatic_B3_w1.6_cosine_Tr10,74.52282157676349,reset,2.1493491651039056,0.144521432751454,-0.006857581404747021,0.022563063118448457,-0.017225672654525376,0.0020317745438562717,0.008885690821817826
adiabatic_B3_w1.6_cosine_Tr10,74.73029045643153,reset,2.084630400281257,0.15015770947518028,-0.004006567591686833,0.02147689504287288,-0.01831184073010095,0.0021183613100329538,0.009315336624312663
adiabatic_B3_w1.6_cosine_Tr10,74.97925311203319,reset,2.0065177809337715,0.15656163037297144,-0.0003205766546077026,0.020023403904766986,-0.01976533186820685,0.0022168734164429264,0.009895421273908595
adiabatic_B3_w1.6_cosine_Tr10,75.18672199170125,reset,1.9413731927034599,0.1615403060929763,0.002980316321431588,0.01867465983627681,-0.021114075936697025,0.0022933418859189276,0.01043845494971519
adiabatic_B3_w1.6_cosine_Tr10,75.39419087136929,reset,1.8764775751269196,0.16613283306071475,0.0064964720692660535,0.01718899911939572,-0.022599736653578114,0.0023635441480516473,0.011041381916168526
adiabatic_B3_w1.6_cosine_Tr10,75.64315352697095,reset,1.7993193657314892,0.17104218628977694,0.011007085916018023,0.015209202754432365,-0.02457953301854147,0.0024378257158450237,0.011851808476127873
adiabatic_B3_w1.6_cosine_Tr10,75.850622406639,reset,1.735938350526343,0.17454528444149095,0.015012263533999676,0.013381585278630754,-0.02640715049434308,0.002489891994059316,0.012606256260062978
adiabatic_B3_w1.6_cosine_Tr10,76.05809128630705,reset,1.673678726789301,0.1774255912828142,0.019241921401417224,0.011380390101284154,-0.02840834567168968,0.0025315211578543994,0.01343856110943952
adiabatic_B3_w1.6_cosine_Tr10,76.30705394190872,reset,1.6008192857872905,0.17993021650712376,0.024609477254648737,0.008735595837687021,-0.031053139935286814,0.002565612573799198,0.014547389979647178
adiabatic_B3_w1.6_cosine_Tr10,76.51452282157676,reset,1.5419490410200678,0.18110612113185176,0.029316959099558774,0.006319168796474774,-0.03346956697649906,0.002579007069776539,0.015568298748970106
adiabatic_B3_w1.6_cosine_Tr10,76.72199170124482,reset,1.4850240027543498,0.18133790384394283,0.03422383391072171,0.003704028266021484,-0.03608470750695235,0.0025771051973370123,0.016680630668864327
adiabatic_B3_w1.6_cosine_Tr10,76.97095435684648,reset,1.4196213620448712,0.18020814525769835,0.04034725923497669,0.0003025591085824046,-0.03948617666439143,0.002552505803419036,0.01813772189533155
adiabatic_B3_w1.6_cosine_Tr10,77.17842323651452,reset,1.367813569533684,0.17795468252042676,0.045613501027326184,-0.0027452733823126654,-0.042534009155286504,0.002511738358287768,0.019452101037586697
adiabatic_B3_w1.6_cosine_Tr10,77.38589211618257,reset,1.3186904851987344,0.17438257416395864,0.05098902729263019,-0.005973200369366638,-0.045761936142340476,0.002451183156229956,0.02085217913690282
adiabatic_B3_w1.6_cosine_Tr10,77.63485477178423,reset,1.2635794678713606,0.16819700455382638,0.0575172977192223,-0.010052065448125142,-0.049840801221098976,0.002350915839497666,0.022631860049223882
adiabatic_B3_w1.6_cosine_Tr10,77.84232365145228,reset,1.2210796933126016,0.16134155448214973,0.06295412076761694,-0.013581868266400246,-0.05337060403937408,0.002243461181017226,0.024180437142644444
adiabatic_B3_w1.6_cosine_Tr10,78.04979253112033,reset,1.1818877621608261,0.15285280818481606,0.06831432774942116,-0.017180142003785735,-0.05696887777675957,0.0021138441791882915,0.02576629815204973
adiabatic_B3_w1.6_cosine_Tr10,78.29875518672199,reset,1.1394571094454973,0.14043642424785277,0.07453318568236073,-0.02150190631233644,-0.06129064208531028,0.0019290965551805562,0.027679739811221692
adiabatic_B3_w1.6_cosine_Tr10,78.50622406639005,reset,1.108107470235558,0.12821291484459219,0.07943388236004258,-0.02501892869400052,-0.06480766446697435,0.0017514013701949891,0.029243258476841956
adiabatic_B3_w1.6_cosine_Tr10,78.71369294605809,reset,1.0805454339408254,0.11431518446922259,0.08397739275945805,-0.02836726058102899,-0.06815599635400282,0.001553222587024366,0.03073664388559209
adiabatic_B3_w1.6_cosine_Tr10,78.96265560165975,reset,1.0526342672050952,0.09554723445083858,0.088820929474089,-0.03202956547117936,-0.0718183012441532,0.0012906074223354629,0.032375078128122126
adiabatic_B3_w1.6_cosine_Tr10,79.1701244813278,reset,1.0337935873932547,0.0783313193620836,0.09223828664769575,-0.034671167573646494,-0.07445990334662032,0.0010535785337910109,0.03355990685773318
adiabatic_B3_w1.6_cosine_Tr10,79.41908713692946,reset,1.016606802430503,0.056083096035443404,0.09546613363444681,-0.037210091944410585,-0.07699882771738442,0.0007512621151762031,0.0347009370922438
adiabatic_B3_w1.6_cosine_Tr10,79.6265560165975,reset,1.0068742050675712,0.03652085653591615,0.09734288038256046,-0.038705850766076084,-0.07849458653904992,0.00048804268573762814,0.03537414312260306
adiabatic_B3_w1.6_cosine_Tr10,79.83402489626556,reset,1.001359118257222,0.01635097755954641,0.09842255383392629,-0.03957286557340596,-0.07936160134637979,0.0002182010409563671,0.03576469168459051
adiabatic_B3_w1.6_cosine_Tr10,80.07692307692308,off,1.0,1.7763568394002505e-15,3.412612275986097e-26,-0.039788735772973836,-0.07957747154594767,6.361862216527895e-17,0.039788735772973836
