case,B0,width,Tr,Th,ramp_kind,static,n_t,t_start,t_end,access_all_min_rho,access_all_min_Tkk,access_all_max_abs_flux,access_all_max_abs_Kll,access_all_max_abs_accel,access_all_max_abs_p_tangential,access_all_max_abs_expansion_product,access_hold_min_rho,access_hold_min_Tkk,access_hold_max_abs_flux,access_hold_max_abs_Kll,access_hold_max_abs_accel,access_hold_max_abs_p_tangential,access_hold_max_abs_expansion_product,support_all_min_rho,support_all_min_Tkk,support_all_max_abs_flux,support_all_max_abs_Kll,support_all_max_abs_accel,support_all_max_abs_p_tangential,support_all_max_abs_expansion_product,support_hold_min_rho,support_hold_min_Tkk,support_hold_max_abs_flux,support_hold_max_abs_Kll,support_hold_max_abs_accel,support_hold_max_abs_p_tangential,support_hold_max_abs_expansion_product,shoulder_all_min_rho,shoulder_all_min_Tkk,shoulder_all_max_abs_flux,shoulder_all_max_abs_Kll,shoulder_all_max_abs_accel,shoulder_all_max_abs_p_tangential,shoulder_all_max_abs_expansion_product,shoulder_hold_min_rho,shoulder_hold_min_Tkk,shoulder_hold_max_abs_flux,shoulder_hold_max_abs_Kll,shoulder_hold_max_abs_accel,shoulder_hold_max_abs_p_tangential,shoulder_hold_max_abs_expansion_product,all_access_quiet_fraction,hold_access_quiet_fraction,hold_integrated_negative_Tkk_proper,hold_proper_half_length_R2,hold_proper_half_length_R3,classification,hold_Tkk_min_for_gate,ramp_cost_max_access_K_or_accel,ramp_cost_max_shoulder_flux,access_setup_min_rho,access_setup_min_Tkk,access_setup_max_abs_flux,access_setup_max_abs_Kll,access_setup_max_abs_accel,access_setup_max_abs_p_tangential,access_setup_max_abs_expansion_product,access_reset_min_rho,access_reset_min_Tkk,access_reset_max_abs_flux,access_reset_max_abs_Kll,access_reset_max_abs_accel,access_reset_max_abs_p_tangential,access_reset_max_abs_expansion_product,access_ramps_min_rho,access_ramps_min_Tkk,access_ramps_max_abs_flux,access_ramps_max_abs_Kll,access_ramps_max_abs_accel,access_ramps_max_abs_p_tangential,access_ramps_max_abs_expansion_product,support_setup_min_rho,support_setup_min_Tkk,support_setup_max_abs_flux,support_setup_max_abs_Kll,support_setup_max_abs_accel,support_setup_max_abs_p_tangential,support_setup_max_abs_expansion_product,support_reset_min_rho,support_reset_min_Tkk,support_reset_max_abs_flux,support_reset_max_abs_Kll,support_reset_max_abs_accel,support_reset_max_abs_p_tangential,support_reset_max_abs_expansion_product,support_ramps_min_rho,support_ramps_min_Tkk,support_ramps_max_abs_flux,support_ramps_max_abs_Kll,support_ramps_max_abs_accel,support_ramps_max_abs_p_tangential,support_ramps_max_abs_expansion_product,shoulder_setup_min_rho,shoulder_setup_min_Tkk,shoulder_setup_max_abs_flux,shoulder_setup_max_abs_Kll,shoulder_setup_max_abs_accel,shoulder_setup_max_abs_p_tangential,shoulder_setup_max_abs_expansion_product,shoulder_reset_min_rho,shoulder_reset_min_Tkk,shoulder_reset_max_abs_flux,shoulder_reset_max_abs_Kll,shoulder_reset_max_abs_accel,shoulder_reset_max_abs_p_tangential,shoulder_reset_max_abs_expansion_product,shoulder_ramps_min_rho,shoulder_ramps_min_Tkk,shoulder_ramps_max_abs_flux,shoulder_ramps_max_abs_Kll,shoulder_ramps_max_abs_accel,shoulder_ramps_max_abs_p_tangential,shoulder_ramps_max_abs_expansion_product,setup_access_quiet_fraction,reset_access_quiet_fraction,ramps_access_quiet_fraction
adiabatic_B3_w5_cosine_Tr300,3.0,5.0,300.0,60.0,cosine,False,803,-45.0,705.0,-0.039788735772973836,-0.07957747154594767,8.234514540341445e-05,0.0060457503596867725,0.00010958155456940497,0.03978873577297384,0.21755540426439118,0.02940078149612631,-0.008841941282883074,2.3457271261501636e-08,3.7918643931063776e-06,1.8276527566136524e-05,0.004421697841367714,0.024173016199266265,-0.039788735772973836,-0.07957747154594767,0.00014491393590068346,0.0060457503596867725,0.00010958155456940497,0.03978873577297384,0.6738628417826583,0.025051590646985082,-0.008841941282883074,4.128522916756653e-08,3.7918643931063776e-06,1.8276527566136524e-05,0.004421697841367714,0.07488555489272153,-0.023453338750136537,-0.04690888370658784,0.00017638020995048038,0.006045158786470636,0.00010956551735764869,0.023453338750136544,0.9998989975507553,-0.0019185011260561351,-0.005215612898797926,5.0314367583116444e-08,3.791679333213593e-06,1.8275635591517037e-05,0.002608491139378211,0.1113318877986499,1.0,1.0,0.062376161619813825,5.105809076114548,8.306839652394011,adiabatic-clean,-0.008841941282883074,0.0060457503596867725,0.00017638020995048038,-0.039788735772973836,-0.07957747154594767,8.234514540341445e-05,0.006045750359686771,0.00010958155456940497,0.03978655423029571,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,8.234514540341316e-05,0.0060457503596867725,0.00010958155456937929,0.039786554231466605,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,8.234514540341445e-05,0.0060457503596867725,0.00010958155456940497,0.039786554231466605,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00014491393590068346,0.006045750359686771,0.00010958155456940497,0.03978655423029571,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00014491393590068119,0.0060457503596867725,0.00010958155456937929,0.039786554231466605,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00014491393590068346,0.0060457503596867725,0.00010958155456940497,0.039786554231466605,0.6738628417826583,-0.023453338750136537,-0.046908854734738666,0.00017638020995047756,0.006045158786470487,0.00010956551735764869,0.023451157526834684,0.9998989975507553,-0.023453338750136537,-0.04690888370658784,0.00017638020995048038,0.006045158786470636,0.00010956551735760076,0.023451157528005414,0.9998989975507553,-0.023453338750136537,-0.04690888370658784,0.00017638020995048038,0.006045158786470636,0.00010956551735764869,0.023451157528005414,0.9998989975507553,1.0,1.0,1.0
adiabatic_B3_w5_minjerk_Tr10,3.0,5.0,10.0,60.0,minjerk,False,803,-1.5,81.5,-0.039788735772973836,-0.07957747154594767,0.0027934224653070583,0.21256520486884442,0.10421171345627026,0.03978873577297478,0.21755540426439118,0.02940078149612631,-0.008841941282883074,6.048470261804612e-08,9.777343138524705e-06,0.0007403005421196387,0.004450426264104525,0.024173016199266265,-0.039788735772973836,-0.07957747154594767,0.0049159974372313476,0.21256520486884442,0.10421171345627026,0.03978873577297478,0.6738628417826583,0.025051590646985082,-0.008841941282883074,1.0645418989624334e-07,9.777343138524705e-06,0.0007403005421196387,0.004450426264104525,0.07488555489272153,-0.023453338750136537,-0.04858537075751692,0.005983853226227097,0.21254506567274656,0.1041976567493137,0.02345333875013747,0.9998989975507553,-0.0019185011260561351,-0.0052157469911227215,1.297358728100442e-07,9.77686595985355e-06,0.0007402644120689102,0.0026372181600365224,0.1113318877986499,0.44707347447073476,1.0,0.062376161619813825,5.105809076114548,8.306839652394011,partial-adiabatic,-0.008841941282883074,0.21256520486884442,0.005983853226227097,-0.039788735772973836,-0.07957747154594767,0.0027934224653070583,0.21256520486884442,0.10421171345621298,0.03972515407838569,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.002793422465307043,0.21256520486883979,0.10421171345627026,0.039724744668238776,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0027934224653070583,0.21256520486884442,0.10421171345627026,0.03972515407838569,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.004915997437231309,0.21256520486884442,0.10421171345621298,0.03972515407838569,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0049159974372313476,0.21256520486883979,0.10421171345627026,0.039724744668238776,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0049159974372313476,0.21256520486884442,0.10421171345627026,0.03972515407838569,0.6738628417826583,-0.023453338750136537,-0.04858537075751678,0.00598385322622705,0.21254506567274656,0.1041976567492959,0.023389766363862145,0.9998989975507553,-0.023453338750136537,-0.04858537075751692,0.005983853226227097,0.21254506567274656,0.1041976567493137,0.023389357013652433,0.9998989975507553,-0.023453338750136537,-0.04858537075751692,0.005983853226227097,0.21254506567274656,0.1041976567493137,0.023389766363862145,0.9998989975507553,0.07883817427385892,0.07883817427385892,0.07883817427385892
adiabatic_B3_w5_minjerk_Tr30,3.0,5.0,30.0,60.0,minjerk,False,803,-4.5,124.5,-0.039788735772973836,-0.07957747154594767,0.0009311408217690196,0.07085506828961541,0.011579079272915852,0.039788735772974156,0.21755540426439118,0.02940078149612631,-0.008841941282883074,1.5681219191267974e-08,2.534866739326939e-06,7.076439987127178e-05,0.004423786267450149,0.024173016199266265,-0.039788735772973836,-0.07957747154594767,0.0016386658124104368,0.07085506828961541,0.011579079272915852,0.039788735772974156,0.6738628417826583,0.025051590646985082,-0.008841941282883074,2.75992344151864e-08,2.534866739326939e-06,7.076439987127178e-05,0.004423786267450149,0.07488555489272153,-0.023453338750136537,-0.04699545563816173,0.001994617742075723,0.07084835522424983,0.011577517416588459,0.023453338750136842,0.9998989975507553,-0.0019185011260561351,-0.005215584738354117,3.363522628000535e-08,2.5347430249974705e-06,7.0760946243546e-05,0.002610579463535707,0.1113318877986499,0.5965130759651308,1.0,0.062376161619813825,5.105809076114548,8.306839652394011,adiabatic-rate-budget,-0.008841941282883074,0.07085506828961541,0.001994617742075723,-0.039788735772973836,-0.07957747154594767,0.0009311408217690196,0.07085506828961541,0.011579079272915774,0.03978167114024187,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0009311408217690189,0.07085506828961308,0.011579079272915852,0.03978162565022557,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0009311408217690196,0.07085506828961541,0.011579079272915852,0.03978167114024187,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0016386658124104368,0.07085506828961541,0.011579079272915774,0.03978167114024187,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0016386658124104359,0.07085506828961308,0.011579079272915852,0.03978162565022557,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0016386658124104368,0.07085506828961541,0.011579079272915852,0.03978167114024187,0.6738628417826583,-0.023453338750136537,-0.046995455638161605,0.0019946177420756624,0.07084835522424983,0.011577517416581784,0.023446275151661734,0.9998989975507553,-0.023453338750136537,-0.04699545563816173,0.001994617742075723,0.0708483552242481,0.011577517416588459,0.023446229668305126,0.9998989975507553,-0.023453338750136537,-0.04699545563816173,0.001994617742075723,0.07084835522424983,0.011577517416588459,0.023446275151661734,0.9998989975507553,0.3278008298755187,0.3278008298755187,0.3278008298755187
adiabatic_B3_w5_minjerk_Tr100,3.0,5.0,100.0,60.0,minjerk,False,803,-15.0,275.0,-0.039788735772973836,-0.07957747154594767,0.00027934224653070587,0.021256520486884097,0.0010421171345625193,0.03978873577297391,0.21755540426439118,0.02940078149612631,-0.008841941282883074,2.646205741319504e-09,4.2775876263334567e-07,4.78516279448987e-06,0.004421161037019598,0.024173016199266265,-0.039788735772973836,-0.07957747154594767,0.0004915997437231327,0.021256520486884097,0.0010421171345625193,0.03978873577297391,0.6738628417826583,0.025051590646985082,-0.008841941282883074,4.657370807421662e-09,4.2775876263334567e-07,4.78516279448987e-06,0.004421161037019598,0.07488555489272153,-0.023453338750136537,-0.046909434366347036,0.0005983853226227132,0.021254506567274484,0.001041976567493101,0.02345333875013661,0.9998989975507553,-0.0019185011260561351,-0.005215537532939304,5.675944434775493e-09,4.2773788596242064e-07,4.7849292567475675e-06,0.002607954361228466,0.1113318877986499,0.9053549190535491,1.0,0.06237616161981396,5.105809076114548,8.306839652394011,adiabatic-clean,-0.008841941282883074,0.021256520486884097,0.0005983853226227132,-0.039788735772973836,-0.07957747154594767,0.00027934224653070343,0.021256520486884097,0.0010421171345625193,0.03978809995602796,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00027934224653070587,0.021256520486884097,0.0010421171345620305,0.03978809586192648,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00027934224653070587,0.021256520486884097,0.0010421171345625193,0.03978809995602796,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0004915997437231284,0.021256520486884097,0.0010421171345625193,0.03978809995602796,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0004915997437231327,0.021256520486884097,0.0010421171345620305,0.03978809586192648,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0004915997437231327,0.021256520486884097,0.0010421171345625193,0.03978809995602796,0.6738628417826583,-0.023453338750136537,-0.046909434366347036,0.0005983853226226978,0.021254506567274484,0.001041976567493101,0.023452703026273794,0.9998989975507553,-0.023453338750136537,-0.046909434366347036,0.0005983853226227132,0.021254506567274484,0.0010419765674923676,0.023452698932771684,0.9998989975507553,-0.023453338750136537,-0.046909434366347036,0.0005983853226227132,0.021254506567274484,0.001041976567493101,0.023452703026273794,0.9998989975507553,0.8423236514522822,0.8423236514522822,0.8423236514522822
adiabatic_B3_w5_minjerk_Tr300,3.0,5.0,300.0,60.0,minjerk,False,803,-45.0,705.0,-0.039788735772973836,-0.07957747154594767,9.311408217690194e-05,0.007085506828961365,0.00011579079272914326,0.03978873577297384,0.21755540426439118,0.02940078149612631,-0.008841941282883074,3.920304774694341e-10,6.337166881994112e-08,4.0599958319214294e-07,0.0044209867956516765,0.024173016199266265,-0.039788735772973836,-0.07957747154594767,0.0001638665812410449,0.007085506828961365,0.00011579079272914326,0.03978873577297384,0.6738628417826583,0.025051590646985082,-0.008841941282883074,6.899808586871473e-10,6.337166881994112e-08,4.0599958319214294e-07,0.0044209867956516765,0.07488555489272153,-0.023453338750136537,-0.04690684904743096,0.00019946177420756934,0.007084835522424924,0.00011577517416588177,0.023453338750136544,0.9998989975507553,-0.0019185011260561351,-0.005215529369596893,8.408806572952186e-10,6.336857622451572e-08,4.059797703592112e-07,0.0026077801283643886,0.1113318877986499,1.0,1.0,0.062376161619813825,5.105809076114548,8.306839652394011,adiabatic-clean,-0.008841941282883074,0.007085506828961365,0.00019946177420756934,-0.039788735772973836,-0.07957747154594767,9.311408217690194e-05,0.007085506828961294,0.00011579079272912086,0.03978866512664652,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,9.311408217690194e-05,0.007085506828961365,0.00011579079272914326,0.03978866467174635,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,9.311408217690194e-05,0.007085506828961365,0.00011579079272914326,0.03978866512664652,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0001638665812410449,0.007085506828961294,0.00011579079272912086,0.03978866512664652,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00016386658124104282,0.007085506828961365,0.00011579079272914326,0.03978866467174635,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001638665812410449,0.007085506828961365,0.00011579079272914326,0.03978866512664652,0.6738628417826583,-0.023453338750136537,-0.04690684904743096,0.00019946177420756677,0.00708483552242478,0.00011577517416585898,0.02345326811415178,0.9998989975507553,-0.023453338750136537,-0.04690684904743096,0.00019946177420756934,0.007084835522424924,0.00011577517416588177,0.023453267659318214,0.9998989975507553,-0.023453338750136537,-0.04690684904743096,0.00019946177420756934,0.007084835522424924,0.00011577517416588177,0.02345326811415178,0.9998989975507553,1.0,1.0,1.0
adiabatic_B3_w8_cosine_Tr10,3.0,8.0,10.0,60.0,cosine,False,803,-1.5,81.5,-0.039788735772973836,-0.07957747154594767,0.0024703616869659805,0.18137251079060385,0.09862339911246032,0.03978873577297478,0.21755540426439118,0.029400950813395933,-0.008841941282883074,3.6191157146119566e-06,0.0005850305063156055,0.016447909823317914,0.005075412179419234,0.024172852222216955,-0.039788735772973836,-0.07957747154594767,0.004347674138505546,0.18137251079060385,0.09862339911246032,0.03978873577297478,0.6738628417826583,0.025054303401423183,-0.008841941282883074,6.3695065302371094e-06,0.0005850305063156055,0.016447909823317914,0.005075412179419234,0.07487546567696031,-0.023453338750136537,-0.049125964372433356,0.005295350205769603,0.18136980272676612,0.09862119660009944,0.02345333875013747,0.9998989975507553,-0.0007575329109375746,-0.005225519602496078,7.759422681615772e-06,0.0005850261496949474,0.016447787338584516,0.0032606435348533146,0.11113463296059974,0.39975093399750933,1.0,0.05489621920644221,5.113593106950322,8.398110669628256,partial-adiabatic,-0.008841941282883074,0.18137251079060385,0.005295350205769603,-0.039788735772973836,-0.07957747154594767,0.00247036168696598,0.18137251079060385,0.09862339911244306,0.03782534736265627,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0024703616869659805,0.1813725107906014,0.09862339911246032,0.03782534841646736,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0024703616869659805,0.18137251079060385,0.09862339911246032,0.03782534841646736,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.004347674138505544,0.18137251079060385,0.09862339911244306,0.03782534736265627,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.004347674138505546,0.1813725107906014,0.09862339911246032,0.03782534841646736,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.004347674138505546,0.18137251079060385,0.09862339911246032,0.03782534841646736,0.6738628417826583,-0.023453338750136537,-0.049125964372432995,0.005295350205769569,0.18136980272676612,0.09862119660008219,0.021489994202198763,0.9998989975507553,-0.023453338750136537,-0.049125964372433356,0.005295350205769603,0.18136980272676362,0.09862119660009944,0.021489995255986064,0.9998989975507553,-0.023453338750136537,-0.049125964372433356,0.005295350205769603,0.18136980272676612,0.09862119660009944,0.021489995255986064,0.9998989975507553,0.0,0.0,0.0
adiabatic_B3_w8_cosine_Tr30,3.0,8.0,30.0,60.0,cosine,False,803,-4.5,124.5,-0.039788735772973836,-0.07957747154594767,0.0008234538956553403,0.060457503596866996,0.010958155456940495,0.039788735772974156,0.21755540426439118,0.029400950813395933,-0.008841941282883074,9.382892593380577e-07,0.00015167457571063636,0.0018275751140140607,0.004493687544758305,0.024172852222216955,-0.039788735772973836,-0.07957747154594767,0.0014492247128351935,0.060457503596866996,0.010958155456940495,0.039788735772974156,0.6738628417826583,0.025054303401423183,-0.008841941282883074,1.6513535448694529e-06,0.00015167457571063636,0.0018275751140140607,0.004493687544758305,0.07487546567696031,-0.023453338750136537,-0.0471677231705706,0.0017651167352565446,0.060456600908920466,0.010957910733344255,0.023453338750136842,0.9998989975507553,-0.0007575329109375746,-0.0052158115567779465,2.011702176704726e-06,0.00015167344621658358,0.0018275615043792,0.002678923232194913,0.11113463296059974,0.5466998754669987,1.0,0.05489621920644221,5.113593106950322,8.398110669628256,adiabatic-rate-budget,-0.008841941282883074,0.060457503596866996,0.0017651167352565446,-0.039788735772973836,-0.07957747154594767,0.0008234538956553403,0.06045750359686696,0.010958155456940495,0.039570581505160865,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00082345389565532,0.060457503596866996,0.010958155456939908,0.03957058162225096,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0008234538956553403,0.060457503596866996,0.010958155456940495,0.03957058162225096,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0014492247128351935,0.06045750359686696,0.010958155456940495,0.039570581505160865,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.001449224712835176,0.060457503596866996,0.010958155456939908,0.03957058162225096,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0014492247128351935,0.060457503596866996,0.010958155456940495,0.03957058162225096,0.6738628417826583,-0.023453338750136537,-0.0471677231705706,0.0017651167352565227,0.060456600908919855,0.010957910733341274,0.02323518935592126,0.9998989975507553,-0.023453338750136537,-0.0471677231705706,0.0017651167352565446,0.060456600908920466,0.010957910733344255,0.02323518947300874,0.9998989975507553,-0.023453338750136537,-0.0471677231705706,0.0017651167352565446,0.060456600908920466,0.010957910733344255,0.02323518947300874,0.9998989975507553,0.24481327800829875,0.24481327800829875,0.24481327800829875
adiabatic_B3_w8_cosine_Tr100,3.0,8.0,100.0,60.0,cosine,False,803,-15.0,275.0,-0.039788735772973836,-0.07957747154594767,0.0002470361686965991,0.01813725107906054,0.000986233991124682,0.03978873577297391,0.21755540426439118,0.029400950813395933,-0.008841941282883074,1.5833631251290806e-07,2.5595084651423388e-05,0.00016448583649149426,0.004427515324928094,0.024172852222216955,-0.039788735772973836,-0.07957747154594767,0.00043476741385055725,0.01813725107906054,0.000986233991124682,0.03978873577297391,0.6738628417826583,0.025054303401423183,-0.008841941282883074,2.786659107003465e-07,2.5595084651423388e-05,0.00016448583649149426,0.004427515324928094,0.07487546567696031,-0.023453338750136537,-0.046929813614317924,0.0005295350205769613,0.018136980272676517,0.0009862119660008592,0.02345333875013661,0.9998989975507553,-0.0007575329109375746,-0.005212987122226852,3.3947474232449494e-07,2.5594894049440762e-05,0.00016448461159428846,0.002612751505137756,0.11113463296059974,1.0,1.0,0.05489621920644237,5.113593106950322,8.398110669628256,adiabatic-clean,-0.008841941282883074,0.01813725107906054,0.0005295350205769613,-0.039788735772973836,-0.07957747154594767,0.0002470361686965989,0.018137251079060387,0.0009862339911246448,0.03976910188887067,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0002470361686965991,0.01813725107906054,0.000986233991124682,0.039769101899408764,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0002470361686965991,0.01813725107906054,0.000986233991124682,0.039769101899408764,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00043476741385055264,0.018137251079060387,0.0009862339911246448,0.03976910188887067,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00043476741385055725,0.01813725107906054,0.000986233991124682,0.039769101899408764,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00043476741385055725,0.01813725107906054,0.000986233991124682,0.039769101899408764,0.6738628417826583,-0.023453338750136537,-0.046929813614317924,0.0005295350205769613,0.018136980272676517,0.0009862119660005546,0.023433705304657156,0.9998989975507553,-0.023453338750136537,-0.046929813614317924,0.0005295350205769613,0.01813698027267637,0.0009862119660008592,0.02343370531519502,0.9998989975507553,-0.023453338750136537,-0.046929813614317924,0.0005295350205769613,0.018136980272676517,0.0009862119660008592,0.02343370531519502,0.9998989975507553,1.0,1.0,1.0
adiabatic_B3_w8_cosine_Tr300,3.0,8.0,300.0,60.0,cosine,False,803,-45.0,705.0,-0.039788735772973836,-0.07957747154594767,8.234538956553297e-05,0.0060457503596867725,0.00010958155456940497,0.03978873577297384,0.21755540426439118,0.029400950813395933,-0.008841941282883074,2.3457231486336034e-08,3.7918643931063776e-06,1.8276527566136524e-05,0.004421697841367714,0.024172852222216955,-0.039788735772973836,-0.07957747154594767,0.0001449224712835198,0.0060457503596867725,0.00010958155456940497,0.03978873577297384,0.6738628417826583,0.025054303401423183,-0.008841941282883074,4.1283838626974346e-08,3.7918643931063776e-06,1.8276527566136524e-05,0.004421697841367714,0.07487546567696031,-0.023453338750136537,-0.04690888398032798,0.00017651167352565565,0.006045660090892149,0.00010957910733346178,0.023453338750136544,0.9998989975507553,-0.0007575329109375746,-0.005212498686176657,5.0292554416979916e-08,3.7918361555330148e-06,1.8276391463144082e-05,0.002606934064899121,0.11113463296059974,1.0,1.0,0.05489621920644221,5.113593106950322,8.398110669628256,adiabatic-clean,-0.008841941282883074,0.0060457503596867725,0.00017651167352565565,-0.039788735772973836,-0.07957747154594767,8.234538956553297e-05,0.006045750359686771,0.00010958155456940497,0.03978655423029571,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,8.234538956553167e-05,0.0060457503596867725,0.00010958155456937929,0.039786554231466605,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,8.234538956553297e-05,0.0060457503596867725,0.00010958155456940497,0.039786554231466605,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00014492247128351752,0.006045750359686771,0.00010958155456940497,0.03978655423029571,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001449224712835198,0.0060457503596867725,0.00010958155456937929,0.039786554231466605,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001449224712835198,0.0060457503596867725,0.00010958155456940497,0.039786554231466605,0.6738628417826583,-0.023453338750136537,-0.04690885500488405,0.00017651167352565283,0.006045660090892001,0.00010957910733346178,0.02345115725619438,0.9998989975507553,-0.023453338750136537,-0.04690888398032798,0.00017651167352565565,0.006045660090892149,0.00010957910733339153,0.02345115725736525,0.9998989975507553,-0.023453338750136537,-0.04690888398032798,0.00017651167352565565,0.006045660090892149,0.00010957910733346178,0.02345115725736525,0.9998989975507553,1.0,1.0,1.0
adiabatic_B3_w8_minjerk_Tr10,3.0,8.0,10.0,60.0,minjerk,False,803,-1.5,81.5,-0.039788735772973836,-0.07957747154594767,0.002793429917347059,0.21256520486884442,0.10421171345627026,0.03978873577297478,0.21755540426439118,0.029400950813395933,-0.008841941282883074,6.04846000682609e-08,9.777343138524705e-06,0.0007403005421196387,0.004450426264104525,0.024172852222216955,-0.039788735772973836,-0.07957747154594767,0.004916257947646849,0.21256520486884442,0.10421171345627026,0.03978873577297478,0.6738628417826583,0.025054303401423183,-0.008841941282883074,1.0645060436268118e-07,9.777343138524705e-06,0.0007403005421196387,0.004450426264104525,0.07487546567696031,-0.023453338750136537,-0.048584828941419037,0.005987943685110965,0.21256213181529482,0.10420956846089123,0.02345333875013747,0.9998989975507553,-0.0007575329109375746,-0.005212632772956542,1.296796274798588e-07,9.777270325443406e-06,0.0007402950292269394,0.0026356622737002673,0.11113463296059974,0.44707347447073476,1.0,0.05489621920644221,5.113593106950322,8.398110669628256,partial-adiabatic,-0.008841941282883074,0.21256520486884442,0.005987943685110965,-0.039788735772973836,-0.07957747154594767,0.0027934299173470183,0.21256520486884442,0.10421171345621298,0.03972515407838569,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.002793429917347059,0.21256520486883979,0.10421171345627026,0.039724744668238776,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.002793429917347059,0.21256520486884442,0.10421171345627026,0.03972515407838569,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.004916257947646808,0.21256520486884442,0.10421171345621298,0.03972515407838569,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.004916257947646849,0.21256520486883979,0.10421171345627026,0.039724744668238776,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.004916257947646849,0.21256520486884442,0.10421171345627026,0.03972515407838569,0.6738628417826583,-0.023453338750136537,-0.04858482894141891,0.005987943685110957,0.21256213181529482,0.10420956846089123,0.02338975847597214,0.9998989975507553,-0.023453338750136537,-0.048584828941419037,0.005987943685110965,0.21256213181529018,0.10420956846085029,0.023389349074971404,0.9998989975507553,-0.023453338750136537,-0.048584828941419037,0.005987943685110965,0.21256213181529482,0.10420956846089123,0.02338975847597214,0.9998989975507553,0.07883817427385892,0.07883817427385892,0.07883817427385892
