case,B0,width,Tr,Th,ramp_kind,static,n_t,t_start,t_end,access_all_min_rho,access_all_min_Tkk,access_all_max_abs_flux,access_all_max_abs_Kll,access_all_max_abs_accel,access_all_max_abs_p_tangential,access_all_max_abs_expansion_product,access_hold_min_rho,access_hold_min_Tkk,access_hold_max_abs_flux,access_hold_max_abs_Kll,access_hold_max_abs_accel,access_hold_max_abs_p_tangential,access_hold_max_abs_expansion_product,support_all_min_rho,support_all_min_Tkk,support_all_max_abs_flux,support_all_max_abs_Kll,support_all_max_abs_accel,support_all_max_abs_p_tangential,support_all_max_abs_expansion_product,support_hold_min_rho,support_hold_min_Tkk,support_hold_max_abs_flux,support_hold_max_abs_Kll,support_hold_max_abs_accel,support_hold_max_abs_p_tangential,support_hold_max_abs_expansion_product,shoulder_all_min_rho,shoulder_all_min_Tkk,shoulder_all_max_abs_flux,shoulder_all_max_abs_Kll,shoulder_all_max_abs_accel,shoulder_all_max_abs_p_tangential,shoulder_all_max_abs_expansion_product,shoulder_hold_min_rho,shoulder_hold_min_Tkk,shoulder_hold_max_abs_flux,shoulder_hold_max_abs_Kll,shoulder_hold_max_abs_accel,shoulder_hold_max_abs_p_tangential,shoulder_hold_max_abs_expansion_product,all_access_quiet_fraction,hold_access_quiet_fraction,hold_integrated_negative_Tkk_proper,hold_proper_half_length_R2,hold_proper_half_length_R3,classification,hold_Tkk_min_for_gate,ramp_cost_max_access_K_or_accel,ramp_cost_max_shoulder_flux,access_setup_min_rho,access_setup_min_Tkk,access_setup_max_abs_flux,access_setup_max_abs_Kll,access_setup_max_abs_accel,access_setup_max_abs_p_tangential,access_setup_max_abs_expansion_product,access_reset_min_rho,access_reset_min_Tkk,access_reset_max_abs_flux,access_reset_max_abs_Kll,access_reset_max_abs_accel,access_reset_max_abs_p_tangential,access_reset_max_abs_expansion_product,access_ramps_min_rho,access_ramps_min_Tkk,access_ramps_max_abs_flux,access_ramps_max_abs_Kll,access_ramps_max_abs_accel,access_ramps_max_abs_p_tangential,access_ramps_max_abs_expansion_product,support_setup_min_rho,support_setup_min_Tkk,support_setup_max_abs_flux,support_setup_max_abs_Kll,support_setup_max_abs_accel,support_setup_max_abs_p_tangential,support_setup_max_abs_expansion_product,support_reset_min_rho,support_reset_min_Tkk,support_reset_max_abs_flux,support_reset_max_abs_Kll,support_reset_max_abs_accel,support_reset_max_abs_p_tangential,support_reset_max_abs_expansion_product,support_ramps_min_rho,support_ramps_min_Tkk,support_ramps_max_abs_flux,support_ramps_max_abs_Kll,support_ramps_max_abs_accel,support_ramps_max_abs_p_tangential,support_ramps_max_abs_expansion_product,shoulder_setup_min_rho,shoulder_setup_min_Tkk,shoulder_setup_max_abs_flux,shoulder_setup_max_abs_Kll,shoulder_setup_max_abs_accel,shoulder_setup_max_abs_p_tangential,shoulder_setup_max_abs_expansion_product,shoulder_reset_min_rho,shoulder_reset_min_Tkk,shoulder_reset_max_abs_flux,shoulder_reset_max_abs_Kll,shoulder_reset_max_abs_accel,shoulder_reset_max_abs_p_tangential,shoulder_reset_max_abs_expansion_product,shoulder_ramps_min_rho,shoulder_ramps_min_Tkk,shoulder_ramps_max_abs_flux,shoulder_ramps_max_abs_Kll,shoulder_ramps_max_abs_accel,shoulder_ramps_max_abs_p_tangential,shoulder_ramps_max_abs_expansion_product,setup_access_quiet_fraction,reset_access_quiet_fraction,ramps_access_quiet_fraction
adiabatic_B2_w5_minjerk_Tr100,2.0,5.0,100.0,60.0,minjerk,False,803,-15.0,275.0,-0.039788735772973836,-0.07957747154594767,0.0001889193461919312,0.013161461421670179,0.0005449012135819552,0.03978873577297391,0.21755540426439118,0.01928673359925345,-0.019894367886486918,2.9769755013280236e-09,3.2081907189974937e-07,3.5888720955106513e-06,0.00994732673992699,0.054389177602296154,-0.039788735772973836,-0.07957747154594767,0.00033246618529713984,0.013161461421670179,0.0005449012135819552,0.03978873577297391,0.6738628417826583,0.017298221183822026,-0.019894367886486918,5.239333892623301e-09,3.2081907189974937e-07,3.5888720955106513e-06,0.00994732673992699,0.1684858008939061,-0.023453338750136537,-0.04690805600230893,0.0004046382788067939,0.013160035055052848,0.0005448253216509351,0.02345333875013661,0.9998989975507553,-0.0014677828706233054,-0.011732881148490712,6.382166535015835e-09,3.2079558611178314e-07,3.5886093721178383e-06,0.005866577970270572,0.25035909653121946,1.0,1.0,0.07897544004851871,3.405404538057275,5.555919826197006,adiabatic-clean,-0.019894367886486918,0.013161461421670179,0.0004046382788067939,-0.039788735772973836,-0.07957747154594767,0.0001889193461919312,0.013161461421669681,0.0005449012135819552,0.039788417864500894,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00018891934619193112,0.013161461421670179,0.0005449012135814501,0.03978841581745015,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0001889193461919312,0.013161461421670179,0.0005449012135819552,0.039788417864500894,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00033246618529713984,0.013161461421669681,0.0005449012135819552,0.039788417864500894,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00033246618529713507,0.013161461421670179,0.0005449012135814501,0.03978841581745015,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00033246618529713984,0.013161461421670179,0.0005449012135819552,0.039788417864500894,0.6738628417826583,-0.023453338750136537,-0.04690805600230893,0.0004046382788067939,0.013160035055052354,0.0005448253216509351,0.023453020888205157,0.9998989975507553,-0.023453338750136537,-0.04690805600230893,0.00040463827880679387,0.013160035055052848,0.0005448253216504301,0.0234530188414541,0.9998989975507553,-0.023453338750136537,-0.04690805600230893,0.0004046382788067939,0.013160035055052848,0.0005448253216509351,0.023453020888205157,0.9998989975507553,1.0,1.0,1.0
adiabatic_B2_w5_minjerk_Tr300,2.0,5.0,300.0,60.0,minjerk,False,803,-45.0,705.0,-0.039788735772973836,-0.07957747154594767,6.297311539731152e-05,0.004387153807223365,6.054457928686272e-05,0.03978873577297384,0.21755540426439118,0.01928673359925345,-0.019894367886486918,4.4103340775677615e-10,4.7528751622823946e-08,3.044996881447721e-07,0.009947196058901092,0.054389177602296154,-0.039788735772973836,-0.07957747154594767,0.0001108220617657125,0.004387153807223365,6.054457928686272e-05,0.03978873577297384,0.6738628417826583,0.017298221183822026,-0.019894367886486918,7.761976134869087e-10,4.7528751622823946e-08,3.044996881447721e-07,0.009947196058901092,0.1684858008939061,-0.023453338750136537,-0.04690676327399732,0.00013487942626893323,0.004386678351684228,6.053614685010393e-05,0.023453338750136544,0.9998989975507553,-0.0014677828706233054,-0.011732871965178688,9.455061553223855e-10,4.752527208338433e-08,3.044773964124712e-07,0.005866447298811147,0.25035909653121946,1.0,1.0,0.07897544004851856,3.405404538057275,5.555919826197006,adiabatic-clean,-0.019894367886486918,0.004387153807223365,0.00013487942626893323,-0.039788735772973836,-0.07957747154594767,6.297311539731083e-05,0.004387153807223364,6.054457928686272e-05,0.03978870044981018,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,6.297311539731152e-05,0.004387153807223365,6.054457928684261e-05,0.03978870022236009,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,6.297311539731152e-05,0.004387153807223365,6.054457928686272e-05,0.03978870044981018,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00011082206176571132,0.004387153807223364,6.054457928686272e-05,0.03978870044981018,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001108220617657125,0.004387153807223365,6.054457928684261e-05,0.03978870022236009,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001108220617657125,0.004387153807223365,6.054457928686272e-05,0.03978870044981018,0.6738628417826583,-0.023453338750136537,-0.04690676327399732,0.00013487942626893323,0.0043866783516842275,6.053614685010393e-05,0.023453303432144156,0.9998989975507553,-0.023453338750136537,-0.04690676327399732,0.00013487942626893185,0.004386678351684228,6.053614685006257e-05,0.023453303204727372,0.9998989975507553,-0.023453338750136537,-0.04690676327399732,0.00013487942626893323,0.004386678351684228,6.053614685010393e-05,0.023453303432144156,0.9998989975507553,1.0,1.0,1.0
adiabatic_B2_w8_cosine_Tr10,2.0,8.0,10.0,60.0,cosine,False,803,-1.5,81.5,-0.039788735772973836,-0.07957747154594767,0.0016226283379302791,0.11106695906615927,0.04932007711037793,0.03978873577297478,0.21755540426439118,0.0192870193213176,-0.019894367886486918,4.071503935665538e-06,0.000438772879736149,0.012335932367488436,0.010438015096726731,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.0028557164287849766,0.11106695906615927,0.04932007711037793,0.03978873577297478,0.6738628417826583,0.017302798690792376,-0.019894367886486918,7.165651383364627e-06,0.000438772879736149,0.012335932367488436,0.010438015096726731,0.16846877592734144,-0.023453338750136537,-0.048045629103380554,0.0034781426443177485,0.11106509442362773,0.04931897547996412,0.02345333875013747,0.9998989975507553,-0.0005779913119253689,-0.01174235950686038,8.728668126231629e-06,0.0004387679785562772,0.012335794572692873,0.00635463343191361,0.2500333770303418,0.40224159402241594,1.0,0.07306178586770194,3.409296553475162,5.601555334814129,adiabatic-rate-budget,-0.019894367886486918,0.11106695906615927,0.0034781426443177485,-0.039788735772973836,-0.07957747154594767,0.0016226283379302791,0.11106695906615793,0.0493200771103479,0.03880704156781455,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0016226283379302583,0.11106695906615927,0.04932007711037793,0.03880704209472087,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0016226283379302791,0.11106695906615927,0.04932007711037793,0.03880704209472087,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0028557164287849345,0.11106695906615793,0.0493200771103479,0.03880704156781455,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0028557164287849766,0.11106695906615927,0.04932007711037793,0.03880704209472087,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0028557164287849766,0.11106695906615927,0.04932007711037793,0.03880704209472087,0.6738628417826583,-0.023453338750136537,-0.048045629103380436,0.0034781426443176978,0.11106509442362773,0.04931897547993408,0.02247166647616643,0.9998989975507553,-0.023453338750136537,-0.048045629103380554,0.0034781426443177485,0.11106509442362773,0.04931897547996412,0.022471667003060955,0.9998989975507553,-0.023453338750136537,-0.048045629103380554,0.0034781426443177485,0.11106509442362773,0.04931897547996412,0.022471667003060955,0.9998989975507553,0.004149377593360996,0.004149377593360996,0.004149377593360996
adiabatic_B2_w8_cosine_Tr30,2.0,8.0,30.0,60.0,cosine,False,803,-4.5,124.5,-0.039788735772973836,-0.07957747154594767,0.0005408761126434224,0.03702231968871931,0.005480008567818518,0.039788735772974156,0.21755540426439118,0.0192870193213176,-0.019894367886486918,1.0555750944151702e-06,0.00011375593178275523,0.0013706813355115243,0.010001721620731074,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.0009519054762616383,0.03702231968871931,0.005480008567818518,0.039788735772974156,0.6738628417826583,0.017302798690792376,-0.019894367886486918,1.8577614697429338e-06,0.00011375593178275523,0.0013706813355115243,0.010001721620731074,0.16846877592734144,-0.023453338750136537,-0.04703770832236954,0.001159380881439264,0.037021698141209244,0.005479886164438016,0.023453338750136842,0.9998989975507553,-0.0005779913119253689,-0.011731438036757937,2.2629880327051185e-06,0.00011375466110688692,0.0013706660247314836,0.005918344829402082,0.2500333770303418,0.6288916562889165,1.0,0.07306178586770194,3.409296553475162,5.601555334814129,adiabatic-clean,-0.019894367886486918,0.03702231968871931,0.001159380881439264,-0.039788735772973836,-0.07957747154594767,0.0005408761126434005,0.03702231968871731,0.005480008567815245,0.03967965863906734,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0005408761126434224,0.03702231968871931,0.005480008567818518,0.03967965869761241,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0005408761126434224,0.03702231968871931,0.005480008567818518,0.03967965869761241,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0009519054762616189,0.03702231968871731,0.005480008567815245,0.03967965863906734,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0009519054762616383,0.03702231968871931,0.005480008567818518,0.03967965869761241,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0009519054762616383,0.03702231968871931,0.005480008567818518,0.03967965869761241,0.6738628417826583,-0.023453338750136537,-0.04703770832236954,0.0011593808814391693,0.037021698141209244,0.005479886164434742,0.023344264053028835,0.9998989975507553,-0.023453338750136537,-0.047037708322369476,0.001159380881439264,0.037021698141209244,0.005479886164438016,0.023344264111572567,0.9998989975507553,-0.023453338750136537,-0.04703770832236954,0.001159380881439264,0.037021698141209244,0.005479886164438016,0.023344264111572567,0.9998989975507553,0.3817427385892116,0.3817427385892116,0.3817427385892116
adiabatic_B2_w8_cosine_Tr100,2.0,8.0,100.0,60.0,cosine,False,803,-15.0,275.0,-0.039788735772973836,-0.07957747154594767,0.0001622628337930279,0.011106695906615727,0.0004932007711036931,0.03978873577297391,0.21755540426439118,0.0192870193213176,-0.019894367886486918,1.7812829718693836e-07,1.919631348856754e-05,0.00012336437736872104,0.00995209245585838,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.0002855716428784983,0.011106695906615727,0.0004932007711036931,0.03978873577297391,0.6738628417826583,0.017302798690792376,-0.019894367886486918,3.134972480195734e-07,1.919631348856754e-05,0.00012336437736872104,0.00995209245585838,0.16846877592734144,-0.023453338750136537,-0.04691825084207449,0.0003478142644317699,0.011106509442362907,0.0004931897547996619,0.02345333875013661,0.9998989975507553,-0.0005779913119253689,-0.011728260571550022,3.8187923052307555e-07,1.9196099061859332e-05,0.00012336299936400007,0.005868716218896904,0.2500333770303418,1.0,1.0,0.07306178586770212,3.409296553475162,5.601555334814129,adiabatic-clean,-0.019894367886486918,0.011106695906615727,0.0003478142644317699,-0.039788735772973836,-0.07957747154594767,0.00016226283379302514,0.011106695906615727,0.0004932007711036931,0.03977891883092225,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0001622628337930279,0.011106695906615727,0.0004932007711034443,0.0397789188361913,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0001622628337930279,0.011106695906615727,0.0004932007711036931,0.0397789188361913,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0002855716428784983,0.011106695906615727,0.0004932007711036931,0.03977891883092225,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00028557164287849353,0.011106695906615727,0.0004932007711034443,0.0397789188361913,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0002855716428784983,0.011106695906615727,0.0004932007711036931,0.0397789188361913,0.6738628417826583,-0.023453338750136537,-0.04691825084207449,0.0003478142644317698,0.011106509442362907,0.0004931897547996619,0.023443522027396843,0.9998989975507553,-0.023453338750136537,-0.04691825084207449,0.0003478142644317699,0.011106509442362572,0.0004931897547991455,0.023443522032665767,0.9998989975507553,-0.023453338750136537,-0.04691825084207449,0.0003478142644317699,0.011106509442362907,0.0004931897547996619,0.023443522032665767,0.9998989975507553,1.0,1.0,1.0
adiabatic_B2_w8_cosine_Tr300,2.0,8.0,300.0,60.0,cosine,False,803,-45.0,705.0,-0.039788735772973836,-0.07957747154594767,5.408761126434103e-05,0.003702231968871965,5.480008567818811e-05,0.03978873577297384,0.21755540426439118,0.0192870193213176,-0.019894367886486918,2.6389377363469884e-08,2.843898294635494e-06,1.370739567535306e-05,0.009947729343188121,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,9.519054762616406e-05,0.003702231968871965,5.480008567818811e-05,0.03978873577297384,0.6738628417826583,0.017302798690792376,-0.019894367886486918,4.644403674901279e-08,2.843898294635494e-06,1.370739567535306e-05,0.009947729343188121,0.16846877592734144,-0.023453338750136537,-0.04690778074030052,0.00011593808814392078,0.003702169814120941,5.479886164439031e-05,0.023453338750136544,0.9998989975507553,-0.0005779913119253689,-0.011727711085085506,5.657470082248803e-08,2.8438665280940623e-06,1.3707242562201105e-05,0.005864353154963532,0.2500333770303418,1.0,1.0,0.07306178586770194,3.409296553475162,5.601555334814129,adiabatic-clean,-0.019894367886486918,0.003702231968871965,0.00011593808814392078,-0.039788735772973836,-0.07957747154594767,5.408761126434103e-05,0.003702231968871881,5.480008567818811e-05,0.03978764500163477,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,5.4087611264341e-05,0.003702231968871965,5.4800085678164125e-05,0.03978764500222022,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,5.408761126434103e-05,0.003702231968871965,5.480008567818811e-05,0.03978764500222022,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,9.519054762616406e-05,0.003702231968871881,5.480008567818811e-05,0.03978764500163477,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,9.519054762616286e-05,0.003702231968871965,5.4800085678164125e-05,0.03978764500222022,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,9.519054762616406e-05,0.003702231968871965,5.480008567818811e-05,0.03978764500222022,0.6738628417826583,-0.023453338750136537,-0.04690776625257855,0.00011593808814392078,0.003702169814120941,5.479886164434743e-05,0.023452248003165456,0.9998989975507553,-0.023453338750136537,-0.04690778074030052,0.00011593808814392078,0.0037021698141208588,5.479886164439031e-05,0.02345224800375089,0.9998989975507553,-0.023453338750136537,-0.04690778074030052,0.00011593808814392078,0.003702169814120941,5.479886164439031e-05,0.02345224800375089,0.9998989975507553,1.0,1.0,1.0
adiabatic_B2_w8_minjerk_Tr10,2.0,8.0,10.0,60.0,minjerk,False,803,-1.5,81.5,-0.039788735772973836,-0.07957747154594767,0.0018891992795225174,0.1316146142166978,0.05449012135819067,0.03978873577297478,0.21755540426439118,0.0192870193213176,-0.019894367886486918,6.804515430485972e-08,7.333007354072405e-06,0.0005552254065183786,0.00996927566023786,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.0033248652230038864,0.1316146142166978,0.05449012135819067,0.03978873577297478,0.6738628417826583,0.017302798690792376,-0.019894367886486918,1.197562035686552e-07,7.333007354072405e-06,0.0005552254065183786,0.00996927566023786,0.16846877592734144,-0.023453338750136537,-0.047777383965361235,0.004049575396465071,0.1316124376890917,0.054488963274408164,0.02345333875013747,0.9998989975507553,-0.0005779913119253689,-0.011727861931589624,1.4587817641824534e-07,7.332925443128324e-06,0.0005552192045742868,0.005885899231337936,0.2500333770303418,0.47696139476961397,1.0,0.07306178586770194,3.409296553475162,5.601555334814129,adiabatic-rate-budget,-0.019894367886486918,0.1316146142166978,0.004049575396465071,-0.039788735772973836,-0.07957747154594767,0.0018891992795225174,0.1316146142166978,0.05449012135819067,0.03975694492567837,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.001889199279522516,0.1316146142166977,0.054490121358129584,0.03975674022060487,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0018891992795225174,0.1316146142166978,0.05449012135819067,0.03975694492567837,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0033248652230038864,0.1316146142166978,0.05449012135819067,0.03975694492567837,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0033248652230038842,0.1316146142166977,0.054490121358129584,0.03975674022060487,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0033248652230038864,0.1316146142166978,0.05449012135819067,0.03975694492567837,0.6738628417826583,-0.023453338750136537,-0.04777738396536099,0.004049575396465071,0.1316124376890917,0.0544889632743878,0.023421548613053216,0.9998989975507553,-0.023453338750136537,-0.047777383965361235,0.004049575396465023,0.1316124376890916,0.054488963274408164,0.023421343912552735,0.9998989975507553,-0.023453338750136537,-0.047777383965361235,0.004049575396465071,0.1316124376890917,0.054488963274408164,0.023421548613053216,0.9998989975507553,0.12863070539419086,0.12863070539419086,0.12863070539419086
adiabatic_B2_w8_minjerk_Tr30,2.0,8.0,30.0,60.0,minjerk,False,803,-4.5,124.5,-0.039788735772973836,-0.07957747154594767,0.0006297330931741932,0.04387153807223348,0.006054457928686718,0.039788735772974156,0.21755540426439118,0.0192870193213176,-0.019894367886486918,1.7641336291415697e-08,1.9011500541838413e-06,5.3073299901075495e-05,0.009949295662749822,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.0011082884076679738,0.04387153807223348,0.006054457928686718,0.039788735772974156,0.6738628417826583,0.017302798690792376,-0.019894367886486918,3.1047904609704636e-08,1.9011500541838413e-06,5.3073299901075495e-05,0.009949295662749822,0.16846877592734144,-0.023453338750136537,-0.04695116073962187,0.0013498584654883714,0.04387081256303035,0.006054329252708625,0.023453338750136842,0.9998989975507553,-0.0005779913119253689,-0.011727679406132145,3.7820267941712814e-08,1.9011288171043986e-06,5.3072707066430046e-05,0.00586591945702927,0.2500333770303418,0.663760896637609,1.0,0.07306178586770194,3.409296553475162,5.601555334814129,adiabatic-clean,-0.019894367886486918,0.04387153807223348,0.0013498584654883714,-0.039788735772973836,-0.07957747154594767,0.0006297330931741511,0.04387153807223348,0.006054457928679892,0.03978520345660777,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0006297330931741932,0.04387153807223348,0.006054457928686718,0.03978518071159964,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0006297330931741932,0.04387153807223348,0.006054457928686718,0.03978520345660777,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0011082884076679368,0.04387153807223348,0.006054457928679892,0.03978520345660777,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0011082884076679738,0.04387153807223348,0.006054457928686718,0.03978518071159964,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0011082884076679738,0.04387153807223348,0.006054457928686718,0.03978520345660777,0.6738628417826583,-0.023453338750136537,-0.04695116073962187,0.0013498584654883035,0.04387081256303035,0.006054329252705204,0.023449806512682917,0.9998989975507553,-0.023453338750136537,-0.04695116073962187,0.0013498584654883714,0.04387081256303034,0.006054329252708625,0.023449783768182894,0.9998989975507553,-0.023453338750136537,-0.04695116073962187,0.0013498584654883714,0.04387081256303035,0.006054329252708625,0.023449806512682917,0.9998989975507553,0.43983402489626555,0.43983402489626555,0.43983402489626555
adiabatic_B2_w8_minjerk_Tr100,2.0,8.0,100.0,60.0,minjerk,False,803,-15.0,275.0,-0.039788735772973836,-0.07957747154594767,0.0001889199279522533,0.013161461421670179,0.0005449012135819552,0.03978873577297391,0.21755540426439118,0.0192870193213176,-0.019894367886486918,2.9769755038509757e-09,3.208190717753622e-07,3.5888720955106513e-06,0.00994732673992699,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.00033248652230038946,0.013161461421670179,0.0005449012135819552,0.03978873577297391,0.6738628417826583,0.017302798690792376,-0.019894367886486918,5.239333907125899e-09,3.208190717753622e-07,3.5888720955106513e-06,0.00994732673992699,0.16846877592734144,-0.023453338750136537,-0.04690805559796128,0.00040495753964650587,0.013161243768909042,0.0005448896327438774,0.02345333875013661,0.9998989975507553,-0.0005779913119253689,-0.011727626302631924,6.382170214611756e-09,3.2081548812923126e-07,3.5888320071875894e-06,0.005863950556199516,0.2500333770303418,1.0,1.0,0.07306178586770212,3.409296553475162,5.601555334814129,adiabatic-clean,-0.019894367886486918,0.013161461421670179,0.00040495753964650587,-0.039788735772973836,-0.07957747154594767,0.0001889199279522533,0.013161461421669681,0.0005449012135819552,0.039788417864500894,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0001889199279522506,0.013161461421670179,0.0005449012135814501,0.03978841581745015,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.0001889199279522533,0.013161461421670179,0.0005449012135819552,0.039788417864500894,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00033248652230038946,0.013161461421669681,0.0005449012135819552,0.039788417864500894,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00033248652230038935,0.013161461421670179,0.0005449012135814501,0.03978841581745015,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.00033248652230038946,0.013161461421670179,0.0005449012135819552,0.039788417864500894,0.6738628417826583,-0.023453338750136537,-0.04690805559796128,0.00040495753964650587,0.013161243768908875,0.0005448896327438774,0.023453020848765715,0.9998989975507553,-0.023453338750136537,-0.04690805559796128,0.0004049575396465057,0.013161243768909042,0.0005448896327436249,0.0234530188017607,0.9998989975507553,-0.023453338750136537,-0.04690805559796128,0.00040495753964650587,0.013161243768909042,0.0005448896327438774,0.023453020848765715,0.9998989975507553,1.0,1.0,1.0
adiabatic_B2_w8_minjerk_Tr300,2.0,8.0,300.0,60.0,minjerk,False,803,-45.0,705.0,-0.039788735772973836,-0.07957747154594767,6.297330931741777e-05,0.004387153807223365,6.054457928686272e-05,0.03978873577297384,0.21755540426439118,0.0192870193213176,-0.019894367886486918,4.4103340980940664e-10,4.7528751654168606e-08,3.044996881447721e-07,0.009947196058901092,0.054388900891504145,-0.039788735772973836,-0.07957747154594767,0.0001108288407667977,0.004387153807223365,6.054457928686272e-05,0.03978873577297384,0.6738628417826583,0.017302798690792376,-0.019894367886486918,7.761976175997125e-10,4.7528751654168606e-08,3.044996881447721e-07,0.009947196058901092,0.16846877592734144,-0.023453338750136537,-0.046906763263059724,0.00013498584654883581,0.00438708125630315,6.0543292527112504e-05,0.023453338750136544,0.9998989975507553,-0.0005779913119253689,-0.011727617119319859,9.455067029610704e-10,4.7528220760680596e-08,3.0449628676020533e-07,0.005863819876633346,0.2500333770303418,1.0,1.0,0.07306178586770194,3.409296553475162,5.601555334814129,adiabatic-clean,-0.019894367886486918,0.004387153807223365,0.00013498584654883581,-0.039788735772973836,-0.07957747154594767,6.297330931741709e-05,0.004387153807223364,6.054457928686272e-05,0.03978870044981018,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,6.297330931741777e-05,0.004387153807223365,6.054457928684261e-05,0.03978870022236009,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,6.297330931741777e-05,0.004387153807223365,6.054457928686272e-05,0.03978870044981018,0.21755540426439118,-0.039788735772973836,-0.07957747154594767,0.00011082884076679647,0.004387153807223364,6.054457928686272e-05,0.03978870044981018,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001108288407667977,0.004387153807223365,6.054457928684261e-05,0.03978870022236009,0.6738628417826583,-0.039788735772973836,-0.07957747154594767,0.0001108288407667977,0.004387153807223365,6.054457928686272e-05,0.03978870044981018,0.6738628417826583,-0.023453338750136537,-0.046906763263059724,0.00013498584654883435,0.00438708125630315,6.054329252709021e-05,0.023453303427761994,0.9998989975507553,-0.023453338750136537,-0.046906763263059724,0.00013498584654883581,0.0043870812563030675,6.0543292527112504e-05,0.023453303200316994,0.9998989975507553,-0.023453338750136537,-0.046906763263059724,0.00013498584654883581,0.00438708125630315,6.0543292527112504e-05,0.023453303427761994,0.9998989975507553,1.0,1.0,1.0
