series,observer_family,B_setup_neg,B_setup_pos,B_setup_neg_centroid,B_setup_pos_centroid,R_open_neg,R_open_pos,R_open_neg_centroid,R_open_pos_centroid,hold_neg,hold_pos,hold_neg_centroid,hold_pos_centroid,R_close_neg,R_close_pos,R_close_neg_centroid,R_close_pos_centroid,comp_neg,comp_pos,comp_neg_centroid,comp_pos_centroid,B_reset_neg,B_reset_pos,B_reset_neg_centroid,B_reset_pos_centroid,open_interval_neg,open_interval_pos,open_interval_neg_centroid,open_interval_pos_centroid,setup_reset_neg,setup_reset_pos,setup_reset_neg_centroid,setup_reset_pos_centroid,full_cycle_neg,full_cycle_pos,full_cycle_neg_centroid,full_cycle_pos_centroid,full_pos_to_neg_ratio,open_pos_to_neg_ratio,setup_reset_pos_to_neg_ratio
target_zero_flux_Tkk,core_line,0.00018073127628248016,0.0,24.495543111479815,,0.0025225399675085284,0.0,153.31033208654796,,0.07417470344409502,0.0,185.00625,,0.002507263249108805,0.0,216.69715964327577,,0.0,0.08745390727303427,,230.00071913146863,0.0001807312762824261,0.0,365.5044568885335,,0.08040630133635575,0.0,185.0000099397656,,0.00036882140734834334,0.0,194.99999999998155,,0.08076798094906874,0.08746509379027084,185.0447603931303,229.99987548261842,1.0829179182455282,0.0,0.0
target_zero_flux_Tkk,access_mean,0.0037317615198077113,0.0329103063956287,10.128859318827296,79.07274668606667,0.0048137185306091,0.0,152.76089471945124,,0.07127950597549193,0.0,185.0061374748603,,0.004800233381393847,0.0,217.24543667162183,,0.0,0.08728657683731515,,230.0010408967284,0.0037279416297775324,0.03291030639562868,380.0141017266487,310.92725331393336,0.08204172358569958,0.0,185.0006524448463,,0.008450979932408963,0.06582061279125738,191.27577083711193,194.99999999999997,0.08956083881143052,0.1531132880492835,185.82990773209053,214.95446838542432,1.7096008711089112,0.0,7.788518410600134
target_zero_flux_Tkk,support_mean,0.21317531221932629,0.7573032096258905,12.083344188168333,80.88530005420111,0.008536442338144363,0.0,152.0081976611956,,0.055352704535585016,0.0,185.00428760913167,,0.008542064569920276,0.0,217.99559527920533,,0.0001169403962094877,0.0768715711933509,230.01264434170673,230.0004167422483,0.2131441964584081,0.7573032096258906,377.9367381705497,309.1146999457989,0.0729268552420754,0.0,185.00514601122077,,0.4462340880252636,1.5146064192517812,194.42595321036714,194.99999999999997,0.49996670887460604,1.591477990445132,193.54264542112716,196.69059015804936,3.1831679233751746,0.0,3.394197036704192
target_zero_flux_Tkk,support_ring_mean,0.7620250507993215,1.003169769565082,14.250757566891032,83.38124505061043,0.011601198857358103,0.0004089714161104299,151.6645063717559,154.20481097398562,0.04040704920557477,0.0,185.00082471081242,,0.011627118139816038,0.0004063129603680973,218.33775366135166,215.8032620248802,0.0007941645791457459,0.05592366119975019,230.34259940784884,229.9988961803017,0.76196289200084,1.003169769565082,375.7602877802604,306.6187549493896,0.06369432498461558,0.001077876615112926,185.01251906018686,185.0090484213795,1.5789955565525826,2.006339539130164,194.67596197020833,195.00000000000003,1.5899080301069946,2.0633410769450276,194.61445259792902,195.94337161268803,1.2977738572753543,0.01692264758866825,1.27064292917365
target_zero_flux_Tkk,shoulder_mean,0.24777329918347277,0.4878716538829201,14.225010896518556,83.2581559717116,0.002515332777984938,0.0004836622383932026,151.41822125195768,153.98821581968346,0.0024417210280534445,6.7247087814653e-05,184.9945708059483,185.64658045843797,0.0025241231093365976,0.00048099257557386094,218.58364201164318,216.01972362515733,0.0003893262703869647,0.008081620845840399,230.32282474967946,230.00047967301114,0.2477538697887764,0.48787165388292014,375.78560928126154,306.74184402828837,0.007481176915374981,0.001287230631573905,185.03831502653233,185.03816320360687,0.5132201608255837,0.9757433077658402,194.6884163348062,195.00000000000003,0.503844807583258,0.9851121592432546,194.8767570216486,195.2741184565991,1.9551896624050251,0.17206258402026633,1.9012178052323718
target_zero_flux_Tkk,matching_mean,0.03520159792744368,0.0,50.17884860518104,,0.0001572051689440077,0.0,152.3437487808999,,0.002148469448297054,0.0,185.00625000000002,,0.00015720508158271102,0.0,217.66875,,0.000698689338816731,0.0,230.10000121910406,,0.035201597927443665,0.0,339.82115139481897,,0.0024978141613977095,0.0,185.0062487808992,,0.07365257378945522,0.0,194.99999999999943,,0.07365210376624008,0.0,194.99999999998892,,0.0,0.0,0.0
combined_flux_completed_Tkk_min,core_line,0.00018073127628248016,0.0,24.495543111479815,,0.0025225399675085284,0.0,153.31033208654796,,0.07417470344409502,0.0,185.00625,,0.002507263249108805,0.0,216.69715964327577,,0.0,0.08745390727303427,,230.00071913146863,0.0001807312762824261,0.0,365.5044568885335,,0.08040630133635575,0.0,185.0000099397656,,0.00036882140734834334,0.0,194.99999999998155,,0.08076798094906874,0.08746509379027084,185.0447603931303,229.99987548261842,1.0829179182455282,0.0,0.0
combined_flux_completed_Tkk_min,access_mean,0.003765058639469895,0.03271552797999876,10.951733185172841,78.96174058020155,0.006192802553009514,0.0,152.5481457525583,,0.07130336717121036,0.0,185.0063397035325,,0.006191995223998811,0.0,217.4621748310486,,0.000591711958067926,0.07180409418345896,230.27907930346876,230.0012228968637,0.003742651037802521,0.032715527979998736,379.87817404253155,311.03825941979846,0.08489358305259759,0.0,185.00631883366717,,0.01184024730269166,0.06543105595999749,182.01348851482572,194.99999999999997,0.09327971453602123,0.13723515014345644,186.12459799840806,213.31331916637592,1.4712218066495744,0.0,5.5261561931284735
combined_flux_completed_Tkk_min,support_mean,0.21604664364823062,0.7345322562913392,12.651998197701499,80.30153966600795,0.017730695250566086,0.0,151.97936347380394,,0.05611764556492985,0.0,185.00780341824378,,0.017787351458931105,0.0,218.03015103822347,,0.012046618051196554,0.04112620584239711,229.79485356768947,229.9996488610971,0.21563870839421515,0.7345322562913392,377.60696262340167,309.698460333992,0.09257604452731201,0.0,185.02571695249415,,0.5046562131316716,1.4690645125826785,189.81687575700585,194.99999999999997,0.5391088353547091,1.5101907184250751,194.00519608091108,195.9531264799285,2.801272432182289,0.0,2.911020362686688
combined_flux_completed_Tkk_min,support_ring_mean,0.7740826994592568,0.9530089256300325,14.86580480136955,82.48625044754553,0.03097576181605622,0.0,151.84828653784476,,0.04249018424522194,0.0,185.01523584206336,,0.031105308090686075,0.0,218.16076601083918,,0.03662563865603575,0.019129633485558996,229.81369130509955,230.0052608489911,0.773056281281016,0.9530089256300325,375.31300159068854,307.5137495524545,0.10570904749099483,0.0,185.0450446706019,,1.7344716524258548,1.9060178512600652,191.26420741946765,194.99999999999997,1.6959472347490294,1.925147484745624,195.08219132945803,195.3478371477581,1.1351458614397876,0.0,1.0989040083729662
