As,Ah,access_mean_ratio_fluxmin,access_mean_ratio_target,access_mean_neg_fluxmin,access_mean_pos_fluxmin,support_mean_ratio_fluxmin,support_mean_ratio_target,support_mean_neg_fluxmin,support_mean_pos_fluxmin,support_ring_mean_ratio_fluxmin,support_ring_mean_ratio_target,support_ring_mean_neg_fluxmin,support_ring_mean_pos_fluxmin,shoulder_mean_ratio_fluxmin,shoulder_mean_ratio_target,shoulder_mean_neg_fluxmin,shoulder_mean_pos_fluxmin,score,passes
0.032,0.03,2.7082618397529745,3.033465067261877,0.10445992730442588,0.2829048349019735,3.8906704465150757,4.370346452037211,0.5878722527955085,2.2872172002777633,2.4431974490429265,2.758647077722835,1.382356583199729,3.3773700777412987,3.9840909752503713,7.552024605195453,0.4382430228998694,1.7460000725018512,4.1426903136300375,True
0.034,0.0281,2.8557807257517838,3.190377952949502,0.10407662205596149,0.2972200112687964,4.212793843067735,4.731273094624886,0.5798997019025487,2.4429978937719143,2.6490701656377498,2.9908166217107266,1.3649775394772865,3.61592127659493,3.6216532974741504,6.861932801853095,0.4457265343029597,1.6142669727300754,4.220200782868643,True
0.036000000000000004,0.0129,3.004087437851009,3.348134891288179,0.10370897693850106,0.3115508348133611,4.539263292282598,5.098971584371046,0.5724853470820462,2.5986617213792407,2.8550116060530124,3.2234444676658964,1.3486688683765045,3.850465271937331,1.1541069930395211,2.2142809515822517,0.5302346231975126,0.6119474865839363,4.2895180156836,True
0.036000000000000004,0.014799999999999999,3.004087455339365,3.3481349098107365,0.10370897689529912,0.3115508364972782,4.539459020025707,5.0991857929643,0.5724809357046166,2.598753747377124,2.8556147801363148,3.2241057770323835,1.3486213832571141,3.851143154836925,1.421322015759546,2.7016349421998886,0.5152996932579599,0.7324067987416936,4.290934966215619,True
0.036000000000000004,0.0167,3.004087472827719,3.3481349283332937,0.1037089768520972,0.31155083818119517,4.539654750785287,5.099400004850401,0.5724765243271869,2.5988457733750083,2.856217996696776,3.224767133103042,1.3485738981377235,3.851821037736519,1.7019588436737763,3.2177189265468202,0.5021542757136004,0.854645910439379,4.292352763571656,True
0.036000000000000004,0.0186,3.0040874903160746,3.3481349468558514,0.10370897680889526,0.31155083986511223,4.539850484561406,5.099614220029424,0.5724721129497571,2.5989377993728917,2.856821255738882,3.225428535882817,1.3485264130183332,3.8524989206361138,1.994606628000082,3.761565523390372,0.49051194263796516,0.9783783718989013,4.293771407912474,True
0.036000000000000004,0.020499999999999997,3.00408750780443,3.34813496537841,0.10370897676569334,0.3115508415490293,4.540046221354133,5.099828438501445,0.5724677015723274,2.5990298253707755,2.8574245572671204,3.226089985376659,1.3484789278989429,3.853176803535707,2.298467422431148,4.331893017091002,0.47997728396403794,1.1032121506983483,4.295190899398872,True
0.036000000000000004,0.0224,3.0040875252927846,3.348134983900966,0.10370897672249142,0.3115508432329463,4.540241961163537,5.100042660266543,0.5724632901948978,2.5991218513686594,2.858027901285982,3.2267514815895173,1.3484314427795523,3.853854686435301,2.6124154655558316,4.928100790048144,0.470474670623436,1.2290753056889763,4.309248475087816,True
0.036000000000000004,0.0243,3.00408754278114,3.3481350024235246,0.1037089766792895,0.3115508449168634,4.540437703989691,5.10025688532479,0.572458878817468,2.5992138773665427,2.858631287799953,3.2274130245263395,1.348383957660162,3.8545325693348946,2.9358503991560605,5.5491564822246255,0.46179360523595975,1.355756940259738,4.487997994896274,True
0.036000000000000004,0.0262,3.004087560269496,3.3481350209460823,0.10370897663608755,0.3115508466007805,4.540633449832664,5.100471113676262,0.5724544674400383,2.599305903364427,2.8592347168135244,3.228074614192079,1.3483364725407718,3.8552104522344885,3.2680977592681932,6.194045688755787,0.45382567923380224,1.4831466854023876,4.889428626132872,True
0.034,0.011,2.855780569466596,3.190377786630973,0.10407662244477886,0.29721999611353905,4.211077298224166,4.729377078497222,0.5799394042994162,2.4421696597909595,2.643772785509165,2.9849712923856915,1.3654049055517992,3.609820330498585,0.9087336328376512,1.7575475624982582,0.5461853692311125,0.4963370147841718,4.948574783475931,False
0.034,0.03,2.8557807431168047,3.190377971429339,0.10407662201275956,0.2972200129527139,4.2129845847815695,4.731483780323965,0.579895290525119,2.443089919769798,2.6496589681995486,2.99146634531088,1.3649300543578962,3.6165991594945237,3.9701328566971483,7.552024619442539,0.43900244164832036,1.7428980177583089,5.124404610802357,True
0.036000000000000004,0.0281,3.0040875777578506,3.348135039468639,0.10370897659288564,0.3115508482846975,4.540829198692522,5.100685345321038,0.5724500560626087,2.5993979293623104,2.8598381883311865,3.228736250591685,1.3482889874213817,3.8558883351340825,3.608481344688087,6.861932815672579,0.44649585465811226,1.6111719620143976,5.529608231538942,True
0.038000000000000006,0.0129,3.1527536066143185,3.5063195278688473,0.10337473484037812,0.32591506810083254,4.8736722706871705,5.474772981746745,0.5653617291198354,2.7553877821191417,3.069401588530486,3.46648692158412,1.3329708595201537,4.091422873676038,1.1465208333049601,2.2142809611051173,0.5314123103619289,0.6092752849046843,5.963628217650228,True
0.038000000000000006,0.014799999999999999,3.1527536241383443,3.506319546515883,0.10337473480116206,0.32591506978873547,4.873870848245902,5.474993006141733,0.5653576425673209,2.7554801329419405,3.0700147848592287,3.467159627935621,1.3329264130654388,4.092103795240307,1.4129701089912141,2.701634952316431,0.5163917039659981,0.7296460422350092,5.965459659109832,True
0.038000000000000006,0.0167,3.152753641662369,3.5063195651629195,0.10337473476194602,0.32591507147663834,4.874069428675396,5.475213033964575,0.5653535560148063,2.7555724837647393,3.07062802208342,3.4678323792260013,1.3328819666107241,4.0927847168045774,1.692853913266629,3.217718937290335,0.5031877893349953,0.8518234182837479,5.967291991757957,True
0.038000000000000006,0.0186,3.1527536591863954,3.5063195838099555,0.10337473472272996,0.3259150731645413,4.874268011975715,5.475433065215355,0.5653494694622916,2.755664834587538,3.0712413002071495,3.4685051754597653,1.3328375201560096,4.093465638368847,1.984802519607112,3.7615655346318806,0.4914762107878017,0.9754832214986047,5.96912521575347,True
0.038000000000000006,0.020499999999999997,3.152753676710421,3.506319602456991,0.1033747346835139,0.32591507485244425,4.8744665981469195,5.475653099894149,0.565345382909777,2.755757185410337,3.0718546192345118,3.4691780166414183,1.3327930737012947,4.094146559933116,2.288017472083525,4.331893028897956,0.4808743844277336,1.1002489934480872,5.970959331255253,True
0.038000000000000006,0.0224,3.152753694234446,3.5063196211040264,0.10337473464429783,0.3259150765403471,4.874665187189072,5.475873138001039,0.5653412963572624,2.7558495362331357,3.0724679791695975,3.4698509027754634,1.3327486272465803,4.094827481497386,2.601193837293181,4.928100802400881,0.4713607128125723,1.22610058131021,5.983034531128349,True
0.038000000000000006,0.0243,3.1527537117584714,3.506319639751063,0.10337473460508179,0.32591507822825005,4.874863779102235,5.476093179536106,0.5653372098047478,2.7559418870559345,3.0730813800164998,3.4705238338664044,1.3327041807918656,4.095508403061656,2.9240184301477847,5.5491564950973045,0.46262569967528044,1.3527260721105632,6.154421866518355,True
0.036000000000000004,0.03,3.0040875952462063,3.348135057991197,0.1037089765496837,0.31155084996861454,4.541024950569341,5.100899580259192,0.5724456446851789,2.5994899553601942,2.860441702357431,3.2293979337301106,1.3482415023019911,3.8565662180336764,3.956213881009597,7.552024633689628,0.4397618603967714,1.739791976440351,6.422859936889934,True
0.036000000000000004,0.011,3.004087420362654,3.348134872765621,0.10370897698170298,0.31155083312944404,4.539067567555888,5.098757379070563,0.5724897584594759,2.5985696953813564,2.854408474442383,3.2227832049986307,1.3487163534958944,3.849787389037738,0.9019203417828154,1.7575475714123108,0.5474375683084922,0.49374507871355766,6.4808604295866825,False
0.038000000000000006,0.0262,3.152753729282497,3.5063196583980982,0.10337473456586573,0.325915079916153,4.875062373886471,5.476313224499427,0.5653331232522332,2.7560342378787333,3.0736948217793127,3.4711968099187485,1.3326597343371507,4.096189324625925,3.255496931363908,6.194045702119699,0.4546472922696396,1.4801028648367542,6.547242641687919,True
0.038000000000000006,0.0281,3.152753746806522,3.5063196770451346,0.10337473452664968,0.32591508160405586,4.875260971541842,5.476533272891085,0.5653290366997186,2.756126588701532,3.0743083044621287,3.471869830937002,1.3326152878824362,4.0968702461901945,3.595212599275343,6.861932829492061,0.4472887728934716,1.6080982318210526,7.177795349115512,True
0.04,0.0129,3.302210311579012,3.665217724925197,0.1030482781928386,0.3402870868388873,5.214886209198558,5.858260699390649,0.5584672076233688,2.9123429393247857,3.288065453700164,3.713718222576781,1.317753172154346,4.332858681864543,1.1389539320667643,2.214280970627983,0.5326102464112468,0.6066185344091491,7.996944288212162,True
0.04,0.014799999999999999,3.302210329131787,3.665217743595263,0.1030482781573665,0.3402870885305342,5.215089735134046,5.8584837214298435,0.5584631210708539,2.9124352901475845,3.2886880349335765,3.714407545845089,1.3177116433018865,4.333542514819608,1.4046458209410377,2.701634962432974,0.5174837200236706,0.726881344736285,7.99922108627765,True
0.04,0.0167,3.3022103466845616,3.665217762265328,0.10304827812189438,0.340287090222181,5.215293264048155,5.858706746721353,0.5584590345183394,2.9125276409703837,3.2893106554106275,3.715096915727641,1.3176701144494265,4.334226347774672,1.6837797802193397,3.2177189480338497,0.5042213029563904,0.848997634673837,8.001498820530037,True
0.04,0.0186,3.302210364237337,3.665217780935393,0.10304827808642228,0.34028709191382794,5.21549679594095,5.858929775265254,0.558454947965825,2.912619991793182,3.2899333151350256,3.7157863322291624,1.3176285855969672,4.334910180729738,1.9750346699862138,3.761565545873389,0.49244047893763804,0.9725870188064707,8.00377749112578,True
0.04,0.020499999999999997,3.302210381790111,3.6652177996054576,0.10304827805095018,0.34028709360547477,5.215700330812503,5.859152807061616,0.5584508614133102,2.9127123426159813,3.2905560141104826,3.7164757953543845,1.3175870567445078,4.335594013684803,2.277495841378537,4.3318930407049105,0.48181290052454384,1.0973268772672022,8.00605709822139,True
0.04,0.0224,3.3022103993428855,3.6652178182755226,0.10304827801547807,0.3402870952971216,5.215903868662873,5.859375842110511,0.5584467748607955,2.91280469343878,3.2911787523407114,3.7171653051080358,1.317545527892048,4.3362778466398675,2.590009880100587,4.928100814753617,0.47224675500170865,1.2231237612998924,8.016439420489087,True
0.038000000000000006,0.03,3.152753764330548,3.5063196956921705,0.10337473448743362,0.3259150832919588,4.87545957206841,5.47675332471116,0.565324950147204,2.756218939524331,3.0749218280690447,3.4725428969256718,1.3325708414277213,4.097551167754465,3.9423399201124947,7.552024647936721,0.44052127914522243,1.7366846244332697,8.060487732071802,True
0.04,0.0243,3.302210416895661,3.6652178369455872,0.10304827798000596,0.3402870969887685,5.216107409492128,5.859598880412008,0.5584426883082809,2.9128970442615794,3.2918015298294216,3.717854861494849,1.3175039990395887,4.336961679594932,2.9121037152730653,5.549156507969983,0.46348684350761,1.349721758958726,8.180448594680117,True
0.038000000000000006,0.011,3.152753589090293,3.5063195092218113,0.10337473487959419,0.3259150664129296,4.873473695999136,5.4745529607795325,0.56536581567235,2.755295431296343,3.0687884330931023,3.4658142601669977,1.3330153059748682,4.0907419521117685,0.8951434362314343,1.7575475803263634,0.5487303523159618,0.4911923731366046,8.359853201441092,False
0.04,0.0262,3.302210434448437,3.6652178556156536,0.10304827794453383,0.3402870986804154,5.216310953300332,5.859821921966179,0.5584386017557663,2.912989395084378,3.2924243465803285,3.718544464519552,1.3174624701871291,4.337645512549997,3.2429386285467365,6.19404571548361,0.45546890530547696,1.4770577071170592,8.564859345859524,True
0.04,0.0281,3.302210452001211,3.665217874285718,0.10304827790906174,0.3402871003720622,5.216514500087551,5.860044966773097,0.5584345152032517,2.9130817459071765,3.293047202597143,3.7192341141868797,1.3174209413346696,4.338329345505062,3.581883923955765,6.8619328433115445,0.4481001943725779,1.6050428825446263,9.185657719646995,True
0.04,0.03,3.3022104695539864,3.6652178929557833,0.10304827787358962,0.3402871020637091,5.216718049853851,5.860268014832832,0.5584304286507371,2.9131740967299753,3.2936700978835796,3.71992381050156,1.31737941248221,4.339013178460126,3.9285060975643464,7.5520246621838085,0.4412818452409183,1.733578419773433,10.05809885745476,True
0.04,0.011,3.302210294026237,3.665217706255132,0.10304827822831072,0.34028708514724043,5.21468268624163,5.858037680603706,0.5584712941758834,2.912250588501987,3.28744291170668,3.713028945917989,1.3177947010068052,4.332174848909478,0.8883892363927423,1.7575475892404158,0.5500310088660262,0.48864162795882754,10.60647231754926,False
