series,observer_family,B_setup_neg,B_setup_pos,B_setup_neg_centroid,B_setup_pos_centroid,R_open_neg,R_open_pos,R_open_neg_centroid,R_open_pos_centroid,hold_neg,hold_pos,hold_neg_centroid,hold_pos_centroid,R_close_neg,R_close_pos,R_close_neg_centroid,R_close_pos_centroid,comp_neg,comp_pos,comp_neg_centroid,comp_pos_centroid,B_reset_neg,B_reset_pos,B_reset_neg_centroid,B_reset_pos_centroid,open_interval_neg,open_interval_pos,open_interval_neg_centroid,open_interval_pos_centroid,setup_reset_neg,setup_reset_pos,setup_reset_neg_centroid,setup_reset_pos_centroid,full_cycle_neg,full_cycle_pos,full_cycle_neg_centroid,full_cycle_pos_centroid,full_pos_to_neg_ratio,open_pos_to_neg_ratio,setup_reset_pos_to_neg_ratio
combined_flux_completed_Tkk_min,shoulder_mean,0.3026696677602975,0.2369648105403704,20.508979775850314,81.54265162961,0.03837752032062936,0.0,152.1742670471247,,0.009211839316743745,0.0,185.25376474756393,,0.03853996887251124,0.0,217.83435340136015,,0.033643246028051306,0.000869622179140238,229.54504245139788,229.98766598822667,0.30087799949890226,0.23696481054037058,370.2592600815838,308.4573483703899,0.0919995173184863,0.0,185.08077312133355,,0.8561815804253676,0.473929621080741,182.3105514554343,195.0,0.737444366493877,0.4747992432598812,195.13054519159408,195.06408192677569,0.6438441526338747,0.0,0.5535386790793584
combined_flux_completed_Tkk_min,matching_mean,0.06766560575850526,0.0,70.61085118126425,,0.006923554736400495,0.0,152.2999452874602,,0.003492627439122419,0.0,185.13705905390498,,0.006947075763709677,0.0,217.70984470608985,,0.011880860320903614,0.0,229.79036954321109,,0.06735892816209593,0.0,319.748417215476,,0.01856896308916928,0.0,185.06483331498617,,0.17922697518352712,0.0,184.62345534066478,,0.1669215369902582,0.0,196.21964534355254,,0.0,0.0,0.0
nmc_component_Tkk_min,core_line,0.0,1.0481166285313543e-23,,149.6625,0.00013938298410295016,9.967739021106706e-05,154.13614426114947,152.21733376556784,0.012759673107989433,0.0,185.00625000000005,,0.00013701141289562414,9.976238790291446e-05,215.8720860859939,217.78214553277073,0.0,7.31193723604787e-24,,220.35,0.0,0.0,,,0.013237381637576005,0.00019943977811398152,185.00000237946284,185.0137109284179,0.0,1.9599780953535872e-21,,149.6625,0.013237381637576005,0.00019944203105303038,185.00000237946284,185.0136431760385,0.015066577100620709,0.015066406905403064,1.9599780953535873e-07
nmc_component_Tkk_min,access_mean,1.91037934574118e-06,0.0,149.5727295112683,,0.0022262935814163945,1.9483539602895196e-05,153.44352196272672,151.15545997929303,0.03119214145790928,0.0,185.01231731374278,,0.002273285535033029,2.0320022717633454e-05,216.57066908785532,218.8215749720131,1.8265521132308017e-06,0.0,220.4368424003293,,0.0,0.0,,,0.03683840578325363,3.9803562320528654e-05,185.06422457395735,185.6995287436339,0.00029202686206645584,0.0,149.66191274002566,,0.036850431440293284,3.9803562320528654e-05,185.06409160028474,185.6995287436339,0.001080138298652198,0.0010804909027472668,0.0
nmc_component_Tkk_min,support_mean,0.0001414839432601779,0.0,149.5852646121219,,0.03013572352867771,0.0,152.3985449047663,,0.02638605477781744,0.0,185.11281388714974,,0.030088209746352786,0.0,217.61219864830986,,0.0001344583870046418,0.0,220.42503206232536,,0.0,0.0,,,0.08927308286475363,0.0,185.05477478739977,,0.02230175287229893,0.0,149.66201001307837,,0.09068584014213489,0.0,185.04454849114353,,0.0,0.0,0.0
nmc_component_Tkk_min,support_ring_mean,0.0010268321498832522,0.0,149.57180763504363,,0.046766782763870675,0.0,151.87853530379516,,0.0027170498286022042,0.05573206922005427,185.71936712902135,184.9850445162835,0.04673040266135748,0.0,218.1361785271237,,0.0009798193416473246,0.0,220.4379065232921,,0.0,0.0,,,0.09941539923086648,0.055732069220054276,185.04545199564228,184.98504451628352,0.1566033435950084,0.0,149.66190533941392,,0.10778408344280248,0.055732069220054276,185.00249891134115,184.98504451628352,0.5170714213070644,0.5605979521404465,0.0
nmc_component_Tkk_min,shoulder_mean,0.004882055663795329,0.0,149.53905768086838,,0.42379703694562565,0.0,153.12294647593583,,0.3146455248107278,0.0,185.15839566452095,,0.42507278643898877,0.0,216.8794873979888,,0.004708566953479995,0.0,220.4691584349113,,0.0,0.0,,,1.366505417719181,0.0,185.09476181245088,,0.6837793284241971,0.0,149.66161864508294,,1.3911878257713863,0.0,185.08895387901467,,0.0,0.0,0.0
nmc_component_Tkk_min,matching_mean,0.0008955339805812346,0.0,149.54065329623506,,0.10403019921970613,0.0,153.0955105567983,,0.08268530483851315,0.0,185.12151469107505,,0.10421804881574104,0.0,216.90670657537103,,0.00086276160414446,0.0,220.46759403757125,,0.0,0.0,,,0.34122426130825284,0.0,185.06683713347766,,0.12597426879506132,0.0,149.66163380831907,,0.3456215430573036,0.0,185.0634262802036,,0.0,0.0,0.0
infrastructure_component_Tkk_min,core_line,0.0001807312765459258,0.0,24.49554318509837,,0.0024828343736166456,0.0,153.22009192082214,,0.061415030336105556,0.0,185.00625000000002,,0.002470014224116095,0.0,216.7867483083298,,0.0,0.08745390727303427,,230.00071913146863,0.0001807312765458717,0.0,365.50445681491505,,0.06736835947689371,0.0,185.00005198622142,,0.0003688214078752505,0.0,194.9999999999815,,0.06773004134307266,0.08746509379027084,185.05341641667465,229.99987548261842,1.2913781249183267,0.0,0.0
infrastructure_component_Tkk_min,access_mean,0.0037678026722432,0.03271552727205734,11.052707047353579,78.96174062831605,0.0052698454065386105,0.0,152.32972659303246,,0.040568222716245494,0.0,185.0099277033858,,0.0052380127497896585,0.0,217.68422015505146,,0.0005943089879128765,0.07180409418345896,230.2359610192899,230.0012228968637,0.003742651061744468,0.03271552727205733,379.8781739795114,311.038259371684,0.05163729669525902,0.0,184.9868446858982,,0.012287132124703585,0.06543105454411467,180.83686425311524,194.99999999999997,0.060054726698808084,0.13723514872757364,186.7261943056581,213.31331935531816,2.285168150307718,0.0,5.325168955619079
infrastructure_component_Tkk_min,support_mean,0.21593442369690938,0.7344414056730145,12.57741765611534,80.3018182662124,0.010949910848083895,0.0007192568062710028,152.6137265147507,153.07499999999996,0.03513761791879645,0.0,185.11224698723512,,0.01085987598818825,0.0007045809440366828,217.43226187650748,216.93749999999997,0.011934691041531255,0.04112620584239711,229.88281833905495,229.9996488610971,0.21564463652417346,0.7344414056730146,377.6066072599841,309.6981817337876,0.05914596572189994,0.0014238377503076856,185.0424901188571,184.67712638611323,0.4855883109033887,1.4688828113460288,191.3947684461112,195.00000000000003,0.5044004521269904,1.5114328549387337,194.62698116038442,195.94261856335504,2.9964938543674777,0.024073286029384106,3.0249550460003625
infrastructure_component_Tkk_min,support_ring_mean,0.7737771204502525,0.9512207062718478,14.779347153335475,82.49083609425999,0.028950445701416125,0.0,152.73479547816294,,0.10376021592440018,0.0,185.05383223087463,,0.028727543826016614,0.0,217.28390919650803,,0.03596037350706922,0.019129633485558996,229.9864523045261,230.0052608489911,0.7732743453780434,0.9512207062718478,375.3082782722991,307.50916390574,0.16429745186156075,0.0,184.9991318306976,,1.6647191548697138,1.9024414125436957,193.01927611925382,195.0,1.7500600171563303,1.9215710460292548,194.76494286703138,195.34848454419176,1.0980029411514707,0.0,1.1428002176694936
infrastructure_component_Tkk_min,shoulder_mean,0.30515610011599653,0.2369648105403704,21.560455146960724,81.54265162961,0.41911132006278506,0.0,153.13846366956176,,0.31485908047451855,0.0,185.15865828641972,,0.4206095716608435,0.0,216.86422002423316,,0.03548858198880682,0.000869622179140238,229.06770934523664,229.98766598822667,0.30087799949890226,0.23696481054037058,370.2592600815838,308.4573483703899,1.35736197988685,0.0,185.10023129075438,,1.2187418969412431,0.473929621080741,172.59794924906146,195.0,2.0111824588776184,0.4747992432598812,188.7667470233111,195.06408192677569,0.23607964616241245,0.0,0.3888679155694815
infrastructure_component_Tkk_min,matching_mean,0.06856115681787674,0.0,71.64183830584082,,0.10250978277927561,0.0,153.09691543772988,,0.08348211885643878,0.0,185.11495224046695,,0.10320801816345114,0.0,216.9077218208967,,0.012743637746326301,0.0,229.15919324726116,,0.06735892816209593,0.0,319.748417215476,,0.3393957751329213,0.0,185.11379258231042,,0.30520441644889745,0.0,170.19246883275272,,0.49214593543580903,0.0,188.87960553523268,,0.0,0.0,0.0
open_repayment_Tkk_min,core_line,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.08745548985600904,,230.00072092804209,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.08746671593781999,,229.99987733951608,8746671593781.999,0.0,0.0
open_repayment_Tkk_min,access_mean,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,9.570128146956327e-06,0.0,219.86249999999995,,0.0005589232115989044,0.07185950234998488,230.66337544886485,230.0011111137016,1.7937493384254089e-06,0.0,240.33749999999998,,9.570128146956327e-06,0.0,219.86249999999995,,0.00033543112628556314,0.0,240.3375,,0.0006533768058025578,0.07185950234998488,230.1351431210616,230.0011111137016,109.98171607977173,0.0,0.0
open_repayment_Tkk_min,support_mean,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,2.8199986818774535e-05,0.0,219.86249999999998,,0.010285618651536405,0.04284493826439477,230.0817038448824,229.9966174127203,5.28573831636788e-06,0.0,240.3375,,2.8199986818774535e-05,0.0,219.86249999999998,,0.000988433065160828,0.0,240.33749999999998,,0.010586738730497083,0.04284493826439477,229.9866082483755,229.9966174127203,4.047038408620724,0.0,0.0
open_repayment_Tkk_min,support_ring_mean,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,4.271161694177441e-05,0.0,219.86249999999998,,0.029604787160164965,0.02255349636789799,230.0516404436778,229.99981512606536,8.005919287415117e-06,0.0,240.33749999999998,,4.271161694177441e-05,0.0,219.86249999999998,,0.001497106906746679,0.0,240.3375,,0.030068101345121005,0.02255349636789799,229.9997906438151,229.99981512606536,0.750080495905676,0.0,0.0
open_repayment_Tkk_min,shoulder_mean,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,2.2085275978534123e-05,0.0,219.8625,,0.029439259328938244,0.0012720321666300624,230.02769943648275,230.0051142837711,4.139470405057284e-06,0.0,240.3375,,2.2085275978534123e-05,0.0,219.8625,,0.0007740809657457391,0.0,240.3375,,0.029681760049483835,0.0012720321666300624,230.00007747582754,230.0051142837711,0.04285568525953212,0.0,0.0
open_repayment_Tkk_min,matching_mean,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,6.391193488677438e-06,0.0,219.86249999999998,,0.010721555276585328,0.0,230.0220438630672,,1.1978872060175456e-06,0.0,240.33750000000003,,6.391193488677438e-06,0.0,219.86249999999998,,0.00022400490752528886,0.0,240.3375,,0.010792121134569932,0.0,229.99985980529536,,0.0,0.0,0.0
setup_reset_repayment_Tkk_min,core_line,0.0,2.6075188214597225e-06,,74.99998857377967,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,2.6075188214597225e-06,,315.00001142622034,0.0,0.0,,,0.0,5.2151951540931606e-06,,195.00000000000003,0.0,5.215038489753712e-06,,195.00000000000003,521503848.97537124,0.0,521519515.40931606
setup_reset_repayment_Tkk_min,access_mean,6.693394006995688e-09,0.036557112733634295,149.6573476512472,74.87391249104358,2.118960642109728e-09,0.0,150.15,,0.0,0.0,,,0.0,0.0,,,2.1189629995396144e-09,0.0,239.85,,6.6933940069960395e-09,0.036557112733634295,240.34265234875338,315.1260875089564,2.118960642109728e-09,0.0,150.15,,2.5032436387300638e-06,0.07311422546726859,195.00000000000244,195.0,3.524896245167833e-08,0.07311422546726859,195.00000599908464,195.0,2074222.8888373554,0.0,29207.794257007554
setup_reset_repayment_Tkk_min,support_mean,3.479507236265095e-05,0.8805817044868117,148.2256639154511,74.36254974487275,2.5919881908704645e-07,0.0,150.15,,0.0,0.0,,,0.0,0.0,,,2.5920723160794505e-07,0.0,239.84999999999997,,3.479507236265125e-05,0.8805817044868117,241.77433608454893,315.6374502551273,2.5919881908704645e-07,0.0,150.15,,0.0005911111323997523,1.7611634089736237,195.00000000000014,194.99999999999997,7.34308331045119e-05,1.7611634089736234,195.00001027637992,195.0,23983.976951850356,0.0,2979.4116747454573
setup_reset_repayment_Tkk_min,support_ring_mean,0.00019258841335139553,1.2882321749240777,147.0665848204302,74.00728353391472,5.942281576291364e-07,0.0,150.15,,0.0,0.0,,,0.0,0.0,,,5.94258577454499e-07,0.0,239.85,,0.00019258841335139475,1.2882321749240777,242.93341517956983,315.99271646608537,5.942281576291364e-07,0.0,150.15,,0.0016249532462147215,2.5764643498481554,195.00000000000003,195.0,0.0003942192647939897,2.5764643498481554,195.0000069216767,195.0,6535.612487454673,0.0,1585.562142070299
setup_reset_repayment_Tkk_min,shoulder_mean,0.005034100805125204,0.3697872899792466,138.77653041429724,70.66974475292687,8.840130751811263e-07,0.0,150.15,,0.0,0.0,,,0.0,0.0,,,8.840693247750103e-07,0.0,239.85,,0.005034100805125196,0.3697872899792466,251.2234695857028,319.3302552470732,8.840130751811263e-07,0.0,150.15,,0.012006148751063664,0.7395745799584932,194.99999999999997,195.0,0.010082156845699847,0.7395745799584932,195.00000050044727,195.00000000000003,73.3547981127864,0.0,61.59965158622209
setup_reset_repayment_Tkk_min,matching_mean,0.029735071206398057,0.0,99.12965511004828,,3.3004388035079436e-07,0.0,150.15,,0.0,0.0,,,0.0,0.0,,,3.300364657693239e-07,0.0,239.85000000000002,,0.029735071206398053,0.0,290.8703448899517,,3.3004388035079436e-07,0.0,150.15,,0.06020369149780303,0.0,195.00000000000003,,0.05947540638577334,0.0,194.99999998881742,,0.0,0.0,0.0
