component,phase,zone,max_abs_source_Tkk,min_source_Tkk,max_source_Tkk,max_abs_rho,rms_rho,min_rho,max_rho,max_abs_pr,rms_pr,min_pr,max_pr,max_abs_f,rms_f,min_f,max_f,max_abs_residual_flux_completed,rms_residual_flux_completed,min_residual_flux_completed,max_residual_flux_completed,max_abs_residual_zero_flux,rms_residual_zero_flux,min_residual_zero_flux,max_residual_zero_flux,max_abs_Tkk_min,rms_Tkk_min,min_Tkk_min,max_Tkk_min,max_abs_flux_over_source_scale,max_abs_flux_completed_residual_over_source_scale,max_abs_zero_flux_exchange_over_source_scale
NMC_like_support_component,B_setup,access,4.721230271741563e-06,0.0,4.721230271741563e-06,2.3606151358707815e-06,7.39765086876403e-08,0.0,2.3606151358707815e-06,2.3606151358707815e-06,7.39765086876403e-08,0.0,2.3606151358707815e-06,1.1095629318720435e-05,3.497527512031378e-07,-1.1095629318719776e-05,1.1095629318720435e-05,2.198615026448131e-06,8.584606896185957e-08,-2.198615026448131e-06,0.0,2.189169279934499e-05,7.063124608371594e-07,0.0,2.189169279934499e-05,1.7470028365699306e-05,5.523368889910628e-07,-1.7470028365699306e-05,4.2999656555131477e-23,2.3501563533412426,0.4656868866591224,4.636861906604188
NMC_like_support_component,B_setup,support,0.000414829089848522,-0.000414829089848522,1.5905724648812907e-05,0.000207414544924261,4.218517735795601e-06,-0.000207414544924261,7.952862324406454e-06,0.000207414544924261,4.218517735795601e-06,-0.000207414544924261,7.952862324406454e-06,0.0013113364877866956,2.5439759211648117e-05,-0.0013113364877866956,0.001311336487786648,5.468946245288709e-05,1.830329648258046e-06,-2.198615026448131e-06,5.468946245288709e-05,0.0016663476869277103,3.5152195772921676e-05,-0.0016663476869277103,4.533825904077942e-05,0.003037502065421913,5.918083002217901e-05,-0.003037502065421913,4.2999656555131477e-23,3.1611488197839264,0.13183613153276538,4.016949938434139
NMC_like_support_component,B_setup,support_ring,0.0013113949669653533,-0.0013113949669653533,1.5905724648812907e-05,0.0006556974834826766,1.651803639413711e-05,-0.0006556974834826766,7.952862324406454e-06,0.0006556974834826766,1.651803639413711e-05,-0.0006556974834826766,7.952862324406454e-06,0.0064131629689007695,0.00014889918942078553,-0.006413162968900766,0.0064131629689007695,0.00019358239844502207,4.07054299175996e-06,-0.00019358239844502207,5.468946245288709e-05,0.004610227878522526,0.0001213344928172836,-0.004610227878522526,4.533825904077942e-05,0.014137720904766893,0.000330339995801097,-0.014137720904766893,0.0,4.890336725739625,0.14761563321611898,3.5155143909015223
NMC_like_support_component,B_setup,shoulder,0.002227872589747134,-0.002227872589747134,0.0007354818077420046,0.001113936294873567,2.2509625391164203e-05,-0.001113936294873567,0.0003677409038710023,0.001113936294873567,2.2509625391164203e-05,-0.001113936294873567,0.0003677409038710023,0.020414983065054734,0.0005750670004087261,-0.020414983065054713,0.020414983065054734,8.498307475478424e-05,1.4785480511803295e-06,-8.498307475478424e-05,2.5753240538318968e-05,0.0058778680892498,0.00013013402397342563,-0.0058778680892498,0.0022116679252693556,0.042416396149183216,0.001175130234721771,-0.042416396149183216,0.0,9.163442810422053,0.03814539267006733,2.6383322440880446
NMC_like_support_component,B_setup,matching,6.967938129931077e-07,0.0,6.967938129931077e-07,3.4839690649655387e-07,3.4477184728625377e-09,0.0,3.4839690649655387e-07,3.4839690649655387e-07,3.4477184728625377e-09,0.0,3.4839690649655387e-07,0.0026706294989732415,8.578247864560746e-05,-0.0026706294989732415,0.002670629498973239,6.446206610053287e-08,6.813291785051788e-10,-6.446206610053287e-08,1.6874073221097508e-19,2.5351516521838894e-06,2.5428200975552825e-08,0.0,2.5351516521838894e-06,0.00534056220413349,0.00017156163387300002,-0.00534056220413349,0.0,3832.739971529652,0.09251239735271657,3.6383096475757104
NMC_like_support_component,B_setup,global,0.002227872589747134,-0.002227872589747134,0.0007354818077420046,0.001113936294873567,1.1782654050385901e-05,-0.001113936294873567,0.0003677409038710023,0.001113936294873567,1.1782654050385901e-05,-0.001113936294873567,0.0003677409038710023,0.020414983065054734,0.00026226538456708144,-0.020414983065054713,0.020414983065054734,0.00019358239844502207,1.0680412613058884e-06,-0.00019358239844502207,6.292045121281033e-05,0.0058778680892498,6.889077475387955e-05,-0.0058778680892498,0.0022116679252693556,0.042416396149183216,0.0005385953114799576,-0.042416396149183216,4.2999656555131477e-23,9.163442810422053,0.08689114419554571,2.6383322440880446
NMC_like_support_component,R_open,access,0.002586749006766564,-0.002586749006766564,0.00013217850032592237,0.001293374503383282,0.00035872871186115016,-0.001293374503383282,6.608925016296118e-05,0.001293374503383282,0.00035872871186115016,-0.001293374503383282,6.608925016296118e-05,0.0006907951770791029,0.0001835336733401919,-0.0006907951770791029,0.0006907951770790694,0.0001596490935741031,4.740310676534556e-05,-0.0001596490935741031,7.95424710251825e-05,0.0011282799410359868,0.000315856651000998,-0.0011282799410359868,0.0009882746810281106,0.0033041473527440366,0.0009943194275340765,-0.0033041473527440366,0.00010422348681804014,0.2670514902188353,0.06171804576187485,0.4361768142500755
NMC_like_support_component,R_open,support,0.014221595582635875,-0.014221595582635875,0.007994029733238131,0.007110797791317938,0.0025036387498961112,-0.007110797791317938,0.003997014866619066,0.007110797791317938,0.0025036387498961112,-0.007110797791317938,0.003997014866619066,0.012880278739533502,0.0032780969459629996,-0.012880278739533502,0.01288027873953348,0.0010474518368441786,0.00024354463406579065,-0.0009239125993632299,0.0010474518368441786,0.009338881746696732,0.0022766111079966637,-0.0044011553253005846,0.009338881746696732,0.030021294887567045,0.010316611452628579,-0.030021294887567045,0.005287460462232203,0.905684503872401,0.07365220243803618,0.6566690560445423
NMC_like_support_component,R_open,support_ring,0.04089408260447589,-0.019517841411832042,0.04089408260447589,0.020447041302237946,0.005113249224404552,-0.009758920705916021,0.020447041302237946,0.020447041302237946,0.005113249224404552,-0.009758920705916021,0.020447041302237946,0.02532488699272402,0.0059537667905538265,-0.02532488699272402,0.02532488699272394,0.006201804737961603,0.001202568705558856,-0.0020432433987421636,0.006201804737961603,0.024657165457308814,0.006064854650929068,-0.022449299890631727,0.024657165457308814,0.04342510382919594,0.01621119270851931,-0.04342510382919594,0.03490281144254449,0.6192799881993731,0.15165530910535233,0.602951915948105
NMC_like_support_component,R_open,shoulder,0.21066306031294194,-0.21066306031294194,0.12926681468032664,0.10533153015647097,0.016968946437436173,-0.10533153015647097,0.06463340734016332,0.10533153015647097,0.016968946437436173,-0.10533153015647097,0.06463340734016332,0.4099783858908373,0.07828510923485509,-0.40997838589083724,0.4099783858908373,0.0034927824081046055,0.00043473801207686484,-0.0034927824081046055,0.0031013133473601004,0.13928194464475524,0.020377322806656103,-0.13928194464475524,0.05684577195374409,0.8472596022975689,0.1630549845214782,-0.8472596022975689,0.08580524398853823,1.9461332484290819,0.016579947157874024,0.6611597896558163
