t,phase,core_line_target_Tkk,core_line_flux_completed_min_Tkk,core_line_radial_flux_f,access_mean_target_Tkk,access_mean_flux_completed_min_Tkk,access_mean_radial_flux_f,support_mean_target_Tkk,support_mean_flux_completed_min_Tkk,support_mean_radial_flux_f,support_ring_mean_target_Tkk,support_ring_mean_flux_completed_min_Tkk,support_ring_mean_radial_flux_f,shoulder_mean_target_Tkk,shoulder_mean_flux_completed_min_Tkk,shoulder_mean_radial_flux_f
79.95,B_setup,-1.7915012334459813e-07,-1.7915012334459813e-07,0.0,0.0004758725481748455,0.0004755071699057983,-1.0648414194054061e-20,0.011496898434034635,0.011451951611002674,-4.69175582974382e-19,0.016383700545076305,0.016298322913775462,-9.825582188149884e-21,0.005210290698270599,0.005087429751030888,-5.724469622661237e-19
80.925,B_setup,-1.7218369698689705e-07,-1.7218369698689705e-07,0.0,0.00047390911574463366,0.00047344481255305257,7.829004526764748e-20,0.011455579888482188,0.011398473584132958,5.821133092749553e-19,0.016345161677011687,0.01623126273119441,1.6059744679941534e-18,0.005205535020842957,0.005065157371045565,5.950590592058689e-19
81.89999999999999,B_setup,-1.656235385845979e-07,-1.656235385845979e-07,0.0,0.00047153397600583843,0.000470968862022647,-1.2418108030281797e-20,0.011403769098482418,0.011334271257648307,-7.079582042955943e-19,0.016289855740097565,0.016146927244996855,-1.22514845490862e-18,0.005194934337756707,0.005033153154336456,-1.6489890107068936e-18
82.875,B_setup,-1.5944696055660467e-07,-1.5944696055660467e-07,0.0,0.00046875248191766475,0.0004680848886643216,-2.1417833094858736e-20,0.011341619171701244,0.011259524479635744,1.264902534566422e-19,0.01621808007769359,0.016045674101697414,-4.0657581468206415e-21,0.005178599095750601,0.004990143980333969,1.6173173439834718e-18
83.85,B_setup,-1.5363272149259763e-07,-1.5363272149259763e-07,0.0,0.00046557057796666444,0.0004647990657499593,-2.069180485435505e-20,0.01126929634928223,0.011174427631885909,-5.769504417869291e-19,0.016130146893169228,0.01592787905490171,-1.6940658945086007e-18,0.005156644266617612,0.00493593697698968,-1.630575250983974e-18
84.825,B_setup,-1.4816092203253648e-07,-1.4816092203253648e-07,0.0,0.0004619947959967564,0.00046111755473989387,-2.4442950763624096e-20,0.011186980001340132,0.011079189336108833,-6.453584360032764e-20,0.016026383564146124,0.015793936082090107,1.2685165418080401e-18,0.005129189448095381,0.004867955549411427,1.6339633827729911e-18
85.8,B_setup,-1.4301290837196655e-07,-1.4301290837196655e-07,0.0,0.0004580322496633978,0.000457048255326861,-2.807309196614253e-20,0.011094862581844799,0.010974032901588425,1.2132738596861597e-19,0.015907132874292403,0.015644257403449286,8.524539581167278e-19,0.005096358940364361,0.004787322477215872,6.708500942254059e-19
86.77499999999999,B_setup,-1.3817118308668596e-07,-1.3817118308668596e-07,0.0,0.00045369062754651646,0.00045259918952981413,-3.149147493184738e-20,0.010993149544170902,0.010859195605679531,5.007981463385425e-19,0.01577275316593319,0.015479273406925818,9.215718466126788e-19,0.005058281798741106,0.004701258309146536,-4.372163108610023e-19
87.75,B_setup,-1.336193215477342e-07,-1.336193215477342e-07,0.0,0.00044897818495938927,0.0004477788806358077,-3.436533671717447e-20,0.01088205921860279,0.010734928595760328,-6.2341624917916505e-19,0.015623618416714039,0.015299432483695887,-1.1817803680091999e-18,0.005015091863209797,0.004610005133806391,5.032112257079461e-19
88.725,B_setup,-1.2934189545881875e-07,-1.2934189545881875e-07,0.0,0.00044390373448868634,0.0004425964166369557,-3.061419080790543e-20,0.01076182265308817,0.010601496644239292,-1.0067591601651113e-18,0.015460118243508953,0.01510520077826658,-3.1848438816761693e-18,0.004966927765476075,0.004513813016950128,-9.687110715033529e-19
89.7,B_setup,-1.253244010791289e-07,-1.253244010791289e-07,0.0,0.00043847663530504456,0.00043706143859791074,-1.3897390570308057e-19,0.010632683418540968,0.010459177838510867,-9.03501810404587e-19,0.015282657836715266,0.01489706185743234,7.318364664277155e-20,0.004913932914262805,0.004412939595183681,-3.1465432614524963e-19
90.675,B_setup,-1.2155319314299686e-07,-1.2155319314299686e-07,0.0,0.00043270678128169324,0.0004311841277936418,6.237792632994169e-20,0.010494897379993432,0.010308263232239654,-3.2526065174565133e-19,0.015091657828017663,0.014675516302290786,-2.0328790734103208e-19,0.004856255459590088,0.004307649632443412,7.551114587174859e-19
91.64999999999999,B_setup,-1.1801542392649979e-07,-1.1801542392649979e-07,0.0,0.0004266045879605243,0.000424975191662787,-4.319868030996932e-20,0.01034873243489788,0.010149056459786568,1.4456028966473392e-19,0.01488755409464306,0.014441081227526839,1.0516761073109392e-18,0.004794048236801307,0.004198214541870393,9.519177226360502e-19
92.625,B_setup,-1.1469898616852241e-07,-1.1469898616852241e-07,0.0,0.0004201809784066269,0.00041844584862027527,-4.319868030996932e-20,0.010194468219878969,0.009981873315600244,-1.5023944390156276e-18,0.014670797503065883,0.014194289732139306,-3.618524750670371e-18,0.004727468691110059,0.004084911875747184,-2.1801891511936774e-20
93.6,B_setup,-1.1159246102393498e-07,-1.1159246102393498e-07,0.0,0.00041344736799054564,0.0004116078117738749,-4.90069062339988e-20,0.010032395787233622,0.009807041300419072,-3.4333068795374305e-19,0.01444185359505869,0.013935690285770696,-2.1629833341085813e-18,0.004656678783450679,0.003968024786227743,-2.7163978343250955e-19
94.575,B_setup,-1.0868506922189556e-07,-1.0868506922189556e-07,0.0,0.0004064156481412348,0.00040447327159244447,-5.094298154200864e-20,0.009862817252476624,0.009624899136144532,-1.2003666909660942e-18,0.014201202218923608,0.013665846054774495,1.8973538018496328e-19,0.0045818448784215845,0.003847841459650207,1.3552527156068805e-20
95.55,B_setup,-1.0596662619732684e-07,-1.0596662619732684e-07,0.0,0.0003990981691107692,0.00039705487757044907,-4.398521090384831e-20,0.009686045414226862,0.009435796251252238,-1.197785257222081e-18,0.013949337108678841,0.013385334172114733,-1.577514160966409e-18,0.004503137615112048,0.003724654527239767,5.038004660190795e-19
96.52499999999999,B_setup,-1.0342750086023613e-07,-1.0342750086023613e-07,0.0,0.0003915077217935969,0.0003893657189379289,-5.360508509052215e-20,0.009502403347728481,0.00924009223862629,-3.2526065174565133e-19,0.0136867654139182,0.013094744955174625,-3.957337929572091e-19,0.0044207317616043905,0.003598760455067914,-1.4895995065453018e-18
97.5,B_setup,-1.01058576737638e-07,-1.01058576737638e-07,0.0,0.00038365751864461687,0.00038141930446384186,-5.796125453354427e-20,0.009312223973301458,0.009038156287703113,-9.861076902130064e-19,0.013414007183008373,0.012794681075503129,-1.778091562876227e-18,0.004334806053942482,0.0034704589161243422,-3.417593804573873e-20
98.475,B_setup,-9.885121697748934e-08,-9.885121697748934e-08,0.0,0.00037556117373853837,0.00037322954140018666,-1.7951048246453635e-19,0.009115849601013411,0.008830366592818203,-1.365578450582933e-18,0.013131594802235896,0.012485756684495582,-2.9652929417478548e-18,0.004245543020354224,0.0033400521473973886,6.935358462040427e-19
99.45,B_setup,-9.679723115124461e-08,-9.679723115124461e-08,0.0,0.000367232682016699,0.00036481071361954234,5.880828748079857e-20,0.008913631452866886,0.008617109739659078,-4.87890977618477e-19,0.012840072393470453,0.012168596498971103,3.7947076036992655e-19,0.004153128791513845,0.0032078442948461623,2.6751510125457556e-19
100.425,B_setup,-9.48888449556916e-08,-9.48888449556916e-08,0.0,0.00035868639776524055,0.0003561774589922501,-7.00617252086057e-20,0.008705929163794639,0.008398780071715434,-8.05407328132089e-19,0.012539995172864795,0.011843834850548102,-7.914675859144182e-19,0.004057752897624262,0.0030741407491401075,2.9462015556671315e-21
101.39999999999999,B_setup,-9.311867240196996e-08,-9.311867240196996e-08,0.0,0.0003499370123704366,0.0003473447460568974,-6.050235337530717e-20,0.008493110262756346,0.008175779038631897,-1.6934205360725974e-18,0.012231928773070739,0.01151211470269633,-2.9869769851975648e-18,0.003959608053096004,0.0029392474750422433,-1.2939717232490042e-18
102.375,B_setup,-9.147968955918306e-08,-9.147968955918306e-08,0.0,0.000340999531398265,0.00033832785003371266,-6.909368755460078e-20,0.00827554963523198,0.007948514528351323,-4.956352788505163e-19,0.011916448531413156,0.011174086639272992,-2.3310346708438344e-19,0.003858889929595066,0.0028034703372637228,1.5768070725930488e-18
103.35,B_setup,-8.996521095304029e-08,-8.996521095304029e-08,0.0,0.000331889251043455,0.0003291423282319168,-7.369186641112413e-20,0.008053628968405465,0.007717400184936857,-5.472639537307784e-19,0.011594138746425883,0.010830407828309744,-1.973247953923618e-18,0.0037557969182244067,0.0026671144256063344,-3.7947076036992655e-19
104.325,B_setup,-8.856886708312115e-08,-8.856886708312115e-08,0.0,0.0003226217339964143,0.00031980399490502725,-7.478090877187966e-20,0.007827736180335085,0.007482854713953324,-1.7398863434648333e-18,0.011265591905122378,0.010481740964761238,-1.2739375526704677e-18,0.0036505298816018284,0.0025304833821556114,4.890694582407439e-19
105.3,B_setup,-8.72845839856006e-08,-8.72845839856006e-08,0.0,0.00031321278477472453,0.0003103288956032572,-7.187679580986492e-20,0.007598264834406137,0.007245301177266921,-7.382900507877482e-19,0.010931407883340882,0.010128753195852732,-1.0625181290357944e-18,0.0035432918965879624,0.0023938787332335983,6.469858616245021e-19
106.27499999999999,B_setup,-8.610656453309563e-08,-8.610656453309563e-08,0.0,0.0003036784245670707,0.0003007332810780958,-7.526492759888212e-20,0.0073656135403616825,0.007005166279119214,-1.3836484867910248e-18,0.010592193121474976,0.00977211503261659,-9.432558900623888e-19,0.003434287988414577,0.0022575992287688267,-4.07754295304331e-19
107.25,B_setup,-8.502927051098773e-08,-8.502927051098773e-08,0.0,0.0002940348656386649,0.00029103358079019415,-7.51439228921315e-20,0.007130185343208306,0.0067628796453023795,-6.505213034913027e-19,0.010248559777873523,0.009412499251121885,-1.994931997373328e-18,0.0033237248569572323,0.002121940191664331,3.3999165952398697e-19
108.225,B_setup,-8.404740681324245e-08,-8.404740681324245e-08,0.0,0.0002842984853454219,0.0002812463760730658,-7.695899349339072e-20,0.0068923871012911905,0.006518873097247302,-1.3268569444227363e-18,0.009901124862165921,0.009050579786837199,-2.8948198005362968e-18,0.0032118105958892874,0.0019871928796647955,1.0783097693741701e-19
109.2,B_setup,-8.315590614473973e-08,-8.315590614473973e-08,0.0,0.00027448579980689274,0.0002713883730073034,-7.707999820014133e-20,0.00665262885483346,0.006273579922812997,-9.706190877489278e-19,0.009550509350744692,0.008687030625488515,3.252606517456513e-20,0.003098754405449925,0.001853643862154154,-3.983264503261962e-19
110.175,B_setup,-8.234991504570564e-08,-8.234991504570564e-08,0.0,0.00026461343728612644,0.000261476375055368,-8.325123824442267e-20,0.006411323186231729,0.0060274341455302605,-1.9360753080098294e-18,0.009197337286611953,0.008322524693679837,-3.2471855065940857e-18,0.002984766299551061,0.0017215744141926342,6.35790295712967e-19
111.14999999999999,B_setup,-8.162478134604058e-08,-8.162478134604058e-08,0.0,0.000254698111325382,0.0002515272555116445,-7.877406409464993e-20,0.006168884573397136,0.00578086979403271,7.744301232039318e-20,0.008842234865772326,0.00795773275247181,1.2468324983583301e-18,0.002870056807942735,0.001591259930029248,6.422719391354347e-20
112.125,B_setup,-8.097604182504713e-08,-8.097604182504713e-08,0.0,0.00024475659368795687,0.0002415579298198139,-8.36142523646745e-20,0.00592572873742899,0.005534320173365855,-1.8173293557852266e-18,0.0084858295123321,0.007593322297006384,-2.618348246552493e-18,0.0027548366741498792,0.0014629693581939677,5.185314737974152e-20
113.1,B_setup,-8.039941137779915e-08,-8.039941137779915e-08,0.0,0.00023480568715389215,0.0002315853278085938,-7.9379087628403e-20,0.005682271985901523,0.0052882171398314715,-8.05407328132089e-19,0.008128748944439088,0.007229956465175273,-3.312237636943216e-18,0.002639316549886584,0.0013369646601679905,-4.1953910152699953e-19
114.075,B_setup,-7.989077250525749e-08,-7.989077250525749e-08,0.0,0.0002248621982200436,0.0002216263659003854,-2.1575139213634536e-19,0.005438930553040884,0.00504299038098817,-1.538534511431811e-18,0.00777162023317558,0.006868292958229329,-3.686287386450715e-19,0.0025237066866473827,0.001213500294506967,1.0759528081296365e-18
115.05,B_setup,-7.94461656383194e-08,-7.94461656383194e-08,0.0,0.00021494290975283977,0.00021169791934143745,4.90069062339988e-20,0.005196119938061594,0.004799066702377094,-1.2494139321023432e-18,0.00741506885649137,0.00650898297610792,-2.1141942363467336e-18,0.002408216625168188,0.0010928227281534644,1.1784806222668526e-21
116.02499999999999,B_setup,-7.906178044516456e-08,-7.906178044516456e-08,0.0,0.0002050645536425632,0.00020181679450695923,-8.300922883092143e-20,0.004954254242924118,0.004556869322507573,-1.0428992325812947e-18,0.007059717750239375,0.0061526701701710715,-7.26415455565288e-19,0.002293054883441521,0.0009751699765478906,-1.2845438782708694e-18
117.0,B_setup,-7.873394705001871e-08,-7.873394705001871e-08,0.0,0.00019524378350889264,0.00019199970133082028,-8.252521000391898e-20,0.004713745510767452,0.004316817177579194,-1.3836484867910248e-18,0.006706186358351768,0.0057999896158867,-2.3744027577432546e-18,0.0021784286439650354,0.0008607711740034577,1.0299920638612292e-18
117.975,B_setup,-7.84591284992604e-08,-7.84591284992604e-08,0.0,0.00018549714750464583,0.00018226322590905646,-2.1756646273760455e-19,0.0044750030662583,0.004079324237369945,-1.683094801096545e-18,0.006355089684166521,0.005451566807912008,-3.908548831810243e-18,0.002064543440892254,0.0007498461756548752,-3.0758344241164853e-19
118.95,B_setup,-7.823391316015413e-08,-7.823391316015413e-08,0.0,0.00017584106126741422,0.00017262380332893395,5.711422158628997e-20,0.004238432859089077,0.003844798833670391,-3.4074925420972996e-19,0.006007037344888577,0.005108016679889053,1.5287250632045612e-18,0.0019516028477490916,0.0006426051921599366,4.336808689942018e-19
119.925,B_setup,-7.80550076179524e-08,-7.80550076179524e-08,0.0,0.00016629178106573203,0.00016309769076887297,-7.9379087628403e-20,0.004004436811842474,0.0036136430025756608,-1.610814656264178e-18,0.005662632631139804,0.004769942651129392,-2.7267684638010435e-18,0.001839808166369756,0.000539248458154661,1.0794882499964371e-18
120.89999999999999,B_setup,-7.791923045672349e-08,-7.791923045672349e-08,0.0,0.0001568653771870247,0.0001537009409196585,-7.913707821490178e-20,0.0037734121734261696,0.0033862518419039414,-9.809448227249802e-19,0.005322471573522147,0.00443793570225397,-6.830473686658678e-19,0.0017293581176979175,0.00043996593532593346,-9.616401877697518e-19
121.875,B_setup,-7.782350553293549e-08,-7.782350553293549e-08,0.0,0.00014757770761503994,0.00014444937577224787,-7.998411116215608e-20,0.0035457508792668424,0.0031630128849358436,-7.33127183299722e-19,0.00498714201808773,0.004112573481699096,-1.8431436932253575e-18,0.0016204485350913573,0.00034493705078730873,1.007600932038159e-19
122.85,B_setup,-7.776485636928167e-08,-7.776485636928167e-08,0.0,0.00013844439204136112,0.0001353585608178179,-7.804803585414624e-20,0.0033218389194330433,0.0029443054916135033,-1.9618896454499604e-18,0.004657222712574619,0.0037944194448736807,-4.125389266307344e-18,0.0015132720607577267,0.0002543304712979539,-7.47745954828318e-19
123.825,B_setup,-7.774040013213841e-08,-7.774040013213841e-08,0.0,0.00012948078625785373,0.00012644377970674167,-7.695899349339072e-20,0.003102055715839703,0.0027305002582754746,-1.0687135700214259e-18,0.004333282405233603,0.0034840220276138438,5.637851296924623e-19,0.0014080178459422456,0.0001683039136915195,1.2515464208473974e-18
124.8,B_setup,-7.774734209164387e-08,-7.774734209164387e-08,0.0,0.00012070195697372797,0.00011772000940719152,-7.623296525288703e-20,0.0028867735096655056,0.002521958446927154,-1.2339253296382646e-18,0.004015878958033321,0.0031819138554254715,-2.130457268934016e-18,0.0013048712554773747,8.700399171671216e-05,9.946376451932237e-19
125.77499999999999,B_setup,-7.778297047811538e-08,-7.778297047811538e-08,0.0,0.00011212265710111897,0.0001092018959083312,-7.272382875711922e-20,0.002676356760092156,0.0023190314349919054,-5.937297611230143e-19,0.00370555847599188,0.0028886109898791064,-2.49366499671666e-19,0.0012040135772959284,1.0566099336696738e-05,-1.6610684370851288e-18
126.75,B_setup,-7.784465096856774e-08,-7.784465096856774e-08,0.0,0.00010375730155297708,0.00010090373050822942,-7.199780051661553e-20,0.0024711615554524544,0.002122060186407892,-1.290716872006553e-18,0.0034028544543431597,0.002604612213360122,-1.891932790987205e-18,0.0011056217375001946,-6.0885669632984544e-05,1.6227678168614561e-18
127.725,B_setup,-7.792982187596257e-08,-7.792982187596257e-08,0.0,9.561994359396252e-05,9.28394267253106e-05,-7.199780051661553e-20,0.0022715350378465404,0.0019313747448688739,-1.0067591601651113e-18,0.0031082869452003716,0.0023303983532349725,-2.2063514210080017e-18,0.0010098680215690132,-0.00012723856584420055,-1.818984840468887e-18
128.7,B_setup,-7.803598874772354e-08,-7.803598874772354e-08,0.0,8.772425178682997e-05,8.50224978752232e-05,-6.800464519384526e-20,0.002077814842260931,0.0017472937499425432,-1.1409937148537928e-18,0.002822361745335429,0.002066431646355768,-1.962405932198763e-18,0.0009169198022767195,-0.000188391193105444,9.251072884794793e-19
129.67499999999998,B_setup,-7.816071967526808e-08,-7.816071967526808e-08,0.0,8.008348757264618e-05,7.746603534508746e-05,-6.510053223183052e-20,0.0018903285511944364,0.0015701239767110355,-9.189904128686657e-19,0.002545569606642161,0.001813155144652099,-6.993104012531504e-19,0.0008269392748862117,-0.0002442534820719645,3.1589173079862984e-18
130.65,B_setup,-7.830164017389228e-08,-7.830164017389228e-08,0.0,7.271048352482852e-05,7.018268760576117e-05,-6.449550869807744e-20,0.0017093931657659485,0.0014001598995263648,3.0460918179354646e-19,0.002278385470801363,0.0015709921624399766,1.1817803680091999e-18,0.0007400832001716502,-0.00029474662966126353,-2.0411284377661887e-18
131.625,B_setup,-7.845642831041534e-08,-7.845642831041534e-08,0.0,6.561762231380835e-05,6.318463999230256e-05,-6.159139573606269e-20,0.0015353145942461634,0.001237683280381018,-1.7037462710486497e-18,0.0020212677296103628,0.0013403457659009776,-2.824346659324739e-18,0.000656502655813372,-0.0003398030050984034,-1.2303337696465941e-18
132.6,B_setup,-7.862280970136281e-08,-7.862280970136281e-08,0.0,5.8816816418739356e-05,5.648359528696014e-05,-5.905029689429979e-20,0.001368387158921498,0.0010829627823333713,-1.5772560175920076e-18,0.0017746575123824555,0.0011215983050539508,-2.6075062248276382e-18,0.0005763427967008322,-0.00037936602363928266,-8.614693348770693e-19
133.575,B_setup,-7.879855251803421e-08,-7.879855251803421e-08,0.0,5.2319488621121596e-05,5.00907551347302e-05,-5.663020275928751e-20,0.0012088931221626213,0.0009362536083459351,-7.744301232039318e-20,0.0015389780017609786,0.0009151109883816608,-1.192622389734055e-19,0.0004997426246678889,-0.0004133899891376176,1.7341342356656737e-18
134.54999999999998,B_setup,-7.898146253081028e-08,-7.898146253081028e-08,0.0,4.613655331367546e-05,4.401680232032478e-05,-5.2697549789892543e-20,0.0010571022325321173,0.0007977971658243652,-1.5746745838479945e-18,0.001314633779227902,0.0007212235001325461,-2.4665599424045226e-18,0.0004268347681757777,-0.000441839906777849,2.6339041907664158e-18
135.525,B_setup,-7.9169377940657e-08,-7.9169377940657e-08,0.0,4.0278398656425555e-05,3.8271883933974275e-05,-5.06404697751321e-20,0.0009132712917264504,0.0006678207570684288,6.685913396993944e-19,0.0011020102015195364,0.0005402536601653163,1.8648277366750675e-18,0.000357745272449789,-0.0004646912674030008,-2.7735541445050376e-18
136.5,B_setup,-7.936016432875043e-08,-7.936016432875043e-08,0.0,3.475486961033667e-05,3.2865595451136496e-05,-4.7373342692865514e-20,0.0007776437431054452,0.0005465372957750855,-1.7889335846010823e-18,0.0009014728090893291,0.0003724971260624846,-3.0574501264091224e-18,0.00029259340056487387,-0.0004819298049953903,-9.952268855043571e-19
137.475,B_setup,-7.955170945850619e-08,-7.955170945850619e-08,0.0,2.9575251877155232e-05,2.780696574962212e-05,-4.507425326460384e-20,0.0006504492825190186,0.0004341450496579189,-5.421010862427522e-20,0.0007133667676819975,0.00021822713708946742,2.7105054312137612e-21,0.0002314914459659103,-0.0004935512289725239,-4.943726210409447e-19
138.45,B_setup,-7.974191801828763e-08,-7.974191801828763e-08,0.0,2.474825677256768e-05,2.3104443085818366e-05,-4.1323107355334794e-20,0.0005319034920953292,0.0003308274091761165,-1.0145034613971506e-18,0.0005380163440031276,7.76942994342725e-05,-1.4501204056993622e-18,0.00017454455689862002,-0.0004995609330745492,1.5773963129041823e-18
139.42499999999998,B_setup,-7.992870639317759e-08,-7.992870639317759e-08,0.0,2.028200705783869e-05,1.876588204918182e-05,-3.829798968656944e-20,0.00042220749760659896,0.0002367526822927044,5.937297611230144e-20,0.00037572441638306753,-4.8873587980319074e-05,1.032702569292443e-18,0.00012185057321489995,-0.0004999736827045183,4.227504612226767e-18
140.4,B_setup,-8.010999737390072e-08,-8.010999737390072e-08,0.0,1.6184023753337648e-05,1.4798531513010813e-05,-3.4728350837426314e-20,0.00032154764997935294,0.00015207391511160153,-8.363845330602463e-19,0.0002267720212450534,-0.0001612716679594951,-2.379823768605682e-18,7.349987600686886e-05,-0.0004948132826737414,-4.185963170291861e-18
141.375,B_setup,-8.028371480824454e-08,-8.028371480824454e-08,0.0,1.2461213955546686e-05,1.120902359649747e-05,-3.158222846191034e-20,0.00023009523146362934,7.692873817053607e-05,-4.285180015061756e-19,9.141793609252426e-05,-0.00025931812076286415,-5.041540102057596e-19,2.957525050939741e-05,-0.0004841122273962759,-1.0276351026166954e-18
142.35,B_setup,-8.044777839473524e-08,-8.044777839473524e-08,0.0,9.119859677020741e-06,8.003363651941174e-06,-2.8284850202956103e-20,0.0001480061869219434,1.1439238099900437e-05,-8.041166112600825e-19,-3.0101700368193405e-05,-0.0003428542222153794,-1.5639616338103402e-18,-9.848237300285014e-06,-0.0004679113356290851,5.055681869524797e-19
143.325,B_setup,-8.060009847150101e-08,-8.060009847150101e-08,0.0,6.165607726856969e-06,5.18692128788414e-06,-2.4684960177125324e-20,7.542088064261906e-05,-4.428814571365185e-05,-8.647803042443905e-20,-0.00013757373045806867,-0.00041174436546242917,4.1470733097570547e-19,-4.47033499941231e-05,-0.0004462593719361742,1.7135108247760038e-18
144.29999999999998,B_setup,-8.073857084766867e-08,-8.073857084766867e-08,0.0,3.603460647186594e-06,2.764422437803686e-06,-2.11153213279822e-20,1.246387902403841e-05,-9.016269988466454e-05,-3.265513686176579e-19,-0.00023080828170602932,-0.0004658760477562076,-5.55653613398821e-20,-7.49307734802599e-05,-0.00041921265711151806,2.166342003882042e-18
145.275,B_setup,-8.086107194680949e-08,-8.086107194680949e-08,0.0,1.4377687189616997e-06,7.399424810059229e-07,-1.7606184832214385e-20,-4.0756240583593745e-05,-0.0001261094916998691,-5.498453874747915e-19,-0.00030963903269148364,-0.000505159823789721,-1.0042422622646984e-18,-0.00010047919690922707,-0.00038683466982856205,-2.8685691446753028e-18
146.25,B_setup,-8.096545403247776e-08,-8.096545403247776e-08,0.0,-3.277769517950288e-07,-8.830995795366856e-07,-1.3976043629695956e-20,-8.414705465431363e-05,-0.0001520694002594462,-1.0261199132452095e-19,-0.00037392344037912956,-0.0005295292272211923,8.131516293641283e-21,-0.00012130537734587921,-0.0003491956418631649,-1.286458909282053e-18
147.225,B_setup,-8.104954082724819e-08,-8.104954082724819e-08,0.0,-1.690150258361374e-06,-2.1019458795846304e-06,-1.0391279192209006e-20,-0.00011763243171905149,-0.00016799912470477255,-8.789781898364626e-19,-0.00042354292889924003,-0.0005389406621469136,-1.451475658414969e-18,-0.0001373741888799221,-0.0003063721492286515,-5.376817839092515e-19
148.2,B_setup,-8.111112343433328e-08,-8.111112343433328e-08,0.0,-2.64699482162613e-06,-2.9145033963576887e-06,-6.7611379896905756e-21,-0.0001411526439585161,-0.0001738711702112755,2.852484287134482e-19,-0.0004584030398531505,-0.0005333732664016031,7.453889935837844e-21,-0.00014865865587746142,-0.0002584467016511655,1.8099989257241025e-18
149.17499999999998,B_setup,-8.114795679712171e-08,-8.114795679712171e-08,0.0,-3.4185028665051768e-06,-1.2006137669870194e-05,-1.6456640118083548e-20,-0.00015652389243139687,-0.0003717158089696257,-1.6004889212881257e-19,-0.0004821639375704787,-0.0010455437427072658,1.6263032587282567e-19,-0.00015631094543663168,-0.001242098695484464,3.6191139909815044e-18
150.15,R_open,-4.0028266135089663e-07,-4.0028266135089663e-07,0.0,-0.00011302446463160387,-0.0003359189807812518,-1.657280463656414e-18,-0.0008331061975304003,-0.00366321405143452,-8.05407328132089e-18,-0.0017657899362893425,-0.008451176149935865,-1.3487475025719676e-17,-0.0005369841459069318,-0.011075106387118961,-2.4017435081798455e-18
151.125,R_open,-9.770368368297239e-05,-9.770368368297239e-05,0.0,-0.0007025955798389185,-0.0012532348964863556,-3.0667432878875696e-18,-0.0027435260561191996,-0.005980976115096036,-1.6521175961683876e-18,-0.004795117816004538,-0.010708575205138546,-8.239936510889833e-19,-0.0012626076593567157,-0.005349305866914184,7.657767083490009e-18
152.1,R_open,-0.00043615136022596415,-0.00043615136022596415,0.0,-0.0013269720718585437,-0.0017922817703607962,-1.0160523216435584e-17,-0.0030983958987677637,-0.003960555139982092,-1.1306679798777404e-17,-0.004432930030443652,-0.007044777958250946,-6.7220534694101275e-18,-0.0009088268917505986,-0.01107842056667683,-1.2411757913714492e-17
153.075,R_open,-0.0008760073665148351,-0.0008760073665148351,0.0,-0.0015317100443281728,-0.001648781577887559,-4.717247487965949e-18,-0.001872957919342253,-0.004165355735418329,7.000848313763543e-18,-0.0016727003523141618,-0.007416462685581151,1.3270634591222575e-17,-3.9524229046165264e-05,-0.013266331925087686,6.542924414825566e-18
154.04999999999998,R_open,-0.0011745188460756165,-0.0011745188460756165,0.0,-0.0013097313957297406,-0.0014525608135269304,1.3819705548574161e-17,-0.000495465690554909,-0.0019468603453733674,9.065995308974028e-18,0.0005725088319516609,-0.002013068515011535,7.058156142880633e-18,0.00048327039307005307,-0.001114248370877366,-6.14636568543277e-18
155.025,hold,-0.001237018193772692,-0.001237018193772692,0.0,-0.0011630527540580694,-0.001180981563901698,-3.226953519625383e-18,-0.0006478157827249293,-0.0012794298213659038,-1.610814656264178e-18,-0.00012960354996097422,-0.001996803475681122,-2.7755575615628915e-18,0.0001349966048762809,-0.006716924010259282,4.47822636461404e-19
156.0,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011922072622616482,1.754568247883908e-20,-0.000926147532422325,-0.0009909506171574742,-3.7430789288190036e-19,-0.0006797943611212477,-0.0008385695176372693,-1.314595134138674e-19,-4.1482643147069435e-05,-0.00048044113339655017,1.9003000034053e-19
156.975,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419882,-0.0011890447669419882,0.0,-0.0009261475324223266,-0.0009261475324223266,0.0,-0.0006797943611212469,-0.0006797943611212469,0.0,-4.148264314707143e-05,-4.148264314707143e-05,0.0
157.95,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.0011890447669419871,-0.0011890447669419923,-2.1814162936293575e-20,-0.000926147532422325,-0.000926147532422345,1.360542435530486e-19,-0.0006797943611212477,-0.0006797943611212755,-1.703114028255151e-19,-4.1482643147069435e-05,-4.148264314712771e-05,-1.0092565405557584e-18
158.92499999999998,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,-3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,2.9817531329512898e-18
159.9,hold,-0.0012370181937726918,-0.0012370181937726918,0.0,-0.001189044766941981,-0.001189044766941987,3.4975379346733784e-20,-0.0009261475324223184,-0.0009261475324223263,-4.296140107210632e-19,-0.0006797943611212421,-0.0006797943611212499,-1.089915089254809e-18,-4.1482643147062917e-05,-4.148264314708413e-05,-2.9817531329512898e-18
