case,t,l,N,B,R,rho,Tkk_min,flux,theta_plus,theta_minus,K_l,K_ang,tidal_ang
sharp_fast_B_wall,-1.5499999999999998,0.0,1.0,1.043661645312476,1.0,-0.03326244940046831,-0.07305118517332906,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,-4.0102063818105735,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.5499999999999998,0.25,1.0,1.0436549910954178,1.0307764064044151,-0.029290247995103342,-0.208582290415236,0.0719330237533088,0.45088405451604174,-0.45088405451609687,-4.009620774303535,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.5499999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.5,0.0,1.0,1.4905389336209476,1.0,0.003974139155382709,-0.03581459661770421,-0.0,0.0,0.0,-8.97742246193559,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-1.5,0.25,1.0,1.4904641734391795,1.0307764064044151,0.004713737054956654,-0.2572695177286694,0.11276327558358562,0.31571868837022826,-0.31571868837022826,-8.976504495107857,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-1.5,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-1.4499999999999997,0.0,1.0,2.337511565664455,1.0,0.025226127200514308,-0.014562608572346442,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,-8.518812525895312,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.4499999999999997,0.25,1.0,2.337307723316962,1.0307764064044151,0.024132925264558052,-0.1493851284870723,0.06823651197803186,0.20132881486104437,-0.20132881486109952,-8.518257056631708,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.4499999999999997,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.4,0.0,1.0,3.415942381947158,1.0,0.03296965806234831,-0.006819077710738607,-0.0,0.0,0.0,-6.580816352344453,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-1.4,0.25,1.0,3.4155741822401904,1.0307764064044151,0.03121188385452786,-0.07819293045098961,0.036072699325830654,0.13777109463697862,-0.13777109463697862,-6.580522713899709,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-1.4,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-1.35,0.0,1.0,4.51110955712285,1.0,0.03587870690366175,-0.003910028869198999,-0.0,2.842170943040401e-14,2.842170943040401e-14,-4.560013329988285,-1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.35,0.25,1.0,4.5105744493654285,1.0307764064044151,0.03387193329899461,-0.04132374898621969,0.018927861696038367,0.10432538010039065,-0.1043253801003355,-4.559859255362083,-1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.35,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,5.082514270492395e-16,0.8988728581885448,-0.8988728581884845,-1.4210854715202004e-14,-1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.2999999999999998,0.0,1.0,5.404958959797583,1.0,0.0370650192105499,-0.0027237165623108447,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,-2.6949326611450144,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.2999999999999998,0.25,1.0,5.404287625658855,1.0307764064044151,0.03495684423470052,-0.021088749768468303,0.00933639434551169,0.0870729736268463,-0.08707297362690143,-2.6948566624160653,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.2999999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.25,0.0,1.0,5.919519993778153,1.0,0.03751796273233691,-0.002270773040750013,-0.0,0.0,0.0,-0.9563454566909134,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-1.25,0.25,1.0,5.918770238389255,1.0307764064044151,0.03537109811686055,-0.008064648576367375,0.0030252001009162125,0.07950425087443422,-0.07950425087443422,-0.9563208314672502,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-1.25,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-1.1999999999999997,0.0,1.0,5.952340575166227,1.0,0.037542935302511585,-0.0022458004703491638,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,0.7343241363172007,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.1999999999999997,0.25,1.0,5.9515858177836805,1.0307764064044151,0.03539393803931083,-0.006612248548831153,-0.0023100743246851447,0.07906588400267836,-0.07906588400273351,0.734305332242446,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.1999999999999997,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.15,0.0,1.0,5.496885936002501,1.0,0.03715535741101416,-0.0026333783620727646,-0.0,0.0,0.0,2.4618884154681075,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-1.15,0.25,1.0,5.49620059180875,1.0307764064044151,0.03503946466077634,-0.01910864758933986,-0.008386402822617142,0.08561685223103814,-0.08561685223103814,2.4618201497510728,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-1.15,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-1.1,0.0,1.0,4.643839734438304,1.0,0.036099025489472775,-0.0036897102833879773,-0.0,2.842170943040401e-14,2.842170943040401e-14,4.306791462692828,-1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.1,0.25,1.0,4.6432843980476335,1.0307764064044151,0.03407341294835867,-0.038004364439010584,-0.017365859195226974,0.10134365108004631,-0.10134365107999116,4.306650103054694,-1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.1,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,5.082514270492395e-16,0.8988728581885448,-0.8988728581884845,-1.4210854715202004e-14,-1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.0499999999999998,0.0,1.0,3.563048412859147,1.0,0.03352110698981546,-0.006267628783045286,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,6.3106785275141055,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-1.0499999999999998,0.25,1.0,3.5626577935788153,1.0307764064044151,0.03171609841208724,-0.07188634604810715,-0.03316388047912207,0.13208324267042063,-0.13208324267047578,6.310408567890115,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-1.0499999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-1.0,0.0,1.0,2.4697037868956087,1.0,0.026743348458673804,-0.013045387314413119,-0.0,0.0,0.0,8.29796383121846,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-1.0,0.25,1.0,2.469479797901621,1.0307764064044151,0.025519763961538957,-0.13738771728646942,-0.0629102234819113,0.19055324700403992,-0.19055324700403992,8.29745172160827,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-1.0,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.9499999999999997,0.0,1.0,1.581497107831276,1.0,0.007975348742992577,-0.03181338702986817,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,9.118824857799494,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.9499999999999997,0.25,1.0,1.5814084852439554,1.0307764064044151,0.008369069594330406,-0.2441045002364089,-0.10795305203588754,0.2975622037518021,-0.2975622037518572,9.117946054506314,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.9499999999999997,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.8999999999999999,0.0,1.0,1.0752754728872842,1.0,-0.02903008613771249,-0.06881882191079941,-0.0,0.0,0.0,5.094410103276072,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.8999999999999999,0.25,1.0,1.0752640005908976,1.0307764064044151,-0.025426413738755763,-0.23835958282961212,-0.08869501443019423,0.43762963666824134,-0.43762963666824134,5.093688039325786,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.8999999999999999,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.8500000000000001,0.0,1.0,1.0518305432845,1.0,-0.032132171519439916,-0.07192090729230066,-0.0,2.842170943040401e-14,2.842170943040401e-14,-4.3317692099112355,-1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.8500000000000001,0.25,1.0,1.051822644093281,1.0307764064044151,-0.028258413104415472,-0.21791123822240757,0.07709777299774058,0.4473828325940955,-0.4473828325940403,-4.331141556837839,-1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.8500000000000001,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,5.082514270492395e-16,0.8988728581885448,-0.8988728581884845,-1.4210854715202004e-14,-1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.7999999999999998,0.0,1.0,1.5158303403771196,1.0,0.005159291509358751,-0.034629444263728174,-0.0,0.0,0.0,-9.026924064269366,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.7999999999999998,0.25,1.0,1.5157517256793556,1.0307764064044151,0.005796406550824547,-0.253680346311516,0.111493620933041,0.3104514980447258,-0.3104514980447258,-9.026016434809533,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.7999999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.75,0.0,1.0,2.374889815548456,1.0,0.025680919899208197,-0.014107815873878724,-0.0,0.0,0.0,-8.457597503531245,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.75,0.25,1.0,2.3746802765996047,1.0307764064044151,0.02454862746500196,-0.145869108453344,0.0666800575836856,0.1981603159541366,-0.1981603159541366,-8.457054704912146,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.75,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.6999999999999997,0.0,1.0,3.457965248789132,1.0,0.03313438846492583,-0.006654347307934925,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,-6.503601335699672,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.6999999999999997,0.25,1.0,3.4575906446217877,1.0307764064044151,0.031362502767821966,-0.07633398298091125,0.03521625462427202,0.13609690743260683,-0.13609690743266198,-6.50331466902865,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.6999999999999997,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.6499999999999999,0.0,1.0,4.549410044599649,1.0,0.035944265131531296,-0.0038444706415556268,-0.0,0.0,0.0,-4.487363622355882,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.6499999999999999,0.25,1.0,4.548869099688009,1.0307764064044151,0.033931885478905806,-0.04034889754740601,0.018469504490782176,0.10344711698415521,-0.10344711698415521,-4.487213278844482,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.6499999999999999,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.6000000000000001,0.0,1.0,5.431911218889968,1.0,0.037091981429384434,-0.002696754343476323,-0.0,2.842170943040401e-14,2.842170943040401e-14,-2.628130306697313,-1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.6000000000000001,0.25,1.0,5.431235777114412,1.0307764064044151,0.03498150295376227,-0.02051162436305623,0.009059787736307192,0.08664094383160696,-0.08664094383155181,-2.6280565595706964,-1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.6000000000000001,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,5.082514270492395e-16,0.8988728581885448,-0.8988728581884845,-1.4210854715202004e-14,-1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.5499999999999998,0.0,1.0,5.929757673504553,1.0,0.03752579690706495,-0.002262938866021972,-0.0,0.0,0.0,-0.8928350045849464,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.5499999999999998,0.25,1.0,5.9290063578505166,1.0307764064044151,0.03537826325072545,-0.007646144369901891,0.00281942210720745,0.07936699094241353,-0.07936699094241353,-0.8928120544016407,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.5499999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.5,0.0,1.0,5.9438252941627425,1.0,0.03753649590712495,-0.002252239865961972,-0.0,0.0,0.0,0.7976857804540703,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.5,0.25,1.0,5.943071834544577,1.0307764064044151,0.03538804856096246,-0.007023802014138337,-0.0025129954659705335,0.07917915297032485,-0.07917915297032485,0.7976653245943506,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.5,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.44999999999999973,0.0,1.0,5.471313136065484,1.0,0.03713068317437025,-0.002658052598490499,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,2.5282566408378915,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.44999999999999973,0.25,1.0,5.470631689273224,1.0307764064044151,0.035016898333863046,-0.019663201030331066,-0.008652737971224069,0.08601701240892684,-0.08601701240898199,2.528186207130968,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.44999999999999973,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.3999999999999999,0.0,1.0,4.60630110823713,1.0,0.036038642537749965,-0.0037500932353369543,-0.0,0.0,0.0,4.378839946368259,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.3999999999999999,0.25,1.0,4.605751492889837,1.0307764064044151,0.034018192903691964,-0.03892669983054001,-0.017800252800430502,0.10216951449236375,-0.10216951449236375,4.378695050688782,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.3999999999999999,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.3500000000000001,0.0,1.0,3.5210181184178735,1.0,0.03337058088954231,-0.006418154883318441,-0.0,2.842170943040401e-14,2.842170943040401e-14,6.38781492919132,-1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.3500000000000001,0.25,1.0,3.5206339047299156,1.0307764064044151,0.031578464195712114,-0.07363190812368922,-0.03396992820486971,0.13365984837813766,-0.13365984837808254,6.387538408060638,-1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.3500000000000001,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,5.082514270492395e-16,0.8988728581885448,-0.8988728581884845,-1.4210854715202004e-14,-1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.2999999999999998,0.0,1.0,2.431550299415422,1.0,0.026330745896196384,-0.013457989876890538,-0.0,0.0,0.0,8.362878036091661,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.2999999999999998,0.25,1.0,2.431332125172239,1.0307764064044151,0.025142610986275037,-0.140727174207357,-0.06439708695717551,0.19354303306780785,-0.19354303306780785,8.362353822423213,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.2999999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.25,0.0,1.0,1.554817007780197,1.0,0.006874168653551663,-0.032914567119535255,-0.0,0.0,0.0,9.087331004273585,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.25,0.25,1.0,1.554732451351529,1.0307764064044151,0.007363045571871485,-0.24802571371360962,-0.10942588838530357,0.3026677635061711,-0.3026677635061711,9.086440209726456,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.25,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.19999999999999973,0.0,1.0,1.0653809228045108,1.0,-0.030314309055576773,-0.07010304482843753,-0.0,-2.842170943040401e-14,-2.842170943040401e-14,4.796708745183123,1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.19999999999999973,0.25,1.0,1.0653709584788722,1.0307764064044151,-0.026598841406948688,-0.23068111105649441,-0.08428733744881214,0.4416934685106088,-0.44169346851066393,4.796022563120466,1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.19999999999999973,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,-5.082514270492395e-16,0.8988728581884845,-0.8988728581885448,1.4210854715202004e-14,1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.1499999999999999,0.0,1.0,1.0606916054333528,1.0,-0.030935530330122946,-0.07072426610320987,-0.0,0.0,0.0,-4.644127963970965,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.1499999999999999,0.25,1.0,1.0606823557792622,1.0307764064044151,-0.02716597504331363,-0.2265901331545474,0.08196687891860303,0.44364591466718395,-0.44364591466718395,-4.643460672307459,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.1499999999999999,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,-0.10000000000000009,0.0,1.0,1.5416827259312904,1.0,0.00631095196636224,-0.033477783806498504,-0.0,2.842170943040401e-14,2.842170943040401e-14,-9.06898947373236,-1.4210854715202004e-14,1.4210854715197892e-12
sharp_fast_B_wall,-0.10000000000000009,0.25,1.0,1.5416001712220193,1.0307764064044151,0.00684850793368854,-0.24994330260712427,0.11013520956261515,0.3052460700805839,-0.3052460700805288,-9.068092904122482,-1.378655412260815e-14,1.3786554122604162e-12
sharp_fast_B_wall,-0.10000000000000009,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.00627945284374944,5.082514270492395e-16,0.8988728581885448,-0.8988728581884845,-1.4210854715202004e-14,-1.5063475871192507e-14,1.5031541492200257e-12
sharp_fast_B_wall,-0.04999999999999982,0.0,1.0,2.4125861647219278,1.0,0.026118341289446585,-0.013670394483640338,-0.0,0.0,0.0,-8.394818399108647,-0.0,-1.4210854715202307e-12
sharp_fast_B_wall,-0.04999999999999982,0.25,1.0,2.4123708806920585,1.0307764064044151,0.024948457747949022,-0.14242347579622328,0.06515110136328105,0.19506428205850268,-0.19506428205850268,-8.394288047251282,-0.0,-1.3786554122608443e-12
sharp_fast_B_wall,-0.04999999999999982,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259936,-0.006279452843988167,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-1.5095410250180716e-12
sharp_fast_B_wall,0.0,0.0,1.0,3.5,1.0,0.033293265128896056,-0.006495470644077778,-0.0,0.0,0.0,-6.426402005380039,-0.0,-0.0
sharp_fast_B_wall,0.0,0.25,1.0,3.4996189895610517,1.0307764064044151,0.031507770604058696,-0.07452128718917794,0.03438034125510415,0.13446246442960816,-0.13446246442960816,-6.426122143342901,-0.0,-0.0
sharp_fast_B_wall,0.0,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.04999999999999982,0.0,1.0,4.587413835278072,1.0,0.03600769924571484,-0.0037810365272589954,-0.0,0.0,0.0,-4.414954362584765,-0.0,-0.0
sharp_fast_B_wall,0.04999999999999982,0.25,1.0,4.586867098430044,1.0307764064044151,0.033989895435954036,-0.03939552841995628,0.018020946735028506,0.10259015223312143,-0.10259015223312143,-4.414807670416572,-0.0,-0.0
sharp_fast_B_wall,0.04999999999999982,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.09999999999999964,0.0,1.0,5.458317274068704,1.0,0.03711801084110671,-0.0026707249318671205,-0.0,0.0,0.0,-2.5615045280949893,-0.0,-0.0
sharp_fast_B_wall,0.09999999999999964,0.25,1.0,5.4576378079000785,1.0307764064044151,0.035005308610319724,-0.019943758481037892,0.008787397271162161,0.08622180702791878,-0.08622180702791878,-2.561432998250109,-0.0,-0.0
sharp_fast_B_wall,0.09999999999999964,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452844108038,1.198713322522863e-13,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.15000000000000036,0.0,1.0,5.939308394566649,1.0,0.03753306890551168,-0.0022556668674621537,-0.0,0.0,0.0,-0.8293873997936315,-0.0,-0.0
sharp_fast_B_wall,0.15000000000000036,0.25,1.0,5.938555623342843,1.0307764064044151,0.035384914222751175,-0.007230558355147026,0.002614853911323216,0.07923936791151068,-0.07923936791151068,-0.8293661148026631,-0.0,-0.0
sharp_fast_B_wall,0.15000000000000036,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.20000000000000018,0.0,1.0,5.934619077195487,1.0,0.03752950280744275,-0.0022592329655310834,-0.0,0.0,0.0,0.8611036231465489,-0.0,-0.0
sharp_fast_B_wall,0.20000000000000018,0.25,1.0,5.933867020643229,1.0307764064044151,0.0353816526678236,-0.007437998154746067,-0.0027169924032263044,0.07930197833284523,-0.07930197833284523,0.8610815067446793,-0.0,-0.0
sharp_fast_B_wall,0.20000000000000018,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.25,0.0,1.0,5.445182992219802,1.0,0.03710511123431982,-0.002683624538654022,-0.0,0.0,0.0,2.5947955873954713,-0.0,-0.0
sharp_fast_B_wall,0.25,0.25,1.0,5.444505527770573,1.0307764064044151,0.034993511041667306,-0.020226553467867656,-0.008923074563012206,0.08642977612949969,-0.08642977612949969,2.5947229531258884,-0.0,-0.0
sharp_fast_B_wall,0.25,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.2999999999999998,0.0,1.0,4.568449700584578,1.0,0.03597624309912358,-0.003812492673850253,-0.0,0.0,0.0,4.451128922363154,-0.0,-0.0
sharp_fast_B_wall,0.2999999999999998,0.25,1.0,4.567905853949863,1.0307764064044151,0.033961129026681365,-0.03986956795100596,-0.018244018769313683,0.10301600097430534,-0.10301600097430534,4.450980414347551,-0.0,-0.0
sharp_fast_B_wall,0.2999999999999998,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.35000000000000053,0.0,1.0,3.4789818815821163,1.0,0.033214543840059445,-0.006574191932914392,-0.0,0.0,0.0,6.464998343870219,-0.0,-0.0
sharp_fast_B_wall,0.35000000000000053,0.25,1.0,3.4786040743921776,1.0307764064044151,0.031435792160716236,-0.07542192899772,-0.03479576270751615,0.1352747779964747,-0.1352747779964747,6.464715100154749,-0.0,-0.0
sharp_fast_B_wall,0.35000000000000053,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452844108038,-1.198713322522863e-13,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
sharp_fast_B_wall,0.40000000000000036,0.0,1.0,2.393698891762862,1.0,0.025901760071678503,-0.013886975701295332,-0.0,0.0,0.0,8.426396221829927,-0.0,-0.0
sharp_fast_B_wall,0.40000000000000036,0.25,1.0,2.393486486232257,1.0307764064044151,0.02475048830425958,-0.14413746616850462,-0.0659121098691423,0.19660332181017867,-0.19660332181017867,8.425859674840153,-0.0,-0.0
sharp_fast_B_wall,0.40000000000000036,1.6000000000000005,1.0,1.0,1.8867962264113212,-0.0031398919066259923,-0.006279452843868295,-0.0,0.8988728581885147,-0.8988728581885147,-0.0,-0.0,-3.193437898788839e-15
