tau0,t0,lorentzian_avg_rho_dimless,L0max_planck_units
0.002,-2.959380279681585,0.45313041322596687,inf
0.002,-2.9405307237600464,0.4618869417553689,inf
0.002,-2.9216811678385075,0.4562988493357864,inf
0.002,-2.9028316119169686,0.4396749133382801,inf
0.002,-2.88398205599543,0.4150423760692531,inf
0.002,-2.865132500073891,0.3849929206997861,inf
0.002,-2.8462829441523527,0.3516431708575926,inf
0.002,-2.827433388230814,0.3166602379730978,inf
0.002,-2.8085838323092753,0.2813182743648518,inf
0.002,-2.7897342763877364,0.2465650317031625,inf
0.002,-2.7708847204661975,0.21308680311359177,inf
0.002,-2.752035164544659,0.18136619537805712,inf
