t,a,rho,Gtt,Gkp,Gkm,theta_product,tidal_ang,adot_over_a
-18.84955592153876,1.05,-0.036089548242873214,-0.9070292770494793,-1.8616679340393751,-1.8616679340393751,8.056342826384451e-07,0.023804589265923073,-0.00044878566227054455
-18.83070636561722,1.0499911176190404,-0.036090134807133786,-0.9070440190172543,-1.8854905281164855,-1.8854905281164855,3.2220191924008867e-06,0.03570084228858948,-0.0008974991911418203
-18.81185680969568,1.0499644736320295,-0.03609187037359602,-0.9070876385600348,-1.9093408729086203,-1.9093408729086203,1.288415197778667e-05,0.04758118737527799,-0.001794725047032739
-18.793007253774142,1.0499200775054487,-0.03609476270113065,-0.9071603306795114,-1.9094097432586692,-1.9094097432586692,2.8974627832510814e-05,0.04754091912134413,-0.002691404272517918
-18.774157697852605,1.0498579450130308,-0.036098811364551744,-0.907262084689596,-1.9095061535973514,-1.9095061535973514,5.147384205553236e-05,0.047484557878822775,-0.0035872636526861376
-18.755308141931064,1.0497780982301539,-0.03610401576793518,-0.9073928856130816,-1.9096300957448014,-1.9096300957448014,8.035437502133646e-05,0.047412117962441463,-0.004482030093086627
-18.736458586009526,1.0496805655260004,-0.0361103751439552,-0.9075527141649691,-1.909781559145327,-1.909781559145327,0.00011558101912641916,0.04732361778030369,-0.005375430660105736
-18.71760903008799,1.0495653815534753,-0.036117888553033044,-0.907741546731068,-1.9099605308344971,-1.9099605308344971,0.00015711081342126932,0.04721907983450288,-0.00626719262152659
-18.698759474166447,1.0494325872368957,-0.036126554882297754,-0.9079593553418808,-1.9101669954041316,-1.9101669954041316,0.0002048930859138508,0.04709853072444568,-0.007157043487255244
-18.67990991824491,1.04928222975745,-0.03613637284436058,-0.9082061076417992,-1.9104009349598676,-1.9104009349598676,0.00025886950353798746,0.04696200115019256,-0.008044711050404288
-18.661060362323372,1.0491143625364345,-0.036147340975904135,-0.9084817668536459,-1.9106623290683538,-1.9106623290683538,0.0003189741297637661,0.04680952591431055,-0.008929923428615809
-18.64221080640183,1.0489290452162736,-0.036159457636087654,-0.9087862917385946,-1.910951154703315,-1.910951154703315,0.00038513348983502943,0.04664114392683363,-0.009812409105757737
-18.623361250480293,1.0487263436393288,-0.03617272100476991,-0.9091196365515068,-1.9112673861824998,-1.9112673861824998,0.00045726664361467724,0.04645689820929114,-0.010691896974048586
-18.604511694558756,1.0485063298245052,-0.03618712908055184,-0.9094817509917379,-1.9116109950967282,-1.9116109950967282,0.0005352852660095149,0.04625683589837487,-0.011568116376592117
-18.585662138637215,1.0482690819416636,-0.036202679678640465,-0.909872580149451,-1.911981950235545,-1.911981950235545,0.0006190937349494245,0.046041008251452645,-0.012440797150398206
-18.566812582715677,1.0480146842838471,-0.0362193704285367,-0.9102920644475063,-1.9123802175047708,-1.9123802175047708,0.0007085892268932209,0.04580947065151726,-0.013309669669954444
-18.54796302679414,1.0477432272373322,-0.03623719877154928,-0.9107401395789784,-1.912805759836883,-1.912805759836883,0.0008036618198225921,0.04556228261198541,-0.01417446489133357
-18.5291134708726,1.0474548072495147,-0.03625616195813732,-0.9112167364403675,-1.913258537098159,-1.913258537098159,0.0009041946036904331,0.045299507783250814,-0.015034914396916541
-18.51026391495106,1.0471495267946431,-0.03627625704508446,-0.9117217810605787,-1.9137385059887666,-1.9137385059887666,0.0010100637982855942,0.04502121395901909,-0.01589075044078783
-18.491414359029523,1.0468274943374096,-0.036297480892507616,-0.9122551945257426,-1.914245619934379,-1.914245619934379,0.001121138878466358,0.04472747308163873,-0.01674170599480798
-18.472564803107982,1.0464888242944126,-0.0363198301607035,-0.9128168928999609,-1.9147798289729516,-1.9147798289729516,0.0012372827067122518,0.04441836124817582,-0.017587514795390023
-18.453715247186445,1.0461336369935057,-0.036343301306836426,-0.9134067871420611,-1.9153410796388313,-1.9153410796388313,0.0013583516729455808,0.04409395871823623,-0.01842791139105013
-18.434865691264907,1.0457620586310459,-0.03636789058147099,-0.9140247830184535,-1.9159293148380092,-1.9159293148380092,0.0014841958415705856,0.04375434992035491,-0.019262631190796506
-18.416016135343366,1.0453742212270558,-0.036393594024953665,-0.9146707810121906,-1.9165444737172876,-1.9165444737172876,0.0016146591056568117,0.0433996234582462,-0.0200914105133065
-18.397166579421828,1.0449702625783186,-0.03642040746364741,-0.9153446762283325,-1.9171864915307353,-1.9171864915307353,0.0017495793482111381,0.043029872118508776,-0.020913986637004063
-18.37831702350029,1.0445503262094185,-0.036448326506023525,-0.9160463582957251,-1.9178552994969547,-1.9178552994969547,0.0018887886104643195,0.04264519287644413,-0.021730097851047056
-18.35946746757875,1.0441145613217475,-0.03647734653861563,-0.9167757112653115,-1.9185508246559322,-1.9185508246559322,0.0020321132670871366,0.04224568690426891,-0.022539483507209836
-18.340617911657212,1.043663122740496,-0.03650746272184009,-0.9175326135050885,-1.9192729897192973,-1.9192729897192973,0.0021793742082779834,0.04183145957852529,-0.023341884072831307
-18.321768355735674,1.0431961708596418,-0.036538669985688825,-0.9183169375918551,-1.9200217129093269,-1.9200217129093269,0.002330387028606203,0.041402620484232516,-0.024137041184692683
-18.302918799814133,1.0427138715849646,-0.03657096302529896,-0.9191285501998654,-1.9207969078032552,-1.9207969078032552,0.0024849622225235025,0.040959283423946585,-0.024924697703901558
-18.284069243892596,1.0422163962751008,-0.03660433629640534,-0.9199673119865378,-1.9215984831686654,-1.9215984831686654,0.0026429053864716902,0.04050156642448591,-0.02570459777195361
-18.265219687971058,1.0417039216806585,-0.036638784010681845,-0.9208330774753701,-1.9224263427900967,-1.9224263427900967,0.002804017427437766,0.040029591741248614,-0.026476486867774613
-18.246370132049517,1.0411766298814213,-0.03667430013097731,-0.921725694936204,-1.9232803852989673,-1.9232803852989673,0.002968094777869207,0.03954348586604593,-0.027240111865910202
-18.22752057612798,1.0406347082216547,-0.03671087836645262,-0.9226450062630082,-1.924160503995306,-1.924160503995306,0.0031349296168306875,0.03904337953254115,-0.027995221095888347
-18.20867102020644,1.040078349243544,-0.03674851216762549,-0.9235908468493388,-1.9250665866638172,-1.9250665866638172,0.003304310097257771,0.038529407720412745,-0.0287415644026981
-18.1898214642849,1.0395077506187844,-0.03678719472133004,-0.9245630454616613,-1.9259985153910584,-1.9259985153910584,0.0034760205791809053,0.03800170966147036,-0.029478893208450454
-18.170971908363363,1.0389231150783511,-0.036826918945597885,-0.9255614241106966,-1.9269561663781885,-1.9269561663781885,0.0036498418687873693,0.037460428844799123,-0.03020696057528533
-18.152122352441825,1.0383246503404675,-0.036867677484468724,-0.9265857979209982,-1.9279394097455687,-1.9279394097455687,0.0038255514631559927,0.0369057130188917,-0.030925521269479003
-18.133272796520284,1.0377125690368052,-0.03690946270273787,-0.9276359749989421,-1.9289481093390042,-1.9289481093390042,0.0040029238004965625,0.03633771419549794,-0.031634331826737555
-18.114423240598747,1.037087088636937,-0.036952266680648584,-0.9287117562993319,-1.9299821225348217,-1.9299821225348217,0.004181730515753961,0.035756588653609714,-0.032333150618807475
-18.09557368467721,1.0364484313710707,-0.036996081208537764,-0.9298129354908291,-1.9310413000370643,-1.9310413000370643,0.004361740701379427,0.035162496940030756,-0.03302173792132777
-18.076724128755668,1.0357968241510915,-0.03704089778144346,-0.9309392988204259,-1.9321254856757415,-1.9321254856757415,0.004542721173078,0.03455560387080999,-0.033699855982919275
-18.05787457283413,1.0351324984899424,-0.03708670759368293,-0.9320906249771768,-1.933234516205142,-1.933234516205142,0.004724436740356115,0.03393607853284991,-0.03436726909559485
-18.039025016912593,1.0344556904193674,-0.03713350153341041,-0.9332666849554198,-1.934368221095213,-1.934368221095213,0.004906650481655198,0.033304094281979925,-0.03502374366645861
-18.02017546099105,1.033766640406051,-0.03718127017716431,-0.9344672419177333,-1.935526422325274,-1.935526422325274,0.005089124023838877,0.03265982874192383,-0.03566904829063595
-18.001325905069514,1.0330655932661825,-0.037230003784412886,-0.9356920510578538,-1.936708934177298,-1.936708934177298,0.005271617825845118,0.032003463802564566,-0.03630295382556741
-17.982476349147976,1.0323527980784721,-0.03727969229210904,-0.9369408594638224,-1.937915563024788,-1.937915563024788,0.005453891466235704,0.03133518561529202,-0.03692523346654596
-17.96362679322644,1.0316285080956562,-0.03733032530926403,-0.938213405981608,-1.9391461071244416,-1.9391461071244416,0.005635703934411398,0.03065518458881124,-0.03753566282354488
-17.944777237304898,1.0308929806545166,-0.03738189211155081,-0.9395094210794741,-1.940400356407566,-1.940400356407566,0.005816813925240576,0.0299636553836538,-0.03813401999934106
-17.92592768138336,1.0301464770844513,-0.03743438163594767,-0.940828626713359,-1.9416780922702968,-1.9416780922702968,0.005996980136831549,0.02926079690468568,-0.03872008566891204
-17.907078125461823,1.0293892626146237,-0.03748778247543355,-0.9421707361935538,-1.942979087363215,-1.942979087363215,0.006175961571167606,0.028546812291657665,-0.03929364316008254
-17.88822856954028,1.0286216062797295,-0.03754208287374597,-0.9435354540529562,-1.9443031053857915,-1.9443031053857915,0.006353517837313994,0.02782190891027535,-0.03985447853539798
-17.869379013618744,1.0278437808244094,-0.03759727072021336,-0.9449224759171915,-1.9456499008808386,-1.9456499008808386,0.0065294094569246,0.027086298341112296,-0.040402380675291276
-17.850529457697206,1.0270560626063439,-0.03765333354467372,-0.9463314883769046,-1.9470192190262048,-1.9470192190262048,0.006703398171706002,0.0263401963647345,-0.04093714136241685
-17.831679901775665,1.0262587314980647,-0.037710258512491664,-0.9477621688625262,-1.948410795434685,-1.948410795434685,0.00687524725252537,0.025583822948250567,-0.04145855536715362
-17.812830345854128,1.0254520707875185,-0.03776803241968596,-0.9492141855218124,-1.9498243559551716,-1.9498243559551716,0.007044721809861815,0.024817402229540743,-0.041966420534344524
-17.79398078993259,1.0246363670774146,-0.03782664168818053,-0.9506871971004909,-1.9512596164714278,-1.9512596164714278,0.007211589105222622,0.02404116249707019,-0.04246053787112989
-17.77513123401105,1.023811910183397,-0.03788607236119154,-0.9521808528263253,-1.9527162827106817,-1.9527162827106817,0.007375618863176371,0.023255336171118548,-0.04294071163586012
-17.75628167808951,1.0229789930310744,-0.03794631009876339,-0.953694792296922,-1.9541940500541854,-1.9541940500541854,0.00753658358367679,0.022460159782211078,-0.04340674942816149
-17.737432122167974,1.022137911551945,-0.03800734017346713,-0.9552286453716204,-1.9556926033470263,-1.9556926033470263,0.007694258854257088,0.021655873945110666,-0.043858462279978215
-17.718582566246432,1.0212889645782535,-0.03806914746627466,-0.9567820320677998,-1.95721161672038,-1.95721161672038,0.00784842366172684,0.02084272333467451,-0.044295664747599287
-17.699733010324895,1.0204324537368175,-0.0381317164626219,-0.9583545624619355,-1.9587507534155721,-1.9587507534155721,0.007998860703013606,0.020020956657973654,-0.04471817500472712
-17.680883454403357,1.0195686833418602,-0.038195031248675335,-0.9599458365957682,-1.9603096656066556,-1.9603096656066556,0.008145356694690329,0.019190826620723543,-0.04512581493638184
-17.662033898481816,1.01869796028689,-0.03825907550781538,-0.9615554443879197,-1.9618879942399245,-1.9618879942399245,0.008287702680784733,0.018352589896944476,-0.045518410233620674
-17.64318434256028,1.0178205939356626,-0.03832383251735037,-0.9631829655513084,-1.9634853688772818,-1.9634853688772818,0.008425694338513657,0.01750650709501823,-0.04589579048919862
-17.62433478663874,1.0169368960122647,-0.038389285145475974,-0.9648279695167288,-1.965101407536815,-1.965101407536815,0.008559132281431125,0.016652842716499944,-0.046257789293888456
-17.6054852307172,1.0160471804903604,-0.03845541584849386,-0.9664900153629504,-1.966735716552712,-1.966735716552712,0.008687822359565686,0.015791865118459744,-0.046604244333444796
-17.586635674795662,1.0151517634816387,-0.03852220666830345,-0.9681686517536788,-1.9683878904398928,-1.9683878904398928,0.008811575956168053,0.014923846471746483,-0.04693499748633224
-17.567786118874125,1.0142509631234988,-0.03858963923018219,-0.9698634168817667,-1.9700575117588564,-1.9700575117588564,0.00893021028052671,0.014049062712595591,-0.04724989492191149
-17.548936562952584,1.0133450994660187,-0.03865769474086776,-0.9715738384210155,-1.9717441509992246,-1.9717441509992246,0.009043548656421919,0.013167793496544032,-0.04754878719910193
-17.530087007031046,1.0124344943582426,-0.03872635398695695,-0.9732994334859341,-1.9734473664710652,-1.9734473664710652,0.00915142080578912,0.01228032214887511,-0.04783152936554799
-17.51123745110951,1.0115194713338296,-0.03879559733363546,-0.9750397085998155,-1.975166704198805,-1.975166704198805,0.009253663127071125,0.011386935608703153,-0.048097981057085765
-17.492387895187967,1.0106003554961027,-0.038865404723753404,-0.9767941596715018,-1.9769016978310936,-1.9769016978310936,0.009350118967778135,0.010487924373072591,-0.04834800659742378
-17.47353833926643,1.009677473402543,-0.03893575567725988,-0.9785622719811738,-1.9786518685626948,-1.9786518685626948,0.009440638890817586,0.009583582438821289,-0.04858147509807001
-17.454688783344892,1.0087511529487638,-0.03900662929101152,-0.9803435201755379,-1.9804167250620117,-1.9804167250620117,0.009525080934074597,0.008674207238708695,-0.04879826055832984
-17.43583922742335,1.0078217232520115,-0.03907800423896875,-0.9821373682727601,-1.9821957634145293,-1.9821957634145293,0.00960331086274881,0.007760099576661028,-0.04899824196527058
-17.416989671501813,1.0068895145342318,-0.03914985877279339,-0.9839432696774849,-1.9839884670782284,-1.9839884670782284,0.009675202413995127,0.006841563559879823,-0.049181303393655416
-17.398140115580276,1.0059548580047435,-0.039222170722861695,-0.9857606672062957,-1.9857943068464032,-1.9857943068464032,0.009740637533339766,0.005918906525238395,-0.04934733410565298
-17.379290559658735,1.0050180857425606,-0.039294917499706136,-0.9875889931239504,-1.9876127408294157,-1.9876127408294157,0.009799506602380865,0.004992438965459899,-0.04949622865022361
-17.360441003737197,1.0040795305784078,-0.039368076095898624,-0.9894276691907125,-1.9894432144501808,-1.9894432144501808,0.009851708657327998,0.0040624744522118695,-0.04962788696219092
