tau0,t0,lorentzian_avg_rho_dimless,L0max_planck_units
0.002,-14.325662500369457,-0.04044692693734754,121152.67536168545
0.002,-14.231414720761762,-0.04006636075985036,121726.69358876818
0.002,-14.137166941154069,-0.039689531396337435,122303.1910539312
0.002,-14.042919161546376,-0.039319728670918735,122876.97690401261
0.002,-13.94867138193868,-0.0389599971568508,123442.95685348933
0.002,-13.85442360233099,-0.038613123672109465,123996.1800822234
0.002,-13.760175822723294,-0.03828163209813999,124531.88203247795
0.002,-13.6659280431156,-0.0379677845195468,125045.52265672239
0.002,-13.571680263507908,-0.03767358760092167,125532.81983922476
0.002,-13.477432483900213,-0.03740080309235558,125989.77789138892
0.002,-13.38318470429252,-0.037150961376998665,126412.71119377323
0.002,-13.288936924684826,-0.03692537703148571,126798.26321752557
0.002,-13.194689145077131,-0.03672516545273834,127143.42129632964
0.002,-13.100441365469438,-0.036551259703292066,127445.52763007492
0.002,-13.006193585861745,-0.03640442683406171,127702.28707836807
0.002,-12.91194580625405,-0.036285283052205373,127911.77234277109
0.002,-12.817698026646356,-0.0361943072080253,128072.42714044516
0.002,-12.723450247038663,-0.036131852175804294,128183.06793985916
0.002,-12.629202467430968,-0.03609815379770296,128242.88476434206
0.002,-12.534954687823275,-0.03609333714713116,128251.44147600126
0.002,-12.440706908215581,-0.03611741994912946,128208.67583660207
0.002,-12.346459128607886,-0.03617031307176136,128114.89951002251
0.002,-12.252211349000193,-0.03625181807632546,127970.79803009555
0.002,-12.1579635693925,-0.03636162188761864,127777.43061557642
0.002,-12.063715789784805,-0.03649928872081995,127536.22957822774
0.002,-11.969468010177113,-0.03666424948093675,127248.99894796565
0.002,-11.875220230569418,-0.036855788935860466,126917.91183751135
0.002,-11.780972450961723,-0.03707303105595929,126545.50599409036
0.002,-11.686724671354032,-0.03731492301194349,126134.67694233595
0.002,-11.592476891746337,-0.03758021842748172,125688.66811418683
0.002,-11.498229112138644,-0.03786746059138004,125211.05738999891
0.002,-11.40398133253095,-0.03817496644215521,124705.73954016619
0.002,-11.309733552923255,-0.0385008122399614,124176.90415604124
0.002,-11.215485773315562,-0.03884282192979835,123629.00878855266
0.002,-11.121237993707869,-0.03919855926689772,123066.7471664155
0.002,-11.026990214100174,-0.03956532481007211,122495.01253539315
0.002,-10.93274243449248,-0.039940158880838406,121918.8563367451
0.002,-10.838494654884787,-0.04031985152461594,121343.44261732826
0.002,-10.744246875277092,-0.0407009603857108,120773.99872653784
0.002,-10.649999095669399,-0.04107983721300388,120215.76299795596
0.002,-10.555751316061706,-0.0414526634448709,119673.93022934708
0.002,-10.461503536454012,-0.04181549498162998,119153.59585859907
0.002,-10.367255756846317,-0.04216431584974183,118659.69978280063
0.002,-10.273007977238624,-0.042495100009125486,118196.97078271814
0.002,-10.17876019763093,-0.04280388007550957,117769.87249759752
0.002,-10.084512418023236,-0.043086821252438026,117382.55184950554
0.002,-9.990264638415542,-0.043340298326045204,117038.79074778128
0.002,-9.89601685880785,-0.04356097320614082,116741.9618188153
0.002,-9.801769079200156,-0.04374587023483584,116494.98881070086
0.002,-9.707521299592461,-0.043892446359762256,116300.3122222238
0.002,-9.613273519984768,-0.04399865330550132,116159.86060613945
0.002,-9.519025740377074,-0.04406298908521647,116075.02790135884
0.002,-9.42477796076938,-0.0440845365719255,116046.65705964204
0.002,-9.330530181161686,-0.04406298737783174,116075.03015023869
0.002,-9.236282401553993,-0.04399864993919434,116159.8650497956
0.002,-9.142034621946298,-0.04389244143038309,116300.31875282797
0.002,-9.047786842338605,-0.04374586388351062,116494.99726747216
0.002,-8.953539062730911,-0.04356096561619783,116741.97198921423
0.002,-8.859291283123218,-0.0433402897190834,117038.80236916589
0.002,-8.765043503515523,-0.04308681188366986,117382.56461129745
0.002,-8.67079572390783,-0.04280387022852658,117769.88604401119
0.002,-8.576547944300136,-0.042495089990246954,118196.9847161046
0.002,-8.482300164692441,-0.042164305982108415,118659.71366765327
0.002,-8.388052385084748,-0.04181548559919837,119153.60922625923
0.002,-8.293804605477055,-0.041452654886456046,119673.94258343022
0.002,-8.19955682586936,-0.041079829816495814,120215.77382050347
0.002,-8.105309046261667,-0.04070095448257409,120774.00748487544
0.002,-8.011061266653973,-0.04031984743475613,121343.44877158836
0.002,-7.91681348704628,-0.039940156907895534,121918.85934798686
0.002,-7.822565707438585,-0.03956532523717851,122495.01187422831
0.002,-7.728317927830892,-0.03919856235291544,123066.74232202648
0.002,-7.6340701482231985,-0.038842827906031434,123628.99927797065
0.002,-7.5398223686155035,-0.03850082130732323,124176.88953353517
0.002,-7.44557458900781,-0.038174978768756876,124705.71940658458
0.002,-7.351326809400117,-0.037867476310496306,125211.03140190088
0.002,-7.257079029792422,-0.03758023763584597,125688.63599259609
0.002,-7.162831250184729,-0.037314945768318175,126134.63848095878
0.002,-7.068583470577035,-0.037073057379929525,126545.46106684452
0.002,-6.974335690969342,-0.03685581880680031,126917.86040522467
0.002,-6.880087911361647,-0.036664282837101464,127248.94106411787
0.002,-6.785840131753954,-0.036499325458524336,127536.16539362403
0.002,-6.691592352146261,-0.036361661860468845,127777.36038185723
0.002,-6.5973445725385655,-0.036251861094480184,127970.72210200445
0.002,-6.503096792930872,-0.036170358901208725,128114.8183463697
0.002,-6.408849013323179,-0.03611746831097546,128208.58999987814
0.002,-6.314601233715486,-0.03609338771690756,128251.35163061127
0.002,-6.220353454107791,-0.03609820620471367,128242.79167344667
0.002,-6.1261056745000975,-0.036131906002541236,128182.97246082676
0.002,-6.031857894892404,-0.036194361989697436,128072.33021893608
0.002,-5.937610115284709,-0.036285338276436575,127911.67500549505
0.002,-5.843362335677016,-0.03640448194082562,127702.19042457611
0.002,-5.749114556069323,-0.03655131408516402,127445.43282187011
0.002,-5.654866776461628,-0.036725218455555764,127143.32954790362
0.002,-5.560618996853934,-0.036925427955518515,126798.17578345236
0.002,-5.466371217246241,-0.0371510094787395,126412.62935651597
0.002,-5.372123437638548,-0.03740084758704623,125989.70294819617
0.002,-5.277875658030853,-0.03767362766593505,125532.75308861224
0.002,-5.1836278784231595,-0.0379678192987431,125045.46538475029
0.002,-5.089380098815466,-0.038281660707310164,124531.83549904126
0.002,-4.995132319207771,-0.038613145205608386,123996.14550757314
0.002,-4.900884539600078,-0.038960010695504935,123442.93540519384
0.002,-4.806636759992385,-0.03931973329126823,122876.9696845512
0.002,-4.71238898038469,-0.039689526181241296,122303.1990890848
0.002,-4.618141200776996,-0.040066344810442654,121726.71781693872
0.002,-4.523893421169303,-0.04044689938628699,121152.71662423188
0.002,-4.42964564156161,-0.04082767556226733,120586.43243303402
0.002,-4.335397861953915,-0.04120496393526452,120033.09518379002
0.002,-4.241150082346222,-0.04157489869933434,119497.87277753539
0.002,-4.146902302738528,-0.0419335054360863,118985.8150259189
0.002,-4.052654523130833,-0.04227675759940599,118501.79756503705
0.002,-3.95840674352314,-0.04260064078774216,118050.46669301612
0.002,-3.8641589639154468,-0.042901223414975716,117636.18606395471
0.002,-3.7699111843077517,-0.04317473192159986,117262.986116827
0.002,-3.6756634047000585,-0.04341762824636407,116934.51704302238
0.002,-3.581415625092365,-0.04362668694093227,116654.00600670051
0.002,-3.487167845484672,-0.04379906909073898,116424.21923438253
0.002,-3.392920065876977,-0.043932390132625544,116247.42948980918
0.002,-3.2986722862692837,-0.04402477875308444,116125.38935164604
0.002,-3.2044245066615904,-0.04407492431670318,116059.31061822831
0.002,-3.1101767270538954,-0.04408211070501517,116049.85007680987
0.002,-3.015928947446202,-0.04404623501910088,116097.10179478959
0.002,-2.921681167838509,-0.043967810279281816,116200.59601588639
0.002,-2.8274333882308156,-0.04384795199612118,116359.30467301191
0.002,-2.7331856086231205,-0.043688349236714365,116571.65345884293
0.002,-2.6389378290154255,-0.04349122151604402,116835.54032197614
0.002,-2.544690049407734,-0.04325926345648043,117148.36017857658
0.002,-2.450442269800039,-0.04299557963981261,117507.03554501163
0.002,-2.3561944901923475,-0.04270361239849197,117908.05270569432
0.002,-2.2619467105846525,-0.04238706544346465,118347.50293331988
0.002,-2.1676989309769574,-0.04204982620708236,118821.12817850013
0.002,-2.073451151369266,-0.04169588960636675,119324.3705465738
0.002,-1.979203371761571,-0.04132928563010234,119852.42478644861
0.002,-1.8849555921538759,-0.04095401275564378,120400.29293582845
0.002,-1.7907078125461844,-0.04057397874393512,120962.84020551248
0.002,-1.6964600329384893,-0.04019294987968525,121534.85114865423
0.002,-1.6022122533307943,-0.03981450925016998,122111.08515397442
0.002,-1.5079644737231028,-0.039442024217418145,122686.33032837156
0.002,-1.4137166941154078,-0.03907862285443415,123255.45489556421
0.002,-1.3194689145077128,-0.038727178799268874,123813.45533236818
0.002,-1.2252211349000213,-0.03839030373698247,124355.50058960784
0.002,-1.1309733552923262,-0.038070346548742064,124876.97189488004
0.002,-1.0367255756846312,-0.037769398064676295,125373.49780197394
0.002,-0.9424777960769397,-0.03748930031458633,125840.98432792079
0.002,-0.8482300164692447,-0.03723165917813869,126275.64019399713
0.002,-0.7539822368615532,-0.03699785938292575,126673.99735216437
0.002,-0.6597344572538582,-0.03678908087415152,127032.92712476161
0.002,-0.5654866776461631,-0.03660631567396439,127349.65240544261
0.002,-0.47123889803847163,-0.03645038445327695,127621.75645774534
0.002,-0.3769911184307766,-0.03632195214757288,127847.18890068615
0.002,-0.28274333882308156,-0.036221542055691024,128024.26948685214
0.002,-0.18849555921539007,-0.036149547963531606,128151.69025813586
0.002,-0.09424777960769504,-0.03610624393117685,128228.51660990044
0.002,0.0,-0.03609179147147486,128254.18770998581
0.002,0.09424777960769148,-0.03610624393117683,128228.51660990047
0.002,0.18849555921538652,-0.036149547963531606,128151.69025813586
0.002,0.28274333882308156,-0.036221542055691024,128024.26948685214
0.002,0.37699111843077304,-0.03632195214757288,127847.18890068615
0.002,0.4712388980384681,-0.03645038445327695,127621.75645774534
0.002,0.5654866776461631,-0.036606315673964405,127349.65240544258
0.002,0.6597344572538546,-0.036789080874151524,127032.9271247616
0.002,0.7539822368615496,-0.036997859382925734,126673.9973521644
0.002,0.8482300164692447,-0.037231659178138705,126275.6401939971
0.002,0.9424777960769362,-0.037489300314586346,125840.98432792076
0.002,1.0367255756846312,-0.037769398064676295,125373.49780197394
0.002,1.1309733552923227,-0.0380703465487421,124876.97189487999
0.002,1.2252211349000177,-0.03839030373698248,124355.50058960782
0.002,1.3194689145077128,-0.03872717879926885,123813.45533236823
0.002,1.4137166941154042,-0.03907862285443416,123255.4548955642
0.002,1.5079644737230993,-0.039442024217418145,122686.33032837156
0.002,1.6022122533307943,-0.03981450925016999,122111.0851539744
0.002,1.6964600329384858,-0.04019294987968524,121534.85114865423
0.002,1.7907078125461808,-0.04057397874393514,120962.84020551245
0.002,1.8849555921538759,-0.040954012755643775,120400.29293582846
0.002,1.9792033717615674,-0.041329285630102346,119852.42478644861
0.002,2.0734511513692624,-0.04169588960636674,119324.37054657382
0.002,2.1676989309769574,-0.042049826207082364,118821.12817850013
0.002,2.261946710584649,-0.04238706544346463,118347.50293331992
0.002,2.356194490192344,-0.04270361239849198,117908.05270569432
0.002,2.450442269800039,-0.04299557963981257,117507.03554501168
0.002,2.5446900494077305,-0.043259263456480436,117148.36017857656
0.002,2.6389378290154255,-0.04349122151604401,116835.54032197615
0.002,2.733185608623117,-0.04368834923671434,116571.65345884296
0.002,2.827433388230812,-0.043847951996121175,116359.30467301191
0.002,2.921681167838507,-0.043967810279281816,116200.59601588639
0.002,3.0159289474461985,-0.04404623501910087,116097.1017947896
0.002,3.1101767270538936,-0.04408211070501516,116049.85007680989
0.002,3.2044245066615886,-0.04407492431670317,116059.31061822832
0.002,3.29867228626928,-0.04402477875308445,116125.38935164602
0.002,3.392920065876975,-0.04393239013262554,116247.42948980918
0.002,3.48716784548467,-0.04379906909073899,116424.21923438252
0.002,3.5814156250923617,-0.04362668694093224,116654.00600670054
0.002,3.6756634047000567,-0.043417628246364075,116934.51704302237
0.002,3.7699111843077517,-0.04317473192159985,117262.98611682701
0.002,3.8641589639154432,-0.0429012234149757,117636.18606395472
0.002,3.9584067435231383,-0.04260064078774214,118050.46669301616
0.002,4.052654523130833,-0.04227675759940601,118501.79756503702
0.002,4.146902302738525,-0.0419335054360863,118985.8150259189
0.002,4.24115008234622,-0.041574898699334326,119497.87277753542
0.002,4.335397861953915,-0.0412049639352645,120033.09518379005
0.002,4.429645641561606,-0.04082767556226732,120586.43243303405
0.002,4.523893421169301,-0.040446899386286976,121152.71662423189
0.002,4.618141200776993,-0.040066344810442654,121726.71781693872
0.002,4.712388980384688,-0.039689526181241296,122303.1990890848
0.002,4.806636759992383,-0.03931973329126823,122876.9696845512
0.002,4.900884539600074,-0.03896001069550495,123442.93540519381
0.002,4.9951323192077695,-0.03861314520560838,123996.14550757315
0.002,5.0893800988154645,-0.03828166070731015,124531.83549904128
0.002,5.183627878423156,-0.03796781929874308,125045.46538475032
0.002,5.277875658030851,-0.037673627665935065,125532.75308861223
0.002,5.372123437638546,-0.03740084758704623,125989.70294819617
0.002,5.4663712172462375,-0.0371510094787395,126412.62935651597
0.002,5.560618996853933,-0.03692542795551852,126798.17578345235
0.002,5.654866776461628,-0.03672521845555577,127143.32954790362
0.002,5.749114556069319,-0.03655131408516402,127445.43282187011
0.002,5.843362335677014,-0.036404481940825635,127702.19042457608
0.002,5.937610115284709,-0.03628533827643658,127911.67500549502
0.002,6.031857894892401,-0.03619436198969744,128072.33021893607
0.002,6.126105674500096,-0.036131906002541236,128182.97246082676
0.002,6.220353454107787,-0.03609820620471368,128242.79167344667
0.002,6.314601233715482,-0.036093387716907566,128251.35163061126
0.002,6.408849013323177,-0.03611746831097546,128208.58999987814
0.002,6.503096792930869,-0.036170358901208746,128114.81834636968
0.002,6.597344572538564,-0.036251861094480205,127970.72210200441
0.002,6.691592352146259,-0.03636166186046884,127777.36038185724
0.002,6.78584013175395,-0.03649932545852433,127536.16539362403
0.002,6.880087911361645,-0.03666428283710147,127248.94106411785
0.002,6.97433569096934,-0.03685581880680031,126917.86040522467
0.002,7.068583470577032,-0.03707305737992952,126545.46106684455
0.002,7.162831250184727,-0.03731494576831819,126134.63848095875
0.002,7.257079029792422,-0.03758023763584598,125688.63599259606
0.002,7.351326809400113,-0.03786747631049632,125211.03140190085
0.002,7.445574589007808,-0.038174978768756855,124705.71940658461
0.002,7.5398223686155035,-0.03850082130732323,124176.88953353517
0.002,7.634070148223195,-0.03884282790603142,123628.99927797067
0.002,7.72831792783089,-0.03919856235291544,123066.74232202648
0.002,7.822565707438585,-0.03956532523717852,122495.0118742283
0.002,7.9168134870462765,-0.03994015690789553,121918.85934798686
0.002,8.011061266653972,-0.04031984743475612,121343.44877158837
0.002,8.105309046261663,-0.04070095448257409,120774.00748487544
0.002,8.199556825869358,-0.04107982981649579,120215.7738205035
0.002,8.293804605477053,-0.04145265488645604,119673.94258343022
0.002,8.388052385084745,-0.04181548559919838,119153.6092262592
0.002,8.48230016469244,-0.0421643059821084,118659.71366765328
0.002,8.576547944300135,-0.042495089990246954,118196.9847161046
0.002,8.670795723907826,-0.042803870228526573,117769.8860440112
0.002,8.765043503515521,-0.04308681188366986,117382.56461129745
0.002,8.859291283123216,-0.04334028971908343,117038.80236916585
0.002,8.953539062730908,-0.043560965616197836,116741.97198921423
0.002,9.047786842338603,-0.04374586388351062,116494.99726747216
0.002,9.142034621946298,-0.04389244143038308,116300.31875282797
0.002,9.23628240155399,-0.043998649939194334,116159.86504979561
0.002,9.330530181161684,-0.04406298737783176,116075.03015023866
0.002,9.42477796076938,-0.0440845365719255,116046.65705964204
0.002,9.51902574037707,-0.04406298908521644,116075.02790135889
0.002,9.613273519984766,-0.04399865330550131,116159.86060613947
0.002,9.707521299592457,-0.043892446359762256,116300.3122222238
0.002,9.801769079200152,-0.04374587023483582,116494.98881070089
0.002,9.896016858807847,-0.043560973206140816,116741.96181881531
0.002,9.990264638415539,-0.04334029832604518,117038.79074778131
0.002,10.084512418023234,-0.043086821252438026,117382.55184950554
0.002,10.178760197630929,-0.0428038800755096,117769.87249759749
0.002,10.27300797723862,-0.042495100009125486,118196.97078271814
0.002,10.367255756846316,-0.04216431584974183,118659.69978280063
0.002,10.46150353645401,-0.04181549498162998,119153.59585859907
0.002,10.555751316061702,-0.0414526634448709,119673.93022934708
0.002,10.649999095669397,-0.04107983721300389,120215.76299795593
0.002,10.744246875277092,-0.0407009603857108,120773.99872653784
0.002,10.838494654884784,-0.04031985152461595,121343.44261732824
0.002,10.932742434492479,-0.0399401588808384,121918.85633674511
0.002,11.026990214100174,-0.03956532481007208,122495.0125353932
0.002,11.121237993707865,-0.03919855926689772,123066.7471664155
0.002,11.21548577331556,-0.038842821929798356,123629.00878855266
0.002,11.309733552923255,-0.0385008122399614,124176.90415604124
0.002,11.403981332530947,-0.038174966442155206,124705.73954016619
0.002,11.498229112138642,-0.037867460591380034,125211.05738999892
0.002,11.592476891746333,-0.03758021842748172,125688.66811418683
0.002,11.686724671354028,-0.03731492301194349,126134.67694233595
0.002,11.780972450961723,-0.037073031055959285,126545.50599409036
0.002,11.875220230569415,-0.03685578893586047,126917.91183751135
0.002,11.96946801017711,-0.03666424948093676,127248.99894796564
0.002,12.063715789784805,-0.036499288720819964,127536.2295782277
0.002,12.157963569392496,-0.03636162188761864,127777.43061557642
0.002,12.252211349000191,-0.036251818076325444,127970.79803009557
0.002,12.346459128607886,-0.03617031307176138,128114.89951002249
0.002,12.440706908215578,-0.03611741994912946,128208.67583660207
0.002,12.534954687823273,-0.03609333714713114,128251.4414760013
0.002,12.629202467430968,-0.03609815379770296,128242.88476434206
0.002,12.72345024703866,-0.0361318521758043,128183.06793985915
0.002,12.817698026646354,-0.0361943072080253,128072.42714044516
0.002,12.91194580625405,-0.03628528305220536,127911.77234277112
0.002,13.006193585861741,-0.0364044268340617,127702.28707836808
0.002,13.100441365469436,-0.03655125970329207,127445.52763007491
0.002,13.194689145077128,-0.03672516545273834,127143.42129632964
0.002,13.288936924684826,-0.036925377031485705,126798.26321752557
0.002,13.383184704292518,-0.03715096137699868,126412.71119377321
0.002,13.477432483900209,-0.03740080309235561,125989.77789138888
0.002,13.571680263507908,-0.037673587600921654,125532.81983922477
0.002,13.6659280431156,-0.0379677845195468,125045.52265672239
0.002,13.76017582272329,-0.03828163209814002,124531.88203247792
0.002,13.85442360233099,-0.03861312367210945,123996.18008222342
0.002,13.94867138193868,-0.03895999715685082,123442.95685348929
0.002,14.042919161546372,-0.03931972867091873,122876.97690401261
0.002,14.137166941154064,-0.039689531396337456,122303.19105393115
0.002,14.231414720761762,-0.04006636075985033,121726.69358876822
0.002,14.325662500369454,-0.040446926937347534,121152.67536168547
0.002,14.419910279977145,-0.04082771553636646,120586.37340039994
0.002,14.514158059584844,-0.04120501709238948,120033.0177585546
0.002,14.608405839192535,-0.0415749657218492,119497.77645693667
0.002,14.702653618800227,-0.04193358691201538,118985.69943260516
0.002,14.796901398407925,-0.04227685400557301,118501.66245197259
0.002,14.891149178015617,-0.04260075247316066,118050.3119478103
0.002,14.985396957623308,-0.04290135058492462,117636.01171281362
0.002,15.079644737231007,-0.04317487462283919,117262.79232833983
0.002,15.173892516838698,-0.043417786353951174,116934.30413199302
0.002,15.26814029644639,-0.04362686014707814,116653.77443822677
0.002,15.362388076054089,-0.04379925689610621,116423.96962835909
0.002,15.45663585566178,-0.04393259184040374,116247.16262599968
0.002,15.550883635269471,-0.044024993466096396,116125.10617542555
0.002,15.64513141487717,-0.04407515093769147,116059.01224704951
0.002,15.739379194484862,-0.04408234794014449,116049.53780739233
0.002,15.833626974092553,-0.044046481384589345,116096.77711097502
0.002,15.927874753700252,-0.04396806411095123,116200.26059704955
0.002,16.022122533307943,-0.04384821146154101,116358.96040286387
0.002,16.116370312915635,-0.04368861234950969,116571.30243442116
0.002,16.210618092523333,-0.04349148615185276,116835.18486258083
0.002,16.304865872131025,-0.04325952736998161,117148.00283439223
0.002,16.399113651738716,-0.04299584048220658,117506.67910514903
0.002,16.493361431346415,-0.042703867734799505,117907.70020540095
0.002,16.587609210954106,-0.042387312769015494,118347.15766014568
0.002,16.681856990561798,-0.04205006296259187,118820.7936772609
0.002,16.776104770169496,-0.04169611319103373,119324.05062304407
0.002,16.870352549777188,-0.04132949341220818,119852.12350982439
0.002,16.96460032938488,-0.04095420208017546,120400.01464014375
0.002,17.058848108992578,-0.04057414693678955,120962.58949036509
0.002,17.15309588860027,-0.040193094248027535,121534.63287980636
0.002,17.24734366820796,-0.039814627078504736,122110.9044646459
0.002,17.341591447815652,-0.03944211275887624,122686.19262235238
0.002,17.43583922742335,-0.03907867931665908,123255.36585366396
0.002,17.530087007031042,-0.03872720032408459,123813.42092422408
0.002,17.624334786638734,-0.03839028737269829,124355.52709355809
0.002,17.718582566246432,-0.03807028921343844,124877.06592957943
0.002,17.812830345854124,-0.03776929649801831,125373.66637485975
0.002,17.907078125461815,-0.0374891510144527,125841.23490784274
0.002,18.001325905069514,-0.03723145831630777,126275.98081887764
0.002,18.095573684677206,-0.03699760269062434,126674.43678852165
0.002,18.189821464284897,-0.0367887634822068,127033.47510649578
0.002,18.284069243892596,-0.036605931880954214,127350.31999913332
0.002,18.378317023500287,-0.03644992737219,127622.55664189509
0.002,18.47256480310798,-0.03632141313062205,127848.13753594467
0.002,18.566812582715677,-0.036220909667999096,128025.3870819051
0.002,18.66106036232337,-0.03614880588201604,128153.0056337085
0.002,18.75530814193106,-0.03610536553594053,128230.07641453641
0.002,18.84955592153876,-0.036091824563460245,128254.12891292122
0.005,-18.84955592153876,-0.03610161871741448,20517.876870799024
0.005,-18.755308141931064,-0.03611123848226402,20515.143784013486
0.005,-18.661060362323372,-0.03615514308615155,20502.68382960042
0.005,-18.566812582715677,-0.03622755593670365,20482.18285485949
0.005,-18.472564803107982,-0.03632824188912771,20453.779347141885
0.005,-18.37831702350029,-0.03645682952246931,20417.676010876377
0.005,-18.284069243892596,-0.03661280873446093,20374.137529423104
0.005,-18.1898214642849,-0.03679552294907182,20323.489011629765
0.005,-18.09557368467721,-0.03700415713741717,20266.114806497215
0.005,-18.001325905069514,-0.03723772335990853,20202.457239991934
0.005,-17.907078125461823,-0.037495044905008365,20133.015032430456
0.005,-17.812830345854128,-0.03777473991483154,20058.341239889596
0.005,-17.718582566246432,-0.03807520537787465,19979.04060478647
0.005,-17.62433478663874,-0.0383946024213576,19895.766229414516
0.005,-17.530087007031046,-0.03873084390437734,19809.2155122528
0.005,-17.43583922742335,-0.039081585374951815,19720.12531364563
0.005,-17.34159144781566,-0.039444220493123586,19629.266345590146
0.005,-17.247343668207964,-0.039815882025210664,19537.436809302355
0.005,-17.15309588860027,-0.04019344946897007,19445.45533285231
0.005,-17.058848108992578,-0.04057356426524004,19354.153288169728
0.005,-16.964600329384883,-0.04095265338021292,19264.36659083172
0.005,-16.870352549777188,-0.04132696179897056,19176.92710612886
0.005,-16.776104770169496,-0.041692594155126786,19092.65380010867
0.005,-16.6818569905618,-0.04204556533914363,19012.343784102683
0.005,-16.587609210954106,-0.04238185949169024,18936.76340551477
0.005,-16.493361431346415,-0.042697496318026405,18866.63953661072
0.005,-16.39911365173872,-0.04298860318130227,18802.651207251947
0.005,-16.304865872131025,-0.04325149097887111,18745.421717759207
0.005,-16.210618092523333,-0.04348273141153425,18695.511355335013
0.005,-16.116370312915638,-0.04367923295675417,18653.410822730082
0.005,-16.022122533307943,-0.04383831268573479,18619.53547208456
0.005,-15.927874753700252,-0.04395776104636267,18594.220420953727
0.005,-15.833626974092557,-0.044035896884366786,18577.716612093223
0.005,-15.739379194484863,-0.04407161029563892,18570.18786404774
0.005,-15.64513141487717,-0.044064391380916314,18571.708946131443
0.005,-15.550883635269475,-0.044014343583148055,18582.264698948093
0.005,-15.456635855661782,-0.04392218098865483,18601.750209919977
0.005,-15.362388076054089,-0.04378920971754039,18629.972041989426
0.005,-15.268140296446395,-0.043617294264315966,18666.650502272267
0.005,-15.173892516838702,-0.04340881032482037,18711.422925539282
0.005,-15.079644737231007,-0.04316658621466886,18763.847934629557
0.005,-14.985396957623314,-0.04289383541227527,18823.41062606352
0.005,-14.89114917801562,-0.04259408302379292,18889.528614238432
0.005,-14.796901398407925,-0.04227108906047596,18961.55885190825
0.005,-14.702653618800232,-0.04192877134752867,19038.805128672982
0.005,-14.608405839192539,-0.041571130666367966,19120.526133652507
0.005,-14.514158059584844,-0.041202180397604746,19205.943954293805
0.005,-14.41991027997715,-0.040825882513907404,19294.25287135693
0.005,-14.325662500369457,-0.04044609130618766,19384.628301551005
0.005,-14.231414720761762,-0.040066505747762375,19476.235734962997
0.005,-14.137166941154069,-0.03969063093966277,19568.239515061792
0.005,-14.042919161546376,-0.039321748660426176,19659.811315112755
