variant,cases,timelike_cases,spacelike_cases,worst_margin,worst_max_ds2,median_final_x,median_lag,max_accel
blend_EWS_stop,120,120,0,1.0,-1.0000000000000049,0.3857706852280395,1.7494318845098573,15.372297747601818
blend_EWS_v05,120,120,0,0.5,-0.75,1.0597424382484077,1.064481583744858,17.838451696007184
blend_EWS_v09,120,120,0,0.09999999999999998,-0.18999999999999995,1.5881024796595784,0.48098902134569477,43.33172154272407
blend_EW_v05,120,120,0,0.31653467610124375,-0.75,1.064099998133538,1.0636455722229143,41.47369185050174
clip_eta09,120,120,0,0.09999999999999998,-0.18999999999999995,1.669243606124056,0.3811691442684775,96.56971113906295
fixed_V_baseline,120,0,120,-1.0,553751.5339515945,2.1599999999999957,0.0,5.684341886080802e-14
