V,lapse_lambda,C0,Delta,w_release,L_beta,L_q,release_gap,mode,variant,type,support,vout,eta,timelike,spacelike_points,max_ds2_dt2,min_ds2_dt2,min_margin,final_x,control_final_L,lag_final,max_speed,min_speed,max_accel_coord,path_length_coord
1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first,fixed_V_baseline,fixed,EWS,,,False,222,0.020100000000000007,-13464.886518986048,-0.010000000000000009,2.5000000000000147,2.5,-1.4654943925052066e-14,1.01,1.01,1.4210854715202004e-14,3.0
1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0025766639905023,-13464.917502698167,1.0000405130829304,0.7133515571792056,2.5,1.7866484428207943,1.008049172461291,0.0,1.5511005697906306,1.2133515486018702
1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13464.914042796061,0.5,1.574060554834895,2.5,0.9259394451651051,1.0090149476063237,0.5,1.6176579281324663,2.074060550661278
1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13464.894504913704,0.09999999999999998,2.2966715950160848,2.5,0.20332840498391525,1.0097875409856185,0.9,0.5720133933501614,2.7966715940834908
1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13464.905675658489,0.4999999999999999,1.5744736030566338,2.5,0.9255263969433662,1.0094791182520473,0.5,1.6237275474127202,2.0744735988742575
1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13464.886518986048,0.09999999999999998,2.3159817830309644,2.5,0.18401821696903564,1.01,0.9,2.7730749011643923,2.815975784111031
1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first,fixed_V_baseline,fixed,EWS,,,False,214,0.020100000000000007,-13464.00533372053,-0.010000000000000009,2.499999999999991,2.5,8.881784197001252e-15,1.01,1.01,1.4210854715202004e-14,3.1499999999999995
1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0031941533612367,-13464.691604741336,1.000050206692191,0.3706124949784858,2.5,2.1293875050215143,1.0036667067688843,0.0,1.7040050937751428,1.0206086073244227
1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13464.588725444322,0.5,1.4364249198294297,2.5,1.0635750801705703,1.0068097680028556,0.5,0.7353916595508565,2.0864229298980614
1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13464.17201190272,0.09999999999999998,2.269173051716864,2.5,0.230826948283136,1.0093132174407728,0.9,0.15855132343335043,2.9191726178701334
1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13464.555116718413,0.5,1.4377058074226305,2.5,1.0622941925773695,1.0072725672404208,0.5,0.7357089603998261,2.0877038147577007
1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13464.00533372053,0.09999999999999998,2.313235908439093,2.5,0.186764091560907,1.01,0.9,2.2730704980577556,2.963233105850163
1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first,fixed_V_baseline,fixed,EWS,,,False,207,0.020100000000000007,-13446.127206275245,-0.010000000000000009,2.5000000000000044,2.5,-4.440892098500626e-15,1.01,1.01,7.105427357601002e-15,3.4499999999999993
1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0000003688835648,-1.001100497693434,1.0000000058073344,-0.9499602565939954,2.5,3.4499602565939953,0.0001161975345023097,0.0,0.001157600889321788,3.97434119236851e-05
1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.7500000002562375,-13396.702815209323,0.5000000000053226,1.0792298988581874,2.5,1.4207701011418126,0.978722041395472,0.5,3.694379487227444,2.029229894598673
1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13442.825205928832,0.09999999999999998,2.214171777286041,2.5,0.2858282227139588,1.0071517402280192,0.9,1.0257501292077507,3.164171774010327
1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.7500000000673847,-13393.513178908202,0.5000000000013844,1.1021872832605282,2.5,1.3978127167394718,0.9822611971062027,0.5000000000000158,3.7306283326682177,2.0521872790452305
1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13441.886243333312,0.09999999999999998,2.298226277439391,2.5,0.20177372256060888,1.01,0.9,2.739912357854493,3.2482213704338783
1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first,fixed_V_baseline,fixed,EWS,,,False,170,0.02010000000000023,-13490.634917114547,-0.010000000000000009,1.8200000000000065,1.82,-6.439293542825908e-15,1.01,1.01,1.4210854715202004e-14,2.32
1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0021213139945715,-13490.64373009746,1.0000333610409902,0.7327187602945684,1.82,1.0872812397054317,1.009068157111522,0.0,3.2169993806121653,1.2327187428348245
1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.750000000000004,-13490.641639386839,0.5,1.2567331967694075,1.82,0.5632668032305925,1.0095294696085149,0.5,2.2545785233605997,1.7567331879111183
1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13490.636759073797,0.09999999999999998,1.696610389231645,1.82,0.12338961076835497,1.0098985137044583,0.9,0.6781948333192815,2.196610387294462
1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.7500000000000041,-13490.635228431664,0.5,1.2571537095853125,1.82,0.5628462904146876,1.009994103946021,0.5,2.2638712559610568,1.757153700716601
1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13490.634917114547,0.09999999999999998,1.7097441521429848,1.82,0.11025584785701525,1.01,0.9,3.073805391117361,2.2097417253387723
1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first,fixed_V_baseline,fixed,EWS,,,False,174,0.02010000000000023,-13490.591882238272,-0.010000000000000009,1.8200000000000065,1.82,-6.439293542825908e-15,1.01,1.01,1.4210854715202004e-14,2.32
1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0031941262640112,-13490.643607499764,1.000050206266936,0.39684233082332865,1.82,1.4231576691766714,1.008937370459786,0.0,2.831407611247542,0.8968423143267974
1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.7500000000662631,-13490.629378344875,0.5000000000013765,1.1024766820215568,1.82,0.7175233179784433,1.009463444850256,0.5,1.429167695659288,1.6024766736853406
1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13490.601343580762,0.09999999999999998,1.6651070004001525,1.82,0.1548929995998476,1.009884275884896,0.9,0.3082299133350972,2.1651069986012006
1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.7500000000645162,-13490.616738060893,0.5000000000013384,1.1029305013772046,1.82,0.7170694986227955,1.0099280324384714,0.5000000000000019,1.4303209779680799,1.602930493029139
1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13490.591882238272,0.09999999999999998,1.7058464762364598,1.82,0.11415352376354027,1.01,0.9,1.7404423444721573,2.2058435648851757
1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first,fixed_V_baseline,fixed,EWS,,,False,174,0.02010000000000023,-13489.23616428564,-0.010000000000000009,1.8200000000000065,1.82,-6.439293542825908e-15,1.01,1.01,1.4210854715202004e-14,2.32
1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0031941902391057,-13490.640202198005,1.0000502072709399,0.09723739674996956,1.82,1.7227626032500305,1.0075550959123216,0.0,2.830863757741092,0.5972374183756218
1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.7500002624502085,-13489.974444090098,0.5000000054517872,0.9512065697719992,1.82,0.8687934302280008,1.0087654444705783,0.5,1.428885423901832,1.451206580680139
1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13489.39712454985,0.09999999999999998,1.6326213685353432,1.82,0.18737863146465683,1.0097337233171835,0.9,0.30816042555740353,2.132621370886193
1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.7500002580757116,-13489.917622569264,0.5000000053606498,0.9515378504638463,1.82,0.8684621495361537,1.0092293785067394,0.500000000000273,1.4300400108586189,1.451537861377696
1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13489.23616428564,0.09999999999999998,1.705295137737004,1.82,0.11470486226299603,1.01,0.9,1.4014896416223195,2.2052974044911786
1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first,fixed_V_baseline,fixed,EWS,,,False,229,0.020100000000000007,-13477.099477189773,-0.010000000000000009,2.5000000000000147,2.5,-1.4654943925052066e-14,1.01,1.01,1.4210854715202004e-14,3.0
1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0030533075265724,-13477.105835218597,1.0000479961518167,0.723898834230316,2.5,1.776101165769684,1.0092022346195966,0.0,3.8159629664534043,1.2238988513543712
1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13477.104277030963,0.5,1.5746359422232168,2.5,0.9253640577767832,1.009597167976232,0.5,3.792239526650633,2.074635957887513
1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13477.10078669066,0.09999999999999998,2.2969536374704824,2.5,0.20304636252951758,1.0099131146615403,0.9,1.4367369120904243,2.7969536404617665
1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13477.104277027913,0.5,1.5746359425832537,2.5,0.9253640574167463,1.009597168362637,0.5,3.792239534270962,2.0746359582475504
1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13477.099477189773,0.09999999999999998,2.311765552399387,2.5,0.18823444760061303,1.01,0.9,5.488975175033055,2.8117531801570923
1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first,fixed_V_baseline,fixed,EWS,,,False,219,0.020100000000000007,-13484.028855053555,-0.010000000000000009,2.499999999999991,2.5,8.881784197001252e-15,1.01,1.01,1.4210854715202004e-14,3.1499999999999995
1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.003194191498429,-13484.102156874198,1.0000502072907034,0.37469903963275025,2.5,2.12530096036725,1.0074888732474672,0.0,3.9203202330821534,1.0246990991743798
1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13484.084554195457,0.5,1.4380132109066226,2.5,1.0619867890933774,1.0087320053031763,0.5,0.7356916304835224,2.0880132440360213
1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13484.044092709377,0.09999999999999998,2.269427678930727,2.5,0.23057232106927295,1.009726510947744,0.9,0.2951896117429058,2.9194276861076913
1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13484.084554185234,0.5,1.438281777004037,2.5,1.061718222995963,1.0087320056889255,0.5,0.7356916296179534,2.0882818101447036
1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13484.028855053555,0.09999999999999998,2.3107804164204415,2.5,0.18921958357955848,1.01,0.9,5.231617792098255,2.960814609468729
1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first,fixed_V_baseline,fixed,EWS,,,False,220,0.020100000000000007,-13481.929052978623,-0.010000000000000009,2.5000000000000044,2.5,-4.440892098500626e-15,1.01,1.01,7.105427357601002e-15,3.4499999999999993
1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0000000000000049,-1.0000000000146336,1.0,-0.9499999999994658,2.5,3.449999999999466,1.5503698856074363e-12,0.0,4.1301719085652607e-11,5.338517131857089e-13
1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13466.557025826081,0.5,1.0740697472546448,2.5,1.4259302527453552,0.9927194140729914,0.5,10.784308320823442,2.024069880176161
1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13480.890580616411,0.09999999999999998,2.21418467029921,2.5,0.28581532970079015,1.0085249983952527,0.9,2.8912258003054774,3.164184675958179
1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13466.556886511557,0.5,1.0918765978884613,2.5,1.4081234021115387,0.992719750980413,0.5,10.784318033900554,2.0418767316679576
1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13480.550060906136,0.09999999999999998,2.2913212521473065,2.5,0.20867874785269347,1.01,0.9,4.921858800900431,3.2412317493563236
1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first,fixed_V_baseline,fixed,EWS,,,False,179,0.020100000000000007,-13490.820058054642,-0.010000000000000009,1.8200000000000065,1.82,-6.439293542825908e-15,1.01,1.01,1.4210854715202004e-14,2.32
1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.0021529730319874,-13490.820058063466,1.0000338584031805,0.7439081557434382,1.82,1.076091844256562,1.0099990606793154,0.0,2.853939840148385,1.243908156233291
1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13490.820058061303,0.5,1.2583286994649376,1.82,0.5616713005350624,1.0099995256895553,0.5,4.283765568496172,1.7583287016269764
1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13490.820058056459,0.09999999999999998,1.6970343957205145,1.82,0.12296560427948555,1.0099998976977473,0.9,1.5612792519023344,2.197034395985333
1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13490.8200580613,0.5,1.2583286998078456,1.82,0.5616713001921545,1.0099995260762658,0.5,4.283765600272282,1.7583287019698837
1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13490.820058054642,0.09999999999999998,1.7058036221147361,1.82,0.11419637788526393,1.01,0.9,5.612072503324953,2.2057900714410446
1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first,fixed_V_baseline,fixed,EWS,,,False,181,0.020100000000000007,-13490.820037038835,-0.010000000000000009,1.8200000000000065,1.82,-6.439293542825908e-15,1.01,1.01,1.4210854715202004e-14,2.32
1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.003194191498429,-13490.820058063466,1.0000502072907034,0.39810457975331004,1.82,1.42189542024669,1.0099541473727804,0.0,2.8325435016495675,0.8981045811243261
1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.75,-13490.820052910874,0.5,1.1029479967975968,1.82,0.7170520032024033,1.0099768466931862,0.5,1.4302942408403396,1.6029479975115308
1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EWS_v09,blend,EWS,0.9,,True,0,-0.18999999999999995,-13490.820041369072,0.09999999999999998,1.665220817429422,1.82,0.154779182570578,1.0099950061495107,0.9,0.3084948361711639,2.165220817583565
1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first,blend_EW_v05,blend,EW,0.5,,True,0,-0.75,-13490.8200529107,0.5,1.1029536242318678,1.82,0.7170463757681322,1.0099768470798791,0.5,1.430294241498089,1.6029536249458034
1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first,clip_eta09,clip,EWS,,0.9,True,0,-0.18999999999999995,-13490.820037038835,0.09999999999999998,1.7043003556223275,1.82,0.11569964437767255,1.01,0.9,4.511223498239474,2.2042924578282204
1.01,1.1615,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first,fixed_V_baseline,fixed,EWS,,,False,181,0.020100000000000007,-13490.803578510997,-0.010000000000000009,1.8200000000000065,1.82,-6.439293542825908e-15,1.01,1.01,1.4210854715202004e-14,2.32
1.01,1.1615,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_stop,blend,EWS,0.0,,True,0,-1.003194191498429,-13490.820058063466,1.0000502072907034,0.09821731610709585,1.82,1.7217826838929042,1.0087162727954135,0.0,2.8320405253281677,0.5982173556004297
1.01,1.1615,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first,blend_EWS_v05,blend,EWS,0.5,,True,0,-0.7500000000000031,-13490.81601935342,0.5,0.9515210338592379,1.82,0.8684789661407621,1.0093517813125357,0.5,1.4300402627856954,1.451521053823003
