label,scenario,V,lambda_factor,X,r_mode,U,q,E,packet_max_norm,packet_fail_points,packet_max_gtt,edge_max_gtt,edge_fail_points,release_packet_max_norm,rho_H_packet_p95_abs,j_packet_p95_abs,rho_H_edge_p95_abs,j_edge_p95_abs,R3_packet_p95_abs,K_packet_p95_abs,packet_tkk_floor_min,packet_tkk_floor_mean,packet_tkk_floor_p05,packet_neg_fraction,packet_neg_volume_proxy,packet_rho_p95_abs,packet_j_p95_abs,packet_R3_p95_abs,packet_K_p95_abs,packet_gtt_max,packet_packet_norm_max,support_edge_tkk_floor_min,support_edge_tkk_floor_mean,support_edge_tkk_floor_p05,support_edge_neg_fraction,support_edge_neg_volume_proxy,support_edge_rho_p95_abs,support_edge_j_p95_abs,support_edge_R3_p95_abs,support_edge_K_p95_abs,support_edge_gtt_max,support_edge_packet_norm_max,service_union_tkk_floor_min,service_union_tkk_floor_mean,service_union_tkk_floor_p05,service_union_neg_fraction,service_union_neg_volume_proxy,service_union_rho_p95_abs,service_union_j_p95_abs,service_union_R3_p95_abs,service_union_K_p95_abs,service_union_gtt_max,service_union_packet_norm_max,release_edge_tkk_floor_min,release_edge_tkk_floor_mean,release_edge_tkk_floor_p05,release_edge_neg_fraction,release_edge_neg_volume_proxy,release_edge_rho_p95_abs,release_edge_j_p95_abs,release_edge_R3_p95_abs,release_edge_K_p95_abs,release_edge_gtt_max,release_edge_packet_norm_max
v01_geometry_baseline,V5_lam575,5.0,5.75,0.85,always_open,0.06343600161391179,0.935030830871336,0.25513150433131665,-0.7425182067453711,0,-1.0000000008174061,-8788.582357662362,0,-8635.01197620178,0.18914593295569304,0.05405421690777287,0.2118185425666359,5.799043584266641e-07,9.507511501821433,12.105772794016113,-0.29725436677124045,-0.007052885817244552,-0.21181970237535275,0.24509803921568626,0.03419782328647188,0.18914593295569304,0.05405421690777287,9.507511501821433,12.105772794016113,-1.0000000008174061,-0.7425182067453711,-0.21181970237535563,0.012497945841908786,-0.21181970237535275,0.11764705882352941,0.02491991602263484,0.2118185425666359,5.799043584266641e-07,10.647160670847535,0.005026372099226582,-8788.582357662362,-8604.143870770935,-0.29725436677124045,-0.007052885817244552,-0.21181970237535275,0.24509803921568626,0.03419782328647188,0.18914593295569304,0.05405421690777287,9.507511501821433,12.105772794016113,-1.0000000008174061,-0.7425182067453711,-0.21181970237535563,0.012497529658950669,-0.21181970237535463,0.11764705882352941,0.024919964985335788,0.2118185425666378,5.799043584269833e-07,10.647160670847484,0.005026372099226582,-8788.582357662362,-8635.01197620178
v01_geometry_baseline,V5_lam575,5.0,5.75,0.95,always_open,0.06292415615312569,0.8807970779778824,0.14359896874846007,-0.7466564877883238,0,-1.0000000007699947,-5190.441525021919,0,-5077.617174251973,0.1891472244602562,0.02076842565418803,0.2118314667199539,4.572361813253093e-07,9.507576477290353,4.62625957145022,-0.2351626973989671,0.0040415990208816435,-0.21183237076071187,0.24509803921568626,0.024408140922830723,0.1891472244602562,0.02076842565418803,9.507576477290353,4.62625957145022,-1.0000000007699947,-0.7466564877883238,-0.21183237604871913,0.012484858629589389,-0.21183237604871638,0.11764705882352941,0.024921455694672412,0.2118314667199539,4.572361813253093e-07,10.647810615799521,0.0032161260234174717,-5190.441525021919,-5065.901850583234,-0.2351626973989671,0.0040415990208816435,-0.21183237076071187,0.24509803921568626,0.024408140922830723,0.1891472244602562,0.02076842565418803,9.507576477290353,4.62625957145022,-1.0000000007699947,-0.7466564877883238,-0.21183237076071462,0.01248486127359164,-0.21183237076071365,0.11764705882352941,0.02492145538361332,0.21183146671995567,4.5202037898980113e-07,10.647810615799473,0.0032161260234174717,-5190.441525021919,-5077.617174251973
v01_geometry_baseline,V5_lam575,5.0,5.75,1.05,always_open,0.0626953964404279,0.791391472673955,0.0758581800212435,-0.7484951055870755,0,-1.0000000000002176,-2178.2553551953297,0,-2114.5512042074097,0.1670918766873175,0.004251281265648965,0.21185308364574065,1.514710946016088e-06,8.398953796406532,0.9386305401580147,-0.21185566620024265,0.00821062275980353,-0.16709209567671923,0.11764705882352941,0.019078661515145503,0.1670918766873175,0.004251281265648965,8.398953796406532,0.9386305401580147,-1.0000000000002176,-0.7484951055870755,-0.21185610861695559,0.012461344625707376,-0.21185610861695278,0.11764705882352941,0.02492422204807032,0.21185308364574065,1.514710946016088e-06,10.648897235833413,0.0052033121300437395,-2178.2553551953297,-2112.2304297542255,-0.21185566620024265,0.00821062275980353,-0.16709209567671923,0.11764705882352941,0.019078661515145503,0.1670918766873175,0.004251281265648965,8.398953796406532,0.9386305401580147,-1.0000000000002176,-0.7484951055870755,-0.21185566620024265,0.012461565834063859,-0.21185566620024168,0.11764705882352941,0.024924196023557797,0.21185308364574246,1.2912772496077936e-06,10.648897235833365,0.004936261625848137,-2178.2553551953297,-2114.5512042074097
v01_geometry_baseline,V5_lam575,5.0,5.75,1.15,always_open,0.06259450344061028,0.6607563687658173,0.03863165115904976,-0.7493037917349382,0,-1.0,-612.4775096187514,0,,0.148048352378149,7.526922222403448e-05,0.2118851385964082,6.132553102036666e-06,7.441721859316255,0.016404707775364777,-0.18929785705258498,0.008612339107226951,-0.1480483528114914,0.11764705882352941,0.016805881486792778,0.148048352378149,7.526922222403448e-05,7.441721859316255,0.016404707775364777,-1.0,-0.7493037917349382,-0.21189740324284145,0.012419839026020344,-0.21189740324283854,0.11764705882352941,0.0249291050597982,0.2118851385964082,6.132553102036666e-06,10.650508693998692,0.013302138581624805,-612.4775096187514,-586.2289476341903,-0.18929785705258498,0.008612339107226951,-0.1480483528114914,0.11764705882352941,0.016805881486792778,0.148048352378149,7.526922222403448e-05,7.441721859316255,0.016404707775364777,-1.0,-0.7493037917349382,,,,,,,,,,,
v01_geometry_baseline,V5_lam575,5.0,5.75,1.25,always_open,0.06255163715020258,0.5,0.019292242724332276,-0.7496468718593131,0,-1.0,-128.53309682569468,0,,0.13143380830639267,1.6545308272621137e-07,0.21192329402068846,2.6271044665833508e-05,6.606583785739078,3.329694391961186e-05,-0.16703463295726945,0.007854249979978257,-0.1314338083067152,0.11764705882352941,0.014924481926548194,0.13143380830639267,1.6545308272621137e-07,6.606583785739078,3.329694391961186e-05,-1.0,-0.7496468718593131,-0.2119758361048259,0.012341395985348929,-0.21197583610482312,0.11764705882352941,0.02493833365281837,0.21192329402068846,2.6271044665833508e-05,10.652426617658023,0.032362980479816006,-128.53309682569468,-120.07850640273556,-0.16703463295726945,0.007854249979978257,-0.1314338083067152,0.11764705882352941,0.014924481926548194,0.13143380830639267,1.6545308272621137e-07,6.606583785739078,3.329694391961186e-05,-1.0,-0.7496468718593131,,,,,,,,,,,
v01_geometry_baseline,V5_lam575,5.0,5.75,1.35,always_open,0.06253545582072145,0.33924363123418266,0.009538288499574554,-0.7497762122850187,0,-1.0,-26.973654750059094,0,,0.11693053859566731,2.1646701610235015e-10,0.2119471399474594,9.05158466592842e-05,5.877569936519139,4.364704464253499e-08,-0.14804811709337654,0.007023602124577354,-0.11693053859566731,0.11764705882352941,0.013293917829900494,0.11693053859566731,2.1646701610235015e-10,5.877569936519139,4.364704464253499e-08,-1.0,-0.7497762122850187,-0.21212817164076644,0.012189060393632059,-0.21212817164076353,0.11764705882352941,0.024956255487137986,0.2119471399474594,9.05158466592842e-05,10.653625244932313,0.06332669230479553,-26.973654750059094,-24.248131525909212,-0.14804811709337654,0.007023602124577354,-0.11693053859566731,0.11764705882352941,0.013293917829900494,0.11693053859566731,2.1646701610235015e-10,5.877569936519139,4.364704464253499e-08,-1.0,-0.7497762122850187,,,,,,,,,,,
v01_geometry_baseline,V5_lam575,5.0,5.75,1.45,always_open,0.06253195268100745,0.208608527326045,0.00469223560226234,-0.749835108490895,0,-1.0,-7.584326391209385,0,,0.10432262547049653,1.0705437408971835e-13,0.21191455398493658,0.00019909117149999165,5.243827100500981,2.187933160883833e-11,-0.1314338079944651,0.006593772702163317,-0.10432262547049653,0.11764705882352941,0.012469216284504531,0.10432262547049653,1.0705437408971835e-13,5.243827100500981,2.187933160883833e-11,-1.0,-0.749835108490895,-0.21231273632793657,0.012004495706370147,-0.2123127363279364,0.11764705882352941,0.024977968979757067,0.21191455398493658,0.00019909117149999165,10.65198729580535,0.08795169716569427,-7.584326391209385,-6.497747409102537,-0.1314338079944651,0.006593772702163317,-0.10432262547049653,0.11764705882352941,0.012469216284504531,0.10432262547049653,1.0705437408971835e-13,5.243827100500981,2.187933160883833e-11,-1.0,-0.749835108490895,,,,,,,,,,,
v01_geometry_baseline,V10_lam6,10.0,6.0,-0.15,always_open,1.0505219228847038,0.999911580829981,0.997697440126013,-288157.32378671877,0,341537.2679669313,-17615.929201496216,0,,0.3152774367397519,1.6662172591718853e-07,0.21180325284688079,3.853687980217055e-07,15.847572565953055,0.006105258569247717,-0.3198177678704534,0.01945231784496126,-0.3152777325901305,0.11764705882352941,0.035212306691578786,0.3152774367397519,1.6662172591718853e-07,15.847572565953055,0.006105258569247717,341537.2679669313,-288157.32378671877,-0.2118040235844796,0.012513591525515027,-0.21180402358447684,0.11764705882352941,0.024918075353975312,0.21180325284688079,3.853687980217055e-07,10.646392690268959,0.002766849723035016,-17615.929201496216,62849.77641220287,-0.3198177678704534,0.01945231784496126,-0.3152777325901305,0.11764705882352941,0.035212306691578786,0.3152774367397519,1.6662172591718853e-07,15.847572565953055,0.006105258569247717,341537.2679669313,-288157.32378671877,,,,,,,,,,,
v01_geometry_baseline,V10_lam6,10.0,6.0,-0.05,always_open,0.8818447030057858,0.999827797402881,0.9953077643977377,-342153.6266866176,0,132012.12331288814,-17601.504388219782,0,,0.3152774380410309,1.4329215174769184e-07,0.21180327244019256,3.754549891053861e-09,15.847572570649891,0.005116341103394512,-0.31981772130668856,0.01991239856464814,-0.3152777126188807,0.11764705882352941,0.03604503865465561,0.3152774380410309,1.4329215174769184e-07,15.847572570649891,0.005116341103394512,132012.12331288814,-342153.6266866176,-0.21180327994929252,0.012513953168970656,-0.21180327994928977,0.11764705882352941,0.02491803280768637,0.21180327244019256,3.754549891053861e-09,10.646393675270184,2.685926187583672e-05,-17601.504388219782,39065.295382737226,-0.31981772130668856,0.01991239856464814,-0.3152777126188807,0.11764705882352941,0.03604503865465561,0.3152774380410309,1.4329215174769184e-07,15.847572570649891,0.005116341103394512,132012.12331288814,-342153.6266866176,,,,,,,,,,,
v01_geometry_baseline,V10_lam6,10.0,6.0,0.05,always_open,0.65625000496125,0.9996646498695335,0.9904617115004255,-348600.7659558596,0,-89466.75125782128,-17573.44951042872,0,,0.31527743875181397,1.0630641099404824e-07,0.21180331059950885,6.248808809206699e-09,15.847572579806155,0.003809938145255515,-0.31981764752115427,0.019912481726595977,-0.3152776401659337,0.11764705882352941,0.036045028870897014,0.31527743875181397,1.0630641099404824e-07,15.847572579806155,0.003809938145255515,-89466.75125782128,-348600.7659558596,-0.2118033230971265,0.012513909740730005,-0.21180332309712369,0.11764705882352941,0.024918037916891136,0.21180331059950885,6.248808809206699e-09,10.646395593366627,4.4694668490866784e-05,-17573.44951042872,13772.71276025413,-0.31981764752115427,0.019912481726595977,-0.3152776401659337,0.11764705882352941,0.036045028870897014,0.31527743875181397,1.0630641099404824e-07,15.847572579806155,0.003809938145255515,-89466.75125782128,-348600.7659558596,,,,,,,,,,,
v01_geometry_baseline,V10_lam6,10.0,6.0,0.15,always_open,0.43065534077655493,0.9993470346624473,0.9807077572756677,-343637.26042763796,0,-243744.71756204386,-17518.96054529831,0,,0.31527743914834,6.768017368355548e-08,0.21180338489217715,1.6374239837637575e-07,15.84757259767111,0.002485489667718872,-0.31981757039267356,0.019452527947168313,-0.3152775353475243,0.11764705882352941,0.035212281973672065,0.31527743914834,6.768017368355548e-08,15.84757259767111,0.002485489667718872,-243744.71756204386,-343637.26042763796,-0.2118037123769766,0.012513676424719185,-0.2118037123769739,0.11764705882352941,0.024918065365833637,0.21180338489217715,1.6374239837637575e-07,10.646399327700603,0.0011731179850776468,-17518.96054529831,-4049.987259165424,-0.31981757039267356,0.019452527947168313,-0.3152775353475243,0.11764705882352941,0.035212281973672065,0.31527743914834,6.768017368355548e-08,15.84757259767111,0.002485489667718872,-243744.71756204386,-343637.26042763796,,,,,,,,,,,
v01_geometry_baseline,V10_lam6,10.0,6.0,0.25,always_open,0.26197826945399,0.9987289837369187,0.9613683488409502,-353408.8182663454,0,-314137.1998913201,-17413.40672761082,0,,0.302399236666614,4.0158018290487495e-08,0.21180353237340377,4.57699220507719e-06,15.20024353796785,0.0012038384725850816,-0.3198174903598442,0.019244947898481662,-0.30239931237614953,0.11764705882352941,0.03483643732080151,0.302399236666614,4.0158018290487495e-08,15.20024353796785,0.0012038384725850816,-314137.1998913201,-353408.8182663454,-0.21181268635781675,0.012509115821989047,-0.21181268635781392,0.11764705882352941,0.024918601907331275,0.21180353237340377,4.57699220507719e-06,10.646406595096524,0.032793863107948594,-17413.40672761082,-12450.736443267546,-0.3198174903598442,0.019244947898481662,-0.30239931237614953,0.11764705882352941,0.03483643732080151,0.302399236666614,4.0158018290487495e-08,15.20024353796785,0.0012038384725850816,-314137.1998913201,-353408.8182663454,,,,,,,,,,,
v01_geometry_baseline,V10_lam6,10.0,6.0,0.35,always_open,0.16126779824642795,0.9975273768433652,0.9241418199787563,-329110.75058424735,0,-317273.76499143615,-17192.772144645292,0,-15686.82784334676,0.30239923807190977,1.522175637186956e-07,0.21180396982331065,4.4424994643350684e-06,15.200243602435407,0.0010076542465525084,-0.31981746202893463,0.01858453517206238,-0.3023992835928592,0.11764705882352941,0.03364136679597557,0.30239923807190977,1.522175637186956e-07,15.200243602435407,0.0010076542465525084,-317273.76499143615,-329110.75058424735,-0.2118128548222421,0.012508889289471819,-0.21181285482223933,0.11764705882352941,0.024918628558215646,0.21180396982331065,4.4424994643350684e-06,10.646420726978558,0.03559494580633629,-17192.772144645292,-15345.333073252026,-0.31981746202893463,0.01771594117777691,-0.2879432238161507,0.11764705882352941,0.03239533716667218,0.28794318163881444,4.442499464335066e-06,14.473602951149374,0.03559494580633629,-17192.772144645292,-15686.82784334676,-0.2118128548222421,0.012504377212064053,-0.21181285482224113,0.11764705882352941,0.024919159390851844,0.21180396982331245,4.4424994643351514e-06,10.64642072697851,0.03559494580633629,-17192.772144645292,-15686.82784334676
v01_geometry_baseline,V10_lam6,10.0,6.0,0.45,always_open,0.10900971562350756,0.9951952471128405,0.8564010312515399,-16382.604190167182,0,-16758.235557569486,-16758.235557569486,0,-16382.604190167182,0.2831244985619244,1.7795187842614137e-06,0.21180453561935103,1.7795187842614145e-06,14.231389516565468,0.020307244345954413,-0.31527745919924016,0.01720502401041351,-0.2831245257781074,0.11764705882352941,0.0315235435387855,0.2831244985619244,1.7795187842614137e-06,14.231389516565468,0.020307244345954413,-16758.235557569486,-16382.604190167182,-0.21180809465692224,0.012510993069555514,-0.21180809465691955,0.11764705882352941,0.024918381054676416,0.21180453561935103,1.7795187842614145e-06,10.646448164921235,0.020307244345954413,-16758.235557569486,-15983.90640226617,-0.31527745919924016,0.01720502401041351,-0.2831245257781074,0.11764705882352941,0.0315235435387855,0.2831244985619244,1.7795187842614137e-06,14.231389516565468,0.020307244345954413,-16758.235557569486,-16382.604190167182,-0.21180809465692224,0.012509137377384114,-0.2118080946569213,0.11764705882352941,0.02491859937140246,0.21180453561935278,1.779518784262034e-06,10.646448164921187,0.020307244345954413,-16758.235557569486,-16382.604190167182
