t,phase,core_line_target_Tkk,core_line_nmc_fit_Tkk,core_line_residual_Tkk,access_mean_target_Tkk,access_mean_nmc_fit_Tkk,access_mean_residual_Tkk,support_mean_target_Tkk,support_mean_nmc_fit_Tkk,support_mean_residual_Tkk,support_ring_mean_target_Tkk,support_ring_mean_nmc_fit_Tkk,support_ring_mean_residual_Tkk,shoulder_mean_target_Tkk,shoulder_mean_nmc_fit_Tkk,shoulder_mean_residual_Tkk
61.668749999999996,B_setup,-3.4402617624192205e-08,-6.040083744105562e-05,6.036643482343143e-05,0.00015582691988760033,-5.833340549404094e-05,0.00021416032538164128,0.00245482424216897,-0.0006348465773112751,0.0030896708194802437,0.0025175304518726942,-0.0050046382238640216,0.007522168675736714,0.0024762212130337285,-0.001098806215118015,0.0035750274281517447
62.4,B_setup,-3.2782012636066335e-08,-5.879068984965056e-05,5.8757907837014493e-05,0.00015787924389584732,-5.681097735193773e-05,0.00021469022124778514,0.002511725632682306,-0.0006181628153239349,0.003129888448006241,0.0026504948609132216,-0.004873431777608604,0.007523926638521826,0.0025495134126417847,-0.001108767305072654,0.003658280717714439
63.13125,B_setup,-3.123520935403508e-08,-5.7216781983959346e-05,5.718554677460531e-05,0.00015982997800981832,-5.5322211824947885e-05,0.00021515218983476615,0.0025658939871862655,-0.000601850110832584,0.0031677440980188492,0.0027772199929636345,-0.004745137482173327,0.007522357475136961,0.0026195528186157896,-0.0011177087497362187,0.003737261568352009
63.8625,B_setup,-2.9758894792115402e-08,-5.567891821811779e-05,5.564915932332567e-05,0.00016167907129013926,-5.386696232904316e-05,0.0002155460336191824,0.0026173668235595425,-0.0005859067210660827,0.003203273544625625,0.0028978603761144303,-0.00461974200794744,0.00751760238406187,0.00268637687830245,-0.0011256863918689883,0.00381206327017144
64.83749999999999,B_setup,-2.7894696296598627e-08,-5.3684020866848644e-05,5.365612617055204e-05,0.00016398635487175053,-5.1978373165540016e-05,0.0002159647280372905,0.0026818660847094267,-0.0005652188348648642,0.0032470849195742903,0.00304950293271987,-0.004457022360460661,0.007506525293180529,0.0027705371173066826,-0.0011349156611220454,0.0039054527784287284
65.56875,B_setup,-2.657085496745916e-08,-5.222908472658223e-05,5.220251387161477e-05,0.00016559815899304083,-5.060035341037218e-05,0.00021619851240341304,0.0027271864705743234,-0.0005501260156536973,0.00327731248622802,0.0031565074600093616,-0.004338304347705692,0.007494811807715052,0.00282999967477774,-0.0011408471067125832,0.003970846781490321
66.3,B_setup,-2.530757352483563e-08,-5.0809036428614866e-05,5.078372885509003e-05,0.00016710825475519276,-4.925486877193909e-05,0.00021636312352713187,0.002769925504102895,-0.0005353913625415676,0.0033053168666444628,0.0032578933517115978,-0.004222398580048914,0.00748029193176051,0.002886365920650736,-0.001145982444947691,0.004032348365598424
67.03125,B_setup,-2.4102182737959064e-08,-4.942341049083581e-05,4.9399308308097855e-05,0.00016851666575953117,-4.794150850537353e-05,0.00021645817426490466,0.002810114684941122,-0.00052101026998681,0.0033311249549279323,0.0033537872159126077,-0.004109269125573826,0.007463056341486435,0.002939670078190324,-0.001150366686809547,0.0040900367649998725
67.7625,B_setup,-2.2952144992716088e-08,-4.807169970136954e-05,4.8048747556376825e-05,0.00016982344168459817,-4.665982057406966e-05,0.0002164832622586678,0.002847784476811977,-0.0005069776864762324,0.0033547621632882088,0.003444310222772604,-0.003998876527072623,0.007443186749845225,0.0029899458128117232,-0.0011540425240209044,0.004143988336832628
68.7375,B_setup,-2.1500714451806888e-08,-4.632123321675403e-05,4.629973250230222e-05,0.0001714078514642238,-4.499932476357342e-05,0.00021640717622779728,0.0028941427823201272,-0.0004888002647618373,0.0033829430470819653,0.0035568528714471945,-0.00385586995691867,0.007412722828365864,0.0030523265420143698,-0.00115791127686999,0.004210237818884361
69.46875,B_setup,-2.0470659442014064e-08,-4.5046496708238066e-05,4.5026026048796054e-05,0.0001724778416017429,-4.378959308137536e-05,0.00021626743468311824,0.0029260475906184255,-0.0004755591989098752,0.0034016067895283,0.003635287254084384,-0.003751693888409701,0.007386981142494083,0.003095664323147684,-0.0011600877456437767,0.00425575206879146
70.2,B_setup,-1.9488372228973038e-08,-4.3803759513585204e-05,4.3784271141356234e-05,0.00017344658959510034,-4.260980195799089e-05,0.00021605639155309123,0.0029555286690281517,-0.0004626473812730766,0.0034181760503012274,0.00370872000386841,-0.0036501039819261285,0.0073588239857945385,0.003136082867911299,-0.0011616823676738016,0.004297765235585099
70.93124999999999,B_setup,-1.8551816979891786e-08,-4.259239887045056e-05,4.2573847053470667e-05,0.0001743142924347852,-4.145938315304896e-05,0.00021577367558783418,0.002982613402873551,-0.0004500585116003779,0.0034326719144739297,0.0037772528019601433,-0.0035510508916293585,0.007328303693589503,0.003173614326521219,-0.00116272869554187,0.004336343022063088
71.6625,B_setup,-1.7659058752416043e-08,-4.141177749468712e-05,4.139411843593471e-05,0.0001750811882674819,-4.033775331070941e-05,0.00021541894157819125,0.0030073287684550627,-0.0004377861289128415,0.0034451148973679052,0.0038409837110458707,-0.0034544839941056628,0.007295467705151533,0.0032082907089446672,-0.0011632583880962697,0.0043715490970409375
72.6375,B_setup,-1.6533677310501388e-08,-3.988431080022761e-05,3.986777712291711e-05,0.0001759473985617713,-3.888600004568864e-05,0.0002148333986074599,0.0030366429704409676,-0.0004219038724388807,0.003458546842879847,0.003918651972587454,-0.0033295062470080025,0.007248158219595456,0.003250139871871592,-0.0011632123228703898,0.0044133521947419775
73.36874999999999,B_setup,-1.5736115472134877e-08,-3.877288077801459e-05,3.875714466254245e-05,0.000176480252910767,-3.782921636421043e-05,0.0002143094692749774,0.0030559331825090142,-0.00041034420714594134,0.0034662773896549557,0.003971541752992476,-0.0032385386018516653,0.007210080354844141,0.0032782786750269357,-0.0011626496106313263,0.0044409282856582594
74.1,B_setup,-1.4976564229517132e-08,-3.76900044538942e-05,3.7675027889664686e-05,0.00017691342080230734,-3.679921013043938e-05,0.00021371263093274674,0.003072942279709337,-0.00039907879015955907,0.0034720210698688967,0.00401993419108915,-0.0031498827949021126,0.007169816985991263,0.0033036690577012214,-0.0011616631344330127,0.004465332192134235
74.83125,B_setup,-1.4253468370991756e-08,-3.663501870605183e-05,3.662076523768084e-05,0.00017724734435715375,-3.5795368399377124e-05,0.00021304271275653086,0.003087696593347729,-0.0003881008545435679,0.0034757974478912975,0.004063915014015409,-0.0030634857461858136,0.007127400760201222,0.003326343280919324,-0.0011602772547695682,0.004486620535688893
75.5625,B_setup,-1.35653482077467e-08,-3.560726115469035e-05,3.5593695806482604e-05,0.0001774825178415623,-3.481707791416732e-05,0.0002122995957557296,0.003100222537971084,-0.0003774036335347711,0.0034776261715058557,0.004103567800432562,-0.0029792943672105237,0.007082862167643085,0.0033463338485506594,-0.0011585148478560712,0.00450484869640673
76.5375,B_setup,-1.269983695324648e-08,-3.427813308243267e-05,3.426543324547942e-05,0.00017764342634915442,-3.355138018209343e-05,0.00021119480653124785,0.003113503408610816,-0.0003635656845239867,0.0034770690931348017,0.004149846581709572,-0.0028703787827851043,0.0070202253644946755,0.0033688701238168577,-0.0011556161634607921,0.0045244862872776456
77.26875,B_setup,-1.2087966069789152e-08,-3.33113502026101e-05,3.329926223654031e-05,0.00017765040966921344,-3.263033627999635e-05,0.00021028074594920974,0.0031209335798004917,-0.0003534972980386719,0.003474430877839163,0.004179715305189947,-0.002791128631687203,0.006970843936877148,0.0033827270647545887,-0.0011530563419440692,0.004535783406698655
78.0,B_setup,-1.150663250891902e-08,-3.2369615978310325e-05,3.2358109345801406e-05,0.00017756068637719182,-3.1732819708177705e-05,0.00020929350608536954,0.003126224977828547,-0.0003436873157189603,0.003469912293547506,0.004205521984108727,-0.0027139090549364382,0.006919431039045167,0.0033940112399125414,-0.0011501864151564412,0.004544197655068982
78.73125,B_setup,-1.095463864330774e-08,-3.1452290671340326e-05,3.1441336032697015e-05,0.00017737499318440616,-3.08582348821261e-05,0.0002082332280665323,0.0031294052001834237,-0.0003341291776852343,0.0034635343778686577,0.00422734343244905,-0.002638668554723198,0.006866011987172249,0.0034027568963079396,-0.0011470236115505392,0.0045497805078584825
79.46249999999999,B_setup,-1.0430842514533183e-08,-3.0558743129452113e-05,3.054831228693758e-05,0.00017709412574403084,-3.000599360878083e-05,0.00020710011935281167,0.0031305022803884944,-0.00032481640762588516,0.003455318688014379,0.004245255421040992,-0.0025653562834018137,0.006810611704442807,0.0034089988239091556,-0.0011435840233245092,0.004552582847233668
80.4375,B_setup,-9.77443523497872e-09,-2.9403261040882923e-05,2.9393486605647945e-05,0.00017657307419794644,-2.8903427553294012e-05,0.00020547650175124045,0.003128773982502533,-0.0003127700465942904,0.0034415440290968225,0.004263186036284044,-0.002470519541086771,0.0067337055773708165,0.0034134879426953855,-0.00113859315224164,0.004552081094937022
81.16875,B_setup,-9.312282785424386e-09,-2.8562795247862477e-05,2.8553482965077052e-05,0.00017607356473675975,-2.810108186295883e-05,0.0002041746465997186,0.003125122243426236,-0.00030400515588886756,0.0034291273993151037,0.004272266002584185,-0.002401512938063568,0.006673778940647752,0.003414026514289584,-0.0011345643559843629,0.0045485908702739474
81.89999999999999,B_setup,-8.874884815006184e-09,-2.774407608361866e-05,2.7735201198803655e-05,0.00017548196850571417,-2.7319183137154934e-05,0.00020280115164286912,0.0031194845854584556,-0.0002954647639601104,0.0034149493494185666,0.004277683635484001,-0.002334270677034573,0.006611954312518576,0.0034121818026392504,-0.001130304927410024,0.004542486730049275
82.63125,B_setup,-8.461306483840347e-09,-2.694651846990797e-05,2.693805716342413e-05,0.00017479934441112902,-2.6557184087184867e-05,0.00020135652849831385,0.003111891471859597,-0.0002871428521350259,0.003399034323994623,0.004279512000968396,-0.0022687454836932157,0.00654825748466161,0.003407991431081092,-0.001125826666160372,0.004533818097241467
83.3625,B_setup,-8.070653648350289e-09,-2.616954935963023e-05,2.616147870598188e-05,0.00017402681318289052,-2.581454828613137e-05,0.00019984136146902187,0.0031023740278829375,-0.0002790335225806695,0.0033814075504636065,0.0042778239001262566,-0.00220489102911703,0.006482714929243288,0.003401493768087879,-0.0011211405133863819,0.004522634281474256
84.33749999999999,B_setup,-7.583971292574472e-09,-2.5164649825204394e-05,2.5157065853911818e-05,0.000172858969089266,-2.485358168093401e-05,0.00019771255077020002,0.0030867457949176735,-0.0002685418063302164,0.0033552876012478893,0.004270228599489122,-0.0021222724356287307,0.006392501035117854,0.003389308862007462,-0.001114586315026109,0.0045038951770335674
85.06875,B_setup,-7.243545590106016e-09,-2.4433561913487238e-05,2.4426318367897132e-05,0.00017188136101337732,-2.4154104112061687e-05,0.00019603546512543895,0.003072863222938503,-0.0002609062703869496,0.0033337694933254524,0.004260617871429306,-0.0020621417171821314,0.006322759588611437,0.0033775811106647167,-0.001109453138822381,0.004487034249487097
85.8,B_setup,-6.9233299090434294e-09,-2.3721242874163505e-05,2.371431954425446e-05,0.00017081802894456188,-2.3472283992817383e-05,0.0001942903129373793,0.0030571652061522916,-0.000253464570681687,0.003310629776833979,0.004247732826022427,-0.002003534459444514,0.006251267285466941,0.0033636796655605403,-0.0011041428988297496,0.0044678225643902895
86.53125,B_setup,-6.6225810902502285e-09,-2.302717464922484e-05,2.3020552068134588e-05,0.00016967036158331333,-2.2807635018309794e-05,0.00019247799660162315,0.0030396860348611467,-0.0002462113652277939,0.003285897400088942,0.0042316463145324525,-0.0019464086869378145,0.006178055001470269,0.0033476463930138278,-0.0010986633049330854,0.004446309697946914
87.2625,B_setup,-6.340585611025147e-09,-2.2350852175459563e-05,2.234451158984854e-05,0.00016843980883739516,-2.2159682810589586e-05,0.0001905994916479847,0.003020460778461616,-0.00023914144400386417,0.0032596022224654795,0.004212431427324114,-0.0018907234585746932,0.006103154885898807,0.0033295240102219747,-0.0010930214226340202,0.004422545432855997
88.2375,B_setup,-5.9925823369991654e-09,-2.1475844774967386e-05,2.1469852192630388e-05,0.00016667275869477284,-2.1320921760902702e-05,0.00018799368045567557,0.0029921730657399416,-0.00022999123377566376,0.003222164299515606,0.0041820721277520114,-0.0018186485125636174,0.0060007206403156306,0.003302186550642244,-0.0010852575373509878,0.0043874440879932315
88.96875,B_setup,-5.751723620972996e-09,-2.0839037902073154e-05,2.083328617845218e-05,0.00016525478535108404,-2.071015103095538e-05,0.0001859649363820394,0.0029690144469202823,-0.00022332945700013885,0.0031923439039204214,0.004155843777125155,-0.001766171159764745,0.005922014936889901,0.0032793605462930826,-0.0010792610903486923,0.004358621636641781
89.7,B_setup,-5.5274325257657275e-09,-2.0218386915402466e-05,2.02128594828767e-05,0.0001637591949135993,-2.011458207544358e-05,0.00018387377698904288,0.0029442323905609987,-0.00021683455117262136,0.00316106694173362,0.004126733233530309,-0.0017150053572123037,0.005841738590742611,0.0032545940702510944,-0.0010731216760061274,0.0043277157462572255
90.43124999999999,B_setup,-5.3191052982854e-09,-1.9613442695677334e-05,1.960812359037905e-05,0.0001621876957950357,-1.9533792106639897e-05,0.00018172148790167555,0.0029178654345658264,-0.00021050187619969473,0.0031283673107655218,0.004094815318857356,-0.0016651146335528685,0.005759929952410224,0.003227933601302478,-0.0010668439382272243,0.0042947775395297
91.1625,B_setup,-5.126159758509956e-09,-1.9023768771856688e-05,1.9018642612098177e-05,0.00016054205395274603,-1.8967370045649298e-05,0.00017950942399839537,0.002889952922359632,-0.0002043269211744452,0.003094279843534078,0.004060165375873591,-0.0016164635310425808,0.005676628906916173,0.0031994264872303494,-0.0010604320385377126,0.004259858525768059
92.1375,B_setup,-4.891857759606816e-09,-1.8260559656210858e-05,1.8255667798451252e-05,0.0001582356897386191,-1.8233801877038013e-05,0.00017646949161565704,0.0028504015423405594,-0.00019633143235489912,0.003046732974695459,0.004009846890564141,-0.001553464284705995,0.005563311175270137,0.0031586278943906672,-0.0010516804830806347,0.0042103083774713
92.86874999999999,B_setup,-4.7326507431974904e-09,-1.770488893395912e-05,1.7700156283215922e-05,0.000156424231479494,-1.7699371100732623e-05,0.0001741236025802266,0.002819040226217135,-0.00019050766279194313,0.003009547889009077,0.003969118367792325,-0.0015075733486510723,0.0054766917164434,0.0031260009075155695,-0.0010449692017345342,0.0041709701092501016
93.6,B_setup,-4.587025111133563e-09,-1.716312291372175e-05,1.7158535888610617e-05,0.00015454491926513762,-1.7178020810827878e-05,0.00017172294007596555,0.0027862702495003444,-0.00018482749023387553,0.002971097739734219,0.003925913087384454,-0.001462811009637045,0.005388724097021499,0.0030916912885603004,-0.0010381344646477311,0.004129825753208029
94.33125,B_setup,-4.454478691873798e-09,-1.6634878006118948e-05,1.6630423527427073e-05,0.00015259975587024796,-1.666938902317552e-05,0.0001692691448934235,0.002752134371433841,-0.0001792869449388624,0.002931421316372704,0.0038803089442880087,-0.0014191460573507115,0.00529945500163872,0.0030557500555360956,-0.0010311786217257152,0.004086928677261812
95.0625,B_setup,-4.334525088290735e-09,-1.6119782305531023e-05,1.6115447780442734e-05,0.00015059079535517916,-1.6173124627674773e-05,0.00016676391998285392,0.002716676109132557,-0.00017388217693094286,0.0028905582860635,0.0038323844596504547,-0.0013765482217498893,0.005208932681400345,0.0030182290375932504,-0.0010241036622481198,0.0040423326998413715
96.0375,B_setup,-4.193362776231387e-09,-1.5452821009098584e-05,1.544862764632235e-05,0.0001478165847690663,-1.553009005485303e-05,0.00016334667482391935,0.002667417985651474,-0.00016688059440996981,0.0028342985800614436,0.003765012620876206,-0.001321360475593481,0.0050863730964696855,0.0029658346337162462,-0.001014487891824584,0.003980322525540831
96.76875,B_setup,-4.100982780969885e-09,-1.4967024508691777e-05,1.4962923525910807e-05,0.00014566702957393484,-1.5061377121739892e-05,0.0001607284066956747,0.0026290475270426897,-0.0001617783246149192,0.002790825851657609,0.0037119828994448072,-0.0012811400181758582,0.004993122917620664,0.002924833423803132,-0.0010071408460851897,0.0039319742698883196
97.5,B_setup,-4.019677106336376e-09,-1.4493219125482197e-05,1.4489199448375861e-05,0.00014346087566303277,-1.4603937257528747e-05,0.00015806481292056148,0.0025895049951122286,-0.00015679983602353133,0.00274630483113576,0.0036568991051458624,-0.0012418923508618945,0.004898791456007758,0.002882430800087893,-0.0009996789497687087,0.0038821097498566
98.23125,B_setup,-3.9490181267349624e-09,-1.4031081049586435e-05,1.40271320314597e-05,0.00014120038193197323,-1.4157464202698678e-05,0.0001553578461346719,0.0025488369817385018,-0.00015194177232441674,0.0027007787540629185,0.0035998424538997696,-0.0012035910801918512,0.00480343353409162,0.0028386818681412586,-0.000992102839387667,0.003830784707528924
98.96249999999999,B_setup,-3.8885898891158194e-09,-1.358029696752802e-05,1.3576408377638905e-05,0.00013888785014604517,-1.3721661503308002e-05,0.00015260951164935315,0.002507090729641203,-0.00014720088507272567,0.0026542916147139287,0.0035408947552806962,-0.001166210659916114,0.004707105415196811,0.0027936424232318474,-0.000984412882730544,0.0037780553059623915
99.9375,B_setup,-3.823235052372543e-09,-1.2996390962234364e-05,1.2992567727181991e-05,0.0001357275814084536,-1.3156695124983171e-05,0.00014888427653343673,0.0024498346213797893,-0.00014105655932783413,0.002590891180707623,0.0034594986675538,-0.0011177599298603624,0.004577258597414161,0.0027316800352803964,-0.0009739826746523065,0.003705662709932702
100.66875,B_setup,-3.785121901226333e-09,-1.2570938347666458e-05,1.2567153225765231e-05,0.00013330280614479663,-1.2744690574631025e-05,0.00014604749671942767,0.00240575966177316,-0.0001365770396508975,0.0025423367014240574,0.0033964598607634394,-0.001082433438213901,0.00447889329897734,0.002683850029798855,-0.000966027105709109,0.003649877135507964
101.39999999999999,B_setup,-3.7559295800651984e-09,-1.2155868238804875e-05,1.215211230922481e-05,0.00013083395166947636,-1.2342436361652634e-05,0.00014317638803112902,0.00236076829960425,-0.00013220461784187854,0.0024929729174461277,0.0033318067261184138,-0.0010479485307706745,0.004379755256889089,0.0026349200936034854,-0.0009579571584755277,0.00359287725207901
102.13125,B_setup,-3.735286073064891e-09,-1.1750910191160117e-05,1.1747174905087053e-05,0.00012832348418949613,-1.1949676138940549e-05,0.00014027316032843665,0.0023149102828375996,-0.0001279364864416076,0.002442846769279207,0.003265623385428673,-0.001014283125464344,0.004279906510893017,0.002584948655770658,-0.0009497721968364285,0.003534720852607086
102.8625,B_setup,-3.7228281657148835e-09,-1.1355803061665632e-05,1.1352080233499917e-05,0.00012577390263879723,-1.1566162273659988e-05,0.00013734006491245726,0.0022682358568864454,-0.00012376993376378312,0.002392005790650228,0.0031979944159794067,-0.0009814158926933318,0.004179410308672738,0.0025339946623134974,-0.0009414713865968932,0.0034754660489103883
103.83749999999999,B_setup,-3.7183387515228943e-09,-1.0843882835295241e-05,1.0840164496543719e-05,0.00012231799276701623,-1.1068781592006863e-05,0.00013338677435902307,0.0022048210285226517,-0.00011836802964925666,0.002323189058171908,0.003105720665695478,-0.0009387990262244482,0.004044519691919926,0.0024646303601148826,-0.0009302216408225995,0.003394852000937482
104.56875,B_setup,-3.7236146550875524e-09,-1.0470796272854067e-05,1.046707265819898e-05,0.0001196870314537128,-1.0705927025089625e-05,0.00013039295847880244,0.0021564395918475406,-0.00011442847026927794,0.0022708680621168187,0.003035049762444791,-0.0009077153469461977,0.003942765109390989,0.0024116155943788437,-0.0009216462454154023,0.0033332618397942456
105.3,B_setup,-3.735924049945578e-09,-1.0106754601516989e-05,1.0103018677467043e-05,0.00011702549545134188,-1.0351553805208663e-05,0.00012737704925655055,0.0021074123918355375,-0.0001105821146517316,0.0022179945064872684,0.002963217970786966,-0.0008773639588585818,0.003840581929645548,0.0023578180066536917,-0.0009129509341094405,0.0032707689407631326
106.03125,B_setup,-3.754937526638341e-09,-9.751534557135155e-06,9.747779619608517e-06,0.00011433600118061784,-1.0005449831697512e-05,0.00012434145101231537,0.0020577914345494947,-0.00010682664146587689,0.0021646180760153716,0.0028903114007276585,-0.0008477265997088947,0.0037380380004365527,0.0023032983375844045,-0.000904134141344063,0.0032074324789284664
106.7625,B_setup,-3.780332507135756e-09,-9.40492108294641e-06,9.401140750439275e-06,0.00011162118634386083,-9.667410712421345e-06,0.00012128859705628216,0.0020076290354380383,-0.00010315981403323702,0.0021107888494712747,0.00281641640110376,-0.0008187856725172441,0.0036352020736210044,0.0022481176324890403,-0.0008951941598846129,0.0031433117923736547
107.7375,B_setup,-3.82357417292229e-09,-8.955801069028946e-06,8.951977494856023e-06,0.00010796664001020163,-9.228898030969532e-06,0.00011719553804117114,0.0019399945183868662,-9.840489298062953e-05,0.0020383994113674954,0.0027165017750425363,-0.000781251909191087,0.0034977536842336226,0.0021736210751442616,-0.0008830793606106464,0.0030567004357549095
108.46875,B_setup,-3.862641801964082e-09,-8.628477955220955e-06,8.62461531341899e-06,0.00010520310416913781,-8.908924050929273e-06,0.00011411202822006709,0.0018887736539440233,-9.493666863151311e-05,0.0019837103225755362,0.002640637223723326,-0.0007538711818544881,0.003394508405577814,0.0021171367366342375,-0.0008738445743213443,0.002990981310955583
109.2,B_setup,-3.90706224173527e-09,-8.309101439487352e-06,8.305194377245617e-06,0.00010242316461991844,-8.596387088152876e-06,0.00011101955170807132,0.0018371874703056843,-9.15502214786797e-05,0.0019287376917843638,0.0025640731753096427,-0.0007271328437441732,0.003291206019053816,0.0020601964845923413,-0.000864480005281611,0.0029246764898739532
109.93124999999999,B_setup,-3.956539949140915e-09,-7.99748991109401e-06,7.993533371144868e-06,9.962952486296043e-05,-8.291114202553571e-06,0.00010792063906551402,0.0017852891722591865,-8.824366010417545e-05,0.001873532832363362,0.002486896443739299,-0.0007010220115995367,0.003187918455338835,0.002002862173309278,-0.0008549834389148721,0.0028578456122241493
110.6625,B_setup,-4.010784986701528e-09,-7.693469019497542e-06,7.68945823451084e-06,9.682489735189588e-05,-7.992939290509481e-06,0.00010481783664240535,0.0017331320619273637,-8.501516810506769e-05,0.0018181472300324308,0.0024091938099703707,-0.000675524391854122,0.003084718201824493,0.0019451957212744933,-0.0008453525670513368,0.00279054828832583
111.6375,B_setup,-4.0900366908300915e-09,-7.299627416321491e-06,7.295537379630661e-06,9.307300215021151e-05,-7.606139447974058e-06,0.00010067914159818556,0.0016632788774781167,-8.082895111090708e-05,0.001744107828589024,0.002304922047424631,-0.0006424578252713459,0.002947379872695976,0.0018678975003626498,-0.0008322983372475777,0.0027001958376102267
112.36874999999999,B_setup,-4.154308459529426e-09,-7.012679574938936e-06,7.008525266479406e-06,9.025331744584826e-05,-7.323917825791599e-06,9.757723527163985e-05,0.0016107253920681322,-7.777596650245388e-05,0.0016885013585705862,0.002226329187585092,-0.0006183386661485555,0.002844667853733648,0.0018096968522915676,-0.0008223446476486343,0.0026320414999402024
113.1,B_setup,-4.2224197777131325e-09,-6.732791621592565e-06,6.7285692018148514e-06,8.743172055529761e-05,-7.048288021351922e-06,9.448000857664955e-05,0.0015580909336707514,-7.479551789425563e-05,0.0016328864515650072,0.002147498737820774,-0.0005947891725708826,0.0027422879103916565,0.0017513703102389473,-0.0008122483916917829,0.002563618701930733
113.83125,B_setup,-4.294103294742613e-09,-6.459818885949482e-06,6.455524782654739e-06,8.461093511524077e-05,-6.779111920522819e-06,9.13900470357636e-05,0.0015054287402370464,-7.188609586346014e-05,0.001577314836100507,0.00206851668274704,-0.0005717974645179838,0.002640314147265024,0.00169297951729601,-0.0008020069534834124,0.0024949864707794226
114.5625,B_setup,-4.369096583978572e-09,-6.193623165947302e-06,6.189254069363323e-06,8.17936809183353e-05,-6.516257519418038e-06,8.830993843775333e-05,0.0014527919209136795,-6.90462579666875e-05,0.001521838178880367,0.001989468667396595,-0.0005493521886703229,0.002538820856066919,0.001634585922826085,-0.0007916176686126096,0.0024262035914386945
115.5375,B_setup,-4.473791338299841e-09,-5.849010543788653e-06,5.844536752450353e-06,7.804752388209932e-05,-6.175401785700691e-06,8.42229256678e-05,0.0013827404320839692,-6.536567906364727e-05,0.0014481061111476167,0.0018841159817228324,-0.0005202565021879991,0.002404372483910832,0.0015568291861548995,-0.0007775306261537168,0.002334359812308615
116.26875,B_setup,-4.5555131452957534e-09,-5.598125761586586e-06,5.59357024844129e-06,7.52490465178993e-05,-5.926818098520711e-06,8.117586461642e-05,0.0013303683072178045,-6.268296098206802e-05,0.001393051268199872,0.0018052447662982045,-0.0004990449640537931,0.002304289730351998,0.0014986665654689337,-0.0007667857957808557,0.00226545236124979
117.0,B_setup,-4.6397035626496325e-09,-5.3536023752060184e-06,5.348962671643369e-06,7.246310756555103e-05,-5.684158714880661e-06,7.814726628043166e-05,0.0012781971012008147,-6.00654858523413e-05,0.001338262587053156,0.0017265898496547387,-0.00047834568624734663,0.0022049355359020856,0.0014407039389512698,-0.0007558839975097297,0.002196587936461
117.73125,B_setup,-4.726120011594093e-09,-5.1153287442330374e-06,5.110602624221443e-06,6.969238223798086e-05,-5.447316774486123e-06,7.513969901246697e-05,0.001226278864737496,-5.7512086671358906e-05,0.001283790951408855,0.001648234708402123,-0.0004581494818724249,0.0021063841902745476,0.0013830013429733078,-0.0007448224570595732,0.0021278238000328803
118.46249999999999,B_setup,-4.814524340023536e-09,-4.883199043992806e-06,4.878384519652782e-06,6.693952904385155e-05,-5.216190936009035e-06,7.215571997986058e-05,0.001174665288743194,-5.502165684730194e-05,0.001229686945590496,0.001570262156297889,-0.0004384476393095673,0.0020087097956074562,0.0013256183550369235,-0.0007335983989266717,0.0020592167539635955
119.4375,B_setup,-4.93508536755363e-09,-4.5830777672342645e-06,4.578142681866711e-06,6.330141812638478e-05,-4.916749846351523e-06,6.82181679727363e-05,0.001106409686209364,-5.179723439282264e-05,0.0011582069206021864,0.0014670356638544105,-0.0004129333389388367,0.001879969002793246,0.0012497068874923,-0.0007183754024684299,0.0019680822899607285
120.16875,B_setup,-5.02722585068158e-09,-4.364904221245258e-06,4.359876995394576e-06,6.0600493546361816e-05,-4.6985977492419435e-06,6.529909129560374e-05,0.0010557056611264306,-4.944976089936383e-05,0.0011051554220257943,0.0013902736922732667,-0.000394353735164768,0.0017846274274380346,0.0011932983922589664,-0.0007067614081320265,0.001900059800390993
120.89999999999999,B_setup,-5.120591046749714e-09,-4.1525624802822035e-06,4.147441889235454e-06,5.792615162780672e-05,-4.485862577720824e-06,6.241201420552755e-05,0.0010054754487465037,-4.71619906822707e-05,0.001052637439428775,0.0013141647845953512,-0.00037624277959310214,0.001690407564188453,0.0011374041455602664,-0.0006949757607321248,0.0018323799062923923
121.63125,B_setup,-5.214961042681354e-09,-3.9459706987250045e-06,3.9407557376823235e-06,5.528095112170353e-05,-4.27846581785948e-06,5.955941693956301e-05,0.0009557686852543944,-4.49330667722189e-05,0.0010007017520266134,0.001238788177888914,-0.0003585937251234379,0.001597381903012352,0.0010820811643260677,-0.0006830157942022631,0.0017650969585283301
122.3625,B_setup,-5.310120033049964e-09,-3.745052298474697e-06,3.739742178441647e-06,5.266742154429493e-05,-4.076333989567051e-06,5.674375553386198e-05,0.0009066344198542833,-4.2762187179139763e-05,0.0009493966070334227,0.0011642221227318543,-0.0003414002575153378,0.0015056223802471917,0.0010273857439784284,-0.0006708788963334146,0.0016982646403118423
123.33749999999999,B_setup,-5.4378605397400535e-09,-3.4858636737056523e-06,3.4804258131659123e-06,4.9236294038692016e-05,-3.8148970368005736e-06,5.305119107549259e-05,0.0008420962130340877,-3.995668714549321e-05,0.0008820529001795808,0.0010661948558195915,-0.00031917420723155134,0.0013853690630511422,0.0009555305761931672,-0.0006544167486282168,0.0016099473248213844
124.06875,B_setup,-5.534043837468316e-09,-3.297914237865275e-06,3.2923801940278068e-06,4.670631904506411e-05,-3.624791954144277e-06,5.0331110999208377e-05,0.0007944849161882159,-3.791842733439509e-05,0.0008324033435226108,0.0009938184095432633,-0.00030302159768383515,0.0012968400072270988,0.000902513978174768,-0.0006418572435041072,0.001544371221678876
