case,observer_family,B_setup_neg_total,B_setup_pos_total,B_setup_neg_centroid,B_setup_pos_centroid,B_setup_pos_overlay,R_open_neg_total,R_open_pos_total,R_open_neg_centroid,R_open_pos_centroid,R_open_pos_overlay,hold_neg_total,hold_pos_total,hold_neg_centroid,hold_pos_centroid,hold_pos_overlay,R_close_neg_total,R_close_pos_total,R_close_neg_centroid,R_close_pos_centroid,R_close_pos_overlay,comp_neg_total,comp_pos_total,comp_neg_centroid,comp_pos_centroid,comp_pos_overlay,B_reset_neg_total,B_reset_pos_total,B_reset_neg_centroid,B_reset_pos_centroid,B_reset_pos_overlay,open_interval_neg_total,open_interval_pos_total,open_interval_neg_centroid,open_interval_pos_centroid,open_interval_pos_overlay,setup_reset_neg_total,setup_reset_pos_total,setup_reset_neg_centroid,setup_reset_pos_centroid,setup_reset_pos_overlay,full_cycle_neg_total,full_cycle_pos_total,full_cycle_neg_centroid,full_cycle_pos_centroid,full_cycle_pos_overlay,open_comp_ratio,setup_reset_comp_ratio,full_cycle_overlay_to_total_neg_ratio
target_v02_combined,core_line,1.6747059998090654e-05,0.0,22.90282493954722,,0.0,0.002832071295906575,0.0,153.4471903838178,,0.0,0.07443834075916214,0.0,185.00625000000002,,0.0,0.002816582600550737,0.0,216.5601257624114,,0.0,0.0,0.08746520070939831,,229.9999585329866,0.0,1.6747059998101655e-05,0.0,367.09717506071013,,0.0,0.08069192640262224,0.0,185.00000348957084,,0.0,3.419386485981606e-05,0.0,195.00000000018136,,0.0,0.08072549352018438,0.08746653131287391,185.004149043315,230.0000078046471,0.0,0.0,0.0,0.0
target_v02_combined,access_mean,0.004043351414072343,0.011485455994465824,12.646849600542206,81.3705603500374,0.0,0.005232223040358482,0.0,152.83252302133104,,0.0,0.07129872338200346,0.0,185.00613388234356,,0.0,0.005218966865925454,0.0,217.1733960916119,,0.0,1.815769822050775e-06,0.08728878265022343,220.10625,230.00000333609273,0.0,0.004040998168951451,0.01148545599446587,377.4330683042532,308.62943964996265,0.0,0.08231398228027889,0.0,185.00047349937267,,0.0,0.009129291597628018,0.022970911988931694,191.11426317018675,195.00000000000023,0.0,0.09042530285070524,0.11026022714608386,185.8937242596818,222.70837359920645,0.0,0.0,0.0,0.0
target_v02_combined,support_mean,0.23997364125814455,0.18173948075838317,15.366396459712009,84.9485367482915,0.0,0.008634482174071057,0.0,152.01239884651605,,0.0,0.05609814478064096,0.0,185.005058423641,,0.0,0.008636441599178373,0.0,217.99138765189338,,0.0,0.00011577037655288326,0.07768475168161756,228.18671839146026,229.99995611730856,0.0,0.2399568443116165,0.18173948075838314,374.6430195367036,305.0514632517085,0.0,0.07367833123519169,0.0,185.00390287228166,,0.0,0.49837462268406835,0.3634789615167664,194.49464906088116,194.99999999999997,0.0,0.5539781335207317,0.4411637131983839,193.67457704584012,201.16316079155393,0.0,0.0,0.0,0.0
target_v02_combined,support_ring_mean,0.8119909873123975,0.22070325288358628,17.20131843551667,88.14138062710956,0.0,0.011862871746551141,0.0006692562190680632,151.6615721382585,154.24408326929785,0.0,0.04133193513326171,0.0,185.00308514718114,,0.0,0.011881825742418108,0.0006678257486883337,218.340551085881,215.75829543974805,0.0,0.0007473436303278328,0.05821967128045476,229.34242610248478,229.9998809202355,0.0,0.8119573742553785,0.22070325288358628,372.8041741675511,301.8586193728905,0.0,0.06516753050931332,0.0013847353360744849,185.01075704386335,185.0521228841191,0.0,1.674839890548191,0.44140650576717255,194.6993440814293,195.0,0.0,1.6904790498749405,0.5010109123837018,194.62884123688409,199.03964531519003,0.0,0.0,0.0,0.0
target_v02_combined,shoulder_mean,0.25636240404183347,0.19307634875477336,16.601625139132384,86.4211621583246,0.0,0.002537203136933619,0.0006169438621588404,151.42346498032168,154.0587960391733,0.0,0.002370253848087947,1.4000181380326257e-05,185.00034338822925,186.88519686981434,0.0,0.002543429653387731,0.0006147393001193991,218.57868374967205,215.945725193902,0.0,0.00034779779322618396,0.008385857176018068,229.57168843766968,230.00016844750513,0.0,0.2563521820477477,0.19307634875477336,373.403689330353,303.57883784167535,0.0,0.007450886638409298,0.0013183427437956263,185.02890178297935,185.01971152027247,0.0,0.5287182065214453,0.3861526975095467,194.71063347062574,195.0,0.0,0.520702965725875,0.39585689742936037,194.87929598790973,195.70820787678497,0.0,0.0,0.0,0.0
target_v02_combined,matching_mean,0.03518980525923718,0.0,50.15993961901583,,0.0,0.0001649769379391669,0.0,152.4656249736503,,0.0,0.002136017172169525,0.0,185.00625,,0.0,0.00016497693606187276,0.0,217.54687499999994,,0.0,0.000703322729281935,0.0,229.97812502634932,,0.0,0.035189805259237206,0.0,339.84006038098426,,0.0,0.002483337039440239,0.0,185.00624997365023,,0.0,0.07359238394170127,0.0,195.00000000000009,,0.0,0.07359231945563495,0.0,194.99999999999199,,0.0,0.0,0.0,0.0
nmc_reduced_fit,core_line,0.006495786445191498,0.0,45.41743275661486,,0.0,0.002865578448997488,0.0,153.3840052936306,,0.0,0.07565947449353824,0.0,185.00625000000002,,0.0,0.0029871599904748953,0.0,216.77061808157055,,0.0,0.01859437454822011,0.04563317801865431,229.940926956144,230.0001192326842,0.0,0.006684633596197956,0.0,341.6288363326798,,0.0,0.08212438835944783,0.0,185.0582037085161,,0.0,0.06738405365825288,0.0,231.39953998726415,,0.0,0.11481368980595916,0.04563317801865432,193.90520520597593,230.00011923268414,0.0,0.0,0.0,0.0
nmc_reduced_fit,access_mean,0.006329896399031773,0.0,45.7910902290106,,0.0,0.005178149783354125,0.0,152.82158918308411,,0.0,0.070651399129742,0.0,185.00596659029074,,0.0,0.005300768038637778,0.0,217.25194874946584,,0.0,0.022554759623900907,0.037421673561299856,229.94881158938279,230.00084921456008,0.0,0.006504554227674362,0.0,341.41136498526697,,0.0,0.08169203866244064,0.0,185.05834802401324,,0.0,0.06906005415264922,0.0,227.8137155825614,,0.0,0.11804945630362843,0.037421673561299856,195.1303134909995,230.00084921456008,0.0,0.0,0.0,0.0
nmc_reduced_fit,support_mean,0.06868229633067395,0.0,45.657001666495376,,0.0,0.00740430109153093,0.0,152.031384691275,,0.0,0.04320417420191468,0.0,185.00180102516657,,0.0,0.0075329183366643635,0.0,218.00003170023817,,0.0,0.0283538558290625,0.020508921782826258,229.94548131475645,230.000267839003,0.0,0.06877461706160017,0.0,344.2035531575123,,0.0,0.05820582290938617,0.0,185.07660611328944,,0.0,0.20233656058413324,0.0,200.87556343735196,,0.0,0.2251639606340491,0.020508921782826258,196.9600686575052,230.000267839003,0.0,0.0,0.0,0.0
nmc_reduced_fit,support_ring_mean,0.5414589773908723,0.0,45.60395306094611,,0.0,0.009135001703478472,0.0007448180603051406,151.64667299517006,154.43799140237974,0.0,0.015253409614043041,0.0003661874042536978,185.00624999999994,186.08930841083813,0.0,0.009254322689439109,0.0007289957582889856,218.37148794771144,215.56989370376903,0.0,0.034072700881725176,0.00876565928572512,229.94293192136882,230.0009120372221,0.0,0.5414604565133507,0.0,344.39644408387943,,0.0,0.03364273400696062,0.0023482020304434557,185.12612390236367,185.0679866141907,0.0,1.1573470555673384,0.0,194.97142484391765,,0.0,1.151968732179213,0.011113861316168575,195.75880918635337,220.50721909734102,0.0,0.0,0.0,0.0
nmc_reduced_fit,shoulder_mean,0.17479179140741413,0.0,55.6196770921052,,0.0,0.00639147673112773,0.002977539406076923,151.18301143018627,154.06151515029583,0.0,0.0,0.007326283517404967,,185.08261095871498,0.0,0.006424173996927592,0.0029452246829692755,218.8217385124461,215.94547100233902,0.0,0.004186418259788228,0.0,229.6202583347107,,0.0,0.17461992206389815,0.0,334.4737981025939,,0.0,0.012815650728055322,0.014248810962455153,185.08866015045777,185.00257154130696,0.0,0.4060859177583417,0.0,189.4563998315383,,0.0,0.3673570586675126,0.014248810962455153,195.00351212821502,185.00257154130696,0.0,0.0,0.0,0.0
nmc_reduced_fit,matching_mean,0.0090261440327338,0.24279192143198755,112.63297091726159,43.00741145445089,0.0,5.072050679840522e-05,0.0,151.91755644323413,,0.0,0.00035183281810900703,0.0,185.00234058911923,,0.0,4.779283112158897e-05,0.0,217.9765081698599,,0.0,3.4396323703812745e-06,0.0,237.401575574271,,0.0,0.009025744013704162,0.2427936194311433,277.36893842854147,346.9925885364028,0.0,0.00045110617555927073,0.0,184.77422845795397,,0.0,0.02374757533445307,0.4855855408631309,194.7445129999917,195.00053148424874,0.0,0.018529219599397163,0.4855855408631309,194.75661295500683,195.0005314842487,0.0,0.0,0.0,0.0
residual_after_nmc_fit,core_line,4.1393598605985665e-07,0.006479453321179468,2.508150129358885,45.47288369883494,0.0,5.308530324434353e-05,8.659245633525634e-05,153.59303658427876,151.4456356261051,0.0,0.0,0.0012211337343760922,,185.00625000000002,0.0,5.321813119475676e-05,0.00022379552111891532,216.40767062909154,219.33346480738004,0.0,0.0,0.0604263972389641,,229.9816720135451,0.0,4.1125360683110273e-07,0.006668297789806686,388.4553081309685,341.567761939462,0.0,0.00010630343443910028,0.0015387653912647037,185.03959758379722,188.10890261000955,0.0,1.1730600042009374e-06,0.06735103285339726,181.52507820690454,231.41715122742897,0.0,0.0001071295642222921,0.07602867914421668,185.11489031914599,223.2041752582236,0.0,0.0,0.0,0.0
residual_after_nmc_fit,access_mean,0.0025573820712683766,0.016329383050693633,8.345582001952241,73.15879774240265,0.0,0.000237964538446363,0.00018389128144200568,152.4036202966097,151.96961810364272,0.0,0.0006473242522614762,0.0,185.02439276504802,,0.0,0.00023819105536068252,0.00031999222807300586,217.59494822750383,218.78843333596,0.0,0.0,0.07242005294300242,,229.9838709680063,0.0,0.002557411259321679,0.01650642331251046,381.65433336948314,316.0175428581542,0.0,0.0011323764913146713,0.0005104328734764023,185.02062137350646,194.3076775028521,0.0,0.005114793330590056,0.08801646787454297,195.00102284661753,221.14960912317048,0.0,0.006247169821904727,0.10670987685961192,193.19195212752066,219.1108628859416,0.0,0.0,0.0,0.0
residual_after_nmc_fit,support_mean,0.20592664500091043,0.216374780831823,13.418463344826705,81.57151973168352,0.0,0.0015637655690346414,0.0003335844864945123,151.99588268343686,152.35638817624508,0.0,0.012893970578726294,0.0,185.01597307636766,,0.0,0.0015543750459355464,0.0004508517834215344,218.01404347278918,218.21392320928626,0.0,0.0,0.08541391535130093,,229.9842555777196,0.0,0.2059043308537137,0.21646158436208057,376.5962280725409,308.4011415893588,0.0,0.016256944595721558,0.0007844362699160468,184.99469699113044,190.2077577012296,0.0,0.41183097585462414,0.4792718752714553,194.99750671820487,198.00386616578305,0.0,0.4280879204503457,0.5199285389792209,194.61764287303137,200.79513261423247,0.0,0.0,0.0,0.0
residual_after_nmc_fit,support_ring_mean,0.5393840645343895,0.4895553074964506,11.826585960087446,74.67494502215534,0.0,0.003266551068368942,0.0004631191840591944,151.92832576613213,152.51598518918146,0.0,0.026444712923472363,0.0,185.01630088833727,,0.0,0.003249203949089083,0.0005605308865094348,218.0867074306557,217.90669553672754,0.0,0.0,0.08277936924612697,,229.9822666285697,0.0,0.5393793939809376,0.489585729122496,378.17432549970476,315.3208232950817,0.0,0.0335119132672903,0.0010236500705686291,184.99840581403438,188.32266746707253,0.0,1.078763458515327,1.002677129301647,194.99966267063647,195.46886005541373,0.0,1.1122753717826175,1.063662105154423,194.69833328688398,197.73249069369433,0.0,0.0,0.0,0.0
residual_after_nmc_fit,shoulder_mean,0.16822982347270307,0.279735559593057,12.944742373321127,86.97287062535631,0.0,0.0023930810350895142,0.003886759085365542,154.04641056836275,151.04037487623165,0.0,0.009682537184112588,0.0,185.05986572665046,,0.0,0.0023618815685127375,0.00391214052920272,215.96065093368347,218.96587912285145,0.0,3.245691634561483e-05,0.01225693455892573,235.1789748352057,229.89628030650215,0.0,0.16825047574749497,0.27959456451841874,377.03797419798474,303.05900353211064,0.0,0.015364603743581763,0.007798899614568262,184.99844916886912,185.1136584498969,0.0,0.33933018536670234,0.6028505941131452,195.3812332916584,191.73414828590015,0.0,0.3518926439955761,0.5801548234041188,194.57138490347583,195.57935411391458,0.0,0.0,0.0,0.0
residual_after_nmc_fit,matching_mean,0.27537002471073185,0.006414442052240905,43.339738330189874,116.00941396992256,0.0,0.00011425643114076171,0.0,152.70892255738733,,0.0,0.0017841843540605186,0.0,185.00702091755917,,0.0,0.0001171841049402838,0.0,217.37165170037395,,0.0,0.0006998830969115536,0.0,229.9416418752099,,0.0,0.27537172128003373,0.006414040603357391,346.6602639260432,273.9930552926923,0.0,0.002032230863880969,0.0,185.05775314706096,,0.0,0.5507417459907655,0.015311396520386522,195.00046832013183,194.6037360543244,0.0,0.5534838339529797,0.012835193233611236,195.0085560312549,194.9974890843349,0.0,0.0,0.0,0.0
