phase,zone,min_N,min_R,max_B,min_Tkk_geo,min_Tkk_total,max_Tkk_total,max_abs_flux_geo,max_abs_Kll,max_abs_Kth,max_abs_theta,max_abs_B_rate,max_abs_R_rate,max_abs_N_rate,max_abs_dlogB_dl,max_abs_dlogN_dl,max_abs_R_l,max_abs_R_ll,max_abs_R_t,max_abs_R_tt
comp,inner_shoulder,0.82003599999964,1.1725122955710758,7.998397976860842,-0.0025060397207844367,-0.0025056989595201914,0.0024556734927659845,1.374073517708483e-06,4.378099371924118e-09,0.0001440328205737629,0.21668052339266256,4.378099371924118e-09,0.0001440328205737629,0.03025146437894955,0.006885287360430504,0.2996107673391758,1.4569095347685916,1.9873543143989352,0.0001695439204598692,0.006871876880519692
comp,outer_shoulder,0.8245846060536299,2.8786707814572794,7.962897805459765,-1.5222366244855902e-05,-1.455468268139928e-05,0.0018829297868493975,9.375053452069165e-09,4.375672775894975e-09,8.035266544941172e-08,0.08239423544951348,4.375672775894975e-09,8.035266544941172e-08,0.029414576537021966,0.03172880957103881,0.2998775022399438,0.9761860873368988,0.029283001580536094,2.3129073856154037e-07,9.374570764792077e-06
comp,shoulder,0.82003599999964,1.1725122955710758,7.998397976860842,-0.0025060397207844367,-0.0025056989595201914,0.0024556734927659845,1.374073517708483e-06,4.378099371924118e-09,0.0001440328205737629,0.21668052339266256,4.378099371924118e-09,0.0001440328205737629,0.03025146437894955,0.03172880957103881,0.2998775022399438,1.4569095347685916,1.9873543143989352,0.0001695439204598692,0.006871876880519692
comp,matching,0.9999999999967251,4.639062405271132,7.711345250894697,-9.362428538471771e-05,-9.362428538471771e-05,-1.2006099690616022e-05,9.458781453258936e-12,4.354495562604564e-09,7.977962803264405e-16,0.05459302993561202,4.354495562604564e-09,7.977962803264405e-16,5.035971639707212e-13,0.22864340536451244,1.870645860441742e-10,0.9938836681577925,0.01001792531004142,7.105427357601002e-15,1.4575235605340998e-14
comp,exterior,1.0,9.085202254215366,4.600304091566665,-0.0007824350688058088,-0.0007824350688058088,-9.537256540444959e-05,8.526570625353522e-12,3.915715162840341e-09,7.744621350096809e-16,0.12338806545852471,3.915715162840341e-09,7.744621350096809e-16,4.440892098500626e-16,0.3341860071090488,0.0,0.9974514395456993,0.0013335670464229565,7.105427357601002e-15,1.4575235605340998e-14
B_reset,access,1.0,1.0,7.999999982926166,-0.0006237046396638023,-0.0006237046396638023,-2.456656836291593e-09,5.428319645324701e-07,0.028978067401980827,8.881782180884337e-16,0.0007517984381721581,0.028978067401980827,8.881782180884337e-16,4.944933351680447e-12,4.9139996409448155e-06,0.0,0.0003759046216025297,0.007837814461927346,8.881784197001252e-16,5.465713352000219e-15
B_reset,support,1.0,1.0,7.999999982926166,-0.04325532858193613,-0.04325532858193613,-2.456656836291593e-09,0.0001284357485723565,0.028978067401980827,1.7732369799082103e-15,0.1778802819721701,0.028978067401980827,1.7732369799082103e-15,1.0191801615988538e-06,0.00014789187008793344,0.0,0.08998814104450403,0.5499668459222353,1.7763568394002505e-15,1.45752356053342e-14
B_reset,inner_shoulder,1.0,1.1725122955710758,7.998397959790916,-0.1306222258959926,-0.1306222258959926,0.036447000825530915,0.0012495671813995083,0.028974705950399225,1.5150006069105401e-15,1.7310740989307423,0.028974705950399225,1.5150006069105401e-15,0.0003273417659572786,0.006885287358318534,0.0,1.4569095347685916,1.9873543143989352,3.552713678800501e-15,2.91504712106684e-14
B_reset,outer_shoulder,1.0,2.8786707814572794,7.962897788476428,-0.0013362928328410088,-0.0013362928328410088,0.0007372778321376021,0.0004726398243795227,0.02890002234003961,1.2103414982763397e-15,0.6560955969633393,0.02890002234003961,1.2103414982763397e-15,0.0003190681738036716,0.03172880956101496,0.0,0.9761860873368988,0.029283001580536094,3.552713678800501e-15,3.6438089013335925e-14
B_reset,shoulder,1.0,1.1725122955710758,7.998397959790916,-0.1306222258959926,-0.1306222258959926,0.036447000825530915,0.0012495671813995083,0.028974705950399225,1.5150006069105401e-15,1.7310740989307423,0.028974705950399225,1.5150006069105401e-15,0.0003273417659572786,0.03172880956101496,0.0,1.4569095347685916,1.9873543143989352,3.552713678800501e-15,3.6438089013335925e-14
B_reset,matching,1.0,4.639062405271132,7.711345234524925,-0.0007779574218796646,-0.0007779574218796646,-1.1857528056964248e-05,0.00029846133070375835,0.028362719576922345,1.7412073134813471e-15,0.42098570212592934,0.028362719576922345,1.7412073134813471e-15,5.773159728050814e-15,0.22864340524411364,0.0,0.9938836681577925,0.01001792531004142,1.4210854715202004e-14,1.166018848426736e-13
B_reset,exterior,1.0,9.085202254215366,4.600304082785094,-0.0007876357113968675,-0.0007876357113968675,-2.0628346269024687e-06,0.00011700417051334557,0.020254669570620252,1.4954445438490161e-15,0.218800604392743,0.020254669570620252,1.4954445438490161e-15,4.440892098500626e-16,0.3341860067499786,0.0,0.9974514395456993,0.0013335670464229565,1.4210854715202004e-14,1.457523560533437e-13
open_interval,access,1.0,1.0,8.0,-0.0022772607985988864,-0.0022772607985988864,-2.5027184142490644e-07,0.0008489981906006407,4.37790688390662e-09,0.010401134640604909,0.06259359677950795,4.37790688390662e-09,0.010401134640604909,2.4926727348884015e-12,4.913999641115358e-06,0.0,0.23327911457960226,0.9991016163641906,0.010557186698146648,0.006360405445446539
open_interval,support,1.0,1.0,8.0,-0.006779381657957974,-0.006779381657957974,0.0018185119374207212,0.0016952349408376596,4.37790688390662e-09,0.0788533980641745,0.23565470101902136,4.37790688390662e-09,0.0788533980641745,5.136160790009114e-07,0.00014789187013468637,0.0,0.5998894156511021,0.9991016163641906,0.08860757956316068,0.05338355261446139
open_interval,inner_shoulder,1.0,1.1725946229094257,7.998397976860842,-0.008198504316107363,-0.008198504316107363,0.004311800916585244,0.0011589528835669676,4.377780835706371e-09,0.11264649656541212,0.3629673737803365,4.377780835706371e-09,0.11264649656541212,0.000164963958743769,0.006885287360430504,0.0,1.4567925814430964,1.9870018246897523,0.1541155253301758,0.09285023127512845
