t,phase,access_mean_Tkk_total,access_max_abs_flux,access_max_abs_Kll,access_max_abs_Kth,access_max_abs_theta,access_min_N,access_min_R,support_mean_Tkk_total,support_max_abs_flux,support_max_abs_Kll,support_max_abs_Kth,support_max_abs_theta,support_min_N,support_min_R,shoulder_mean_Tkk_total,shoulder_max_abs_flux,shoulder_max_abs_Kll,shoulder_max_abs_Kth,shoulder_max_abs_theta,shoulder_min_N,shoulder_min_R,matching_mean_Tkk_total,matching_max_abs_flux,matching_max_abs_Kll,matching_max_abs_Kth,matching_max_abs_theta,matching_min_N,matching_min_R,coreline_Tkk_total,coreline_Tkk_geo,coreline_src,proper_half_length_R2,proper_half_length_R3
2.4375,B_setup,-0.00016262224214824486,1.0729053767549263e-08,0.00035877921728718774,0.0,0.0007515781528393737,1.0,1.0,-0.010211950170943776,2.5384827847173214e-06,0.00035877921728718774,0.0,0.17782816269567053,1.0,1.0,-0.008889850162542538,2.4688709940289758e-05,0.000358697130968456,0.0,1.7305671987151767,1.0,1.1725122955710758,-5.974724662963037e-05,5.760358707043232e-06,0.0003439886129006276,0.0,0.42086743380233554,1.0,4.639062405271132,-1.5713390780908165e-07,-1.5713390780908165e-07,0.0,1.890553812214523,2.8208254901569645
2.68125,B_setup,-0.00016259201202267285,1.2929609976845832e-08,0.00043240726529261567,0.0,0.0007515059888904169,1.0,1.0,-0.010210191039425442,3.059132077047605e-06,0.00043240726529261567,0.0,0.177811088781547,1.0,1.0,-0.008893038211518966,2.9752430774382784e-05,0.00043230834285901023,0.0,1.7304011416749432,1.0,1.1725122955710758,-6.126162195435298e-05,6.9418778802034435e-06,0.00041458299978506895,0.0,0.4208286892973569,1.0,4.639062405271132,-1.5710373433425184e-07,-1.5710373433425184e-07,0.0,1.890735307861105,2.821096020249758
2.925,B_setup,-0.00016255577970451424,1.532642916317872e-08,0.0005126233523105058,0.0,0.0007514197394962134,1.0,1.0,-0.010208067429798807,3.6262169934333393e-06,0.0005126233523105058,0.0,0.17779068226581643,1.0,1.0,-0.008896333088774144,3.5267776083559694e-05,0.0005125060921833549,0.0,1.7302026724772666,1.0,1.1725122955710758,-6.292130723910866e-05,8.228802450930294e-06,0.0004914948236423416,0.0,0.4207823819767647,1.0,4.639062405271132,-1.5706767519940712e-07,-1.5706767519940712e-07,0.0,1.8909522747805645,2.8214194223916835
3.1687499999999997,B_setup,-0.00016251302937881685,1.7916975494041012e-08,0.0005993503843857764,0.0,0.0007513182100625364,1.0,1.0,-0.010205546793975128,4.23913756198722e-06,0.0005993503843857764,4.421788450624584e-16,0.1777666605086694,1.0,1.0,-0.008899701555058415,4.122891131881087e-05,0.0005992133043870754,4.3804083082008645e-16,1.7299690422165266,1.0,1.1725122955710758,-6.472628311804237e-05,9.619781126775584e-06,0.0005746504732370025,4.552232810554278e-16,0.42072787023782554,1.0,4.639062405271132,-1.570252330801436e-07,-1.570252330801436e-07,0.0,1.8912077436369863,2.8218002139684253
3.4125,B_setup,-0.00016246325267132495,2.0698643846620853e-08,0.0006925102216222618,0.0,0.0007512002217393954,1.0,1.0,-0.010202597046686503,4.8972774173821646e-06,0.0006925102216222618,4.421788450624584e-16,0.1777387445953431,1.0,1.0,-0.008903110618741132,4.762984259957344e-05,0.0006923518595050645,4.3804083082008645e-16,1.7296975382118116,1.0,1.1725122955710758,-6.667646751441609e-05,1.1113427085763226e-05,0.0006639753847667299,4.552232810554278e-16,0.4206645208633616,1.0,4.639062405271132,-1.5697591790320153e-07,-1.5697591790320153e-07,0.0,1.8915047131872784,2.822242864806121
3.65625,B_setup,-0.0001624059489392107,2.366875523812822e-08,0.000792023600075157,0.0,0.000751064611859694,1.0,1.0,-0.010199186583448733,5.600002719665386e-06,0.000792023600075157,0.0,0.17770665943990452,1.0,1.0,-0.008906527541249234,5.446440619885811e-05,0.0007918425140875949,0.0,1.7293854850156227,1.0,1.1725122955710758,-6.87717117307068e-05,1.2708315615096296e-05,0.0007593939699361299,0.0,0.42059170924672873,1.0,4.639062405271132,-1.569192470685099e-07,-1.569192470685099e-07,0.0,1.8918461503890835,2.8227517973322014
3.9,B_setup,-0.00016234062557898978,2.682455254972529e-08,0.0008978100581533827,0.0,0.0007509102344049868,1.0,1.0,-0.010195284299627067,6.3466611426051335e-06,0.0008978100581533827,0.0,0.17767013389544412,1.0,1.0,-0.008909919844057063,6.172625871673834e-05,0.0008976048276393903,0.0,1.729030245484896,1.0,1.1725122955710758,-7.101179660814421e-05,1.4402981907030475e-05,0.0008608295481391729,0.0,0.4205088196307892,1.0,4.639062405271132,-1.5685474579613112e-07,-1.5685474579613112e-07,0.0,1.8922349905086828,2.8233313867362364
4.14375,B_setup,-0.00016226679835050885,3.016319654942676e-08,0.0010097878675807185,0.0,0.0007507359604965187,1.0,1.0,-0.01019085961052535,7.136580932742285e-06,0.0010097878675807185,4.421788450624584e-16,0.1776289008702512,1.0,1.0,-0.0089132553171723,6.940886792803863e-05,0.0010095570936045262,4.3804083082008645e-16,1.728629221910164,1.0,1.1725122955710758,-7.339642876500564e-05,1.6195918997016974e-05,0.0009682042828033284,4.552232810554278e-16,0.420415245359951,1.0,4.639062405271132,-1.5678194741769458e-07,-1.5678194741769458e-07,0.0,1.8926741372289049,2.823985961130769
4.3875,B_setup,-0.00016218399171555014,3.368176221954992e-08,0.0011278739689426192,0.0,0.0007505406789096973,1.0,1.0,-0.010185882472416485,7.969070041057575e-06,0.0011278739689426192,4.436982134929383e-16,0.1775826974495345,1.0,1.0,-0.008916502029060528,7.750550434006003e-05,0.0011276162749462243,4.509609404436498e-16,1.7281798571986136,1.0,1.1725122955710758,-7.59252369221515e-05,1.8085575864150836e-05,0.0010814391219103874,4.569653290150813e-16,0.4203103891443355,1.0,4.639062405271132,-1.5670039369558575e-07,-1.5670039369558575e-07,0.0,1.893166462757028,2.8247198017121624
4.63125,B_setup,-0.00016209173918985454,3.7377235394035594e-08,0.0012519839118730785,0.0,0.000750323296610117,1.0,1.0,-0.010180323404431136,8.84341532387678e-06,0.0012519839118730785,4.436982134929383e-16,0.17753126502223734,1.0,1.0,-0.008919628337950028,8.600923345449629e-05,0.0012516979443594402,4.509609404436498e-16,1.7276796361067126,1.0,1.1725122955710758,-7.859776832582835e-05,2.0070355686572253e-05,0.0012004537427398696,4.569653290150813e-16,0.42019366333511565,1.0,4.639062405271132,-1.5660963519764648e-07,-1.5660963519764648e-07,0.0,1.893714807932692,2.8255371429214375
4.875,B_setup,-0.00016198958370705654,4.124650971081404e-08,0.0013820317999199785,0.0,0.0007500827393092209,1.0,1.0,-0.010174153511216658,9.758881831193243e-06,0.0013820317999199785,4.436982134929383e-16,0.17747434941250756,1.0,1.0,-0.008922602904454974,9.49129087604564e-05,0.0013817162291573089,4.509609404436498e-16,1.7271260865180003,1.0,1.1725122955710758,-8.141348527537488e-05,2.2148614254513416e-05,0.0013251665008747605,4.569653290150813e-16,0.42006449021005277,1.0,4.639062405271132,-1.5650923163718078e-07,-1.5650923163718078e-07,0.0,1.8943219823358024,2.8264421726051197
5.1187499999999995,B_setup,-0.00016187707799322713,4.5286383885121556e-08,0.001517930240132891,0.0,0.0007498179520376523,1.0,1.0,-0.010167344506282233,1.0714712146363794e-05,0.001517930240132891,4.436982134929383e-16,0.17741170101534373,1.0,1.0,-0.008925394705456233,0.00010420916546464217,0.0015175837608802517,4.509609404436498e-16,1.7265167807615602,1.0,1.1725122955710758,-8.437176176735397e-05,2.4318658553900103e-05,0.001455494383486142,4.569653290150813e-16,0.41992230226824295,1.0,4.639062405271132,-1.563987522337773e-07,-1.563987522337773e-07,0.0,1.8949907643944375,2.827439032176072
5.3625,B_setup,-0.000161753784950531,4.9493559308491485e-08,0.0016595902974154034,0.0,0.0007495278997343137,1.0,1.0,-0.010159868735935182,1.1710125835494949e-05,0.0016595902974154034,0.0,0.17734307493596205,1.0,1.0,-0.008927973049174339,0.00011389041496323636,0.0016592116296684427,0.0,1.7258493369666303,1.0,1.1725122955710758,-8.747188026442944e-05,2.6578745502205e-05,0.0015913529669608097,0.0,0.4197665425330687,1.0,4.639062405271132,-1.5627777603943738e-07,-1.5627777603943738e-07,0.0,1.8957239014927534,2.8285318167743454
5.60625,B_setup,-0.0001616192780485492,5.386463797847901e-08,0.0018069214536818913,0.0,0.0007492115678491252,1.0,1.0,-0.010151699203721663,1.2744318943142615e-05,0.0018069214536818913,4.436982134929383e-16,0.1772682311324077,1.0,1.0,-0.008930307591367941,0.0001239488400852789,0.0018065093434326458,4.509609404436498e-16,1.7251214204487233,1.0,1.1725122955710758,-9.071302859870989e-05,2.8927080866934537e-05,0.0017326563788809138,4.569653290150813e-16,0.41959666486233704,1.0,4.639062405271132,-1.5614589241041976e-07,-1.5614589241041976e-07,0.0,1.8965241100788952,2.829724575428012
5.85,B_setup,-0.0001614731417217784,5.839612076400495e-08,0.0019598315718588758,0.0,0.0007488679629574386,1.0,1.0,-0.01014280959527519,1.3816463587667802e-05,0.0019598315718588758,4.436982134929383e-16,0.1771869345609113,1.0,1.0,-0.008932368352591003,0.00013437639109760918,0.001959384791869289,4.509609404436498e-16,1.7243307451225538,1.0,1.1725122955710758,-9.409429702103437e-05,3.136181834135258e-05,0.0018793172644007508,4.569653290150813e-16,0.41941213426456947,1.0,4.639062405271132,-1.560027013333687e-07,-1.560027013333687e-07,0.0,1.8973940757728978,2.8310213112140126
6.09375,B_setup,-0.00016131497177177562,6.308440601031392e-08,0.0021182268647613346,0.0,0.0007484961133840383,1.0,1.0,-0.010133174303477622,1.4925707636949141e-05,0.0021182268647613346,4.436982134929383e-16,0.17709895532353168,1.0,1.0,-0.00893412573643527,0.00014516478249497486,0.0021177442153478897,4.509609404436498e-16,1.723475074937043,1.0,1.1725122955710758,-9.761467540302077e-05,3.3881058797204386e-05,0.002031246757046776,4.569653290150813e-16,0.4192124272203979,1.0,4.639062405271132,-1.558478138000141e-07,-1.558478138000141e-07,0.0,1.898336453474597,2.832425981418995
6.3374999999999995,B_setup,-0.00016114437577241812,6.792578848724687e-08,0.0022820118688785004,0.0,0.0007480950698346418,1.0,1.0,-0.010122768453839363,1.6071174445129507e-05,0.0022820118688785004,4.436982134929383e-16,0.17700406881755845,1.0,1.0,-0.00893555054868775,0.00015630549058345876,0.002281492178704014,4.509609404436498e-16,1.7225522253275574,1.0,1.1725122955710758,-0.00010127305060475695,3.648284971628239e-05,0.0021883544539650157,4.569653290150813e-16,0.41899703200800603,1.0,4.639062405271132,-1.5568085225819983e-07,-1.5568085225819983e-07,0.0,1.8993538674715342,2.833942497700156
6.58125,B_setup,-0.00016096097347669002,7.291645868490135e-08,0.002451089423096546,0.0,0.0007476639060327759,1.0,1.0,-0.01011156792999563,1.7251962703260698e-05,0.002451089423096546,0.0,0.17690205588619226,1.0,1.0,-0.008936614017327043,0.00016778975185156536,0.002450531549968682,0.0,1.721560064680542,1.0,1.1725122955710758,-0.00010506820401579867,3.916518478475956e-05,0.0023505483956393547,0.0,0.418765449031548,1.0,4.639062405271132,-1.555014509171948e-07,-1.555014509171948e-07,0.0,1.900448911546864,2.8355747262460835
6.825,B_setup,-0.0001607643972234582,7.805250245836482e-08,0.002625360652378244,0.0,0.0007472017193599026,1.0,1.0,-0.010099549399224863,1.8467146340782074e-05,0.002625360652378244,4.436982134929383e-16,0.17679270296999788,1.0,1.0,-0.00893728781328081,0.00017960856215714038,0.0026247634840489737,4.509609404436498e-16,1.7204965158056411,1.0,1.1725122955710758,-0.00010899880927924835,4.192600367949974e-05,0.0025177350500993575,4.569653290150813e-16,0.41851719115146435,1.0,4.639062405271132,-1.5530925624729353e-07,-1.5530925624729353e-07,0.0,1.9016241490872599,2.8373264879375943
7.06875,B_setup,-0.00016055429234259805,8.332990102444511e-08,0.0028047249564073576,0.0,0.0007467076314966412,1.0,1.0,-0.010086690337886227,1.9715774530562825e-05,0.0028047249564073576,4.436982134929383e-16,0.1766758022586033,1.0,1.0,-0.00893754407186743,0.00019175267671299906,0.002804087411374663,4.509609404436498e-16,1.7193595574103435,1.0,1.1725122955710758,-0.0001130634302098993,4.476319201954716e-05,0.002689819301629193,4.569653290150813e-16,0.41825178401560853,1.0,4.639062405271132,-1.5510392729206623e-07,-1.5510392729206623e-07,0.0,1.902882113190821,2.8392015585085804
7.3125,B_setup,-0.00016033031755689528,8.874453131156655e-08,0.00298908000322529,0.0,0.0007461807890629305,1.0,1.0,-0.010072969056675598,2.0996871777416186e-05,0.00298908000322529,4.436982134929383e-16,0.17655115184216605,1.0,1.0,-0.008937355414837995,0.00020421261088827934,0.0029884010315304136,4.509609404436498e-16,1.7181472255722265,1.0,1.1725122955710758,-0.00011726051891259461,4.767458150121409e-05,0.0028667044439851545,4.569653290150813e-16,0.41796876639009306,1.0,4.639062405271132,-1.5488513609857035e-07,-1.5488513609857035e-07,0.0,1.9042253067749806,2.8412036687068496
7.5562499999999995,B_setup,-0.00016009214537911594,9.429216666344167e-08,0.0031783217278466163,0.0,0.000745620364254963,1.0,1.0,-0.010058364725602646,2.2309438070098523e-05,0.0031783217278466163,4.436982134929383e-16,0.1764185558620625,1.0,1.0,-0.00893669497293794,0.0002169786418272375,0.0031776003118650625,4.509609404436498e-16,1.7168576152037804,1.0,1.1725122955710758,-0.00012158841411281383,5.065795021715158e-05,0.0030482921781247157,4.569653290150813e-16,0.41766769048876057,1.0,4.639062405271132,-1.546525680365396e-07,-1.546525680365396e-07,0.0,1.9056562026844102,2.843336504454961
7.8,B_setup,-0.00015983946250263713,9.996847789667607e-08,0.0033723443358526875,0.0,0.0007450255554767223,1.0,1.0,-0.01004285739858269,2.365244914944971e-05,0.0033723443358526875,4.436982134929383e-16,0.17627782466030614,1.0,1.0,-0.00893553640890266,0.00023004081087181307,0.0033715794910824147,4.509609404436498e-16,1.7154888815048563,1.0,1.1725122955710758,-0.00012604533970574455,5.371102314169435e-05,0.003234482614441942,4.569653290150813e-16,0.41734812230018115,1.0,4.639062405271132,-1.5440592230492323e-07,-1.5440592230492323e-07,0.0,1.9071772437989283,2.8456037070110747
8.04375,B_setup,-0.0001595719701840012,1.0576903471072199e-07,0.003571040311954572,0.0,0.0007443955879639615,1.0,1.0,-0.010026428037548605,2.5024856823487886e-05,0.003571040311954572,4.436982134929383e-16,0.17612877492717605,1.0,1.0,-0.008933853940800918,0.00024338892680698696,0.003570231087784594,4.509609404436498e-16,1.7140392413977474,1.0,1.1725122955710758,-0.00013062940353304923,5.683147281025381e-05,0.003425174279492941,4.569653290150813e-16,0.4170096419110845,1.0,4.639062405271132,-1.5414491214005288e-07,-1.5414491214005288e-07,0.0,1.9087908431414047,2.8480088731297863
8.2875,B_setup,-0.00015928938461587527,1.1168930744947884e-07,0.0037743004335012644,0.0,0.0007437297143984669,1.0,1.0,-0.010009058535977161,2.6425589402020583e-05,0.0037743004335012644,0.0,0.17597122984654656,1.0,1.0,-0.00893162236563907,0.0002570125699011582,0.003773445913975584,0.0,1.7125069749399473,1.0,1.1725122955710758,-0.00013533859639480766,6.001692016031944e-05,0.0036202641272050163,0.0,0.4166518438251335,1.0,4.639062405271132,-1.5386926529442624e-07,-1.5386926529442624e-07,0.0,1.910499383985671,2.850555555222974
8.53125,B_setup,-0.00015899143728875835,1.1772466921055371e-07,0.003982013788902991,0.0,0.000743027215510459,1.0,1.0,-0.009990731741735533,2.7853552180693445e-05,0.003982013788902991,0.0,0.17580501923841513,1.0,1.0,-0.008928817083136175,0.0002709010967584115,0.00398111309346224,0.0,1.7108904267096707,1.0,1.1725122955710758,-0.0001401707913033068,6.326493556432658e-05,0.0038196475545301525,0.0,0.41627433727595464,1.0,4.639062405271132,-1.5357872432814057e-07,-1.5357872432814057e-07,0.0,1.9123052199644228,2.8532472615206355
8.775,B_setup,-0.00015867787533996552,1.2387039829932273e-07,0.004194067800930384,0.0,0.0007422874006670175,1.0,1.0,-0.009971431479146507,2.9307628030800988e-05,0.004194067800930384,4.436982134929383e-16,0.17562997969811392,1.0,1.0,-0.008925414119582108,0.00028504364595393326,0.0041931200851395255,4.543067546900033e-16,1.7091880071592391,1.0,1.1725122955710758,-0.0001451237429868519,6.657304002347064e-05,0.004023218421512342,4.552232810554278e-16,0.415876746533354,1.0,4.639062405271132,-1.53273046983593e-07,-1.53273046983593e-07,0.0,1.9142106751771297,2.8560874562317276
9.018749999999999,B_setup,-0.0001583484618882677,1.3012168102285487e-07,0.004410348254848733,0.0,0.0007415096084444234,1.0,1.0,-0.00995114257017803,3.078667805680526e-05,0.004410348254848733,4.436982134929383e-16,0.17544595473172678,1.0,1.0,-0.008921390151685733,0.00029942914445403417,0.004409352711097246,4.543067546900033e-16,1.7073981939315266,1.0,1.1725122955710758,-0.00015019508764736953,6.993870654549693e-05,0.004230869075732319,4.552232810554278e-16,0.41545871120164674,1.0,4.639062405271132,-1.529520064630363e-07,-1.529520064630363e-07,0.0,1.9162180442979406,2.8590795597050174
9.2625,B_setup,-0.00015800297635276485,1.364736148180102e-07,0.004630739331314471,0.0,0.0007406932071823614,1.0,1.0,-0.009929850854662334,3.228954233698536e-05,0.004630739331314471,0.0,0.17525279488720868,1.0,1.0,-0.008916722530324828,0.0003140463148101786,0.004629695189499634,0.0,1.705519533134709,1.0,1.1725122955710758,-0.00015538234297976744,7.33593616785768e-05,0.004442490381075619,0.0,0.4150198865090675,1.0,4.639062405271132,-1.5261539178246242e-07,-1.5261539178246242e-07,0.0,1.9183295926835895,2.862226948589912
9.50625,B_setup,-0.00015764121475450726,1.42921211706942e-07,0.00485512364398138,0.0,0.0007398375955179505,1.0,1.0,-0.009907543209452547,3.381504074093434e-05,0.00485512364398138,0.0,0.17505035788073486,1.0,1.0,-0.00891138930410455,0.00032888368309292053,0.004854030172160725,0.0,1.7035506405706582,1.0,1.1725122955710758,-0.0001606829084563,7.683238722958858e-05,0.00465797175076003,0.0,0.4145599435872181,1.0,4.639062405271132,-1.522630080144638e-07,-1.522630080144638e-07,0.0,1.9205475564813053,2.8655329559973066
9.75,B_setup,-0.00015726298999944318,1.494594020724133e-07,0.005083382281729338,0.0,0.0007389422028976205,1.0,1.0,-0.009884207566427819,3.536197382279695e-05,0.005083382281729338,0.0,0.1748385087178081,1.0,1.0,-0.008905369242634055,0.00034392958757491026,0.005082238786743803,0.0,1.7014902029124201,1.0,1.1725122955710758,-0.00016609406588004096,8.03551221276303e-05,0.004877201184562821,0.0,0.4140785697395458,1.0,4.639062405271132,-1.5189467658660583e-07,-1.5189467658660583e-07,0.0,1.9228741427367146,2.8690008716604254
9.99375,B_setup,-0.00015686813214137722,1.5608303874426653e-07,0.005315394855429549,0.0,0.0007380064900649035,1.0,1.0,-0.00985983292926071,3.692912378799191e-05,0.005315394855429549,4.436982134929383e-16,0.1746171198086678,1.0,1.0,-0.00889864185943126,0.0003591721881207254,0.005314200683498865,4.543067546900033e-16,1.6993369788263337,1.0,1.1725122955710758,-0.00017161298021215376,8.392486445606674e-05,0.005100065310167041,4.552232810554278e-16,0.4135754686978795,1.0,4.639062405271132,-1.515102355451048e-07,-1.515102355451048e-07,0.0,1.9253115295017509,2.872633942095657
10.237499999999999,B_setup,-0.00015645648862351922,1.6278690138699556e-07,0.005551039549152959,0.0,0.0007370299495222612,1.0,1.0,-0.009834409388864054,3.851525553130336e-05,0.005551039549152959,4.436982134929383e-16,0.17438607107755674,1.0,1.0,-0.008891187434364161,0.00037459947627018446,0.005549794086432673,4.543067546900033e-16,1.697089800034478,1.0,1.1725122955710758,-0.0001772367006736992,8.753887363829451e-05,0.005326449428537578,4.552232810554278e-16,0.41305036086604974,1.0,4.639062405271132,-1.511095397491169e-07,-1.511095397491169e-07,0.0,1.9278618659425613,2.876435370763406
10.48125,B_setup,-0.0001560279244975518,1.6956570117770018e-07,0.005790193175697213,0.0,0.0007360121059651385,1.0,1.0,-0.009807928137438682,4.011911774360359e-05,0.005790193175697213,0.0,0.1741452500654166,1.0,1.0,-0.008882987035541167,0.000390199285996047,0.005788895848805164,0.0,1.694747572313276,1.0,1.1725122955710758,-0.00018296216212541406,9.119437276212415e-05,0.005556237563236163,0.0,0.4125029835496847,1.0,4.639062405271132,-1.5069246114135515e-07,-1.5069246114135515e-07,0.0,1.93052727244741,2.880408318228927
10.725,B_setup,-0.00015558232261885652,1.764140857629729e-07,0.006032731236336056,0.0,0.0007349525166864974,1.0,1.0,-0.009780381481047064,4.1739444084575084e-05,0.006032731236336056,0.0,0.1738945520255995,1.0,1.0,-0.008874022540562012,0.0004059593050904098,0.006031381512839183,0.0,1.6923092764242498,1.0,1.1725122955710758,-0.00018878618672545173,9.488855106462655e-05,0.005789312513579354,0.0,0.4119330911712747,1.0,4.639062405271132,-1.5025888882441718e-07,-1.5025888882441718e-07,0.0,1.933309840734591,2.884555902323165
