V,tier,Delta,N_X,N_l,points,gtt_positive_points,max_gtt,min_gtt,min_lapse_shift_margin,max_abs_beta,maxabs_R,maxabs_Kretsch,max_neg_nec_sum,min_rho_adm,max_abs_flux_j_l,max_theta_product,max_metric_burden_proxy,max_gtt_X,max_gtt_l,max_gtt_value,min_margin_X,min_margin_l,min_margin_value,max_neg_nec_X,max_neg_nec_l,max_neg_nec_value,max_abs_flux_X,max_abs_flux_l,max_abs_flux_value,max_burden_proxy_X,max_burden_proxy_l,max_burden_proxy_value,max_theta_product_X,max_theta_product_l,max_theta_product_value
1.5,core,0.3,71,91,6461,0,-1.0,-32318.042725620755,1.0,1.4680341488065987,2358.2501593857323,1012885.6737591476,638.0350324566291,-571.6294909378482,38.132323185111325,3.2311442008856717,4101.2185100977185,0.2,1.4716666666666667,-1.0,0.2,1.4716666666666667,1.0,0.9928571428571429,-0.8161111111111111,638.0350324566291,0.4907142857142857,0.7616666666666667,38.132323185111325,0.4114285714285714,0.8011111111111111,4101.2185100977185,1.7064285714285712,0.012222222222222134,3.2311442008856717
2.0,core,0.3,71,91,6461,0,-1.0,-57446.29425742282,1.0,1.9528250076171807,2491.171038509656,1154658.3490697038,622.1721860448184,-571.6294900317225,47.03514092681667,2.9584684997689568,4309.001021816277,0.2,1.4716666666666667,-1.0,0.2,1.4716666666666667,1.0,1.072142857142857,-0.8161111111111111,622.1721860448184,0.4907142857142857,0.7616666666666667,47.03514092681667,0.4114285714285714,0.8011111111111111,4309.001021816277,1.7064285714285712,0.012222222222222134,2.9584684997689568
2.5,core,0.3,71,91,6461,0,-1.0,-89750.13426376856,1.0,2.4376058369716818,2617.543802380187,1306823.9426682203,610.3711950069032,-571.6294889296001,55.43465008598467,2.762913426448288,4512.242546904821,0.2,1.4716666666666667,-1.0,0.2,1.4716666666666667,1.0,1.0985714285714285,-0.8161111111111111,610.3711950069032,0.4907142857142857,0.7616666666666667,55.43465008598467,0.4114285714285714,0.8011111111111111,4512.242546904821,1.7064285714285712,0.012222222222222134,2.762913426448288
3.0,stretch,0.3,71,91,6461,0,-1.0,-129228.78027470414,1.0,2.922381619243153,2743.5895313993965,1474720.058256052,601.0696371215085,-571.6294876407069,63.453444014508364,2.6150301373849505,4718.271130337693,0.2,1.4716666666666667,-1.0,0.2,1.4716666666666667,1.0,1.1514285714285712,-0.8161111111111111,601.0696371215085,0.4907142857142857,0.7616666666666667,63.453444014508364,0.4114285714285714,0.8011111111111111,4718.271130337693,1.7328571428571427,0.012222222222222134,2.6150301373849505
5.0,stretch,0.3,71,91,6461,0,-1.0,-358880.0153171654,1.0,4.8614644422737925,3280.7138491358824,2381311.2538194316,576.4821234262705,-571.6294807435922,92.92160620477638,2.285717051571737,5667.583972507799,0.2,1.4716666666666667,-1.0,0.2,1.4716666666666667,1.0,1.2042857142857142,-0.8161111111111111,576.4821234262705,0.4907142857142857,0.7616666666666667,92.92160620477638,0.4114285714285714,0.8011111111111111,5667.583972507799,1.7328571428571427,0.012222222222222134,2.285717051571737
10.0,extreme_stress,0.3,71,91,6461,2,7.473493387803946,-1435038.0698838048,-0.24373284445983145,9.709135756343795,5043.643428993063,7544501.207325487,546.1746441738873,-571.6294525886533,156.39180686899618,7.775645055397107,9387.330698202191,0.4907142857142857,0.7616666666666667,7.473493387803946,0.4907142857142857,0.7616666666666667,-0.24373284445983145,1.257142857142857,-0.8161111111111111,546.1746441738873,0.4907142857142857,0.7616666666666667,156.39180686899618,0.4114285714285714,0.8011111111111111,9387.330698202191,0.4907142857142857,0.7616666666666667,7.775645055397107
