label,clear,pkt_Rth,pkt_wth,pkt_Rpass,pkt_wpass,pkt_C0,pkt_C_perp,v1_B0,v1_wB,max_packet_norm,max_edge_gtt,max_release_packet_norm,rhoH_packet_p95_max,rhoH_edge_p95_max,R3_packet_p95_max,K_packet_p95_max,j_packet_p95_max,j_edge_p95_max,packet_fail_total,edge_fail_total,J_geom,J_dyn,J_total,rel_J_geom,rel_J_dyn,rel_J_total,rel_rhoH_packet_p95_max,rel_rhoH_edge_p95_max,rel_R3_packet_p95_max,rel_K_packet_p95_max,rel_j_packet_p95_max,rel_j_edge_p95_max
C35_Cp3_B4_wB12,True,1.25,0.12,0.35,0.08,35.0,3.0,4.0,12.0,-0.7552097109892963,-1.4191269559709327,-1.1026669566804044,0.08430864328124289,0.0954918486976109,4.237815930466443,0.1341370381177625,0.004431859048495553,0.009947745571769927,0,0,0.30738264522093306,0.01706234538262073,0.3244449906035538,0.3441532001622202,0.003921311614595128,0.06186574681135174,0.33163213440823236,0.605227497060998,0.33163223618750626,0.0011486538869368644,0.012956608087710555,0.005944000932162575
C35_Cp3_B5_wB6,True,1.25,0.12,0.35,0.08,35.0,3.0,5.0,6.0,-0.756387506418793,-1.4191269559709327,-1.1031541179949809,0.07969605032806065,0.08792606154040392,4.005961254514791,0.10746839013840959,0.0028543308719707226,0.006398730341521607,0,0,0.28822412426614347,0.011402429016260521,0.299626553282404,0.3227028469966187,0.00262053523905347,0.05713332312156882,0.3134882764752163,0.5572755253806425,0.3134883418046483,0.0009202826138665502,0.008344680202167512,0.003823384790077042
C35_Cp3_B5_wB8,True,1.25,0.12,0.35,0.08,35.0,3.0,5.0,8.0,-0.755532953357026,-1.4191269559709327,-1.102800474245015,0.07964733055221196,0.08787947502482416,4.0035123297064885,0.10735309154406945,0.002841294003565511,0.006375354436940889,0,0,0.28805509151014863,0.01136371027138779,0.2994188017815364,0.32251359374887584,0.0026116367986241352,0.057093708696551976,0.31329663487568665,0.556980259966833,0.31329670006660265,0.0009192952789707932,0.008306566716885365,0.0038094171631795222
C35_Cp3_B5_wB10,True,1.25,0.12,0.35,0.08,35.0,3.0,5.0,10.0,-0.7552987906978132,-1.4191269559709327,-1.1027037378639641,0.07963406472501436,0.08786676946925763,4.002845516019036,0.10732159776591335,0.0028377398610462323,0.006368979048023764,0,0,0.28800904527020943,0.011353150864388262,0.2993621961345977,0.3224620392415642,0.002609210008849227,0.05708291503129893,0.3132444531014698,0.5568997321343617,0.3132445182545752,0.0009190255887256457,0.008296176126569594,0.0038056077254136605
C35_Cp3_B5_wB12,True,1.25,0.12,0.35,0.08,35.0,3.0,5.0,12.0,-0.7552146134760844,-1.4191269559709327,-1.102668980525252,0.07962930470204682,0.08786220832403399,4.0026062509945675,0.10731028680003325,0.002836464112979317,0.006366690350911889,0,0,0.28799252087376237,0.011349360199891871,0.2993418810736542,0.3224435381192451,0.0026083388286929593,0.05707904131941191,0.3132257293204301,0.5568708235882912,0.3132257944599584,0.000918928729684284,0.008292446457475696,0.003804240177594079
C35_Cp3_B6_wB6,True,1.25,0.12,0.35,0.08,35.0,3.0,6.0,6.0,-0.7564396618494346,-1.4191269559709327,-1.1031757068893455,0.07787454419199605,0.08384352701624494,3.9130851162162594,0.08956285587236117,0.001982728194770345,0.004444555584510863,0,0,0.2794977828270579,0.008218540896728431,0.2877163237237863,0.31293261963127433,0.0018888059730752095,0.05486225940451832,0.30632329380878087,0.5314004147254262,0.3062202768537924,0.0007669523941078494,0.005796536370626178,0.0026557215749819897
C35_Cp3_B6_wB8,True,1.25,0.12,0.35,0.08,35.0,3.0,6.0,8.0,-0.7555494874541482,-1.4191269559709327,-1.1028073048632951,0.07789027108518326,0.08382779728572935,3.9138789210307743,0.08946276165932474,0.001973295243728468,0.004427642226985394,0,0,0.2795217433372681,0.008190192703900357,0.28771193604116846,0.3129594464101917,0.0018822909192946938,0.05486142275340708,0.3063851563053447,0.5313007196670602,0.30628239641491856,0.0007660952586851689,0.005768958993181909,0.002645615464791287
C35_Cp3_B6_wB10,True,1.25,0.12,0.35,0.08,35.0,3.0,6.0,10.0,-0.7553055666282259,-1.4191269559709327,-1.1027065356577879,0.07789455811949725,0.08382350947718073,3.9140953072553035,0.0894354225125172,0.0019707240329112077,0.004423030058559696,0,0,0.2795282748399459,0.008182462541721247,0.28771073738166714,0.31296675924188005,0.0018805143537607126,0.05486119419088533,0.30640201956259205,0.5312735435292939,0.30629932981851565,0.0007658611457385386,0.005761442018813911,0.0026428595907870864
C35_Cp3_B6_wB12,True,1.25,0.12,0.35,0.08,35.0,3.0,6.0,12.0,-0.7552178818071302,-1.4191269559709327,-1.1026703297651963,0.07789609688776883,0.08382197043092528,3.9141729760231048,0.08942560384263351,0.001969801149239716,0.004421374408795778,0,0,0.2795306192320805,0.008179687634888164,0.2877103068669687,0.3129693840812069,0.0018798766176142464,0.054861112099578314,0.3064080723821655,0.5312637890515479,0.3063054078236887,0.0007657770656553289,0.0057587439542068864,0.0026418703029460313
C50_Cp3_B4_wB6,True,1.25,0.12,0.35,0.08,50.0,3.0,4.0,6.0,-0.756657975956779,-1.4529245977484502,-1.1293934636716267,0.08433613895811477,0.09461293842236353,4.239198130145397,0.12611840116237996,0.005540267484167714,0.014209488738072353,0,0,0.3065728449296334,0.022272124245487666,0.32884496917512107,0.34324652775869924,0.005118636244141131,0.06270474253687543,0.3317402899857999,0.5996569622636916,0.3317404008595709,0.001079988001391893,0.016197057196080014,0.008490487989996725
C50_Cp3_B4_wB8,True,1.25,0.12,0.35,0.08,50.0,3.0,4.0,8.0,-0.7558564833007821,-1.45292459774845,-1.1290540586935172,0.08426503389849305,0.09454754925944632,4.2356239972020795,0.1259914898315526,0.0055168689769575395,0.014161299687955504,0,0,0.3063287491195503,0.022197998461544095,0.3285267475810944,0.34297323206197605,0.005101600467933309,0.06264406347837205,0.33146059478763484,0.5992425256395498,0.3314607054410176,0.0010789012233066097,0.016128651300395532,0.008461693952518784
C50_Cp3_B4_wB10,True,1.25,0.12,0.35,0.08,50.0,3.0,4.0,10.0,-0.7556368564701859,-1.45292459774845,-1.1289612114333376,0.08424566541159267,0.09452971200820776,4.23465043009471,0.12595682109172057,0.005510488468600321,0.014148154056300932,0,0,0.3062622335129433,0.022177778946735664,0.32844001245967896,0.3428987595462682,0.005096953567610887,0.06262752467143545,0.3313844079057086,0.5991294731113099,0.33138451849892453,0.001078604344955022,0.01610999778608467,0.008453839142979787
C50_Cp3_B4_wB12,True,1.25,0.12,0.35,0.08,50.0,3.0,4.0,12.0,-0.7555579042307075,-1.45292459774845,-1.1289278508484615,0.08423871486804038,0.09452330826330498,4.234301057393623,0.12594436953242844,0.005508198043304551,0.01414343461330904,0,0,0.30623836113298614,0.022170520047262162,0.3284088811802483,0.3428720314401585,0.005095285308870583,0.06262158850380473,0.33135706760578404,0.5990888861653854,0.33135717817739435,0.0010784977186854992,0.016103301692507066,0.008451019170018004
C50_Cp3_B5_wB6,True,1.25,0.12,0.35,0.08,50.0,3.0,5.0,6.0,-0.7567362426887196,-1.4529245977484502,-1.1294266142987939,0.07965108932180766,0.08730353489458123,4.003701339960944,0.10090463367626559,0.0035472371442662864,0.009097090515966477,0,0,0.2874886018926285,0.014662420333758076,0.30215102222638657,0.32187933798408436,0.003369754735559696,0.05761469334162064,0.313311420178062,0.5533299504562514,0.3133114911510612,0.000864075286800557,0.01037040234572207,0.005435715471083489
C50_Cp3_B5_wB8,True,1.25,0.12,0.35,0.08,50.0,3.0,5.0,8.0,-0.7558812956309588,-1.45292459774845,-1.129064548240501,0.0796025198123875,0.08725888148206015,4.001259968214278,0.10079632200178779,0.003531257834505531,0.009064182685600393,0,0,0.287321879892774,0.014611366960141679,0.3019332468529157,0.3216926719159785,0.0033580215193788677,0.05757316754677995,0.31312036965881174,0.5530469370528671,0.3131204404813303,0.0008631477829012959,0.010323686587883942,0.0054160523048957104
C50_Cp3_B5_wB10,True,1.25,0.12,0.35,0.08,50.0,3.0,5.0,10.0,-0.7556470250098726,-1.45292459774845,-1.1289655080052814,0.07958929497049637,0.08724670325451919,4.000595214631293,0.10076673671646785,0.0035269015267183103,0.009055207606152851,0,0,0.28727646398608386,0.014597443867200518,0.3018739078532844,0.32164182314533807,0.0033548216787451838,0.057561852680982815,0.31306834910228426,0.5529697514263056,0.31306841988372625,0.0008628944356270774,0.010310950855070502,0.005410689493772574
C50_Cp3_B5_wB12,True,1.25,0.12,0.35,0.08,50.0,3.0,5.0,12.0,-0.7555628089778117,-1.45292459774845,-1.1289299228927907,0.07958454966109615,0.08724233142561397,4.0003566891763995,0.10075611118616934,0.0035253378450667686,0.009051985645951692,0,0,0.2872601658844339,0.014592445714741846,0.30185261159917576,0.32162357538826203,0.00335367299063413,0.0575577918734411,0.3130496831977747,0.5529420427673784,0.3130497539644669,0.0008628034461669743,0.010306379407713699,0.0054087643003404625
C50_Cp3_B6_wB6,True,1.25,0.12,0.35,0.08,50.0,3.0,6.0,6.0,-0.7567884221658852,-1.4529245977484502,-1.1294487173499186,0.0779917504602274,0.08372642455153456,3.91885636644284,0.0840927030260462,0.0024640381228873487,0.006318821648109796,0,0,0.27966924287367656,0.010464713831518068,0.29013395670519465,0.3131245905335397,0.0024050271501796995,0.05532325795355538,0.30678433034533054,0.5306582191078635,0.3066719086966195,0.0007201099081157095,0.00720365334774509,0.0037756375548164615
C50_Cp3_B6_wB8,True,1.25,0.12,0.35,0.08,50.0,3.0,6.0,8.0,-0.7558978373512099,-1.45292459774845,-1.1290715415354107,0.07800716591027183,0.08371100596255107,3.9196348656098787,0.0839986743678036,0.002452476155352427,0.006295011597112982,0,0,0.279692749243045,0.010427461239821481,0.29012021048286646,0.31315090884515595,0.0023964656648025255,0.055320636799477504,0.306844967765198,0.5305604960650492,0.30673283050725764,0.0007193047137764771,0.0071698517578403596,0.003761410515705054
C50_Cp3_B6_wB10,True,1.25,0.12,0.35,0.08,50.0,3.0,6.0,10.0,-0.7556538040643621,-1.45292459774845,-1.1289683724307993,0.07801136797759999,0.08370680303871009,3.9198470761863105,0.08397299194719164,0.002449324627052088,0.00628851872773903,0,0,0.2796991568480256,0.010417303193734951,0.29011646004176056,0.31315808295792297,0.0023941311168135205,0.05531992165870909,0.3068614968006886,0.5305338579267022,0.30674943714359093,0.0007190847878509026,0.007160638216385632,0.0037575308807332166
C50_Cp3_B6_wB12,True,1.25,0.12,0.35,0.08,50.0,3.0,6.0,12.0,-0.7555660788157379,-1.45292459774845,-1.1289313042659614,0.07801287624089173,0.08370529446789533,3.919923245805663,0.08396376828100821,0.002448193450743918,0.00628618795315577,0,0,0.2797014567581785,0.010413656769519851,0.2901151135276983,0.3131606579941246,0.00239329308632558,0.055319664903017166,0.30686742962744545,0.5305242966023503,0.3067553978322121,0.0007190058029548434,0.007157331205051859,0.0037561381906814247
C75_Cp3_B4_wB6,True,1.25,0.12,0.35,0.08,75.0,3.0,4.0,6.0,-0.7570545707100463,-1.4923241395924447,-1.1600196813702055,0.08425819367992134,0.09359749115898683,4.235280301077804,0.11692790673551687,0.007094276925147176,0.021107339765233928,0,0,0.30536150621287705,0.030540174825091443,0.33590168103796847,0.3418902830183612,0.007018820658464621,0.064050328883009,0.33143368845636834,0.5932210558068267,0.3314338093426186,0.0010012871645878189,0.020740227696551594,0.012612108576244993
C75_Cp3_B4_wB8,True,1.25,0.12,0.35,0.08,75.0,3.0,4.0,8.0,-0.7562526579596445,-1.4923241395924445,-1.1596710726105246,0.08418733302802639,0.09353510403643757,4.231718453152489,0.11681016792839824,0.007064752596356882,0.0210363225167987,0,0,0.305121026694062,0.030437278471723547,0.33555830516578555,0.3416210362106431,0.0069951727568126005,0.06398485336208919,0.33115495464784184,0.5928256461195675,0.3311550752938035,0.001000278933450932,0.020653912867266037,0.012569674178636702
C75_Cp3_B4_wB10,True,1.25,0.12,0.35,0.08,75.0,3.0,4.0,10.0,-0.7560329160138293,-1.4923241395924445,-1.1595757075737736,0.08416803121704847,0.09351808585066236,4.2307482374731045,0.11677800489703054,0.007056701653715323,0.021016949482838214,0,0,0.3050554977243176,0.03040921123449415,0.33546470895881175,0.3415476683579309,0.006988722272962394,0.06396700627117749,0.33107903003888806,0.5927177848296068,0.33107915061925,0.0010000035121987961,0.020630375812634588,0.01255809835664878
C75_Cp3_B4_wB12,True,1.25,0.12,0.35,0.08,75.0,3.0,4.0,12.0,-0.7559539223923197,-1.4923241395924445,-1.1595414423364732,0.08416110461130794,0.09351197617394172,4.230400067992743,0.11676645328571604,0.007053811589738341,0.021009994322750754,0,0,0.30503197957357886,0.030399134978203415,0.33543111455178226,0.34152133685560154,0.006986406522112295,0.06396060043000332,0.3310517838995062,0.5926790616883134,0.3310519044563116,0.0009999045924416361,0.020621926666150366,0.01255394249261457
C75_Cp3_B5_wB6,True,1.25,0.12,0.35,0.08,75.0,3.0,5.0,6.0,-0.7571328784647162,-1.4923241395924447,-1.1600537309562893,0.07960118904107313,0.0866534607226204,4.001193160176459,0.09355152053031689,0.004542186933523349,0.013513144685776836,0,0,0.28671311873144334,0.01992636202990652,0.30663948076134984,0.3210110878868742,0.004579527205215798,0.05847056058364749,0.3131151350053502,0.5492097792650353,0.31311521238758094,0.0008011084723047322,0.0132791533563685,0.008074406811996313
C75_Cp3_B5_wB8,True,1.25,0.12,0.35,0.08,75.0,3.0,5.0,8.0,-0.7562774832949575,-1.4923241395924445,-1.1596818466067815,0.07955278643228643,0.08661085729584443,3.9987601775970205,0.09345103708370191,0.004522024219247622,0.013464647748298421,0,0,0.28654886617569547,0.01985569270922008,0.3064045588849156,0.3208271866693711,0.004563285802185383,0.0584257652631807,0.3129247409978305,0.5489397586747388,0.3129248182159927,0.0008002480037634053,0.013220207351092507,0.008045428804919335
C75_Cp3_B5_wB10,True,1.25,0.12,0.35,0.08,75.0,3.0,5.0,10.0,-0.7560430898832549,-1.4923241395924445,-1.1595801206575902,0.07953960711259292,0.08659923827175595,3.998097712161865,0.09342359009671197,0.004516527422214176,0.01345142096181431,0,0,0.28650412387984925,0.019836420185962725,0.30634054406581196,0.32077709209006583,0.00455885654186994,0.05841355880382538,0.31287289950507363,0.548866117280596,0.3128729766784502,0.0008000129673503974,0.013204137380427661,0.008037525503550814
C75_Cp3_B5_wB12,True,1.25,0.12,0.35,0.08,75.0,3.0,5.0,12.0,-0.7559588297101982,-1.4923241395924445,-1.1595435705692634,0.07953487814547622,0.08659506720186513,3.997860008142716,0.09341373253670515,0.004514554365661693,0.01344667267987782,0,0,0.2864880676090009,0.019829501696273615,0.30631756930527454,0.32075911509272703,0.0045572665169721326,0.05840917793569789,0.31285429788372826,0.5488396810326386,0.31285437504102315,0.0007999285542399215,0.013198369119252007,0.008034688298673282
C75_Cp3_B6_wB6,True,1.25,0.12,0.35,0.08,75.0,3.0,6.0,6.0,-0.7571850852912357,-1.4923241395924447,-1.1600764333847589,0.0781092610615088,0.0836090408342507,3.9246161925029406,0.07796471010109807,0.003155153216577143,0.009386188018420366,0,0,0.27983985045939774,0.01410063543701947,0.2939404858964172,0.3133156069995334,0.0032406439016687658,0.05604909369765521,0.30724656399068223,0.5299142409110187,0.3071226465360405,0.0006676341490626164,0.009224138953098386,0.005608457708173701
C75_Cp3_B6_wB8,True,1.25,0.12,0.35,0.08,75.0,3.0,6.0,8.0,-0.7562940336853865,-1.4923241395924445,-1.1596890295416875,0.07812435320913125,0.08359394516552547,3.925378883170861,0.07787747736247985,0.003140564330790806,0.009351098685197377,0,0,0.27986288932406855,0.01404921256323778,0.2939121018873063,0.3133414018813455,0.0032288257660201118,0.056043681384406435,0.3073059296848038,0.5298185645373423,0.3071823312453039,0.0006668871501301217,0.00918148812113339,0.005587491045136168
C75_Cp3_B6_wB10,True,1.25,0.12,0.35,0.08,75.0,3.0,6.0,10.0,-0.7560498724909184,-1.4923241395924445,-1.1595830627588892,0.0781284670781696,0.0835898303357278,3.925586781109936,0.07785365115777672,0.003136587728555064,0.009341529992349192,0,0,0.2798691693912246,0.01403519074405979,0.29390436013528437,0.3133484331996147,0.003225603235871566,0.05604220517338658,0.3073221117880469,0.5297924847391895,0.3071986003942158,0.0006666831195131702,0.00916986246333935,0.005581773536701836
C75_Cp3_B6_wB12,True,1.25,0.12,0.35,0.08,75.0,3.0,6.0,12.0,-0.7559621012619775,-1.4923241395924445,-1.1595449894016872,0.07812994367680413,0.08358835339214468,3.9256614024194083,0.07784509414096048,0.0031351604083764573,0.009338095072877,0,0,0.2798714235131151,0.014030157364072668,0.29390158087718776,0.31335095697014714,0.003224446451680321,0.05604167521951856,0.30732792006033993,0.5297831238682847,0.3072044399191347,0.0006666098433266339,0.009165689670845833,0.005579721095332351
C100_Cp3_B4_wB6,True,1.25,0.12,0.35,0.08,100.0,3.0,4.0,6.0,-0.7573360852244951,-1.5209248213463273,-1.1822516836912096,0.08420408342674869,0.0929234778224301,4.232560513793906,0.1105600791940853,0.008446389866441728,0.027888119863792544,0,0,0.30455150351212545,0.03854571131411597,0.34309721482624145,0.34098338399221956,0.008858673416776047,0.06542238604034009,0.3312208431530327,0.588949158150287,0.33122097113687476,0.0009467576330024602,0.024693150675142727,0.016663776658810428
C100_Cp3_B4_wB8,True,1.25,0.12,0.35,0.08,100.0,3.0,4.0,8.0,-0.7565338742788413,-1.5209248213463273,-1.1818963937769942,0.08413339256418714,0.0928631022770378,4.229007200231084,0.1104486965235084,0.008411561301612747,0.02779466938298681,0,0,0.304313462288592,0.038415204615069726,0.34272866690366177,0.34071686716011057,0.008828680035252204,0.06535211066816143,0.33094277721907805,0.5885664978424194,0.33094290494852463,0.0009458038312837788,0.024591328830221977,0.01660793790207778
C100_Cp3_B4_wB10,True,1.25,0.12,0.35,0.08,100.0,3.0,4.0,10.0,-0.7563140506208885,-1.5209248213463273,-1.181799201050806,0.08411413707269015,0.0928466329177392,4.228039312773543,0.11041826983280961,0.00840206395106423,0.027769176682696656,0,0,0.3042485985564164,0.038379606030417075,0.34262820458683346,0.34064424412380784,0.008820498677980902,0.06533295433523295,0.33086703481004737,0.5884621150155872,0.33086716247004305,0.0009455432788142431,0.024563563179829623,0.016592705442301365
C100_Cp3_B4_wB12,True,1.25,0.12,0.35,0.08,100.0,3.0,4.0,12.0,-0.756235027625207,-1.5209248213463273,-1.1817642791135827,0.08410722709643718,0.09284072028507451,4.2276919791647245,0.11040734184404513,0.008398654666532588,0.02776002448322134,0,0,0.30422531924331075,0.03836682598663484,0.3425921452299456,0.34061818002999045,0.008817561535812313,0.06532607847304363,0.3308398540835608,0.5884246407398506,0.33083998171861695,0.0009454496993156433,0.024553596084068537,0.016587236797991945
C100_Cp3_B5_wB6,True,1.25,0.12,0.35,0.08,100.0,3.0,5.0,6.0,-0.7574144220982938,-1.5209248213463273,-1.1822863858442187,0.07956654784827097,0.08622196626339794,3.9994519619651747,0.0884567612361354,0.0054078714935407585,0.01785424872752221,0,0,0.2861945643616567,0.025031255445785675,0.31122581980744235,0.3204305016091684,0.005752746794554719,0.059345091855308514,0.3129788721945598,0.5464749666594289,0.3129789541201317,0.0007574805888477294,0.0158099954813082,0.010668313771576723
C100_Cp3_B5_wB8,True,1.25,0.12,0.35,0.08,100.0,3.0,5.0,8.0,-0.7565587088455787,-1.5209248213463273,-1.1819073742589803,0.07951826118490682,0.0861807364726921,3.9970248073152526,0.08836170239103376,0.005384086448838586,0.01779043240195032,0,0,0.2860319768384547,0.024941752898609577,0.3109737297370643,0.3202484646032204,0.005732177091509382,0.05929702287314099,0.3127889342639791,0.5462136521768466,0.31278901601585024,0.0007566665727232802,0.01574045953732114,0.010630182086769368
