label,clear,pkt_Rth,pkt_wth,pkt_Rpass,pkt_wpass,pkt_C0,pkt_C_perp,v1_B0,v1_wB,max_packet_norm,max_edge_gtt,max_release_packet_norm,rhoH_packet_p95_max,rhoH_edge_p95_max,R3_packet_p95_max,K_packet_p95_max,j_packet_p95_max,j_edge_p95_max,packet_fail_total,edge_fail_total,J_geom,J_dyn,J_total,rel_J_geom,rel_J_dyn,rel_J_total,rel_rhoH_packet_p95_max,rel_rhoH_edge_p95_max,rel_R3_packet_p95_max,rel_K_packet_p95_max,rel_j_packet_p95_max,rel_j_edge_p95_max
C100_Cp3_B5_wB10,True,1.25,0.12,0.35,0.08,100.0,3.0,5.0,10.0,-0.7563242282735182,-1.5209248213463273,-1.1818036987122305,0.07950511348929493,0.0861694921510305,3.9963639314462185,0.08833573714636907,0.005377602116824734,0.017773027464406652,0,0,0.2859876887233414,0.02491734432415877,0.31090503304750017,0.3201988785358793,0.0057265674508449075,0.05928392366641431,0.31273721716607994,0.5461423856473132,0.3127372988705362,0.0007564442248943145,0.015721502492953364,0.010619782246500294
C100_Cp3_B5_wB12,True,1.25,0.12,0.35,0.08,100.0,3.0,5.0,12.0,-0.7562399367678965,-1.5209248213463273,-1.1817664481343675,0.07950039587508763,0.0861654556022744,3.9961267980744744,0.08832641175444245,0.005375274587070973,0.017766779265985435,0,0,0.28597179550599816,0.024908582088145254,0.31088037759414344,0.3201810840972713,0.005724553691477182,0.059279222320796215,0.31271866020195394,0.546116801994533,0.3127187418893845,0.0007563643688915726,0.015714697923922178,0.010616048807906384
C100_Cp3_B6_wB6,True,1.25,0.12,0.35,0.08,100.0,3.0,6.0,6.0,-0.757466648338182,-1.5209248213463273,-1.1823095233691359,0.07818454052732722,0.08353385898808459,3.9282871312037426,0.07371880112176321,0.003756476950734505,0.01240149423303636,0,0,0.2799482155482717,0.01763234720620613,0.29758056275447786,0.31343693522902744,0.004052310883514073,0.05674319001535677,0.3075426794179368,0.5294377382440357,0.3074099175337027,0.0006312752140426602,0.010982118137919343,0.007410170751709471
C100_Cp3_B6_wB8,True,1.25,0.12,0.35,0.08,100.0,3.0,6.0,8.0,-0.756575265390353,-1.5209248213463273,-1.1819146948562276,0.07819941926811486,0.08351897642282576,3.9290394461013465,0.07363627764255622,0.003739267115174328,0.012355320769737946,0,0,0.2799709487278931,0.0175673134377634,0.2975382621656565,0.3134623878583095,0.00403736465743456,0.056735124063982005,0.3076012056659307,0.5293434125204866,0.30746879028228435,0.0006305685418476811,0.01093180491898183,0.0073825810725297175
C100_Cp3_B6_wB10,True,1.25,0.12,0.35,0.08,100.0,3.0,6.0,10.0,-0.7563310134033281,-1.5209248213463273,-1.181806697199472,0.0782034749211219,0.08351491972631105,3.929244513586232,0.07361373771008453,0.003734576092134797,0.012342729466268772,0,0,0.27997714540562263,0.01754958031260526,0.2975267257182279,0.3134693258117176,0.0040332891855058,0.056732924273705104,0.3076171587735932,0.5293177011711785,0.3074848379327009,0.0006303755259483575,0.010918090640980534,0.007375057486505332
C100_Cp3_B6_wB12,True,1.25,0.12,0.35,0.08,100.0,3.0,6.0,12.0,-0.7562432095362184,-1.5209248213463273,-1.18176789415899,0.07820493061946816,0.08351346365330962,3.9293181187259756,0.0736056426505885,0.0037328923442684404,0.01233820950354437,0,0,0.2799793695896084,0.01754321470082458,0.297522584290433,0.31347181606303254,0.0040318262244151745,0.05673213457890069,0.3076228848335894,0.5293084725780556,0.30749059793679,0.0006303062056347024,0.01091316817819817,0.007372356707474209
C20_Cp4_B4_wB6,True,1.25,0.12,0.35,0.08,20.0,4.0,4.0,6.0,-0.7557624960061744,-1.3676765774468096,-1.063128113722415,0.08921379846138654,0.11903931636209208,4.484376101573893,0.16325803931978874,0.003959776874432067,0.007156675140997942,0,0,0.34325812144078677,0.014381612801825783,0.35763973424261253,0.38432026925466045,0.003305218834325773,0.06819537946069998,0.35092680004017884,0.7544713865769341,0.3509269158623118,0.0013980253632388379,0.011576468591484633,0.004276273795139676
C20_Cp4_B4_wB8,True,1.25,0.12,0.35,0.08,20.0,4.0,4.0,8.0,-0.7549619518905046,-1.3676765774468096,-1.0628086227869948,0.08912215486193714,0.11889327293488,4.479769588891422,0.16309412771885307,0.003942420845926748,0.007131522704059394,0,0,0.3428817523794511,0.014335826104363205,0.3572175784838143,0.38389887715945087,0.0032946960190546183,0.06811488205113855,0.3505663155001908,0.7535457630905391,0.3505664310920953,0.0013966217412402402,0.011525727975223636,0.004261244650341968
C20_Cp4_B4_wB10,True,1.25,0.12,0.35,0.08,20.0,4.0,4.0,10.0,-0.7547425849810745,-1.3676765774468096,-1.0627212231908807,0.08909718707007297,0.11885342989478152,4.478514569984291,0.16304935139171195,0.003937687982150117,0.0071246613162861214,0,0,0.3427791583939961,0.014323336326270478,0.35710249472026656,0.3837840103998576,0.0032918255864850953,0.06809293767479144,0.3504681034808163,0.7532932378356301,0.35046821900986747,0.0013962383087227559,0.011511891375183941,0.004257144817367149
C20_Cp4_B4_wB12,True,1.25,0.12,0.35,0.08,20.0,4.0,4.0,12.0,-0.7546637261789875,-1.3676765774468096,-1.0626898199848123,0.08908822667015966,0.11883912539564302,4.478064170871221,0.16303326959827064,0.003935989008033788,0.0071221979959314435,0,0,0.34274233393920406,0.014318852395930644,0.35706118633513473,0.38374278083092145,0.0032907950782093374,0.0680850609185777,0.3504328573134869,0.7532025758961203,0.35043297281996794,0.0013961005957181711,0.011506924398225612,0.004255672928246263
C20_Cp4_B5_wB6,True,1.25,0.12,0.35,0.08,20.0,4.0,5.0,6.0,-0.7558406701119993,-1.3676765774468096,-1.0631593192897062,0.08276453640551351,0.1019453018793647,4.160200300206384,0.1306192371715597,0.0025353446598667746,0.004581847279383811,0,0,0.3099553168896839,0.00972957668268178,0.3196848935723657,0.3470336268926587,0.0022360760607832595,0.06095808305861163,0.3255583151766223,0.6461294941409949,0.32555838931718856,0.0011185299496036234,0.007412119105257817,0.002737756439707404
C20_Cp4_B5_wB8,True,1.25,0.12,0.35,0.08,20.0,4.0,5.0,8.0,-0.7549867348561008,-1.3676765774468096,-1.0628184968766345,0.08270193987784048,0.10184557273530528,4.157053853533942,0.13047934788146426,0.002523491813375626,0.004564670857153404,0,0,0.3096982654120024,0.009697749628158316,0.31939601504016074,0.3467458257105623,0.002228761486159285,0.0609029991872306,0.3253120887012478,0.6454974106588303,0.3253121626846147,0.0011173320375350126,0.0073774671262510074,0.002727493142459584
C20_Cp4_B5_wB10,True,1.25,0.12,0.35,0.08,20.0,4.0,5.0,10.0,-0.7547527414866273,-1.3676765774468096,-1.0627252676683572,0.08268489201968207,0.10181837043387783,4.156196934170403,0.13044113707887214,0.0025202604328416495,0.004559986290815571,0,0,0.30962821714239797,0.009689069465234663,0.31931728660763264,0.3466673979381262,0.0022267665890378274,0.0608879871099457,0.32524503012494854,0.6453250024268002,0.3252451040654048,0.0011170048274852286,0.00736802013556316,0.002724694009080271
C20_Cp4_B5_wB12,True,1.25,0.12,0.35,0.08,20.0,4.0,5.0,12.0,-0.7546686251214841,-1.3676765774468096,-1.0626917704552639,0.08267877456218864,0.10180860479839744,4.155889437021184,0.13042741369021876,0.0025191005360750904,0.0045583045828996955,0,0,0.30960307664945663,0.00968595339277916,0.3192890300422358,0.34663925002140433,0.0022260504453402484,0.06088259909789057,0.3252209668094124,0.6452631078127613,0.3252210407344603,0.0011168873101765132,0.007364629159527581,0.0027236891509093953
C20_Cp4_B6_wB6,True,1.25,0.12,0.35,0.08,20.0,4.0,6.0,6.0,-0.7558927878364614,-1.3676765774468096,-1.0631801254797593,0.07925901629021741,0.09265613848240982,3.9839933509434147,0.10885647985436864,0.0017611597031463556,0.0031825679512839213,0,0,0.29185580602958056,0.00712085725151765,0.29897666328109823,0.32676896758049,0.0016365335257303992,0.05700940094233831,0.311769181906282,0.5872547609652584,0.311769233399455,0.0009321692237844884,0.005148777477767948,0.0019016556799347829
C20_Cp4_B6_wB8,True,1.25,0.12,0.35,0.08,20.0,4.0,6.0,8.0,-0.7550032569997671,-1.3676765774468096,-1.0628250798511827,0.07921371858864633,0.09258398189876531,3.981716438666421,0.10873503772689516,0.0017525834416275581,0.0031701401314164013,0,0,0.29166980383208635,0.007097424327581863,0.2987672281596682,0.3265607149269974,0.001631148111548893,0.05696946548156362,0.31159100120177596,0.5867974324172068,0.31159105258121944,0.0009311292800544217,0.005123704645319792,0.0018942297790264483
C20_Cp4_B6_wB10,True,1.25,0.12,0.35,0.08,20.0,4.0,6.0,10.0,-0.7547595125183277,-1.3676765774468096,-1.0627279640283025,0.07920138498191569,0.09256430296428504,3.981096483576991,0.10870186766055917,0.0017502457279408377,0.0031667511580559483,0,0,0.2916191271431346,0.00709103423920797,0.2987101613823426,0.326503976054626,0.001629679525185358,0.05695858388714973,0.3115424863619464,0.5866727072974949,0.311542537710348,0.0009308452352733423,0.005116870303403978,0.0018922047914884906
C20_Cp4_B6_wB12,True,1.25,0.12,0.35,0.08,20.0,4.0,6.0,12.0,-0.7546718910896641,-1.3676765774468096,-1.0626930707785796,0.07919695950089535,0.09255723849477397,3.9808740344959617,0.10868995484751226,0.0017494066515185611,0.0031655346056015557,0,0,0.29160094021957206,0.007088740354070362,0.2986896805736424,0.3264836135258936,0.0016291523386684442,0.0569546785701862,0.3115250785178697,0.5866279326778958,0.3115251298551249,0.0009307432224422652,0.005114417250578942,0.0018914778741311092
C35_Cp4_B4_wB6,True,1.25,0.12,0.35,0.08,35.0,4.0,4.0,6.0,-0.7563092757554937,-1.4191269559709327,-1.103121738511081,0.08902341900876497,0.11533610658959291,4.474806809811376,0.14760276537675995,0.00550794078758686,0.012539532828375251,0,0,0.3390764470801617,0.02099952892349731,0.36007597600365904,0.3796383633773425,0.004826165150343959,0.06865992636487553,0.35017793323645446,0.7310004368333716,0.35017806653095707,0.0012639647673135415,0.016102549601459952,0.007492651906203132
C35_Cp4_B4_wB8,True,1.25,0.12,0.35,0.08,35.0,4.0,4.0,8.0,-0.7555081524614271,-1.4191269559709327,-1.1027902287037779,0.08893236800843,0.11520061590426899,4.470230083965529,0.14745446337294682,0.005484216635496535,0.012496476718275546,0,0,0.3387121201025454,0.020929782621231015,0.35964190272377644,0.37923045389643495,0.0048101358777545965,0.06857715650123598,0.3498197797138037,0.730141696642747,0.3498199127433506,0.0012626948147671693,0.016033191677960124,0.007466924915427029
C35_Cp4_B4_wB10,True,1.25,0.12,0.35,0.08,35.0,4.0,4.0,10.0,-0.7552886268442225,-1.4191269559709327,-1.1026995412380187,0.0889075618844394,0.11516365213636748,4.46898319125091,0.1474139512072763,0.00547774734349277,0.012484731359530562,0,0,0.338612811698913,0.02091075772716886,0.3595235694260819,0.37911926575538507,0.004805763528210648,0.06855459249794868,0.3497222036228452,0.7299074202198471,0.3497223365800581,0.0012623478974860167,0.01601427860329314,0.007459906800335013
C35_Cp4_B4_wB12,True,1.25,0.12,0.35,0.08,35.0,4.0,4.0,12.0,-0.7552097109892963,-1.4191269559709327,-1.1026669566804044,0.08889865952643132,0.11515038138982939,4.468535709598704,0.1473994009264601,0.0054754250489888094,0.012480514636278082,0,0,0.3385771668697646,0.020903927703796094,0.3594810945735607,0.3790793569244495,0.004804193834866681,0.06854649331766226,0.34968718576616303,0.729823310206051,0.34968731869740133,0.001262223299262811,0.016007489339595265,0.007457387213684693
C35_Cp4_B5_wB6,True,1.25,0.12,0.35,0.08,35.0,4.0,5.0,6.0,-0.756387506418793,-1.4191269559709327,-1.1031541179949809,0.08264265645378278,0.09957458708143073,4.154074088553543,0.11809379713355844,0.003526568511546688,0.008027997345633421,0,0,0.3072782915091079,0.013916441799851277,0.3211947333089592,0.3440363631695278,0.003198312051470853,0.06124598198007764,0.3250788944795154,0.6311038997790863,0.3250789798045706,0.0010112710180875295,0.010309977280094683,0.004796908340846675
C35_Cp4_B5_wB8,True,1.25,0.12,0.35,0.08,35.0,4.0,5.0,8.0,-0.755532953357026,-1.4191269559709327,-1.102800474245015,0.08258046459747993,0.09948206398027848,4.150947982579755,0.11796722974538765,0.0035103667640352053,0.007998594704688512,0,0,0.30702946310926627,0.01386830606363147,0.32089776917289775,0.3437577687484433,0.003187249374137637,0.06118935633139848,0.32483425979858804,0.6305174882089425,0.32483434494273217,0.001010187185281752,0.01026261122207134,0.004779339603897818
C35_Cp4_B5_wB10,True,1.25,0.12,0.35,0.08,35.0,4.0,5.0,10.0,-0.7552987906978132,-1.4191269559709327,-1.1027037378639641,0.08256352711601551,0.09945682745025128,4.15009661127128,0.1179326578531222,0.0035059498345483843,0.007990575646835198,0,0,0.3069616580138153,0.013855178638446026,0.32081683665226135,0.34368185248918287,0.0031842323958913847,0.06117392397468007,0.3247676353943641,0.6303575390393413,0.32476772048912494,0.0010098911362636232,0.010249698260786793,0.004774548037103987
C35_Cp4_B5_wB12,True,1.25,0.12,0.35,0.08,35.0,4.0,5.0,12.0,-0.7552146134760844,-1.4191269559709327,-1.102668980525252,0.08255744928356236,0.09944776755231753,4.149791105864129,0.1179202413800762,0.0035043643949476087,0.007987696892442865,0,0,0.306937322845524,0.013850466114991997,0.320787788960516,0.3436546062338261,0.0031831493517646874,0.06116838510924828,0.32474372794584433,0.6303001173910555,0.32474381302287264,0.0010097848104476783,0.01024506320373078,0.004772827916834722
C35_Cp4_B6_wB6,True,1.25,0.12,0.35,0.08,35.0,4.0,6.0,6.0,-0.7564396618494346,-1.4191269559709327,-1.1031757068893455,0.07917436025132073,0.09100950284489759,3.97973817357013,0.09841793491008756,0.002449694381846875,0.005576246984518048,0,0,0.2899964115234041,0.009994300064566674,0.2999907115879708,0.32468714357508877,0.0022969154617426073,0.05720276147378235,0.31143618327438377,0.5768183815354411,0.3114362425355688,0.0008427809728400547,0.007161719200214808,0.0033319325504267746
C35_Cp4_B6_wB8,True,1.25,0.12,0.35,0.08,35.0,4.0,6.0,8.0,-0.7555494874541482,-1.4191269559709327,-1.1028073048632951,0.0791293553404571,0.09094255994896933,3.9774759783400917,0.09830805792436745,0.002437971444266063,0.0055549730480837665,0,0,0.2898163588659739,0.009959105650837179,0.2997754645168111,0.324485552173571,0.002288826992060889,0.05716171778011496,0.31125915427631573,0.5763940973488717,0.31125921340661655,0.0008418400647321725,0.00712744701190529,0.0033192208966069396
C35_Cp4_B6_wB10,True,1.25,0.12,0.35,0.08,35.0,4.0,6.0,10.0,-0.7553055666282259,-1.4191269559709327,-1.1027065356577879,0.07911710158348906,0.09092430310426998,3.9768600368776674,0.09827804672633852,0.0024347760575759944,0.005549171794338372,0,0,0.28976730494815334,0.009949508786441137,0.29971681373459447,0.3244306301958312,0.0022866214162753805,0.05715053414483629,0.3112109535293973,0.5762783854365743,0.3112110126239738,0.0008415830702454052,0.007118105249773673,0.0033157545174739437
C35_Cp4_B6_wB12,True,1.25,0.12,0.35,0.08,35.0,4.0,6.0,12.0,-0.7552178818071302,-1.4191269559709327,-1.1026703297651963,0.07911270476726791,0.09091774916496065,3.976639028625115,0.09826726840295893,0.0024336291411538756,0.005547089295446898,0,0,0.2897497005962164,0.009946063804659953,0.29969576440087636,0.32441091992867693,0.002285829681799979,0.05714652042051301,0.3111936584396975,0.5762368465582492,0.31119371752144637,0.0008414907723743746,0.007114752221974696,0.0033145101777124525
C50_Cp4_B4_wB6,True,1.25,0.12,0.35,0.08,50.0,4.0,4.0,6.0,-0.756657975956779,-1.4529245977484502,-1.1293934636716267,0.08890556552999274,0.1132457566622733,4.46888298997775,0.1378538302396395,0.006845409722218882,0.01783930771318314,0,0,0.3366899061611608,0.02744179404019481,0.3641317002013556,0.3769663332306766,0.0063067429056236236,0.06943327905521791,0.3497143508658749,0.7177517954912238,0.3497144952833071,0.001180481842717297,0.02001266060135681,0.010659386180644874
C50_Cp4_B4_wB8,True,1.25,0.12,0.35,0.08,50.0,4.0,4.0,8.0,-0.7558564833007821,-1.45292459774845,-1.1290540586935172,0.08881488164628036,0.11311638178647013,4.464324717143551,0.13771525111427338,0.006816334805956131,0.017778674093482546,0,0,0.3363326176436477,0.027349313921724145,0.3636819315653718,0.3765663041835098,0.006285488889569797,0.06934751637321225,0.3493576414142515,0.7169318173115901,0.3493577855446206,0.0011792951499646183,0.01992765963650723,0.01062315623392775
C50_Cp4_B4_wB10,True,1.25,0.12,0.35,0.08,50.0,4.0,4.0,10.0,-0.7556368564701859,-1.45292459774845,-1.1289612114333376,0.0887901756757398,0.11308108665160947,4.463082858613294,0.13767739500239662,0.006808406455034965,0.017762133709748426,0,0,0.3362352295822742,0.027324088064831324,0.36355931764710553,0.37645726610507435,0.006279691418975708,0.06932413613359475,0.3492604592817427,0.7167081166876992,0.34926060333374237,0.0011789709772330468,0.01990448098065574,0.010613272983936623
C50_Cp4_B4_wB12,True,1.25,0.12,0.35,0.08,50.0,4.0,4.0,12.0,-0.7555579042307075,-1.45292459774845,-1.1289278508484615,0.08878130927474356,0.11306841499450462,4.462637184329942,0.13766379866762518,0.006805560402460687,0.01775619551325098,0,0,0.33620027421100174,0.027315031889064166,0.3635153061000659,0.3764181292082023,0.006277610105626152,0.06931574393366938,0.34922558286370936,0.7166278037037348,0.3492257268875672,0.0011788545479231227,0.019896160502184193,0.010609724778440058
C50_Cp4_B5_wB6,True,1.25,0.12,0.35,0.08,50.0,4.0,5.0,6.0,-0.7567362426887196,-1.4529245977484502,-1.1294266142987939,0.08256720724246953,0.09823638029487146,4.150281688530654,0.11029388852537943,0.004382883830929862,0.011420953988927595,0,0,0.3057504647214042,0.018009715590365044,0.32376018031176923,0.3423257705695329,0.004139038645413125,0.06173516596913704,0.3247821113501302,0.6226223429234427,0.3247822037952432,0.000944478166044148,0.012813428285946683,0.006824275979576851
C50_Cp4_B5_wB8,True,1.25,0.12,0.35,0.08,50.0,4.0,5.0,8.0,-0.7558812956309588,-1.45292459774845,-1.129064548240501,0.08250526608117674,0.09814803345239811,4.147168183669603,0.11017561906037499,0.004363027967580312,0.011379547869193766,0,0,0.30550644263587823,0.01794608821798158,0.32345253085385983,0.34205255741664436,0.004124415640853179,0.06167650282431774,0.32453846279017495,0.6220624004878039,0.32453855503928186,0.0009434653907317541,0.012755379364072558,0.006799534895024633
C50_Cp4_B5_wB10,True,1.25,0.12,0.35,0.08,50.0,4.0,5.0,10.0,-0.7556470250098726,-1.45292459774845,-1.1289655080052814,0.08248839697822073,0.09812393615332295,4.146320249387191,0.11014331376650945,0.004357614864647611,0.011368255047578968,0,0,0.30543994862268253,0.01792873618755677,0.3233686848102393,0.3419781090774531,0.004120427753085362,0.061660514911864195,0.3244721073561278,0.6219096717658857,0.3244721995517311,0.0009431887512450919,0.01273955407439841,0.006792787181010355
C50_Cp4_B5_wB12,True,1.25,0.12,0.35,0.08,50.0,4.0,5.0,12.0,-0.7555628089778117,-1.45292459774845,-1.1289299228927907,0.0824823436935168,0.09811528525090316,4.146015977865591,0.11013171134294719,0.004355671853908114,0.011364201045144379,0,0,0.30541608414418275,0.017922507125911435,0.3233385912700942,0.34195138981801015,0.004118996174294162,0.06165477662220279,0.32444829646736933,0.6218548423318527,0.32444838864376063,0.0009430893963680969,0.012733873652619104,0.006790364823695692
C50_Cp4_B6_wB6,True,1.25,0.12,0.35,0.08,50.0,4.0,6.0,6.0,-0.7567884221658852,-1.4529245977484502,-1.1294487173499186,0.07912195432040453,0.09008001527444898,3.9771040273610723,0.09191758858875629,0.0030445130536181863,0.007932976678383455,0,0,0.2889352166425026,0.012815841503776768,0.3017510581462794,0.3234990035810578,0.0029453692920059222,0.057538427480750005,0.3112300420052447,0.570927287756397,0.3112301062115547,0.0007871166449765027,0.00890068073510604,0.004740131362521925
C50_Cp4_B6_wB8,True,1.25,0.12,0.35,0.08,50.0,4.0,6.0,8.0,-0.7558978373512099,-1.45292459774845,-1.1290715415354107,0.07907713079422111,0.09001609397758686,3.9748509493799418,0.09181491527851118,0.003030146162632749,0.007903017788996913,0,0,0.288758641446584,0.012769462257199885,0.30152810370378386,0.3233013056313216,0.0029347102955901453,0.057495914131833026,0.31105372649260715,0.5705221544697721,0.3110537905571122,0.0007862374240055268,0.008858678908355623,0.00472223025466232
C50_Cp4_B6_wB10,True,1.25,0.12,0.35,0.08,50.0,4.0,6.0,10.0,-0.7556538040643621,-1.45292459774845,-1.1289683724307993,0.07906492650429107,0.08999866128278612,3.9742374943639582,0.0917868716711796,0.003026230105246172,0.007894848187603354,0,0,0.28871053600098406,0.01275681572627312,0.3014673517272572,0.32324744558650176,0.002931803837685596,0.057484329837092965,0.31100572032668017,0.5704116660209131,0.3110057843524801,0.0007859972785616051,0.008847230254359264,0.004717348734729149
C50_Cp4_B6_wB12,True,1.25,0.12,0.35,0.08,50.0,4.0,6.0,12.0,-0.7555660788157379,-1.45292459774845,-1.1289313042659614,0.07906054744593978,0.08999240321076393,3.974017378705625,0.09177679999689221,0.003024824520007908,0.00789191551136546,0,0,0.28869327214604523,0.01275227603131121,0.30144554817735647,0.32322811654819494,0.002930760513442554,0.05748017229748899,0.3109884950884221,0.5703720023499498,0.31098855910032414,0.000785911031929202,0.00884312100429811,0.004715596394948641
C75_Cp4_B4_wB6,True,1.25,0.12,0.35,0.08,75.0,4.0,4.0,6.0,-0.7570545707100463,-1.4923241395924447,-1.1600196813702055,0.08877479253805333,0.11105267778991168,4.462309783865297,0.12712407130825618,0.008772324013344535,0.026524019190155363,0,0,0.33416816698317653,0.03783882462966502,0.37200699161284156,0.37414293177463814,0.008696214920960838,0.07093495360295021,0.34919994896410134,0.703852057923257,0.3492001060135131,0.0010885998429700774,0.025646024166292112,0.015848695933517978
C75_Cp4_B4_wB8,True,1.25,0.12,0.35,0.08,75.0,4.0,4.0,8.0,-0.7562526579596445,-1.4923241395924445,-1.1596710726105246,0.0886845162717009,0.1109298054564513,4.457771999793522,0.12699619509989427,0.00873562634005864,0.026434616711979348,0,0,0.3338184054461274,0.037710166954035874,0.3715285724001633,0.37375133012067163,0.008666646486701778,0.07084372777811568,0.34884484289511875,0.7030732928678882,0.34884499963236043,0.0010875048023620338,0.02553873795405177,0.015795275949082112
C75_Cp4_B4_wB10,True,1.25,0.12,0.35,0.08,75.0,4.0,4.0,10.0,-0.7560329160138293,-1.4923241395924445,-1.1595757075737736,0.08865992150346805,0.11089628444916308,4.456535730813325,0.12696126276459155,0.008725619370509592,0.026410228355891255,0,0,0.33372307098982934,0.037675072981692675,0.37139814397152204,0.37364459130919087,0.008658581100714935,0.0708188574537864,0.34874809818227676,0.7028608366675243,0.3487482548342949,0.0010872056667669118,0.025509482424673713,0.01578070335971745
C75_Cp4_B4_wB12,True,1.25,0.12,0.35,0.08,75.0,4.0,4.0,12.0,-0.7559539223923197,-1.4923241395924445,-1.1595414423364732,0.08865109502621661,0.11088424975496206,4.456092063284814,0.12694871653100046,0.00872202715377185,0.026401472637821524,0,0,0.33368885291920275,0.03766247412221339,0.37135132704141616,0.373606279912329,0.0086556855987837,0.07080993031843742,0.34871337880622855,0.7027845607555118,0.3487135354276434,0.0010870982297742434,0.025498980523794703,0.015775471621933976
C75_Cp4_B5_wB6,True,1.25,0.12,0.35,0.08,75.0,4.0,5.0,6.0,-0.7571328784647162,-1.4923241395924447,-1.1600537309562893,0.08248348700692931,0.0968324027660419,4.146073553828504,0.10170924420847922,0.005616586501941688,0.016980970858478474,0,0,0.3041360804574671,0.02463174224458975,0.32876782270205684,0.3405182660816782,0.005660929654477988,0.06269003211042963,0.3244527937460887,0.613723930993078,0.324452894277239,0.0008709653973044592,0.016420177018284663,0.010146510672554624
C75_Cp4_B5_wB8,True,1.25,0.12,0.35,0.08,75.0,4.0,5.0,8.0,-0.7562774832949575,-1.4923241395924445,-1.1596818466067815,0.08242182419769983,0.09674849627740455,4.142974040249147,0.10160010907385847,0.005591524953384203,0.01691991882184642,0,0,0.3038971982898619,0.02454344595670779,0.32844064424656966,0.34025080770782,0.005640637177011799,0.06262764514168141,0.324210240097465,0.6131921315274924,0.3242103404154665,0.0008700308418800771,0.016346909195644705,0.01011003071234322
C75_Cp4_B5_wB10,True,1.25,0.12,0.35,0.08,75.0,4.0,5.0,10.0,-0.7560430898832549,-1.4923241395924445,-1.1595801206575902,0.08240503101672904,0.09672561023479001,4.142129922162152,0.10157029884521901,0.005584692672951522,0.016903267862300425,0,0,0.3038321063428976,0.02451936651215633,0.3283514728550539,0.3401779291566043,0.005635103177817947,0.06261064178243686,0.3241441833062263,0.6130470797510514,0.3241442835660446,0.0008697755683517685,0.016326934918723234,0.010100081390826224
C75_Cp4_B5_wB12,True,1.25,0.12,0.35,0.08,75.0,4.0,5.0,12.0,-0.7559588297101982,-1.4923241395924445,-1.1595435705692634,0.0823990049878522,0.09671739418406468,4.141827020646378,0.10155959252506702,0.005582240253914031,0.01689729034081366,0,0,0.30380874521638357,0.024510722445229033,0.3283194676616126,0.34015177346247455,0.005633116576370184,0.06260453897533108,0.3241204796295847,0.6129950064077866,0.32412057986851056,0.0008696838870650044,0.016319765233950338,0.010096509687767175
C75_Cp4_B6_wB6,True,1.25,0.12,0.35,0.08,75.0,4.0,6.0,6.0,-0.7571850852912357,-1.4923241395924447,-1.1600764333847589,0.07906380344822232,0.08910484236103852,3.9741811174808674,0.08476325325064898,0.0039014721948132697,0.011794933889322937,0,0,0.2878138982350819,0.017391671149149187,0.3052055693842311,0.32224354780203274,0.003996998099912021,0.05819713981656546,0.31100130273120424,0.5647466401971057,0.3110013725535451,0.0007258520217979885,0.011406013963926764,0.007047737351856849
C75_Cp4_B6_wB8,True,1.25,0.12,0.35,0.08,75.0,4.0,6.0,8.0,-0.7562940336853865,-1.4923241395924445,-1.1596890295416875,0.07901918131739326,0.089044133745582,3.9719381625759027,0.08466850972619488,0.0038833387087121238,0.011750760467838295,0,0,0.28764104187437717,0.017327469371074315,0.3049685112454515,0.3220500135520357,0.003982243083975052,0.058151937149802053,0.3108257794169538,0.564361868890613,0.3108258490850873,0.0007250407058545816,0.011353000438427517,0.007021342742486597
C75_Cp4_B6_wB10,True,1.25,0.12,0.35,0.08,75.0,4.0,6.0,10.0,-0.7560498724909184,-1.4923241395924445,-1.1595830627588892,0.07900703195167938,0.0890275773062773,3.9713274683088855,0.08464263203720246,0.003878395963368099,0.011738714614653036,0,0,0.28759395072172156,0.017309963218765184,0.30490391394048677,0.3219972891346435,0.003978219775523765,0.05813961962100862,0.310777989298093,0.5642569341505562,0.3107780589241363,0.0007248191077899219,0.01133855024639769,0.00701414507523171
C75_Cp4_B6_wB12,True,1.25,0.12,0.35,0.08,75.0,4.0,6.0,12.0,-0.7559621012619775,-1.4923241395924445,-1.1595449894016872,0.0790026726102258,0.08902163380596359,3.971108343714395,0.08463333824032218,0.003876621869583509,0.011734390459998518,0,0,0.28757705099168335,0.01730367909438847,0.3048807300860718,0.3219783677795672,0.003976775542075586,0.058135198882489345,0.31076084161720763,0.5642192642356084,0.3107609112281375,0.0007247395223446136,0.011333363655933903,0.007011561295910875
C100_Cp4_B4_wB6,True,1.25,0.12,0.35,0.08,100.0,4.0,4.0,6.0,-0.7573360852244951,-1.5209248213463273,-1.1822516836912096,0.08868402658387665,0.10959281754032488,4.457747503814264,0.11978818491509734,0.01045262172677849,0.035067791958843166,0,0,0.3324801927310381,0.0479161773839236,0.38039637011496175,0.3722530341187464,0.011012217763096292,0.07253465518980862,0.3488429166843291,0.6945994612150904,0.34884308268822883,0.0010257805460937635,0.030558400373525134,0.020953791649413925
