r_sh_amp,r_sh_center,r_sh_width,n_sh_amp,n_sh_center,n_sh_width,n_core_amp,src_amp,src_region,src_support_amp,src_shoulder_amp,T_C,T_R,B0,wB,coreline_open_neg,coreline_open_pos,coreline_open_geom_neg,coreline_open_geom_pos,coreline_comp_neg,coreline_comp_pos,coreline_comp_geom_neg,coreline_comp_geom_pos,coreline_all_neg,coreline_all_pos,coreline_all_geom_neg,coreline_all_geom_pos,access_open_mean_neg,access_open_mean_pos,access_open_mean_geom_neg,access_open_mean_geom_pos,access_comp_mean_neg,access_comp_mean_pos,access_comp_mean_geom_neg,access_comp_mean_geom_pos,access_all_mean_neg,access_all_mean_pos,access_all_mean_geom_neg,access_all_mean_geom_pos,support_open_mean_neg,support_open_mean_pos,support_open_mean_geom_neg,support_open_mean_geom_pos,support_comp_mean_neg,support_comp_mean_pos,support_comp_mean_geom_neg,support_comp_mean_geom_pos,support_all_mean_neg,support_all_mean_pos,support_all_mean_geom_neg,support_all_mean_geom_pos,shoulder_open_mean_neg,shoulder_open_mean_pos,shoulder_open_mean_geom_neg,shoulder_open_mean_geom_pos,shoulder_comp_mean_neg,shoulder_comp_mean_pos,shoulder_comp_mean_geom_neg,shoulder_comp_mean_geom_pos,shoulder_all_mean_neg,shoulder_all_mean_pos,shoulder_all_mean_geom_neg,shoulder_all_mean_geom_pos,access_open_max_abs_flux,access_open_max_abs_Kll,access_open_max_abs_Kth,access_open_max_abs_theta,access_open_min_N,access_open_min_R,access_open_max_abs_Tkk_geom,access_comp_max_abs_flux,access_comp_max_abs_Kll,access_comp_max_abs_Kth,access_comp_max_abs_theta,access_comp_min_N,access_comp_min_R,access_comp_max_abs_Tkk_geom,support_open_max_abs_flux,support_open_max_abs_Kll,support_open_max_abs_Kth,support_open_max_abs_theta,support_open_min_N,support_open_min_R,support_open_max_abs_Tkk_geom,support_comp_max_abs_flux,support_comp_max_abs_Kll,support_comp_max_abs_Kth,support_comp_max_abs_theta,support_comp_min_N,support_comp_min_R,support_comp_max_abs_Tkk_geom,shoulder_open_max_abs_flux,shoulder_open_max_abs_Kll,shoulder_open_max_abs_Kth,shoulder_open_max_abs_theta,shoulder_open_min_N,shoulder_open_min_R,shoulder_open_max_abs_Tkk_geom,shoulder_comp_max_abs_flux,shoulder_comp_max_abs_Kll,shoulder_comp_max_abs_Kth,shoulder_comp_max_abs_theta,shoulder_comp_min_N,shoulder_comp_min_R,shoulder_comp_max_abs_Tkk_geom,support_repay_ratio,coreline_repay_ratio,shoulder_repay_ratio,access_comp_leak_metric,shoulder_comp_spike_metric,balance_error,valid_access,valid_shoulder,valid,score_balanced,case
0.0,2.5,1.2,0.0,2.5,1.2,,,,0.0075,0.001,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,2.4347430380173236e-08,0.07999407249702528,1.6069304050903169e-06,0.0,0.0868366088002723,0.07999757650959491,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,4.629014923663283e-06,0.07983818297619635,7.048628272162504e-05,0.0,0.09817882054489585,0.07984070443171311,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0001601873023909084,0.07005028683279078,0.0031629023599619613,0.0,0.5602022646155341,0.0700502868327908,0.5632082018142264,0.0,0.00765725425001876,0.00020223027628442272,0.00765725425001876,0.00020223027628442272,0.0006927889243329312,0.0027970744592954377,0.0032398087805579822,0.0,0.5931860133769904,0.00299930473557986,0.595733268944625,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,5.44637562322414e-06,4.6383936644717e-07,0.0005792603843376241,0.2167058753818412,1.0,1.1683621305347913,0.002299240284253813,0.8942674098969058,0.9238121089251181,0.3652842608593414,3.785247192069537e-05,0.0005792603843376241,0.5090116669010831,True,True,True,-0.5120628112657932,sup0.0075_sh0.0010_none
0.25,2.5,1.2,0.0,2.5,1.2,,,,0.0075,0.001,20,10,8,8,0.08659127946430431,0.0,0.08659127946430431,0.0,2.43488200893543e-08,0.07999396192235175,1.7175064683274007e-06,0.0,0.0868366088051657,0.07999746592827811,0.08683832631688758,0.0,0.08804578940209107,0.0,0.08804578940209107,0.0,4.628771600085049e-06,0.07983577132590348,7.289768969089156e-05,0.0,0.09817882035154872,0.07983829182522922,0.09824809308946779,0.0,0.07833266589203834,0.0,0.07833266589203834,0.0,0.00016655591928380084,0.06934565767644235,0.003873900133203293,0.0,0.5602099277201764,0.06934565767644235,0.563920494075217,0.0,0.007672225690182801,0.00020223027628442272,0.007672225690182801,0.00020223027628442272,0.0030325298002089767,0.0035809934833690867,0.004946259662860306,0.00015062903049992832,0.5957510203107377,0.0037832237596535094,0.5976649858847985,0.00035285930678435103,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.433488845684936e-06,4.638711471605106e-07,3.784683463604348e-05,0.00014855664490897368,1.0,1.0,3.383587747885966e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,3.420651145597465e-05,4.638711471605106e-07,0.0003405131753246044,0.024504467108997143,1.0,1.0,0.0008634584846861852,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.00036566937331407334,4.6383936644717e-07,0.01759020319879642,0.2578036815710854,1.0,1.1683621305347913,0.0028784448299363275,0.8852712579849181,0.9238108319487761,0.4667476723846241,3.784683463604348e-05,0.01759020319879642,0.3832425422480853,True,True,True,-0.42031529037748033,sup0.0075_sh0.0010_Rshape
0.0,2.5,1.2,0.3,2.5,1.2,,,,0.0075,0.001,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,2.4347430380173236e-08,0.07999407249702524,1.606930405140277e-06,0.0,0.0868366088002723,0.07999757650959485,0.08683821573067745,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,4.629014925553437e-06,0.07983818299848988,7.048626042997974e-05,0.0,0.09817882054489963,0.07984070445400762,0.09824568065404031,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0001601842436397266,0.0700539472151617,0.0031592389188398683,0.0,0.560202261428575,0.0700539472151617,0.5632045382448964,0.0,0.00765725425001876,0.00020223027628442272,0.00765725425001876,0.00020223027628442272,0.0006671400908647069,0.003078520617519918,0.002932713788865277,0.0,0.593160352991982,0.003280750893804341,0.5954261624013921,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471590729e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.3838110230544544e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471590729e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922571030378386,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,5.44637562322414e-06,4.637786080549268e-07,0.0005792603843376241,0.2167058753818412,1.0,1.1683621305347913,0.0022992837646875074,0.8943141386229406,0.9238121089251176,0.4020397542774991,3.785247192069537e-05,0.0005792603843376241,0.4600139513234071,True,True,True,-0.4630650956881171,sup0.0075_sh0.0010_Nshape
0.15,2.5,1.2,0.2,2.5,1.2,,,,0.0075,0.001,20,10,8,8,0.08659127946415632,0.0,0.08659127946415632,0.0,2.434826420484921e-08,0.0799940061522212,1.6732760429988442e-06,0.0,0.08683660880320833,0.07999751016080486,0.08683828208240346,0.0,0.08804578938665403,0.0,0.08804578938665403,0.0,4.6288689307768575e-06,0.07983673600135813,7.193311156695295e-05,0.0,0.09817882042204551,0.07983925688338195,0.09824712810181187,0.0,0.0783326375310825,0.0,0.0783326375310825,0.0,0.00016320598642920897,0.06962940995722253,0.0035867979195685082,0.0,0.5602060587206473,0.06962940995722253,0.5636328727949078,0.0,0.007666237114117184,0.00020223027628442272,0.007666237114117184,0.00020223027628442272,0.0019121767913456,0.0034132280687609743,0.0038430430381051132,0.0,0.59454041902276,0.0036154583450453974,0.596471520980929,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4342162462380225e-06,4.6387114715955217e-07,3.784908955001526e-05,0.00014856115473691722,1.0,1.0,3.3836770584955884e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,2.050244415693222e-05,4.6387114715955217e-07,0.000349347537906563,0.022257224061058234,1.0,1.0,0.0007925284417098841,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.00020918778870965404,4.637988590836526e-07,0.010080144781993905,0.24025071447230525,1.0,1.1683621305347913,0.0024640846611294074,0.8888939802225424,0.9238113427393134,0.44522860661723745,3.784908955001526e-05,0.010080144781993905,0.4076271650839177,True,True,True,-0.42967990912540627,sup0.0075_sh0.0010_RNshape
0.0,2.5,1.2,0.0,2.5,1.2,,,,0.0075,0.00125,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,2.4347430380173236e-08,0.07999407249702528,1.6069304050903169e-06,0.0,0.0868366088002723,0.07999757650959491,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,4.629014923663283e-06,0.07983818297619635,7.048628272162504e-05,0.0,0.09817882054489585,0.07984070443171311,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0001601873023410136,0.07005028689462377,0.0031629023599619613,0.0,0.5602022646154815,0.07005028689462378,0.5632082018142264,0.0,0.00765725425001876,0.00020223027628442272,0.00765725425001876,0.00020223027628442272,0.0006054399397736448,0.0040227468863956554,0.0032398087805579822,0.0,0.5930986064791328,0.004224977162680079,0.595733268944625,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,5.44637562322414e-06,4.6383936644717e-07,0.0005792603843376241,0.2167058753818412,1.0,1.1683621305347913,0.002299240284253813,0.8942674106862705,0.9238121089251181,0.5253510925094917,3.785247192069537e-05,0.0005792603843376241,0.3154324993592689,True,True,True,-0.3184836437239789,sup0.0075_sh0.0013_none
0.25,2.5,1.2,0.0,2.5,1.2,,,,0.0075,0.00125,20,10,8,8,0.08659127946430431,0.0,0.08659127946430431,0.0,2.43488200893543e-08,0.07999396192235175,1.7175064683274007e-06,0.0,0.0868366088051657,0.07999746592827811,0.08683832631688758,0.0,0.08804578940209107,0.0,0.08804578940209107,0.0,4.628771600085049e-06,0.07983577132590348,7.289768969089156e-05,0.0,0.09817882035154872,0.07983829182522922,0.09824809308946779,0.0,0.07833266589203834,0.0,0.07833266589203834,0.0,0.0001665559191517766,0.0693456577381932,0.003873900133203293,0.0,0.5602099277200416,0.0693456577381932,0.563920494075217,0.0,0.007672225690182801,0.00020223027628442272,0.007672225690182801,0.00020223027628442272,0.0028129816113314945,0.004674466706151111,0.004946259662860306,0.00015062903049992832,0.5955314142085619,0.004876696982435534,0.5976649858847985,0.00035285930678435103,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.433488845684936e-06,4.638711471605106e-07,3.784683463604348e-05,0.00014855664490897368,1.0,1.0,3.383587747885966e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,3.420651145597465e-05,4.638711471605106e-07,0.0003405131753246044,0.024504467108997143,1.0,1.0,0.0008634584846861852,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.00036566937331407334,4.6383936644717e-07,0.01759020319879642,0.2578036815710854,1.0,1.1683621305347913,0.0028784448299363275,0.8852712587732336,0.9238108319487761,0.6092712720277738,3.784683463604348e-05,0.01759020319879642,0.23730107597963163,True,True,True,-0.2743738241090266,sup0.0075_sh0.0013_Rshape
0.0,2.5,1.2,0.3,2.5,1.2,,,,0.0075,0.00125,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,2.4347430380173236e-08,0.07999407249702524,1.606930405140277e-06,0.0,0.0868366088002723,0.07999757650959485,0.08683821573067745,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,4.629014925553437e-06,0.07983818299848988,7.048626042997974e-05,0.0,0.09817882054489963,0.07984070445400762,0.09824568065404031,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.0001601842435898318,0.0700539472769947,0.0031592389188398683,0.0,0.5602022614285224,0.0700539472769947,0.5632045382448964,0.0,0.00765725425001876,0.00020223027628442272,0.00765725425001876,0.00020223027628442272,0.000589976756574566,0.004314378694889284,0.002932713788865277,0.0,0.5930831317443936,0.004516608971173706,0.5954261624013921,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471590729e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.3838110230544544e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471590729e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922571030378386,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,5.44637562322414e-06,4.637786080549268e-07,0.0005792603843376241,0.2167058753818412,1.0,1.1683621305347913,0.0022992837646875074,0.8943141394123055,0.9238121089251176,0.563436782096569,3.785247192069537e-05,0.0005792603843376241,0.27690523605739914,True,True,True,-0.27995638042210913,sup0.0075_sh0.0013_Nshape
0.15,2.5,1.2,0.2,2.5,1.2,,,,0.0075,0.00125,20,10,8,8,0.08659127946415632,0.0,0.08659127946415632,0.0,2.434826420484921e-08,0.0799940061522212,1.6732760429988442e-06,0.0,0.08683660880320833,0.07999751016080486,0.08683828208240346,0.0,0.08804578938665403,0.0,0.08804578938665403,0.0,4.6288689307768575e-06,0.07983673600135813,7.193311156695295e-05,0.0,0.09817882042204551,0.07983925688338195,0.09824712810181187,0.0,0.0783326375310825,0.0,0.0783326375310825,0.0,0.00016320598629718472,0.06962941001897341,0.0035867979195685082,0.0,0.5602060587205125,0.06962941001897341,0.5636328727949078,0.0,0.007666237114117184,0.00020223027628442272,0.007666237114117184,0.00020223027628442272,0.0017574222481484823,0.004571494937223363,0.0038430430381051132,0.0,0.5943856065662647,0.004773725213507786,0.596471520980929,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4342162462380225e-06,4.6387114715955217e-07,3.784908955001526e-05,0.00014856115473691722,1.0,1.0,3.3836770584955884e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,2.050244415693222e-05,4.6387114715955217e-07,0.000349347537906563,0.022257224061058234,1.0,1.0,0.0007925284417098841,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.00020918778870965404,4.637988590836526e-07,0.010080144781993905,0.24025071447230525,1.0,1.1683621305347913,0.0024640846611294074,0.8888939810108586,0.9238113427393134,0.596315358966494,3.784908955001526e-05,0.010080144781993905,0.24770848008548588,True,True,True,-0.26976122412697445,sup0.0075_sh0.0013_RNshape
0.0,2.5,1.2,0.0,2.5,1.2,,,,0.0075,0.0015,20,10,8,8,0.08659127946393436,0.0,0.08659127946393436,0.0,2.4347430380173236e-08,0.07999407249702528,1.6069304050903169e-06,0.0,0.0868366088002723,0.07999757650959491,0.08683821573067738,0.0,0.08804578936349847,0.0,0.08804578936349847,0.0,4.629014923663283e-06,0.07983818297619635,7.048628272162504e-05,0.0,0.09817882054489585,0.07984070443171311,0.09824568067633105,0.0,0.07833259498964873,0.0,0.07833259498964873,0.0,0.00016018730229111887,0.07005028695645678,0.0031629023599619613,0.0,0.5602022646154289,0.07005028695645678,0.5632082018142264,0.0,0.00765725425001876,0.00020223027628442272,0.00765725425001876,0.00020223027628442272,0.0005478215880608806,0.005278149946342397,0.0032398087805579822,0.0,0.5930409302141219,0.00548038022262682,0.595733268944625,0.00020223027628442272,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.4353073470829915e-06,4.638711471605106e-07,3.785247192069537e-05,0.00014856791947827743,1.0,1.0,3.383811021016501e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,8.21124693240895e-06,4.638711471605106e-07,0.00036259908177955585,0.0196053374816621,1.0,1.0,0.0007922563311633714,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,5.44637562322414e-06,4.6383936644717e-07,0.0005792603843376241,0.2167058753818412,1.0,1.1683621305347913,0.002299240284253813,0.8942674114756355,0.9238121089251181,0.6893005995772133,3.785247192069537e-05,0.0005792603843376241,0.17028008044778312,True,True,True,-0.17333122481249313,sup0.0075_sh0.0015_none
0.25,2.5,1.2,0.0,2.5,1.2,,,,0.0075,0.0015,20,10,8,8,0.08659127946430431,0.0,0.08659127946430431,0.0,2.43488200893543e-08,0.07999396192235175,1.7175064683274007e-06,0.0,0.0868366088051657,0.07999746592827811,0.08683832631688758,0.0,0.08804578940209107,0.0,0.08804578940209107,0.0,4.628771600085049e-06,0.07983577132590348,7.289768969089156e-05,0.0,0.09817882035154872,0.07983829182522922,0.09824809308946779,0.0,0.07833266589203834,0.0,0.07833266589203834,0.0,0.00016655591901975231,0.06934565779994407,0.003873900133203293,0.0,0.5602099277199069,0.06934565779994407,0.563920494075217,0.0,0.007672225690182801,0.00020223027628442272,0.007672225690182801,0.00020223027628442272,0.002632423951577281,0.005806930458056403,0.004946259662860306,0.00015062903049992832,0.5953507986355095,0.0060091607343408255,0.5976649858847985,0.00035285930678435103,0.0003841268177312083,4.638711471605106e-07,0.004232561489589,0.05237177994055537,1.0,1.0,0.0014378265992710728,3.433488845684936e-06,4.638711471605106e-07,3.784683463604348e-05,0.00014855664490897368,1.0,1.0,3.383587747885966e-05,0.0008399849158561096,4.638711471605106e-07,0.037092753598235204,0.1569933614288533,1.0,1.0,0.0027070203864687954,3.420651145597465e-05,4.638711471605106e-07,0.0003405131753246044,0.024504467108997143,1.0,1.0,0.0008634584846861852,0.0005732744245970366,4.6383936655824557e-07,0.0561471424447834,0.2616389305658678,1.0,1.1683941251531083,0.003503108451049503,0.00036566937331407334,4.6383936644717e-07,0.01759020319879642,0.2578036815710854,1.0,1.1683621305347913,0.0028784448299363275,0.8852712595615494,0.9238108319487761,0.7568769079264621,3.784683463604348e-05,0.01759020319879642,0.12898041116665027,True,True,True,-0.16605315929604528,sup0.0075_sh0.0015_Rshape
