B0,wB,aR,wR,access_rho_min,access_rho_mean,access_rho_max,access_nec_min,access_nec_mean,access_Gkk_min,access_flare_mean,access_max_abs_B_grad_proper,transition_max_abs_rho,transition_max_abs_nec,transition_min_nec,transition_max_abs_Gkk,transition_max_abs_B_grad_proper,integrated_neg_rho_access,integrated_neg_nec_access,integrated_neg_rho_support,integrated_neg_nec_support,integrated_neg_rho_total,integrated_neg_nec_total,proper_half_length_to_R1p5,proper_half_length_to_R2,proper_half_length_to_R5,coordinate_half_length_to_R2,max_B,min_B,max_R,access_rho_log10_L0max,access_nec_log10_L0max,failure_mode
1.0,0.45,1.0,0.45,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.0,0.75,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.0,1.1,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.0,1.6,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.0,2.4,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.0,3.6,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.0,5.0,-0.03978077961695069,-0.038944389693645096,-0.03740981587966093,-0.07956951538992452,-0.07710396925015,-1.9998000399894948,0.9689170534355384,0.0,0.02444790940765135,0.04074575106715317,-0.04074575106715317,1.024052417740535,7.105427357601002e-15,0.019487540584962396,0.03859647035442643,0.05078550964795128,0.09548807674300235,0.09611962631612737,0.1586051839139536,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.311000879544848,-0.46153759101554215,rho-obstruction-persists
1.0,0.45,1.4,0.45,-0.0265819628291127,-0.005032072205704754,-0.000809761115384151,-0.06438737625220527,-0.044154725464183274,-1.6182312657427997,0.5548646445582094,0.0,0.024447637095055298,0.04074547827694344,-0.04074547827694344,1.0240455617747841,7.105427357601002e-15,0.002300537196618289,0.02187503622421141,0.07042648871631574,0.11013131582638047,0.11576060117077401,0.17324841877658126,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,-0.2234577576805922,-0.4155645985979711,rho-obstruction-persists
1.0,0.45,1.4,0.75,-0.0020211298394896605,-0.0010012680793319967,-0.0008086497292590485,-0.04059867954486745,-0.040142054567618914,-1.0203561072288143,0.5044399349185287,0.0,0.13497804761728502,0.14260119506056493,-0.14260119506056493,3.583958934363167,7.105427357601002e-15,0.0004904354220644212,0.02007279066246445,0.08710482628419136,0.13515053996415388,0.127877428976008,0.1872850027348238,1.120000000000001,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,0.3360386585346774,-0.31542018877418954,rho-helped-nec-debt-remains
1.0,0.45,1.4,1.1,-0.0009053035393424882,-0.0008204527102737111,-0.0008053655951470516,-0.04059867953435042,-0.03996202618317712,-1.0203561069644924,0.5021776315185287,0.0,0.1669653632378779,0.1742080178678119,-0.1742080178678119,4.378325033039658,7.105427357601002e-15,0.0004093778468461678,0.019992074450069376,0.017316214324922745,0.06945372193355578,0.13783755993354263,0.20210906899967987,1.1899999999999995,1.7400000000000002,4.899999999999999,1.7400000000000002,1.0,1.0,12.041594578792296,0.5104386563677147,-0.31542018871793787,rho-helped-nec-debt-remains
