B0,wB,aR,wR,l,B,R,rho,nec,Gkk,flare
1.4142135623730951,0.75,8.0,0.75,5.699999999999999,1.0,5.7870545184921145,-0.00037512756323295117,-0.0004106032738251009,-0.01031958582871084,0.005159792914355421
1.4142135623730951,0.75,8.0,0.75,5.850000000000001,1.0,5.93485467387366,-0.0003486123753506092,-0.0003806840016401492,-0.00956763250313486,0.00478381625156743
1.4142135623730951,0.75,8.0,0.75,6.0,1.0,6.082762530298219,-0.0003245194145362597,-0.0003535835784544811,-0.008886524580020705,0.0044432622900103524
1.4142135623730951,0.75,8.0,0.75,6.150000000000002,1.0,6.23077041785364,-0.0003025803787529991,-0.0003289797894808786,-0.008268163918501159,0.0041340819592505795
1.4142135623730951,0.75,8.0,0.75,6.300000000000001,1.0,6.378871373526826,-0.00028256158375116375,-0.0003065933561220916,-0.007705531481860817,0.0038527657409304084
1.4142135623730951,0.75,8.0,0.75,6.449999999999999,1.0,6.527059062089142,-0.000264258896199623,-0.0002861814409643637,-0.007192524100219089,0.0035962620501095444
1.4142135623730951,0.75,8.0,0.75,6.600000000000001,1.0,6.675327707311456,-0.0002474935013558201,-0.0002675322560445932,-0.00672381896150398,0.00336190948075199
1.4142135623730951,0.75,8.0,0.75,6.75,1.0,6.823672031978091,-0.00023210833659272542,-0.00025046055093242456,-0.006294760214586858,0.0031473801072934293
1.4142135623730951,0.75,8.0,0.75,6.900000000000002,1.0,6.972087205421346,-0.00021796508813147527,-0.00023480383518743265,-0.005901264029276375,0.002950632014638188
1.4142135623730951,0.75,8.0,0.75,7.050000000000001,1.0,7.120568797504874,-0.00020494164709367025,-0.0002204191976947471,-0.00553973865750379,0.002769869328751895
1.4142135623730951,0.75,8.0,0.75,7.199999999999999,1.0,7.269112738154498,-0.0001929299505020426,-0.00020718062199361994,-0.005207016960170563,0.0026035084800852815
1.4142135623730951,0.75,8.0,0.75,7.350000000000001,1.0,7.41771528167535,-0.00018183414254524177,-0.00019497671188736928,-0.004900299245491624,0.002450149622745812
1.4142135623730951,0.75,8.0,0.75,7.5,1.0,7.566372975210778,-0.00017156900633907328,-0.00018370876082407012,-0.004617104747239865,0.002308552373619932
1.4142135623730951,0.75,8.0,0.75,7.650000000000002,1.0,7.7150826307953455,-0.00016205861514668579,-0.00017328910061702315,-0.004355230123564979,0.0021776150617824896
1.4142135623730951,0.75,8.0,0.75,7.800000000000001,1.0,7.863841300535,-0.0001532351814457456,-0.00016363969713515305,-0.004112714162843645,0.0020563570814218224
1.4142135623730951,0.75,8.0,0.75,7.949999999999999,1.0,8.01264625451542,-0.00014503805983393284,-0.0001546909402763879,-0.003887807372393581,0.0019439036861967907
1.4142135623730951,0.75,8.0,0.75,8.100000000000001,1.0,8.161494961096283,-0.00013741288999575462,-0.00014638060742347482,-0.0036789459272768004,0.0018394729636384
1.4142135623730951,0.75,8.0,0.75,8.25,1.0,8.31038506929733,-0.00013031085036742046,-0.00013865296530622692,-0.0034847290976358636,0.0017423645488179318
1.4142135623730951,0.75,8.0,0.75,8.400000000000002,1.0,8.459314393022643,-0.0001236880176768487,-0.00013145800079016927,-0.0033038999163039757,0.001651949958151988
1.4142135623730951,0.75,8.0,0.75,8.55,1.0,8.608280896903866,-0.00011750480110788042,-0.00012475074552688743,-0.0031353282054169544,0.001567664102708477
1.4142135623730951,0.75,8.0,0.75,8.7,1.0,8.75728268357257,-0.00011172545783199992,-0.00011849069807636147,-0.0029779960527633875,0.0014889980263816938
1.4142135623730951,0.75,8.0,0.75,8.850000000000001,1.0,8.906317982196684,-0.00010631766152695574,-0.0001126413125387981,-0.0028309849597007997,0.0014154924798503998
1.4142135623730951,0.75,8.0,0.75,9.0,1.0,9.055385138137417,-0.000101252131188173,-0.00010716955886570437,-0.0026934647905676457,0.0013467323952838228
1.4142135623730951,0.75,8.0,0.75,9.150000000000002,1.0,9.204482603601358,-9.65023037176649e-05,-0.00010204553656583097,-0.0025646840640547452,0.0012823420320273726
1.4142135623730951,0.75,8.0,0.75,9.3,1.0,9.353608929178085,-9.204404132683708e-05,-9.724213136698018e-05,-0.002443961324175348,0.0012219806620876739
1.4142135623730951,0.75,8.0,0.75,9.45,1.0,9.50276275616728,-8.78553820212432e-05,-9.273472187330618e-05,-0.002330677767758971,0.0011653388838794854
1.4142135623730951,0.75,8.0,0.75,9.600000000000001,1.0,9.651942809610924,-8.391631224385089e-05,-8.850091426747443e-05,-0.002224270576789422,0.001112135288394711
1.4142135623730951,0.75,8.0,0.75,9.75,1.0,9.80114789195633,-8.02085693216002e-05,-8.452031183551268e-05,-0.0021242271259325207,0.0010621135629662604
1.4142135623730951,0.75,8.0,0.75,9.900000000000002,1.0,9.9503768772846,-7.671546902547597e-05,-8.077431390203902e-05,-0.002030079929227213,0.0010150399646136066
1.4142135623730951,0.75,8.0,0.75,10.05,1.0,10.099628706046575,-7.342174256295028e-05,-7.724592788011843e-05,-0.0019414019163832563,0.0009707009581916282
1.4142135623730951,0.75,8.0,0.75,10.2,1.0,10.248902380255165,-7.031340433145447e-05,-7.391961524760156e-05,-0.001857802561744393,0.0009289012808721964
1.4142135623730951,0.75,8.0,0.75,10.350000000000001,1.0,10.39819695908863,-6.737762870794464e-05,-7.078114928444761e-05,-0.0017789243088373043,0.0008894621544186521
1.4142135623730951,0.75,8.0,0.75,10.5,1.0,10.547511554864494,-6.460263194920425e-05,-6.781748027374912e-05,-0.0017044391825038476,0.0008522195912519237
1.4142135623730951,0.75,8.0,0.75,10.650000000000002,1.0,10.696845329348276,-6.197758711393725e-05,-6.501663575953714e-05,-0.0016340462821062825,0.0008170231410531414
1.4142135623730951,0.75,8.0,0.75,10.8,1.0,10.846197490365,-5.949252252118716e-05,-6.236760610335595e-05,-0.00156746890525028,0.00078373445262514
1.4142135623730951,0.75,8.0,0.75,10.95,1.0,10.995567288685018,-5.713825373279802e-05,-5.986026509761805e-05,-0.001504452552580915,0.0007522262762904575
1.4142135623730951,0.75,8.0,0.75,11.100000000000001,1.0,11.14495401515861,-5.490630719357387e-05,-5.748528356760339e-05,-0.0014447627563640708,0.0007223813781820354
1.4142135623730951,0.75,8.0,0.75,11.25,1.0,11.294356998076518,-5.2788857636486904e-05,-5.523405790029619e-05,-0.0013881832842201902,0.0006940916421100951
1.4142135623730951,0.75,8.0,0.75,11.400000000000002,1.0,11.443775600735975,-5.077867261832797e-05,-5.3098646718834496e-05,-0.0013345145475796019,0.0006672572737898008
1.4142135623730951,0.75,8.0,0.75,11.55,1.0,11.593209219193795,-4.886905797066957e-05,-5.1071709357860374e-05,-0.0012835720553994179,0.0006417860276997089
1.4142135623730951,0.75,8.0,0.75,11.7,1.0,11.742657280190032,-4.705381650700521e-05,-4.914645837345647e-05,-0.0012351852206080594,0.0006175926103040297
1.4142135623730951,0.75,8.0,0.75,11.850000000000001,1.0,11.892119239227299,-4.532719970272836e-05,-4.731660570893607e-05,-0.0011891960071039873,0.0005945980035519938
1.4142135623730951,0.75,8.0,0.75,12.0,1.0,12.041594578792296,-4.376870235246225e-05,-4.5661148541887655e-05,-0.0011475898305093324,0.0005737949152546662
1.4142135623730951,0.75,8.0,2.4,-12.0,1.0,12.041594578792296,-4.376870642319723e-05,-4.5661152612436125e-05,-0.0011475899328133737,0.0005737949664066869
1.4142135623730951,0.75,8.0,2.4,-11.85,1.0,11.892119239227295,-4.5327201059263315e-05,-4.731660706540731e-05,-0.001189196041195828,0.000594598020597914
1.4142135623730951,0.75,8.0,2.4,-11.7,1.0,11.742657280190032,-4.705381650637443e-05,-4.914645837289104e-05,-0.0012351852205938485,0.0006175926102969242
1.4142135623730951,0.75,8.0,2.4,-11.55,1.0,11.593209219193795,-4.886905842301512e-05,-5.1071709810205925e-05,-0.0012835720667681016,0.0006417860333840508
1.4142135623730951,0.75,8.0,2.4,-11.4,1.0,11.443775600735973,-5.0778673070673524e-05,-5.309864717118005e-05,-0.0013345145589482854,0.0006672572794741427
1.4142135623730951,0.75,8.0,2.4,-11.25,1.0,11.294356998076518,-5.2788857184706784e-05,-5.523405744851607e-05,-0.0013881832728657175,0.0006940916364328586
1.4142135623730951,0.75,8.0,2.4,-11.1,1.0,11.144954015158609,-5.4906307193646415e-05,-5.748528356760338e-05,-0.0014447627563640706,0.0007223813781820354
1.4142135623730951,0.75,8.0,2.4,-10.95,1.0,10.995567288685018,-5.7138253732872516e-05,-5.986026509761805e-05,-0.001504452552580915,0.0007522262762904575
1.4142135623730951,0.75,8.0,2.4,-10.8,1.0,10.846197490365,-5.949252161706148e-05,-6.236760519923027e-05,-0.0015674688825271232,0.0007837344412635616
1.4142135623730951,0.75,8.0,2.4,-10.65,1.0,10.696845329348275,-6.197758666159171e-05,-6.50166353071916e-05,-0.0016340462707375991,0.0008170231353687996
1.4142135623730951,0.75,8.0,2.4,-10.5,1.0,10.547511554864494,-6.460263194920425e-05,-6.781748027374912e-05,-0.0017044391825038476,0.0008522195912519237
1.4142135623730951,0.75,8.0,2.4,-10.35,1.0,10.398196959088628,-6.73776278032535e-05,-7.078114837975648e-05,-0.0017789242860999364,0.0008894621430499683
1.4142135623730951,0.75,8.0,2.4,-10.2,1.0,10.248902380255165,-7.031340433145447e-05,-7.391961524760156e-05,-0.001857802561744393,0.0009289012808721964
1.4142135623730951,0.75,8.0,2.4,-10.05,1.0,10.099628706046575,-7.342174301529584e-05,-7.724592833246398e-05,-0.00194140192775194,0.00097070096387597
1.4142135623730951,0.75,8.0,2.4,-9.9,1.0,9.950376877284599,-7.671546879934865e-05,-8.077431367586623e-05,-0.0020300799235428713,0.0010150399617714356
1.4142135623730951,0.75,8.0,2.4,-9.75,1.0,9.80114789195633,-8.020856932155334e-05,-8.452031183551268e-05,-0.0021242271259325207,0.0010621135629662604
1.4142135623730951,0.75,8.0,2.4,-9.6,1.0,9.651942809610922,-8.391631201767812e-05,-8.850091404130166e-05,-0.0022242705711050803,0.0011121352855525402
1.4142135623730951,0.75,8.0,2.4,-9.45,1.0,9.50276275616728,-8.7855382021293e-05,-9.273472187330616e-05,-0.0023306777677589707,0.0011653388838794854
1.4142135623730951,0.75,8.0,2.4,-9.3,1.0,9.353608929178085,-9.204404132627164e-05,-9.724213136641474e-05,-0.002443961324161137,0.0012219806620805684
1.4142135623730951,0.75,8.0,2.4,-9.15,1.0,9.204482603601356,-9.650230371761182e-05,-0.00010204553656583097,-0.0025646840640547452,0.0012823420320273726
1.4142135623730951,0.75,8.0,2.4,-9.0,1.0,9.055385138137417,-0.00010125213141480153,-0.00010716955909244258,-0.0026934647962661984,0.0013467323981330992
1.4142135623730951,0.75,8.0,2.4,-8.85,1.0,8.906317982196683,-0.00010631766152689903,-0.00011264131253879809,-0.0028309849597007992,0.0014154924798503998
1.4142135623730951,0.75,8.0,2.4,-8.7,1.0,8.75728268357257,-0.00011172545783256536,-0.00011849069807692691,-0.0029779960527775984,0.0014889980263887992
1.4142135623730951,0.75,8.0,2.4,-8.55,1.0,8.608280896903866,-0.00011750480156022598,-0.00012475074597923297,-0.0031353282167856378,0.0015676641083928189
1.4142135623730951,0.75,8.0,2.4,-8.4,1.0,8.459314393022641,-0.00012368801767741414,-0.0001314580007907347,-0.003303899916318187,0.0016519499581590935
1.4142135623730951,0.75,8.0,2.4,-8.25,1.0,8.31038506929733,-0.00013031085036735546,-0.00013865296530622692,-0.0034847290976358636,0.0017423645488179318
1.4142135623730951,0.75,8.0,2.4,-8.1,1.0,8.161494961096281,-0.00013741289022192738,-0.00014638060764964758,-0.003678945932961142,0.001839472966480571
1.4142135623730951,0.75,8.0,2.4,-7.95,1.0,8.01264625451542,-0.000145038060286274,-0.00015469094072872904,-0.003887807383762154,0.001943903691881077
1.4142135623730951,0.75,8.0,2.4,-7.8,1.0,7.863841300534999,-0.00015323518167135295,-0.0001636396973607604,-0.004112714168513776,0.002056357084256888
1.4142135623730951,0.75,8.0,2.4,-7.6499999999999995,1.0,7.715082630795343,-0.00016205861492059307,-0.0001732891003908551,-0.004355230117880756,0.0021776150589403786
1.4142135623730951,0.75,8.0,2.4,-7.5,1.0,7.566372975210778,-0.00017156900656532437,-0.00018370876105024288,-0.004617104752924206,0.002308552376462103
1.4142135623730951,0.75,8.0,2.4,-7.35,1.0,7.417715281675348,-0.0001818341427715826,-0.00019497671211354725,-0.004900299251176097,0.002450149625588048
1.4142135623730951,0.75,8.0,2.4,-7.2,1.0,7.269112738154499,-0.00019292995050260265,-0.00020718062199418,-0.0052070169601846385,0.0026035084800923192
1.4142135623730951,0.75,8.0,2.4,-7.05,1.0,7.120568797504873,-0.0002049416470931048,-0.00022041919769418168,-0.00553973865748958,0.0027698693287447895
1.4142135623730951,0.75,8.0,2.4,-6.8999999999999995,1.0,6.972087205421343,-0.0002179650879047429,-0.0002348038349607003,-0.00590126402357797,0.002950632011788985
1.4142135623730951,0.75,8.0,2.4,-6.75,1.0,6.823672031978091,-0.00023210833659272542,-0.00025046055093242456,-0.006294760214586858,0.0031473801072934293
1.4142135623730951,0.75,8.0,2.4,-6.6,1.0,6.675327707311454,-0.00024749350090424706,-0.00026753225559281944,-0.006723818950149667,0.003361909475074834
1.4142135623730951,0.75,8.0,2.4,-6.45,1.0,6.527059062089143,-0.00026425889620018174,-0.00028618144096492244,-0.007192524100233131,0.003596262050116566
1.4142135623730951,0.75,8.0,2.4,-6.3,1.0,6.378871373526825,-0.00028256158352499093,-0.0003065933558959188,-0.007705531476176476,0.0038527657380882374
1.4142135623730951,0.75,8.0,2.4,-6.1499999999999995,1.0,6.230770417853638,-0.00030258037897929423,-0.00032897978970705867,-0.008268163924185685,0.004134081962092842
1.4142135623730951,0.75,8.0,2.4,-6.0,1.0,6.082762530298219,-0.00032451941453638027,-0.0003535835784544811,-0.008886524580020705,0.0044432622900103524
1.4142135623730951,0.75,8.0,2.4,-5.85,1.0,5.934854673873658,-0.0003486123758035202,-0.0003806840020930602,-0.009567632514517754,0.004783816257258877
1.4142135623730951,0.75,8.0,2.4,-5.7,1.0,5.7870545184921145,-0.0003751275636852882,-0.00041060327427743795,-0.01031958584007931,0.005159792920039656
1.4142135623730951,0.75,8.0,2.4,-5.55,1.0,5.639370532249145,-0.00040437395285504836,-0.00044371436816637266,-0.011151758394589704,0.005575879197294853
1.4142135623730951,0.75,8.0,2.4,-5.3999999999999995,1.0,5.491812087098392,-0.00043670847930745577,-0.00048045050165659213,-0.012075038131343044,0.006037519065671523
1.4142135623730951,0.75,8.0,2.4,-5.25,1.0,5.344389581607987,-0.0004725448428085487,-0.0005213166864433614,-0.013102117378593904,0.006551058689296951
1.4142135623730951,0.75,8.0,2.4,-5.1,1.0,5.197114584074513,-0.0005123641616958996,-0.0005669038335119666,-0.014247847349224683,0.0071239236746123424
1.4142135623730951,0.75,8.0,2.4,-4.95,1.0,5.05,-0.0005567279564273247,-0.0006179060957269263,-0.015529674007552504,0.007764837003776252
1.4142135623730951,0.75,8.0,2.4,-4.8,1.0,4.903060268852505,-0.0006062940013241631,-0.0006751422575570795,-0.01696817565175479,0.008484087825877396
1.4142135623730951,0.75,8.0,2.4,-4.6499999999999995,1.0,4.756311596184589,-0.0006618357886455638,-0.0007395822769032454,-0.018587729982755583,0.009293864991377791
1.4142135623730951,0.75,8.0,2.4,-4.5,1.0,4.6097722286464435,-0.0007242665262489036,-0.0008123803846926314,-0.020417345987766566,0.010208672993883283
1.4142135623730951,0.75,8.0,2.4,-4.35,1.0,4.46346278129436,-0.00079466885421632,-0.0008949165824946604,-0.022491706889127272,0.011245853444563636
1.4142135623730951,0.75,8.0,2.4,-4.2,1.0,4.31740662898338,-0.000874331666781963,-0.0009888488160571182,-0.02485248140828806,0.012426240704144028
1.4142135623730951,0.75,8.0,2.4,-4.05,1.0,4.171630376401229,-0.0009647678475121656,-0.0010961508082445383,-0.027549274611260444,0.013774637305630222
1.4142135623730951,0.75,8.0,2.4,-3.9000000000000004,1.0,4.026164394522795,-0.0010658909246471766,-0.0012173110979102671,-0.030594364818625763,0.015297182409312882
1.4142135623730951,0.75,8.0,2.4,-3.75,1.0,3.881042155946873,-0.0011252132569148485,-0.0013004092743366163,-0.03268284978332758,0.01634142489166379
1.4142135623730951,0.75,8.0,2.4,-3.5999999999999996,1.0,3.736274039205068,-0.00043775066180727623,-0.0006383870380247073,-0.01604441623044295,0.008022208115221474
1.4142135623730951,0.75,8.0,2.4,-3.4499999999999993,1.0,3.591578181258611,0.00542782680988138,0.005227009041107972,0.13136906563033787,-0.06568453281516895
1.4142135623730951,0.75,8.0,2.4,-3.299999999999999,1.0,3.444978131025748,0.029883982740125603,0.02985363684779066,0.7503037296316535,-0.37515186481582674
1.4142135623730951,0.75,8.0,2.4,-3.1500000000000004,1.0,3.2890999451510545,0.08836599351695455,0.08915260578455556,2.240649371049173,-1.1203246855245865
1.4142135623730951,0.75,8.0,2.4,-3.0,1.0,3.107434542807479,0.16739892229479503,0.170750858245678,4.291437134870193,-2.1457185674350967
1.4142135623730951,0.75,8.0,2.4,-2.8499999999999996,1.0,2.878282703165645,0.2084385645082517,0.2179107665313642,5.476694906184435,-2.738347453092217
1.4142135623730951,0.75,8.0,2.4,-2.6999999999999993,1.0,2.5897359200799444,0.15222172099430095,0.17267519942995452,4.33980110389038,-2.16990055194519
1.4142135623730951,0.75,8.0,2.4,-2.549999999999999,1.0,2.254577601645804,0.001227020040344307,0.035384032621493616,0.8892977355045275,-0.44464886775226375
1.4142135623730951,0.75,8.0,2.4,-2.4000000000000004,1.0,1.9101318886572538,-0.17523005477846718,-0.13224080019343168,-3.3235738111401654,1.6617869055700822
1.4142135623730951,0.75,8.0,2.4,-2.25,1.0,1.60197932004024,-0.29156518799768033,-0.25419526785822544,-6.388623888645526,3.194311944322763
1.4142135623730951,0.75,8.0,2.4,-2.0999999999999996,1.0,1.3635354134259219,-0.30162920292359446,-0.2855916836055354,-7.177701881131924,3.588850940565962
1.4142135623730951,0.75,8.0,2.4,-1.9499999999999993,1.0,1.2038895334226063,-0.22624610293219816,-0.23513741261917215,-5.909647744548025,2.9548238722740123
1.4142135623730951,0.75,8.0,2.4,-1.799999999999999,1.0,1.1100085866809786,-0.12757177827444086,-0.15315794212345385,-3.849278926511787,1.9246394632558932
1.4142135623730951,0.75,8.0,2.4,-1.6500000000000004,1.0,1.0597877309535588,-0.05114192301267876,-0.08460029569670688,-2.1262373396183882,1.0631186698091941
1.4142135623730951,0.75,8.0,2.4,-1.5,1.0,1.034119630019546,-0.005750429128129556,-0.04242211110769571,-1.0661839408456544,0.5330919704228272
1.4142135623730951,0.75,8.0,2.4,-1.3499999999999996,1.0000000000000007,1.020913149589374,0.01763769177562548,-0.02038547195084819,-0.5123427913659637,0.2561713956829818
1.4142135623730951,0.75,8.0,2.4,-1.1999999999999993,1.0000000179284663,1.013730052704634,0.02891869440450179,-0.009749398505165738,-0.24502910976598397,0.122514554882992
1.4142135623730951,0.75,8.0,2.4,-1.049999999999999,1.0001861229563738,1.0094320506284624,0.03420694600225633,-0.004821277869148252,-0.1211719290770496,0.06058596453852481
1.4142135623730951,0.75,8.0,2.4,-0.9000000000000004,1.0176524247062524,1.0065550612873067,0.036318479333617246,-0.002943777968715054,-0.07398520992251759,0.03699260496125875
1.4142135623730951,0.75,8.0,2.4,-0.75,1.1359817996286672,1.004442123111004,0.037357310942549564,-0.002075665522825912,-0.052167164462556016,0.02608358223127794
1.4142135623730951,0.75,8.0,2.4,-0.5999999999999996,1.3055883699067397,1.0028181490938408,0.03846094857805784,-0.001102385817059806,-0.02770597747437335,0.013852988737186683
1.4142135623730951,0.75,8.0,2.4,-0.4499999999999993,1.3920469112358094,1.0015817428094562,0.03895302993235122,-0.0007091191076836478,-0.01782210703375278,0.008911053516876351
1.4142135623730951,0.75,8.0,2.4,-0.29999999999999893,1.4122115180331196,1.0007029155062515,0.0391040251998881,-0.000628395927264401,-0.015793312229116705,0.007896656114558304
1.4142135623730951,0.75,8.0,2.4,-0.15000000000000036,1.4141821954641274,1.0001757659498487,0.03915314622959109,-0.0006214970086526467,-0.015619923492889496,0.007809961746444853
1.4142135623730951,0.75,8.0,2.4,0.0,1.4142135623730951,1.0,0.039167037747947886,-0.0006216980250259505,-0.015624975585382474,0.007812487792691223
1.4142135623730951,0.75,8.0,2.4,0.15000000000000036,1.4141821954641274,1.0001757659498487,0.03915314622959109,-0.0006214970086526467,-0.015619923492889496,0.007809961746444853
1.4142135623730951,0.75,8.0,2.4,0.3000000000000007,1.4122115180331196,1.0007029155062515,0.03910402519988806,-0.0006283959272644427,-0.015793312229117753,0.007896656114558875
1.4142135623730951,0.75,8.0,2.4,0.45000000000000107,1.3920469112358087,1.0015817428094562,0.038953029932365865,-0.0007091191076689998,-0.017822107033384636,0.008911053516692306
1.4142135623730951,0.75,8.0,2.4,0.5999999999999996,1.3055883699067397,1.0028181490938408,0.03846094857805784,-0.001102385817059806,-0.02770597747437335,0.013852988737186683
1.4142135623730951,0.75,8.0,2.4,0.75,1.1359817996286672,1.004442123111004,0.037357310942549564,-0.002075665522825912,-0.052167164462556016,0.02608358223127794
1.4142135623730951,0.75,8.0,2.4,0.9000000000000004,1.0176524247062524,1.0065550612873067,0.036318479333617246,-0.002943777968715054,-0.07398520992251759,0.03699260496125875
1.4142135623730951,0.75,8.0,2.4,1.0500000000000007,1.0001861229563738,1.0094320506284624,0.03420694600225593,-0.0048212778691486755,-0.12117192907706024,0.060585964538530136
1.4142135623730951,0.75,8.0,2.4,1.200000000000001,1.0000000179284663,1.013730052704634,0.02891869440447433,-0.009749398505193178,-0.2450291097666736,0.12251455488333683
1.4142135623730951,0.75,8.0,2.4,1.3499999999999996,1.0000000000000007,1.020913149589374,0.01763769177559721,-0.020385471950876463,-0.5123427913666743,0.2561713956833371
1.4142135623730951,0.75,8.0,2.4,1.5,1.0,1.034119630019546,-0.005750429128129556,-0.04242211110769571,-1.0661839408456544,0.5330919704228272
1.4142135623730951,0.75,8.0,2.4,1.6500000000000004,1.0,1.0597877309535588,-0.05114192301270703,-0.08460029569673516,-2.1262373396190988,1.0631186698095494
1.4142135623730951,0.75,8.0,2.4,1.8000000000000007,1.0,1.1100085866809795,-0.12757177827445482,-0.15315794212346798,-3.8492789265121417,1.9246394632560708
1.4142135623730951,0.75,8.0,2.4,1.950000000000001,1.0,1.2038895334226076,-0.22624610293223377,-0.23513741261920773,-5.909647744548919,2.95482387227446
1.4142135623730951,0.75,8.0,2.4,2.0999999999999996,1.0,1.3635354134259219,-0.3016292029235379,-0.2855916836054788,-7.177701881130503,3.5888509405652513
1.4142135623730951,0.75,8.0,2.4,2.25,1.0,1.60197932004024,-0.29156518799768033,-0.25419526785822544,-6.388623888645526,3.194311944322763
1.4142135623730951,0.75,8.0,2.4,2.4000000000000004,1.0,1.9101318886572538,-0.17523005477846718,-0.13224080019343168,-3.3235738111401654,1.6617869055700822
1.4142135623730951,0.75,8.0,2.4,2.5500000000000007,1.0,2.254577601645809,0.001227020040744783,0.03538403262189395,0.8892977355145889,-0.4446488677572944
1.4142135623730951,0.75,8.0,2.4,2.700000000000001,1.0,2.589735920079948,0.15222172099423048,0.17267519942988327,4.33980110388859,-2.169900551944295
1.4142135623730951,0.75,8.0,2.4,2.8499999999999996,1.0,2.878282703165645,0.20843856450802553,0.21791076653113803,5.47669490617875,-2.738347453089375
1.4142135623730951,0.75,8.0,2.4,3.0,1.0,3.107434542807479,0.16739892229479503,0.170750858245678,4.291437134870193,-2.1457185674350967
1.4142135623730951,0.75,8.0,2.4,3.1500000000000004,1.0,3.2890999451510545,0.08836599351695455,0.08915260578455556,2.240649371049173,-1.1203246855245865
1.4142135623730951,0.75,8.0,2.4,3.3000000000000007,1.0,3.4449781310257497,0.029883982740127484,0.02985363684779292,0.7503037296317102,-0.37515186481585516
1.4142135623730951,0.75,8.0,2.4,3.450000000000001,1.0,3.5915781812586123,0.005427826809767728,0.005227009040994321,0.13136906562748152,-0.06568453281374076
1.4142135623730951,0.75,8.0,2.4,3.5999999999999996,1.0,3.736274039205068,-0.0004377506619202063,-0.0006383870381377937,-0.01604441623328512,0.00802220811664256
1.4142135623730951,0.75,8.0,2.4,3.75,1.0,3.881042155946873,-0.0011252132569148485,-0.0013004092743366163,-0.03268284978332758,0.01634142489166379
1.4142135623730951,0.75,8.0,2.4,3.9000000000000004,1.0,4.026164394522795,-0.0010658909246471766,-0.0012173110979102671,-0.030594364818625763,0.015297182409312882
1.4142135623730951,0.75,8.0,2.4,4.050000000000001,1.0,4.17163037640123,-0.000964767847398953,-0.001096150808131452,-0.027549274608418273,0.013774637304209136
1.4142135623730951,0.75,8.0,2.4,4.199999999999999,1.0,4.317406628983379,-0.0008743316668951826,-0.0009888488161702198,-0.02485248141113061,0.012426240705565306
1.4142135623730951,0.75,8.0,2.4,4.350000000000001,1.0,4.4634627812943615,-0.0007946688538770607,-0.0008949165821554011,-0.022491706880600756,0.01124585344030038
1.4142135623730951,0.75,8.0,2.4,4.5,1.0,4.6097722286464435,-0.0007242665261359212,-0.000812380384579545,-0.020417345984924395,0.010208672992462198
1.4142135623730951,0.75,8.0,2.4,4.649999999999999,1.0,4.756311596184588,-0.0006618357887578766,-0.0007395822770157536,-0.01858772998558322,0.009293864992791612
1.4142135623730951,0.75,8.0,2.4,4.800000000000001,1.0,4.903060268852506,-0.0006062940013241631,-0.0006751422575570795,-0.01696817565175479,0.008484087825877396
1.4142135623730951,0.75,8.0,2.4,4.949999999999999,1.0,5.05,-0.0005567279562012498,-0.0006179060955007646,-0.015529674001868441,0.007764837000934222
1.4142135623730951,0.75,8.0,2.4,5.100000000000001,1.0,5.197114584074515,-0.0005123641612437185,-0.0005669038330596212,-0.014247847337856003,0.0071239236689280006
1.4142135623730951,0.75,8.0,2.4,5.25,1.0,5.344389581607987,-0.00047254484280839304,-0.0005213166864433613,-0.013102117378593901,0.006551058689296951
1.4142135623730951,0.75,8.0,2.4,5.400000000000002,1.0,5.491812087098395,-0.0004367084795340371,-0.0004804505018833209,-0.01207503813704136,0.00603751906852068
1.4142135623730951,0.75,8.0,2.4,5.550000000000001,1.0,5.639370532249146,-0.0004043739524027029,-0.0004437143677140272,-0.011151758383221024,0.005575879191610511
1.4142135623730951,0.75,8.0,2.4,5.699999999999999,1.0,5.7870545184921145,-0.00037512756323295117,-0.0004106032738251009,-0.01031958582871084,0.005159792914355421
1.4142135623730951,0.75,8.0,2.4,5.850000000000001,1.0,5.93485467387366,-0.0003486123753506092,-0.0003806840016401492,-0.00956763250313486,0.00478381625156743
1.4142135623730951,0.75,8.0,2.4,6.0,1.0,6.082762530298219,-0.0003245194145362597,-0.0003535835784544811,-0.008886524580020705,0.0044432622900103524
1.4142135623730951,0.75,8.0,2.4,6.150000000000002,1.0,6.23077041785364,-0.0003025803787529991,-0.0003289797894808786,-0.008268163918501159,0.0041340819592505795
1.4142135623730951,0.75,8.0,2.4,6.300000000000001,1.0,6.378871373526826,-0.00028256158375116375,-0.0003065933561220916,-0.007705531481860817,0.0038527657409304084
1.4142135623730951,0.75,8.0,2.4,6.449999999999999,1.0,6.527059062089142,-0.000264258896199623,-0.0002861814409643637,-0.007192524100219089,0.0035962620501095444
1.4142135623730951,0.75,8.0,2.4,6.600000000000001,1.0,6.675327707311456,-0.0002474935013558201,-0.0002675322560445932,-0.00672381896150398,0.00336190948075199
1.4142135623730951,0.75,8.0,2.4,6.75,1.0,6.823672031978091,-0.00023210833659272542,-0.00025046055093242456,-0.006294760214586858,0.0031473801072934293
1.4142135623730951,0.75,8.0,2.4,6.900000000000002,1.0,6.972087205421346,-0.00021796508813147527,-0.00023480383518743265,-0.005901264029276375,0.002950632014638188
1.4142135623730951,0.75,8.0,2.4,7.050000000000001,1.0,7.120568797504874,-0.00020494164709367025,-0.0002204191976947471,-0.00553973865750379,0.002769869328751895
