B0,wB,aR,wR,l,B,R,rho,nec,Gkk,flare
5.0,0.75,1.0,0.75,-7.05,1.0,7.120568797504873,-0.0002049416470931048,-0.00022041919769418168,-0.00553973865748958,0.0027698693287447895
5.0,0.75,1.0,0.75,-6.8999999999999995,1.0,6.972087205421343,-0.0002179650879047429,-0.0002348038349607003,-0.00590126402357797,0.002950632011788985
5.0,0.75,1.0,0.75,-6.75,1.0,6.823672031978091,-0.00023210833659272542,-0.00025046055093242456,-0.006294760214586858,0.0031473801072934293
5.0,0.75,1.0,0.75,-6.6,1.0,6.675327707311454,-0.00024749350090424706,-0.00026753225559281944,-0.006723818950149667,0.003361909475074834
5.0,0.75,1.0,0.75,-6.45,1.0,6.527059062089143,-0.00026425889620018174,-0.00028618144096492244,-0.007192524100233131,0.003596262050116566
5.0,0.75,1.0,0.75,-6.3,1.0,6.378871373526825,-0.00028256158352499093,-0.0003065933558959188,-0.007705531476176476,0.0038527657380882374
5.0,0.75,1.0,0.75,-6.1499999999999995,1.0,6.230770417853638,-0.00030258037897929423,-0.00032897978970705867,-0.008268163924185685,0.004134081962092842
5.0,0.75,1.0,0.75,-6.0,1.0,6.082762530298219,-0.00032451941453638027,-0.0003535835784544811,-0.008886524580020705,0.0044432622900103524
5.0,0.75,1.0,0.75,-5.85,1.0,5.934854673873658,-0.0003486123758035202,-0.0003806840020930602,-0.009567632514517754,0.004783816257258877
5.0,0.75,1.0,0.75,-5.7,1.0,5.7870545184921145,-0.0003751275636852882,-0.00041060327427743795,-0.01031958584007931,0.005159792920039656
5.0,0.75,1.0,0.75,-5.55,1.0,5.639370532249145,-0.00040437395285504836,-0.00044371436816637266,-0.011151758394589704,0.005575879197294853
5.0,0.75,1.0,0.75,-5.3999999999999995,1.0,5.491812087098392,-0.00043670847930745577,-0.00048045050165659213,-0.012075038131343044,0.006037519065671523
5.0,0.75,1.0,0.75,-5.25,1.0,5.344389581607987,-0.0004725448428085487,-0.0005213166864433614,-0.013102117378593904,0.006551058689296951
5.0,0.75,1.0,0.75,-5.1,1.0,5.197114584074513,-0.0005123641616958996,-0.0005669038335119666,-0.014247847349224683,0.0071239236746123424
5.0,0.75,1.0,0.75,-4.95,1.0,5.05,-0.0005567279564273247,-0.0006179060957269263,-0.015529674007552504,0.007764837003776252
5.0,0.75,1.0,0.75,-4.8,1.0,4.903060268852505,-0.0006062940013241631,-0.0006751422575570795,-0.01696817565175479,0.008484087825877396
5.0,0.75,1.0,0.75,-4.6499999999999995,1.0,4.756311596184589,-0.0006618357886455638,-0.0007395822769032454,-0.018587729982755583,0.009293864991377791
5.0,0.75,1.0,0.75,-4.5,1.0,4.6097722286464435,-0.0007242665262489036,-0.0008123803846926314,-0.020417345987766566,0.010208672993883283
5.0,0.75,1.0,0.75,-4.35,1.0,4.4634627812943615,-0.0007946688542159881,-0.0008949165824946604,-0.022491706889127272,0.011245853444563636
5.0,0.75,1.0,0.75,-4.2,1.0,4.317406628984581,-0.0008743318274953851,-0.0009888489769790494,-0.02485248545269731,0.012426242726348654
5.0,0.75,1.0,0.75,-4.05,1.0,4.17163037672323,-0.0009647971508707777,-0.0010961801609475825,-0.02755001232515042,0.01377500616257521
5.0,0.75,1.0,0.75,-3.9000000000000004,1.0,4.026164427839479,-0.0010679172525045768,-0.001219341918544742,-0.030645404908113967,0.01532270245405698
5.0,0.75,1.0,0.75,-3.75,1.0,3.881043674065006,-0.001185928589843025,-0.0013613040050906794,-0.034213301293561926,0.017106650646780963
5.0,0.75,1.0,0.75,-3.5999999999999996,1.0,3.7363083384538807,-0.0013215446036803319,-0.0015257147273724549,-0.03834539343189647,0.019172696715948234
5.0,0.75,1.0,0.75,-3.4499999999999993,1.0,3.592005011132361,-0.0014780741218520872,-0.0017170838125870167,-0.0431550231297706,0.0215775115648853
5.0,0.75,1.0,0.75,-3.299999999999999,1.0,3.4481879299133325,-0.001659572826433023,-0.0019410218695664777,-0.04878320036709737,0.02439160018354869
5.0,0.75,1.0,0.75,-3.1500000000000004,1.0,3.3049205739321486,-0.0018710377443960393,-0.0022045560269059643,-0.05540653614843904,0.027703268074219523
5.0,0.75,1.0,0.75,-3.0,1.0,3.1622776601683795,-0.002118657745429262,-0.0025165486841738295,-0.0632477668688125,0.03162388343440625
5.0,0.75,1.0,0.75,-2.8499999999999996,1.0,3.020347662107791,-0.002410136818462775,-0.0028882565148938264,-0.07258980359098643,0.03629490179549322
5.0,0.75,1.0,0.75,-2.6999999999999993,1.0,2.879236009777593,-0.0027551114167096973,-0.0033340809170906106,-0.08379459292484626,0.04189729646242313
5.0,0.75,1.0,0.75,-2.549999999999999,1.0,2.7390691849604667,-0.0031656881217963263,-0.0038725802561188592,-0.0973285574644791,0.04866427873223955
5.0,0.75,1.0,0.75,-2.4000000000000004,1.0,2.6,-0.003657132278040071,-0.004527839652154686,-0.11379702230273381,0.056898511151366904
5.0,0.75,1.0,0.75,-2.25,1.0,2.462214450449026,-0.00424873966225682,-0.005331326192250992,-0.1339908415957325,0.06699542079786625
5.0,0.75,1.0,0.75,-2.0999999999999996,1.0,2.325940669922601,-0.004964916267938632,-0.006324394173941262,-0.15894936220207967,0.07947468110103983
5.0,0.75,1.0,0.75,-1.9499999999999993,1.0,2.191460700081112,-0.005836464539923458,-0.007561637145919456,-0.19004466965385802,0.09502233482692901
5.0,0.75,1.0,0.75,-1.799999999999999,1.0,2.059126028197399,-0.006902005366109024,-0.009115284828970047,-0.22909209483256635,0.11454604741628316
5.0,0.75,1.0,0.75,-1.6500000000000004,1.0,1.929378138157474,-0.00820931107649485,-0.011080747864365087,-0.27848956869576114,0.13924478434788057
5.0,0.75,1.0,0.75,-1.5,1.0,1.8027756377319946,-0.009816010382838634,-0.013583071528751992,-0.3413798218232955,0.17068991091164776
5.0,0.75,1.0,0.75,-1.3499999999999996,1.0000000000000027,1.680029761641144,-0.011788534093270651,-0.0167831509029243,-0.4218065886457271,0.21090329432286356
5.0,0.75,1.0,0.75,-1.1999999999999993,1.0000000832572218,1.5620499351813304,-0.014197627709211378,-0.02088092986127084,-0.5247950068183377,0.26239750340916884
5.0,0.75,1.0,0.75,-1.049999999999999,1.0008646213870867,1.4499999999999993,-0.01922541806462838,-0.028243725635399584,-0.7098422477294164,0.3549211238647082
5.0,0.75,1.0,0.75,-0.9000000000000004,1.0846530797561058,1.3453624047073711,-0.08754963535366467,-0.10117069188302837,-2.5426968190265473,1.2713484095132737
5.0,0.75,1.0,0.75,-0.75,1.807743025268282,1.25,-0.0589902954674236,-0.08164996641058075,-2.0520874771306707,1.0260437385653354
5.0,0.75,1.0,0.75,-0.5999999999999996,3.4497504230439873,1.16619037896906,0.013231142906974845,-0.015374572688045976,-0.38640515687078014,0.1932025784353901
5.0,0.75,1.0,0.75,-0.4499999999999993,4.646307172353235,1.096585609973065,0.028588293561171978,-0.004241963413923973,-0.10661216878384186,0.05330608439192089
5.0,0.75,1.0,0.75,-0.29999999999999893,4.967214088020156,1.0440306508910548,0.03342515507042027,-0.0029561239675202564,-0.0742954987156988,0.037147749357849355
5.0,0.75,1.0,0.75,-0.15000000000000036,4.999485022870278,1.0111874208078344,0.03579797986232263,-0.0030809541598636678,-0.0774328236373969,0.038716411818698525
5.0,0.75,1.0,0.75,0.0,4.999999999999999,1.0,0.03660595515737685,-0.0031827806155969862,-0.07999200159957993,0.03999600079978991
5.0,0.75,1.0,0.75,0.15000000000000036,4.999485022870278,1.0111874208078344,0.0357979798623215,-0.003080954159864799,-0.07743282363742532,0.038716411818712736
5.0,0.75,1.0,0.75,0.3000000000000007,4.967214088020154,1.0440306508910553,0.033425155070419994,-0.002956123967520506,-0.07429549871570508,0.03714774935785258
5.0,0.75,1.0,0.75,0.45000000000000107,4.646307172353226,1.096585609973066,0.028588293561174708,-0.00424196341392118,-0.10661216878377167,0.05330608439188576
5.0,0.75,1.0,0.75,0.5999999999999996,3.4497504230439873,1.16619037896906,0.013231142906972469,-0.015374572688048352,-0.38640515687083987,0.19320257843541996
5.0,0.75,1.0,0.75,0.75,1.807743025268282,1.25,-0.0589902954674236,-0.08164996641058075,-2.0520874771306707,1.0260437385653354
5.0,0.75,1.0,0.75,0.9000000000000004,1.0846530797561058,1.3453624047073711,-0.08754963535371273,-0.10117069188307642,-2.5426968190277552,1.2713484095138776
5.0,0.75,1.0,0.75,1.0500000000000007,1.0008646213870864,1.4500000000000006,-0.019225418064630847,-0.028243725635401645,-0.7098422477294681,0.35492112386473407
5.0,0.75,1.0,0.75,1.200000000000001,1.0000000832572218,1.5620499351813317,-0.014197627709264882,-0.020880929861324688,-0.524795006819691,0.2623975034098455
5.0,0.75,1.0,0.75,1.3499999999999996,1.0000000000000027,1.680029761641144,-0.011788534093270651,-0.0167831509029243,-0.4218065886457271,0.21090329432286356
5.0,0.75,1.0,0.75,1.5,1.0,1.8027756377319946,-0.009816010382838634,-0.013583071528751992,-0.3413798218232955,0.17068991091164776
5.0,0.75,1.0,0.75,1.6500000000000004,1.0,1.929378138157474,-0.00820931107649485,-0.011080747864365087,-0.27848956869576114,0.13924478434788057
5.0,0.75,1.0,0.75,1.8000000000000007,1.0,2.0591260281974004,-0.006902005366222779,-0.009115284829084264,-0.22909209483543694,0.11454604741771846
5.0,0.75,1.0,0.75,1.950000000000001,1.0,2.1914607000811133,-0.0058364645400350605,-0.007561637146030847,-0.1900446696566576,0.09502233482832878
5.0,0.75,1.0,0.75,2.0999999999999996,1.0,2.325940669922601,-0.004964916267882089,-0.006324394173884719,-0.15894936220065856,0.07947468110032929
5.0,0.75,1.0,0.75,2.25,1.0,2.462214450449026,-0.00424873966225682,-0.005331326192250992,-0.1339908415957325,0.06699542079786625
5.0,0.75,1.0,0.75,2.4000000000000004,1.0,2.6,-0.003657132278040071,-0.004527839652154686,-0.11379702230273381,0.056898511151366904
5.0,0.75,1.0,0.75,2.5500000000000007,1.0,2.7390691849604685,-0.0031656881217968927,-0.0038725802561194247,-0.09732855746449331,0.04866427873224666
5.0,0.75,1.0,0.75,2.700000000000001,1.0,2.879236009777595,-0.0027551114165966116,-0.003334080916977524,-0.08379459292200409,0.04189729646100204
5.0,0.75,1.0,0.75,2.8499999999999996,1.0,3.020347662107791,-0.002410136818462775,-0.0028882565148938264,-0.07258980359098643,0.03629490179549322
5.0,0.75,1.0,0.75,3.0,1.0,3.1622776601683795,-0.002118657745429262,-0.0025165486841738295,-0.0632477668688125,0.03162388343440625
5.0,0.75,1.0,0.75,3.1500000000000004,1.0,3.3049205739321486,-0.0018710377442829529,-0.002204556026792878,-0.055406536145596874,0.027703268072798437
5.0,0.75,1.0,0.75,3.3000000000000007,1.0,3.4481879299133342,-0.001659572826319937,-0.0019410218694533915,-0.04878320036425521,0.024391600182127604
5.0,0.75,1.0,0.75,3.450000000000001,1.0,3.592005011132363,-0.0014780741218520872,-0.0017170838125870164,-0.04315502312977059,0.0215775115648853
5.0,0.75,1.0,0.75,3.5999999999999996,1.0,3.7363083384538807,-0.0013215446036796102,-0.0015257147273718896,-0.03834539343188226,0.01917269671594113
5.0,0.75,1.0,0.75,3.75,1.0,3.881043674065006,-0.001185928589843025,-0.0013613040050906794,-0.034213301293561926,0.017106650646780963
5.0,0.75,1.0,0.75,3.9000000000000004,1.0,4.026164427839479,-0.0010679172525045768,-0.001219341918544742,-0.030645404908113967,0.01532270245405698
5.0,0.75,1.0,0.75,4.050000000000001,1.0,4.171630376723231,-0.0009647971509838643,-0.0010961801610606691,-0.027550012327992594,0.013775006163996295
5.0,0.75,1.0,0.75,4.199999999999999,1.0,4.31740662898458,-0.0008743318277219275,-0.0009888489772052374,-0.024852485458382038,0.012426242729191017
5.0,0.75,1.0,0.75,4.350000000000001,1.0,4.463462781294363,-0.0007946688539898153,-0.0008949165822684875,-0.022491706883442927,0.011245853441721465
5.0,0.75,1.0,0.75,4.5,1.0,4.6097722286464435,-0.0007242665261359212,-0.000812380384579545,-0.020417345984924395,0.010208672992462198
5.0,0.75,1.0,0.75,4.649999999999999,1.0,4.756311596184588,-0.0006618357887578766,-0.0007395822770157536,-0.01858772998558322,0.009293864992791612
5.0,0.75,1.0,0.75,4.800000000000001,1.0,4.903060268852506,-0.0006062940013241631,-0.0006751422575570795,-0.01696817565175479,0.008484087825877396
5.0,0.75,1.0,0.75,4.949999999999999,1.0,5.05,-0.0005567279562012498,-0.0006179060955007646,-0.015529674001868441,0.007764837000934222
5.0,0.75,1.0,0.75,5.100000000000001,1.0,5.197114584074515,-0.0005123641612437185,-0.0005669038330596212,-0.014247847337856003,0.0071239236689280006
5.0,0.75,1.0,0.75,5.25,1.0,5.344389581607987,-0.00047254484280839304,-0.0005213166864433613,-0.013102117378593901,0.006551058689296951
5.0,0.75,1.0,0.75,5.400000000000002,1.0,5.491812087098395,-0.0004367084795340371,-0.0004804505018833209,-0.01207503813704136,0.00603751906852068
5.0,0.75,1.0,0.75,5.550000000000001,1.0,5.639370532249146,-0.0004043739524027029,-0.0004437143677140272,-0.011151758383221024,0.005575879191610511
5.0,0.75,1.0,0.75,5.699999999999999,1.0,5.7870545184921145,-0.00037512756323295117,-0.0004106032738251009,-0.01031958582871084,0.005159792914355421
5.0,0.75,1.0,0.75,5.850000000000001,1.0,5.93485467387366,-0.0003486123753506092,-0.0003806840016401492,-0.00956763250313486,0.00478381625156743
5.0,0.75,1.0,0.75,6.0,1.0,6.082762530298219,-0.0003245194145362597,-0.0003535835784544811,-0.008886524580020705,0.0044432622900103524
5.0,0.75,1.0,0.75,6.150000000000002,1.0,6.23077041785364,-0.0003025803787529991,-0.0003289797894808786,-0.008268163918501159,0.0041340819592505795
5.0,0.75,1.0,0.75,6.300000000000001,1.0,6.378871373526826,-0.00028256158375116375,-0.0003065933561220916,-0.007705531481860817,0.0038527657409304084
5.0,0.75,1.0,0.75,6.449999999999999,1.0,6.527059062089142,-0.000264258896199623,-0.0002861814409643637,-0.007192524100219089,0.0035962620501095444
5.0,0.75,1.0,0.75,6.600000000000001,1.0,6.675327707311456,-0.0002474935013558201,-0.0002675322560445932,-0.00672381896150398,0.00336190948075199
5.0,0.75,1.0,0.75,6.75,1.0,6.823672031978091,-0.00023210833659272542,-0.00025046055093242456,-0.006294760214586858,0.0031473801072934293
5.0,0.75,1.0,0.75,6.900000000000002,1.0,6.972087205421346,-0.00021796508813147527,-0.00023480383518743265,-0.005901264029276375,0.002950632014638188
5.0,0.75,1.0,0.75,7.050000000000001,1.0,7.120568797504874,-0.00020494164709367025,-0.0002204191976947471,-0.00553973865750379,0.002769869328751895
5.0,0.75,1.0,0.75,7.199999999999999,1.0,7.269112738154498,-0.0001929299505020426,-0.00020718062199361994,-0.005207016960170563,0.0026035084800852815
5.0,0.75,1.0,0.75,7.350000000000001,1.0,7.41771528167535,-0.00018183414254524177,-0.00019497671188736928,-0.004900299245491624,0.002450149622745812
5.0,0.75,1.0,0.75,7.5,1.0,7.566372975210778,-0.00017156900633907328,-0.00018370876082407012,-0.004617104747239865,0.002308552373619932
5.0,0.75,1.0,0.75,7.650000000000002,1.0,7.7150826307953455,-0.00016205861514668579,-0.00017328910061702315,-0.004355230123564979,0.0021776150617824896
5.0,0.75,1.0,0.75,7.800000000000001,1.0,7.863841300535,-0.0001532351814457456,-0.00016363969713515305,-0.004112714162843645,0.0020563570814218224
5.0,0.75,1.0,0.75,7.949999999999999,1.0,8.01264625451542,-0.00014503805983393284,-0.0001546909402763879,-0.003887807372393581,0.0019439036861967907
5.0,0.75,1.0,0.75,8.100000000000001,1.0,8.161494961096283,-0.00013741288999575462,-0.00014638060742347482,-0.0036789459272768004,0.0018394729636384
5.0,0.75,1.0,0.75,8.25,1.0,8.31038506929733,-0.00013031085036742046,-0.00013865296530622692,-0.0034847290976358636,0.0017423645488179318
5.0,0.75,1.0,0.75,8.400000000000002,1.0,8.459314393022643,-0.0001236880176768487,-0.00013145800079016927,-0.0033038999163039757,0.001651949958151988
5.0,0.75,1.0,0.75,8.55,1.0,8.608280896903866,-0.00011750480110788042,-0.00012475074552688743,-0.0031353282054169544,0.001567664102708477
5.0,0.75,1.0,0.75,8.7,1.0,8.75728268357257,-0.00011172545783199992,-0.00011849069807636147,-0.0029779960527633875,0.0014889980263816938
5.0,0.75,1.0,0.75,8.850000000000001,1.0,8.906317982196684,-0.00010631766152695574,-0.0001126413125387981,-0.0028309849597007997,0.0014154924798503998
5.0,0.75,1.0,0.75,9.0,1.0,9.055385138137417,-0.000101252131188173,-0.00010716955886570437,-0.0026934647905676457,0.0013467323952838228
5.0,0.75,1.0,0.75,9.150000000000002,1.0,9.204482603601358,-9.65023037176649e-05,-0.00010204553656583097,-0.0025646840640547452,0.0012823420320273726
5.0,0.75,1.0,0.75,9.3,1.0,9.353608929178085,-9.204404132683708e-05,-9.724213136698018e-05,-0.002443961324175348,0.0012219806620876739
5.0,0.75,1.0,0.75,9.45,1.0,9.50276275616728,-8.78553820212432e-05,-9.273472187330618e-05,-0.002330677767758971,0.0011653388838794854
5.0,0.75,1.0,0.75,9.600000000000001,1.0,9.651942809610924,-8.391631224385089e-05,-8.850091426747443e-05,-0.002224270576789422,0.001112135288394711
5.0,0.75,1.0,0.75,9.75,1.0,9.80114789195633,-8.02085693216002e-05,-8.452031183551268e-05,-0.0021242271259325207,0.0010621135629662604
5.0,0.75,1.0,0.75,9.900000000000002,1.0,9.9503768772846,-7.671546902547597e-05,-8.077431390203902e-05,-0.002030079929227213,0.0010150399646136066
5.0,0.75,1.0,0.75,10.05,1.0,10.099628706046575,-7.342174256295028e-05,-7.724592788011843e-05,-0.0019414019163832563,0.0009707009581916282
5.0,0.75,1.0,0.75,10.2,1.0,10.248902380255165,-7.031340433145447e-05,-7.391961524760156e-05,-0.001857802561744393,0.0009289012808721964
5.0,0.75,1.0,0.75,10.350000000000001,1.0,10.39819695908863,-6.737762870794464e-05,-7.078114928444761e-05,-0.0017789243088373043,0.0008894621544186521
5.0,0.75,1.0,0.75,10.5,1.0,10.547511554864494,-6.460263194920425e-05,-6.781748027374912e-05,-0.0017044391825038476,0.0008522195912519237
5.0,0.75,1.0,0.75,10.650000000000002,1.0,10.696845329348276,-6.197758711393725e-05,-6.501663575953714e-05,-0.0016340462821062825,0.0008170231410531414
5.0,0.75,1.0,0.75,10.8,1.0,10.846197490365,-5.949252252118716e-05,-6.236760610335595e-05,-0.00156746890525028,0.00078373445262514
5.0,0.75,1.0,0.75,10.95,1.0,10.995567288685018,-5.713825373279802e-05,-5.986026509761805e-05,-0.001504452552580915,0.0007522262762904575
5.0,0.75,1.0,0.75,11.100000000000001,1.0,11.14495401515861,-5.490630719357387e-05,-5.748528356760339e-05,-0.0014447627563640708,0.0007223813781820354
5.0,0.75,1.0,0.75,11.25,1.0,11.294356998076518,-5.2788857636486904e-05,-5.523405790029619e-05,-0.0013881832842201902,0.0006940916421100951
5.0,0.75,1.0,0.75,11.400000000000002,1.0,11.443775600735975,-5.077867261832797e-05,-5.3098646718834496e-05,-0.0013345145475796019,0.0006672572737898008
5.0,0.75,1.0,0.75,11.55,1.0,11.593209219193795,-4.886905797066957e-05,-5.1071709357860374e-05,-0.0012835720553994179,0.0006417860276997089
5.0,0.75,1.0,0.75,11.7,1.0,11.742657280190032,-4.705381650700521e-05,-4.914645837345647e-05,-0.0012351852206080594,0.0006175926103040297
5.0,0.75,1.0,0.75,11.850000000000001,1.0,11.892119239227299,-4.532719970272836e-05,-4.731660570893607e-05,-0.0011891960071039873,0.0005945980035519938
5.0,0.75,1.0,0.75,12.0,1.0,12.041594578792296,-4.376870235246225e-05,-4.5661148541887655e-05,-0.0011475898305093324,0.0005737949152546662
5.0,0.75,1.0,2.4,-12.0,1.0,12.041594578792296,-4.376870642319723e-05,-4.5661152612436125e-05,-0.0011475899328133737,0.0005737949664066869
5.0,0.75,1.0,2.4,-11.85,1.0,11.892119239227295,-4.5327201059263315e-05,-4.731660706540731e-05,-0.001189196041195828,0.000594598020597914
5.0,0.75,1.0,2.4,-11.7,1.0,11.742657280190032,-4.705381650637443e-05,-4.914645837289104e-05,-0.0012351852205938485,0.0006175926102969242
5.0,0.75,1.0,2.4,-11.55,1.0,11.593209219193795,-4.886905842301512e-05,-5.1071709810205925e-05,-0.0012835720667681016,0.0006417860333840508
5.0,0.75,1.0,2.4,-11.4,1.0,11.443775600735973,-5.0778673070673524e-05,-5.309864717118005e-05,-0.0013345145589482854,0.0006672572794741427
5.0,0.75,1.0,2.4,-11.25,1.0,11.294356998076518,-5.2788857184706784e-05,-5.523405744851607e-05,-0.0013881832728657175,0.0006940916364328586
5.0,0.75,1.0,2.4,-11.1,1.0,11.144954015158609,-5.4906307193646415e-05,-5.748528356760338e-05,-0.0014447627563640706,0.0007223813781820354
5.0,0.75,1.0,2.4,-10.95,1.0,10.995567288685018,-5.7138253732872516e-05,-5.986026509761805e-05,-0.001504452552580915,0.0007522262762904575
5.0,0.75,1.0,2.4,-10.8,1.0,10.846197490365,-5.949252161706148e-05,-6.236760519923027e-05,-0.0015674688825271232,0.0007837344412635616
5.0,0.75,1.0,2.4,-10.65,1.0,10.696845329348275,-6.197758666159171e-05,-6.50166353071916e-05,-0.0016340462707375991,0.0008170231353687996
5.0,0.75,1.0,2.4,-10.5,1.0,10.547511554864494,-6.460263194920425e-05,-6.781748027374912e-05,-0.0017044391825038476,0.0008522195912519237
5.0,0.75,1.0,2.4,-10.35,1.0,10.398196959088628,-6.73776278032535e-05,-7.078114837975648e-05,-0.0017789242860999364,0.0008894621430499683
5.0,0.75,1.0,2.4,-10.2,1.0,10.248902380255165,-7.031340433145447e-05,-7.391961524760156e-05,-0.001857802561744393,0.0009289012808721964
5.0,0.75,1.0,2.4,-10.05,1.0,10.099628706046575,-7.342174301529584e-05,-7.724592833246398e-05,-0.00194140192775194,0.00097070096387597
5.0,0.75,1.0,2.4,-9.9,1.0,9.950376877284599,-7.671546879934865e-05,-8.077431367586623e-05,-0.0020300799235428713,0.0010150399617714356
5.0,0.75,1.0,2.4,-9.75,1.0,9.80114789195633,-8.020856932155334e-05,-8.452031183551268e-05,-0.0021242271259325207,0.0010621135629662604
5.0,0.75,1.0,2.4,-9.6,1.0,9.651942809610922,-8.391631201767812e-05,-8.850091404130166e-05,-0.0022242705711050803,0.0011121352855525402
5.0,0.75,1.0,2.4,-9.45,1.0,9.50276275616728,-8.7855382021293e-05,-9.273472187330616e-05,-0.0023306777677589707,0.0011653388838794854
5.0,0.75,1.0,2.4,-9.3,1.0,9.353608929178085,-9.204404132627164e-05,-9.724213136641474e-05,-0.002443961324161137,0.0012219806620805684
5.0,0.75,1.0,2.4,-9.15,1.0,9.204482603601356,-9.650230371761182e-05,-0.00010204553656583097,-0.0025646840640547452,0.0012823420320273726
5.0,0.75,1.0,2.4,-9.0,1.0,9.055385138137417,-0.00010125213141480153,-0.00010716955909244258,-0.0026934647962661984,0.0013467323981330992
5.0,0.75,1.0,2.4,-8.85,1.0,8.906317982196683,-0.00010631766152689903,-0.00011264131253879809,-0.0028309849597007992,0.0014154924798503998
5.0,0.75,1.0,2.4,-8.7,1.0,8.75728268357257,-0.00011172545783256536,-0.00011849069807692691,-0.0029779960527775984,0.0014889980263887992
5.0,0.75,1.0,2.4,-8.55,1.0,8.608280896903866,-0.00011750480156022598,-0.00012475074597923297,-0.0031353282167856378,0.0015676641083928189
5.0,0.75,1.0,2.4,-8.4,1.0,8.459314393022641,-0.00012368801767741414,-0.0001314580007907347,-0.003303899916318187,0.0016519499581590935
5.0,0.75,1.0,2.4,-8.25,1.0,8.31038506929733,-0.00013031085036735546,-0.00013865296530622692,-0.0034847290976358636,0.0017423645488179318
5.0,0.75,1.0,2.4,-8.1,1.0,8.161494961096281,-0.00013741289022192738,-0.00014638060764964758,-0.003678945932961142,0.001839472966480571
5.0,0.75,1.0,2.4,-7.95,1.0,8.01264625451542,-0.000145038060286274,-0.00015469094072872904,-0.003887807383762154,0.001943903691881077
5.0,0.75,1.0,2.4,-7.8,1.0,7.863841300534999,-0.00015323518167135295,-0.0001636396973607604,-0.004112714168513776,0.002056357084256888
5.0,0.75,1.0,2.4,-7.6499999999999995,1.0,7.715082630795343,-0.00016205861492059307,-0.0001732891003908551,-0.004355230117880756,0.0021776150589403786
5.0,0.75,1.0,2.4,-7.5,1.0,7.566372975210778,-0.00017156900656532437,-0.00018370876105024288,-0.004617104752924206,0.002308552376462103
5.0,0.75,1.0,2.4,-7.35,1.0,7.417715281675348,-0.0001818341427715826,-0.00019497671211354725,-0.004900299251176097,0.002450149625588048
5.0,0.75,1.0,2.4,-7.2,1.0,7.269112738154499,-0.00019292995050260265,-0.00020718062199418,-0.0052070169601846385,0.0026035084800923192
5.0,0.75,1.0,2.4,-7.05,1.0,7.120568797504873,-0.0002049416470931048,-0.00022041919769418168,-0.00553973865748958,0.0027698693287447895
5.0,0.75,1.0,2.4,-6.8999999999999995,1.0,6.972087205421343,-0.0002179650879047429,-0.0002348038349607003,-0.00590126402357797,0.002950632011788985
5.0,0.75,1.0,2.4,-6.75,1.0,6.823672031978091,-0.00023210833659272542,-0.00025046055093242456,-0.006294760214586858,0.0031473801072934293
5.0,0.75,1.0,2.4,-6.6,1.0,6.675327707311454,-0.00024749350090424706,-0.00026753225559281944,-0.006723818950149667,0.003361909475074834
5.0,0.75,1.0,2.4,-6.45,1.0,6.527059062089143,-0.00026425889620018174,-0.00028618144096492244,-0.007192524100233131,0.003596262050116566
5.0,0.75,1.0,2.4,-6.3,1.0,6.378871373526825,-0.00028256158352499093,-0.0003065933558959188,-0.007705531476176476,0.0038527657380882374
5.0,0.75,1.0,2.4,-6.1499999999999995,1.0,6.230770417853638,-0.00030258037897929423,-0.00032897978970705867,-0.008268163924185685,0.004134081962092842
5.0,0.75,1.0,2.4,-6.0,1.0,6.082762530298219,-0.00032451941453638027,-0.0003535835784544811,-0.008886524580020705,0.0044432622900103524
5.0,0.75,1.0,2.4,-5.85,1.0,5.934854673873658,-0.0003486123758035202,-0.0003806840020930602,-0.009567632514517754,0.004783816257258877
5.0,0.75,1.0,2.4,-5.7,1.0,5.7870545184921145,-0.0003751275636852882,-0.00041060327427743795,-0.01031958584007931,0.005159792920039656
5.0,0.75,1.0,2.4,-5.55,1.0,5.639370532249145,-0.00040437395285504836,-0.00044371436816637266,-0.011151758394589704,0.005575879197294853
5.0,0.75,1.0,2.4,-5.3999999999999995,1.0,5.491812087098392,-0.00043670847930745577,-0.00048045050165659213,-0.012075038131343044,0.006037519065671523
5.0,0.75,1.0,2.4,-5.25,1.0,5.344389581607987,-0.0004725448428085487,-0.0005213166864433614,-0.013102117378593904,0.006551058689296951
5.0,0.75,1.0,2.4,-5.1,1.0,5.197114584074513,-0.0005123641616958996,-0.0005669038335119666,-0.014247847349224683,0.0071239236746123424
5.0,0.75,1.0,2.4,-4.95,1.0,5.05,-0.0005567279564273247,-0.0006179060957269263,-0.015529674007552504,0.007764837003776252
5.0,0.75,1.0,2.4,-4.8,1.0,4.903060268852505,-0.0006062940013241631,-0.0006751422575570795,-0.01696817565175479,0.008484087825877396
5.0,0.75,1.0,2.4,-4.6499999999999995,1.0,4.756311596184589,-0.0006618357886455638,-0.0007395822769032454,-0.018587729982755583,0.009293864991377791
5.0,0.75,1.0,2.4,-4.5,1.0,4.6097722286464435,-0.0007242665262489036,-0.0008123803846926314,-0.020417345987766566,0.010208672993883283
5.0,0.75,1.0,2.4,-4.35,1.0,4.4634627812943615,-0.0007946688542159881,-0.0008949165824946604,-0.022491706889127272,0.011245853444563636
5.0,0.75,1.0,2.4,-4.2,1.0,4.317406628984581,-0.0008743318274953851,-0.0009888489769790494,-0.02485248545269731,0.012426242726348654
5.0,0.75,1.0,2.4,-4.05,1.0,4.17163037672323,-0.0009647971508707777,-0.0010961801609475825,-0.02755001232515042,0.01377500616257521
