case,t,N0,B0,R0,rho0,nec0,Gkk0,tidal0,rho_repay,nec_repay
static_reference,-0.84,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.816,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.7919999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.768,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.744,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.72,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694418,-0.024660311028785083
static_reference,-0.696,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.6719999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.6479999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.6239999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694418,-0.024660311028785083
static_reference,-0.6,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.576,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.5519999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.5279999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.5039999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.48,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.45599999999999996,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.43199999999999994,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.4079999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.3839999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.36,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.33599999999999997,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.31199999999999994,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.2879999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.2639999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.24,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694418,-0.024660311028785083
static_reference,-0.21599999999999997,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.19199999999999995,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.16799999999999993,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.1439999999999999,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.11999999999999988,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.09599999999999986,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.07199999999999984,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,-0.04799999999999982,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.01233178024869441,-0.02466031102822261
static_reference,-0.02400000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.0,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.02400000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.04800000000000004,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.07200000000000006,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.09600000000000009,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.1200000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.14400000000000013,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.16800000000000015,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.19200000000000017,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.21599999999999997,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.24,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.264,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.28800000000000003,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.31200000000000006,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.3360000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.01233178024869441,-0.024660311029066313
static_reference,0.3600000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.3840000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.40800000000000014,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.43200000000000016,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.4560000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.48,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.504,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.528,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.552,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.5760000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.6000000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.6240000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.6480000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.6720000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.6960000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.72,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.01233178024869441,-0.02466031102822261
static_reference,0.744,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.768,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.792,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.8160000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.8400000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.8640000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.8880000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.9120000000000001,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.9360000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.9600000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,0.9840000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.0080000000000002,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.0320000000000003,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.0560000000000003,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.0800000000000003,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.1040000000000003,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.128,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.152,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.176,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_reference,1.2,1.0,1.0,1.0,-0.03976438008790365,-0.07955311586087749,-1.999387874869683,-0.0,-0.012331780248694415,-0.024660311028503846
static_Bcore_1p2,-1.2,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.02466032939240547
static_Bcore_1p2,-1.176,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-1.152,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-1.128,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-1.1039999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-1.08,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-1.056,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390718064
static_Bcore_1p2,-1.032,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-1.008,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.984,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.96,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.9359999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.9119999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097071,-0.024660329391280537
static_Bcore_1p2,-0.8879999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.8639999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.84,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.816,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.7919999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.768,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.744,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.72,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097071,-0.024660329391280537
static_Bcore_1p2,-0.696,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.6719999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.6479999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.6239999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097071,-0.024660329391280537
static_Bcore_1p2,-0.6,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.576,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.5519999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.5279999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.5039999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.48,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.45599999999999996,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.43199999999999994,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.4079999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.3839999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.36,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.33599999999999997,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.31199999999999994,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.2879999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.2639999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.24,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097071,-0.024660329391280537
static_Bcore_1p2,-0.21599999999999997,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.19199999999999995,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.16799999999999993,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.1439999999999999,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.11999999999999988,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.09599999999999986,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.07199999999999984,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,-0.04799999999999982,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390718064
static_Bcore_1p2,-0.02400000000000002,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.0,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.02400000000000002,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.04800000000000004,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.07200000000000006,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.09600000000000009,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.1200000000000001,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.14400000000000013,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.16800000000000015,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.19200000000000017,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.21599999999999997,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.24,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.264,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.28800000000000003,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.31200000000000006,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.3360000000000001,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329391561767
static_Bcore_1p2,0.3600000000000001,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.3840000000000001,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.40800000000000014,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
static_Bcore_1p2,0.43200000000000016,1.0,1.2,1.0,-0.015456483574857748,-0.05524521934783158,-1.3884638019928355,-0.0,-0.012331798569097066,-0.024660329390999297
