t,phase,access_mean_Tkk_total,access_max_abs_flux,access_max_abs_Kll,access_max_abs_Kth,access_max_abs_theta,access_min_N,access_min_R,support_mean_Tkk_total,support_max_abs_flux,support_max_abs_Kll,support_max_abs_Kth,support_max_abs_theta,support_min_N,support_min_R,shoulder_mean_Tkk_total,shoulder_max_abs_flux,shoulder_max_abs_Kll,shoulder_max_abs_Kth,shoulder_max_abs_theta,shoulder_min_N,shoulder_min_R,matching_mean_Tkk_total,matching_max_abs_flux,matching_max_abs_Kll,matching_max_abs_Kth,matching_max_abs_theta,matching_min_N,matching_min_R,coreline_Tkk_total,coreline_Tkk_geo,coreline_src,proper_half_length_R2,proper_half_length_R3
9.75,B_setup,-0.00015726298999944318,1.494594020724133e-07,0.005083382281729338,0.0,0.0007389422028976205,1.0,1.0,-0.009884207566427819,3.536197382279695e-05,0.005083382281729338,0.0,0.1748385087178081,1.0,1.0,-0.008905369242634055,0.00034392958757491026,0.005082238786743803,0.0,1.7014902029124201,1.0,1.1725122955710758,-0.00016609406588004096,8.03551221276303e-05,0.004877201184562821,0.0,0.4140785697395458,1.0,4.639062405271132,-1.5189467658660583e-07,-1.5189467658660583e-07,0.0,1.9228741427367146,2.8690008716604254
10.725,B_setup,-0.00015558232261885652,1.764140857629729e-07,0.006032731236336056,0.0,0.0007349525166864974,1.0,1.0,-0.009780381481047064,4.1739444084575084e-05,0.006032731236336056,0.0,0.1738945520255995,1.0,1.0,-0.008874022540562012,0.0004059593050904098,0.006031381512839183,0.0,1.6923092764242498,1.0,1.1725122955710758,-0.00018878618672545173,9.488855106462655e-05,0.005789312513579354,0.0,0.4119330911712747,1.0,4.639062405271132,-1.5025888882441718e-07,-1.5025888882441718e-07,0.0,1.933309840734591,2.884555902323165
11.7,B_setup,-0.00015362782662434415,2.0439450081199523e-07,0.007034195625280701,0.0,0.0007302890091069117,1.0,1.0,-0.00965942648432721,4.8359608671125894e-05,0.007034195625280701,0.0,0.172791169317707,1.0,1.0,-0.008830190609351751,0.00047035080305265147,0.007032631824694453,0.0,1.6815776968697353,1.0,1.1725122955710758,-0.00021300053133073367,0.00010999480562927474,0.006752096893637003,0.0,0.4094240692826695,1.0,4.639062405271132,-1.4835805717261508e-07,-1.4835805717261508e-07,0.0,1.945652568666163,2.9029534749126107
12.674999999999999,B_setup,-0.00015139607669253122,2.330473246811799e-07,0.008079556766188217,0.0,0.0007249308530849703,1.0,1.0,-0.009521105156050844,5.5138873150904836e-05,0.008079556766188217,4.436982134929383e-16,0.17152343273374882,1.0,1.0,-0.00877290700751425,0.0005362913076490677,0.008077773742993802,4.543067546900033e-16,1.6692474998812166,1.0,1.1725122955710758,-0.0002385099115256701,0.00012548814625724467,0.007757817658180326,4.552232810554278e-16,0.40653973141750027,1.0,4.639062405271132,-1.4618902639124132e-07,-1.4618902639124132e-07,0.0,1.9600298417617663,2.9243836584896177
13.65,B_setup,-0.0001488883441369911,2.620119910641335e-07,0.00916037457148036,0.0,0.0007188659817258538,1.0,1.0,-0.009365474515637299,6.199192913643124e-05,0.00916037457148036,4.436982134929383e-16,0.17008848703134177,1.0,1.0,-0.008701439773841123,0.0006029513589290414,0.00915836993865326,4.543067546900033e-16,1.655290873034338,1.0,1.1725122955710758,-0.0002650624783922531,0.0001411786962318275,0.00879852704629597,4.552232810554278e-16,0.40327291383485864,1.0,4.639062405271132,-1.4375318266313108e-07,-1.4375318266313108e-07,0.0,1.9765620014831051,2.9490258291847713
14.625,B_setup,-0.00014611055222445548,2.90927507884508e-07,0.010268078358928531,0.0,0.0007120911833883213,1.0,1.0,-0.009192883647860115,6.883336734339408e-05,0.010268078358928531,0.0,0.16848557208367168,1.0,1.0,-0.008615304132730234,0.0006695004854438689,0.01026585249121297,0.0,1.6397003752280253,1.0,1.1725122955710758,-0.00029238572296134334,0.00015687588745780148,0.009866147890327701,0.0,0.3996211214680576,1.0,4.639062405271132,-1.4105640747108517e-07,-1.4105640747108517e-07,0.0,1.9953623260196862,2.977048834899914
15.6,B_setup,-0.00014307310649248369,3.1943964957725936e-07,0.011394066903705721,0.0,0.0007046120244259475,1.0,1.0,-0.009003963503832346,7.557937920838002e-05,0.011394066903705721,0.0,0.1667160046049259,1.0,1.0,-0.008514269435796636,0.0007351237409045253,0.011391622885873589,0.0,1.622488759850532,1.0,1.1725122955710758,-0.0003201913976219005,0.0001723921170880332,0.010952564015765753,0.0,0.3955865003306745,1.0,4.639062405271132,-1.381089104329769e-07,-1.381089104329769e-07,0.0,2.016537140785259,3.008611160009682
16.575,B_setup,-0.00013979060218086609,3.4720818654150354e-07,0.012529814022599655,0.0,0.0006964425945270017,1.0,1.0,-0.008799608988541797,8.214946731009987e-05,0.012529814022599655,0.0,0.16478311790433178,1.0,1.0,-0.008398359703920609,0.0007990383280806432,0.012527157542401244,0.0,1.603688390039102,1.0,1.1725122955710758,-0.000348181176639212,0.00018754644857484594,0.01204971609002971,0.0,0.39117571942602625,1.0,4.639062405271132,-1.349249435025901e-07,-1.349249435025901e-07,0.0,2.0401859289142474,3.0438610900630354
17.55,B_setup,-0.0001362814178633592,3.739138126721254e-07,0.013666975781870145,0.0,0.0006876050779159285,1.0,1.0,-0.008580953884002287,8.846808436939288e-05,0.013666975781870145,4.436982134929383e-16,0.16269216044054557,1.0,1.0,-0.008267847493675371,0.0008605095305466026,0.013664114969993155,4.71780052608309e-16,1.583350253488544,1.0,1.1725122955710758,-0.00037605282888655134,0.00020216818815977286,0.013149699462263388,4.552232810554278e-16,0.3863997631480623,1.0,4.639062405271132,-1.3152240523756076e-07,-1.3152240523756076e-07,0.0,2.066401441758191,3.082936876484794
18.525,B_setup,-0.00013256721072046505,3.9926445236477574e-07,0.014797495420685617,0.0,0.0006781291617830222,1.0,1.0,-0.00834933955732895,9.446612544987289e-05,0.014797495420685617,4.436982134929383e-16,0.16045015586534567,1.0,1.0,-0.00812324118942646,0.0009188652198011024,0.014794440642462013,4.71780052608309e-16,1.5615426028921056,1.0,1.1725122955710758,-0.00040350664430938545,0.0002161001761868872,0.01424486051191571,4.552232810554278e-16,0.3812736392218332,1.0,4.639062405271132,-1.2792235030978372e-07,-1.2792235030978372e-07,0.0,2.095269809382175,3.1259669012771676
19.5,B_setup,-0.00012867233412356343,4.230006698747101e-07,0.015913702285258978,0.0,0.0006680513006479064,1.0,1.0,-0.008106278734031238,0.00010008220779508994,0.015913702285258978,4.436982134929383e-16,0.1580657289819366,1.0,1.0,-0.00796526618802264,0.0009735083005265677,0.015910465890983126,4.71780052608309e-16,1.5383492649720698,1.0,1.1725122955710758,-0.0004302518406935383,0.00022920165125715566,0.015327888174657219,4.552232810554278e-16,0.3758160109592892,1.0,4.639062405271132,-1.24148424408832e-07,-1.24148424408832e-07,0.0,2.126870651061275,3.1730698417212873
20.474999999999998,B_setup,-0.00012462320191278256,4.448999627894469e-07,0.017008401460548293,0.0,0.0006574138614624355,1.0,1.0,-0.007853415853618182,0.00010526368666771078,0.017008401460548293,4.436982134929383e-16,0.15554890348635836,1.0,1.0,-0.007794840768527917,0.0010239265919130191,0.01700499750295502,4.71780052608309e-16,1.5138676750871516,1.0,1.1725122955710758,-0.00045601268032318814,0.0002413505726026835,0.01639189763023535,4.552232810554278e-16,0.37004876576569773,1.0,4.639062405271132,-1.2022624805430038e-07,-1.2022624805430038e-07,0.0,2.1612771857769837,3.224354835078741
21.45,B_setup,-0.00012044762570603589,4.6477979237743253e-07,0.01807495133672135,0.0,0.0006462641787552148,1.0,1.0,-0.007592485651855062,0.00010996737235348108,0.01807495133672135,0.0,0.15291087842441248,1.0,1.0,-0.007613047700740162,0.0010696998061187498,0.018071395265266906,0.0,1.488206704751057,1.0,1.1725122955710758,-0.0004805340467045771,0.00025244531986483347,0.017430503594948236,0.0,0.36399653423683714,1.0,4.639062405271132,-1.1618277491465268e-07,-1.1618277491465268e-07,0.0,2.198556342713655,3.279921643293106
