xi_observer,side,s_frame,valid_fraction,energy_shift_max,energy_shift_p95,focusing_proxy_max,focusing_proxy_p95,risk_proxy_max,risk_proxy_p95,min_abs_dl_min
-0.28,1,1.4,1.0,0.8237333511024795,0.7974203145923923,2.4939785844956592,2.489171719830753,0.45928170334493584,0.43051163531359304,0.6661195059993299
-0.28,1,1.45,1.0,0.8291994194321373,0.8026571017587538,2.702644082188999,2.6687589746216664,0.5066363218180217,0.47023721136209434,0.676696743777331
0.0,-1,-0.1,0.0,,,,,,,0.0008378377397926931
0.0,-1,-0.05,0.0,,,,,,,0.0008378892836767771
0.0,-1,0.0,0.0,,,,,,,0.0008369489618997379
0.0,-1,0.05000000000000002,0.0,,,,,,,0.0008247375261692714
0.0,-1,0.1,0.0,,,,,,,0.0006877342307144434
0.0,-1,0.15,0.0,,,,,,,1.0925096317986689e-05
0.0,-1,0.20000000000000004,0.0,,,,,,,1.5745359143008145e-05
0.0,-1,0.25,0.0,,,,,,,7.543085317858198e-06
0.0,-1,0.30000000000000004,0.0,,,,,,,2.952476257510461e-06
0.0,-1,0.35,0.0,,,,,,,4.030650582799683e-06
0.0,-1,0.4,0.0,,,,,,,4.32815118544279e-06
0.0,-1,0.45000000000000007,0.0,,,,,,,4.741069979619607e-06
0.0,-1,0.5000000000000001,0.0,,,,,,,5.394516621317892e-06
0.0,-1,0.55,0.0,,,,,,,6.34577746725653e-06
0.0,-1,0.6000000000000001,0.0,,,,,,,7.63359412452204e-06
0.0,-1,0.65,0.0,,,,,,,9.294782869016761e-06
0.0,-1,0.7000000000000001,0.0,,,,,,,1.1293268991661555e-05
0.0,-1,0.7500000000000001,0.0,,,,,,,1.3272544805542796e-05
0.0,-1,0.8,0.0,,,,,,,1.5325879132040288e-05
0.0,-1,0.8500000000000001,0.0,,,,,,,1.725567548363031e-05
0.0,-1,0.9,0.0,,,,,,,1.884001243483318e-05
0.0,-1,0.9500000000000001,0.0,,,,,,,1.991244195873858e-05
0.0,-1,1.0,0.0,,,,,,,2.036276229826851e-05
0.0,-1,1.05,0.0,,,,,,,2.0141729554533026e-05
0.0,-1,1.1,0.0,,,,,,,1.9173161673051368e-05
0.0,-1,1.15,0.0,,,,,,,1.5835805406058002e-05
0.0,-1,1.2,0.0,,,,,,,1.3437730648930884e-07
0.0,-1,1.25,0.0,,,,,,,6.945383720271637e-06
0.0,-1,1.3,0.0,,,,,,,7.818768356914519e-05
0.0,-1,1.35,0.0,,,,,,,0.00017123745817942967
0.0,-1,1.4,0.0,,,,,,,4.862174727823272e-05
0.0,-1,1.45,0.0,,,,,,,3.881745337259001e-06
0.0,1,-0.1,0.0,,,,,,,0.002192033822395056
0.0,1,-0.05,0.0,,,,,,,0.0021920813202563724
0.0,1,0.0,0.0,,,,,,,0.0021911147604917382
0.0,1,0.05000000000000002,0.0,,,,,,,0.0021785765359828933
0.0,1,0.1,0.0,,,,,,,0.0020413789766709476
0.0,1,0.15,0.0,,,,,,,0.0012024301474418588
0.0,1,0.20000000000000004,0.0,,,,,,,0.00036312170460681484
0.0,1,0.25,0.0,,,,,,,0.00022624389933505355
0.0,1,0.30000000000000004,0.0,,,,,,,0.00021401354872221896
0.0,1,0.35,0.0,,,,,,,0.0002128580466934352
0.0,1,0.4,0.0,,,,,,,0.0002125245423817682
0.0,1,0.45000000000000007,0.0,,,,,,,0.00021212422175958978
0.0,1,0.5000000000000001,0.0,,,,,,,0.0002115365848618867
0.0,1,0.55,0.0,,,,,,,0.00021070448184966605
0.0,1,0.6000000000000001,0.0,,,,,,,0.00020959076505541114
0.0,1,0.65,0.0,,,,,,,0.00020822119465205982
0.0,1,0.7000000000000001,0.0,,,,,,,0.00020675998026302222
0.0,1,0.7500000000000001,0.0,,,,,,,0.00020503952631783956
0.0,1,0.8,0.0,,,,,,,0.0002030037897024457
0.0,1,0.8500000000000001,0.0,,,,,,,0.00020096443014112694
0.0,1,0.9,0.0,,,,,,,0.00019913318622560502
0.0,1,0.9500000000000001,0.0,,,,,,,0.0001976836407545428
0.0,1,1.0,0.0,,,,,,,0.00019676873291003694
0.0,1,1.05,0.0,,,,,,,0.0001966067196140176
0.0,1,1.1,0.0,,,,,,,0.00019845127213777606
0.0,1,1.15,0.0,,,,,,,0.00021508151968349556
0.0,1,1.2,0.0,,,,,,,0.0004642558413009175
0.0,1,1.25,1.0,0.17625668916738832,0.17275909531281244,3.504257200319827,3.3906152656677175,0.003215986062353374,0.00297187338027096,0.046586242069311744
0.0,1,1.3,1.0,0.8096817986355023,0.7841452298859238,3.408522395503065,3.3970743585528704,0.5478143404495315,0.5244128315363029,0.6413885801017888
0.0,1,1.35,1.0,0.8293062154333694,0.802778842318578,3.7885497004424566,3.772286845556112,0.6608309794181004,0.6037504733982245,0.6770797486323291
0.0,1,1.4,1.0,0.8298199532878531,0.8032532564054361,4.277639341228502,4.231726377957449,0.6826181124062044,0.6710639988097157,0.6779211500585197
0.0,1,1.45,1.0,0.8298585190421416,0.8032886917769163,4.859421163481838,4.825695644650083,0.7556259677795473,0.7531279334404756,0.6779836505321382
0.28,-1,-0.1,0.0,,,,,,,0.0008365285467675736
0.28,-1,-0.05,0.0,,,,,,,0.000835675044456104
0.28,-1,0.0,0.0,,,,,,,0.0008332600532409062
0.28,-1,0.05000000000000002,0.0,,,,,,,0.0008186747112893518
0.28,-1,0.1,0.0,,,,,,,0.0006783970649521507
0.28,-1,0.15,0.0,,,,,,,2.5293766138620877e-06
0.28,-1,0.20000000000000004,0.0,,,,,,,1.8553545913692246e-05
0.28,-1,0.25,0.0,,,,,,,5.27602195299626e-06
0.28,-1,0.30000000000000004,0.0,,,,,,,6.011760142463874e-06
0.28,-1,0.35,0.0,,,,,,,8.468885937995438e-06
0.28,-1,0.4,0.0,,,,,,,1.0335808541495084e-05
0.28,-1,0.45000000000000007,0.0,,,,,,,1.2355039941094458e-05
0.28,-1,0.5000000000000001,0.0,,,,,,,1.445889797426083e-05
0.28,-1,0.55,0.0,,,,,,,1.6478275502225553e-05
0.28,-1,0.6000000000000001,0.0,,,,,,,1.8227025501306633e-05
0.28,-1,0.65,0.0,,,,,,,1.9559241319089393e-05
0.28,-1,0.7000000000000001,0.0,,,,,,,2.0358906571828496e-05
0.28,-1,0.7500000000000001,0.0,,,,,,,2.0352893764998146e-05
0.28,-1,0.8,0.0,,,,,,,1.971335372209613e-05
0.28,-1,0.8500000000000001,0.0,,,,,,,1.831105097796441e-05
0.28,-1,0.9,0.0,,,,,,,1.102677370709191e-05
0.28,-1,0.9500000000000001,0.0,,,,,,,5.11275724200939e-07
0.28,-1,1.0,0.0,,,,,,,4.3223151323438805e-06
0.28,-1,1.05,0.0,,,,,,,1.136871118770808e-05
0.28,-1,1.1,0.0,,,,,,,2.7344954488511654e-05
0.28,-1,1.15,0.0,,,,,,,1.2662617228533793e-05
0.28,-1,1.2,0.0,,,,,,,1.3136620803644649e-05
0.28,-1,1.25,0.0,,,,,,,2.2136509542140072e-05
0.28,-1,1.3,0.0,,,,,,,0.00012676909986479655
0.28,-1,1.35,0.0,,,,,,,7.740505894647454e-05
0.28,-1,1.4,0.0,,,,,,,5.173032058092474e-06
0.28,-1,1.45,0.0,,,,,,,3.2900873073666715e-07
0.28,1,-0.1,0.0,,,,,,,0.0021899961535906385
0.28,1,-0.05,0.0,,,,,,,0.0021887859229040296
0.28,1,0.0,0.0,,,,,,,0.002185987361954167
0.28,1,0.05000000000000002,0.0,,,,,,,0.002171001268773962
0.28,1,0.1,0.0,,,,,,,0.002030659652688588
0.28,1,0.15,0.0,,,,,,,0.001193895156556493
0.28,1,0.20000000000000004,0.0,,,,,,,0.00036004192991010786
0.28,1,0.25,0.0,,,,,,,0.0002240560724557437
0.28,1,0.30000000000000004,0.0,,,,,,,0.00021112968929761302
0.28,1,0.35,0.0,,,,,,,0.00020884859990920709
0.28,1,0.4,0.0,,,,,,,0.00020716274405459966
0.28,1,0.45000000000000007,0.0,,,,,,,0.0002052933768471179
0.28,1,0.5000000000000001,0.0,,,,,,,0.00020326756985844567
0.28,1,0.55,0.0,,,,,,,0.00020121769994004338
0.28,1,0.6000000000000001,0.0,,,,,,,0.00019931306684584815
0.28,1,0.65,0.0,,,,,,,0.00019775970556884338
0.28,1,0.7000000000000001,0.0,,,,,,,0.00019682320592955446
0.28,1,0.7500000000000001,0.0,,,,,,,0.00019643980713355324
0.28,1,0.8,0.0,,,,,,,0.00019657164271530094
0.28,1,0.8500000000000001,0.0,,,,,,,0.00019785116892785724
0.28,1,0.9,0.0,,,,,,,0.00021221824590047332
0.28,1,0.9500000000000001,0.7272727272727273,0.005509181931709247,0.005503654699454646,3.0455025852777133,2.822429736821946,2.8051599203883434e-09,2.4426286372290095e-09,0.0007833118135071658
0.28,1,1.0,1.0,0.38203301355855646,0.37299499998793484,3.491329179714681,3.425751558473531,0.05433860021150105,0.05119015203197549,0.15448939779027268
0.28,1,1.05,1.0,0.7622224072723981,0.7400350124177669,3.6402394043078155,3.6254130722545783,0.5074856912811722,0.4857677940528537,0.5760963407919071
0.28,1,1.1,1.0,0.7915039132770403,0.7678565892048798,4.043347069577139,4.022532753763229,0.6090107881962523,0.5852000524570653,0.6218326754462059
0.28,1,1.15,1.0,0.8023736107116015,0.7779339194516619,4.6215526062102485,4.558548359285764,0.7145205039456657,0.6720051330095662,0.63631116245383
0.28,1,1.2,1.0,0.8123297868649009,0.7871891574922754,5.309978151740514,5.263108883335004,0.7715295941003679,0.7598840195319131,0.6501662004653798
0.28,1,1.25,1.0,0.8234690672677856,0.7974366196086333,6.322478919084861,6.234301195599843,0.9207748788465188,0.9016229190497551,0.6671176852077355
0.28,1,1.3,1.0,0.829091114778676,0.8025878687576578,7.646896093473599,7.52499109184565,1.2295928248474772,1.1276745033545064,0.6765642915884089
0.28,1,1.35,1.0,0.8298100956691832,0.8032451234785762,9.969931653089965,9.947703239115812,1.425417475192779,1.4003540524740423,0.6778813506939323
0.28,1,1.4,1.0,0.8298590867067854,0.8032892975910231,14.234928037489286,13.871150222399963,1.981375955396808,1.936696090772384,0.6779818543187599
0.28,1,1.45,1.0,0.8298617071192713,0.8032916294564756,23.473456284122605,23.42536540314539,3.7065605109685706,3.523460838988137,0.6779885947630659
