closure,region,phase,count,min_rho,max_rho,max_j_abs,max_p_l_abs,max_p_om_abs,min_rho_pkt,max_rho_pkt,min_rho_stat,max_rho_stat,min_Tkk_plus,max_Tkk_plus,min_Tkk_minus,max_Tkk_minus,min_Tkk_min,max_Tkk_min,min_packet_norm,max_packet_norm,min_gtt,max_gtt,label
static,support_edge,shift_fade,768,-0.062354123726422364,0.013754758390243812,0.009589541706820368,0.06359309555641356,0.764081013550901,-0.08884419232322206,0.013754663903460213,-0.062354123572571925,0.013754758390560402,-0.7612602797700028,-0.3175891809847826,-0.7597815977328235,-0.3131640325606213,-0.7612602797700028,-0.49324440951483717,-52796.79453051568,-3.240684451872344,-53365.28754920859,-3.834383426047015,static_angular_closure
static,support_edge,throat_relax,960,-0.08744611105190664,0.013748006936176288,0.285903421488756,0.07162416816883879,1.2130284697948464,-0.24029303794086912,0.1414070789786063,-0.0874461083127426,0.01374802649220059,-1.2785606591224945,1.000008464023317,-1.2782381759183454,0.9999069029869245,-1.2785606591224945,-0.15960886980845906,-16444.803968263404,-0.8304793390980659,-16662.558323470184,-1.0955695399378498,static_angular_closure
static,support_edge,angular_reset,1728,-0.025973385676976116,-0.005195473670422894,0.10547263470839563,0.020506160569082697,0.7258714517767054,-0.13214366943316638,0.09304602589902954,-0.025973376696431193,-0.005195473670422893,-0.2499228551399227,0.18467879069544682,-0.24992310342831772,0.18467906634754727,-0.24992310342831772,-0.010394483920009228,-0.9359872068624138,-0.7500036095409199,-1.223846757761298,-1.0000042997657368,static_angular_closure
static,support_edge,late_tail,1632,-0.007436809009893388,-0.005193753077830085,1.78394260764686e-05,0.007436288327390217,0.007435208657102866,-0.012418236099471193,-0.008655454512342944,-0.007436809009893388,-0.005193753077830085,-0.014909202253865553,-0.010384955541475486,-0.014909202253830859,-0.010384955541443603,-0.014909202253865553,-0.010386703898707689,-0.7500236404053456,-0.7500000008225641,-1.0000286383790045,-1.0000000009798558,static_angular_closure
static,packet_in_support,pre_catch,1125,0.01953341601074221,0.02546471130252531,0.0003718093033704406,0.025464999545282006,1.1345487619238699e-05,0.01953439877309314,0.02546471011875022,0.019530534014295938,0.025464773112675528,-0.2569590474740835,0.652300668611133,-0.30328715240449355,0.03781842868443164,-0.30328715240449355,0.03781842868443164,-380443.0962697643,-130688.99654619046,-144971.85926573767,627774.1373636026,static_angular_closure
static,packet_in_support,catch,1109,0.01953386342643751,0.025464711301648707,0.00012087334637556069,0.025464953710985186,1.0421770239837723e-05,0.019533862617580756,0.025464710167104797,0.01953386296619493,0.02546478759976718,-0.17407150287908735,0.14537795486103278,-0.16618587650921768,0.055841031729300994,-0.17407150287908735,0.019973936789028812,-400907.33008659765,-240004.20659360266,-398766.67683198274,376290.05126308237,static_angular_closure
static,packet_in_support,hold,752,0.01641225166574411,0.025461058090113606,1.1021806378685994e-05,0.02546113504148205,1.6543469164064855e-06,0.016412250677233453,0.025461056027246774,0.016412252094250106,0.02546105879713458,-0.057077586292507476,-0.003147075196466176,-0.04249249199619953,0.007022556321317097,-0.057077586292507476,-0.003147075196466176,-444526.9482996157,-356499.6782716383,-444691.5326883388,-348384.6306904683,static_angular_closure
static,packet_in_support,shift_fade,1128,0.008655669530553026,0.024450792753677127,0.005257497658264759,0.02445084943629657,0.020156852670387956,0.008014765133105603,0.024450792056948924,0.008655749679849174,0.02445079303543672,-0.7612602797700028,-0.01370486946143501,-0.6305417962328388,0.1634452330545173,-0.7612602797700028,-0.01370486946143501,-443001.03822880244,-84.96246223455731,-442197.19965665916,-90.43232448727338,static_angular_closure
static,packet_in_support,throat_relax,975,-0.09412091210468997,0.019137727321699063,0.28890818688375514,0.07677414835079055,1.2460932767308877,-0.24029303794086912,0.01913728863795541,-0.09412091003551999,0.01913773185347662,-1.316629803941928,-0.10386939884326041,-0.4196798956672876,1.2596453215870351,-1.316629803941928,-0.10386939884326041,-109521.84287443789,-0.7997783166281249,-110378.89261105348,-1.05869853443529,static_angular_closure
static,packet_in_support,angular_reset,66,-0.025973385676976116,-0.006240171275788569,0.0640568558075531,0.020505833297233073,0.4005991760614486,-0.11515211939311125,-0.012514490534871428,-0.02597334975529572,-0.006240171275708223,-0.18184920162461152,-0.015482612887814079,-0.00863017900363607,0.07871208234909409,-0.18184920162461152,-0.015482612887814079,-0.8518054085462778,-0.7526725202174933,-1.1225917926105744,-1.003157374538531,static_angular_closure
static,packet_outer,throat_relax,418,-0.09644993001459605,-0.00259436451993832,0.07067687187457616,0.07592637243907897,1.2925462868142976,-0.18855335465551695,-0.004338261980331963,-0.09644992956395305,-0.00259436451993832,-0.38660437067417674,-0.005226950228813962,-0.25251412417250785,0.012333478784830348,-0.38660437067417674,-0.005226950228813962,-1.4598101385269722,-0.750176514488696,-1.8171468550380703,-1.0001781304678579,static_angular_closure
static,packet_outer,angular_reset,2472,-0.009912831115368868,-0.0007557156019112795,0.006520007732582584,0.008129198692625279,0.024771056494425257,-0.024460869146578197,-0.0012594972273690882,-0.009912831114348885,-0.0007557156019112795,-0.031352773297991104,-0.0015113448763215283,-0.008965634782434296,-0.0015113448763215283,-0.031352773297991104,-0.0015113448763215283,-0.7608333773056988,-0.7499999988643746,-1.0127301419326218,-1.0,static_angular_closure
static,packet_outer,late_tail,1146,-0.0018281054330856175,-0.000742188970121067,2.787530112258525e-13,0.0018278344763074548,0.0018279709889220475,-0.003046752069621186,-0.0012369535350505681,-0.0018281054330856173,-0.000742188970121067,-0.003655939910706149,-0.0014842936947884948,-0.0036559399095911368,-0.0014842936947884948,-0.003655939910706149,-0.0014842936947884948,-0.7500000002012304,-0.749999999994649,-1.0000000002066693,-1.0,static_angular_closure
static,outer_shoulder,pre_catch,480,-0.07749013977697893,0.011972958361294944,2.658809994563005e-07,0.0715129991825934,0.9272557194284128,,,-0.07749013977697894,0.011972958361294944,-0.7061113638705558,-0.44726922825957105,-0.7061113638705958,-0.44726922825956694,-0.7061113638705958,-0.447270175307496,152.2667359380865,6883.252434055288,-510.7973538929908,-3.001748236937127,static_angular_closure
static,outer_shoulder,catch,480,-0.07749222430250854,0.011972955003712177,1.3762083857007079e-05,0.07151381368522404,0.9273203734232446,-1.4166253679819967,0.011585433146469716,-0.07749222430250856,0.011972955003712173,-0.7061778242406298,-0.4472216487010341,-0.706177824240668,-0.44722164870103054,-0.706177824240668,-0.4472706671264138,-398.86664081617107,4993.423025400352,-510.79415296897025,-3.0016026436232703,static_angular_closure
static,outer_shoulder,hold,320,-0.07751959932423656,0.01197278119276979,0.00019103635975104108,0.07152450455625733,0.9281687840475064,-0.7725349091676693,0.011909963041386466,-0.07751959932423656,0.011972781192769788,-0.7070501046436366,-0.4465968842312627,-0.7070501004053797,-0.44659688423125815,-0.7070501046436366,-0.4472961218522261,-487.1748267679486,-0.5299364635729398,-510.62850119051456,-2.999690944313702,static_angular_closure
static,outer_shoulder,shift_fade,480,-0.07895572383691546,0.011970494234873204,0.009589541706820368,0.0720701235638964,0.9709364146213756,-0.11372015695290014,0.011913449250852779,-0.07895572380128958,0.01197049423488142,-0.7524567706218921,-0.41399235043746785,-0.7515277818705943,-0.4139923437869061,-0.7524567706218921,-0.4476301169053844,-487.41733331740073,-2.4105300684632187,-508.4579022926192,-2.9001141998693365,static_angular_closure
static,outer_shoulder,throat_relax,600,-0.0910220118128405,0.011495418312884934,0.2548145964584673,0.07432862814784928,1.140543395611997,-0.24029303794086912,0.0871533014046569,-0.09102201057561013,0.011495544098826492,-1.1036170047084748,0.5011475466960026,-1.1035725002474328,0.5011510779916284,-1.1036170047084748,-0.1292967213598925,-249.4707288655943,-0.8133462347536559,-261.13025240503276,-1.07498783157109,static_angular_closure
static,outer_shoulder,angular_reset,1080,-0.025973385676976116,-0.0050728329221228175,0.0640568558075531,0.020506160569082697,0.4005991760614486,-0.11515211939311125,0.03508313738843766,-0.025973376696431193,-0.0050728329221228175,-0.18184920162461152,0.07871166532387072,-0.18184948702970147,0.07871208234909409,-0.18184948702970147,-0.01014822590856368,-0.8518054085462778,-0.7500028703475828,-1.1225917926108517,-1.000003406357565,static_angular_closure
static,outer_shoulder,late_tail,1020,-0.006292330115488564,-0.0050714448533687555,1.013742854890629e-05,0.006290370574336175,0.006288365187568173,-0.010500051641244044,-0.008451802164584379,-0.0062923301154885645,-0.0050714448533687555,-0.012603181880422136,-0.010140821064478715,-0.012603181880421968,-0.010140821064499681,-0.012603181880422136,-0.010142101534306891,-0.7500135638592311,-0.750000000654113,-1.0000163947616074,-1.0000000007762613,static_angular_closure
static,whole_interior,pre_catch,8856,-0.09691081260121784,0.02546471130252531,0.0003718093033704406,0.0779824740943034,1.2382332817062087,0.01933617154976358,0.02546471011875022,-0.09691081260121784,0.025464773112675528,-0.7086479985320437,0.652300668611133,-0.7086479985320189,0.03781842868443164,-0.7086479985320437,0.03781842868443164,-380443.0962697643,635362.152455267,-447599.0659853797,627774.1373636026,static_angular_closure
static,whole_interior,catch,8856,-0.09691079457951043,0.025464711301648707,0.00012087334637556069,0.0779824616411343,1.2382634068935183,-1.4166253679819967,0.025464710167104797,-0.09691079457951043,0.02546478759976718,-0.7087231189752998,0.14537795486103278,-0.7087231189752714,0.055841031729300994,-0.7087231189752998,0.019973936789028812,-433023.620099871,367732.13752305857,-447593.2134684855,376290.05126308237,static_angular_closure
static,whole_interior,hold,5904,-0.09690986166892636,0.025464711256261867,0.00019103635975104108,0.07798181698279154,1.2386580386452057,-66.8283188149835,0.025464710252752487,-0.09690986166892637,0.02546471163968501,-0.709708993623746,-0.0014842937008772705,-0.7097089775820358,0.007022556321317097,-0.709708993623746,-0.0014842937008772705,-444526.9482996157,0.23746774505255108,-447290.39287055767,-1.0000000000177378,static_angular_closure
static,whole_interior,shift_fade,8856,-0.09689758916652588,0.02546471065773805,0.009589541706820368,0.0779733349324613,1.2567658501961456,-0.14763646108106115,0.025464710015843415,-0.09689758916652587,0.02546471065773805,-0.7612602797700028,0.16300320153914072,-0.7597815977328235,0.1634452330545173,-0.7612602797700028,-0.0014842937006897985,-443001.03822880244,-0.7150567676711304,-443332.27821302746,-1.0000000000171925,static_angular_closure
static,whole_interior,throat_relax,11070,-0.09658264546913047,0.025464529608901002,0.28890818688375514,0.07677414835079055,1.2925464787933407,-0.24029303794086912,0.15191991392617554,-0.09658264538189779,0.025464529608901002,-1.316629803941928,1.2599577958464003,-1.3161881130468869,1.2596453215870351,-1.316629803941928,-0.0014842936951771275,-109521.84287443789,-0.7498903931070319,-110379.1631145247,-1.0000000000011675,static_angular_closure
static,whole_interior,angular_reset,19926,-0.025973385676976116,-0.0007421889701078817,0.11885820723445384,0.025464790894703278,0.7475374702946419,-0.13214366943316638,0.11531395131724974,-0.025973376696431193,-0.0007421889701078817,-0.26476123724172956,0.22795388002160938,-0.2647612376092618,0.22795388018816334,-0.2647612376092618,-0.0014842936947754278,-0.9766052806890657,-0.7499998833060235,-1.272888308132636,-1.0,static_angular_closure
static,whole_interior,late_tail,18819,-0.025457484419031458,-0.000742188970107882,2.067684032724398e-05,0.025464790894703274,0.025461097036046206,-0.042431576133002066,-0.001236953535033026,-0.025457484419031458,-0.000742188970107882,-0.05092227577381182,-0.0014842936947754278,-0.05092227577381182,-0.0014842936947754278,-0.05092227577381182,-0.0014842936947754278,-0.7500281889018681,-0.749999999994649,-1.0000342087519904,-1.0,static_angular_closure
soft_jacket,core_throat,pre_catch,3672,0.009305528580213262,0.013993012443792405,0.00029066654001042025,0.013993223363364721,3.767459196784464e-05,0.011266230858226547,0.013993011442547276,0.009305528580213262,0.013985984913816727,-0.21704029737884412,0.5148117371390981,-0.24715937084079087,0.029987025639911735,-0.24715937084079087,0.029987025639911735,-380443.0962697643,635362.152455267,-447599.0659853797,627774.1373636026,soft_angular_jacket_candidate
soft_jacket,core_throat,catch,3672,0.009308933489393748,0.014016632160384625,0.00010160052164742694,0.01401669840641928,3.7673629378453586e-05,0.007055890256026487,0.01401663004673487,0.009308933489393748,0.014016632853233603,-0.19163633848813788,0.12515955814888002,-0.19163633848938844,0.046191869438018784,-0.19163633848938844,0.019917549267688628,-433023.620099871,367732.13752305857,-447593.2134684855,376290.05126308237,soft_angular_jacket_candidate
soft_jacket,core_throat,hold,2448,0.00932002398128529,0.014057324417580308,3.5594069108422515e-05,0.014057385759814118,3.76873662051855e-05,0.009319904054258884,0.014057323914283956,0.009320023981285291,0.014057324417580307,-0.19970740653616303,0.008226747246226296,-0.19970714746580143,0.01043355063029594,-0.19970740653616303,0.0069467067396544735,-444526.9482996157,-76777.32616286876,-447290.39287055767,-79549.88776875967,soft_angular_jacket_candidate
soft_jacket,core_throat,shift_fade,3672,0.009339104293151807,0.014223409154392857,0.00014237366456537615,0.014223439551934388,3.859649221643136e-05,0.009339061928912722,0.014223408915884962,0.009339104293151807,0.014223409154392855,-0.20315611965804692,0.13481637118275103,-0.20284919035657367,0.13497876499013728,-0.20315611965804692,0.004853616846958175,-443001.03822880244,-55718.57603434424,-443332.27821302746,-56237.96220177246,soft_angular_jacket_candidate
soft_jacket,core_throat,throat_relax,4590,0.009460505560280108,0.03531094676886485,0.19316788393548884,0.015050363052354666,1.2019385236015536,-0.05131735301343045,0.14621630805742014,0.00946050691053097,0.035310946768864857,-0.6237458545469501,1.0188906067802894,-0.6237285647912234,1.0188906551705053,-0.6237458545469501,0.2291275492832031,-109521.84287443789,-1.6817952900484334,-110379.1631145247,-2.101766494537966,soft_angular_jacket_candidate
soft_jacket,core_throat,angular_reset,8262,-0.025715756173407284,0.03130348283679853,0.08496581334574568,0.05127185947098548,0.7533042109641898,-0.05146063564442852,0.13028869097228649,-0.025715756173407284,0.03130348283679853,-0.1188093284203152,0.23412474217039891,-0.11880932842031255,0.2341247421704406,-0.1188093284203152,0.032449714094304416,-0.9766052806890657,-0.7500288823504642,-1.272888308132636,-1.0000349914403308,soft_angular_jacket_candidate
soft_jacket,core_throat,late_tail,7803,-0.025841145429044518,0.00046128908313581316,0.006558698811308596,0.05114968044786267,0.022698245280199304,-0.051450279377602326,0.0005508646154985097,-0.025841145429044515,0.00046128908313581316,-0.07706733531308516,-0.012848824049947772,-0.07706733531311477,-0.01284882404992533,-0.07706733531311477,-0.019634227789913347,-0.7500281889018681,-0.750000006581772,-1.0000342087519904,-1.0000000079739322,soft_angular_jacket_candidate
soft_jacket,support_edge,pre_catch,768,-0.014114551082510429,0.009259555881775561,0.0005343539660516635,0.025886148279636513,0.7126649527043889,,,-0.014114551082510429,0.00925955588177556,-0.2668084424842263,-0.15870555701532804,-0.2668084424842334,-0.15870555701535305,-0.2668084424842334,-0.16050035538877758,185.46120503275387,146092.11245917963,-53794.92663240942,-4.004775126392133,soft_angular_jacket_candidate
soft_jacket,support_edge,catch,768,-0.01424342817672143,0.009269881151729154,0.001731882743734712,0.025903338054888335,0.7127910349682164,-0.4705141702573118,0.009269696246345658,-0.014243428176721428,0.009269881151729154,-0.27685132128173606,-0.15594662525269024,-0.2768513212817396,-0.15594662525265893,-0.2768513212817396,-0.16176997053969167,-50747.019284294154,95003.41995410557,-53794.33777831692,-4.004529939693393,soft_angular_jacket_candidate
soft_jacket,support_edge,hold,512,-0.014473837888942749,0.00928764774989064,0.0037225264291334886,0.025941531295266846,0.713743062449337,-0.141220163352563,0.009287641619123856,-0.014473837888942747,0.009287647748890761,-0.29307301277081166,-0.15136850362943585,-0.29307300677810133,-0.15136850362951138,-0.29307301277081166,-0.1658726888469788,-52921.13372721133,-0.9885044677824539,-53763.86761203734,-4.001310828219262,soft_angular_jacket_candidate
soft_jacket,support_edge,shift_fade,768,-0.01588414487482558,0.009359564951870953,0.00850266603094205,0.026367543299014685,0.7575399271949852,-0.026317866201556166,0.009359536163300566,-0.015884144874825583,0.009359565705975183,-0.31693394909756556,-0.13982926105843832,-0.3166216470947507,-0.13982921442628,-0.31693394909756556,-0.17262862824981184,-52796.79453051568,-3.240684451872344,-53365.28754920859,-3.834383426047015,soft_angular_jacket_candidate
soft_jacket,support_edge,throat_relax,960,-0.022332404665191142,0.02469401296319002,0.13680004225734738,0.027537725628107784,1.2181574023319957,-0.06196104885350683,0.11032085236924599,-0.02233240466519115,0.024695997819573927,-0.4185336215402369,0.5806661533961773,-0.41837568160288474,0.5806485413144178,-0.4185336215402369,-0.048918846256509003,-16444.803968263404,-0.8304793390980659,-16662.558323470184,-1.0955695399378498,soft_angular_jacket_candidate
soft_jacket,support_edge,angular_reset,1728,-3.724658079439525e-05,0.024649665791804425,0.061359266534855364,0.02615736412833379,0.7321412736020753,-0.030653573365993083,0.10035179402586442,-3.7246580794395246e-05,0.024649665791804422,-0.08582839581153717,0.16700347845196248,-0.08582848749411984,0.1670035848328913,-0.08582848749411984,-0.016039202281306685,-0.9359872068624138,-0.7500036095409199,-1.223846757761298,-1.0000042997657368,soft_angular_jacket_candidate
soft_jacket,support_edge,late_tail,1632,-0.006615962857539646,0.0009673067958325518,0.009379410287584324,0.025970846350573187,0.005280159371543268,-0.019111768898446416,0.005915300588786469,-0.006615962857539646,0.0009673067958325517,-0.03894982289160781,-0.0003826853784000932,-0.03894982289157466,-0.00038268537836928795,-0.03894982289160781,-0.014833893562130706,-0.7500236404053456,-0.7500000008225641,-1.0000286383790045,-1.0000000009798558,soft_angular_jacket_candidate
soft_jacket,packet_in_support,pre_catch,1125,0.011347696050613924,0.013993012443792405,0.00029066654001042025,0.013993223363364721,1.1347840326069993e-05,0.011348485980122731,0.013993011442547276,0.011345610561679974,0.013985984913816727,-0.21704029737884412,0.5148117371390981,-0.21756481716478504,0.029987025639911735,-0.21756481716478504,0.029987025639911735,-380443.0962697643,-130688.99654619046,-144971.85926573767,627774.1373636026,soft_angular_jacket_candidate
soft_jacket,packet_in_support,catch,1109,0.011370598375111018,0.014016632160384625,0.00010160052164742694,0.01401669840641928,1.0474844795653566e-05,0.011370598267314829,0.01401663004673487,0.011370597941559741,0.014016632853233603,-0.14606546196591808,0.12515955814888002,-0.13707960023864985,0.046191869438018784,-0.14606546196591808,0.019917549267688628,-400907.33008659765,-240004.20659360266,-398766.67683198274,376290.05126308237,soft_angular_jacket_candidate
soft_jacket,packet_in_support,hold,752,0.010167852846734288,0.014016646767342444,9.118999164003938e-06,0.014016709835483327,1.671825122344104e-06,0.01016785251082361,0.014016645057201715,0.01016785303311824,0.014016647365952513,-0.02723660627452773,0.0069467067396544735,-0.018274790834766463,0.01043355063029594,-0.02723660627452773,0.0069467067396544735,-444526.9482996157,-356499.6782716383,-444691.5326883388,-348384.6306904683,soft_angular_jacket_candidate
soft_jacket,packet_in_support,shift_fade,1128,0.007647426432034291,0.013589034773902714,0.004810025668436735,0.01358907316635338,0.020107123874383577,0.007641807996551552,0.013589034234992324,0.007647352973396135,0.013589035009069246,-0.2092063681208316,0.004853616846958175,-0.3146562835187918,0.13497876499013728,-0.3146562835187918,0.004853616846958175,-443001.03822880244,-84.96246223455731,-442197.19965665916,-90.43232448727338,soft_angular_jacket_candidate
soft_jacket,packet_in_support,throat_relax,975,-0.026839641473757937,0.025416121161084285,0.15351393019704765,0.030374105593587056,1.2352435071089278,-0.06196104885350683,0.01143493313271863,-0.026839641214488074,0.025419743395587703,-0.6146827458740916,-0.035663783091055244,-0.2390308765080611,0.9663887628120218,-0.6146827458740916,-0.035663783091055244,-109521.84287443789,-0.7997783166281249,-110378.89261105348,-1.05869853443529,soft_angular_jacket_candidate
soft_jacket,packet_in_support,angular_reset,66,0.004629392374795638,0.01186067066979445,0.03415668931553514,0.0019085687588731933,0.40701476578657264,-0.023931582965654518,-0.0066671762281013775,0.004629392380740632,0.011860701406506791,-0.05441727517879687,-0.01826277567454592,0.032492170429168125,0.08452040310945555,-0.05441727517879687,-0.01826277567454592,-0.8518054085462778,-0.7526725202174933,-1.1225917926105744,-1.003157374538531,soft_angular_jacket_candidate
soft_jacket,packet_outer,throat_relax,418,-0.02811274005209528,-0.0001901454091678508,0.021728243010009966,0.029882828461225926,1.2813869381049765,-0.05310205817093549,-0.01646155264720345,-0.028112740041437642,-0.0001901454009777333,-0.11129140836820042,-0.02320038059657398,-0.1039504702449078,0.02675996398590898,-0.11129140836820042,-0.02320038059657398,-1.4598101385269722,-0.750176514488696,-1.8171468550380703,-1.0001781304678579,soft_angular_jacket_candidate
soft_jacket,packet_outer,angular_reset,2472,-0.019198960184265947,0.004687209538980443,0.014516649550767449,0.0066045000372507295,0.02566854184775758,-0.034829825302607156,-0.0016902019194630605,-0.01919896018426595,0.004687209539345913,-0.04135301073775006,-0.001972002877618492,-0.010889749339041375,0.03301870937182471,-0.04135301073775006,-0.001972002877618492,-0.7608333773056988,-0.7499999988643746,-1.0127301419326218,-1.0,soft_angular_jacket_candidate
soft_jacket,packet_outer,late_tail,1146,-0.004986737627398891,-0.0007644676387418525,0.002742942117731033,0.003471683525654125,0.0029344778036823915,-0.011463467500797611,-0.0012877386369323962,-0.004986737627398891,-0.0007644676387418525,-0.013944305391394513,-0.0015424365927352633,-0.0030218709464597416,-0.0014876837890625452,-0.013944305391394513,-0.0015424365927352633,-0.7500000002012304,-0.749999999994649,-1.0000000002066693,-1.0,soft_angular_jacket_candidate
soft_jacket,outer_shoulder,pre_catch,480,-0.01943558796546845,0.008716827442777,0.0005343539660516635,0.028852565566561798,0.9180264393147047,,,-0.019435587965468452,0.008716827442776999,-0.25975009532617843,-0.14375790614985604,-0.2597500953262024,-0.14375790614987488,-0.2597500953262024,-0.14518262074143606,152.2667359380865,6883.252434055288,-510.7973538929908,-3.001748236937127,soft_angular_jacket_candidate
soft_jacket,outer_shoulder,catch,480,-0.019595602305047536,0.008724272237603687,0.001731882743734712,0.02886111140394916,0.9181713087757328,-0.4705141702573118,0.008599214404967631,-0.019595602305047536,0.008724272237603685,-0.26981615138823223,-0.14158935403705192,-0.2698161513882589,-0.14158935403711936,-0.2698161513882589,-0.14621107156592195,-398.86664081617107,4993.423025400352,-510.79415296897025,-3.0016026436232703,soft_angular_jacket_candidate
soft_jacket,outer_shoulder,hold,320,-0.01987714261147792,0.00873650936104641,0.0037225264291334886,0.028883331592401175,0.9191507559406198,-0.2526044481655683,0.008726137498359406,-0.01987714261147792,0.008736509360977612,-0.28629272836852504,-0.1379964250471719,-0.2862927279166714,-0.1379964250471003,-0.28629272836852504,-0.1495341514976919,-487.1748267679486,-0.5299364635729398,-510.62850119051456,-2.999690944313702,soft_angular_jacket_candidate
soft_jacket,outer_shoulder,shift_fade,480,-0.021345350822942585,0.008756945481947285,0.00850266603094205,0.029124271804098222,0.9621750446712473,-0.034535396508698635,0.008760798278041423,-0.021345350822942588,0.00875691580795456,-0.31334825569784996,-0.12912171098513617,-0.31316476400410487,-0.12912170176971982,-0.31334825569784996,-0.15499431083266557,-487.41733331740073,-2.4105300684632187,-508.4579022926192,-2.9001141998693365,soft_angular_jacket_candidate
soft_jacket,outer_shoulder,throat_relax,600,-0.0248002825991649,0.008670681264379252,0.0907568878542434,0.029325612687613325,1.1304672367026343,-0.06196104885350683,0.06621178185575265,-0.0248002825991649,0.00867067007719202,-0.290804926632066,0.22576853281259718,-0.2907937616445428,0.22577256464432804,-0.290804926632066,-0.04152561458480043,-249.4707288655943,-0.8133462347536559,-261.13025240503276,-1.07498783157109,soft_angular_jacket_candidate
