t,phase,core_line_target_Tkk,core_line_nmc_Tkk,core_line_infra_Tkk,access_mean_target_Tkk,access_mean_nmc_Tkk,access_mean_infra_Tkk,support_mean_target_Tkk,support_mean_nmc_Tkk,support_mean_infra_Tkk,support_ring_mean_target_Tkk,support_ring_mean_nmc_Tkk,support_ring_mean_infra_Tkk,shoulder_mean_target_Tkk,shoulder_mean_nmc_Tkk,shoulder_mean_infra_Tkk
13.40625,B_setup,-0.00018135464047003936,0.0,-0.00018135464047003936,-0.0006947189359643105,0.0,-0.0006947189359643105,-0.012876490083911877,0.0,-0.012876490083911877,-0.03178531739216517,0.0,-0.03178531739216517,-0.008870853582826426,0.0,-0.008870853582826426
14.625,B_setup,-0.00017717091681727996,0.0,-0.00017717091681727996,-0.0006732557644839299,0.0,-0.0006732557644839299,-0.012401179533040882,0.0,-0.012401179533040882,-0.030805119380128875,0.0,-0.030805119380128875,-0.008661188149863622,0.0,-0.008661188149863622
15.84375,B_setup,-0.00017249547129519983,0.0,-0.00017249547129519983,-0.000649468334353353,0.0,-0.000649468334353353,-0.011876225569591746,0.0,-0.011876225569591746,-0.029717519925293447,0.0,-0.029717519925293447,-0.008419866691904592,0.0,-0.008419866691904592
17.0625,B_setup,-0.00016736437417838273,0.0,-0.00016736437417838273,-0.0006235126820378765,0.0,-0.0006235126820378765,-0.01130472632861119,0.0,-0.01130472632861119,-0.02852944497502758,0.0,-0.02852944497502758,-0.008147386773907384,0.0,-0.008147386773907384
18.28125,B_setup,-0.00016182450130465108,0.0,-0.00016182450130465108,-0.0005955888075579635,0.0,-0.0005955888075579635,-0.010690636472178404,0.0,-0.010690636472178404,-0.027249852490096305,0.0,-0.027249852490096305,-0.007844898192279693,0.0,-0.007844898192279693
19.5,B_setup,-0.00015593154653955536,0.0,-0.00015593154653955536,-0.0005659327648763547,0.0,-0.0005659327648763547,-0.010038617964011332,0.0,-0.010038617964011332,-0.02588937747235636,0.0,-0.02588937747235636,-0.007514149144680635,0.0,-0.007514149144680635
20.71875,B_setup,-0.00014974773330795693,0.0,-0.00014974773330795693,-0.0005348075477051586,0.0,-0.0005348075477051586,-0.009353867456553068,0.0,-0.009353867456553068,-0.024459920522223233,0.0,-0.024459920522223233,-0.0071574096325927785,0.0,-0.0071574096325927785
21.9375,B_setup,-0.00014333937333612133,0.0,-0.00014333937333612133,-0.0005024933583908836,0.0,-0.0005024933583908836,-0.008641931394623043,0.0,-0.008641931394623043,-0.022974206483501264,0.0,-0.022974206483501264,-0.0067773771725726665,0.0,-0.0067773771725726665
23.15625,B_setup,-0.00013677442483337355,0.0,-0.00013677442483337355,-0.00046927786448611305,0.0,-0.00046927786448611305,-0.007908520310683648,0.0,-0.007908520310683648,-0.021445340671384244,0.0,-0.021445340671384244,-0.006377071083393103,0.0,-0.006377071083393103
24.375,B_setup,-0.00013012019104741054,0.0,-0.00013012019104741054,-0.0004354470034347105,0.0,-0.0004354470034347105,-0.0071593329937018925,0.0,-0.0071593329937018925,-0.019886388324218573,0.0,-0.019886388324218573,-0.005959722099291125,0.0,-0.005959722099291125
25.59375,B_setup,-0.00012344127630170156,0.0,-0.00012344127630170156,-0.000401276801723531,0.0,-0.000401276801723531,-0.006399899464767846,0.0,-0.006399899464767846,-0.018309998765027525,0.0,-0.018309998765027525,-0.005528663844086843,0.0,-0.005528663844086843
26.8125,B_setup,-0.00011679788451722273,0.0,-0.00011679788451722273,-0.0003670265477202608,0.0,-0.0003670265477202608,-0.005635449304225649,0.0,-0.005635449304225649,-0.016728090059205378,0.0,-0.016728090059205378,-0.005087231891592824,0.0,-0.005087231891592824
28.03125,B_setup,-0.00011024450961525363,0.0,-0.00011024450961525363,-0.00033293351618856546,0.0,-0.00033293351618856546,-0.004870809205850906,0.0,-0.004870809205850906,-0.015151603568841189,0.0,-0.015151603568841189,-0.004638674904966043,0.0,-0.004638674904966043
30.46875,B_setup,-9.759220975698169e-05,0.0,-9.759220975698169e-05,-0.000266037724337442,0.0,-0.000266037724337442,-0.0033578492800427286,0.0,-0.0033578492800427286,-0.01205281540429574,0.0,-0.01205281540429574,-0.00373232012149572,0.0,-0.00373232012149572
31.6875,B_setup,-9.156751398547182e-05,0.0,-9.156751398547182e-05,-0.00023357408758656697,0.0,-0.00023357408758656697,-0.0026166653692116415,0.0,-0.0026166653692116415,-0.010546308084937336,0.0,-0.010546308084937336,-0.003280004909667224,0.0,-0.003280004909667224
32.90625,B_setup,-8.578127393541131e-05,0.0,-8.578127393541131e-05,-0.00020194568751454362,0.0,-0.00020194568751454362,-0.0018895543973314988,0.0,-0.0018895543973314988,-0.009076790907142486,0.0,-0.009076790907142486,-0.002831465331307113,0.0,-0.002831465331307113
