A_open_ring_comp,A_support_setup_reset,A_shoulder_setup_reset,support_full_residual_ratio,support_ring_full_residual_ratio,shoulder_full_residual_ratio,access_full_residual_ratio,core_full_residual_ratio,support_ring_setup_reset_ratio,shoulder_setup_reset_ratio,support_setup_reset_ratio,support_ring_open_residual_neg_fraction,shoulder_open_neg_fraction_carried_by_nmc,score
0.0035,0.02,0.01,2.059719102162459,0.9758512311212869,0.9898064883657721,2.6318392200884015,2.793032073817227,1.0122999498212168,1.0068495282770524,1.9688511635621102,1.5535096513620636,0.42206662750438684,1.0209927432698755
0.002,0.02,0.011,2.0468365171601266,0.9693910495304748,1.1367551852386772,2.6259963405936406,2.793031265856397,1.012774278591805,1.153722556967415,1.96895495382379,1.5535096513620636,0.42206662750438684,1.0244923263888401
0.0045,0.02,0.013,2.0686866814741953,0.9818352509453214,1.4467133590125372,2.6357344888321803,2.793032612492264,1.0137231053568498,1.463412567204687,1.9691625392269303,1.5535096513620636,0.42206662750438684,1.0262950406030849
0.004,0.02,0.013,2.064357960249002,0.9795290301968411,1.446713341613989,2.6337868609009307,2.793032343168852,1.0137231053568498,1.463412567204687,1.9691625392269303,1.5535096513620636,0.42206662750438684,1.0369617590444533
0.003,0.02,0.01,2.05539048159755,0.9735455344917878,0.989806472026745,2.629891592159766,2.793031804493815,1.0122999498212168,1.0068495282770524,1.9688511635621102,1.5535096513620636,0.42206662750438684,1.0372794205430944
0.002,0.02,0.012,2.0469397954536137,0.9698478460755767,1.289132050669179,2.625996344884786,2.793031265865801,1.0132486637669955,1.3059845620945536,1.9690587457120508,1.5535096513620636,0.42206662750438684,1.0381440000118134
0.0015,0.02,0.011,2.04250786304231,0.9670853790992815,1.136755168541018,2.6240487126641336,2.793030996532985,1.012774278591805,1.153722556967415,1.96895495382379,1.5535096513620636,0.42206662750438684,1.0468779234995846
0.0035,0.02,0.013,2.060029239023809,0.9772228642515302,1.4467133242154409,2.631839232969681,2.7930320738454406,1.0137231053568498,1.463412567204687,1.9691625392269303,1.5535096513620636,0.42206662750438684,1.0498035338635199
0.0025,0.02,0.01,2.0510618610326414,0.9712398926422403,0.989806455687718,2.62794396423113,2.7930315351704036,1.0122999498212168,1.0068495282770524,1.9688511635621102,1.5535096513620636,0.42206662750438684,1.0557400492047602
0.0015,0.02,0.012,2.0426111077823688,0.9675420374921624,1.289132033618435,2.6240487169544076,2.7930309965423894,1.0132486637669955,1.3059845620945536,1.9690587457120508,1.5535096513620636,0.42206662750438684,1.060107086629819
0.003,0.02,0.013,2.0557005177986154,0.9749167531074351,1.446713306816893,2.6298916050384316,2.7930318045220286,1.0137231053568498,1.463412567204687,1.9691625392269303,1.5535096513620636,0.42206662750438684,1.0648202126600121
0.001,0.02,0.011,2.0381792089244937,0.9647797634486184,1.1367551518433594,2.622101084734626,2.7930307272095733,1.012774278591805,1.153722556967415,1.96895495382379,1.5535096513620636,0.42206662750438684,1.0714372817436373
0.002,0.02,0.01,2.0467332404677325,0.9689343055706925,0.9898064393486906,2.6259963363024945,2.7930312658469916,1.0122999498212168,1.0068495282770524,1.9688511635621102,1.5535096513620636,0.42206662750438684,1.0763744769584784
0.0025,0.02,0.013,2.0513717965734224,0.9726106967626028,1.446713289418345,2.627943977107182,2.793031535198617,1.0137231053568498,1.463412567204687,1.9691625392269303,1.5535096513620636,0.42206662750438684,1.0820116430445224
0.001,0.02,0.012,2.038282420111124,0.965236283695714,1.2891320165676918,2.6221010890240297,2.7930307272189774,1.0132486637669955,1.3059845620945536,1.9690587457120508,1.5535096513620636,0.42206662750438684,1.0842442010322142
