R,Ricci2,Kretsch,Gnn,Gkp,Gkm,gtt,det,theta_p,theta_m,tidal_radial_adm,tidal_angular_adm,S_pass,W,q,E,A,T,r,rho_pass_coord,X,U,Bamp,worldline_norm,v_rel,gamma_rel,tidal_radial_pass,tidal_angular_pass,rho_adm,rho_world,j_l_adm,p_l_adm,p_th_adm,p_ph_adm,t,dtaudt,neg_nec,neg_rho_world,abs_tidal_pass,abs_flux,abs_pressure
8.369385510712988e-05,9.175499760542358e-09,3.088163006063291e-08,-5.579561747626776e-05,-0.0004649386114609737,-3.771604724512861e-06,-17671.307948763304,-7.74282081327249e+16,-0.012563444096189825,0.0011456265861325514,-1.7125084082519776e-06,-4.796501831079035e-05,0.999088948800398,0.9999781946485498,0.9999955974988521,0.9999546021312975,99.98793161035519,239.96553001539198,1.077032961426901,1e-05,-0.40000000000000013,1.9996641066749277,2.0,-57583.429341992334,0.0006752201109789675,1.000000227961177,-1.7125084082519782e-06,-4.8042919079522197e-05,-5.579561747626776e-05,-5.595141901373141e-05,0.00011529175168411517,-0.00017855949061647543,1.953500901653894e-05,1.953500901653894e-05,-0.20024738046642787,239.96547531257977,0.00046871021618548656,5.595141901373141e-05,4.8042919079522197e-05,0.00011529175168411517,0.00017855949061647543
8.109255563243647e-05,9.367364578334587e-09,3.176705450873889e-08,-6.0352088115324716e-05,-0.00048323862808080274,-3.914366465474861e-06,-17672.472207748327,-7.610201010542402e+16,-0.012286337128820199,0.0011201033413633292,-1.2134202916976984e-06,-4.984247281992263e-05,0.999088948800398,0.9999833353102285,0.9999952050613021,0.9999505555604283,99.99011800097699,239.97177477093408,1.072342031540364,1e-05,-0.38719172590347917,1.9996278660850575,2.0,-57586.42766237324,0.0006592059840334981,1.0000002172763356,-1.2134202916976993e-06,-4.992151913305123e-05,-6.0352088115324716e-05,-6.051018074158189e-05,0.00011983106540383191,-0.000183224409157814,2.088988270502641e-05,2.088988270502641e-05,-0.19384211063238616,239.97172263075754,0.0004871529945462776,6.051018074158189e-05,4.992151913305123e-05,0.00011983106540383191,0.000183224409157814
7.930035726812097e-05,9.564019520171319e-09,3.262031080332301e-08,-6.406292257095734e-05,-0.0004986892886568098,-4.03240986361074e-06,-17673.412803905212,-7.482618818057429e+16,-0.011994965497187418,0.001093259083349422,-8.581177788831785e-07,-5.1427491713067345e-05,0.999088948800398,0.9999871520821443,0.9999947776506869,0.9999461484028018,99.99167871157559,239.97623247889368,1.0677842253998835,1e-05,-0.37438369624334494,1.9995877164586413,2.0,-57588.568347305765,0.0006429664099580862,1.0000002067029663,-8.581177788831787e-07,-5.150705564235627e-05,-6.406292257095734e-05,-6.42220504295352e-05,0.00012366421969829975,-0.00018729792668925293,2.1967323425087305e-05,2.1967323425087298e-05,-0.18743684079834447,239.97618287510485,0.0005027216985204206,6.42220504295352e-05,5.150705564235627e-05,0.00012366421969829975,0.00018729792668925293
7.80667393435061e-05,9.761753988742445e-09,3.344783932340106e-08,-6.718007244785414e-05,-0.0005121235783782069,-4.132602800784539e-06,-17674.198088617468,-7.360087972553096e+16,-0.011690987024224476,0.0010652432015628463,-6.026435124180346e-07,-5.280539930359458e-05,0.999088948800398,0.9999900076001199,0.9999943121520855,0.9999413485485629,99.99277926591589,239.9793758946288,1.0633612549343536,1e-05,-0.3615759373846153,1.9995432363978076,2.0,-57590.07828296551,0.0006260503659123196,1.000000195969588,-6.026435124180344e-07,-5.2884956904052074e-05,-6.718007244785414e-05,-6.733918764876916e-05,0.0001269977438943556,-0.00019094801814164157,2.2850603175140663e-05,2.2850603175140663e-05,-0.18103157096430275,239.9793288659786,0.0005162561811789915,6.733918764876916e-05,5.2884956904052074e-05,0.0001269977438943556,0.00019094801814164157
7.721996855816251e-05,9.958660349218258e-09,3.42543328432725e-08,-6.987503442145301e-05,-0.0005241067925306918,-4.2195700423230895e-06,-17674.8774046796,-7.242588483236987e+16,-0.011375588512885967,0.001036161976098738,-4.168682946719791e-07,-5.4034075202931174e-05,0.999088948800398,0.9999921601364654,0.9999938051735126,0.9999361210329281,99.99353701761959,239.98154019742537,1.0590748092647373,1e-05,-0.3487684785343131,1.9994939591331806,2.0,-57591.11834074591,0.0006080772687709158,1.0000001848790336,-4.1686829467197893e-07,-5.411315697097235e-05,-6.987503442145301e-05,-7.003319795753533e-05,0.0001299718056220922,-0.0001942881468650545,2.3596571942719492e-05,2.3596571942719492e-05,-0.17462630113026104,239.98149582987833,0.0005283263625730149,7.003319795753533e-05,5.411315697097235e-05,0.0001299718056220922,0.0001942881468650545
7.664152740773562e-05,1.0153666048931775e-08,3.504288791358572e-08,-7.226495758310131e-05,-0.0005350234073893937,-4.296417836026859e-06,-17675.48684414696,-7.130078241090954e+16,-0.011049639028425534,0.0010060925394140415,-2.799991674236346e-07,-5.5152861059772755e-05,0.999088948800398,0.9999937948982205,0.9999932530213498,0.9999304277832506,99.99403554369655,239.982964097452,1.0549265519786355,1e-05,-0.33596135204742333,1.9994393676514155,2.0,-57591.80309691872,0.0005887090716563496,1.0000001732892305,-2.7999916742363444e-07,-5.523101876433788e-05,-7.226495758310131e-05,-7.242127299223161e-05,0.0001326817473883417,-0.00019739495502960896,2.4244235019386006e-05,2.4244235019386006e-05,-0.16822103129621935,239.98292251099602,0.0005393198252254206,7.242127299223161e-05,5.523101876433788e-05,0.0001326817473883417,0.00019739495502960896
7.624906783312236e-05,1.034607457792684e-08,3.581529699569789e-08,-7.443004059231318e-05,-0.0005451349622250816,-4.365216370496576e-06,-17676.0532237928,-7.022500897171844e+16,-0.01071379383514131,0.0009750923366412575,-1.7758621793765026e-07,-5.618849414546834e-05,0.999088948800398,0.9999950456001379,0.9999926516736155,0.9999242273438571,99.99433456244611,239.9838181613574,1.050918118347892,1e-05,-0.3231545937656991,1.9993788893023536,2.0,-57592.214422848636,0.0005676302680610321,1.0000001611020997,-1.775862179376503e-07,-5.626527775196358e-05,-7.443004059231318e-05,-7.458360780530365e-05,0.00013519243646364625,-0.00020032004870547588,2.4820470140020183e-05,2.4820470140020183e-05,-0.16181576146217763,239.98377949946666,0.0005495001785955782,7.458360780530365e-05,5.626527775196358e-05,0.00013519243646364625,0.00020032004870547588
7.598497653353886e-05,1.0535347835354437e-08,3.657233938036549e-08,-7.642519943874316e-05,-0.0005546188777627239,-4.427322983602407e-06,-17676.596849420246,-6.9197912421810824e+16,-0.010368565339890902,0.0009432055757900979,-9.95154970523296e-08,-5.715908610423014e-05,0.999088948800398,0.9999960094299432,0.9999919967508839,0.9999174745767466,99.99447680939453,239.9842244503792,1.0470511124949964,1e-05,-0.31034824339282135,1.9993118898308748,2.0,-57592.41090795127,0.000544533183358453,1.0000001482582268,-9.951549705232957e-08,-5.7234026957736554e-05,-7.642519943874316e-05,-7.657508114575599e-05,0.00013754788869478038,-0.00020309790093441996,2.534386248106898e-05,2.534386248106898e-05,-0.15541049162813592,239.98418887074888,0.0005590462007463264,7.657508114575599e-05,5.7234026957736554e-05,0.00013754788869478038,0.00020309790093441996
7.580865665102829e-05,1.072100392884613e-08,3.7314026410594735e-08,-7.82879430922279e-05,-0.0005635946598084808,-4.483599967904167e-06,-17677.13345232984,-6.8218789020931736e+16,-0.010014371829459284,0.0009104676514675431,-3.865477461053516e-08,-5.807680832156576e-05,0.999088948800398,0.9999967574958973,0.9999912834846518,0.9999101203360716,99.99449283268298,239.98427021647282,1.0433271045144068,1e-05,-0.2975423449097889,1.9992376667728808,2.0,-57592.43443178859,0.0005191067880765798,1.000000134735956,-3.865477461053516e-08,-5.8149406198017776e-05,-7.82879430922279e-05,-7.843313884513196e-05,0.00013977776496014414,-0.00020575118679596455,2.5827293526354185e-05,2.5827293526354185e-05,-0.1490052217940942,239.98423788196715,0.0005680782597763849,7.843313884513196e-05,5.8149406198017776e-05,0.00013977776496014414,0.00020575118679596455
7.569128548556727e-05,1.0902570458684152e-08,3.803979446081832e-08,-8.004372393734949e-05,-0.0005721417041755906,-4.534562172191039e-06,-17677.67555667766,-6.728690891705096e+16,-0.009651571160956274,0.0008769081948339219,1.0065873871958845e-08,-5.8949716277002555e-05,0.999088948800398,0.9999973421664385,0.9999905066829334,0.9999021111141665,99.99440435652187,239.98401750879614,1.0397476275552213,1e-05,-0.28473694703482205,1.999155442148645,2.0,-57592.31477367189,0.000491027831971258,1.0000001205541877,1.0065873871958844e-08,-5.90194287802613e-05,-8.004372393734949e-05,-8.018314894386695e-05,0.00014190178550084988,-0.00020829440923654128,2.627969990681227e-05,2.627969990681226e-05,-0.14259995196005248,239.98398857772133,0.0005766762663477816,8.018314894386695e-05,5.90194287802613e-05,0.00014190178550084988,0.00020829440923654128
