R,Ricci2,Kretsch,Gnn,Gkp,Gkm,gtt,det,theta_p,theta_m,tidal_radial_adm,tidal_angular_adm,S_pass,W,q,E,A,T,r,rho_pass_coord,X,U,Bamp,worldline_norm,v_rel,gamma_rel,tidal_radial_pass,tidal_angular_pass,rho_adm,rho_world,j_l_adm,p_l_adm,p_th_adm,p_ph_adm,t,dtaudt,neg_nec,neg_rho_world,abs_tidal_pass,abs_flux,abs_pressure
8.302294880744959e-05,9.19924022652245e-09,3.0879072860544715e-08,-5.579573832742829e-05,-0.0004649050057712025,-3.7720382476344116e-06,-9940.599144245492,-4.355402382098253e+16,-0.012563401095917895,0.001145669586404045,-1.3937603022067644e-06,-4.795672621447318e-05,0.999088948800398,0.9999781946485498,0.9999955974988521,0.9999546021312975,99.98793161035519,179.97550443205634,1.0770329614269007,1e-05,-0.4,1.4997759726211939,1.5,-32391.16674232635,0.0006907111561054646,1.000000238541036,-1.393760302206765e-06,-4.80364095731016e-05,-5.579573832742829e-05,-5.595510504468514e-05,0.00011528324188089207,-0.00017854278368199022,1.986204827355622e-05,1.986204827355622e-05,-0.2669598528573872,179.97546150052332,0.00046867704401883694,5.595510504468514e-05,4.80364095731016e-05,0.00011528324188089207,0.00017854278368199022
8.107445890087622e-05,9.343207129163748e-09,3.157031662296593e-08,-5.941450435413077e-05,-0.0004793909458746043,-3.885263696999977e-06,-9941.048581332252,-4.297283680065652e+16,-0.012349781227265856,0.0011259868533820168,-1.0638006155950054e-06,-4.9443966594486926e-05,0.999088948800398,0.9999823126545816,0.9999952960413174,0.9999514936868789,99.98968899332903,179.9790714208606,1.0733829098691663,1e-05,-0.3900652140337544,1.499757442115551,1.5,-32392.45118998628,0.0006795743097159461,1.0000002309107012,-1.0638006155950058e-06,-4.952480779005894e-05,-5.941450435413077e-05,-5.9576186745274816e-05,0.0001188764205444011,-0.00018222360043167142,2.0867318588332207e-05,2.0867318588332207e-05,-0.2603356325004633,179.9790298617766,0.00048327620957160425,5.9576186745274816e-05,4.952480779005894e-05,0.0001188764205444011,0.00018222360043167142
7.961724266316087e-05,9.491378571969154e-09,3.224061283425772e-08,-6.248422026993704e-05,-0.000492027612483218,-3.9825097478883e-06,-9941.43259829447,-4.240869585607308e+16,-0.012127316763770981,0.0011054873691494678,-8.104620084114768e-07,-5.0741189796552993e-05,0.999088948800398,0.9999855772158663,0.9999949739461179,0.9999481724588586,99.99104391356595,179.98182152996492,1.069812712334476,1e-05,-0.3801305558258218,1.4997373792550577,1.5,-32393.4416059751,0.0006684742450984633,1.000000223428983,-8.104620084114769e-07,-5.082280663993038e-05,-6.248422026993704e-05,-6.26474539566918e-05,0.0001220112756838324,-0.00018552084084561606,2.1709688956259093e-05,2.1709688956259103e-05,-0.2537114121435394,179.98178131681857,0.0004960101222311064,6.26474539566918e-05,5.082280663993038e-05,0.0001220112756838324,0.00018552084084561606
7.852808871872444e-05,9.641587949103664e-09,3.2893505369217765e-08,-6.5137809010738e-05,-0.0005032551882229405,-4.067411223664319e-06,-9941.76765726137,-4.186166812106104e+16,-0.011896871390199735,0.0010842486942905382,-6.147573792597888e-07,-5.1893547995420186e-05,0.999088948800398,0.9999881771409034,0.9999946298010935,0.999944623889959,99.9920826468656,179.98392987124632,1.0663231710069268,1e-05,-0.37019603594078054,1.49971565739308,1.5,-32394.201020646975,0.0006571954372807215,1.0000002159529913,-6.147573792597886e-07,-5.19756187921133e-05,-6.5137809010738e-05,-6.530195060412423e-05,0.00012479694424981906,-0.00018852349071256445,2.242879649155097e-05,2.242879649155097e-05,-0.24708719178661553,179.98389100318667,0.0005073225994466048,6.530195060412423e-05,5.19756187921133e-05,0.00012479694424981906,0.00018852349071256445
7.771526733669656e-05,9.792510685085983e-09,3.3531795134861624e-08,-6.747377237717353e-05,-0.0005133992305151453,-4.142643108621438e-06,-9942.06652528666,-4.133174025635044e+16,-0.011659107370592111,0.001062330058480661,-4.625520748041682e-07,-5.2934426985358825e-05,0.999088948800398,0.9999902572187649,0.9999942620975621,0.9999408324282961,99.9928711615672,179.98553033985155,1.0629150802659386,1e-05,-0.360261665816316,1.4996921394277938,1.5,-32394.77763151124,0.0006455540526334268,1.0000002083700825,-4.625520748041682e-07,-5.301666910319465e-05,-6.747377237717353e-05,-6.76382566128452e-05,0.00012731414685163096,-0.00019129716443470982,2.305406236041986e-05,2.3054062360419874e-05,-0.24046297142969164,179.98549283625954,0.0005175418736237667,6.76382566128452e-05,5.301666910319465e-05,0.00012731414685163096,0.00019129716443470982
7.711020959655196e-05,9.943300949009988e-09,3.415758409162989e-08,-6.95652866589249e-05,-0.0005227009626898799,-4.210173342289092e-06,-9942.339184047294,-4.081884066100778e+16,-0.011414538516431547,0.0010397771643459335,-3.4328009562711515e-07,-5.38885556807869e-05,0.999088948800398,0.9999919289421397,0.9999938692237396,0.9999367814596232,99.99346005034336,179.98672562362333,1.059589225933021,1e-05,-0.35032745783529307,1.4996666769411238,1.5,-32395.20840436259,0.0006333885931026968,1.0000002005906152,-3.432800956271151e-07,-5.397071009834466e-05,-6.95652866589249e-05,-6.972959549404043e-05,0.00012962269733689775,-0.0001938902813571597,2.3607392550841408e-05,2.3607392550841408e-05,-0.23383875107276775,179.98668951998255,0.0005269111360321691,6.972959549404043e-05,5.397071009834466e-05,0.00012962269733689775,0.0001938902813571597
7.666145091922742e-05,1.0093385098604116e-08,3.477236661339778e-08,-7.14668214755761e-05,-0.0005313393148234217,-4.271446655072533e-06,-9942.593510250475,-4.032285586685692e+16,-0.011163569251403143,0.0010166257284819889,-2.490099880172133e-07,-5.477426847358629e-05,0.999088948800398,0.9999932785174708,0.9999934494577136,0.9999324532349942,99.99388821375469,179.9875946792586,1.0563463845056253,1e-05,-0.3403934254037618,1.4996391092671233,1.5,-32395.521763366967,0.0006205527655064853,1.000000192542923,-2.490099880172132e-07,-5.485608842491026e-05,-7.14668214755761e-05,-7.163046137822405e-05,0.00013176696704208726,-0.000196338559263671,2.4105143434433717e-05,2.4105143434433717e-05,-0.22721453071584388,179.98756002392767,0.0005356107614784942,7.163046137822405e-05,5.485608842491026e-05,0.00013176696704208726,0.000196338559263671
7.633020594391415e-05,1.0242343453778076e-08,3.5377130278720944e-08,-7.321897500621898e-05,-0.0005394470243194005,-4.3275187634271876e-06,-9942.835786708447,-3.984364268489923e+16,-0.010906523537714917,0.0009929041016973697,-1.7376255832230859e-07,-5.560515770992689e-05,0.999088948800398,0.9999943728717917,0.9999930009599403,0.999927828793536,99.99418562181164,179.98819833725622,1.0531873223790347,1e-05,-0.33045958303538514,1.4996092624840747,1.5,-32395.73960804924,0.0006069099816293815,1.0000001841699138,-1.737625583223086e-07,-5.568640015561487e-05,-7.321897500621898e-05,-7.338145989759494e-05,0.0001337798763889933,-0.00019866829653519483,2.455955779253082e-05,2.455955779253082e-05,-0.22059031035892,179.98816518885135,0.0005437745430828277,7.338145989759494e-05,5.568640015561487e-05,0.0001337798763889933,0.00019866829653519483
7.608712308432561e-05,1.0389842262501272e-08,3.597244967353947e-08,-7.485201991814841e-05,-0.0005471224431855513,-4.379154691340795e-06,-9943.071087915241,-3.938103723807668e+16,-0.01064366638029502,0.0009686352151941933,-1.1301062402618002e-07,-5.639128541814251e-05,0.999088948800398,0.9999952641746588,0.9999925217652355,0.9999228878800056,99.9943753919516,179.9885835194853,1.0501127950573026,1e-05,-0.32052594644281207,1.499576948324134,1.5,-32395.878831132533,0.0005923290539864798,1.0000001754269003,-1.1301062402618005e-07,-5.647170447511083e-05,-7.485201991814841e-05,-7.501285803208503e-05,0.00013568582212355264,-0.00020089877902029762,2.4979818008911834e-05,2.497981800891184e-05,-0.2139660900019961,179.98855194465156,0.0005515015978768921,7.501285803208503e-05,5.647170447511083e-05,0.00013568582212355264,0.00020089877902029762
7.590989530111179e-05,1.0535594416942099e-08,3.6558567319114185e-08,-7.638851383037255e-05,-0.000554438230705746,-4.426901066646578e-06,-9943.303572280702,-3.893486170322008e+16,-0.010375219875829737,0.0009438380312811474,-6.331084833218812e-08,-5.7140075316298125e-05,0.999088948800398,0.9999959932552845,0.9999920097742233,0.9999176088567878,99.99447535827412,179.98878642421022,1.047123546354295,1e-05,-0.3105925326365646,1.4995419629938582,1.5,-32395.95246483552,0.0005766807671279323,1.000000166280395,-6.331084833218813e-08,-5.721941704570625e-05,-7.638851383037255e-05,-7.654719728918884e-05,0.00013750283240977488,-0.00020304405205582373,2.53728214621697e-05,2.53728214621697e-05,-0.2073418696450722,179.9887564956087,0.0005588651317723927,7.654719728918884e-05,5.721941704570625e-05,0.00013750283240977488,0.00020304405205582373
7.57814945878804e-05,1.0679336765003258e-08,3.713546077094412e-08,-7.784522854326691e-05,-0.0005614477782685813,-4.471139465034099e-06,-9943.536704700477,-3.8504929361159224e+16,-0.010101375236206123,0.0009185286283891315,-2.2031767146874375e-08,-5.785697203503009e-05,0.999088948800398,0.9999965921946077,0.999991462744207,0.9999119686099649,99.99449926073018,179.98883493976558,1.0442203075859442,1e-05,-0.3006593600320536,1.4995040858984348,1.5,-32395.97054957734,0.0005598350877254622,1.0000001567076995,-2.2031767146874365e-08,-5.793497016775276e-05,-7.784522854326691e-05,-7.800122480871224e-05,0.00013924415970088683,-0.00020511423032354087,2.5743753596196785e-05,2.5743753596196785e-05,-0.2007176492881483,179.98880673413373,0.0005659189177336153,7.800122480871224e-05,5.793497016775276e-05,0.00013924415970088683,0.00020511423032354087
7.568886244474271e-05,1.0820817071477414e-08,3.7702897045942346e-08,-7.923458136988436e-05,-0.0005681899768955504,-4.51212590006257e-06,-9943.773426960297,-3.809104839253172e+16,-0.00982230182908379,0.0008927210150209209,1.2847874035193163e-08,-5.854593023314544e-05,0.999088948800398,0.9999970862989211,0.9999908782794256,0.9999059424490676,99.9944576493362,179.9887504798314,1.0414037967548617,1e-05,-0.29072644856538454,1.4994630782618594,1.5,-32395.940794503975,0.0005416588373177199,1.0000001466971804,1.2847874035193167e-08,-5.862230253478324e-05,-7.923458136988436e-05,-7.938732597315991e-05,0.00014091946274887195,-0.0002071164700279221,2.609651310664751e-05,2.60965131066475e-05,-0.19409342893122444,179.98872407599308,0.000572702102795613,7.938732597315991e-05,5.862230253478324e-05,0.00014091946274887195,0.0002071164700279221
7.562193490793526e-05,1.0959786628707981e-08,3.826047626560343e-08,-8.056570125752301e-05,-0.0005746927692893108,-4.550020147388118e-06,-9944.016288951998,-3.76930247400106e+16,-0.009538153998868853,0.0008664277418835459,4.288920621221373e-08,-5.920977895885143e-05,0.999088948800398,0.9999974956082262,0.9999902538206539,0.9998995040000926,99.99435857388661,179.98854938334304,1.0386747177284912,1e-05,-0.28079381981867224,1.499418681634717,1.5,-32395.869081298504,0.0005220136958089652,1.000000136249177,4.288920621221371e-08,-5.9284224020710765e-05,-8.056570125752301e-05,-8.071459138124173e-05,0.00014253568728548065,-0.00020905569346082642,2.6434028647684087e-05,2.6434028647684087e-05,-0.18746920857430055,179.98852486005464,0.0005792427894366988,8.071459138124173e-05,5.9284224020710765e-05,0.00014253568728548065,0.00020905569346082642
