R,Ricci2,Kretsch,Gnn,Gkp,Gkm,gtt,det,theta_p,theta_m,tidal_radial_adm,tidal_angular_adm,S_pass,W,q,E,A,T,r,rho_pass_coord,X,U,Bamp,worldline_norm,v_rel,gamma_rel,tidal_radial_pass,tidal_angular_pass,rho_adm,rho_world,j_l_adm,p_l_adm,p_th_adm,p_ph_adm,t,dtaudt,neg_nec,neg_rho_world,abs_tidal_pass,abs_flux,abs_pressure
8.375667422298062e-05,9.193642401846611e-09,3.090985192510111e-08,-5.579831245590247e-05,-0.0004649315347540942,-3.841979445742959e-06,-17684.713046981862,-7.74282081327249e+16,-0.01256248568233141,0.0011465849999909674,-1.7149233992770102e-06,-4.7980863084057854e-05,0.999088948800398,0.9999781946485498,0.9999955974988521,0.9999546021312975,99.98793161035519,239.96553001539198,1.077032961426901,1e-05,-0.40000000000000013,1.9996641066749277,1.9996641066749279,-57583.41734325797,0.000815041967708068,1.00000033214687,-1.7149233992770106e-06,-4.80748928319222e-05,-5.579831245590247e-05,-5.598637195163113e-05,0.00011527238882708784,-0.00017858844464401616,1.9516728982566566e-05,1.9516728982566566e-05,-0.20024738046642787,239.96545031161875,0.0004687735141998372,5.598637195163113e-05,4.80748928319222e-05,0.00011527238882708784,0.00017858844464401616
8.115566725883494e-05,9.387572426616118e-09,3.179930499690838e-08,-6.035495445272136e-05,-0.00048322612645082324,-3.991051214340506e-06,-17687.324171706467,-7.610201010542402e+16,-0.012285298751720984,0.0011211417184625433,-1.2157187994414191e-06,-4.985853464134871e-05,0.999088948800398,0.9999833353102285,0.9999952050613021,0.9999505555604283,99.99011800097699,239.97177477093408,1.072342031540364,1e-05,-0.38719172590347917,1.9996278660850575,1.9996278660850575,-57586.41451954658,0.0008141131872578498,1.0000003313903056,-1.2157187994414193e-06,-4.995615333416966e-05,-6.035495445272136e-05,-6.0550191838363264e-05,0.00011980876880912068,-0.00018325363437986052,2.0871506334152124e-05,2.0871506334152124e-05,-0.19384211063238616,239.97169524664068,0.00048721717766516374,6.0550191838363264e-05,4.995615333416966e-05,0.00011980876880912068,0.00018325363437986052
7.936367181062752e-05,9.58639988421131e-09,3.265680969853102e-08,-6.406595778114883e-05,-0.0004986707188639935,-4.115809490342318e-06,-17689.867479229164,-7.482618818057429e+16,-0.011993842399438877,0.0010943821810979614,-8.603699484166637e-07,-5.144371186902297e-05,0.999088948800398,0.9999871520821443,0.9999947776506869,0.9999461484028018,99.99167871157559,239.97623247889368,1.0677842253998835,1e-05,-0.37438369624334494,1.9995877164586413,1.9995877164586413,-57588.553941835184,0.0008145859816775408,1.0000003317753259,-8.603699484166638e-07,-5.154450971603444e-05,-6.406595778114883e-05,-6.426755347517178e-05,0.00012363872734341282,-0.00018732730639601912,2.1948838402121414e-05,2.1948838402121414e-05,-0.18743684079834447,239.97615286072735,0.0005027865283543358,6.426755347517178e-05,5.154450971603444e-05,0.00012363872734341282,0.00018732730639601912
7.812998012904221e-05,9.786425447598127e-09,3.3488859033782e-08,-6.718327348707501e-05,-0.0005120981079845198,-4.223148278087612e-06,-17692.428138206174,-7.360087972553096e+16,-0.011689774325543313,0.0010664559002440104,-6.049073530993801e-07,-5.282167809924837e-05,0.999088948800398,0.9999900076001199,0.9999943121520855,0.9999413485485629,99.99277926591589,239.9793758946288,1.0633612549343536,1e-05,-0.3615759373846153,1.9995432363978076,1.9995432363978076,-57590.062490699805,0.0008161847017935062,1.0000003330789002,-6.049073530993805e-07,-5.292539409928877e-05,-6.718327348707501e-05,-6.739070548715581e-05,0.00012696873992660803,-0.00019097735464422867,2.28320505140557e-05,2.28320505140557e-05,-0.18103157096430275,239.97929596258882,0.0005163212562626074,6.739070548715581e-05,5.292539409928877e-05,0.00012696873992660803,0.00019097735464422867
7.728267115156478e-05,9.985750501600532e-09,3.4300192636886155e-08,-6.987839730103082e-05,-0.0005240733948779059,-4.317714458936182e-06,-17695.074109206325,-7.242588483236987e+16,-0.011374281271666712,0.001037469217317995,-4.191933646970441e-07,-5.40502697560581e-05,0.999088948800398,0.9999921601364654,0.9999938051735126,0.9999361210329281,99.99353701761959,239.98154019742537,1.0590748092647373,1e-05,-0.3487684785343131,1.9994939591331806,1.9994939591331806,-57591.10103176288,0.0008187230145772703,1.0000003351538558,-4.1919336469704423e-07,-5.415674235792087e-05,-6.987839730103082e-05,-7.009134250475634e-05,0.00012993892010474244,-0.00019431715736739023,2.35780444573973e-05,2.35780444573973e-05,-0.17462630113026104,239.9814597667138,0.0005283911093368421,7.009134250475634e-05,5.415674235792087e-05,0.00012993892010474244,0.00019431715736739023
7.670303083485157e-05,1.018330875437323e-08,3.5093949102154116e-08,-7.226847702182703e-05,-0.0005349808505424967,-4.402632329154587e-06,-17697.862096952627,-7.130078241090954e+16,-0.011048232311690746,0.0010074992561488292,-2.824293238000429e-07,-5.516878155772641e-05,0.999088948800398,0.9999937948982205,0.9999932530213498,0.9999304277832506,99.99403554369655,239.982964097452,1.0549265519786355,1e-05,-0.33596135204742333,1.9994393676514155,1.9994393676514155,-57591.78413573764,0.0008220780259784524,1.0000003379063116,-2.824293238000429e-07,-5.527791693554088e-05,-7.226847702182703e-05,-7.248674777745597e-05,0.0001326445545533355,-0.00019742326441399855,2.4225878278659963e-05,2.4225878278659973e-05,-0.16822103129621935,239.98288300572113,0.0005393834828716512,7.248674777745597e-05,5.527791693554088e-05,0.0001326445545533355,0.00019742326441399855
7.630849879749678e-05,1.0378406838818141e-08,3.5871958829791206e-08,-7.443370969752815e-05,-0.0005450817926638963,-4.479985728501812e-06,-17700.841740347147,-7.022500897171844e+16,-0.010712282799620792,0.0009766033721617768,-1.801617019799645e-07,-5.62038986971483e-05,0.999088948800398,0.9999950456001379,0.9999926516736155,0.9999242273438571,99.99433456244611,239.9838181613574,1.050918118347892,1e-05,-0.3231545937656991,1.9993788893023536,1.9993788893023536,-57592.19366908872,0.0008261725274880645,1.0000003412806973,-1.8016170197996452e-07,-5.6315650141091054e-05,-7.443370969752815e-05,-7.465721258541366e-05,0.00013515045173384863,-0.00020034717949867092,2.4802485501822966e-05,2.4802485501822966e-05,-0.16181576146217763,239.98373625954056,0.0005495617783923981,7.465721258541366e-05,5.6315650141091054e-05,0.00013515045173384863,0.00020034717949867092
7.604122724618396e-05,1.0570506321193096e-08,3.663503537046625e-08,-7.64290094104292e-05,-0.0005545533992744382,-4.5511406805465934e-06,-17704.058613741094,-6.9197912421810824e+16,-0.010366945326962694,0.0009448255887183047,-1.0227454736039992e-07,-5.717367424308039e-05,0.999088948800398,0.9999960094299432,0.9999919967508839,0.9999174745767466,99.99447680939453,239.9842244503792,1.0470511124949964,1e-05,-0.31034824339282135,1.9993118898308748,1.9993118898308748,-57592.38821752895,0.0008309627690144076,1.0000003452497406,-1.0227454736039995e-07,-5.728802868728207e-05,-7.64290094104292e-05,-7.665771829883256e-05,0.00013750056464847292,-0.00020312326056706325,2.532651195522505e-05,2.532651195522504e-05,-0.15541049162813592,239.9841415959166,0.0005591045399549849,7.665771829883256e-05,5.728802868728207e-05,0.00013750056464847292,0.00020312326056706325
7.586035654889442e-05,1.0759121075781895e-08,3.7383220792237534e-08,-7.829188294781526e-05,-0.0005635149077933551,-4.616962406388226e-06,-17707.55642515201,-6.8218789020931736e+16,-0.010012638476786495,0.0009122010041403307,-4.1634905006928407e-08,-5.809021315862775e-05,0.999088948800398,0.9999967574958973,0.9999912834846518,0.9999101203360716,99.99449283268298,239.98427021647282,1.0433271045144068,1e-05,-0.2975423449097889,1.9992376667728808,1.999237666772881,-57592.40965878114,0.0008364300175508038,1.0000003498077707,-4.163490500692843e-08,-5.8207182363447836e-05,-7.829188294781526e-05,-7.852582135745541e-05,0.00013972448634674175,-0.00020577405215205645,2.5810906327673415e-05,2.5810906327673415e-05,-0.1490052217940942,239.98418626813964,0.0005681318701997434,7.852582135745541e-05,5.8207182363447836e-05,0.00013972448634674175,0.00020577405215205645
7.573676685419147e-05,1.0943770045981696e-08,3.811597854186906e-08,-8.004778025794265e-05,-0.0005720454153986032,-4.67796191450211e-06,-17711.37867277926,-6.728690891705096e+16,-0.009649720533835776,0.0008787588219544186,6.826832144791009e-09,-5.896149525859161e-05,0.999088948800398,0.9999973421664385,0.9999905066829334,0.9999021111141665,99.99440435652187,239.98401750879614,1.0397476275552213,1e-05,-0.28473694703482205,1.999155442148645,1.9991554421486453,-57592.28777301515,0.000842574728338438,1.0000003549662755,6.826832144791015e-09,-5.908111007162699e-05,-8.004778025794265e-05,-8.02870098840134e-05,0.00014184186337102525,-0.00020831390839860995,2.6264680643237923e-05,2.6264680643237923e-05,-0.14259995196005248,239.98393232259352,0.0005767233773131053,8.02870098840134e-05,5.908111007162699e-05,0.00014184186337102525,0.00020831390839860995
7.564948899372742e-05,1.1123956600350894e-08,3.883234031264978e-08,-8.171375323006825e-05,-0.0005801960539383944,-4.734395311473568e-06,-17715.56993837046,-6.640153388557114e+16,-0.00927851293072946,0.0008445244398069703,4.674513446062406e-08,-5.9792621430696275e-05,0.999088948800398,0.9999978022585898,0.9999896606928467,0.9998933886566959,99.99422665290204,239.9835099476968,1.0363141748718818,1e-05,-0.27193210373251153,1.999064354379988,1.9990643543799882,-57592.04349403183,0.0008494125330419988,1.0000003607510208,4.674513446062405e-08,-5.991492811229273e-05,-8.171375323006825e-05,-8.195836659326112e-05,0.00014386541465673014,-0.00021075147139486562,2.6694114585535005e-05,2.6694114585535005e-05,-0.1361946821260108,239.98342337343183,0.000584930449249868,8.195836659326112e-05,5.991492811229273e-05,0.00014386541465673014,0.00021075147139486562
7.558323375947326e-05,1.1299160572411997e-08,3.9531016489108756e-08,-8.330097449249952e-05,-0.0005879983745062,-4.786331137752479e-06,-17720.176940598412,-6.556192971098248e+16,-0.0088993166405684,0.0008095208892722532,8.075110256202614e-08,-6.058667123739908e-05,0.999088948800398,0.999998166728264,0.9999887393599329,0.9998838895443125,99.99397022207998,239.98277752448377,1.033028196849763,1e-05,-0.25912787477744026,1.9989634493503097,1.9989634493503097,-57591.69121298778,0.0008569715025780392,1.0000003672002804,8.075110256202613e-08,-6.071172918981853e-05,-8.330097449249952e-05,-8.355109039733842e-05,0.00014580301084211192,-0.00021309137832947682,2.710358503875204e-05,2.710358503875205e-05,-0.12978941229196908,239.98268940277293,0.0005927847056439525,8.355109039733842e-05,6.071172918981853e-05,0.00014580301084211192,0.00021309137832947682
7.552667923235956e-05,1.1468836238493221e-08,4.0210479140171e-08,-8.481648352289008e-05,-0.0005954701631763852,-4.83369590309709e-06,-17725.24943436491,-6.476737486137103e+16,-0.008512423684587317,0.0007737698237151347,1.1077104692561744e-07,-6.134529709299775e-05,0.999088948800398,0.9999984573110235,0.9999877359839369,0.9998735447380022,99.9936419882014,239.98184001636227,1.0298910980126001,1e-05,-0.24632432637804863,1.998851670518408,1.998851670518408,-57591.2404174712,0.0008652903128683451,1.000000374363873,1.1077104692561748e-07,-6.147317755811066e-05,-8.481648352289008e-05,-8.507224445311589e-05,0.000147659116818322,-0.000215335446016851,2.7496141630800708e-05,2.7496141630800708e-05,-0.12338414245792738,239.98175017586482,0.0006003038590794823,8.507224445311589e-05,6.147317755811066e-05,0.000147659116818322,0.000215335446016851
