R,Ricci2,Kretsch,Gnn,Gkp,Gkm,gtt,det,theta_p,theta_m,tidal_radial_adm,tidal_angular_adm,S_pass,W,q,E,A,T,r,rho_pass_coord,X,U,Bamp,worldline_norm,v_rel,gamma_rel,tidal_radial_pass,tidal_angular_pass,rho_adm,rho_world,j_l_adm,p_l_adm,p_th_adm,p_ph_adm,t,dtaudt,neg_nec,neg_rho_world,abs_tidal_pass,abs_flux,abs_pressure
8.590635711876684e-05,9.124575345548624e-09,3.0929074194571365e-08,-5.579846373025828e-05,-0.00046503713969264673,-3.854602050024629e-06,-110528.84703821012,-4.839030594483712e+17,-0.012562431901650281,0.001146638780671653,-2.730800136460628e-06,-4.801042107659052e-05,0.999088948800398,0.9999781946485498,0.9999955974988521,0.9999546021312975,99.98793161035519,599.899418926168,1.0770329614269007,1e-05,-0.3999999999999999,4.99899311738838,4.99899311738838,-359879.07376700337,0.0008150342883294692,1.000000332140611,-2.7308001364606278e-06,-4.8104468903360075e-05,-5.579846373025828e-05,-5.598655938379743e-05,0.00011529563441065552,-0.0001786474071410774,1.8471293146026157e-05,1.8471293146026157e-05,-0.08011874661159596,599.8992196752746,0.0004688917417426714,5.598655938379743e-05,4.8104468903360075e-05,0.00011529563441065552,0.0001786474071410774
7.990074323607624e-05,9.619934642472676e-09,3.295592718700397e-08,-6.520222781375331e-05,-0.0005035603591358318,-4.170000466009471e-06,-110577.07399045338,-4.649631375969298e+17,-0.011889828622222645,0.00108498859907953,-1.2397259160190497e-06,-5.195643675788619e-05,0.999088948800398,0.9999882341034911,0.9999946210334121,0.9999445334844095,99.99210483959203,599.9341991613926,1.0662382431116901,1e-05,-0.36995133608882086,4.99871951070813,4.99871951070813,-359920.8042542651,0.0008150010251138509,1.000000332113501,-1.2397259160190506e-06,-5.2058272051101504e-05,-6.520222781375331e-05,-6.540589840018393e-05,0.00012484758966745555,-0.0001886629519871673,2.1779990468668857e-05,2.1779990468668857e-05,-0.07410764544818106,599.9339999152115,0.0005077303596018412,6.540589840018393e-05,5.2058272051101504e-05,0.00012484758966745555,0.0001886629519871673
7.736150456932216e-05,1.0106711291575177e-08,3.485989703046102e-08,-7.156022438779284e-05,-0.000531737579685333,-4.395999108698052e-06,-110624.40079831892,-4.47751070122273e+17,-0.011149489692240621,0.0010170403768948331,-5.535473941621734e-07,-5.484371463914588e-05,0.999088948800398,0.9999933378674248,0.9999934280728798,0.999932232736006,99.99390569615832,599.9492079086771,1.0561889463532592,1e-05,-0.33990453130078735,4.998371582037717,4.998371582037718,-359938.80949854956,0.0008209289686853089,1.000000336962356,-5.535473941621733e-07,-5.495203253548716e-05,-7.156022438779284e-05,-7.177686018047539e-05,0.00013183539514415875,-0.00019650656500922272,2.3792418026053878e-05,2.3792418026053878e-05,-0.06809654428476615,599.9490057484466,0.000536133578794031,7.177686018047539e-05,5.495203253548716e-05,0.00013183539514415875,0.00019650656500922272
7.629297744642116e-05,1.0572774799072788e-08,3.667474571046371e-08,-7.650289330745765e-05,-0.000554905645448041,-4.576178538362294e-06,-110677.55627507046,-4.322387204767312e+17,-0.010353329636116137,0.0009438692884026636,-2.1816109441222212e-07,-5.7215610468127994e-05,0.999088948800398,0.9999960415179963,0.9999919706632776,0.9999172055947665,99.99447957247907,599.9539907462589,1.0469065267476034,1e-05,-0.3098600906001458,4.997929159303992,4.997929159303991,-359944.5423822596,0.0008311107658313018,1.0000003453727315,-2.1816109441222212e-07,-5.7330053348187394e-05,-7.650289330745765e-05,-7.673177906757645e-05,0.0001375823667274197,-0.00020323801868574404,2.522107396593263e-05,2.5221073965932644e-05,-0.06208544312135125,599.9537835385819,0.0005594818239864033,7.673177906757645e-05,5.7330053348187394e-05,0.0001375823667274197,0.00020323801868574404
7.583935039344918e-05,1.1015028531552019e-08,3.8407130154483996e-08,-8.069829589275911e-05,-0.0005752079613127972,-4.726947673860655e-06,-110741.40420429858,-4.1837423669407616e+17,-0.009507777428062454,0.0008660315892646116,-3.949206360025347e-08,-5.928923951294174e-05,0.999088948800398,0.9999975318532566,0.999990190254062,0.9998988486043243,99.99434599246268,599.9528774539924,1.0384115177681603,1e-05,-0.279818655978429,4.997366605686903,4.997366605686903,-359943.19812423433,0.0008450533685325064,1.0000003570577891,-3.949206360025349e-08,-5.940986485972977e-05,-8.069829589275911e-05,-8.093954658633514e-05,0.0001426202534097341,-0.00020926915860056976,2.6365756157180777e-05,2.6365756157180777e-05,-0.05607434195793635,599.9526632362209,0.0005799349089866578,8.093954658633514e-05,5.940986485972977e-05,0.0001426202534097341,0.00020926915860056976
7.561663396526179e-05,1.1429295853372998e-08,4.0046650183786035e-08,-8.441486543447102e-05,-0.0005934613951615201,-4.852999687457054e-06,-110820.42930668381,-4.060992226532926e+17,-0.008617234529060241,0.0007838817119458503,6.874043447590492e-08,-6.114596142578891e-05,0.999088948800398,0.9999983851251377,0.9999880153705507,0.9998764251945148,99.99373740184163,599.9478053011964,1.0307233235555986,1e-05,-0.24978104355915243,4.996651345506179,4.996651345506179,-359937.1010890732,0.0008628816092086629,1.0000003722825437,6.874043447590491e-08,-6.127304773122321e-05,-8.441486543447102e-05,-8.466903804533964e-05,0.0001471520988685158,-0.00021474233199001764,2.7355416295142433e-05,2.7355416295142433e-05,-0.050063240794521444,599.9475819511845,0.0005983143948489772,8.466903804533964e-05,6.127304773122321e-05,0.0001471520988685158,0.00021474233199001764
7.544139811326767e-05,1.1809619011857861e-08,4.157388656744813e-08,-8.774982876031518e-05,-0.0006099142177155661,-4.953446949620699e-06,-110919.51521907284,-3.953559736986393e+17,-0.0076855355612169855,0.0006977034224446595,1.4667990358917947e-07,-6.280860386026909e-05,0.999088948800398,0.9999988912597995,0.9999853587828271,0.9998490365665165,99.99274714709522,599.9395522858151,1.0238600056970864,1e-05,-0.21974829070106058,4.995741996367661,4.995741996367661,-359927.1844346347,0.0008850911620258236,1.0000003916934126,1.4667990358917942e-07,-6.29425857428592e-05,-8.774982876031518e-05,-8.801779252549542e-05,0.00015124019269148632,-0.00021968400357227818,2.8246388349347645e-05,2.8246388349347645e-05,-0.044052139631106546,599.9393172935365,0.0006148676646651868,8.801779252549542e-05,6.29425857428592e-05,0.00015124019269148632,0.00021968400357227818
7.521643278272817e-05,1.2148716656517783e-08,4.29649506063125e-08,-9.072552272220246e-05,-0.0006245660503422129,-5.024226500613495e-06,-111044.4525666151,-3.860905951580965e+17,-0.006716581184646612,0.000607763030282696,2.1416137924971678e-07,-6.42739502464081e-05,0.999088948800398,0.9999992011974267,0.9999821140664847,0.9998155863457033,99.99139573781063,599.9282893750922,1.017838066409625,1e-05,-0.18972171576412694,4.994586004810344,4.994586004810344,-359913.65273825824,0.000912453814516278,1.0000004162862417,2.141613792497167e-07,-6.441540723408863e-05,-9.072552272220246e-05,-9.100843669756353e-05,0.00015488545596039987,-0.00022406961569921077,2.9063830097140035e-05,2.9063830097140035e-05,-0.03804103846769164,599.9280396333032,0.0006295902768428264,9.100843669756353e-05,6.441540723408863e-05,0.00015488545596039987,0.00022406961569921077
7.488038808765511e-05,1.2438384391113017e-08,4.4194058713943124e-08,-9.333179556961105e-05,-0.0006373090536091341,-5.058927108996896e-06,-111202.36780642255,-3.78254342243909e+17,-0.005714611481843496,0.0005143276973960735,2.819054204139111e-07,-6.55269475169262e-05,0.999088948800398,0.9999993961053272,0.9999781514312376,0.9997747377427888,99.989660799087,599.9138301414287,1.0126722304174467,1e-05,-0.15970299389381012,4.99311665737366,4.99311665737366,-359896.2815221377,0.0009459935268814846,1.0000004474521769,2.8190542041391114e-07,-6.567661749700536e-05,-9.333179556961105e-05,-9.363113552976936e-05,0.0001580625316250343,-0.00022785219478945446,2.9820005566094178e-05,2.9820005566094178e-05,-0.03202993730427674,599.9135617087996,0.0006423679807181311,9.363113552976936e-05,6.567661749700536e-05,0.0001580625316250343,0.00022785219478945446
7.438420610435587e-05,1.266974009942294e-08,4.523513668185315e-08,-9.554568685708412e-05,-0.0006479936730412168,-5.048882655983977e-06,-111402.16448883637,-3.7180414861349286e+17,-0.004684313695182406,0.000417666402255373,3.565455806694968e-07,-6.654716774496581e-05,0.999088948800398,0.9999995209453553,0.9999733126718927,0.9997248617510119,99.98749020683644,599.8957402448622,1.0083752274184135,1e-05,-0.12969425303820178,4.991249308386386,4.991249308386385,-359874.54858583334,0.0009869987713741783,1.0000004870836432,3.565455806694967e-07,-6.670597337226925e-05,-9.554568685708412e-05,-9.586329811169103e-05,0.00016073619759630819,-0.0002309755909915162,3.052284901503812e-05,3.0522849015038134e-05,-0.026018836140861833,599.8954480456018,0.0006530425556972008,9.586329811169103e-05,6.670597337226925e-05,0.00016073619759630819,0.0002309755909915162
7.367898215323815e-05,1.2833354953892803e-08,4.6062935469455996e-08,-9.734119930812427e-05,-0.000656461301357375,-4.982863695204949e-06,-111655.0287837874,-3.667027515733211e+17,-0.003630847632903221,0.0003180407886971596,4.4297889780083644e-07,-6.731183464127206e-05,0.999088948800398,0.9999996012538857,0.9999674050731113,0.9996639746826579,99.98480701231276,599.8733784894436,1.0049575763088663,1e-05,-0.09969819547309325,4.988876629377443,4.988876629377442,-359847.68320880295,0.0010370563770962988,1.0000005377433985,4.429788978008368e-07,-6.748091763367118e-05,-9.734119930812427e-05,-9.767936529292245e-05,0.00016286960941554255,-0.00023338088321816575,3.118035087840165e-05,3.118035087840165e-05,-0.020007734977446928,599.8730559116678,0.00066144416505258,9.767936529292245e-05,6.748091763367118e-05,0.00016286960941554255,0.00023338088321816575
7.27087008166169e-05,1.291930742867867e-08,4.665386181056652e-08,-9.86945642512297e-05,-0.0006625616422711116,-4.8464910433109576e-06,-111975.03564604456,-3.6291858470167277e+17,-0.0025598264960848636,0.00021568881049776887,5.455202891106259e-07,-6.77972174743244e-05,0.999088948800398,0.9999996517633034,0.999960194076142,0.9995896631282162,99.98151004168427,599.8459018408694,1.0024273712240868,1e-05,-0.06971825140688198,4.985862642766557,4.985862642766557,-359814.6720812757,0.0010981005824005053,1.0000006029129898,5.45520289110626e-07,-6.797797823427898e-05,-9.86945642512297e-05,-9.90560857711389e-05,0.00016442878780695015,-0.00023500950240598156,3.1803118669067486e-05,3.1803118669067486e-05,-0.01399663381403203,599.8455401862013,0.0006674081333144225,9.90560857711389e-05,6.797797823427898e-05,0.00016442878780695015,0.00023500950240598156
7.140495695909523e-05,1.2917188068131826e-08,4.6986602657102274e-08,-9.95873251640297e-05,-0.0006661623651310686,-4.62140922154429e-06,-112379.88654223403,-3.6042550280238445e+17,-0.0014772718356112495,0.00011080221813027701,6.685059266167055e-07,-6.797915478509697e-05,0.999088948800398,0.9999996809272548,0.9999513944948467,0.9994989942350219,99.97747194433964,599.8122491910226,1.0007900679037902,1e-05,-0.039758772803911394,4.982035255214444,4.982035255214444,-359774.239698456,0.001172474602180235,1.000000687349055,6.685059266167056e-07,-6.817329557531719e-05,-9.95873251640297e-05,-9.997560674447017e-05,0.00016538523897738109,-0.00023580456201227674,3.240613994457589e-05,3.240613994457589e-05,-0.007985532650617133,599.8118369109233,0.0006707837743526128,9.997560674447017e-05,6.817329557531719e-05,0.00016538523897738109,0.00023580456201227674
