min_ds2_dt2,max_ds2_dt2,positive_norm_points,positive_norm_fraction,first_positive_L,max_norm_L,S_at_max_norm,W_at_max_norm,q_at_max_norm,E_at_max_norm,A_at_max_norm,T_at_max_norm,V,lapse_lambda,C0,Delta,w_release,L_beta,L_q,release_gap,mode
-11024.843912822553,-0.18999999999999995,0,0.0,,1.0187800000000002,0.9999999992417439,0.0,0.7114515775624932,0.001031887372071938,1.0,1.0,0.9,1.05,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-11024.946676030457,-0.18999999999999995,0,0.0,,1.0191200000000002,0.9999999992417439,0.0,0.7106754251671468,3.6709273371793305e-05,1.0,1.0,0.9,1.05,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-109559696.34826277,-0.18999999999999995,0,0.0,,1.3966250000000002,0.999088948800398,5.551115123125783e-17,0.15511942262630363,0.024245026490228083,1.0,1.0,0.9,1.05,10000.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-109831118.72382048,-0.18999999999999995,0,0.0,,1.3968000000000005,0.999088948800398,5.551115123125783e-17,0.15498841043343148,0.0033481284998126415,1.0,1.0,0.9,1.05,10000.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-109677571.99736096,-0.18999999999999995,0,0.0,,1.3967,0.999088948800398,5.551115123125783e-17,0.155063263476099,0.0006049774059349589,1.0,1.0,0.9,1.05,10000.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-110143522.62083605,-0.18999999999999995,0,0.0,,1.379025,0.999088948800398,2.7755575615628914e-16,0.04309579833419541,0.0009209654311549964,1.0,1.0,0.9,1.05,10000.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-110245900.19072895,-0.18999999999999995,0,0.0,,1.3792300000000002,0.999088948800398,2.7755575615628914e-16,0.04300196377693394,1.8824484696866595e-05,1.0,1.0,0.9,1.05,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-110231672.44468094,-0.18999999999999995,0,0.0,,1.3800000000000003,0.999088948800398,2.7755575615628914e-16,0.04265125213094273,6.658357036282148e-07,1.0,1.0,0.9,1.05,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-109566965.6831714,-0.18999999999999995,0,0.0,,1.0193250000000003,0.9999999992417439,0.0,0.613251377108488,0.1766806923759992,1.0,1.0,0.9,1.05,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-110142514.35089248,-0.18999999999999995,0,0.0,,1.0188000000000004,0.9999999992417439,0.0,0.6139626572913961,0.028305096310927536,1.0,1.0,0.9,1.05,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-110125617.87227783,-0.18999999999999995,0,0.0,,1.0185,0.9999999992417439,0.0,0.6143688849941202,0.0052275493337945456,1.0,1.0,0.9,1.05,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-110145976.02904034,-0.18999999999999995,0,0.0,,1.0186650000000002,0.9999999992417439,0.0,0.711713819410955,0.04810051022223916,1.0,1.0,0.9,1.05,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-110247384.66183975,-0.18999999999999995,0,0.0,,1.0187800000000002,0.9999999992417439,0.0,0.7114515775624932,0.001031887372071938,1.0,1.0,0.9,1.05,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-110249429.14256087,-0.18999999999999995,0,0.0,,1.0191200000000002,0.9999999992417439,0.0,0.7106754251671468,3.6709273371793305e-05,1.0,1.0,0.9,1.05,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-13447.31984912418,0.020100000000000007,1069,0.5342328835582209,0.8417000000000002,1.354975,0.999088948800398,1.7763568394002505e-15,0.18892659628081981,0.03056078868289086,1.0000000000000016,1.0000000000000016,1.01,1.1615,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-13464.006954051592,0.02010000000000045,950,0.47476261869065467,0.8214000000000004,1.3380000000000003,0.999088948800398,6.050715484207103e-15,0.20424030228409157,0.004678910986350704,1.0000000000000058,1.0000000000000058,1.01,1.1615,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-13446.142044049851,0.020100000000000007,922,0.4607696151924038,-0.9499999999999997,1.3285,0.999088948800398,1.1879386363489175e-14,0.21320488286971623,0.0008930272822981755,1.0000000000000118,1.000000000000012,1.01,1.1615,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-13484.071546751105,0.02010000000000045,1123,0.5612193903048476,0.8377700000000001,1.323255,0.999088948800398,1.7208456881689926e-14,0.07722864043046757,0.0017100861151793656,1.0000000000000062,1.0000000000000062,1.01,1.1615,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-13490.506413146277,0.020100000000000007,929,0.4642678660669665,0.8140800000000001,1.3107000000000002,0.999088948800398,4.157785227221211e-14,0.08777490687855632,4.030926563380888e-05,1.0000000000000169,1.0000000000000173,1.01,1.1615,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-13489.236183625766,0.020100000000000007,796,0.39780109945027486,0.8132000000000001,1.3176000000000003,0.999088948800398,2.5646151868841116e-14,0.08182705903451465,1.331918437541546e-06,1.0000000000000098,1.00000000000001,1.01,1.1615,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-13447.805260922432,0.020100000000000007,1116,0.5577211394302849,0.7841250000000003,1.0046250000000003,0.9999999992417439,2.7755575615628914e-16,0.6329747766804603,0.18923325363949428,1.0000000000000009,1.0000000000000009,1.01,1.1615,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-13484.029300298504,0.020100000000000007,982,0.49075462268865566,0.7766000000000004,0.9950000000000003,0.9999999992417439,1.3877787807814457e-15,0.6456563062257952,0.03229546469845046,1.0000000000000042,1.0000000000000042,1.01,1.1615,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-13481.927336744058,0.020100000000000007,995,0.49725137431284355,-0.9499999999999997,0.98905,0.9999999992417439,3.608224830031759e-15,0.6533958959534605,0.006179705924823697,1.0000000000000109,1.000000000000011,1.01,1.1615,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-13484.253000744948,0.02010000000000023,1200,0.5997001499250375,0.782715,0.9943550000000001,0.9999999992417439,1.5543122344752192e-15,0.7638372096669378,0.06209078586292188,1.0000000000000056,1.0000000000000056,1.01,1.1615,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-13490.626905864136,0.020100000000000007,975,0.487256371814093,0.7731400000000002,0.9911900000000002,0.9999999992417439,2.55351295663786e-15,0.7701219627439946,0.0014015446830776268,1.000000000000009,1.0000000000000093,1.01,1.1615,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-13490.755379651855,0.02010000000000045,836,0.4177911044477761,0.7716000000000003,0.9941600000000002,0.9999999992417439,1.609823385706477e-15,0.7642278310578561,4.8441215170447194e-05,1.0000000000000058,1.0000000000000058,1.01,1.1615,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-134054331.36578985,0.02010000000000023,1069,0.5342328835582209,0.8417000000000002,1.3427250000000002,0.999088948800398,4.3298697960381105e-15,0.19988712167926576,0.03270422635715997,1.000000000000008,1.000000000000008,1.01,1.1615,10000.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-134389913.41230518,0.020100000007591712,950,0.47476261869065467,0.8214000000000004,1.1280000000000003,0.999088948800398,6.007603026159103e-09,0.460085115444434,0.015367705565275502,1.0000000254574615,1.0000000258712676,1.01,1.1615,10000.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-134196889.17707093,0.02022432325529344,922,0.4607696151924038,-0.9499999999999997,0.8650499999999999,0.999088948800398,0.006998937376389014,0.792912493886485,0.012472054603050065,1.0524420201814224,1.0533167891710868,1.01,1.1615,10000.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-134776492.97783747,0.020100000003785645,1123,0.5612193903048476,0.8377700000000001,1.143075,0.999088948800398,2.4110291541035167e-09,0.38258014470799895,0.012524066649443166,1.0000000084957275,1.0000000086338239,1.01,1.1615,10000.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-134903132.8171062,0.020398097223207845,929,0.4642678660669665,0.8140800000000001,0.8576900000000002,0.999088948800398,0.009787078832449836,0.9365727328577886,0.006148104070386795,1.0880910665673276,1.0895852890710647,1.01,1.1615,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-134885369.78914702,0.020575442107617636,796,0.39780109945027486,0.8132000000000001,0.8506400000000003,0.999088948800398,0.013443950364567636,0.9410699689300596,0.00023860929748947823,1.1235872226870536,1.1257174422962677,1.01,1.1615,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-134063332.54849645,0.020100000000000007,1116,0.5577211394302849,0.7841250000000003,1.0046250000000003,0.9999999992417439,2.7755575615628914e-16,0.6329747766804603,0.18923325363949428,1.0000000000000016,1.0000000000000016,1.01,1.1615,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-134775253.26826164,0.02010000000000045,982,0.49075462268865566,0.7766000000000004,0.9964000000000004,0.9999999992417439,1.1102230246251565e-15,0.6438239068707552,0.03204637827643714,1.0000000000000067,1.0000000000000067,1.01,1.1615,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-134753978.39239207,0.020154613934099785,995,0.49725137431284355,-0.9499999999999997,0.79375,0.9999999992417439,0.004482307120857731,0.8519528019683107,0.018628000972045977,1.0357974951661906,1.0363898385718737,1.01,1.1615,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-134779537.45577562,0.02010000000000045,1200,0.5997001499250375,0.782715,0.9979300000000001,0.9999999992417439,8.881784197001252e-16,0.7565967918820631,0.05981738568190753,1.0000000000000062,1.0000000000000062,1.01,1.1615,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-134904978.75351703,0.02026223271816807,975,0.487256371814093,0.7731400000000002,0.7900500000000001,0.9999999992417439,0.0071439474757312715,0.9690483707239494,0.012946626158780117,1.065838301120379,1.0669435434608876,1.01,1.1615,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-134907507.76529634,0.02056666822694697,836,0.4177911044477761,0.7716000000000003,0.7851200000000003,0.9999999992417439,0.013215345363292608,0.9706498080652749,0.0004940180097183222,1.1254077194502297,1.1275710628730875,1.01,1.1615,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-15949.72662398964,0.21436666532441828,1108,0.5537231384307846,0.7939250000000003,0.8368000000000003,0.999088948800398,0.024773068789512465,0.8181703043282564,0.3784811430723887,1.0978352681637231,1.1030784733546457,1.1,1.265,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-15969.891922711204,0.3819782210531022,986,0.4927536231884058,0.7710000000000004,0.7864000000000002,0.999088948800398,0.18372184568606542,0.8571723073604132,0.0990343832747052,2.0652020941551723,2.1430875001849907,1.1,1.265,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-15948.649389260483,0.708815911984841,989,0.4942528735632184,-0.9499999999999997,0.7705,0.999088948800398,0.3033899873237088,0.8679389592198719,0.021218633262320374,3.362389181619704,3.577098211747301,1.1,1.265,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-15994.10106609667,0.2324478576632223,1187,0.5932033983008496,0.7920100000000001,0.8206100000000001,0.999088948800398,0.04939009327112853,0.9570711373377196,0.3133388910355458,1.243196175674833,1.2570873830415703,1.1,1.265,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-16001.870824683427,0.7726759085136106,987,0.49325337331334335,0.7624600000000001,0.7731400000000002,0.999088948800398,0.2809248002895265,0.9742134597588723,0.015580990738663425,3.5266425511622694,3.7609854383277947,1.1,1.265,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-16000.350514562731,0.920384695814441,848,0.4237881059470265,0.7591200000000002,0.7705600000000001,0.999088948800398,0.30286912879420325,0.9749239055997838,0.0005807166858137203,3.8953699338219163,4.175355149390169,1.1,1.265,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-15950.311548652859,0.21125760898820212,1131,0.5652173913043478,0.7657500000000003,0.7853500000000003,0.9999999992417439,0.012843765508849858,0.8579053019862688,0.44967101904112,1.0520526364724023,1.0547811926042971,1.1,1.265,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-15994.049157892945,0.36189613517751074,995,0.49725137431284355,0.7584000000000004,0.7626000000000004,0.9999999992417439,0.17877034544061138,0.8730278848349298,0.11184820789773803,2.0518376429323246,2.128513525426384,1.1,1.265,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-15991.55503022404,0.6891287692129975,1018,0.5087456271864068,-0.9499999999999997,0.7565500000000001,0.9999999992417439,0.31229060008821685,0.8768109706457015,0.022938916661193298,3.5289024103296627,3.763518525316911,1.1,1.265,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-15994.319005246158,0.21693804757559376,1224,0.6116941529235382,0.7655550000000001,0.77914,0.9999999992417439,0.027525495672204137,0.9724846727597591,0.4197553513669028,1.1311917922785708,1.1383321897785386,1.1,1.265,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-16002.015157488311,0.7502843098276628,996,0.49775112443778113,0.7544500000000002,0.7580100000000002,0.9999999992417439,0.27561205448103343,0.9781163508840974,0.01838094294880188,3.4606789712491732,3.687083261393904,1.1,1.265,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-16002.170283441594,0.9186856608041545,853,0.42628685657171417,0.7539200000000001,0.7570400000000002,0.9999999992417439,0.29969200622608744,0.9783458616789715,0.0006747829629433766,3.8583788485547905,4.13369147034775,1.1,1.265,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-159000452.2860608,0.34091288431175837,1108,0.5537231384307846,0.7939250000000003,0.8074000000000002,0.999088948800398,0.08441174059370621,0.8418422909437515,0.4187273333907744,1.9241790964863885,1.9565916025605516,1.1,1.265,10000.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-159402206.41078058,2.206485200943412,986,0.4927536231884058,0.7710000000000004,0.7780000000000002,0.999088948800398,0.24215393479846714,0.8629487074245402,0.10340045145824955,6.852762809830245,7.197790341152203,1.1,1.265,10000.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-159173041.31947544,10.363362911882405,989,0.4942528735632184,-0.9499999999999997,0.7643,0.999088948800398,0.3595188533116319,0.8719471465766888,0.02196704478577466,17.94426825922677,19.31653556008603,1.1,1.265,10000.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-159864833.29962662,0.4664671834567118,1187,0.5932033983008496,0.7920100000000001,0.8034500000000001,0.999088948800398,0.09848396675725779,0.9642568824444759,0.35574306094040337,2.3980341914297907,2.4521683326053223,1.1,1.265,10000.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-160016417.40304315,12.543814950806564,987,0.49325337331334335,0.7624600000000001,0.7678000000000001,0.999088948800398,0.3272941030566989,0.9756628028532652,0.01651770716126333,18.937154734350564,20.413391308716914,1.1,1.265,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-159995254.9195601,19.30759144614865,848,0.4237881059470265,0.7591200000000002,0.7643200000000001,0.999088948800398,0.359331148016145,0.976564246971904,0.0006223823711650756,25.330269350484798,27.508340365727637,1.1,1.265,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-159011220.03996792,0.3151886055040807,1131,0.5652173913043478,0.7657500000000003,0.7706500000000002,0.9999999992417439,0.07501330887330937,0.8678406817266829,0.4705341822387728,1.8213709455546052,1.8494579306598653,1.1,1.265,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-159863344.8528873,1.9792449075953655,995,0.49725137431284355,0.7584000000000004,0.7598000000000003,0.9999999992417439,0.23439059345102348,0.87479092775096,0.1134475171559663,6.609537315167886,6.935918516807911,1.1,1.265,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-159838106.94351974,10.088828613745022,1018,0.5087456271864068,-0.9499999999999997,0.7549999999999999,0.9999999992417439,0.35388625870237733,0.8777644730605967,0.023138270394169602,17.478942012686705,18.803010887405193,1.1,1.265,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-159868471.56665668,0.37067791408984974,1224,0.6116941529235382,0.7655550000000001,0.7698450000000001,0.9999999992417439,0.08219383483693116,0.9751173946354014,0.44509726866017213,2.0921583513059177,2.1319497732703208,1.1,1.265,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-160018621.0691252,11.831365607316798,996,0.49775112443778113,0.7544500000000002,0.7562300000000002,0.9999999992417439,0.32066769729195366,0.9785357102077046,0.018741215028037828,17.994474638650058,19.37196278428414,1.1,1.265,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-160021648.23410344,19.238353743942753,853,0.42628685657171417,0.7539200000000001,0.7549600000000003,0.9999999992417439,0.3549918483764517,0.9788301011647893,0.0006905486575106146,24.541823444269912,26.630597279469274,1.1,1.265,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-20594.4543263884,0.8642258411060908,1124,0.5617191404297851,0.7743250000000003,0.7914750000000003,0.999088948800398,0.15383010914165784,0.8535849910135378,0.44102578548154614,1.8306871985553914,1.9200351105337394,1.25,1.4375,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-20621.21306043106,3.4082066288283173,1001,0.5002498750624688,0.7500000000000002,0.7612000000000003,0.999088948800398,0.38904101203218566,0.8739120431707974,0.11264538454077716,4.786028180064587,5.414520112503491,1.25,1.4375,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-20593.683380785576,8.806768615751608,1016,0.5077461269365318,-0.9499999999999997,0.74725,0.999088948800398,0.5274220396029989,0.8824371294352473,0.024160679876811253,8.527732743793356,10.096873671276994,1.25,1.4375,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-20653.26647354743,1.0644773199554196,1212,0.6056971514242878,0.7741350000000001,0.7891500000000001,0.999088948800398,0.16702326479326796,0.9693469042288458,0.3929330119282964,2.1076911371613836,2.235240357082525,1.25,1.4375,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-20663.564650707518,9.61856860489604,1011,0.5052473763118441,0.7411000000000002,0.7517800000000001,0.999088948800398,0.4821864199717154,0.9795500142439229,0.019672467434880714,8.803420144199452,10.44945574618446,1.25,1.4375,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-20661.575616769416,12.416395275766916,869,0.43428285857071464,0.7372800000000002,0.7476800000000001,0.999088948800398,0.5231475591259623,0.9804429124668781,0.0007486841125798893,10.61286483329234,12.784162214467361,1.25,1.4375,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-20595.227343912415,0.8224281176105537,1136,0.5677161419290355,0.7596250000000003,0.7645250000000002,0.9999999992417439,0.14680561383531066,0.8718035210720094,0.47926190402854846,1.8028986025829303,1.8886124393162256,1.25,1.4375,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-20653.19596781615,3.2988419090165237,1001,0.5002498750624688,0.7500000000000002,0.7542000000000002,0.9999999992417439,0.376269861914194,0.878254113506761,0.11670601537690928,4.580586702909928,5.164214664242503,1.25,1.4375,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-20649.973820658746,8.814217846249662,1027,0.5132433783108445,-0.9499999999999997,0.7487999999999999,0.9999999992417439,0.5359092693905586,0.8815151561470588,0.0239527333047152,8.806924770424333,10.453943543953471,1.25,1.4375,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-20653.553136153998,0.9320685888173479,1233,0.616191904047976,0.7591200000000001,0.764125,0.9999999992417439,0.15303907878919787,0.9766137832603075,0.4608442282207036,1.9903073529015975,2.101242754073135,1.25,1.4375,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-20663.753756417125,9.530445110168557,1004,0.5017491254372813,0.7473300000000002,0.7508900000000002,0.9999999992417439,0.473309553084985,0.9797471697676585,0.019864087837707045,8.461500610547848,10.012300744405206,1.25,1.4375,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-20663.95936451148,12.351353682921285,860,0.42978510744627685,0.7466400000000002,0.7497600000000002,0.9999999992417439,0.5071983506160763,0.9799948103864733,0.0007315921178061013,9.865145679026257,11.815245840014759,1.25,1.4375,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-205303051.87521052,3.876768209839156,1124,0.5617191404297851,0.7743250000000003,0.7816750000000002,0.999088948800398,0.21521794724082538,0.860446091699643,0.4548731328908965,5.504701405399869,5.8873537388212105,1.25,1.4375,10000.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-205829001.7962023,103.59138584825882,1001,0.5002498750624688,0.7500000000000002,0.7556000000000003,0.999088948800398,0.444026529436834,0.8773961311950301,0.11588385502388737,36.170010622250096,41.66300896492674,1.25,1.4375,10000.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-205532673.96359774,844.2465345640558,1016,0.5077461269365318,-0.9499999999999997,0.74105,0.999088948800398,0.5880388415153731,0.8860630471491049,0.025010210012428147,121.38302349902597,146.64858139936982,1.25,1.4375,10000.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-206434296.5098072,6.3013278235768055,1212,0.6056971514242878,0.7741350000000001,0.7812850000000001,0.999088948800398,0.21797607380332656,0.9718397024426795,0.4139618400329088,7.036411193645856,7.5986862380404325,1.25,1.4375,10000.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-206632688.290545,1014.8140435958485,1011,0.5052473763118441,0.7411000000000002,0.7464400000000001,0.999088948800398,0.5354558995825471,0.9807053545827074,0.020849950325292355,126.03694606091094,152.4971093726103,1.25,1.4375,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-206605181.39245915,1796.2044402551546,869,0.43428285857071464,0.7372800000000002,0.7424800000000003,0.999088948800398,0.5742694286038512,0.9815205644645131,0.0007931801700480912,179.73349310659842,220.52905916673384,1.25,1.4375,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-205317132.33103627,3.4618610161062833,1136,0.5677161419290355,0.7596250000000003,0.7608500000000004,0.9999999992417439,0.21224969159083046,0.874132257983395,0.4845049632587984,5.522518872176809,5.907161870735713,1.25,1.4375,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-206432339.72354618,96.96576343563038,1001,0.5002498750624688,0.7500000000000002,0.7514000000000003,0.9999999992417439,0.45805958154113446,0.879954567182849,0.11836552882005741,40.95307184546842,47.40386320392744,1.25,1.4375,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-206399744.53519395,861.6195783543408,1027,0.5132433783108445,-0.9499999999999997,0.74725,0.9999999992417439,0.581612163744916,0.8824371294352473,0.024160679876811253,112.96519930327646,136.09266656636038,1.25,1.4375,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-206439046.96502936,4.811268498033677,1233,0.616191904047976,0.7591200000000001,0.7612650000000001,0.9999999992417439,0.20392323136854107,0.9773286777555936,0.46874912251305717,6.269026249488244,6.73924642555743,1.25,1.4375,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-206635561.18845904,1008.6682033929173,1004,0.5017491254372813,0.7473300000000002,0.7491100000000002,0.9999999992417439,0.5266588530923627,0.980135912162293,0.020252830232341423,116.0884523825761,140.00571467415546,1.25,1.4375,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-206639523.13851395,1800.5236022489044,860,0.42978510744627685,0.7466400000000002,0.7476800000000001,0.9999999992417439,0.5690483271154733,0.9804429124668781,0.0007486841125798893,170.4816329858917,208.74211310685234,1.25,1.4375,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-29652.35154248425,3.7143110787579907,1135,0.567216391804098,0.7608500000000004,0.7731000000000002,0.999088948800398,0.28125809380988664,0.8662266911487844,0.4670478326581048,3.0709060916820605,3.5071653198587316,1.5,1.7249999999999999,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-29692.360206189293,22.824908166346717,1012,0.5057471264367817,0.7346000000000004,0.7458000000000002,0.999088948800398,0.5417847176122285,0.8832939846230906,0.12174588649323892,9.05962797295106,11.76053326392238,1.5,1.7249999999999999,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-29652.53329759942,62.10251596828681,1036,0.5177411294352824,-0.9499999999999997,0.7317499999999999,0.999088948800398,0.6728532341386972,0.8913190302271268,0.02633931962528341,15.82901112310841,21.951417760777876,1.5,1.7249999999999999,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
