min_ds2_dt2,max_ds2_dt2,positive_norm_points,positive_norm_fraction,first_positive_L,max_norm_L,S_at_max_norm,W_at_max_norm,q_at_max_norm,E_at_max_norm,A_at_max_norm,T_at_max_norm,V,lapse_lambda,C0,Delta,w_release,L_beta,L_q,release_gap,mode
-29740.14278660747,4.790697716265413,1229,0.6141929035482259,0.7619800000000001,0.7734200000000001,0.999088948800398,0.27859801760934766,0.9741351882736372,0.43530908183743194,3.4896692346396057,4.046196436614562,1.5,1.7249999999999999,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-29755.51623181751,66.51757614854978,1027,0.5132433783108445,0.7268600000000002,0.7375400000000002,0.999088948800398,0.6211094547157188,0.9824902634518918,0.022967394509349703,16.613761957626764,23.172065153110186,1.5,1.7249999999999999,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-29752.599742046932,86.38904784200031,884,0.44177911044477763,0.7216800000000001,0.7341600000000001,0.999088948800398,0.6517882991369235,0.9831247652770213,0.0008699345879359388,19.12398688538168,27.12128979175904,1.5,1.7249999999999999,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-29653.501014251528,3.5432365765235687,1140,0.5697151424287856,0.7547250000000002,0.7584000000000003,0.9999999992417439,0.26626716361543923,0.8756645577466369,0.48800230346928186,2.926317443744933,3.3230077380390264,1.5,1.7249999999999999,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-29740.034120614393,23.06701440026768,1005,0.5022488755622189,0.7444000000000004,0.7486000000000004,0.9999999992417439,0.541862569057562,0.8816344711799423,0.12004543281715063,9.02504630955201,11.71033839598562,1.5,1.7249999999999999,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-29735.391303291744,62.80290053168295,1034,0.5167416291854073,-0.9499999999999997,0.7441499999999999,0.9999999992417439,0.6680241721167193,0.8842624286615821,0.024581867797320356,15.185089420066012,20.955147846058452,1.5,1.7249999999999999,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-29740.566327743338,4.256121125512239,1239,0.6191904047976012,0.7548300000000001,0.7584050000000001,0.9999999992417439,0.266148645779321,0.9780222103993967,0.4766697315282702,3.3158782318052955,3.8215065420119103,1.5,1.7249999999999999,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-29755.794141720613,67.84471094609637,1010,0.5047476261869065,0.7419900000000001,0.7455500000000002,0.9999999992417439,0.6300463824955127,0.980891588909844,0.02105279373752955,17.219256462160203,24.11858151522766,1.5,1.7249999999999999,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-29756.101082932997,86.39669905080268,865,0.43228385807096453,0.7414400000000001,0.7445600000000001,0.9999999992417439,0.6571079216443861,0.9810966780367425,0.0007750731457528692,19.47030694254601,27.671169198186075,1.5,1.7249999999999999,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-295599881.9132696,46.45182174972547,1135,0.567216391804098,0.7608500000000004,0.7669750000000003,0.999088948800398,0.3347711357633613,0.8702306897985672,0.475768996147558,14.632295582292821,17.151250417548567,1.5,1.7249999999999999,10000.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-296371943.96088916,2493.1757186837385,1012,0.5057471264367817,0.7346000000000004,0.7402000000000002,0.999088948800398,0.5961476266258654,0.8865524828440337,0.12520907224903988,130.0363090860827,173.4648557529263,1.5,1.7249999999999999,10000.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-295944406.6990078,20604.245406353613,1036,0.5177411294352824,-0.9499999999999997,0.7255499999999999,0.999088948800398,0.7235337817668234,0.894703696657999,0.02726331419317879,388.5021233896333,552.9405363159522,1.5,1.7249999999999999,10000.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-297259780.2927597,78.82720049645195,1229,0.6141929035482259,0.7619800000000001,0.7669850000000001,0.999088948800398,0.33468004538629764,0.9758769024224894,0.4529589796879694,20.250050190956987,24.19708048941504,1.5,1.7249999999999999,10000.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-297550902.488786,23516.172319648264,1027,0.5132433783108445,0.7268600000000002,0.7322000000000002,0.999088948800398,0.6689745890680191,0.9834822928387367,0.024337197146734768,428.2512613904641,613.0389083480619,1.5,1.7249999999999999,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-297510927.19675744,41247.52977878507,884,0.44177911044477763,0.7216800000000001,0.7289600000000003,0.999088948800398,0.6963116151770792,0.9840570424521372,0.000921630199867074,550.6065768548698,800.0032217783939,1.5,1.7249999999999999,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-295620518.7810765,42.97122752092383,1140,0.5697151424287856,0.7547250000000002,0.7559500000000002,0.9999999992417439,0.32809093513500676,0.8771808244346042,0.4915008187386871,14.163817031119839,16.57017308791668,1.5,1.7249999999999999,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-297256891.2115775,2508.834512819405,1005,0.5022488755622189,0.7444000000000004,0.7458000000000002,0.9999999992417439,0.623067515664039,0.8832939846230906,0.12174588649323892,159.0036721653017,214.6468200028832,1.5,1.7249999999999999,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-297209944.05076057,21589.46757318027,1034,0.5167416291854073,-0.9499999999999997,0.74105,0.9999999992417439,0.7441386730761079,0.8860630471491049,0.025010210012428147,433.9254481506463,621.6456635567775,1.5,1.7249999999999999,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-297266728.3166976,64.5162370858526,1239,0.6191904047976012,0.7548300000000001,0.7562600000000002,0.9999999992417439,0.31987745888238805,0.9785287078994658,0.4826181183056579,17.86640218809009,21.191138542329064,1.5,1.7249999999999999,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-297555095.4372582,25057.549551322416,1010,0.5047476261869065,0.7419900000000001,0.7437700000000002,0.9999999992417439,0.6779779989423285,0.9812587849719622,0.02146428979229542,458.2341689595051,658.5922203487069,1.5,1.7249999999999999,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-297560909.299825,41046.320138030336,865,0.43228385807096453,0.7414400000000001,0.7424800000000003,0.9999999992417439,0.7105128178978846,0.9815205644645131,0.0007931801700480912,615.930582347497,900.8748175849527,1.5,1.7249999999999999,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-52705.0189695238,20.28668991184884,1145,0.5722138930534733,0.7486000000000003,0.7596250000000003,0.999088948800398,0.40432639441608503,0.8749004184661846,0.4862534650976448,5.099066352562781,6.846209687176875,2.0,2.3,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-52780.28503733657,153.58006374221316,1023,0.5112443778110944,0.7192000000000003,0.7318000000000002,0.999088948800398,0.6724235437365965,0.8912913501563662,0.13056186561785588,15.7997631404099,26.028144906095196,2.0,2.3,100.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-52708.971172692225,388.3158440416596,1056,0.527736131934033,-0.9499999999999997,0.7178,0.999088948800398,0.7790865130833791,0.8988034760686676,0.028462685893751782,25.147298228475087,45.059843780537356,2.0,2.3,100.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-52869.79149846678,26.25708152641195,1245,0.6221889055472264,0.7505400000000001,0.7605500000000001,0.999088948800398,0.3953285487286085,0.9775040395460439,0.4707279558208896,5.927485587260147,8.178146660908913,2.0,2.3,100.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-52898.64821426432,407.6842375019651,1043,0.5212393803098451,0.7126200000000001,0.7268600000000002,0.999088948800398,0.7132704199495906,0.9844190092613365,0.025786540241127642,25.36961755316865,45.53062773640754,2.0,2.3,100.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-52893.32014585756,515.8667245594388,898,0.44877561219390305,0.7071200000000002,0.7227200000000003,0.999088948800398,0.7448544587050822,0.985109069072389,0.0009877318232064392,29.34443586675657,54.06898593165488,2.0,2.3,100.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-52707.164343025746,19.728999940632647,1144,0.5717141429285357,0.7498250000000003,0.7535000000000002,0.9999999992417439,0.3962822685409969,0.8786811621082631,0.4950001666600002,4.970631051037351,6.643045791039125,2.0,2.3,100.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-52869.57829320445,160.33324274664108,1009,0.504247876061969,0.7388000000000003,0.7430000000000003,0.9999999992417439,0.697638976952583,0.88493326795445,0.12346704756522386,17.168323160542695,28.710820330261445,2.0,2.3,100.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-52861.31618998906,395.8198453721093,1042,0.5207396301849075,-0.9499999999999997,0.7395,0.9999999992417439,0.7775040579836268,0.8869541699279211,0.025227099827535238,23.945335851390354,42.52773317262055,2.0,2.3,100.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-52870.574605665344,24.49054044297303,1245,0.6221889055472264,0.7505400000000001,0.7534000000000001,0.9999999992417439,0.39916996194147714,0.9791863125176968,0.49055667862344254,6.049556346983981,8.37739717470273,2.0,2.3,100.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-52899.15797849197,422.74944247277926,1015,0.5072463768115942,0.7375400000000002,0.7419900000000001,0.9999999992417439,0.7223337009000074,0.981619057051198,0.021883649115902515,26.18864645262562,47.27140772232817,2.0,2.3,100.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-52899.73413098948,514.6054066055067,870,0.43478260869565216,0.7362400000000002,0.7414400000000001,0.9999999992417439,0.7352331654968931,0.9817289964228708,0.0008023915720719588,27.771506254776508,50.66341791437595,2.0,2.3,100.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
-525408494.5440584,736.4299046374263,1145,0.5722138930534733,0.7486000000000003,0.7535000000000002,0.999088948800398,0.4649757879665525,0.8786811621082631,0.4950001666600002,43.07862797780379,60.541247358649414,2.0,2.3,10000.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
-526822257.76037973,48335.959237489384,1023,0.5112443778110944,0.7192000000000003,0.7262000000000004,0.999088948800398,0.7184720219308551,0.8943532641995033,0.13423750027220716,371.76730416460487,634.9007663465297,2.0,2.3,10000.0,0.3,0.35,0.40000000000000013,1.1,0.7,shift_first
-526060158.94664997,316803.00149698975,1056,0.527736131934033,-0.9499999999999997,0.7100500000000001,0.999088948800398,0.8256980390067918,0.9027609767174497,0.029713208833088645,958.587745412534,1783.4735954809694,2.0,2.3,10000.0,0.3,0.35,0.10000000000000009,1.1,1.0,shift_first
-528446104.5706688,1207.3524558037043,1245,0.6221889055472264,0.7505400000000001,0.7555450000000001,0.999088948800398,0.44457373972067643,0.978694989848198,0.48460209269435367,55.00578496903439,79.03089583464758,2.0,2.3,10000.0,0.3,0.18,0.7500000000000001,1.1,0.35,shift_first
-528978909.11939,345343.15300995484,1043,0.5212393803098451,0.7126200000000001,0.7206300000000001,0.999088948800398,0.7598390691674834,0.9854459105271247,0.027583792025099363,988.8290426337916,1844.9130050316771,2.0,2.3,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
-528906834.2408782,566751.323351535,898,0.44877561219390305,0.7071200000000002,0.7164800000000002,0.999088948800398,0.7876532811283932,0.9860926567882555,0.0010585693970417975,1278.7818583811115,2442.0252894337887,2.0,2.3,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
-525446194.6694361,720.845203731255,1144,0.5717141429285357,0.7498250000000003,0.7510500000000003,0.9999999992417439,0.46851964579002664,0.8801656757429102,0.4985000044999835,44.6169257349396,62.90238705304013,2.0,2.3,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
-528440768.4055605,55342.7528713381,1009,0.504247876061969,0.7388000000000003,0.7416000000000003,0.9999999992417439,0.7315213869859456,0.8857453738045284,0.12433544225336296,390.6310288253306,670.1087376384417,2.0,2.3,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
-528357278.48516494,334762.2756088604,1042,0.5207396301849075,-0.9499999999999997,0.7363999999999999,0.9999999992417439,0.8344090556587271,0.8887181810832956,0.025666389447826843,925.1624401034055,1715.7693159419293,2.0,2.3,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
-528458757.78057307,1119.5810063331892,1245,0.6221889055472264,0.7505400000000001,0.7519700000000001,0.9999999992417439,0.44109716173355384,0.9795076820818311,0.4945279962564788,53.48502878225387,76.65132391852002,2.0,2.3,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
-528986520.2680344,375585.7017030036,1015,0.5072463768115942,0.7375400000000002,0.7402100000000001,0.9999999992417439,0.7626263055107776,0.9819725306711016,0.022311014877776314,989.7199686726179,1846.7256493332866,2.0,2.3,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
-528997160.81300086,563828.9177456014,870,0.43478260869565216,0.7362400000000002,0.7383200000000001,0.9999999992417439,0.8007017697532293,0.9823405443972992,0.0008306720701802273,1400.3843530194172,2696.3021119845152,2.0,2.3,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
