phase,Nt,Nl,min_rho_src,max_rho_src,maxabs_rho_src,min_p_l,max_p_l,maxabs_p_l,min_p_th,max_p_th,maxabs_p_th,min_p_phi,max_p_phi,maxabs_p_phi,min_j_l,max_j_l,maxabs_j_l,min_trace_spatial,max_trace_spatial,maxabs_trace_spatial,min_nec_min,max_nec_min,maxabs_nec_min,min_nec_neg_sum,max_nec_neg_sum,maxabs_nec_neg_sum,min_tidal_radial,max_tidal_radial,maxabs_tidal_radial,min_tidal_angular,max_tidal_angular,maxabs_tidal_angular,min_gtt,max_gtt,maxabs_gtt,min_Gkp,max_Gkp,maxabs_Gkp,min_Gkm,max_Gkm,maxabs_Gkm,min_Kretsch,max_Kretsch,maxabs_Kretsch,gtt_positive_points,neg_rho_points,nec_violation_points,max_int_neg_rho,max_int_neg_nec,mean_throat_share_neg_rho,mean_throat_share_neg_nec,max_passenger_share_neg_rho,max_passenger_share_neg_nec,max_pressure_over_absrho_pointwise,p999_pressure_over_absrho_pointwise,max_flux_over_absrho_pointwise,p999_flux_over_absrho_pointwise,V,lapse_lambda,C0,Delta,w_release,L_beta,L_q,release_gap,mode
traverse,9,61,-527.0920761590003,0.00036693411339508956,527.0920761590003,-0.48396835631889806,488.8102730568504,488.8102730568504,-9.369420010375108e-05,544.2715973261348,544.2715973261348,-9.369420010375105e-05,544.2715973261348,544.2715973261348,-4.98301542063572,17.057832620881143,17.057832620881143,-1.3758226710625546e-05,1232.9958232439785,1232.9958232439785,-392.4716538350667,135.1024416849367,392.4716538350667,0.0,769.3854744817779,769.3854744817779,-0.05302898940277883,253.4307084180989,253.4307084180989,-0.046651084453730514,164.7050193538008,164.7050193538008,-134907358.0390805,-1.000000000000007,134907358.0390805,-392.4716538350667,174.26609321087193,392.4716538350667,-384.75261371794176,135.1024416849367,384.75261371794176,2.5535803805177643e-16,749524.7281821419,749524.7281821419,0,442,395,92.51730924600567,92.89428682343166,0.9986979773319263,0.994833417067539,0.4993645166036142,0.4981245226313378,347.3039669210649,232.9014240047522,10.410134419799707,7.344412370875629,1.01,1.1615,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
exit,9,61,-711.7969789304904,54.80353850179569,711.7969789304904,-40.78799524608611,486.4030194853477,486.4030194853477,-79.55490854780089,729.1219736246501,729.1219736246501,-79.55490854780089,729.1219736246501,729.1219736246501,-61.412330085215494,44.14957726682486,61.412330085215494,-194.71698292792746,1944.5982734152894,1944.5982734152894,-416.65244041209604,114.66896341017488,416.65244041209604,0.0,762.5778361818614,762.5778361818614,-38.272816826869686,291.07684280824054,291.07684280824054,-17.69274485308472,164.28068452357167,164.28068452357167,-134884945.72908592,-1.0,134884945.72908592,-401.8299218761435,136.24026005182563,401.8299218761435,-416.65244041209604,114.66896341017488,416.65244041209604,-5519.911031594125,1260729.552678652,1260729.552678652,0,418,420,101.10618085065154,105.71715963477303,0.9855493177746588,0.9902338327947324,0.5390117147727077,0.5694628823784301,85.60353499965446,70.04869004337344,12.416787817335338,10.257691705012375,1.01,1.1615,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
post,9,61,-1.0169166818506685,0.3745332434049949,1.0169166818506685,-1.7672294798421058,-0.021882987290361047,1.7672294798421058,-1.0303089672575092,0.9979667933983706,1.0303089672575092,-1.0303089672575092,0.9979667933983707,1.0303089672575092,-0.6899653043178983,0.6316588798588101,0.6899653043178983,-3.196740215630541,1.301951698846354,3.196740215630541,-2.9904750711271832,-0.04376597458072207,2.9904750711271832,0.08753194916144413,5.514806632791805,5.514806632791805,-0.7340348318900425,0.25627862444050753,0.7340348318900425,-0.3861415098541401,0.0,0.3861415098541401,-1.006297534438878,-1.0,1.006297534438878,-2.757403301443806,-0.04376597458072207,2.757403301443806,-2.9904750711271832,0.12533794542853777,2.9904750711271832,0.005746381593001236,13.630342364136835,13.630342364136835,0,547,549,1.4997268233691634,8.229205153000288,0.8823082221112407,0.8899714055724807,0.058874817866440866,0.04423427829933059,13.18103966735285,10.174614322172177,2.5214162291453524,2.018740087134854,1.01,1.1615,10000.0,0.3,0.18,0.40000000000000013,1.1,0.7,shift_first
traverse,9,61,-527.0920761590003,0.00036625035425322743,527.0920761590003,-0.48396813824061913,488.80311611182145,488.80311611182145,-9.302002854888205e-05,544.2748479105752,544.2748479105752,-9.302002854888205e-05,544.2748479105752,544.2748479105752,-4.976907865571629,17.036925277702018,17.036925277702018,-1.3722035788684382e-05,1233.0020077727795,1233.0020077727795,-392.4600832146631,135.10373383095396,392.4600832146631,0.0,769.3854744817779,769.3854744817779,-0.05289120994308427,253.43397200454856,253.43397200454856,-0.04665097541459801,164.70140546884434,164.70140546884434,-134907358.03952217,-1.000000000000007,134907358.03952217,-392.4600832146631,174.22658672480196,392.4600832146631,-384.75261371794176,135.10373383095396,384.75261371794176,2.5553013346546966e-16,749532.0577605336,749532.0577605336,0,441,394,92.51730924673127,92.89428688546344,0.9986980386465459,0.9948335793149279,0.49956168556402214,0.49825127984740103,676.922122629325,493.3001972323083,10.195825719971133,7.206629444451422,1.01,1.1615,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
exit,9,61,-711.7970939191074,71.22605435990866,711.7970939191074,-47.204145207925265,486.4034417446693,486.4034417446693,-94.77474662059116,729.0958841756583,729.0958841756583,-94.77474662059116,729.0958841756582,729.0958841756582,-57.100447693565506,51.110853963722164,57.100447693565506,-230.48801861369157,1944.587897464466,1944.587897464466,-446.0127728369016,107.41191061278354,446.0127728369016,0.0,762.5778414329963,762.5778414329963,-44.778060184469005,299.79624906590516,299.79624906590516,-19.36619548003661,164.28081839952515,164.28081839952515,-134907220.25872445,-1.0,134907220.25872445,-446.0127728369016,107.41191061278354,446.0127728369016,-399.61083303487055,153.9723417751594,399.61083303487055,-8356.537982793498,1260687.6693050845,1260687.6693050845,0,431,434,101.10619439199881,105.05180221111884,0.9863505457218184,0.9904681930900091,0.5355961223322037,0.5563666681420588,206.62648447220914,131.69815074987736,9.31700877504955,8.927015698008084,1.01,1.1615,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
post,9,61,-1.0169166818506685,0.3745332434049949,1.0169166818506685,-1.7672294798421058,-0.021882987290361047,1.7672294798421058,-1.0303089672575092,0.9979667933983706,1.0303089672575092,-1.0303089672575092,0.9979667933983707,1.0303089672575092,-0.6899653043178983,0.6316588798588101,0.6899653043178983,-3.196740215630541,1.301951698846354,3.196740215630541,-2.9904750711271832,-0.04376597458072207,2.9904750711271832,0.08753194916144413,5.514806632791805,5.514806632791805,-0.7340348318900425,0.25627862444050753,0.7340348318900425,-0.3861415098541401,0.0,0.3861415098541401,-1.006297534438878,-1.0,1.006297534438878,-2.757403301443806,-0.04376597458072207,2.757403301443806,-2.9904750711271832,0.12533794542853777,2.9904750711271832,0.005746381593001236,13.630342364136835,13.630342364136835,0,547,549,1.4997268233691634,8.229205153000288,0.8823082221112407,0.8899714055724807,0.058874817866440866,0.04423427829933059,13.18103966735285,10.174614322172177,2.5214162291453524,2.018740087134854,1.01,1.1615,10000.0,0.3,0.18,0.10000000000000009,1.1,1.0,shift_first
traverse,9,61,-1272.619804294562,0.24911728574203562,1272.619804294562,-0.36959792045574896,73.7557296475702,73.7557296475702,-1.2525810604529056e-05,1288.5896108839204,1288.5896108839204,-1.2525810604529058e-05,1288.5896108839202,1288.5896108839202,-6.175123535493305,1.6975609455489336,6.175123535493305,-2.4440816800429007e-05,2650.934951415411,2650.934951415411,-1210.2731430448216,3.3487691078260706,1210.2731430448216,0.0,2397.764830266439,2397.764830266439,-0.21164819269628682,637.847679193467,637.847679193467,-0.006540498271721839,25.65494718347882,25.65494718347882,-134638343.5164506,-1.0,134638343.5164506,-1210.2731430448216,7.069013449910019,1210.2731430448216,-1198.8521901157997,3.3835093798511737,1198.8521901157997,1.4157484812465514e-16,4760549.225474582,4760549.225474582,0,458,419,119.43130172790454,225.46308425002078,0.998125998725972,0.9960359169436719,0.4991204302537621,0.49853216946175366,35443.03122399859,17008.922957192553,17.88968818989337,17.81222385708252,1.01,1.1615,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
exit,9,61,-4745.828614344221,29.344909061654572,4745.828614344221,-12.313590917343296,4787.616533250566,4787.616533250566,-31.45185343352493,4840.65437386939,4840.65437386939,-31.45185343352493,4840.65437386939,4840.65437386939,-87.71686512481286,94.87449182726735,94.87449182726735,-75.16243905983943,14215.238296817355,14215.238296817355,-2241.406605991322,1007.1211688288565,2241.406605991322,0.0,4103.315244673575,4103.315244673575,-14.160213009459222,1776.5193142072415,1776.5193142072415,-4.374275994816598,1606.8684786658876,1606.8684786658876,-134063952.38346912,-1.0,134063952.38346912,-1861.9086386822528,1057.402411630434,1861.9086386822528,-2241.406605991322,1007.1211688288565,2241.406605991322,1.554725594232899e-16,60046366.9944942,60046366.9944942,0,418,443,328.9783444206184,264.6771820447251,0.9932317879877455,0.9457331421229637,0.05081154517072038,0.7786232376863268,1489.6573480674867,910.1009032955972,4.685362503999959,4.218471481952017,1.01,1.1615,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
post,9,61,-7.567082793509516,-0.02188298729036102,7.567082793509516,-1.1983299390264621,-0.021882987290361047,1.1983299390264621,-0.1035526253688777,7.639447393898292,7.639447393898292,-0.10355262536887766,7.6394473938982905,7.6394473938982905,-1.028072134286013,0.45079916753068294,1.028072134286013,-0.8585134195155759,14.787042900043195,14.787042900043195,-8.96053301632427,-0.04376597458072207,8.96053301632427,0.08753194916144413,16.11786936252581,16.11786936252581,-0.274725249458143,3.669238521905838,3.669238521905838,-0.10240422132255855,0.0,0.10240422132255855,-1.0062975363736535,-1.0,1.0062975363736535,-7.1573363462015385,-0.04376597458072207,7.1573363462015385,-8.96053301632427,-0.04376597458072207,8.96053301632427,0.005746381593001236,181.78557617566221,181.78557617566221,0,549,549,2.1466660478994135,7.8802465970534445,0.8249161379660224,0.8218396686380346,0.004952774051487029,0.005396761011626154,6.478194776107993,3.980621065521517,0.2413709237752435,0.22885410162858524,1.01,1.1615,10000.0,0.1,0.35,0.7500000000000001,1.1,0.35,shift_first
traverse,9,61,-1272.619804294562,0.23742709779608084,1272.619804294562,-0.3695970526069399,73.7557296475702,73.7557296475702,-1.2525810604529056e-05,1288.5896108839204,1288.5896108839204,-1.2525810604529058e-05,1288.5896108839202,1288.5896108839202,-5.666736793339813,1.6975609455489336,5.666736793339813,-2.4440816800429007e-05,2650.934951415411,2650.934951415411,-1210.2144036050286,3.3487691078260706,1210.2144036050286,0.0,2397.7618600366977,2397.7618600366977,-0.1815293708644572,637.847679193467,637.847679193467,-0.0065400643473965655,25.65494718347882,25.65494718347882,-134638343.5164506,-1.0,134638343.5164506,-1210.2144036050286,6.081429088812575,1210.2144036050286,-1198.8521901157997,3.3835093798511737,1198.8521901157997,1.8896234151761437e-16,4760549.225474582,4760549.225474582,0,458,413,119.43130748580741,225.4629455582358,0.9981260711256714,0.9960359176178023,0.4992409985742083,0.4985318609877011,12276.137122829683,6583.690782361576,5.861821070446511,5.026663130796273,1.01,1.1615,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
exit,9,61,-4801.4028712331365,23.757476846769766,4801.4028712331365,-8.787846339879918,4774.117390374123,4774.117390374123,-22.303091393650018,4889.989093195117,4889.989093195117,-22.303091393650018,4889.989093195117,4889.989093195117,-73.48062210153655,94.88646671981891,94.88646671981891,-53.2076074472339,13778.921442651856,13778.921442651856,-1884.079186120778,710.3617006823484,1884.079186120778,0.0,3388.612505362281,3388.612505362281,-10.423607098970503,1890.7795001699196,1890.7795001699196,-3.7325547689737273,1602.3585659458906,1602.3585659458906,-134793621.56109807,-1.0,134793621.56109807,-1504.5333192415028,870.5647965371518,1504.5333192415028,-1884.079186120778,710.3617006823484,1884.079186120778,1.7732899297644938e-16,57217520.41050617,57217520.41050617,0,424,435,344.0158985818004,217.2153438389468,0.9935122191180752,0.9383687464420262,0.9689885433960004,0.7880528859291449,234.51912632862087,225.30357316450943,2.336827981945678,2.2933790699928625,1.01,1.1615,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
post,9,61,-7.567082793509516,-0.02188298729036102,7.567082793509516,-1.1983299390264621,-0.021882987290361047,1.1983299390264621,-0.1035526253688777,7.639447393898292,7.639447393898292,-0.10355262536887766,7.6394473938982905,7.6394473938982905,-1.028072134286013,0.45079916753068294,1.028072134286013,-0.8585134195155759,14.787042900043195,14.787042900043195,-8.96053301632427,-0.04376597458072207,8.96053301632427,0.08753194916144413,16.11786936252581,16.11786936252581,-0.274725249458143,3.669238521905838,3.669238521905838,-0.10240422132255855,0.0,0.10240422132255855,-1.0062975363736535,-1.0,1.0062975363736535,-7.1573363462015385,-0.04376597458072207,7.1573363462015385,-8.96053301632427,-0.04376597458072207,8.96053301632427,0.005746381593001236,181.78557617566221,181.78557617566221,0,549,549,2.1466660478994135,7.8802465970534445,0.8249161379660224,0.8218396686380346,0.004952774051487029,0.005396761011626154,6.478194776107993,3.980621065521517,0.2413709237752435,0.22885410162858524,1.01,1.1615,10000.0,0.1,0.35,0.40000000000000013,1.1,0.7,shift_first
traverse,9,61,-1272.619804294562,0.17867805727327568,1272.619804294562,-0.36959258739001194,73.7557296475702,73.7557296475702,-1.2525810604529056e-05,1288.5896108839204,1288.5896108839204,-1.2525810604529058e-05,1288.5896108839202,1288.5896108839202,-5.520626255046673,1.6975609455489336,5.520626255046673,-2.4440816800429007e-05,2650.934951415411,2650.934951415411,-1209.9148216399692,3.3487691078260706,1209.9148216399692,0.0,2397.747138259752,2397.747138259752,-0.17651411625510666,637.847679193467,637.847679193467,-0.006537831739331404,25.65494718347882,25.65494718347882,-134638343.5164506,-1.0,134638343.5164506,-1209.9148216399692,5.971468171077049,1209.9148216399692,-1198.8521901157997,3.3835093798511737,1198.8521901157997,2.234120346730749e-16,4760549.225474582,4760549.225474582,0,457,403,119.43133509681479,225.46225812521664,0.9981260886936726,0.9960359088793496,0.4992815115767816,0.4985303320144721,27402.873168880113,13736.841207475078,8.1933002568355,7.861896928976414,1.01,1.1615,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
exit,9,61,-4842.531843669351,17.52899013187956,4842.531843669351,-9.911508742468646,4786.871254354623,4786.871254354623,-24.192882397453417,4937.313400523726,4937.313400523726,-24.192882397453417,4937.313400523726,4937.313400523726,-51.897173642980356,107.14734518100624,107.14734518100624,-58.00977457219054,14159.39495178291,14159.39495178291,-2221.468627305688,697.7530463775406,2221.468627305688,0.0,4014.347873887352,4014.347873887352,-11.842449381476078,1779.7958077702704,1779.7958077702704,-4.1989714193397125,1606.5960078678543,1606.5960078678543,-134887577.84187958,-1.0,134887577.84187958,-1792.8792465816637,870.677525125503,1792.8792465816637,-2221.468627305688,705.1008722562976,2221.468627305688,1.6992241971836356e-16,60768575.36561028,60768575.36561028,0,441,439,329.5513506338845,257.4215874778029,0.9936866107093868,0.9386056846689397,0.9691419999250451,0.77899358837701,1812.0458965830169,1595.5458780796164,2.2777637437937894,2.274183077290084,1.01,1.1615,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
post,9,61,-7.567082793509516,-0.02188298729036102,7.567082793509516,-1.1983299390264621,-0.021882987290361047,1.1983299390264621,-0.1035526253688777,7.639447393898292,7.639447393898292,-0.10355262536887766,7.6394473938982905,7.6394473938982905,-1.028072134286013,0.45079916753068294,1.028072134286013,-0.8585134195155759,14.787042900043195,14.787042900043195,-8.96053301632427,-0.04376597458072207,8.96053301632427,0.08753194916144413,16.11786936252581,16.11786936252581,-0.274725249458143,3.669238521905838,3.669238521905838,-0.10240422132255855,0.0,0.10240422132255855,-1.0062975363736535,-1.0,1.0062975363736535,-7.1573363462015385,-0.04376597458072207,7.1573363462015385,-8.96053301632427,-0.04376597458072207,8.96053301632427,0.005746381593001236,181.78557617566221,181.78557617566221,0,549,549,2.1466660478994135,7.8802465970534445,0.8249161379660224,0.8218396686380346,0.004952774051487029,0.005396761011626154,6.478194776107993,3.980621065521517,0.2413709237752435,0.22885410162858524,1.01,1.1615,10000.0,0.1,0.35,0.10000000000000009,1.1,1.0,shift_first
traverse,9,61,-1272.7470056222014,0.25070649065590533,1272.7470056222014,-0.3696014400313835,73.772444369557,73.772444369557,-7.621123735323674e-06,1288.739797490875,1288.739797490875,-7.621123735323674e-06,1288.739797490875,1288.739797490875,-5.7063334375453145,1.3985290824400565,5.7063334375453145,-1.5270155753068183e-05,2651.252039351307,2651.252039351307,-1210.4066055702328,2.5590728809729777,1210.4066055702328,0.0,2397.9878773902847,2397.9878773902847,-0.18248938855127456,637.9311307926826,637.9311307926826,-0.006541584856760059,25.660710060756216,25.660710060756216,-134908176.96521592,-1.0,134908176.96521592,-1210.4066055702328,6.1005818427952105,1210.4066055702328,-1198.9753310055694,2.561165688613255,1198.9753310055694,1.1268040249450306e-16,4761588.222325193,4761588.222325193,0,510,478,119.45571184009617,225.4839479084624,0.9981377917447607,0.9960592318209296,0.499120670258234,0.4985359191768405,6491.653254126892,3216.1771924805175,11.008044268583934,8.032572968519911,1.01,1.1615,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
exit,9,61,-4776.90479113167,52.513185461717555,4776.90479113167,-33.30099451849768,4775.209184666808,4775.209184666808,-47.39343067662906,4869.039353552049,4869.039353552049,-47.39343067662906,4869.03935355205,4869.03935355205,-145.71860053620597,182.41967150683044,182.41967150683044,-128.0878558717558,13814.226546581467,13814.226546581467,-2046.1398675251485,705.2514755139002,2046.1398675251485,0.0,3362.6010490229755,3362.6010490229755,-20.56167529135614,1892.7784692179075,1892.7784692179075,-13.949523903692839,1602.6215300286356,1602.6215300286356,-134780160.54898074,-1.0,134780160.54898074,-1316.4611814978268,847.409615301357,1316.4611814978268,-2046.1398675251485,705.2514755139002,2046.1398675251485,1.194638120932363e-16,56567576.55217701,56567576.55217701,0,424,418,343.5105251867753,220.0103669733304,0.9933571717743733,0.9411389157976762,0.11759976637225766,0.7942698563563066,226.96602422544422,193.418369700826,3.8136760730424366,2.8307312220816776,1.01,1.1615,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
post,9,61,-7.567046622862843,-0.02188298729036102,7.567046622862843,-1.7672297137081607,-0.021882987290361047,1.7672297137081607,-0.6699711594560444,7.572667478423664,7.572667478423664,-0.6699711594560444,7.5726674784236625,7.5726674784236625,-1.999029150000581,0.8765539368652165,1.999029150000581,-2.557769021777076,14.586703153619313,14.586703153619313,-9.87878629982129,-0.04376597458072207,9.87878629982129,0.08753194916144413,16.25135685218171,16.25135685218171,-0.5574995616941175,3.635854592609636,3.635854592609636,-0.3861416273651769,0.0,0.3861416273651769,-1.0062975363736535,-1.0,1.0062975363736535,-9.122739924459175,-0.04376597458072207,9.122739924459175,-9.87878629982129,-0.04376597458072207,9.87878629982129,0.005746381593001236,178.5735899247996,178.5735899247996,0,549,549,2.1428036787620397,9.566995591128608,0.8248786754643206,0.8287413275256365,0.02838719084180399,0.027148795766766053,12.433878240559496,7.408501819773113,0.4693792028034556,0.44502520062879847,1.01,1.1615,10000.0,0.1,0.18,0.7500000000000001,1.1,0.35,shift_first
traverse,9,61,-1272.7470056222014,0.2506026384811828,1272.7470056222014,-0.3696014342690505,73.77244424092225,73.77244424092225,-7.61818803908657e-06,1288.7397939270131,1288.7397939270131,-7.61818803908657e-06,1288.7397939270131,1288.7397939270131,-5.706079684442831,1.3984668917230838,5.706079684442831,-1.5264276111365862e-05,2651.2520320949484,2651.2520320949484,-1210.4060742280928,2.5590728809729777,1210.4060742280928,0.0,2397.987829718414,2397.987829718414,-0.18247988780504404,637.931127293138,637.931127293138,-0.006541581975595053,25.660709996439085,25.660709996439085,-134908176.96521592,-1.0,134908176.96521592,-1210.4060742280928,6.10039089379842,1210.4060742280928,-1198.9753310055694,2.561165688613255,1198.9753310055694,1.9952730316024148e-16,4761588.204439041,4761588.204439041,0,511,466,119.45571184009094,225.48394568323843,0.9981378632258109,0.9960592404507482,0.49929014613605316,0.49854572722386237,6500.054813975921,3217.9170221381646,5.580415673987773,5.482379147112372,1.01,1.1615,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
exit,9,61,-4599.14145394239,31.48532812354216,4599.14145394239,-40.78800231146151,4775.643556686878,4775.643556686878,-57.30680767959566,4696.792029580633,4696.792029580633,-57.30680767959566,4696.792029580633,4696.792029580633,-119.77245821008007,205.39088300819554,205.39088300819554,-155.08814416410664,14087.708672240737,14087.708672240737,-2564.0230895158566,965.4306824400626,2564.0230895158566,0.0,4306.482646998931,4306.482646998931,-26.43466433678781,1628.1192265769264,1628.1192265769264,-17.692747353444982,1602.7732256549818,1602.7732256549818,-134905602.41735986,-1.0,134905602.41735986,-1742.4595574830748,965.4306824400626,1742.4595574830748,-2564.0230895158566,986.0676919800026,2564.0230895158566,1.684429233765619e-16,58214348.4987957,58214348.4987957,0,443,435,305.4704529122736,276.8678875987284,0.9937067084852009,0.9310240672198309,0.23602154904778086,0.7933617699326833,574.5125169541042,423.87323006028646,1.951778699332422,1.9141757140773883,1.01,1.1615,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
post,9,61,-7.567046622862843,-0.02188298729036102,7.567046622862843,-1.7672297137081607,-0.021882987290361047,1.7672297137081607,-0.6699711594560444,7.572667478423664,7.572667478423664,-0.6699711594560444,7.5726674784236625,7.5726674784236625,-1.999029150000581,0.8765539368652165,1.999029150000581,-2.557769021777076,14.586703153619313,14.586703153619313,-9.87878629982129,-0.04376597458072207,9.87878629982129,0.08753194916144413,16.25135685218171,16.25135685218171,-0.5574995616941175,3.635854592609636,3.635854592609636,-0.3861416273651769,0.0,0.3861416273651769,-1.0062975363736535,-1.0,1.0062975363736535,-9.122739924459175,-0.04376597458072207,9.122739924459175,-9.87878629982129,-0.04376597458072207,9.87878629982129,0.005746381593001236,178.5735899247996,178.5735899247996,0,549,549,2.1428036787620397,9.566995591128608,0.8248786754643206,0.8287413275256365,0.02838719084180399,0.027148795766766053,12.433878240559496,7.408501819773113,0.4693792028034556,0.44502520062879847,1.01,1.1615,10000.0,0.1,0.18,0.40000000000000013,1.1,0.7,shift_first
traverse,9,61,-1272.7470056222014,0.24774214264414007,1272.7470056222014,-0.3696012753128747,73.77244070757784,73.77244070757784,-7.636124598109951e-06,1288.739696033962,1288.739696033962,-7.636124598109951e-06,1288.739696033962,1288.739696033962,-5.699085888200134,1.396752827152292,5.699085888200134,-1.5102536464858483e-05,2651.2518327755015,2651.2518327755015,-1210.3914304888194,2.5590728809729777,1210.3914304888194,0.0,2397.9865174248384,2397.9865174248384,-0.18221822250195496,637.9310311667549,637.9310311667549,-0.006541502497525724,25.660708229766737,25.660708229766737,-134908176.96521592,-1.0,134908176.96521592,-1210.3914304888194,6.095129195147368,1210.3914304888194,-1198.9753310055694,2.561165688613255,1198.9753310055694,2.0239572029097e-16,4761587.713137699,4761587.713137699,0,511,467,119.45571183995165,225.483884428067,0.9981378694284153,0.9960592248873193,0.49930473031926514,0.49853221857767394,6740.350063348841,3287.589840815247,5.6379298743637865,5.614384288461255,1.01,1.1615,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
exit,9,61,-4674.240577094108,43.79801489412188,4674.240577094108,-47.20415035880784,4789.275662181878,4789.275662181878,-66.62861053086691,4761.173514817164,4761.173514817164,-66.6286105308669,4761.173514817164,4761.173514817164,-149.39745307120864,126.42190134859426,149.39745307120864,-180.25044858560486,13487.941029744476,13487.941029744476,-1841.3129013640432,804.2444667631643,1841.3129013640432,0.0,3176.9381973337086,3176.9381973337086,-29.4774627848996,1890.8191783476404,1890.8191783476404,-19.374377030420952,1607.685777183149,1607.685777183149,-134908131.44103438,-1.0,134908131.44103438,-1335.6252959696653,948.4578645511729,1335.6252959696653,-1841.3129013640432,804.2444667631643,1841.3129013640432,1.677655153444037e-16,53793414.968152046,53793414.968152046,0,462,455,343.5077853714523,207.35445901069025,0.9938740484554044,0.9326521210744352,0.9688144673340439,0.794370443732159,656.7623811116206,511.76408266570047,2.3194229784995732,2.2341891349012357,1.01,1.1615,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
post,9,61,-7.567046622862843,-0.02188298729036102,7.567046622862843,-1.7672297137081607,-0.021882987290361047,1.7672297137081607,-0.6699711594560444,7.572667478423664,7.572667478423664,-0.6699711594560444,7.5726674784236625,7.5726674784236625,-1.999029150000581,0.8765539368652165,1.999029150000581,-2.557769021777076,14.586703153619313,14.586703153619313,-9.87878629982129,-0.04376597458072207,9.87878629982129,0.08753194916144413,16.25135685218171,16.25135685218171,-0.5574995616941175,3.635854592609636,3.635854592609636,-0.3861416273651769,0.0,0.3861416273651769,-1.0062975363736535,-1.0,1.0062975363736535,-9.122739924459175,-0.04376597458072207,9.122739924459175,-9.87878629982129,-0.04376597458072207,9.87878629982129,0.005746381593001236,178.5735899247996,178.5735899247996,0,549,549,2.1428036787620397,9.566995591128608,0.8248786754643206,0.8287413275256365,0.02838719084180399,0.027148795766766053,12.433878240559496,7.408501819773113,0.4693792028034556,0.44502520062879847,1.01,1.1615,10000.0,0.1,0.18,0.10000000000000009,1.1,1.0,shift_first
traverse,9,61,-509.2458489813745,2.678770873066676,509.2458489813745,-0.4748513730105631,466.3050373207062,466.3050373207062,-0.3068041367801163,551.9184043861026,551.9184043861026,-0.3068041367801163,551.9184043861026,551.9184043861026,-7.144054092856671,17.537720933359815,17.537720933359815,-0.19359322710255922,1570.1418460929112,1570.1418460929112,-271.3683892792104,37.95131200288498,271.3683892792104,0.0,530.7604582855215,530.7604582855215,-3.7283528329721003,211.03469197662696,211.03469197662696,-0.02818802825187433,159.7773526524688,159.7773526524688,-15985.637752009645,-1.0000000000000036,15985.637752009645,-271.3683892792104,79.0682833631963,271.3683892792104,-265.3716824275779,38.748512723860344,265.3716824275779,1.609988026169012e-08,730962.0544672125,730962.0544672125,0,436,409,82.60029359243946,69.7616481011936,0.9985398531120607,0.9931139167624736,0.4986326536520255,0.4947713056315963,1496.8512446423465,962.7267422096268,36.10141169685915,25.32587028387136,1.1,1.265,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
exit,9,61,-537.3118155442564,54.21618890886761,537.3118155442564,-12.654902715251763,297.1664612070442,297.1664612070442,-61.026862109062776,563.0708552732503,563.0708552732503,-61.026862109062776,563.0708552732503,563.0708552732503,-24.07293299635782,25.52520810568483,25.52520810568483,-131.0463675085399,1331.9346399602505,1331.9346399602505,-366.3778902704112,126.77631205020944,366.3778902704112,0.0,663.0377722610135,663.0377722610135,-30.72518526435431,255.58037091454517,255.58037091454517,-5.098484836758532,101.50328003545093,101.50328003545093,-15950.233038283237,-1.0,15950.233038283237,-366.3778902704112,132.2946454733795,366.3778902704112,-331.4804588337721,134.64797205055902,331.4804588337721,-2013.2573519765615,765807.3682945753,765807.3682945753,0,427,436,76.55074624897733,97.48719302370696,0.9782899941797248,0.9799196922811522,0.525973824524353,0.5712830773445667,118.04792113604104,89.1342603698177,6.313892945366116,5.044091114839393,1.1,1.265,100.0,0.3,0.35,0.7500000000000001,1.1,0.35,shift_first
