case,t,R_access_l0,rho_access_l0,tidal_access_l0,rate_access_l0,rho_repay_rep_l,rho_buffer_rep_l
sideband_repay_only,1.1610000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.008112998911171735,-0.0018814715152778829
sideband_repay_only,1.179,1.0,-0.039756930223726075,-0.0,0.0,-0.0033404565336549895,-0.002138626265814594
sideband_repay_only,1.2,1.0,-0.039756930223726075,-0.0,0.0,0.0020431893823348113,-0.002442115249025232
protected_core_sidecycle,-1.2,1.0,-0.039756930223726075,-0.0,0.0,0.003595077378527351,0.002487953959584335
protected_core_sidecycle,-1.179,1.0,-0.039756930223726075,-0.0,0.0,0.0992302747138377,-0.0022636995922351837
protected_core_sidecycle,-1.161,1.0,-0.039756930223726075,-0.0,0.0,0.17554923890887733,0.004086632784092429
protected_core_sidecycle,-1.14,1.0,-0.039756930223726075,-0.0,0.0,0.1934482059306239,0.01888473932051753
protected_core_sidecycle,-1.119,1.0,-0.039756930223726075,-0.0,0.0,0.13377136731301928,0.03088883349326179
protected_core_sidecycle,-1.101,1.0,-0.039756930223726075,-0.0,0.0,0.059765093435553,0.03131069520901465
protected_core_sidecycle,-1.08,1.0,-0.039756930223726075,-0.0,0.0,0.000768284835043297,0.019132135079130263
protected_core_sidecycle,-1.059,1.0,-0.039756930223726075,-0.0,0.0,0.005812145816771406,0.002601003940696912
protected_core_sidecycle,-1.041,1.0,-0.039756930223726075,-0.0,0.0,0.05993111895454872,-0.004361708542013277
protected_core_sidecycle,-1.02,1.0,-0.039756930223726075,-0.0,0.0,0.14564300666682528,0.0021853847661053184
protected_core_sidecycle,-0.9989999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.19668881777839542,0.018623494310469706
protected_core_sidecycle,-0.981,1.0,-0.039756930223726075,-0.0,0.0,0.17587539260919352,0.030057929934056683
protected_core_sidecycle,-0.96,1.0,-0.039756930223726075,-0.0,0.0,0.0841876019732549,0.03109330633168774
protected_core_sidecycle,-0.939,1.0,-0.039756930223726075,-0.0,0.0,-0.005213093706516193,0.019358252507122718
protected_core_sidecycle,-0.9209999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.0132648957481957,0.006322176670213166
protected_core_sidecycle,-0.8999999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.0656398101299872,-0.0021971201760781728
protected_core_sidecycle,-0.879,1.0,-0.039756930223726075,-0.0,0.0,0.16377022277490744,0.0021411152207981604
protected_core_sidecycle,-0.861,1.0,-0.039756930223726075,-0.0,0.0,0.19751956005887739,0.013953355040845609
protected_core_sidecycle,-0.84,1.0,-0.039756930223726075,-0.0,0.0,0.1583317046927342,0.028134967880238282
protected_core_sidecycle,-0.819,1.0,-0.039756930223726075,-0.0,0.0,0.07409736216639237,0.032116961274768825
protected_core_sidecycle,-0.8009999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.013440770367085067,0.02406498990041441
protected_core_sidecycle,-0.78,1.0,-0.039756930223726075,-0.0,0.0,-0.0033477025739905505,0.007380961050575274
protected_core_sidecycle,-0.7589999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.04642610245807814,-0.003864123989972568
protected_core_sidecycle,-0.7409999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.11939453525681439,-0.0014703678556051954
protected_core_sidecycle,-0.72,1.0,-0.039756930223726075,-0.0,0.0,0.1880474445226267,0.013198771070523984
protected_core_sidecycle,-0.699,1.0,-0.039756930223726075,-0.0,0.0,0.18529017340655715,0.02840630978137944
protected_core_sidecycle,-0.6809999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.11746246108900163,0.03239023389369956
protected_core_sidecycle,-0.6599999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.016490474227011966,0.023956593519015426
protected_core_sidecycle,-0.6389999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.01813942652497692,0.008741780665100478
protected_core_sidecycle,-0.621,1.0,-0.039756930223726075,-0.0,0.0,0.03398182266646443,-0.0007855456793232447
protected_core_sidecycle,-0.6,1.0,-0.039756930223726075,-0.0,0.0,0.13693929343791922,-0.0006071881395480355
protected_core_sidecycle,-0.579,1.0,-0.039756930223726075,-0.0,0.0,0.19601821142333112,0.011285209715480178
protected_core_sidecycle,-0.5609999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.17828554222105225,0.0243164836894791
protected_core_sidecycle,-0.5399999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.10158635343572761,0.032429388260188034
protected_core_sidecycle,-0.5189999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.02288464762814619,0.02640493122631598
protected_core_sidecycle,-0.5009999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.005611537813917112,0.012730596187550697
protected_core_sidecycle,-0.48,1.0,-0.039756930223726075,-0.0,0.0,0.024736204320899093,-0.0017221475724302153
protected_core_sidecycle,-0.45899999999999996,1.0,-0.039756930223726075,-0.0,0.0,0.10434094357746201,-0.0028978673267733165
protected_core_sidecycle,-0.44099999999999995,1.0,-0.039756930223726075,-0.0,0.0,0.17198241966398864,0.007822150518691952
protected_core_sidecycle,-0.41999999999999993,1.0,-0.039756930223726075,-0.0,0.0,0.19583464529860045,0.024451949515537853
protected_core_sidecycle,-0.3989999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.1345092482437135,0.0324778406134859
protected_core_sidecycle,-0.3809999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.045250963562987113,0.027851402440397004
protected_core_sidecycle,-0.36,1.0,-0.039756930223726075,-0.0,0.0,-0.018614011312324437,0.013536635834286305
protected_core_sidecycle,-0.33899999999999997,1.0,-0.039756930223726075,-0.0,0.0,0.018707848303793358,0.0005175010905196838
protected_core_sidecycle,-0.32099999999999995,1.0,-0.039756930223726075,-0.0,0.0,0.10529506569303439,-0.002129013966649603
protected_core_sidecycle,-0.29999999999999993,1.0,-0.039756930223726075,-0.0,0.0,0.18629028137161208,0.00668458899337946
protected_core_sidecycle,-0.2789999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.18655893742493299,0.021901067159288353
protected_core_sidecycle,-0.2609999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.128959886891464,0.031254407167249414
protected_core_sidecycle,-0.24,1.0,-0.039756930223726075,-0.0,0.0,0.04412285556004577,0.0298228157972346
protected_core_sidecycle,-0.21899999999999997,1.0,-0.039756930223726075,-0.0,0.0,-0.0038731551125713165,0.015717110935702307
protected_core_sidecycle,-0.20099999999999996,1.0,-0.039756930223726075,-4.736951571733997e-12,0.0,0.008185385694310276,0.001827084349102568
protected_core_sidecycle,-0.17999999999999994,1.0,-0.039756930223726075,-0.0,0.0,0.07674680146394182,-0.004316332847851621
protected_core_sidecycle,-0.15900000000000003,1.0,-0.039756930223726075,-0.0,0.0,0.16065335472421532,0.005083285181046352
protected_core_sidecycle,-0.14100000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.19736613361727554,0.01957899766737553
protected_core_sidecycle,-0.11999999999999988,1.0,-0.039756930223726075,-0.0,0.0,0.16190234197874553,0.03146916306407137
protected_core_sidecycle,-0.09899999999999998,1.0,-0.039756930223726075,-0.0,0.0,0.06284525069500198,0.02955646486859695
protected_core_sidecycle,-0.08099999999999996,1.0,-0.039756930223726075,-0.0,0.0,-0.008208090426687685,0.01847435343353134
protected_core_sidecycle,-0.05999999999999983,1.0,-0.039756930223726075,-0.0,0.0,-0.0036954217935703166,0.0037668996993041647
protected_core_sidecycle,-0.038999999999999924,1.0,-0.039756930223726075,-0.0,0.0,0.08701600667940415,-0.002397563040417048
protected_core_sidecycle,-0.020999999999999908,1.0,-0.039756930223726075,-0.0,0.0,0.16795263621648218,0.002758950645581672
protected_core_sidecycle,0.0,1.0,-0.039756930223726075,-0.0,0.0,0.1959194247844007,0.017105462465593482
protected_core_sidecycle,0.02100000000000013,1.0,-0.039756930223726075,-0.0,0.0,0.14310013346797965,0.03002955504698223
protected_core_sidecycle,0.039000000000000146,1.0,-0.039756930223726075,-0.0,0.0,0.06923463646677115,0.03189703858853787
protected_core_sidecycle,0.06000000000000005,1.0,-0.039756930223726075,-0.0,0.0,0.004636566098811346,0.021001954275523326
protected_core_sidecycle,0.08099999999999996,1.0,-0.039756930223726075,-0.0,0.0,0.0017137299976268982,0.004242504466803893
protected_core_sidecycle,0.09899999999999998,1.0,-0.039756930223726075,-0.0,0.0,0.050824922159926435,-0.00408474646854445
protected_core_sidecycle,0.1200000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.1364057426428022,0.0007163311963486671
protected_core_sidecycle,0.14100000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.1944915126046249,0.016677915612355543
protected_core_sidecycle,0.15900000000000003,1.0,-0.039756930223726075,-0.0,0.0,0.18242272482453709,0.02900105405598586
protected_core_sidecycle,0.18000000000000016,1.0,-0.039756930223726075,-0.0,0.0,0.09643635357964855,0.03172916100241339
protected_core_sidecycle,0.20100000000000007,1.0,-0.039756930223726075,-0.0,0.0,0.0016881168726026621,0.021086663541014856
protected_core_sidecycle,0.21900000000000008,1.0,-0.039756930223726075,-0.0,0.0,-0.016866212963440343,0.007913715633379054
protected_core_sidecycle,0.24,1.0,-0.039756930223726075,-0.0,0.0,0.05373989212905456,-0.0018364815499968467
protected_core_sidecycle,0.2610000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.15473658820592676,0.001012039177783911
protected_core_sidecycle,0.27900000000000014,1.0,-0.039756930223726075,-0.0,0.0,0.1968186664043203,0.012168660485848715
protected_core_sidecycle,0.30000000000000004,1.0,-0.039756930223726075,-0.0,0.0,0.16621544348743947,0.026854948356352843
protected_core_sidecycle,0.3210000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.08396909071931243,0.03240589675876661
protected_core_sidecycle,0.33899999999999997,1.0,-0.039756930223726075,-0.0,0.0,0.019546877462439376,0.025656728746939104
protected_core_sidecycle,0.3600000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.004984155373278695,0.00928321023013055
protected_core_sidecycle,0.381,1.0,-0.039756930223726075,-0.0,0.0,0.03803413983310298,-0.0032644853565615686
protected_core_sidecycle,0.399,1.0,-0.039756930223726075,-0.0,0.0,0.10939452901991059,-0.0024698943023967017
protected_core_sidecycle,0.42000000000000015,1.0,-0.039756930223726075,-0.0,0.0,0.1829941407893389,0.01121441789584073
protected_core_sidecycle,0.44100000000000006,1.0,-0.039756930223726075,-0.0,0.0,0.19015137565514967,0.02709839048508553
protected_core_sidecycle,0.4590000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.1289477605507223,0.032498548214655185
protected_core_sidecycle,0.48,1.0,-0.039756930223726075,-0.0,0.0,0.026270385047325075,0.02547172959384437
protected_core_sidecycle,0.5010000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.01959325378232273,0.010442730142450183
protected_core_sidecycle,0.5190000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.02360506830306389,4.27767311435133e-05
protected_core_sidecycle,0.54,1.0,-0.039756930223726075,-0.0,0.0,0.1258613209080657,-0.0013099213535917374
protected_core_sidecycle,0.5610000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.1935232818166434,0.009557359042067582
protected_core_sidecycle,0.5790000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.1840262683018156,0.022728418537570887
protected_core_sidecycle,0.6000000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.11165146561161039,0.03217010275735526
protected_core_sidecycle,0.621,1.0,-0.039756930223726075,-0.0,0.0,0.030057427850138943,0.027787668687836695
protected_core_sidecycle,0.639,1.0,-0.039756930223726075,-0.0,0.0,-0.0046860454770315625,0.014721704826146117
protected_core_sidecycle,0.6600000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.01806626635982321,-0.0005807443022934801
protected_core_sidecycle,0.681,1.0,-0.039756930223726075,-0.0,0.0,0.09424477139908807,-0.003598833728261383
protected_core_sidecycle,0.6990000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.16461117396010558,0.005975627058602939
protected_core_sidecycle,0.72,1.0,-0.039756930223726075,-0.0,0.0,0.19743231099265238,0.02276813331947534
protected_core_sidecycle,0.7410000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.145126532005992,0.03228608132778084
protected_core_sidecycle,0.7590000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.05686872865242744,0.029024568927621657
protected_core_sidecycle,0.78,1.0,-0.039756930223726075,-0.0,0.0,-0.016056883133150582,0.015334400040093754
protected_core_sidecycle,0.8009999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.00963697910618549,0.0015769143971542602
protected_core_sidecycle,0.8190000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.09315338699673742,-0.0023529572977664145
protected_core_sidecycle,0.8400000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.1805771691964635,0.005163322038318107
protected_core_sidecycle,0.861,1.0,-0.039756930223726075,-0.0,0.0,0.19087589718204917,0.020200317120050923
protected_core_sidecycle,0.8790000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.13847146861471768,0.030481628530444404
protected_core_sidecycle,0.9000000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.05288001941846785,0.030741964064500575
protected_core_sidecycle,0.921,1.0,-0.039756930223726075,-0.0,0.0,-0.001564378409711894,0.017682067704065375
protected_core_sidecycle,0.9390000000000003,1.0,-0.039756930223726075,-0.0,0.0,0.003661458075243062,0.0034039774364176046
protected_core_sidecycle,0.9600000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.06703851137096711,-0.004425271081603926
protected_core_sidecycle,0.9810000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.1522953794270047,0.003383870974391937
protected_core_sidecycle,0.9989999999999999,1.0,-0.039756930223726075,-0.0,0.0,0.19573238850854166,0.017659129556707658
protected_core_sidecycle,1.0200000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.17024807356796595,0.03073475278292953
protected_core_sidecycle,1.0410000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.07496633581753308,0.030496908591971735
protected_core_sidecycle,1.059,1.0,-0.039756930223726075,-0.0,0.0,-0.0019225910244443406,0.02022657748357857
protected_core_sidecycle,1.0800000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.009647619403485014,0.005184811196287058
protected_core_sidecycle,1.1010000000000002,1.0,-0.039756930223726075,-0.0,0.0,0.07477514634842004,-0.0023509980715441976
protected_core_sidecycle,1.119,1.0,-0.039756930223726075,-0.0,0.0,0.1593773955861546,0.0015604875928480616
protected_core_sidecycle,1.14,1.0,-0.039756930223726075,-0.0,0.0,0.19726789696674726,0.015307549238343108
protected_core_sidecycle,1.1610000000000003,1.0,-0.039756930223726075,-0.0,0.0,0.1519894315321027,0.02900614353241588
protected_core_sidecycle,1.179,1.0,-0.039756930223726075,-0.0,0.0,0.07899440368600585,0.03228603459478034
protected_core_sidecycle,1.2,1.0,-0.039756930223726075,-0.0,0.0,0.009427619694504487,0.02290688799872878
delayed_side_repay_with_static_core,-1.2,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.179,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.161,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.14,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.119,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.101,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.08,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.059,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.041,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-1.02,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.9989999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.981,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.96,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.939,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.9209999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.8999999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.879,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.861,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.84,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.819,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.8009999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.78,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.7589999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.7409999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.72,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.699,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.6809999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.6599999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.6389999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.621,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.6,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.579,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.5609999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.5399999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.5189999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.5009999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.48,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.45899999999999996,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.44099999999999995,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.41999999999999993,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.3989999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.3809999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.36,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.33899999999999997,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.32099999999999995,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,-0.29999999999999993,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689112087,-0.003376620562351879
delayed_side_repay_with_static_core,-0.2789999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592999151217,-0.003376620562351879
delayed_side_repay_with_static_core,-0.2609999999999999,1.0,-0.039756930223726075,-0.0,0.0,-0.012150658471020103,-0.003376620562351879
delayed_side_repay_with_static_core,-0.24,1.0,-0.039756930223726075,-0.0,0.0,-0.012147632365091988,-0.003376620562351879
delayed_side_repay_with_static_core,-0.21899999999999997,1.0,-0.039756930223726075,-0.0,0.0,-0.011409667858977568,-0.003376620562351879
delayed_side_repay_with_static_core,-0.20099999999999996,1.0,-0.039756930223726075,-4.736951571733997e-12,0.0,-0.006679687256987809,-0.003376620562351879
delayed_side_repay_with_static_core,-0.17999999999999994,1.0,-0.039756930223726075,-0.0,0.0,-0.0030973442655962435,-0.003376620562351879
delayed_side_repay_with_static_core,-0.15900000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.009787972973979051,-0.003376620562351879
delayed_side_repay_with_static_core,-0.14100000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.013442123628849964,-0.003376620562351879
delayed_side_repay_with_static_core,-0.11999999999999988,1.0,-0.039756930223726075,-0.0,0.0,-0.014122069999881495,-0.003376620562351879
delayed_side_repay_with_static_core,-0.09899999999999998,1.0,-0.039756930223726075,-0.0,0.0,-0.01413626490199003,-0.003376620562351879
delayed_side_repay_with_static_core,-0.08099999999999996,1.0,-0.039756930223726075,-0.0,0.0,-0.01412539670975302,-0.0033766205623595074
delayed_side_repay_with_static_core,-0.05999999999999983,1.0,-0.039756930223726075,-0.0,0.0,-0.013529059171231744,-0.003376620562359369
delayed_side_repay_with_static_core,-0.038999999999999924,1.0,-0.039756930223726075,-0.0,0.0,-0.009117392939314059,-0.0033766205634755656
delayed_side_repay_with_static_core,-0.020999999999999908,1.0,-0.039756930223726075,-0.0,0.0,-0.003261662052251068,-0.003376620620410937
delayed_side_repay_with_static_core,0.0,1.0,-0.039756930223726075,-0.0,0.0,-0.00629440574140635,-0.003376623252051074
delayed_side_repay_with_static_core,0.02100000000000013,1.0,-0.039756930223726075,-0.0,0.0,-0.011344050964811074,-0.0033766765207966583
delayed_side_repay_with_static_core,0.039000000000000146,1.0,-0.039756930223726075,-0.0,0.0,-0.010286566392121168,-0.0033769038709787337
delayed_side_repay_with_static_core,0.06000000000000005,1.0,-0.039756930223726075,-0.0,0.0,0.011978107344178857,-0.0033722471469482067
delayed_side_repay_with_static_core,0.08099999999999996,1.0,-0.039756930223726075,-0.0,0.0,0.05503503316677762,-0.0032883717670563
delayed_side_repay_with_static_core,0.09899999999999998,1.0,-0.039756930223726075,-0.0,0.0,0.045336194952325604,-0.0029376048171606876
delayed_side_repay_with_static_core,0.1200000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.008380537860810187,-0.0019986309668353756
delayed_side_repay_with_static_core,0.14100000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.0053385290703513106,-0.0010897253786910982
delayed_side_repay_with_static_core,0.15900000000000003,1.0,-0.039756930223726075,-0.0,0.0,-0.006624537936121425,-0.001114972247971617
delayed_side_repay_with_static_core,0.18000000000000016,1.0,-0.039756930223726075,-0.0,0.0,-0.006626350957590815,-0.0020648052435201934
delayed_side_repay_with_static_core,0.20100000000000007,1.0,-0.039756930223726075,-0.0,0.0,-0.006578598531819831,-0.003137792634534521
delayed_side_repay_with_static_core,0.21900000000000008,1.0,-0.039756930223726075,-0.0,0.0,-0.005257188660027464,-0.0036986228132892315
delayed_side_repay_with_static_core,0.24,1.0,-0.039756930223726075,-0.0,0.0,0.008494782063437185,-0.0039581491043018165
delayed_side_repay_with_static_core,0.2610000000000001,1.0,-0.039756930223726075,-0.0,0.0,0.0454727908484862,-0.004016020576298876
delayed_side_repay_with_static_core,0.27900000000000014,1.0,-0.039756930223726075,-0.0,0.0,0.055183244133254775,-0.004022080182114252
delayed_side_repay_with_static_core,0.30000000000000004,1.0,-0.039756930223726075,-0.0,0.0,0.012111402792316851,-0.004022378044026661
delayed_side_repay_with_static_core,0.3210000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.010393133760917671,-0.0040220801821142585
delayed_side_repay_with_static_core,0.33899999999999997,1.0,-0.039756930223726075,-0.0,0.0,-0.01195916734773091,-0.004016020576298876
delayed_side_repay_with_static_core,0.3600000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.011995421220891193,-0.0039581491043018165
delayed_side_repay_with_static_core,0.381,1.0,-0.039756930223726075,-0.0,0.0,-0.012002550520182087,-0.0036986228132892315
delayed_side_repay_with_static_core,0.399,1.0,-0.039756930223726075,-0.0,0.0,-0.012014054721737485,-0.0031377926345421245
delayed_side_repay_with_static_core,0.42000000000000015,1.0,-0.039756930223726075,-0.0,0.0,-0.012035380934896804,-0.0020648052435201956
delayed_side_repay_with_static_core,0.44100000000000006,1.0,-0.039756930223726075,-0.0,0.0,-0.012064099296797122,-0.001114972247972253
delayed_side_repay_with_static_core,0.4590000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012090975461177966,-0.001089725378691721
delayed_side_repay_with_static_core,0.48,1.0,-0.039756930223726075,-0.0,0.0,-0.012118732050991388,-0.0019986309668435245
delayed_side_repay_with_static_core,0.5010000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012137493161689047,-0.0029376048171606876
delayed_side_repay_with_static_core,0.5190000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012145865817784497,-0.0032883717670563
delayed_side_repay_with_static_core,0.54,1.0,-0.039756930223726075,-0.0,0.0,-0.012149592010871338,-0.0033722471469482067
delayed_side_repay_with_static_core,0.5610000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150459717266785,-0.0033769038709787337
delayed_side_repay_with_static_core,0.5790000000000002,1.0,-0.039756930223726075,-0.0,0.0,-0.012150577428145888,-0.0033766765207966583
delayed_side_repay_with_static_core,0.6000000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592011112148,-0.003376623252051074
delayed_side_repay_with_static_core,0.621,1.0,-0.039756930223726075,-0.0,0.0,-0.01215059267450294,-0.003376620620410937
delayed_side_repay_with_static_core,0.639,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592688784483,-0.0033766205634755656
delayed_side_repay_with_static_core,0.6600000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562359369
delayed_side_repay_with_static_core,0.681,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.0033766205623595074
delayed_side_repay_with_static_core,0.6990000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,0.72,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
delayed_side_repay_with_static_core,0.7410000000000001,1.0,-0.039756930223726075,-0.0,0.0,-0.012150592689070054,-0.003376620562351879
