case,region,phase,n,min_rho,min_rho_pkt,max_abs_j_l,max_abs_p_l,max_abs_pOmega,min_Tkk,max_packet_norm,max_gtt
static_sharp_q,packet_support,decompression,133,-0.08039344499509793,-0.1610335434643514,0.14867447005572093,0.06863052161120745,1.2369265062865775,-0.7394855760020405,-1.56134530135695,-1.9576297541541094
static_sharp_q,support_edge,precatch,768,-0.09150215649242212,,6.441752152302026e-07,0.07865682202227628,1.1477100614441473,-0.8005016807333236,171545.20499716818,-2.65564233294759
static_sharp_q,support_edge,catch,384,-0.09150322801503089,-3.4975565241106072,5.622927541656277e-06,0.07865705656527963,1.1477507007543755,-0.8005015913701259,110493.84955988747,-2.655557287857023
static_sharp_q,support_edge,hold,384,-0.09155881507516865,-11.13040032584809,0.0002643196300655621,0.07866916184785698,1.1498538459973686,-0.8004974729935563,-0.04031417618633748,-2.651142796008954
static_sharp_q,support_edge,shift_fade,624,-0.09762154739703273,-0.17435244274800654,0.07423051467690836,0.07908166359053392,1.2861540244214245,-0.8003047201974303,-1.3232614122073325,-1.6668536264968137
static_sharp_q,support_edge,decompression,1488,-0.09236969463097391,-0.18094281875323268,0.14673587276707167,0.07259674729552601,1.2369265062865775,-0.7394855760020405,-0.7500002980465994,-1.0000003529572914
static_sharp_q,support_edge,tail,720,-0.00755234599512198,-0.012587795560234233,9.916772570240089e-07,0.007550055259965913,0.0075510648054678605,-0.015104432470502764,-0.7500000002176272,-1.0000000002577214
static_sharp_q,outer_shoulder,precatch,1344,-0.10294929132623806,,6.441752152302026e-07,0.08114568606554236,1.3195723342072572,-0.8005016807333236,6353.897990706975,-1.0096138405142068
static_sharp_q,outer_shoulder,catch,672,-0.10294928720850989,-3.4975565241106072,5.622927541656277e-06,0.08114566943944201,1.3196001427791955,-0.8005015913701259,4633.586077811678,-1.0096135237732358
static_sharp_q,outer_shoulder,hold,672,-0.10294909691804319,-11.13040032584809,0.0002643196300655621,0.08114490140576854,1.3210355282436537,-0.8004974729935563,0.41558706768055154,-1.0095970686821898
static_sharp_q,outer_shoulder,shift_fade,1092,-0.1029399567799784,-0.17435244274800654,0.07423051467690836,0.08110867293275409,1.37840612830635,-0.8003047201974303,-0.7495038631495768,-1.0050178510691388
static_sharp_q,outer_shoulder,decompression,2604,-0.09236969463097391,-0.18094281875323268,0.12861673038184818,0.07259674729552601,0.9941767033976435,-0.7350853873202488,-0.7500000033922287,-1.0000000034576777
static_sharp_q,outer_shoulder,tail,1260,-0.006268270510906435,-0.010447062660557314,5.394378003098137e-07,0.006265957179440349,0.006266788915059145,-0.012535328335529193,-0.7500000000024772,-1.0000000000025246
static_sharp_q,far_exterior,precatch,1472,-0.0014829566190557543,,3.0705167317739792e-15,0.00148388420486615,0.0015210312622000665,-0.00296685679405411,98.9636934759553,-1.0000000000354943
static_sharp_q,far_exterior,catch,736,-0.0014829566190538406,,2.6099392222386013e-14,0.0014838842034317298,0.0015210312239524258,-0.0029668567926032273,73.69711347960731,-1.000000000035493
static_sharp_q,far_exterior,hold,736,-0.0014829566189633145,-0.01697059505628898,1.2222052339094898e-12,0.0014838841371793733,0.001521029457070859,-0.0029668567255883623,0.4241775085430537,-1.0000000000354325
static_sharp_q,far_exterior,shift_fade,1196,-0.0014829566147143735,-0.002524822519235574,1.730024862064703e-10,0.0014838810249141157,0.0015209464556765156,-0.0029668535775059313,-0.7400976437288249,-1.0000000000185683
static_sharp_q,far_exterior,decompression,2852,-0.0014829555657298735,-0.00247168719848359,1.724339095445558e-10,0.0014831126717617963,0.0015004488488109054,-0.00296607597508324,-0.7499914139271207,-1.0
static_sharp_q,far_exterior,tail,1380,-0.001482954657443559,-0.0024714220022321177,1.3956931863500034e-16,0.0014824473769206945,0.0014827010278525693,-0.002965402034369065,-0.7499999999995624,-1.0
static_sharp_q,all,precatch,7520,-0.10294929132623806,0.01407251571151516,0.00010358325735637663,0.08114568606554236,1.3195723342072572,-0.8005016807333236,639425.2694952475,628230.2117292986
static_sharp_q,all,catch,3760,-0.10294928720850989,-3.4975565241106072,9.136862990288819e-05,0.08114566943944201,1.3196001427791955,-0.8005015913701259,372742.5570900244,381674.31353419577
static_sharp_q,all,hold,3760,-0.10294909691804319,-11.13040032584809,0.0002643196300655621,0.08114490140576854,1.3210355282436537,-0.8004974729935563,0.4241775085430537,-1.0000000000354325
static_sharp_q,all,shift_fade,6110,-0.1029399567799784,-0.17435244274800654,0.07423051467690836,0.08110867293275409,1.37840612830635,-0.8003047201974303,-0.7400976437288249,-1.0000000000185683
static_sharp_q,all,decompression,14570,-0.09236969463097391,-0.18094281875323268,0.14889817201598868,0.07259674729552601,1.2369265062865775,-0.7394855760020405,-0.7499914139271207,-1.0
static_sharp_q,all,tail,7050,-0.025447056809386585,-0.04241767268935387,1.1228470338857692e-06,0.025464790894703267,0.02545590851735837,-0.05091184787596092,-0.7499999999995624,-1.0
soft_sharp_q,core,precatch,1632,0.01193184472793708,0.011931850384006931,8.747670224096282e-05,0.01399948936444802,9.493276419288595e-06,-0.21495414251876355,639425.2694952475,628230.2117292986
soft_sharp_q,core,catch,816,0.011939116527571476,0.011943632946859843,7.731506508790176e-05,0.014014770519026016,8.830894627068378e-06,-0.18843079351790948,372742.5570900244,381674.31353419577
soft_sharp_q,core,hold,816,0.01195799702712767,0.011957996946401806,9.816377958049571e-06,0.014084097888021573,2.083290058810291e-06,-0.02836243660567561,-345627.66907740274,-346558.64715395035
soft_sharp_q,core,shift_fade,1326,0.012017454055525257,0.012017453502037635,0.011952307503789396,0.014511005525965471,0.0026328512764673367,-0.19073462373528827,-775.5599938664033,-806.4930930180069
soft_sharp_q,core,decompression,3162,-0.02582909486548517,-0.05143646253497085,0.09389898227524626,0.05123693332628337,1.1965050256947496,-0.1731472821059814,-0.7500037912559752,-1.0000046233429836
soft_sharp_q,core,tail,1530,-0.025829583209391195,-0.049805484052330415,0.000593852308533992,0.04596981512624337,0.02335614832269339,-0.07187500759617205,-0.750000002768286,-1.0000000033758565
soft_sharp_q,packet,precatch,961,0.010431644018623665,0.01043126368976234,8.747670224096282e-05,0.01399948936444802,9.493276419288595e-06,-0.21495414251876355,-110175.97687314881,628230.2117292986
soft_sharp_q,packet,catch,480,0.011436116922578812,0.011436116347727178,7.731506508790176e-05,0.014014770519026016,8.830894627068378e-06,-0.18843079351790948,-213842.11001469428,381674.31353419577
soft_sharp_q,packet,hold,480,0.009759247270603523,0.009759246356622401,9.816377958049571e-06,0.014013030745387853,3.6412040735982596e-06,-0.05391342444818292,-330889.5346596743,-331840.8435089642
soft_sharp_q,packet,shift_fade,779,-0.029986578708396862,-0.049652488127776735,0.016955981103352405,0.03127417250768258,1.3664488955906682,-0.31961697712684956,-0.777769129363791,-1.0298546111640978
soft_sharp_q,packet,decompression,1817,-0.024754594492912816,-0.04977894363357959,0.08051608121254845,0.026280705277566794,1.2417800239589467,-0.2171753853203331,-0.7499999988257764,-1.0
soft_sharp_q,packet,tail,242,-0.0023882011892805903,-0.004836090572466367,0.0007667008935131908,0.0018886633862144953,0.0017267937866106032,-0.0058102663625251155,-0.7499999999995624,-1.0
soft_sharp_q,packet_support,precatch,961,0.010431644018623665,0.01043126368976234,8.747670224096282e-05,0.01399948936444802,9.493276419288595e-06,-0.21495414251876355,-110175.97687314881,628230.2117292986
soft_sharp_q,packet_support,catch,480,0.011436116922578812,0.011436116347727178,7.731506508790176e-05,0.014014770519026016,8.830894627068378e-06,-0.18843079351790948,-213842.11001469428,381674.31353419577
soft_sharp_q,packet_support,hold,480,0.009759247270603523,0.009759246356622401,9.816377958049571e-06,0.014013030745387853,3.6412040735982596e-06,-0.05391342444818292,-330889.5346596743,-331840.8435089642
soft_sharp_q,packet_support,shift_fade,738,-0.027867785444698926,-0.0452586857104202,0.016955981103352405,0.03127417250768258,1.2749318196091202,-0.31961697712684956,-1.6856673672858022,-2.0868278111801777
soft_sharp_q,packet_support,decompression,133,-0.019069746496661287,-0.041769263187293675,0.08051608121254845,0.025007465668988153,1.2417800239589467,-0.2171753853203331,-1.56134530135695,-1.9576297541541094
soft_sharp_q,support_edge,precatch,768,-0.024059600760723172,,0.00045427804846562313,0.031260860791205346,1.1364273555382154,-0.2940747389106759,171545.20499716818,-2.65564233294759
soft_sharp_q,support_edge,catch,384,-0.024180031783580646,-1.1723368342172944,0.0008655181729512721,0.03126693583431046,1.1365278192122696,-0.2980883874129079,110493.84955988747,-2.655557287857023
soft_sharp_q,support_edge,hold,384,-0.024735111128141606,-3.6625770151087034,0.0026166784286579666,0.03130831863263266,1.1388828328882958,-0.31441105907065303,-0.04031417618633748,-2.651142796008954
soft_sharp_q,support_edge,shift_fade,624,-0.027927399003094062,-0.049652488127776735,0.016955981103352405,0.03142969616009326,1.2749331492708535,-0.323194296952765,-1.3232614122073325,-1.6668536264968137
soft_sharp_q,support_edge,decompression,1488,-0.024754597276572046,-0.04977894363357959,0.07347404843529194,0.026430666884857776,1.2417800239589467,-0.18474226447163622,-0.7500002980465994,-1.0000003529572914
soft_sharp_q,support_edge,tail,720,-0.006939903983528944,-0.01687103211486419,0.00591976894673783,0.022292955037988553,0.005900094459679048,-0.03346344892322416,-0.7500000002176272,-1.0000000002577214
soft_sharp_q,outer_shoulder,precatch,1344,-0.02808352207652727,,0.00045427804846562313,0.032266699770268345,1.3062472648904526,-0.2940747389106759,6353.897990706975,-1.0096138405142068
soft_sharp_q,outer_shoulder,catch,672,-0.02821499483349357,-1.1723368342172944,0.0008655181729512721,0.03225726171451474,1.3063500503702328,-0.2980883874129079,4633.586077811678,-1.0096135237732358
soft_sharp_q,outer_shoulder,hold,672,-0.02880179064613196,-3.6625770151087034,0.0026166784286579666,0.03223459605336191,1.3081113453255646,-0.31441105907065303,0.41558706768055154,-1.0095970686821898
soft_sharp_q,outer_shoulder,shift_fade,1092,-0.030123653463634333,-0.049652488127776735,0.016955981103352405,0.03216912343032289,1.3664490918610925,-0.323194296952765,-0.7495038631495768,-1.0050178510691388
soft_sharp_q,outer_shoulder,decompression,2604,-0.024754597276572046,-0.04977894363357959,0.047564397646539684,0.026280708839350905,0.982730504977383,-0.18474226447163622,-0.7500000033922287,-1.0000000034576777
soft_sharp_q,outer_shoulder,tail,1260,-0.005710056315129942,-0.016549561677309872,0.00600546425688175,0.019149503514325865,0.004848915435121566,-0.031614774738706976,-0.7500000000024772,-1.0000000000025246
soft_sharp_q,far_exterior,precatch,1472,-0.011644457141091104,,1.839114745963745e-05,0.0023429394643059314,0.007032872107427956,-0.01399262525824116,98.9636934759553,-1.0000000000354943
soft_sharp_q,far_exterior,catch,736,-0.011633244846701002,,3.509929249697254e-05,0.0023349433074244703,0.0070303875325873665,-0.013993878735580188,73.69711347960731,-1.000000000035493
soft_sharp_q,far_exterior,hold,736,-0.011604165631440795,-0.08469361380834857,0.00010962127650518291,0.0023144220494415507,0.007023833184239448,-0.013999622637205696,0.4241775085430537,-1.0000000000354325
soft_sharp_q,far_exterior,shift_fade,1196,-0.011512908337132142,-0.016508787856764805,0.0006293422714419354,0.0022520346433090995,0.007002174483546955,-0.01404307328988229,-0.7400976437288249,-1.0000000000185683
soft_sharp_q,far_exterior,decompression,2852,-0.010831335471071665,-0.01595964847298301,0.0022879661472474558,0.002325623232773577,0.006774494456270883,-0.014080454550593353,-0.7499914139271207,-1.0
soft_sharp_q,far_exterior,tail,1380,-0.0026538084663365142,-0.005498224145619348,0.0009425252955994753,0.0021093373891120904,0.0018610872062368791,-0.006648196446657668,-0.7499999999995624,-1.0
soft_sharp_q,all,precatch,7520,-0.02808352207652727,0.009350743363119113,0.00045427804846562313,0.032266699770268345,1.3062472648904526,-0.2940747389106759,639425.2694952475,628230.2117292986
soft_sharp_q,all,catch,3760,-0.02821499483349357,-1.1723368342172944,0.0008655181729512721,0.03225726171451474,1.3063500503702328,-0.2980883874129079,372742.5570900244,381674.31353419577
soft_sharp_q,all,hold,3760,-0.02880179064613196,-3.6625770151087034,0.0026166784286579666,0.03223459605336191,1.3081113453255646,-0.31441105907065303,0.4241775085430537,-1.0000000000354325
soft_sharp_q,all,shift_fade,6110,-0.030123653463634333,-0.049652488127776735,0.016955981103352405,0.03216912343032289,1.3664490918610925,-0.323194296952765,-0.7400976437288249,-1.0000000000185683
soft_sharp_q,all,decompression,14570,-0.02582909486548517,-0.05143646253497085,0.09975086948588546,0.05123693332628337,1.2417800239589467,-0.22106143103291664,-0.7499914139271207,-1.0
soft_sharp_q,all,tail,7050,-0.025829583209391195,-0.049805484052330415,0.00600546425688175,0.04596981512624337,0.02335614832269339,-0.07187500759617205,-0.7499999999995624,-1.0
soft_wide_tanh_q_w08,core,precatch,1632,0.011931840844794516,0.011931858551875216,0.0001106891518833919,0.013999565282831966,1.737879403691777e-05,-0.19988050050051243,588655.7157585218,574247.8708673257
soft_wide_tanh_q_w08,core,catch,816,0.01193909923125553,0.011932650740571371,0.00010838839817672863,0.014014764831397887,1.737879403691777e-05,-0.18531121405067097,287343.48443718,291905.04246529733
soft_wide_tanh_q_w08,core,hold,816,0.011957912172505723,0.011957908149479406,0.00023358508398177436,0.014083928063405722,1.3206428647129017e-05,-0.0531415654206171,-29933.60642687879,-30377.188334314622
soft_wide_tanh_q_w08,core,shift_fade,1326,0.01201722383844528,0.012017105928906964,0.0028672282425151237,0.014558948435356723,0.00013102018114575392,-0.056761270436282985,-615.0057693082704,-641.231745500168
soft_wide_tanh_q_w08,core,decompression,3162,0.005018112291939973,-0.011998220689749624,0.02291860316419685,0.035567309391990584,0.05894507140196809,-0.0682910546417215,-1.2081124615944325,-1.5510092726743754
soft_wide_tanh_q_w08,core,tail,1530,-0.01786897092110087,-0.03360485556564963,0.015457035533443256,0.03570675434519066,0.04979261997982163,-0.06708194249491473,-0.8264253214357581,-1.092943270765191
soft_wide_tanh_q_w08,packet,precatch,961,0.010431595951616413,0.010431099889731427,0.0001106891518833919,0.013999565282831966,1.737879403691777e-05,-0.19988050050051243,-66465.86459421006,574247.8708673257
soft_wide_tanh_q_w08,packet,catch,480,0.011436054754388563,0.011436019146936326,0.00010838839817672863,0.014014764831397887,1.737879403691777e-05,-0.18531121405067097,-108011.10056728404,291905.04246529733
soft_wide_tanh_q_w08,packet,hold,480,0.009758989978417005,0.009758838996481757,0.00023700156785935733,0.014013012096490406,2.0732907385269485e-05,-0.07790818687630008,-28780.148184006455,-28952.87257362154
soft_wide_tanh_q_w08,packet,shift_fade,779,-0.027856739674668157,-0.04200182447033157,0.00554326699175825,0.02969000296786499,1.1116278853375317,-0.1895309827662762,-0.7768030085333055,-1.028817139570739
soft_wide_tanh_q_w08,packet,decompression,1817,-0.030843174539864005,-0.04642346725661682,0.01388846235749837,0.028819914752384063,1.0369874212975994,-0.16623304371968467,-0.7499999999952451,-1.0000000000012177
soft_wide_tanh_q_w08,packet,tail,242,-0.002388201205150111,-0.004836096620680736,0.0007667007510603129,0.001888682621509308,0.0017273441363666506,-0.005810285739915102,-0.7500000000003773,-1.0000000000003788
soft_wide_tanh_q_w08,packet_support,precatch,961,0.010431595951616413,0.010431099889731427,0.0001106891518833919,0.013999565282831966,1.737879403691777e-05,-0.19988050050051243,-66465.86459421006,574247.8708673257
soft_wide_tanh_q_w08,packet_support,catch,480,0.011436054754388563,0.011436019146936326,0.00010838839817672863,0.014014764831397887,1.737879403691777e-05,-0.18531121405067097,-108011.10056728404,291905.04246529733
soft_wide_tanh_q_w08,packet_support,hold,480,0.009758989978417005,0.009758838996481757,0.00023700156785935733,0.014013012096490406,2.0732907385269485e-05,-0.07790818687630008,-28780.148184006455,-28952.87257362154
soft_wide_tanh_q_w08,packet_support,shift_fade,733,-0.02621207136891001,-0.038030224234064956,0.00554326699175825,0.029571884795281132,0.9182690389377102,-0.1895309827662762,-1.6744064006408197,-2.073983555488087
soft_wide_tanh_q_w08,packet_support,decompression,201,-0.026415704777314246,-0.03577920467930536,0.010666963462255685,0.027560857892152728,0.6770885526302998,-0.16623304371968467,-1.6339397696542102,-2.036752335314291
soft_wide_tanh_q_w08,support_edge,precatch,768,-0.024544423604158656,,0.00028770272655945337,0.031386780155106354,1.142147325320703,-0.2848948245069147,159376.9636194642,-2.5088301105844995
soft_wide_tanh_q_w08,support_edge,catch,384,-0.02490323465653093,-0.09238964266642442,0.0003658352308297562,0.03142447922076615,1.1441905904725733,-0.27172091958302946,85913.6904451468,-2.4286951574569695
soft_wide_tanh_q_w08,support_edge,hold,384,-0.025953114601754687,-0.4548455745274498,0.00040689273336050455,0.03143163959475513,1.1452780858746157,-0.2499346831379654,0.04915464201638198,-2.1989196331404237
soft_wide_tanh_q_w08,support_edge,shift_fade,624,-0.027856743054888534,-0.042780468051954824,0.005543747128494389,0.03128827651336242,1.1429292739280827,-0.21297853276147777,-1.298058526850677,-1.6379281138076822
soft_wide_tanh_q_w08,support_edge,decompression,1488,-0.03571617325185884,-0.06873240270838402,0.022964589780725422,0.04397725167378513,1.0369878889494792,-0.16623553949151804,-0.7788074102411695,-1.0340749063291146
soft_wide_tanh_q_w08,support_edge,tail,720,-0.029427999159456934,-0.06106522802869061,0.01871943540974718,0.035990015882219444,0.18034813890038243,-0.10101774173589838,-0.7557501971174697,-1.0068079655157047
soft_wide_tanh_q_w08,outer_shoulder,precatch,1344,-0.02792509207749756,,0.00028770272655945337,0.03220781586402255,1.3037098534962717,-0.2848948245069147,6064.560868410077,-1.0090515250924705
soft_wide_tanh_q_w08,outer_shoulder,catch,672,-0.02790072684623073,-0.09238964266642442,0.0003821211965661196,0.03201942888711113,1.296234867499262,-0.27172091958302946,3897.7388737320375,-1.008730685854972
soft_wide_tanh_q_w08,outer_shoulder,hold,672,-0.027850466416254646,-11.471082286643448,0.0007471810913488984,0.031626437962351525,1.280886945348583,-0.2499346831379654,0.4164159569372301,-1.0077490281581656
soft_wide_tanh_q_w08,outer_shoulder,shift_fade,1092,-0.027856743054888534,-0.0434699983181338,0.005543747128494389,0.03128827651336242,1.2394002545708667,-0.21297853276147777,-0.7476148932093586,-1.0048455141580341
soft_wide_tanh_q_w08,outer_shoulder,decompression,2604,-0.03571617325185884,-0.06873240270838402,0.01434428134973598,0.04397725167378513,1.0369878889494792,-0.16623553949151804,-0.7503221420622008,-1.000328300869133
soft_wide_tanh_q_w08,outer_shoulder,tail,1260,-0.029427999159456934,-0.06106522802869061,0.011479771769901788,0.035990015882219444,0.18034813890038243,-0.10101774173589838,-0.7500652220464561,-1.0000664691345167
soft_wide_tanh_q_w08,far_exterior,precatch,1472,-0.011644457121709152,,1.8391170138405525e-05,0.002342924848498973,0.00703243418895995,-0.013992546157951168,98.96369347595571,-1.0000000000334275
soft_wide_tanh_q_w08,far_exterior,catch,736,-0.011633244773994966,,3.5099349077853114e-05,0.0023348884805632327,0.00702874509637751,-0.013993754535657685,73.69711347960883,-1.0000000000322475
soft_wide_tanh_q_w08,far_exterior,hold,736,-0.011604165468110128,-0.08469316370578124,0.00010962159142938391,0.002314298884525005,0.007020145211503672,-0.013999362595876998,0.4241775085464621,-1.0000000000286358
soft_wide_tanh_q_w08,far_exterior,shift_fade,1196,-0.011512907997143084,-0.016508705014682552,0.0006293423091363696,0.002251778277116337,0.006994508581297381,-0.014043049539334322,-0.7400976437217404,-1.0000000000179319
soft_wide_tanh_q_w08,far_exterior,decompression,2852,-0.010831335521066085,-0.015959659684305846,0.0022879618950085467,0.0023257119131403657,0.006775593911553451,-0.014080846420512078,-0.7499914139281372,-1.0000000000012177
soft_wide_tanh_q_w08,far_exterior,tail,1380,-0.0026538085292151666,-0.005498238456216265,0.0009425248680012109,0.0021093834430689963,0.001862335449402466,-0.006648242873245328,-0.7500000000002465,-1.0000000000002465
soft_wide_tanh_q_w08,all,precatch,7520,-0.02792509207749756,0.00951889907589118,0.00028770272655945337,0.03220781586402255,1.3037098534962717,-0.2848948245069147,588655.7157585218,574247.8708673257
soft_wide_tanh_q_w08,all,catch,3760,-0.02790072684623073,-0.09238964266642442,0.0003821211965661196,0.03201942888711113,1.296234867499262,-0.27172091958302946,287343.48443718,291905.04246529733
soft_wide_tanh_q_w08,all,hold,3760,-0.027850466416254646,-11.471082286643448,0.0007471810913488984,0.031626437962351525,1.280886945348583,-0.2499346831379654,0.4241775085464621,-1.0000000000286358
soft_wide_tanh_q_w08,all,shift_fade,6110,-0.027856743054888534,-0.0434699983181338,0.005543747128494389,0.03128827651336242,1.2394002545708667,-0.21297853276147777,-0.7400976437217404,-1.0000000000179319
soft_wide_tanh_q_w08,all,decompression,14570,-0.03571617325185884,-0.06873240270838402,0.028688664438576206,0.04397725167378513,1.0369878889494792,-0.16623553949151804,-0.7499914139281372,-1.0000000000012177
soft_wide_tanh_q_w08,all,tail,7050,-0.029427999159456934,-0.06106522802869061,0.020801203617188853,0.035990015882219444,0.18034813890038243,-0.10101774173589838,-0.7500000000002465,-1.0000000000002465
soft_minjerk_q_t0m04_Tr30,core,precatch,1632,0.011931844727937853,0.011931850383998396,9.391797719260353e-05,0.013999538233790663,1.3741625222794848e-05,-0.20245708095717418,639425.2806946065,628222.6382660135
soft_minjerk_q_t0m04_Tr30,core,catch,816,0.011939109551130053,0.011940682859969604,0.0001129475301711036,0.014014761900078243,1.3741625222794848e-05,-0.1906174571831798,331385.786050009,337917.9323266291
soft_minjerk_q_t0m04_Tr30,core,hold,816,0.011957880118080175,0.011957872951490521,0.00046173464998802705,0.01408367864278406,2.7898521886359005e-05,-0.07106890723247261,-14427.801776556726,-14690.73301884987
soft_minjerk_q_t0m04_Tr30,core,shift_fade,1326,0.01201697648878223,0.012016608897772112,0.0053386083241216565,0.014429195200989795,0.00015560203273564193,-0.06954121101585997,-183.4424136689827,-194.55573811864988
soft_minjerk_q_t0m04_Tr30,core,decompression,3162,-0.025786851854547845,-0.04999542236792188,0.03648920863703269,0.04866620032820919,0.20074108545349154,-0.0733288719483586,-0.7500130157084031,-1.0000158723276005
soft_minjerk_q_t0m04_Tr30,core,tail,1530,-0.025828403726406338,-0.049801844294425315,0.0005888128046807075,0.045968559574495964,0.02335616381570009,-0.07187070645594561,-0.7499999999995624,-1.0
soft_minjerk_q_t0m04_Tr30,packet,precatch,961,0.010431644018629171,0.010431263689767052,9.391797719260353e-05,0.013999538233790663,1.3741625222794848e-05,-0.20194193933821225,-109855.97706857428,628222.6382660135
soft_minjerk_q_t0m04_Tr30,packet,catch,480,0.011436037699145796,0.011435976272642197,0.0001129475301711036,0.014014761900078243,1.3741625222794848e-05,-0.1906174571831798,-102752.14238381849,337917.9323266291
soft_minjerk_q_t0m04_Tr30,packet,hold,480,0.00975880279866235,0.009758350898375099,0.00046946321327356877,0.01401300719454895,3.685088212424205e-05,-0.0892170254122675,-13941.827933918164,-14045.969528164249
soft_minjerk_q_t0m04_Tr30,packet,shift_fade,779,-0.026294985525653906,-0.04122341662076537,0.005207361061117451,0.029283356261844907,1.054309003538903,-0.16220711351245667,-0.7717944671073216,-1.023437809712192
soft_minjerk_q_t0m04_Tr30,packet,decompression,1817,-0.026054078122439362,-0.041288192176402776,0.014104879270371231,0.0272190330502477,0.9573887478673291,-0.13527873682462666,-0.7499999999824467,-1.0
soft_minjerk_q_t0m04_Tr30,packet,tail,242,-0.0023882011892803357,-0.004836090572412286,0.0007667008935147176,0.0018886633860420708,0.0017267937815924276,-0.005810266362351903,-0.7499999999995624,-1.0
soft_minjerk_q_t0m04_Tr30,packet_support,precatch,961,0.010431644018629171,0.010431263689767052,9.391797719260353e-05,0.013999538233790663,1.3741625222794848e-05,-0.20194193933821225,-109855.97706857428,628222.6382660135
soft_minjerk_q_t0m04_Tr30,packet_support,catch,480,0.011436037699145796,0.011435976272642197,0.0001129475301711036,0.014014761900078243,1.3741625222794848e-05,-0.1906174571831798,-102752.14238381849,337917.9323266291
soft_minjerk_q_t0m04_Tr30,packet_support,hold,480,0.00975880279866235,0.009758350898375099,0.00046946321327356877,0.01401300719454895,3.685088212424205e-05,-0.0892170254122675,-13941.827933918164,-14045.969528164249
soft_minjerk_q_t0m04_Tr30,packet_support,shift_fade,726,-0.024747242111505707,-0.037729244388776007,0.005207361061117451,0.029283356261844907,0.9155898870094208,-0.16220711351245667,-1.676944819964896,-2.07703229066395
soft_minjerk_q_t0m04_Tr30,packet_support,decompression,187,-0.023734993365554246,-0.03484252407375177,0.008877389141859423,0.02720610241362402,0.680160061513079,-0.13527873682462666,-1.5919524401017833,-1.99111293645376
soft_minjerk_q_t0m04_Tr30,support_edge,precatch,768,-0.024423139817977557,,0.000626502853027047,0.03135850608307481,1.1447584662967565,-0.2903992419382475,171545.20767739002,-2.546469775694073
