setup_support_amp,setup_shoulder_amp,access_setup_reset_pos_overlay,access_setup_reset_neg_total,support_setup_reset_neg_total,support_setup_reset_pos_overlay,shoulder_setup_reset_neg_total,shoulder_setup_reset_pos_overlay,support_setup_reset_ratio,shoulder_setup_reset_ratio,support_full_ratio,shoulder_full_ratio,core_full_ratio,access_leakage_fraction_vs_support_setup,ledger_balance_error,passes_setup_reset_ledger,score
0.0,0.0,0.0,0.009467365614867579,0.6599089182007185,0.0,0.7896931504714151,0.0,0.0,0.0,0.11245456847685117,0.014126165358252405,1.0833037855836376,0.0,2.3328,False,-2.3328
0.0,0.001,1.9962943795003608e-10,0.009467365415238141,0.6598781638056106,3.0754395107909854e-05,0.7117231572413842,0.08104088014778485,4.6606171858369835e-05,0.11386573462341248,0.11250238295971986,0.13097580428973063,1.0833037855863565,6.491086468880067e-06,2.0997147515756795,False,-2.099777733748617
0.0,0.002,3.9925887590007216e-10,0.009467365215608703,0.6598474094105027,6.150879021581971e-05,0.6697495300812117,0.1620817602955697,9.321668818972951e-05,0.24200354463244778,0.11255020155299575,0.2618960672449818,1.083303785589076,6.491086468985598e-06,1.8684367198514433,False,-1.8685497020243813
0.0,0.003,5.988883138501082e-10,0.009467365015979265,0.6598166550153948,9.226318532372954e-05,0.6412101209204883,0.24312264044335455,0.00013983154960157338,0.3791622005191368,0.11259802425720888,0.40184959438050527,1.0833037855917946,6.491086469020777e-06,1.6572716045869018,False,-1.65743458675984
0.0,0.004,7.985177518001443e-10,0.009467364816349825,0.6597859006202869,0.00012301758043163942,0.6186568126081894,0.3241635205911394,0.00018645075670150918,0.5239795537440233,0.11264585107288944,0.5495830904152021,1.0833037855945138,6.491086469038365e-06,1.475156037784105,False,-1.475369019957043
0.0,0.005,9.981471897501805e-10,0.009467364616720389,0.659755146225179,0.00015377197553954924,0.599729524154466,0.4052044007389243,0.00023307431009725777,0.6756452440960025,0.11269368200056765,0.7043138434066055,1.0833037855972327,6.49108646904892e-06,1.3293993824360055,False,-1.3296623646089436
0.0,0.006,1.1977766277002165e-09,0.009467364417090951,0.659724391830071,0.00018452637064745908,0.5832994751699696,0.4862452808867091,0.0002797022103966535,0.8336117236262207,0.11274151704077381,0.8655052884317723,1.0833037855999517,6.4910864690559545e-06,1.2265031041933119,False,-1.22681608636625
0.0,0.007,1.3974060656502527e-09,0.009467364217461511,0.6596936374349631,0.00021528076575536896,0.5687181257644229,0.5672861610344938,0.000326334458207644,0.9974821187068631,0.11278935619403842,1.0327661357015872,1.0833037856026708,6.491086469060979e-06,1.1725044247975585,False,-1.1728674069704967
0.0,0.008,1.5970355036002886e-09,0.009467364017832073,0.6596628830398552,0.00024603516086327883,0.5555771917958714,0.6483270411822788,0.00037297105413829025,1.16694322725272,0.11283719946089187,1.2057860201116788,1.08330378560539,6.491086469064747e-06,1.173153646395587,False,-1.1735666285685251
0.0,0.009000000000000001,1.796664941550325e-09,0.009467363818202637,0.6596321286447473,0.0002767895559711887,0.5435990265965919,0.7293679213300637,0.00041961199879676656,1.341738828887438,0.11288504684186483,1.3843102801514875,1.083303785608109,6.491086469067679e-06,1.2340010287041963,False,-1.2344640108771345
0.0,0.01,1.996294379500361e-09,0.009467363618573199,0.6596013742496394,0.00030754395107909847,0.5325794877127557,0.8104088014778486,0.00046625729279136074,1.5216673194798995,0.112932898337488,1.5681388756390198,1.083303785610828,6.491086469070025e-06,1.3604631227399935,False,-1.3609761049129316
0.0,0.011,2.1959238174503966e-09,0.00946736341894376,0.6595706198545315,0.0003382983461870083,0.5223668014778725,0.8914496816256333,0.0005129069367304742,1.7065588377813352,0.11298075394829213,1.757103182104065,1.083303785613547,6.491086469071942e-06,1.5578683612920856,False,-1.5584313434650239
0.0,0.012,2.395553255400433e-09,0.00946736321931432,0.6595398654594236,0.00036905274129491817,0.5128533527469316,0.9724905617734182,0.0005595609312226215,1.896235164622768,0.11302861367480813,1.9510245201384475,1.0833037856162662,6.491086469073542e-06,1.8314315054637524,False,-1.8320444876366906
0.0,0.013000000000000001,2.5951826933504693e-09,0.009467363019684883,0.6595091110643156,0.0003998071364028281,0.503937624497122,1.053531441921203,0.0006062192768764314,2.09059889698158,0.11307647751756691,2.14980784441674,1.0833037856189853,6.491086469074894e-06,2.1864010644441447,False,-2.1870640466170825
0.0,0.014,2.7948121313005053e-09,0.009467362820055447,0.6594783566692077,0.0004305615315107379,0.49555578887086515,1.1345723220689876,0.000652881974300645,2.2894946392496665,0.11312434547709962,2.3532966422524377,1.0833037856217043,6.491086469076055e-06,2.6278674835640636,False,-2.6285804657370018
0.005,0.0,0.012172365570385995,0.006659923607453773,0.5111640730891683,0.4025498402193196,0.7896904416369976,2.70883441742769e-06,0.7875159100805923,3.430248455093844e-06,0.8521548769662611,0.014129683035019202,1.0833343684560408,0.03023815774899859,1.2519395335310881,False,-1.3126658490290855
0.005,0.001,0.012172365770015433,0.006659923589043883,0.5111590180813155,0.4025805946144275,0.7117212521844463,0.08104358898220226,0.7875838640694469,0.11386984543943235,0.8522167349378879,0.13098001263459838,1.08333436845876,0.030235848257101197,1.0189146721037823,False,-1.0796863686179847
0.005,0.002,0.012172365969644869,0.006659923570633993,0.5111539630734625,0.40261134900953544,0.6697484285960624,0.1620844691299871,0.7876518194023505,0.2420079871926702,0.8522785940128488,0.2619006017527379,1.083334368461479,0.030233539118035516,0.7876980722276361,False,-0.8485151504637071
0.005,0.003,0.012172366169274307,0.006659923552224103,0.5111489080656095,0.40264210340464335,0.6412092892047281,0.24312534927777196,0.7877197760793428,0.37916691690370297,0.8523404541911732,0.40185440583844023,1.0833343684641983,0.0302312303317207,0.5765947396573708,False,-0.6374572003208122
0.005,0.004,0.012172366368903745,0.006659923533814212,0.5111438530577567,0.40267285779975126,0.6186561301206991,0.32416622942555684,0.7877877341004637,0.523984510364929,0.8524023154728909,0.5495881467817115,1.0833343684669172,0.030228921898075925,0.3945412330562692,False,-0.45544907685242103
0.005,0.005,0.012172366568533183,0.0066599235154043215,0.5111387980499037,0.4027036121948592,0.5997289400257106,0.40520710957334166,0.787855693465753,0.675650418930875,0.8524641778580316,0.7043191231785056,1.0833343684696364,0.030226613817020395,0.2488468795511531,False,-0.30980010718519385
0.005,0.006,0.012172366768162622,0.0066599234969944325,0.5111337430420508,0.4027343665899671,0.583298958427134,0.4862479897211265,0.7879236541752507,0.8336171061102075,0.8525260413466248,0.8655107815516935,1.0833343684723558,0.03022430608847333,0.14601312219184742,False,-0.20701173436879408
0.005,0.007,0.01217236696779206,0.006659923478584541,0.5111286880341979,0.402765120985075,0.5687176665032718,0.5672888698689114,0.7879916162289967,0.9974876872681899,0.8525879059386995,1.0327718201916851,1.0833343684750747,0.030221998712353978,0.09207717794490562,False,-0.15312117536961356
