label,closure,ns,nl,max_packet_norm_on_packet,positive_packet_points,max_gtt_support_edge,positive_gtt_support_edge_points,worst_service_edge_Tkk,worst_packet_support_Tkk,worst_packet_support_rho_pkt,worst_rho_overall,max_j_abs_overall,max_p_l_abs_overall,max_p_om_abs_overall,late_tail_edge_Tkk,late_tail_edge_max_p_om,angular_reset_edge_Tkk,par_a,par_R,par_w,par_x,par_wt
static,static,101,151,-0.7499999991414854,0,-1.0000037353029116,0,-1.4411004573589934,-1.578156345864568,-0.2513451030124455,-0.12053534352027225,0.33050408690325195,0.09142793155200667,1.6949326087552214,-0.01480276233651568,0.007387188764728955,-0.22533333890849616,,,,,
soft_jacket,soft_jacket,101,151,-0.7499999991414854,0,-1.0000037353029116,0,-0.4964706274636759,-0.7136381422414502,-0.06571034218799358,-0.03600436864082694,0.22181051329917154,0.05112558506304016,1.6801656070938198,-0.03834710061901759,0.005188695215255572,-0.07701710350371435,0.35,1.25,0.7,2.0,0.6
static,static,151,225,-0.7499999990211594,0,-1.0000047225242485,0,-1.3340340258776333,-1.3952066506545893,-0.24321342614134162,-0.10466365617457914,0.30185892007275583,0.08175134149192441,1.4022476721773902,-0.014980155869674895,0.00747149043768408,-0.22243859389330603,,,,,
soft_jacket,soft_jacket,151,225,-0.7499999990211594,0,-1.0000047225242485,0,-0.4421455639641565,-0.6425270100407747,-0.06297443390343904,-0.03067551875535761,0.20139976750199082,0.05122384374623299,1.3900713367651667,-0.03888979703986328,0.005172615577009379,-0.07611864864726146,0.35,1.25,0.7,2.0,0.6
static,static,201,301,-0.7499999988972266,0,-1.0000037353029116,0,-1.2894781328428235,-1.3406298891741706,-0.24092194179981916,-0.09886809130492384,0.29343195338883715,0.07938410648508357,1.3181366266142385,-0.014801588877334088,0.007383715218216375,-0.25784217062223436,,,,,
soft_jacket,soft_jacket,201,301,-0.7499999988972266,0,-1.0000037353029116,0,-0.4182436808545742,-0.6250504307816769,-0.06217615992056691,-0.02888577227789018,0.19586605268588073,0.05125882594599171,1.3066954340848769,-0.03872074721619205,0.005188763908760864,-0.0883642086635665,0.35,1.25,0.7,2.0,0.6
static,static,251,375,-0.7499999988643746,0,-1.0000042997657368,0,-1.2785606591224945,-1.316629803941928,-0.24029303794086912,-0.09691081260121784,0.28890818688375514,0.0779824740943034,1.2925464787933407,-0.014909202253865553,0.007435208657102866,-0.24992310342831772,,,,,
soft_jacket,soft_jacket,251,375,-0.7499999988643746,0,-1.0000042997657368,0,-0.4185336215402369,-0.6146827458740916,-0.06196104885350683,-0.02822690905613672,0.19316788393548884,0.05127185947098548,1.2813871307182823,-0.03894982289160781,0.005280159371543268,-0.08582848749411984,0.35,1.25,0.7,2.0,0.6
