r_sh_amp,r_sh_center,r_sh_width,n_sh_amp,n_sh_center,n_sh_width,src_support_amp,src_shoulder_amp,T_C,T_R,B0,wB,coreline_open_neg,coreline_open_pos,coreline_comp_neg,coreline_comp_pos,coreline_all_neg,coreline_all_pos,access_open_mean_neg,access_open_mean_pos,access_comp_mean_neg,access_comp_mean_pos,access_all_mean_neg,access_all_mean_pos,support_open_mean_neg,support_open_mean_pos,support_comp_mean_neg,support_comp_mean_pos,support_all_mean_neg,support_all_mean_pos,shoulder_open_mean_neg,shoulder_open_mean_pos,shoulder_comp_mean_neg,shoulder_comp_mean_pos,shoulder_all_mean_neg,shoulder_all_mean_pos,access_open_max_abs_flux,access_open_max_abs_Kll,access_open_max_abs_Kth,access_open_max_abs_theta,access_open_min_N,access_open_min_R,access_comp_max_abs_flux,access_comp_max_abs_Kll,access_comp_max_abs_Kth,access_comp_max_abs_theta,access_comp_min_N,access_comp_min_R,support_open_max_abs_flux,support_open_max_abs_Kll,support_open_max_abs_Kth,support_open_max_abs_theta,support_open_min_N,support_open_min_R,support_comp_max_abs_flux,support_comp_max_abs_Kll,support_comp_max_abs_Kth,support_comp_max_abs_theta,support_comp_min_N,support_comp_min_R,shoulder_open_max_abs_flux,shoulder_open_max_abs_Kll,shoulder_open_max_abs_Kth,shoulder_open_max_abs_theta,shoulder_open_min_N,shoulder_open_min_R,shoulder_comp_max_abs_flux,shoulder_comp_max_abs_Kll,shoulder_comp_max_abs_Kth,shoulder_comp_max_abs_theta,shoulder_comp_min_N,shoulder_comp_min_R,support_repay_ratio,coreline_repay_ratio,shoulder_repay_ratio,access_comp_leak_metric,shoulder_comp_spike_metric,balance_error,valid_access,valid_shoulder,valid,score_balanced,case,T_B,T_H,T_Breset,src_support_width,src_shoulder_center,src_shoulder_width,pass_polish,polish_error
0.0,2.5,1.2,-0.12,2.3,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600169323,0.08249591979709689,0.10131156266638566,0.08071651938421019,0.0,2.1499649936037415e-05,0.10088611271818698,0.12127428042517693,0.10088611271818698,0.0706123793101179,0.0,0.000360999042179653,0.08805329507971535,0.9250381576237294,0.08805329507971535,0.005845241291405898,0.0007806451024836717,0.0004150688164678058,0.004668536651663134,0.6209683901508991,0.005449181754146805,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.893263284164103e-05,7.404089629181599e-07,0.00023363863428171693,0.0006345500075132759,0.999999998187583,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.079016733696229e-05,7.404089629181599e-07,0.0018179622194656158,0.023379555098893837,0.9997641881946934,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.697952912088394e-05,7.40414743647308e-07,0.0027338686008225024,0.21773869000491353,0.8800240179961587,1.2432289663045553,1.2469951577718805,1.2711279590092854,0.7986901512053007,0.00023363863428171693,0.0027338686008225024,0.1508613065423949,True,True,True,-0.16801097545812577,sup0.0095_sh0.0014_c2.3_w0.8_N-0.12,150,60,150,0.9,2.3,0.8,False,0.4382694533470318
0.0,2.5,1.2,-0.18,2.3,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600169322,0.08249591979709689,0.10131156266638566,0.0807165193842101,0.0,2.1499649937078036e-05,0.10088611271756001,0.12127428042517882,0.10088611271756001,0.07061237927000501,0.0,0.0003609992378344064,0.08805283963775809,0.9250381579348133,0.08805283963775809,0.005845223534741444,0.0007806451024836717,0.0004175570039093954,0.004596342573786686,0.6209708748548264,0.005376987676270358,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932632843659987e-05,7.404089629181599e-07,0.00023363863428271857,0.0006345500075152792,0.9999999972813745,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.079041244307315e-05,7.404089629181599e-07,0.0018179632335385448,0.023379557127039697,0.9996462822920401,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6982874108950366e-05,7.404416842678563e-07,0.0027341771736751753,0.217739484337563,0.8200360269942379,1.2432289663045553,1.2469887085919864,1.2711279590092852,0.7863416250348171,0.00023363863428271857,0.0027341771736751753,0.15721786425763162,True,True,True,-0.1743681503191179,sup0.0095_sh0.0014_c2.3_w0.8_N-0.18,150,60,150,0.9,2.3,0.8,False,0.4483327566966681
0.0,2.5,1.2,-0.12,2.3,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600170372,0.08249591979709689,0.10131156266639615,0.08071651938421019,0.0,2.1499649912635595e-05,0.10088611280929827,0.12127428042513012,0.10088611280929825,0.0706123793101179,0.0,0.0003609977335274048,0.08805839010962607,0.9250381550064251,0.08805839010962606,0.005845241291405898,0.0007806451024836717,0.0003707721851335024,0.006095605554572157,0.6209237156981563,0.0068762506570558286,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.893263284164103e-05,7.404089629181599e-07,0.00023363863428171693,0.0006345500075132759,0.999999998187583,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.079016733696229e-05,7.404089629181599e-07,0.0018179622194656158,0.023379555098893837,0.9997641881946934,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.697952912088394e-05,7.40414743647308e-07,0.0027338686008225024,0.21773869000491353,0.8800240179961587,1.2432289663045553,1.2470673126823995,1.271127959009417,1.0428321517695993,0.00023363863428171693,0.0027338686008225024,0.08778447803178707,True,True,True,-0.10493414694751793,sup0.0095_sh0.0014_c2.3_w1.0_N-0.12,150,60,150,0.9,2.3,1.0,False,0.3019428091760483
0.0,2.5,1.2,-0.18,2.3,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600170372,0.08249591979709689,0.10131156266639615,0.0807165193842101,0.0,2.1499649913676216e-05,0.10088611280867127,0.12127428042513201,0.10088611280867127,0.07061237927000501,0.0,0.00036099792918215814,0.08805793466766881,0.9250381553175087,0.08805793466766881,0.005845223534741444,0.0007806451024836717,0.0003722983728906455,0.006022449477011262,0.6209252384023991,0.006803094579494934,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932632843659987e-05,7.404089629181599e-07,0.00023363863428271857,0.0006345500075152792,0.9999999972813745,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.079041244307315e-05,7.404089629181599e-07,0.0018179632335385448,0.023379557127039697,0.9996462822920401,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6982874108950366e-05,7.404416842678563e-07,0.0027341771736751753,0.217739484337563,0.8200360269942379,1.2432289663045553,1.2470608635025464,1.271127959009417,1.030319788488181,0.00023363863428271857,0.0027341771736751753,0.08811786890518959,True,True,True,-0.10526815496667587,sup0.0095_sh0.0014_c2.3_w1.0_N-0.18,150,60,150,0.9,2.3,1.0,False,0.3060320968171267
0.0,2.5,1.2,-0.12,2.3,1.3,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128698544015069,0.08249591979709689,0.10131239231782868,0.08071651936017367,0.0,2.1496290705779743e-05,0.10089936848060177,0.12127427365864335,0.10089936848060177,0.0706123732223637,0.0,0.00036089432619363873,0.08849081229813553,0.9250379360162491,0.08849081229813555,0.005845231686866901,0.0007806451024836717,0.00034592990027084553,0.007940663850880221,0.6208983857610613,0.008721308953363892,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932689014395988e-05,7.404090762926687e-07,0.00023363887654734308,0.0006345504920445282,0.9997808193455896,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.0798707216865106e-05,7.404153622270369e-07,0.0018180766102641951,0.023379783880490997,0.9864648396991408,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6984820574007138e-05,7.404378937305668e-07,0.0027343753542146978,0.21773903177859905,0.880024005521109,1.2432289663045553,1.2531913071129628,1.2711383683530217,1.3584857324582809,0.00023363887654734308,0.0027343753542146978,0.18535233237443308,True,True,True,-0.20250302691022962,sup0.0095_sh0.0014_c2.3_w1.3_N-0.12,150,60,150,0.9,2.3,1.3,False,0.3042022594722835
0.0,2.5,1.2,-0.18,2.3,1.3,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128698544015069,0.08249591979709689,0.10131239231782867,0.08071651934815531,0.0,2.1496315019207567e-05,0.10089936238832652,0.12127427368323351,0.10089936238832653,0.0706123701383737,0.0,0.0003609003169552194,0.0884825971576259,0.9250379418297923,0.0884825971576259,0.0058452091279329495,0.0007806451024836717,0.00034602923086421363,0.007937692964165436,0.6208984607601253,0.008718338066649107,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932717102864534e-05,7.404091482432798e-07,0.00023363899768134624,0.0006345507343125345,0.9996712290183843,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.0803223004129555e-05,7.404198055415086e-07,0.0018181348253263423,0.023379900310615293,0.9796972595487112,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6990815037500104e-05,7.404667285505674e-07,0.002734937545861177,0.21773999723707785,0.8200360082816637,1.2432289663045553,1.2530750204670964,1.2711383683530217,1.3579827152590642,0.00023363899768134624,0.002734937545861177,0.18499499479389414,True,True,True,-0.20214681976968382,sup0.0095_sh0.0014_c2.3_w1.3_N-0.18,150,60,150,0.9,2.3,1.3,False,0.3040103878083318
0.0,2.5,1.2,-0.12,2.6,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600169319,0.08249591979709689,0.10131156266638562,0.08071651938421039,0.0,2.1499649933960263e-05,0.1008861127194409,0.12127428042517314,0.1008861127194409,0.07061237939020025,0.0,0.0003609986530555448,0.08805419955773833,0.9250381570056461,0.08805419955773833,0.00584525917489516,0.0007806451024836717,0.00041808831143562767,0.004589556087802247,0.6209714493626939,0.005370201190285919,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932632837603183e-05,7.404089629181598e-07,0.00023363863427971357,0.0006345500075092694,0.999999999999996,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.078968011928965e-05,7.404089629181598e-07,0.0018179601951995414,0.023379551050361692,0.9999995492923376,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6968707650419518e-05,7.403862386541445e-07,0.0027333575743974836,0.21773776733793015,0.8800243059381699,1.2432289663045553,1.2470079654150796,1.2711279590092848,0.7851758065286111,0.00023363863427971357,0.0027333575743974836,0.15784156614037276,True,True,True,-0.1749902130031534,sup0.0095_sh0.0014_c2.6_w0.8_N-0.12,150,60,150,0.9,2.6,0.8,False,0.4493001804495684
0.0,2.5,1.2,-0.18,2.6,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600169319,0.08249591979709689,0.10131156266638562,0.08071651938421039,0.0,2.1499649933960277e-05,0.10088611271944085,0.12127428042517314,0.10088611271944087,0.07061237939012853,0.0,0.0003609986540748118,0.08805419675378216,0.925038157007541,0.08805419675378215,0.005845250359975338,0.0007806451024836717,0.0004224325839682154,0.004469104349653258,0.6209758123422779,0.00524974945213693,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932632837603214e-05,7.404089629181598e-07,0.00023363863427971357,0.0006345500075092694,0.9999999999999939,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.0789681615781956e-05,7.404089629181598e-07,0.001817960197137736,0.02337955105423808,0.9999993239385063,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6966638566789435e-05,7.403929334091688e-07,0.0027334105326647777,0.21773809992390616,0.8200364589072549,1.2432289663045553,1.247007925707216,1.2711279590092848,0.7645702191800632,0.00023363863427971357,0.0027334105326647777,0.16917985682598902,True,True,True,-0.18632860960530426,sup0.0095_sh0.0014_c2.6_w0.8_N-0.18,150,60,150,0.9,2.6,0.8,False,0.46682041610187186
0.0,2.5,1.2,-0.12,2.6,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600169319,0.08249591979709689,0.10131156266638562,0.08071651938421039,0.0,2.1499649933960216e-05,0.10088611271944109,0.12127428042517314,0.10088611271944109,0.07061237939020025,0.0,0.0003609986507727383,0.08805420844548363,0.9250381570010804,0.08805420844548363,0.00584525917489516,0.0007806451024836717,0.00036833255097038306,0.0061953720502982345,0.6209212684798333,0.006976017152781908,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932632837603183e-05,7.404089629181598e-07,0.00023363863427971357,0.0006345500075092694,0.999999999999996,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.078968011928965e-05,7.404089629181598e-07,0.0018179601951995414,0.023379551050361692,0.9999995492923376,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6968707650419518e-05,7.403862386541445e-07,0.0027333575743974836,0.21773776733793015,0.8800243059381699,1.2432289663045553,1.2470080912817532,1.2711279590092848,1.0598968948796794,0.00023363863427971357,0.0027333575743974836,0.0878077108143509,True,True,True,-0.10495635767713156,sup0.0095_sh0.0014_c2.6_w1.0_N-0.12,150,60,150,0.9,2.6,1.0,True,0.2968499860315587
0.0,2.5,1.2,-0.18,2.6,1.0,0.0095,0.0014,20,5,8,10,0.07968210854190032,0.0,0.0,0.10128615600169319,0.08249591979709689,0.10131156266638562,0.08071651938421039,0.0,2.1499649933960226e-05,0.10088611271944106,0.12127428042517314,0.10088611271944108,0.07061237939012853,0.0,0.0003609986517920052,0.08805420564152745,0.9250381570029755,0.08805420564152744,0.005845250359975338,0.0007806451024836717,0.0003709559323640697,0.006073199421010344,0.6209239105682784,0.006853844523494016,0.000766200832161092,7.404089626961152e-07,0.009455320744114572,0.0618779972989039,1.0,1.0,1.8932632837603214e-05,7.404089629181598e-07,0.00023363863427971357,0.0006345500075092694,0.9999999999999939,1.0,0.0015004940187051006,7.404089626961152e-07,0.06687570447978622,0.2103311946400699,1.0,1.0,4.0789681615781956e-05,7.404089629181598e-07,0.001817960197137736,0.02337955105423808,0.9999993239385063,1.0,0.0010169595680457175,7.40380861287374e-07,0.09591157734292272,0.3443485757669904,1.0,1.2433354644830072,2.6966638566789435e-05,7.403929334091688e-07,0.0027334105326647777,0.21773809992390616,0.8200364589072549,1.2432289663045553,1.2470080515738893,1.2711279590092848,1.038997313366911,0.00023363863427971357,0.0027334105326647777,0.08783080575369806,True,True,True,-0.1049795585330133,sup0.0095_sh0.0014_c2.6_w1.0_N-0.18,150,60,150,0.9,2.6,1.0,False,0.30314322418685924
