r_sh_amp,r_sh_center,r_sh_width,n_sh_amp,n_sh_center,n_sh_width,src_support_amp,src_shoulder_amp,T_C,T_R,B0,wB,coreline_open_neg,coreline_open_pos,coreline_comp_neg,coreline_comp_pos,coreline_all_neg,coreline_all_pos,access_open_mean_neg,access_open_mean_pos,access_comp_mean_neg,access_comp_mean_pos,access_all_mean_neg,access_all_mean_pos,support_open_mean_neg,support_open_mean_pos,support_comp_mean_neg,support_comp_mean_pos,support_all_mean_neg,support_all_mean_pos,shoulder_open_mean_neg,shoulder_open_mean_pos,shoulder_comp_mean_neg,shoulder_comp_mean_pos,shoulder_all_mean_neg,shoulder_all_mean_pos,access_open_max_abs_flux,access_open_max_abs_Kll,access_open_max_abs_Kth,access_open_max_abs_theta,access_open_min_N,access_open_min_R,access_comp_max_abs_flux,access_comp_max_abs_Kll,access_comp_max_abs_Kth,access_comp_max_abs_theta,access_comp_min_N,access_comp_min_R,support_open_max_abs_flux,support_open_max_abs_Kll,support_open_max_abs_Kth,support_open_max_abs_theta,support_open_min_N,support_open_min_R,support_comp_max_abs_flux,support_comp_max_abs_Kll,support_comp_max_abs_Kth,support_comp_max_abs_theta,support_comp_min_N,support_comp_min_R,shoulder_open_max_abs_flux,shoulder_open_max_abs_Kll,shoulder_open_max_abs_Kth,shoulder_open_max_abs_theta,shoulder_open_min_N,shoulder_open_min_R,shoulder_comp_max_abs_flux,shoulder_comp_max_abs_Kll,shoulder_comp_max_abs_Kth,shoulder_comp_max_abs_theta,shoulder_comp_min_N,shoulder_comp_min_R,support_repay_ratio,coreline_repay_ratio,shoulder_repay_ratio,access_comp_leak_metric,shoulder_comp_spike_metric,balance_error,valid_access,valid_shoulder,valid,score_balanced,case,T_B,T_H,T_Breset,src_support_width,src_shoulder_center,src_shoulder_width
0.0,2.5,1.2,-0.18,2.5,1.2,0.011,0.004,20,5,8,10,0.08040190231295388,0.0,0.0,0.11730970535745358,0.0807733211148512,0.11733183965552688,0.08190234472420564,0.0,1.6931826898376107e-05,0.11710917050524125,0.09724068207111938,0.11712977319481213,0.07209983646836354,0.0,0.0002092398536818789,0.1041149370659765,0.7933046989673519,0.10411493706597652,0.006960387901897987,0.0012495215375966987,0.00031735292777009146,0.018070386237648936,0.820658566836253,0.01931990777524564,0.0007435589519832577,4.9386983507873165e-09,0.00819302299178291,0.055702140779788065,1.0,1.0,1.4802329686938453e-05,4.938698351116526e-09,0.00016310183221143968,0.000399066620055792,0.9999996405866506,1.0,0.0016147768670393887,4.9386983507873165e-09,0.07130907886251026,0.22134870599188777,1.0,1.0,3.5380155954468e-05,4.938731078936367e-09,0.0015623970807221654,0.02200429356826998,0.9985787531616748,1.0,0.0010989335184551005,4.938559588416196e-09,0.10896247966869446,0.35798129757810615,1.0,1.1706356075036493,2.3445792620607844e-05,4.943794805453019e-09,0.0024959899528648358,0.2188936567726207,0.8200360120861108,1.1683621305347913,1.4440384633911996,1.459041415455344,2.5961751686461687,0.00016310183221143968,0.0024959899528648358,2.713238842327417,True,True,True,-2.726385913843719,reference_v0_1_input,150,60,150,0.9,2.5,0.9
