slice,t,l,N,B,R,Tkk_geo_min,Tkk_total_min,src_Tkk_overlay,flux_geo,Kll,Kth,theta_plus,theta_minus,R_l,R_ll,dlogB_dl,dlogN_dl
B_setup_mid,75.075,-17.58,1.0,1.0002492760536335,17.60841844118886,-3.327332797103948e-06,-3.327332797103948e-06,0.0,-2.80514242431207e-08,-6.218632004853534e-06,-0.0,-0.11337046251476235,0.11337046251476235,-0.9983860831355287,0.00018316562488607246,0.0005419077329997091,0.0
B_setup_mid,75.075,-17.55,1.0,1.0002660256596472,17.578466941118613,-3.4919680715393458e-06,-3.4919680715393458e-06,0.0,-2.998612207405693e-08,-6.636369419459628e-06,-0.0,-0.11356110328337433,0.11356110328337433,-0.998380574146438,0.0001841035034075844,0.0005753510497004915,0.0
B_setup_mid,75.075,-17.52,1.0,1.000283806300104,17.548515606740075,-3.665799767002288e-06,-3.665799767002288e-06,0.0,-3.204361919260878e-08,-7.079805663670817e-06,-4.049019026356812e-16,-0.11375227336139333,0.11375227336139494,-0.9983750369253244,0.000185047787226722,0.0006106491794176552,0.0
B_setup_mid,75.075,-17.49,1.0,1.0003026750087771,17.51856443890309,-3.849291596046067e-06,-3.849291596046067e-06,0.0,-3.423096580568294e-08,-7.550360296003058e-06,-0.0,-0.11394396894867086,0.11394396894867086,-0.9983694712792044,0.0001859985350911586,0.0006478916877089891,0.0
B_setup_mid,75.075,-17.46,1.0,1.000322691567404,17.488613438463325,-4.042926855740184e-06,-4.042926855740184e-06,0.0,-3.655556785948302e-08,-8.049521018944111e-06,-0.0,-0.1141361859070908,0.1141361859070908,-0.9983638770132188,0.0001869558057414622,0.0006871716817188746,0.0
B_setup_mid,75.075,-17.43,1.0,1.0003439186143508,17.458662606282303,-4.247208998019569e-06,-4.247208998019569e-06,0.0,-3.9025199791113415e-08,-8.578846335387489e-06,-0.0,-0.1143289197455076,0.1143289197455076,-0.99835825393086,0.0001879196512781789,0.0007285859073967433,0.0
B_setup_mid,75.075,-17.4,1.0,1.000366421756303,17.428711943227473,-4.462662270060098e-06,-4.462662270060098e-06,0.0,-4.164802209885115e-08,-9.139968289772707e-06,-4.076851680575317e-16,-0.11452216560418635,0.11452216560418797,-0.9983526018341422,0.00018889012286038565,0.0007722348472344975,0.0
B_setup_mid,75.075,-17.37,1.0,1.0003902696830038,17.398761450172252,-4.689832395176948e-06,-4.689832395176948e-06,0.0,-4.4432599314900055e-08,-9.734595263268575e-06,-0.0,-0.11471591823873546,0.11471591823873546,-0.9983469205234883,0.0001898672839715232,0.0008182228182516571,0.0
B_setup_mid,75.075,-17.34,1.0,1.0004155342850516,17.368811127996064,-4.929287118818335e-06,-4.929287118818335e-06,0.0,-4.738791421241652e-08,-1.0364514859775193e-05,-0.0,-0.11491017200347778,0.11491017200347778,-0.9983412097971041,0.00019085119523154503,0.0008666580701113521,0.0
B_setup_mid,75.075,-17.31,1.0,1.000442290774779,17.338860977584424,-5.181616805800368e-06,-5.181616805800368e-06,0.0,-5.0523381814844723e-08,-1.103159684178835e-05,-0.0,-0.11510492083450528,0.11510492083450528,-0.9983354694517743,0.00019184190970378268,0.000917652883315701,0.0
B_setup_mid,75.075,-17.28,1.0,1.000470617810215,17.30891099982896,-5.447435136012915e-06,-5.447435136012915e-06,0.0,-5.384887152148977e-08,-1.1737796150147895e-05,-0.0,-0.11530015823209289,0.11530015823209289,-0.9983296992825217,0.00019283948612880408,0.0009713236671535228,0.0
B_setup_mid,75.075,-17.25,1.0,1.000500597622141,17.278961195627474,-5.7273796961377585e-06,-5.7273796961377585e-06,0.0,-5.737472209121786e-08,-1.2485155988370487e-05,-0.0,-0.11549587724265273,0.11549587724265273,-0.9983238990826067,0.00019384398228794453,0.001027791057376465,0.0
B_setup_mid,75.075,-17.22,1.0,1.0005323161442432,17.249011565884,-6.02211265223151e-06,-6.02211265223151e-06,0.0,-6.11117603237436e-08,-1.3275810973079217e-05,-0.0,-0.11569207044018825,0.11569207044018825,-0.9983180686435844,0.00019485546450326297,0.001087180013406772,0.0
B_setup_mid,75.075,-17.19,1.0,1.0005658631463539,17.219062111508862,-6.332321306441868e-06,-6.332321306441868e-06,0.0,-6.507131968782651e-08,-1.4111990358643124e-05,-0.0,-0.11588872990716778,0.11588872990716778,-0.9983122077547364,0.00019587399246390191,0.0011496199147708894,0.0
B_setup_mid,75.075,-17.16,1.0,1.0006013323707819,17.189112833418715,-6.658718730062857e-06,-6.658718730062857e-06,0.0,-6.926525937477436e-08,-1.4996021321885421e-05,-0.0,-0.11608584721506592,0.11608584721506592,-0.9983063162040366,0.00019689962111257842,0.0012152446567593738,0.0
B_setup_mid,75.075,-17.13,1.0,1.0006388216717164,17.159163732536616,-7.00204447633384e-06,-7.00204447633384e-06,0.0,-7.370598382745545e-08,-1.593033231751158e-05,-0.0,-0.1162834134042032,0.1162834134042032,-0.9983003937774697,0.0001979324205585442,0.0012841927449592778,0.0
B_setup_mid,75.075,-17.1,1.0,1.000678433157689,17.12921480979207,-7.363065064891953e-06,-7.363065064891953e-06,0.0,-7.840646270692642e-08,-1.6917456495753336e-05,-0.0,-0.1164814189631281,0.1164814189631281,-0.9982944402588032,0.00019897244764521815,0.001356607388533078,0.0
B_setup_mid,75.075,-17.07,1.0,1.0007202733370744,17.099266066121086,-7.742574673806917e-06,-7.742574673806917e-06,0.0,-8.33802512987696e-08,-1.7960035182529146e-05,-0.0,-0.11667985380763506,0.11667985380763506,-0.9982884554306111,0.00020001976395178644,0.0014326365919447484,0.0
B_setup_mid,75.075,-17.04,1.0,1.000764453266602,17.06931750246623,-8.141395767137097e-06,-8.141395767137097e-06,0.0,-8.864151136432044e-08,-1.9060821423231006e-05,-0.0,-0.11687870725900364,0.11687870725900364,-0.9982824390729661,0.0002010744414810972,0.0015124332450221418,0.0
B_setup_mid,75.075,-17.01,1.0,1.0008110887028479,17.03936911977671,-8.560379579998336e-06,-8.560379579998336e-06,0.0,-9.420503239639825e-08,-2.022268358140204e-05,-0.0,-0.11707796802196505,0.11707796802196505,-0.9982763909641221,0.00020213653992229297,0.001596155211024967,0.0
B_setup_mid,75.075,-16.98,1.0,1.000860300256671,17.009420919008384,-9.000406785275676e-06,-9.000406785275676e-06,0.0,-1.0008625330147774e-07,-2.144860899723945e-05,-0.0,-0.1172776241620959,0.1172776241620959,-0.9982703108805708,0.00020320612558677453,0.0016839654124907223,0.0
B_setup_mid,75.075,-16.95,1.0,1.00091221355055,16.979472901123874,-9.462388028027739e-06,-9.462388028027739e-06,0.0,-1.0630128448837681e-07,-2.274170770188872e-05,-0.0,-0.11747766308265685,0.11747766308265685,-0.998264198596587,0.00020428326478949543,0.0017760319146593406,0.0
B_setup_mid,75.075,-16.92,1.0,1.0009669593787733,16.94952506709259,-9.947264461226757e-06,-9.947264461226757e-06,0.0,-1.1286693031966151e-07,-2.4105216178517518e-05,-0.0,-0.1176780715010494,0.1176780715010494,-0.9982580538846832,0.00020536802102100182,0.0018725280061315998,0.0
B_setup_mid,75.075,-16.89,1.0,1.001024673870429,16.919577417890793,-1.0456008320879956e-05,-1.0456008320879956e-05,0.0,-1.1980071196128346e-07,-2.554250117835923e-05,-0.0,-0.11787883542470573,0.11787883542470573,-0.9982518765153259,0.00020646046436922916,0.001973632276533235,0.0
B_setup_mid,75.075,-16.86,1.0,1.0010854986551307,16.889629954501668,-1.09896234061736e-05,-1.09896234061736e-05,0.0,-1.271208905510324e-07,-2.7057063575403993e-05,-0.0,-0.11807994012652648,0.11807994012652648,-0.9982456662568211,0.0002075606649505346,0.0020795286909314407,0.0
B_setup_mid,75.075,-16.83,1.0,1.0011495810314206,16.85968267791538,-1.1549145548436573e-05,-1.1549145548436573e-05,0.0,-1.3484649019201633e-07,-2.86525422743572e-05,-0.0,-0.11828137011988463,0.11828137011988463,-0.9982394228754288,0.00020866868907987168,0.0021904066606682933,0.0
B_setup_mid,75.075,-16.8,1.0,1.0012170741377677,16.829735589129143,-1.2135643110753963e-05,-1.2135643110753963e-05,0.0,-1.429973245324129e-07,-3.0332718141557743e-05,4.221948300952881e-16,-0.1184831091331814,0.11848310913317972,-0.9982331461354761,0.00020978460592502302,0.0023064611103140583,0.0
B_setup_mid,75.075,-16.77,1.0,1.0012881371260896,16.799788689147253,-1.2750217412762776e-05,-1.2750217412762776e-05,0.0,-1.5159401588293148e-07,-3.210151798476235e-05,-0.0,-0.11868514008391463,0.11868514008391463,-0.9982268357990733,0.00021090848747462587,0.0024278925404816435,0.0
B_setup_mid,75.075,-16.74,1.0,1.0013629353377078,16.769841978981194,-1.3394003124896813e-05,-1.3394003124896813e-05,0.0,-1.6065802292560916e-07,-3.3963018556109354e-05,-0.0,-0.11888744505238648,0.11888744505238648,-0.9982204916262276,0.00021204040479005926,0.002554907086118424,0.0
B_setup_mid,75.075,-16.71,1.0,1.0014416404816457,16.73989545964968,-1.4068168644452795e-05,-1.4068168644452795e-05,0.0,-1.7021166587999748e-07,-3.59214505817159e-05,-4.2446067687388645e-16,-0.11909000525497003,0.11909000525497174,-0.9982141133747859,0.00021318042892559674,0.0026877165700291417,0.0
B_setup_mid,75.075,-16.68,1.0,1.0015244308151703,16.70994913217871,-1.4773916426733333e-05,-1.4773916426733333e-05,0.0,-1.8027814905220955e-07,-3.798120281101428e-05,-4.252213637154602e-16,-0.11929280101702154,0.11929280101702325,-0.9982077008004921,0.0002143286309319592,0.002826538551240648,0.0
B_setup_mid,75.075,-16.65,1.0,1.0016114913264682,16.680002997601648,-1.5512483307189368e-05,-1.5512483307189368e-05,0.0,-1.9088158804619261e-07,-4.014682608365988e-05,-4.2598477701848517e-16,-0.1194958117454013,0.11949581174540301,-0.99820125365693,0.00021548508660629295,0.0029715963678643553,0.0
B_setup_mid,75.075,-16.62,1.0,1.0017030139193486,16.650057056959294,-1.6285140731530874e-05,-1.6285140731530874e-05,0.0,-2.0204703429230705e-07,-4.2423037405032654e-05,-0.0,-0.11969901590064203,0.11969901590064203,-0.9981947716952959,0.0002166498717315335,0.0031231191742139863,0.0
B_setup_mid,75.075,-16.59,1.0,1.0017991975998464,16.620111311299933,-1.7093194937618982e-05,-1.7093194937618982e-05,0.0,-2.138004968316333e-07,-4.481472402695484e-05,-4.2751984174558783e-16,-0.1199023909688447,0.1199023909688464,-0.9981882546646261,0.00021782305831763438,0.0032813419716371337,0.0
B_setup_mid,75.075,-16.56,1.0,1.0019002486646027,16.590165761679415,-1.793798716503064e-05,-1.793798716503064e-05,0.0,-2.261689725910746e-07,-4.732694752165291e-05,-0.0,-0.12010591343327029,0.12010591343327029,-0.9981817023117969,0.00021900472309610564,0.003446505632911696,0.0
B_setup_mid,75.075,-16.53,1.0,1.0020063808908848,16.560220409161225,-1.882089372326153e-05,-1.882089372326153e-05,0.0,-2.391804693456814e-07,-4.9964947851444466e-05,-4.290659895849111e-16,-0.12030955874561218,0.1203095587456139,-0.9981751143812403,0.00022019494091907177,0.0036188569196846654,0.0
B_setup_mid,75.075,-16.5,1.0,1.002117815728106,16.53027525481654,-1.9743326064065478e-05,-1.9743326064065478e-05,0.0,-2.5286402859939747e-07,-5.2734147421372405e-05,-4.2984325717931676e-16,-0.12051330129714372,0.12051330129714544,-0.9981684906153419,0.0002213937904116392,0.0037986484926601618,0.0
B_setup_mid,75.075,-16.47,1.0,1.0022347824906959,16.500330299724304,-2.070673078533051e-05,-2.070673078533051e-05,0.0,-2.67249756303442e-07,-5.564015510625452e-05,-4.3062334077759176e-16,-0.12071711438952065,0.12071711438952237,-0.9981618307538156,0.00022260135494889255,0.003986138914114848,0.0
B_setup_mid,75.075,-16.44,1.0,1.00235751855216,16.470385544971315,-2.1712589471697784e-05,-2.1712589471697784e-05,0.0,-2.8236884206616205e-07,-5.8688770249181756e-05,-4.3140625568236367e-16,-0.12092097020554937,0.12092097020555109,-0.9981551345340449,0.00022381770747870178,0.004181592642388794,0.0
B_setup_mid,75.075,-16.41,1.0,1.002486269540173,16.44044099165226,-2.2762418633825508e-05,-2.2762418633825508e-05,0.0,-2.982535866490338e-07,-6.188598661854584e-05,-4.3219201730712874e-16,-0.12112483977981658,0.12112483977981832,-0.9981484016913669,0.00022504292663683145,0.004385280017977615,0.0
B_setup_mid,75.075,-16.38,1.0,1.0026212895325268,16.41049664086983,-2.3857769509740496e-05,-2.3857769509740496e-05,0.0,-3.1493742577286125e-07,-6.523799631800485e-05,-4.329806411772546e-16,-0.12132869296912252,0.12132869296912425,-0.9981416319584469,0.00022627710052347538,0.004597477240773015,0.0
B_setup_mid,75.075,-16.35,1.0,1.0027628412537575,16.380552493734758,-2.5000227676959725e-05,-2.5000227676959725e-05,0.0,-3.3245495414325075e-07,-6.875119364047955e-05,-4.3377214293099633e-16,-0.12153249842295252,0.12153249842295426,-0.9981348250653355,0.000227520306832929,0.004818466338108108,0.0
B_setup_mid,75.075,-16.32,1.0,1.002911196272268,16.35060855136591,-2.6191412737647188e-05,-2.6191412737647188e-05,0.0,-3.5084194847015713e-07,-7.243217885439896e-05,-4.3456653832052165e-16,-0.12173622355401122,0.12173622355401295,-0.998127980740037,0.00022877262514242602,0.005048535123220933,0.0
B_setup_mid,75.075,-16.29,1.0,1.0030666351977486,16.320664814890353,-2.7432977903172746e-05,-2.7432977903172746e-05,0.0,-3.7013539344808866e-07,-7.628776191639378e-05,-0.0,-0.12193983450865412,0.12193983450865412,-0.9981210987078271,0.0002300341445042875,0.005287977143643137,0.0
B_setup_mid,75.075,-16.26,1.0,1.003229447878697,16.290721285443443,-2.872660936197522e-05,-2.872660936197522e-05,0.0,-3.903734985211806e-07,-8.032496609422422e-05,-4.361640735913915e-16,-0.12214329613750934,0.12214329613751108,-0.9981141786913668,0.00023130494829004533,0.005537091619290134,0.0
B_setup_mid,75.075,-16.23,1.0,1.003399933599833,16.260777964168874,-3.0074025682235398e-05,-3.0074025682235398e-05,0.0,-4.1159572551534147e-07,-8.455103149988389e-05,-0.0,-0.12234657196627893,0.12234657196627893,-0.9981072204109296,0.0002325851208233587,0.005796183369607921,0.0
B_setup_mid,75.075,-16.2,1.0,1.0035784012791888,16.230834852218784,-3.147697706192293e-05,-3.147697706192293e-05,0.0,-4.3384280743788977e-07,-8.897341850602586e-05,-4.3777337532515633e-16,-0.12254962416666286,0.12254962416666461,-0.9981002235841174,0.0002338747464172286,0.006065562729642602,0.0
B_setup_mid,75.075,-16.17,1.0,1.0037651696646572,16.200891950753824,-3.293724450858447e-05,-3.293724450858447e-05,0.0,-4.5715676588053015e-07,-9.359981105226961e-05,-4.385824792362983e-16,-0.12275241352764497,0.12275241352764674,-0.9980931879261448,0.00023517391506899799,0.006345545454389792,0.0
B_setup_mid,75.075,-16.14,1.0,1.0039605675297674,16.170949260943217,-3.445663888699537e-05,-3.445663888699537e-05,0.0,-4.81580939044262e-07,-9.843811981539756e-05,-0.0,-0.12295489942697395,0.12295489942697395,-0.9980861131492134,0.00023648271868026427,0.0066364526112219265,0.0
B_setup_mid,75.075,-16.11,1.0,1.004164933868454,16.14100678396487,-3.603699977678124e-05,-3.603699977678124e-05,0.0,-5.071599884898683e-07,-0.00010349648524067556,-4.402096754373353e-16,-0.12315703980318415,0.12315703980318592,-0.9980789989630239,0.00023780123967753752,0.006938610459821845,0.0
B_setup_mid,75.075,-16.08,1.0,1.0043786180885788,16.11106452100543,-3.768019439668097e-05,-3.768019439668097e-05,0.0,-5.339399244285526e-07,-0.00010878328041536587,-0.0,-0.12335879112803039,0.12335879112803039,-0.9980718450748327,0.0002391295690067352,0.00725235031941835,0.0
B_setup_mid,75.075,-16.05,1.0,1.0046019802039567,16.08112247326038,-3.938811629202826e-05,-3.938811629202826e-05,0.0,-5.619681216772764e-07,-0.00011430711377235291,-0.0,-0.1235601083793539,0.1235601083793539,-0.9980646511888835,0.00024046780424669123,0.0075780084228007135,0.0
B_setup_mid,75.075,-16.02,1.0,1.0048353910246315,16.0511806419341,-4.116268380746153e-05,-4.116268380746153e-05,0.0,-5.912933267025965e-07,-0.00012007683161952819,-4.4267319121921167e-16,-0.12376094501466404,0.12376094501466582,-0.9980574170065779,0.00024181603255613027,0.007915925756724151,0.0
B_setup_mid,75.075,-15.99,1.0,1.0050792323451414,16.021239028239982,-4.300583862787684e-05,-4.300583862787684e-05,0.0,-6.219656794755469e-07,-0.0001261015204669212,-4.4350048988574205e-16,-0.12396125294542562,0.12396125294542738,-0.9980501422269299,0.0002431743477409043,0.00826644788851395,0.0
B_setup_mid,75.075,-15.96,1.0,1.005333897130512,15.991297633400487,-4.49195440699934e-05,-4.49195440699934e-05,0.0,-6.54036721521476e-07,-0.00013239050914590076,-4.44330880488406e-16,-0.12416098251193919,0.12416098251194096,-0.9980428265457135,0.00024454284926278547,0.008629924778257117,0.0
B_setup_mid,75.075,-15.93,1.0,1.0055997896996975,15.961356458647241,-4.6905783154632716e-05,-4.6905783154632716e-05,0.0,-6.875594063502277e-07,-0.00013895337070747864,-0.0,-0.12436008245924064,0.12436008245924064,-0.9980354696559743,0.0002459216233283712,0.00900671057644372,0.0
B_setup_mid,75.075,-15.9,1.0,1.0058773259062055,15.931415505221123,-4.896655675822212e-05,-4.896655675822212e-05,0.0,-7.225881039403694e-07,-0.0001457999240825672,-4.460010069583821e-16,-0.12455849991388862,0.1245584999138904,-0.9980280712483136,0.00024731077132855717,0.009397163406609042,0.0
B_setup_mid,75.075,-15.870000000000001,1.0,1.00616693331561,15.901474774372344,-5.110388143205732e-05,-5.110388143205732e-05,0.0,-7.591786114378259e-07,-0.00015294023548288534,-0.0,-0.12475618036159722,0.12475618036159722,-0.9980206310096946,0.0002487103974644356,0.009801645132628208,0.0
B_setup_mid,75.075,-15.84,1.0,1.0064690513796781,15.871534267360543,-5.331978702528499e-05,-5.331978702528499e-05,0.0,-7.973881571095786e-07,-0.00016038461953913068,-0.0,-0.12495306762622678,0.12495306762622678,-0.9980131486244659,0.0002501205898362002,0.010220521110518467,0.0
B_setup_mid,75.075,-15.81,1.0,1.0067841316068125,15.841593985454873,-5.561631438607756e-05,-5.561631438607756e-05,0.0,-8.372753973367799e-07,-0.00016814364015608368,-0.0,-0.125149103849861,0.125149103849861,-0.9980056237743042,0.00025154145077976864,0.010654159924222799,0.0
B_setup_mid,75.075,-15.780000000000001,1.0,1.0071126377285167,15.811653929934085,-5.799551272460931e-05,-5.799551272460931e-05,0.0,-8.789004188309625e-07,-0.00017622811105843673,-4.493791344717739e-16,-0.12534422947407,0.1253442294740718,-0.9979980561374191,0.0002529730882869785,0.011102933105308889,0.0
B_setup_mid,75.075,-15.75,1.0,1.0074550458615852,15.78171410208663,-6.045943676116865e-05,-6.045943676116865e-05,0.0,-9.223247384087649e-07,-0.00018464909603101387,-0.0,-0.12553838322273397,0.12553838322273397,-0.9979904453890072,0.0002544155970909401,0.011567214836194927,0.0
B_setup_mid,75.075,-15.72,1.0,1.0078118446657138,15.751774503210742,-6.301014390049788e-05,-6.301014390049788e-05,0.0,-9.676112917920898e-07,-0.00019341790882207284,-4.510874223188427e-16,-0.12573150208633135,0.12573150208633316,-0.9979827912015935,0.0002558690823697418,0.012047381636722318,0.0
B_setup_mid,75.075,-15.69,1.0,1.008183535496227,15.721835134614533,-6.564969108994869e-05,-6.564969108994869e-05,0.0,-1.0148244278371767e-06,-0.00020254611269243073,-0.0,-0.12592352130768422,0.12592352130768422,-0.9979750932440652,0.00025733365020741417,0.012543812033921525,0.0
B_setup_mid,75.075,-15.66,1.0,1.0085706325516113,15.691895997616095,-6.838013152422919e-05,-6.838013152422919e-05,0.0,-1.0640298962947509e-06,-0.0002120455196076264,-4.528087210545146e-16,-0.12611437436961528,0.1261143743696171,-0.9979673511825808,0.00025880940389910734,0.01305688621465119,0.0
B_setup_mid,75.075,-15.629999999999999,1.0,1.0089736630155473,15.661957093543577,-7.120351124423732e-05,-7.120351124423732e-05,0.0,-1.115294833008174e-06,-0.00022192818904164966,-0.0,-0.1263039929842376,0.1263039929842376,-0.9979595646798316,0.0002602964533053864,0.013586985661133673,0.0
B_setup_mid,75.075,-15.6,1.0,1.0093931671931227,15.632018423735305,-7.412186546355387e-05,-7.412186546355387e-05,0.0,-1.1686877418556844e-06,-0.00023220642638500607,-4.545431795814852e-16,-0.1264923070842733,0.1264923070842751,-0.9979517333953822,0.00026179490551569984,0.01413449276906397,0.0
B_setup_mid,75.075,-15.57,1.0,1.0098296986409172,15.602079989539856,-7.713721478894206e-05,-7.713721478894206e-05,0.0,-1.2242784729572405e-06,-0.00024289278093537459,-0.0,-0.12667924481636958,0.12667924481636958,-0.9979438569855006,0.0002633048694669071,0.014699790448413585,0.0
B_setup_mid,75.075,-15.54,1.0,1.0102838242906391,15.572141792316174,-8.025156123178303e-05,-8.025156123178303e-05,0.0,-1.2821381993894498e-06,-0.00025400004345491165,-2.281454745392526e-16,-0.12686473253656153,0.12686473253656244,-0.9979359351032144,0.0002648264540958678,0.015283261706722352,0.0
B_setup_mid,75.075,-15.51,1.0,1.0107561245659993,15.542203833433662,-8.346688406343653e-05,-8.346688406343653e-05,0.0,-1.3423393838837182e-06,-0.0002655412432787976,-2.285849366586011e-16,-0.1270486948080066,0.1270486948080075,-0.9979279673982546,0.0002663597731107359,0.015885289214893773,0.0
B_setup_mid,75.075,-15.48,1.0,1.0112471934925065,15.512266114272279,-8.678513546932096e-05,-8.678513546932096e-05,0.0,-1.4049557524206055e-06,-0.0002775296449602023,-2.2902609152197154e-16,-0.1272310544010548,0.12723105440105573,-0.9979199535168277,0.0002679049411398182,0.01650625485555055,0.0
B_setup_mid,75.075,-15.45,1.0,1.0117576387998641,15.482328636222652,-9.02082360067086e-05,-9.02082360067086e-05,0.0,-1.4700622514901605e-06,-0.0002899787444300079,-4.589378978157752e-16,-0.12741173229587116,0.127411732295873,-0.9979118931017865,0.0002694620709071671,0.017146539253930514,0.0
B_setup_mid,75.075,-15.42,1.0,1.012288082016655,15.452391400686173,-9.373806995111379e-05,-9.373806995111379e-05,0.0,-1.5377350116756368e-06,-0.0003029022646626083,-2.299135186701743e-16,-0.12759064768763814,0.12759064768763906,-0.9979037857925732,0.0002710312789595548,0.017806521291541193,0.0
B_setup_mid,75.075,-15.39,1.0,1.0128391585570002,15.422454409075101,-9.737648041277954e-05,-9.737648041277954e-05,0.0,-1.6080513005774516e-06,-0.00031631415082226347,-2.303598107386826e-16,-0.1277677179944628,0.1277677179944637,-0.9978956312250489,0.0002726126827710118,0.018486577602595464,0.0
B_setup_mid,75.075,-15.36,1.0,1.0134115177988718,15.392517662812669,-0.00010112526428005729,-0.00010112526428005729,0.0,-1.6810894715690726e-06,-0.00033022856488458904,-2.308078351200225e-16,-0.1279428588681728,0.12794285886817372,-0.9978874290316071,0.0002742063969627395,0.01918708205349631,0.0
B_setup_mid,75.075,-15.33,1.0,1.014005823153758,15.362581163333198,-0.00010498616707856096,-0.00010498616707856096,0.0,-1.756928912161265e-06,-0.00034465987971410184,-2.3125760189830455e-16,-0.12811598420805656,0.12811598420805748,-0.9978791788412309,0.0002758125442419157,0.019908405205579825,0.0
B_setup_mid,75.075,-15.3,1.0,1.0146227521273614,15.332644912082195,-0.00010896087758645144,-0.00010896087758645144,0.0,-1.8356499833928518e-06,-0.00035962267258184274,-2.3170912123588973e-16,-0.1282870061776045,0.1282870061776054,-0.9978708802789527,0.0002774312515470001,0.020650913761430953,0.0
