r_sh_amp,r_sh_center,r_sh_width,n_sh_amp,n_sh_center,n_sh_width,src_support_amp,src_shoulder_amp,T_C,T_R,B0,wB,coreline_open_neg,coreline_open_pos,coreline_comp_neg,coreline_comp_pos,coreline_all_neg,coreline_all_pos,access_open_mean_neg,access_open_mean_pos,access_comp_mean_neg,access_comp_mean_pos,access_all_mean_neg,access_all_mean_pos,support_open_mean_neg,support_open_mean_pos,support_comp_mean_neg,support_comp_mean_pos,support_all_mean_neg,support_all_mean_pos,shoulder_open_mean_neg,shoulder_open_mean_pos,shoulder_comp_mean_neg,shoulder_comp_mean_pos,shoulder_all_mean_neg,shoulder_all_mean_pos,access_open_max_abs_flux,access_open_max_abs_Kll,access_open_max_abs_Kth,access_open_max_abs_theta,access_open_min_N,access_open_min_R,access_comp_max_abs_flux,access_comp_max_abs_Kll,access_comp_max_abs_Kth,access_comp_max_abs_theta,access_comp_min_N,access_comp_min_R,support_open_max_abs_flux,support_open_max_abs_Kll,support_open_max_abs_Kth,support_open_max_abs_theta,support_open_min_N,support_open_min_R,support_comp_max_abs_flux,support_comp_max_abs_Kll,support_comp_max_abs_Kth,support_comp_max_abs_theta,support_comp_min_N,support_comp_min_R,shoulder_open_max_abs_flux,shoulder_open_max_abs_Kll,shoulder_open_max_abs_Kth,shoulder_open_max_abs_theta,shoulder_open_min_N,shoulder_open_min_R,shoulder_comp_max_abs_flux,shoulder_comp_max_abs_Kll,shoulder_comp_max_abs_Kth,shoulder_comp_max_abs_theta,shoulder_comp_min_N,shoulder_comp_min_R,support_repay_ratio,coreline_repay_ratio,shoulder_repay_ratio,access_comp_leak_metric,shoulder_comp_spike_metric,balance_error,valid_access,valid_shoulder,valid,score_balanced,case,polish_score_v2,pass_core,pass_support,pass_shoulder,pass_access_comp,pass_open_dynamic,pass_geometry_bounds,pass_TR_polish
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.0015,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08318312484761774,0.08077330858403964,0.08319731005227066,0.08197555915882185,0.0,0.0,0.08301450357502776,0.09722362599416665,0.08301742116144396,0.0725289766146527,0.0,0.00015954162935324516,0.07296728022352107,0.7933162308186441,0.07296728022352106,0.0071837307977445,0.0012196482595535944,0.0004836458381854729,0.005845038554075324,0.8208286767609745,0.007064686813628917,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0060431516935782,1.0345432011643843,0.8136494417492455,3.494074331154264e-05,0.0005348210707234789,0.05803270352872181,True,True,True,-0.060849382835745904,TR5_sup0.0078_sh0.0015_N-0.18,-1.159794301630746,True,False,False,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.0016,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.0831831248476185,0.08077330858403964,0.0831973100522714,0.08197555915882185,0.0,0.0,0.08301450357711938,0.09722362599416665,0.08301742116353597,0.0725289766146527,0.0,0.00015954158189260942,0.07296755746296206,0.7933162307237229,0.07296755746296207,0.0071837307977445,0.0012196482595535944,0.0004649656393903783,0.006400791777232639,0.8208098982417206,0.007620440036786232,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0060469741581146,1.0345432011643938,0.8910121991697273,3.494074331154264e-05,0.0005348210707234789,0.027447901923748325,True,True,True,-0.030264581230772414,TR5_sup0.0078_sh0.0016_N-0.18,-0.4759973349358685,True,False,False,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.0017,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08318312484761921,0.08077330858403964,0.08319731005227216,0.08197555915882185,0.0,0.0,0.08301450357921103,0.09722362599416665,0.08301742116562796,0.0725289766146527,0.0,0.0001595415344319737,0.0729678347024031,0.7933162306288015,0.0729678347024031,0.0071837307977445,0.0012196482595535944,0.00044628544059528355,0.006956545000389951,0.8207911197224667,0.008176193259943544,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.006050796622652,1.0345432011644025,0.9683749565902087,3.494074331154264e-05,0.0005348210707234789,0.008833092819397962,True,True,True,-0.01164977212642205,TR5_sup0.0078_sh0.0017_N-0.18,-0.10342017325719226,True,False,False,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.0018,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08318312484761999,0.08077330858403964,0.0831973100522729,0.08197555915882185,0.0,0.0,0.08301450358130269,0.09722362599416665,0.08301742116771996,0.0725289766146527,0.0,0.0001595414869713379,0.0729681119418441,0.7933162305338803,0.0729681119418441,0.0071837307977445,0.0012196482595535944,0.00042877314960652126,0.007513466131353596,0.8207735091110191,0.008733114390907192,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0060546190871889,1.0345432011644122,1.0459002907885584,3.494074331154264e-05,0.0005348210707234789,0.0021869167494342786,True,True,True,-0.005003596056458368,TR5_sup0.0078_sh0.0018_N-0.18,-0.02549095445940323,True,False,True,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.0019,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08318312484762072,0.08077330858403964,0.08319731005227365,0.08197555915882185,0.0,0.0,0.08301450358339432,0.09722362599416665,0.08301742116981196,0.0725289766146527,0.0,0.0001595414395107022,0.07296838918128509,0.793316230438959,0.0729683891812851,0.0071837307977445,0.0012196482595535944,0.00041589533352882484,0.00807502173722831,0.8207605329744825,0.009294669996781905,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0060584415517253,1.0345432011644213,1.124070759811821,3.494074331154264e-05,0.0005348210707234789,0.007656250648207151,True,True,True,-0.01047292995523124,TR5_sup0.0078_sh0.0019_N-0.18,-0.026267165947989165,True,False,True,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.002,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08318312484762147,0.08077330858403964,0.08319731005227442,0.08197555915882185,0.0,0.0,0.08301450358548595,0.09722362599416665,0.08301742117190397,0.0725289766146527,0.0,0.00015954139205006648,0.07296866642072614,0.7933162303440378,0.07296866642072612,0.0071837307977445,0.0012196482595535944,0.0004030175174511286,0.008636577343103021,0.8207475568379461,0.009856225602656617,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0060622640162626,1.0345432011644307,1.202241228835083,3.494074331154264e-05,0.0005348210707234789,0.025346829030835967,True,True,True,-0.028163508337860056,TR5_sup0.0078_sh0.0020_N-0.18,-0.039264622650992134,True,False,True,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.0078,0.0021,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08318312484762222,0.08077330858403964,0.08319731005227517,0.08197555915882185,0.0,0.0,0.0830145035875776,0.09722362599416665,0.08301742117399598,0.0725289766146527,0.0,0.00015954134458943074,0.07296894366016712,0.7933162302491166,0.07296894366016712,0.0071837307977445,0.0012196482595535944,0.00039095382578865814,0.00919894707339296,0.8207353948258247,0.010418595332946555,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0060660864807993,1.03454320116444,1.2805250267730883,3.494074331154264e-05,0.0005348210707234789,0.05531088935608865,True,True,True,-0.05812756866311274,TR5_sup0.0078_sh0.0021_N-0.18,-0.07011942584928321,True,False,False,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.008,0.0015,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08531606606378649,0.08077330858403964,0.08533061634427067,0.08197555915882185,0.0,0.0,0.0851450020452807,0.09722362599416665,0.08514828428942593,0.0725289766146527,0.0,0.00015920823767999248,0.07491477459840602,0.7933155640352976,0.07491477459840602,0.0071837307977445,0.0012196482595535944,0.00048356606020681176,0.0058474120228624756,0.8208285965630963,0.007067060282416071,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.032894411228166,1.0610704545912415,0.8139798367561918,3.494074331154264e-05,0.0005348210707234789,0.05612067358972173,True,True,True,-0.05893735289674583,TR5_sup0.0080_sh0.0015_N-0.18,-1.1463837661626144,True,True,False,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.008,0.0016,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08531606606378722,0.08077330858403964,0.08533061634427141,0.08197555915882185,0.0,0.0,0.08514500204737234,0.09722362599416665,0.08514828429151791,0.0725289766146527,0.0,0.00015920819021935674,0.07491505183784702,0.7933155639403764,0.07491505183784701,0.0071837307977445,0.0012196482595535944,0.000464885861411717,0.006403165246019791,0.8208098180438423,0.007622813505573385,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0328982336927028,1.0610704545912508,0.8913425941766737,3.494074331154264e-05,0.0005348210707234789,0.025587197798274015,True,True,True,-0.028403877105298105,TR5_sup0.0080_sh0.0016_N-0.18,-0.46391880583263184,True,True,False,True,True,True,False
0.0,2.5,1.2,-0.18,2.3,1.0,0.008,0.0017,20.0,5.0,8.0,10.0,0.08040565609339476,0.0,0.0,0.08531606606378797,0.08077330858403964,0.08533061634427216,0.08197555915882185,0.0,0.0,0.085145002049464,0.09722362599416665,0.08514828429360992,0.0725289766146527,0.0,0.00015920814275872103,0.07491532907728801,0.7933155638454551,0.07491532907728803,0.0071837307977445,0.0012196482595535944,0.0004462056626166223,0.006958918469177104,0.8207910395245884,0.008178566728730699,0.0007285791597766058,2.480429714957211e-07,0.008027965760431063,0.05547428349899327,1.0,1.0,3.1710520653445706e-06,2.4804297149572113e-07,3.494074331154264e-05,0.00014274444225599795,0.9999999988426511,1.0,0.0016128415476158863,2.480429714957211e-07,0.07122361451866686,0.21987392515567364,1.0,1.0,7.579468620140325e-06,2.4804297149572113e-07,0.0003347074048253595,0.019548914216476587,0.9996462822920401,1.0,0.0010956576240156923,2.4803601162784493e-07,0.10843923338667058,0.3553414578343607,1.0,1.1684684763506255,5.02416477208883e-06,2.480538833943314e-07,0.0005348210707234789,0.21648005828057923,0.8200359982460708,1.1683621305347913,1.0329020561572393,1.0610704545912601,0.9687053515971552,3.494074331154264e-05,0.0005348210707234789,0.007023714507449515,True,True,True,-0.009840393814473604,TR5_sup0.0080_sh0.0017_N-0.18,-0.09267364978829055,True,True,False,True,True,True,False
